Id,TextParam1,BuffType,ClientType,Param,TextParam2,Group,StackCount,Duration,Period,VisualEffectId,ExtendVisualEffectId,ExceptRoomType,IconTexture,CameraShake,CameraShakeIntensity,Sound
413036,,7,6,"{""Color"":{""R"":255,""G"":15,""B"":0},
""Intensity"":5,
""Speed"":1}",,,1,10000,,,,,,,,
413037,,7,6,"{""Color"":{""R"":255,""G"":15,""B"":0},
""Intensity"":10,
""Speed"":1}",,,1,10000,,,,,,,,
413038,,7,6,"{""Color"":{""R"":255,""G"":15,""B"":0},
""Intensity"":20,
""Speed"":1}",,,1,10000,,,,,,,,
413041,,7,4,,,,1,15000,,413010,,,Icon_Debuff_Stun,,,
414002,,7,6,"{""Color"":{""R"":255,""G"":15,""B"":0},
""Intensity"":5,
""Speed"":1}",,,1,5000,,,,,,,,
414005,,7,12,"{""Icon"":""/Game/UI/Icon/Icon_Debuff_Leonard_01"",
""ShowTimer"":0}",,,5,30000,,413005,,,Icon_Debuff_Leonard_01,,,
414010,,7,4,,,,1,15000,,413010,,,Icon_Debuff_Stun,,,
414011,,7,12,"{""Icon"":""/Game/UI/Icon/Icon_Debuff_Leonard_02"",
""ShowTimer"":0}",,,1,15000,750,413011,,,Icon_Debuff_Leonard_02,,,
414013,,7,0,,,,5,5000,1000,300011,,,Icon_Debuff_Poison,,,
414016,,7,5,,,,1,603000,,,,,,,,
414018,,7,12,"{""Icon"":""/Game/UI/Icon/Icon_Debuff_Trisha_01"",
""ShowTimer"":0}",,,3,30000,,"4130181,4130185",,,Icon_Debuff_Trisha_01,,,
414019,,7,10,,,,1,10000,,413019,,,Icon_Debuff_Trisha_02,,,
414036,,7,6,"{""Color"":{""R"":255,""G"":15,""B"":0},
""Intensity"":5,
""Speed"":1}",,,1,10000,,,,,,,,
414037,,7,6,"{""Color"":{""R"":255,""G"":15,""B"":0},
""Intensity"":10,
""Speed"":1}",,,1,10000,,,,,,,,
414038,,7,6,"{""Color"":{""R"":255,""G"":15,""B"":0},
""Intensity"":20,
""Speed"":1}",,,1,10000,,,,,,,,
414041,,7,4,,,,1,15000,,413010,,,Icon_Debuff_Stun,,,
414043,,7,0,,,,1,603000,,,,,,,,
414045,,7,6,"{""Color"":{""R"":255,""G"":15,""B"":0},
""Intensity"":5,
""Speed"":1}",,,1,603000,,,,,,,,
4010062,,7,4,,,1002,1,2000,,1,,,Icon_Debuff_Stun,,,
4010202,,7,12,"{""Icon"":""/Game/UI/Icon/Icon_Debuff_Boranta_02"",
""ShowTimer"":0}",,,1,3500,,,,,Icon_Debuff_Boranta_02,,,
401021,,7,12,"{""Icon"":""/Game/UI/Icon/Icon_Debuff_Boranta_01"",
""ShowTimer"":1}",,,1,5000,,401021,,,Icon_Debuff_Boranta_01,,,
401026,,7,12,"{""Icon"":""/Game/UI/Icon/Icon_Debuff_Ramog_01"",
""ShowTimer"":0}",,,5,120000,,401026,,,Icon_Debuff_Ramog_01,,,
401009,,7,6,"{""Color"":{""R"":255,""G"":15,""B"":0},
""Intensity"":5,
""Speed"":1}",,,1,15000,,,,,,,,
401010,,7,6,"{""Color"":{""R"":0,""G"":176,""B"":240},
""Intensity"":5,
""Speed"":1}",,,1,60000,,,,,,,,
401011,,7,4,,,,1,10000,,,,,,,,
401013,,7,12,"{""Icon"":""/Game/UI/SuicideBomb_Debuff_effect"",
""ShowTimer"":1}",,,1,5000,,,,,,,,
401014,,7,6,"{""Color"":{""R"":255,""G"":30,""B"":0},
""Intensity"":20,
""Speed"":5}",,,1,15000,,,,,,,,
401015,,7,6,"{""Color"":{""R"":255,""G"":30,""B"":0},
""Intensity"":40,
""Speed"":9}",,,1,15000,,,,,,,,
4020012,,7,2,,,1003,1,2000,,,,,Icon_Debuff_KnockDown,,,
4010351,,7,0,,,1002,1,20000,,4010351,,,,,,
4020101,,7,0,,,,1,20000,,,,,,,,
4010361,,7,0,,,,1,500,,,,,,,,
4010222,,7,14,,,,1,10,10,,,,,,,
401000,,7,0,,,,1,30000,,,,,Icon_Buff_AttackPower,,,
4011032,,7,4,,,,1,3500,,1,,,,,,
4011042,,7,12,"{""Icon"":""/Game/UI/Icon/Icon_Debuff_Boranta_01"",
""ShowTimer"":1}",,,1,6000,6000,401021,,,Icon_Debuff_Boranta_01,,,
4011022,,7,14,,,,1,100,100,,,,,,,
4011023,,7,14,,,,1,10,10,401022,,,,,,
4011092,,7,2,,,,1,2000,,,,,,,,
4012022,,7,12,"{""Icon"":""/Game/UI/Icon/Icon_Debuff_Ramog_01"",
""ShowTimer"":0}",,,5,40000,,401026,,,Icon_Debuff_Ramog_01,,,
4012051,,7,4,,,4012051,1,24000,,4010351,,,,,,
4012061,,7,14,,,4012051,1,1000,,,,,,,,
401217,,7,4,,,,1,4000,,4010351,,,,,,
401218,,7,14,,,,1,10000,,1,,,,,,
4012092,,7,6,"{""Color"":{""R"":1,""G"":0,""B"":0},
""Intensity"":10,
""Speed"":1}",,,1,3000,,,,,,,,
401211,,7,6,"{""Color"":{""R"":255,""G"":15,""B"":0},
""Intensity"":20,
""Speed"":1}",,,1,3000,,,,,,,,
9902011,,7,0,,,,1,12000,,9902011,,,,,,
9902012,,7,0,,,,1,12000,,9902011,,,,,,
9902013,,7,0,,,,1,12000,,9902011,,,,,,
9903011,,7,0,,,,1,7000,,9903011,,,,,,
9903012,,7,0,,,,1,7000,,9903011,,,,,,
9903013,,7,0,,,,1,7000,,9903011,,,,,,
1000000,,7,0,,,,1,180000,,,,,Icon_Buff_Ability01_01,,,
1000001,,7,0,,,,1,180000,,,,,Icon_Buff_Ability01_01,,,
1000002,,7,0,,,,1,180000,,,,,Icon_Buff_Ability01_01,,,
420001,,7,0,,,420000,1,3600000,,,,,,,변신,
420002,,7,0,,,420000,1,3600000,,,,,,,변신,
420003,,7,0,,,420000,1,3600000,,,,,,,변신,
420004,,7,0,,,420000,1,3600000,,,,,,,변신,
420005,,7,0,,,420000,1,3600000,,,,,,,변신,
420006,,7,0,,,420000,1,3600000,,,,,,,변신,
420007,,7,0,,,420000,1,3600000,,,,,,,변신,
420008,,7,0,,,420000,1,3600000,,,,,,,변신,
420009,,7,0,,,420000,1,3600000,,,,,,,변신,
420010,,7,0,,,420000,1,3600000,,,,,,,변신,
420011,,7,0,,,420000,1,3600000,,,,,,,변신,
420012,,7,0,,,420000,1,3600000,,,,,,,변신,
420013,,7,0,,,420000,1,3600000,,,,,,,변신,
420014,,7,0,,,420000,1,3600000,,,,,,,변신,
420015,,7,0,,,420000,1,3600000,,,,,,,변신,
420016,,7,0,,,420000,1,3600000,,,,,,,변신,
420017,,7,0,,,420000,1,3600000,,,,,,,변신,
420018,,7,0,,,420000,1,3600000,,,,,,,변신,
420019,,7,0,,,420000,1,3600000,,,,,,,변신,
420020,,7,0,,,420000,1,3600000,,,,,,,변신,
420021,,7,0,,,420000,1,3600000,,,,,,,변신,
420022,,7,0,,,420000,1,3600000,,,,,,,변신,
420023,,7,0,,,420000,1,3600000,,,,,,,변신,
420024,,7,0,,,420000,1,3600000,,,,,,,변신,
731211,,7,14,,,730201,1,3600000,,,,,,,,
731221,,7,14,,,730201,1,3600000,,,,,,,,
731231,,7,14,,,730201,1,3600000,,,,,,,,
731241,,7,14,,,730201,1,3600000,,,,,,,,
731251,,7,14,,,730201,1,3600000,,,,,,,,
731261,,7,6,"{""Color"":{""R"":32,""G"":34,""B"":71},
""Intensity"":1,
""Speed"":1}",,,1,3600000,,731261,,,,,,
730223,,7,12,"{""Icon"":""/Game/UI/Icon/Icon_Skill_Active_13212"",
""ShowTimer"":2}",,,1,22000,22000,,,,,,,
730233,,7,14,,,,1,22000,,,,,,,,
731361,,7,14,,,,1,60000,500,,,,,,,
731391,,7,14,,,,1,10000,,,,,Icon_Debuff_DefensePower,,,
730271,,7,14,,,,1,6000,,,,,,,,
730281,,7,14,,,,1,15000,,,,,,,,
730222,,7,4,,,730222,1,2000,2000,730222,,,,,,
730232,,7,4,,,730222,1,2000,2000,730222,,,,,,
731412,,7,14,,,,10,60000,,,,,Icon_Debuff_DefensePower,,,
731461,,7,14,,,,1,0,,,,,,,,
731471,,7,12,"{""Icon"":""/Game/UI/Icon/Icon_Skill_Active_13212"",
""ShowTimer"":2}",,731471,1,21000,20000,,,,,,,
810000001,,7,0,,,30000001,1,3600000,,,,"RegularDungeonWorld,GuildAgitWorld",Icon_Buff_HotTimeEvent02,,,PC/Skill/Item_Buff_Guild_Adena_01
810000002,,7,0,,,30000001,1,3600000,,,,"RegularDungeonWorld,GuildAgitWorld",Icon_Buff_HotTimeEvent02,,,PC/Skill/Item_Buff_Guild_Adena_01
810000003,,7,0,,,30000001,1,3600000,,,,"RegularDungeonWorld,GuildAgitWorld",Icon_Buff_HotTimeEvent02,,,PC/Skill/Item_Buff_Guild_Adena_01
810000004,,7,0,,,30000001,1,3600000,,,,"RegularDungeonWorld,GuildAgitWorld",Icon_Buff_HotTimeEvent02,,,PC/Skill/Item_Buff_Guild_Adena_01
810000005,,7,0,,,30000001,1,3600000,,,,"RegularDungeonWorld,GuildAgitWorld",Icon_Buff_HotTimeEvent02,,,PC/Skill/Item_Buff_Guild_Adena_01
810000006,,7,0,,,30000001,1,3600000,,,,"RegularDungeonWorld,GuildAgitWorld",Icon_Buff_HotTimeEvent02,,,PC/Skill/Item_Buff_Guild_Adena_01
810000007,,7,0,,,30000001,1,3600000,,,,"RegularDungeonWorld,GuildAgitWorld",Icon_Buff_HotTimeEvent02,,,PC/Skill/Item_Buff_Guild_Adena_01
810000008,,7,0,,,30000001,1,3600000,,,,"RegularDungeonWorld,GuildAgitWorld",Icon_Buff_HotTimeEvent02,,,PC/Skill/Item_Buff_Guild_Adena_01
810000009,,7,0,,,30000001,1,3600000,,,,"RegularDungeonWorld,GuildAgitWorld",Icon_Buff_HotTimeEvent02,,,PC/Skill/Item_Buff_Guild_Adena_01
810000010,,7,0,,,30000001,1,3600000,,,,"RegularDungeonWorld,GuildAgitWorld",Icon_Buff_HotTimeEvent02,,,PC/Skill/Item_Buff_Guild_Adena_01
810000101,,7,0,,,30000101,1,3600000,,,,"RegularDungeonWorld,GuildAgitWorld",Icon_Buff_HotTimeEvent03,,,PC/Skill/Item_Buff_Guild_Adena_01
810000102,,7,0,,,30000101,1,3600000,,,,"RegularDungeonWorld,GuildAgitWorld",Icon_Buff_HotTimeEvent03,,,PC/Skill/Item_Buff_Guild_Adena_01
810000103,,7,0,,,30000101,1,3600000,,,,"RegularDungeonWorld,GuildAgitWorld",Icon_Buff_HotTimeEvent03,,,PC/Skill/Item_Buff_Guild_Adena_01
810000104,,7,0,,,30000101,1,3600000,,,,"RegularDungeonWorld,GuildAgitWorld",Icon_Buff_HotTimeEvent03,,,PC/Skill/Item_Buff_Guild_Adena_01
810000105,,7,0,,,30000101,1,3600000,,,,"RegularDungeonWorld,GuildAgitWorld",Icon_Buff_HotTimeEvent03,,,PC/Skill/Item_Buff_Guild_Adena_01
810000106,,7,0,,,30000101,1,3600000,,,,"RegularDungeonWorld,GuildAgitWorld",Icon_Buff_HotTimeEvent03,,,PC/Skill/Item_Buff_Guild_Adena_01
810000107,,7,0,,,30000101,1,3600000,,,,"RegularDungeonWorld,GuildAgitWorld",Icon_Buff_HotTimeEvent03,,,PC/Skill/Item_Buff_Guild_Adena_01
810000108,,7,0,,,30000101,1,3600000,,,,"RegularDungeonWorld,GuildAgitWorld",Icon_Buff_HotTimeEvent03,,,PC/Skill/Item_Buff_Guild_Adena_01
810000109,,7,0,,,30000101,1,3600000,,,,"RegularDungeonWorld,GuildAgitWorld",Icon_Buff_HotTimeEvent03,,,PC/Skill/Item_Buff_Guild_Adena_01
810000110,,7,0,,,30000101,1,3600000,,,,"RegularDungeonWorld,GuildAgitWorld",Icon_Buff_HotTimeEvent03,,,PC/Skill/Item_Buff_Guild_Adena_01
810000201,,7,0,,,30000201,1,3600000,,,,"RegularDungeonWorld,GuildAgitWorld",Icon_Buff_Potion_Player_Exp,,,PC/Skill/Item_Buff_Guild_Adena_01
810000202,,7,0,,,30000201,1,3600000,,,,"RegularDungeonWorld,GuildAgitWorld",Icon_Buff_Potion_Player_Exp,,,PC/Skill/Item_Buff_Guild_Adena_01
810000203,,7,0,,,30000201,1,3600000,,,,"RegularDungeonWorld,GuildAgitWorld",Icon_Buff_Potion_Player_Exp,,,PC/Skill/Item_Buff_Guild_Adena_01
810000204,,7,0,,,30000201,1,3600000,,,,"RegularDungeonWorld,GuildAgitWorld",Icon_Buff_Potion_Player_Exp,,,PC/Skill/Item_Buff_Guild_Adena_01
810000205,,7,0,,,30000201,1,3600000,,,,"RegularDungeonWorld,GuildAgitWorld",Icon_Buff_Potion_Player_Exp,,,PC/Skill/Item_Buff_Guild_Adena_01
810000206,,7,0,,,30000201,1,3600000,,,,"RegularDungeonWorld,GuildAgitWorld",Icon_Buff_Potion_Player_Exp,,,PC/Skill/Item_Buff_Guild_Adena_01
810000207,,7,0,,,30000201,1,3600000,,,,"RegularDungeonWorld,GuildAgitWorld",Icon_Buff_Potion_Player_Exp,,,PC/Skill/Item_Buff_Guild_Adena_01
810000208,,7,0,,,30000201,1,3600000,,,,"RegularDungeonWorld,GuildAgitWorld",Icon_Buff_Potion_Player_Exp,,,PC/Skill/Item_Buff_Guild_Adena_01
810000209,,7,0,,,30000201,1,3600000,,,,"RegularDungeonWorld,GuildAgitWorld",Icon_Buff_Potion_Player_Exp,,,PC/Skill/Item_Buff_Guild_Adena_01
810000210,,7,0,,,30000201,1,3600000,,,,"RegularDungeonWorld,GuildAgitWorld",Icon_Buff_Potion_Player_Exp,,,PC/Skill/Item_Buff_Guild_Adena_01
810000301,,7,0,,,30000301,1,3600000,,,,"RegularDungeonWorld,GuildAgitWorld",Icon_Buff_HotTimeEvent01,,,PC/Skill/Item_Buff_Guild_Adena_01
810000302,,7,0,,,30000301,1,3600000,,,,"RegularDungeonWorld,GuildAgitWorld",Icon_Buff_HotTimeEvent01,,,PC/Skill/Item_Buff_Guild_Adena_01
810000303,,7,0,,,30000301,1,3600000,,,,"RegularDungeonWorld,GuildAgitWorld",Icon_Buff_HotTimeEvent01,,,PC/Skill/Item_Buff_Guild_Adena_01
810000304,,7,0,,,30000301,1,3600000,,,,"RegularDungeonWorld,GuildAgitWorld",Icon_Buff_HotTimeEvent01,,,PC/Skill/Item_Buff_Guild_Adena_01
810000305,,7,0,,,30000301,1,3600000,,,,"RegularDungeonWorld,GuildAgitWorld",Icon_Buff_HotTimeEvent01,,,PC/Skill/Item_Buff_Guild_Adena_01
810000306,,7,0,,,30000301,1,3600000,,,,"RegularDungeonWorld,GuildAgitWorld",Icon_Buff_HotTimeEvent01,,,PC/Skill/Item_Buff_Guild_Adena_01
810000307,,7,0,,,30000301,1,3600000,,,,"RegularDungeonWorld,GuildAgitWorld",Icon_Buff_HotTimeEvent01,,,PC/Skill/Item_Buff_Guild_Adena_01
810000308,,7,0,,,30000301,1,3600000,,,,"RegularDungeonWorld,GuildAgitWorld",Icon_Buff_HotTimeEvent01,,,PC/Skill/Item_Buff_Guild_Adena_01
810000309,,7,0,,,30000301,1,3600000,,,,"RegularDungeonWorld,GuildAgitWorld",Icon_Buff_HotTimeEvent01,,,PC/Skill/Item_Buff_Guild_Adena_01
810000310,,7,0,,,30000301,1,3600000,,,,"RegularDungeonWorld,GuildAgitWorld",Icon_Buff_HotTimeEvent01,,,PC/Skill/Item_Buff_Guild_Adena_01
30910245,,7,14,,,,1,303000,,,,,Icon_Buff_Chocolate_04,,,
30910246,,7,14,,,,1,303000,,,,,Icon_Buff_Chocolate_03,,,
30910247,,7,14,,,,1,303000,,,,,Icon_Buff_Chocolate_01,,,
30910248,,7,14,,,,1,303000,,,,,Icon_Buff_Chocolate_02,,,
30910251,,7,14,,,,1,303000,,,,,Icon_Buff_Chocolate_05,,,
