Id,ShopType,TabType,HighendEffect,LimitMinLevel,LimitMaxLevel,MasteryMinLevel,MasteryMaxLevel,NetmarbleSItemId,Display,DisplayOrder,DisplayType,DisplayTypeValue,IsGotcha,CostType,CostValue,PurchaseFree,PurchaseFreeTime,PurchaseLimit,PurchaseLimitValue,LimitPeriodeValue,LimitPeriodStart,LimitPeriodEnd,LeagueLimit,SupportVersion,IconTexture,IconTexture2,PromotionType,RecommendPackage,FlatRatePeriod,RetentionPeriod,EfficiencyRate,ShopServerType
30004321,8,56,,,,,,,1,450,10,,0,11,1190,0,,3,1,999999,,,,,Icon_Box_EnchantScroll_01_Shop,,25,0,,,,All
30004322,8,54,,,,,,,1,301,10,,0,11,240,0,,3,1,999999,,,,,Icon_Shop_PetStoneBlackBear_Piece01,,25,0,,,,All
30004323,8,54,,,,,,,1,351,10,,0,11,640,0,,3,1,999999,,,,,Icon_Shop_PetStoneKnightHorse_Piece01,,25,0,,,,All
30004324,8,54,,,,,,,1,501,10,,0,11,200,0,,3,1,999999,,,,,Item_Box_GrowStone_03,,25,0,,,,All
39005006,1,2,2,,,,,,1,410,0,,1,11,1200,0,,0,,,,,,,Icon_Shop_Gacha_Equipment_51,,4,0,,,,All
39005007,1,2,2,,,,,,1,420,0,,1,11,1200,0,,0,,,,,,,Icon_Shop_Gacha_Equipment_52,,4,0,,,,All
39005008,1,2,1,,,,,,1,430,0,,1,10,1200,0,,0,,,,,,,Icon_Shop_Gacha_Equipment_55,,4,0,,,,All
39005009,1,2,1,,,,,,1,440,0,,1,10,1200,0,,0,,,,,,,Icon_Shop_Gacha_Equipment_56,,4,0,,,,All
39009000,6,32,,16,999,,,jr_adv_01,1,200,0,,0,4,,0,,5,1,,,,,,Image_SelectBox_Junior,,1,0,,,,All
39009001,6,32,,44,999,,,sn_adv_01,1,210,0,,0,4,,0,,5,1,,,,,,Image_SelectBox_Senior,,1,0,,,,All
39009002,6,32,,73,999,,,vt_adv_01,1,220,0,,0,4,,0,,5,1,,,,,,Image_SelectBox_Venteran,,1,0,,,,All
39009003,6,32,1,121,999,,,el_adv_01,1,230,0,,0,4,,0,,5,1,,,,,,Image_SelectBox_Elite,,2,0,,,,All
39009004,6,32,1,151,999,,,nv_adv_01,1,240,0,,0,4,,0,,5,1,,,,,,Image_SelectBox_Noblesse,,2,0,,,,All
39009005,6,33,,,,,,lite_upgrade_01,1,630,0,,0,4,,0,,3,1,,,,,,Image_SelectBox_UpgradeStone_1,,25,0,,,,All
39009006,6,33,,,,,,upgrade_01,1,640,0,,0,4,,0,,3,5,,,,,,Image_SelectBox_UpgradeStone_2,,1,0,,,,All
39009007,6,33,1,,,,,sp_upgrade_01,1,650,0,,0,4,,0,,3,2,,,,,,Image_SelectBox_UpgradeStone,,25,0,,,,All
39009008,6,33,,,,,,enhance_01,1,500,0,,0,4,,0,,3,10,,,,,,Icon_Shop_pack_EnchantScroll_02,,2,0,,,,All
39009009,6,33,1,,,,,sp_enhance_01,1,510,0,,0,4,,0,,3,5,,,,,,Image_SelectBox_Enchant1,,25,0,,,,All
39009010,6,33,,,,,,lite_bless_enhance_01,1,520,0,,0,4,,0,,3,1,,,,,,Icon_Shop_pack_EnchantScroll_Lite,,25,0,,,,All
39009011,6,33,,,,,,bless_enhance_01,1,530,0,,0,4,,0,,3,2,,,,,,Icon_Shop_pack_EnchantScroll_02,,2,0,,,,All
39009012,6,33,1,,,,,sp_bless_enhance_01,1,540,0,,0,4,,0,,3,1,,,,,,Image_SelectBox_Enchant1,,25,0,,,,All
39009013,6,36,,,,,,pet_growth_01,1,150,0,,0,4,,0,,3,5,,,,,,Icon_Shop_pack_PetGrow_03,,25,0,,,,All
30004325,8,56,,,,,,lite_enhance_01,1,100,0,,0,4,,0,,3,1,999999,,,,,Icon_Shop_pack_EnchantScroll_Lite_1,,25,0,,,,All
30004326,8,56,,,,,,,1,400,0,,0,10,250,0,,3,1,999999,,,,,Icon_Combine_EnchantScroll_04_Shop,,25,0,,,,All
30004327,8,56,,,,,,,1,410,0,,0,10,250,0,,3,1,999999,,,,,Icon_Combine_EnchantScroll_05_Shop,,25,0,,,,All
30004328,8,56,,,,,,,1,420,0,,0,10,250,0,,3,1,999999,,,,,Icon_Combine_EnchantScroll_06_Shop,,25,0,,,,All
30004329,8,56,,,,,,,1,320,0,,0,10,130,0,,5,1,999999,,,,,Icon_Combine_AbilityStone_S_Shop,,25,0,,,,All
30004330,8,56,,,,,,,1,310,0,,0,10,500,0,,5,1,999999,,,,,Icon_Combine_AbilityStone_R_Shop,,25,0,,,,All
30004331,8,56,1,,,,,,1,305,0,,0,10,1000,0,,5,1,999999,,,,,Icon_Combine_AbilityStone_SR_Shop,,25,0,,,,All
30004332,8,56,1,,,,,,1,300,0,,0,10,1000,0,,5,1,999999,,,,,Icon_Combine_LimiteBreake_SR_Shop,,25,0,,,,All
30004333,8,56,,,,,,,1,520,0,,0,11,105,0,,3,5,999999,,,,,Icon_Box_EquipLevelMaterial,,25,0,,,,All
30004334,8,56,,,,,,,1,510,0,,0,11,215,0,,3,3,999999,,,,,Icon_Box_EquipLevelMaterial,,25,0,,,,All
30004335,8,56,,,,,,,1,500,0,,0,11,380,0,,3,1,999999,,,,,Icon_Box_EquipLevelMaterial,,25,0,,,,All
30004336,8,56,,,,,,,1,700,0,,0,11,68,0,,3,5,999999,,,,,Icon_GachaItem_Transcendence,,25,0,,,,All
30004337,8,56,,,,,,,1,600,0,,0,11,50,0,,3,5,999999,,,,,Icon_Box_EnchantScroll_01_Shop,,25,0,,,,All
30004338,8,56,1,,,,,,1,250,0,,0,11,675,0,,3,1,999999,,,,,Icon_Shop_Protector_01,,25,0,,,,All
30004339,8,56,,,,,,,1,210,0,,0,11,20,0,,3,10,999999,,,,,Icon_Combine_AbilityStone_Material_Shop,,25,0,,,,All
30004340,8,56,,,,,,,1,200,0,,0,11,65,0,,3,10,999999,,,,,Icon_Combine_LimiteBreake_Material_Shop,,25,0,,,,All
30004341,8,52,,,,,,lite_soulstone_01,1,100,0,,0,4,,0,,3,1,999999,,,,,Icon_Shop_pack_SoulCrystal_Lite,,25,0,,,,All
30004342,8,52,,,,,,,1,700,0,,0,0,5000,0,,3,5,999999,,,,,Icon_SoulCrystal_2_Shop,,25,0,,,,All
30004343,8,52,,,,,,,1,750,0,,0,0,5000,0,,3,5,999999,,,,,Icon_SoulCrystal_8_Shop,,25,0,,,,All
30004344,8,52,,,,,,,1,800,0,,0,0,5000,0,,3,5,999999,,,,,Icon_SoulCrystal_20_Shop,,25,0,,,,All
30004345,8,52,,,,,,,1,850,0,,0,0,5000,0,,3,5,999999,,,,,Icon_SoulCrystal_26_Shop,,25,0,,,,All
30004346,8,52,,,,,,,1,900,0,,0,0,5000,0,,3,5,999999,,,,,Icon_SoulCrystal_32_Shop,,25,0,,,,All
30004347,8,52,,,,,,,1,950,0,,0,0,5000,0,,3,5,999999,,,,,Icon_SoulCrystal_38_Shop,,25,0,,,,All
30004348,8,52,,,,,,,1,1000,0,,0,0,5000,0,,3,5,999999,,,,,Icon_SoulCrystal_14_Shop,,25,0,,,,All
30004349,8,54,,,,,,lite_pet_01,1,100,0,,0,4,,0,,3,1,999999,,,,,Icon_Shop_pack_PetGrow_01,,25,0,,,,All
30004350,8,54,,,,,,,1,302,0,,0,10,40,0,,3,5,999999,,,,,Icon_Shop_PetStoneBlackBear_Piece01,,25,0,,,,All
30004351,8,54,,,,,,,1,352,0,,0,11,55,0,,3,5,999999,,,,,Icon_Shop_PetStoneKnightHorse_Piece01,,25,0,,,,All
30004352,8,54,,,,,,,1,400,0,,0,11,100,0,,3,5,999999,,,,,Icon_Shop_PetStoneKukurin_Piece01,,25,0,,,,All
30004353,8,54,,,,,,,1,502,0,,0,11,35,0,,3,5,999999,,,,,Item_Box_GrowStone_03,,25,0,,,,All
30004354,8,54,,,,,,,1,600,0,,0,0,50000,0,,3,2,999999,,,,,Icon_Shop_RidingPetArmor_Helmet_01,,25,0,,,,All
30004355,8,54,,,,,,,1,650,0,,0,0,50000,0,,3,2,999999,,,,,Icon_Shop_RidingPetArmor_Saddle_01,,25,0,,,,All
30004356,8,54,,,,,,,1,700,0,,0,0,50000,0,,3,2,999999,,,,,Icon_Shop_RidingPetArmor_Armor_01,,25,0,,,,All
30004357,8,54,,,,,,,1,750,0,,0,0,50000,0,,3,2,999999,,,,,Icon_Shop_RidingPetArmor_Boots_01,,25,0,,,,All
30004358,8,50,,,,,,,1,380,0,,0,10,250,0,,2,3,999999,,,,,Icon_Box_Rune_02,,25,0,,,,All
39009014,6,33,,,,,,store_lite_bless_01,1,521,0,,0,4,,0,,5,1,,,,,,Image_SelectBox_Enchant0,,25,0,,,,All
39006001,6,37,,,,,,rv_100_01,1,200,0,,0,4,,0,,5,1,,,,,,Icon_Shop_pack_100day_1,,25,0,,,,All
39006002,6,37,,,,,,rv_100_02,1,105,0,,0,4,,0,,5,1,,,,,,Icon_Shop_pack_100day_2,,25,0,,,,All
39006101,6,37,2,,,,,,1,300,10,,0,8,600,0,,5,3,,,,,,Icon_Shop_Gacha_Weapon_02,,25,0,,,,All
39006102,6,37,,,,,,,1,305,10,,0,8,300,0,,3,3,,,,,,Icon_Transcendence_02,,25,0,,,,All
39006003,6,37,2,,,,,,1,110,0,,0,4,,0,,5,1,,,,,,Icon_Shop_Pack_ManedLion_01,,2,0,,,,All
39006004,6,37,,,,,,,1,125,0,,0,4,,0,,5,1,,,,,,Icon_Shop_Pack_SpringGrowth_01,,1,0,,,,All
3016,6,37,,,,,,,1,120,0,,0,5,600,0,,5,1,,,,,,Icon_Asset_PetStoneManedLion_01_Shop,,25,0,,,,All
30150005,6,36,,,,,,,1,130,0,,0,4,,0,,3,3,,,,,,Icon_Shop_Pack_SpecialPet_01,,1,0,,,,All
30130022,6,34,,,,,,,1,140,0,,0,4,,0,,3,3,,,,,,Image_SelectBox_Premium2,,1,0,,,,All
39006103,6,37,2,,,,,,1,115,0,,0,8,600,0,,5,3,,,,,,Icon_Shop_Gacha_Armor_01,,1,0,,,,All
30004359,8,52,,,,,,,1,100,10,,0,4,,0,,3,1,,,,,,Icon_Shop_pack_SoulCrystal_Lite,,1,0,,,,All
38000100,1,4,,,,,,gift_ws_01,1,999,10,,0,4,,0,,0,,,,,,,Icon_Shop_pack_EquipmentGrow_01,,25,0,,,,All
38000200,1,4,,,,,,gift_ws_02,1,999,10,,0,4,,0,,0,,,,,,,Icon_Shop_pack_EquipmentGrow_01,,25,0,,,,All
9667,7,38,,,,,,lineage2_daily_neo1,1,1000,0,,0,4,,0,,8,,,,,,,Icon_Shop_Convenience_01,,25,0,28,,,All
9668,7,39,,,,,,lineage2_daily_neo2,1,1000,0,,0,4,,0,,8,,,,,,,Icon_Shop_Convenience_02,,25,0,28,,,All
30180001,6,35,,,,,,,1,100,0,,0,4,,0,,3,1,,,,,,Image_SelectBox_Guild_02_Shop,,1,0,,,,All
