���Xf7)oTaskName,QuestNpcName,QuestNpcDialog,QuestNpcName2,QuestNpcDialog2
不吉な人跡,人跡を確認する,エルゼベート,"あら、テオじゃない。銀の傭兵団は悪魔の島に向かうんじゃなかったの？偵察班はしっかりお仕置きしないと。それにしても久しぶり。ちょうどよかったわ。
<p>下巨人がどれだけ素晴らしいか見たかったの。相手になってもらえる？",,
不吉な人跡,人跡を確認する,テオドール,"下巨人？下巨人を眠りから覚ますのか！
<p>エルゼベート！もうやめろ！貴様がすでに知っていることだけでも、十分危険なんだ！",,
不吉な人跡,人跡を確認する,エルゼベート,"そうね、ハーディンは巨人の知識を誰とも共有したがらないものね？これでハーディンがあたしを生かしておく理由はないわね。 
<p>ふふ…お師匠様がそれをあんたにやらせればいいのに。そしたらどうする、テオ？ 
<p>そっちはかなり遅れを取ってるようね。この機会にしっかり見ておくことね！下巨人のお出ましよ！",,
不吉な人跡,復活する下巨人,,,,
不吉な人跡,操られている下巨人を倒す,,,,
大丈夫ですか？,ぼーっとしたフェルネルと話す,テオドール,"退化はしても…やはり強い…！
むっ？あそこにフェルネル殿が…
待つようにと言ったのに先に行ったか！追うぞ！",,
詳しい調査,退化した下巨人のサンプルを採取する,フェルネル,"ほ、本当に…巨人を目覚めさせるものだったなんて…こんなにたくさんの下巨人が目覚めたとは…
<p>彼らは一体どこまで先に進んでいるんだろう？しかしこの下巨人たちは全部…退化してしまった…",フェルネル,ありがとう。グノシスは退化してないことを祈るばかりだ。拓本でグノシスの位置を割り出してみたよ。
詳しい調査,テオドールと話す,テオドール,エルゼベートはクルマの塔でレイを利用して情報を奪ったことがある。そこにアルゼンの研究資料まで持っているとすれば…すでに必要な情報は揃っているということだ。,,
詳しい調査,フェルネルと話す,フェルネル,"こっちもこうしちゃいられん。まだ希望はある。石版の拓本を見たところ、私が以前研究資料で目にした名前が出ている。下巨人の中にグノシスという名前の者がいるはずだ。そしてその者は退化していないかもしれない。
<p>万が一のために、退化した下巨人のサンプルも集めて行きましょう。何か役に立つはずだ。",,
詳しい調査,テオドールと話す,テオドール,わかりました。行こう、<YellowBold>[player]</>！,,
追加調査,狂気の下巨人のサンプルを採取する,フェルネル,まだ足りない…あそこにいる狂気の下巨人からもサンプルを取ってきてくれ！,,
急げ！,フェルネルと祭壇に向かう,フェルネル,あの下巨人の中にグノシスがいないのは確実だ。石版の拓本によると、グノシスは巨大な祭壇に眠っているらしい！,フェルネル,あそこか？祭壇のようなものが見える！
急げ！,,テオドール,拓本にその情報が載っているなら、敵も同じ情報を知っているということ！急ごう！,,
グノシスの跡,忘却の下巨人を倒す,フェルネル,祭壇周辺が目覚めた下巨人でいっぱいだ。,,
グノシスの跡,テオドールと話す,テオドール,どれがグノシスなのかさっぱりわからない…全部同じに見えるんだが…,,
グノシスの跡,フェルネルと話す,フェルネル,拓本に書かれたグノシスの特徴からすると…この中にはいないようですな。でも一応調べた方がいいでしょう。<YellowBold>[player]</>、頼んだぞ！,,
グノシスの跡,悩める下巨人を倒す,フェルネル,"おいおい！そんな片っ端から倒しちゃダメだろう！その中にグノシスがいたらどうするつもりだ！
<p>まあ、他に方法もないんだがな…怒鳴ってすまなかった。あそこにいる、悩める下巨人も確認してみてくれ。",,
時が流れる,フェルネルを巨人の祭壇まで護衛する,フェルネル,この方法では難しいですな。祭壇を確認してみましょう。,テオドール,エルゼベートがいる！見当はずれではなかったようだな。
消えるべき存在,エルゼベートに近づく,テオドール,グノシスを目覚めさせるのか？気を付けて近づこう。,フェルネル,よ、良かった…まだグノシスは生きている！
消えるべき存在,エルゼベートに近づく,フェルネル,何たることだ！巨人をそんな風に扱うなんて！彼らの考古学的価値をこれっぽっちもわかっていないではないか！,,
消えるべき存在,エルゼベートに近づく,テオドール,"落ち着いてください、フェルネル殿。
まだグノシスの痕跡が見えない。
目覚めていないのかもしれません！",,
消えるべき存在,エルゼベートに近づく,エルゼベート,いらっしゃい。尾行されたんじゃなくて単に遅れて来ただけのようね。石版の情報もちゃんと見たようだし。まあ、後から来ても何もないわよ？,,
消えるべき存在,エルゼベートに近づく,エルゼベート,それじゃあグノシスを起こして…知識をいただくとするわ。,,
消えるべき存在,復活,,,,
消えるべき存在,グノシスを守る,,,,
消えるべき存在,フェルネルと話す,,,,
旅の終わり,テオドールと話す,テオドール,エルゼベート！もうグノシスを解放してやれ！彼はもう下巨人の学者じゃない！,フェルネル,"あんなに探していたグノシスを… 
この手で葬ることになるとは…"
旅の終わり,エルゼベートと話す,エルゼベート,"あんたって男は…ほんとムカつくわ、テオ！
事あるごとに邪魔をして！そんなにグノシスが好きなら、あの世まで一緒に行きな！",,
旅の終わり,操られているグノシスを倒す,,,,
永遠の安らぎ,グノシスの遺体を埋葬する,フェルネル,グノシスは息を引き取り…彼からは何の情報も得られなかった…これで終わりなのか…,フェルネル,私のこれまでの研究が…水の泡だ…
永遠の安らぎ,,テオドール,"彼をこのままにはしておけない。
亡骸を葬ろう…",,
予想外の発見,祭壇の周りを調べる,フェルネル,グノシスが見つかれば色んなことが明らかになると思っていたが…こんな結末になるとは…<p>いいや、私はあきらめない！きっとどこかに他の手がかりがあるはずだ！<p>それを探しだす！必ず！,フェルネル,ああ、神よ…感謝いたします…<p>この石版は…この石版の内容は！<p>グノシスのようにアインハザードの怒りを避けて眠りについた者の場所を示している！
予想外の発見,正体不明の石版の拓本を作る,,,,
希望を探して,祭壇の外でフェルネルと話す,フェルネル,祭壇の外に出て、手がかりを探そう！これだけでは情報が足りない！,フェルネル,見ろ！石版と巨人たちの痕跡がまだある！
石版の破片集めⅠ,グランディスの粉砕者から石版を獲得する,フェルネル,この石版も状態が悪いな。さっきのバグベアーたちのように、グランディスが石版を持ち去っているようだ。グランディスを倒して破片を集めてくれ！,フェルネル,なんとなくわかって来たぞ！彼らはここギラン領地より東に向かったに違いない！
石版の破片集めⅠ,テオドールと話す,テオドール,"急にエネルギーがあふれて来た。
さあ、行ってみよう、<YellowBold>[player]</>！",,
進化の証拠,下巨人の創造物のサンプルを採取する,フェルネル,あの下巨人の創造物は、さっきのものより進化している！これはサンプルを取らない訳にはいかないだろう！退化したものと比べてみたい！,,
石版の破片集めⅡ,グランディスの暴君から石版を獲得する,テオドール,"あそこにいるデカい奴らが見えるか？
奴らも石版を持っている。ついでに倒そう。",,
石版の破片集めⅢ,巨人の石版を集めるⅠ,テオドール,あのバグベアーが集まっている場所に石版があるようだ。さっきの奴らのように、石版の破片を集めて、自分たちの棲み処に集める習性があるようだ。,フェルネル,何ッ！アデン領地に…巨人たちが眠りにつくため作られた洞窟があるそうだ！灯台下暗しとは、まさにこのこと！
石版の破片集めⅢ,,フェルネル,もう少しだけ手がかりがあれば…！テオドール君、頼む！<YellowBold>[player]</>、君にも頼む！石版を集めてくれ！,,
石版の破片集めⅢ,巨人の石版を集めるⅡ,,,,
石版の破片集めⅢ,巨人の石版を集めるⅢ,,,,
石版の破片集めⅢ,巨人の石版を集めるⅣ,,,,
妨害者退治,テオドールが指示した場所に移動,テオドール,我々の持っている石版を狙っている奴がいる。ここのバグベアーたちは本当に石版が好きなようだ。凶暴な奴らだから気を付けるんだぞ！,,
妨害者退治,貪欲なグランディスを倒す,,,,
フェルネルの知恵,青く光る植物を採集する,フェルネル,"アデンまでこの石版を持って行くのは大変だ。しかし私にいい考えがある。
<p>テオドール君！あそこに咲いている魔力草を使おうと思っている。",フェルネル,"ありがとう！感謝するよ！
少し片付いたら、団員たちを連れて出発するとしよう！"
フェルネルの知恵,テオドールと話す,テオドール,あの青い光の植物は、魔力を長時間維持する効果がある。浮遊魔法で石版を運ぶつもりですか？,,
フェルネルの知恵,フェルネルと話す,フェルネル,そうです。テオドール君がいてこそ出来ることです。お願いしてもいいですかな？<P><YellowBold>[player]</>、君はこの老いぼれの頼みをもうひとつだけ。あの青い植物を採取してきてほしい。,,
再会,アスタッドと話す,フェルネル,"本当に世話になったね、<YellowBold>[player]</>！
私はもう少し用事を済ませてから出発する。
<p>団員たちを助けてくれた上、水の泡になりそうだった研究を蘇らせてくれてありがとう。
<p>もしアデンに来ることがあったら、また会おう！",アスタッド,"<YellowBold>[player]</>さん！
ここでの仕事は終わったのですか？"
再会,テオドールと話す,テオドール,"なぜか荷物運びを任されてしまった。まあ護衛も兼ねて、同行するとしよう。次は悪魔の島で会おう。
<p>アイメルが悪魔の島に渡る船をギラン港で手配している
はずだ。海岸にはアンデッドがたくさんいるから注意するようにな。 
<p>君とここに来た警備兵がまだいるようだ。道案内を頼むといいだろう。それじゃあ、またな。",,
巨人を後にして,道端に咲いた花を集める,アスタッド,"ギラン港に行かれるのですか？道案内なら任せてください。
<p>あの、お願いが。途中道端に咲いている花を摘んでくれませんか？<p>仲間たちが死んでいった場所なので…花でも捧げたいのです。",アスタッド,ありがとうございます。ここは、あの時のままですね。亡骸だけでもどうにかしてあげないと。
安らかに眠れ,警備隊員の遺体を埋葬する,アスタッド,"やっぱり仲間をこのままにはしておけません。
安らかな眠りにつけるよう…
彼らを埋葬してやってくれませんか？
<p>私は小さな墓碑を立てることにします。",アスタッド,みんな、恐怖のない場所で安らかに眠れますように…
守って見せるⅠ,警備隊員の墓に献花する,アスタッド,これでいい。あ、先ほどの花は、あなたから手向けてやってくれませんか？きっとみんな喜びます。,アスタッド,どうやら亡者たちは、自分たちには与えられない安息が気に入らないようですね。
守って見せるⅠ,押し寄せる亡者を倒す,,,,
守って見せるⅡ,巨大な亡者を倒す,アスタッド,"もうこれ以上、仲間を辱めることは許せません！どうか、あいつらを葬ってください！
",アスタッド,ありがとうございます。敵とは言え、彼らにも安息があらんことを…
守って見せる III,陰鬱な叫びを倒す,アスタッド,奴らが墓碑を狙っています。死んだ私の仲間たちを、自分たちの仲間にしようとしている。そうはさせるか！,,
重い知らせ,臨時避難所を尋ねる,アスタッド,"ギラン港にアンデッドが増え始めてからギラン正規軍の警備隊長フレデリック殿が海岸の村に臨時の避難所を設けています。
<p>ここから西にあります。",アスタッド,"ここです。
あれ…フレデリック隊長の姿が見えませんね。"
避難所防護,デスフライヤーを倒す,アスタッド,この方はギラン港の管理人、ベンジャミンさんです。,ベンジャミン,ありがとうございます！
避難所防護,ベンジャミンと話す,ベンジャミン,"アイメルさんならすぐいらっしゃるはずです！
<p>アイメルさんとフレデリック隊長は、孤立した商人を助けるため、隊を率いて港に向かいました。
<p>しかしその後、手薄になった隙を狙ってデスフライヤーがこの避難所を攻撃してきたのです！",,
避難所防護,アスタッドと話す,アスタッド,ギラン港に行かれる前に、デスフライヤーを倒してください！ここにいるのはほとんどが民間人なので、戦える者がいないんです！,,
逆襲に備えろ,ヴェヌムカを倒す,ベンジャミン,気を付けて！今度はデスフライヤーの方から攻撃を仕掛けてきました！,,
ギラン港へ,ギラン港の守備隊を尋ねる,ベンジャミン,"現在は残った守備隊が、海賊がこれ以上攻めてこれないよう、港の入口を封鎖しています。
<p>そこに行けば何か情報を得られるはずです！",エイデン,"私は守備隊の班長、エイデンです。
こんな危険な所に、どんなご用で？"
ギラン港へ,アスタッドと話す,アスタッド,"私はここで避難民の世話をします。
これまでありがとうございました！お気をつけて！",,
入口封鎖,押し寄せる海賊を阻止する,エイデン,"アイメル殿が言っていた<YellowBold>[player]</>殿ですね！お待ちしておりました。フレデリック隊長とアイメル殿は、連絡が取れない状況です。
<p>援軍を出したいところですが、敵はこっちの事情などお構いなく攻めてきますからここを離れる訳にはいかなくて。すぐにその意味が理解できますよ！早速来ました！海賊どもです！",エイデン,ふう…常にこんな状態なので、避難所は風前の灯と言えるでしょう。
戦闘支援,海賊ゾンビを倒す,エイデン,"孤立した人々を探すのと同じように、ここを守ることも大事なことです。
<p>できれば我々に手を貸してください。このあたりの海賊を倒して、もし攻撃が弱まるようだったら、フレデリック隊長を探しましょう。",エイデン,やったぞ！敵の勢いが弱まった！
亡者でもない,ザケンの弓使いを倒す,エイデン,"隊長たちの捜索を始めましょう。 
<p>悪魔の島に行く船着場の入口で会いましょう！私は精鋭部隊を率いて先に向かいます！
<p>道中は海賊団の弓使いに気を付けてください！奴らの弓は生きている者に反応するので外れることがないんです。",エイデン,商人たちのものと思われる痕跡を発見しました！彼らの持ち物も落ちていますね。
手がかり発見,落ちているカバンを確認するⅠ,エイデン,"ところで、落ちている持ち物がおかしいんです。全部同じ向きで、まるで逃げた方向を示しているようなんです。
<p>辿って行ってみましょう！ 私たちが先導しましょう。",フレデリック,"おお、君は！
エイデンじゃないか！その隣は…初めて見る顔だな？"
手がかり発見,落ちているカバンを確認するⅡ,,,,
亡者の襲来,海賊団先鋒隊を倒す,フレデリック,"ああ！アイメル殿が言ってた御仁か！名は…<YellowBold>[player]</>だな？よく来てくれた！
<p>アイメル殿なら、この先に孤立した商人たちを助けに単独で向かった。心配だろうが、まずはここのことを頼む。敵に包囲されて八方ふさがりなんだ！",フレデリック,ありがたい！これでなんとかなる！
無事ですか？,アイメルを発見する,フレデリック,我々はここを守る。君はアイメルと残りの商人を探しに行くんだ！,アイメル,<YellowBold>[player]</>！！遅かったじゃない！
安らかに眠りたまえ,絶望の叫びを阻止する,アイメル,"早くこの商人たちをフレデリック隊長のところまで連れて行かないと…でも敵が多すぎるのよ！
<p>さっき憎悪の騎士を倒したのに、結局またこっちに援軍が来てるみたい！キリがないけど、やるしかないでしょ！",アイメル,よし！こっから抜け出すわよ！
脱出準備,商人に脱出準備を知らせる,アイメル,まずは奥にいる商人に脱出する準備をするよう伝えて！焚き火の近くにいるはずよ！,アイメル,あとは商人たちを率いて脱出するだけ！
脱出準備,商人に脱出準備を知らせる,孤立した商人,"ついにここから出れるのか！
この忌々しい海賊どもともおさらばだな！",,
脱出準備,商人に脱出準備を知らせる,孤立した商人,"準備はできています！
早くここから出ましょう！",,
脱出準備,商人に脱出準備を知らせる,東方の商人,"まだなのかにゃ…
今すぐここを出たいのにゃ。",,
安全な護衛,商人をフレデリックの所まで護衛する,アイメル,あたしと君が先頭で商人と護衛兵を率いていきましょう。じゃあ、出発！,フレデリック,"アイメル殿も君もご苦労だったな！
商人たちは我が軍が引き取る。もう心配ないぞ！"
安全な護衛,商人をフレデリックの所まで護衛する,,,,
安全な護衛,商人をフレデリックの所まで護衛する,,,,
安全な護衛,商人をフレデリックの所まで護衛する,,,,
船着場,船着場に向かう,フレデリック,"私はギラン港を正常化して、アンデッドを退治するように命じられている。しかしここでは、この事態の根本的な原因を解決できない。
<p>君たちは悪魔の島に渡ると言ったな？この海岸にアンデッドが現れる理由がその島にあるというのは本当なのか？それなら私たちも一緒に向かおう。",フレデリック,出発の準備は整ったか？隊の一部はすでに島に向かった。我々も出発しよう。
船着場,アイメルと話す,アイメル,あたしがハーディン様からもらった情報によると、悪魔の島に原因があることは明らかよ。詳しいことはテオドール様が知ってるんだけど…遅いわね。,,
船着場,フレデリックと話す,フレデリック,銀の傭兵団と一緒というのは、なかなか心強い！それでは、船着場で待つぞ！,,
悪魔の島,悪魔の島に向かう,フレデリック,私とエイデン、アスタッド、そして精鋭2名が同行する。港の守備もあるから割ける人数が少ないという点は理解してもらえると助かる。,フレデリック,"ここが悪魔の島だ。
すでに不気味な雰囲気だな…"
悪魔の島,エイデンと話す,エイデン,銀の傭兵団とご一緒できるなんて！光栄です！,,
悪魔の島,アイメルと話す,アイメル,後でもう一人身内が来るわ。その人が来れば、もっと心強いわよ。,,
悪魔の島,アスタッドと話す,アスタッド,"今回もよろしくお願いします！
<YellowBold>[player]</>さん！",,
悪魔の島,フレデリックと話す,フレデリック,それでは先発隊と合流しよう！,,
先発隊の行方,ギラン正規軍の先発隊を発見する,フレデリック,悪魔の島のアンデッド海賊の拠点を探すよう、先発隊に偵察を命じておいたのだが…おかしいな、なぜ誰もいないんだ？<p>何かおかしい。先発隊が近くにいないか探してみよう。,フレデリック,ふむ、先発隊がとどまった跡はあるが…誰もいないようだ。
先発隊の行方,イービルアイを倒す,,,,
先発隊の行方,先発隊の跡を発見するⅠ,,,,
先発隊の行方,先発隊の跡を発見するⅡ,,,,
先発隊捜索,ザケンの奴隷を倒す,フレデリック,痕跡があるということは、島には無事到着している…もっと奥を調べてみよう。,フレデリック,奴隷たちの骨に新しいキズがある。戦いながら奥に進んだようだ。
先発隊捜索,ザケンの奴隷を倒す,エイデン,先発隊に何かあったんでしょうか…心配です。,,
先発隊捜索,ザケンの奴隷を倒す,アイメル,まさか！天下のギラン正規軍でしょ？きっと大丈夫よ。でも一応探さないとね。<YellowBold>[player]</>！邪魔な奴らは全部倒しちゃって！,,
怪しいアンデッド,ザケンの奴隷を倒す,フレデリック,何だ、このザケンの奴隷の数は。囲まれたらおしまいだ。手あたり次第、奴隷を倒してしまおう。 ,アイメル,そういえば、戦闘中にサキュバスを見たか？やはり…しかしなぜここにサキュバスが？
不吉な兆し,サキュバスを倒す,アイメル,サキュバスよ！アンデッド海賊の中にサキュバスがいる…っておかしいわよね？,フレデリック,黒魔術師が関わっているとなると、先発隊のことがますます心配だ。
不吉な兆し,サキュバスを倒す,アスタッド,おかしい、とは？どういうことですか？,,
不吉な兆し,サキュバスを倒す,アイメル,黒魔術師が召喚したものかもしれないの。黒魔術師がいるとしたら厄介だわ。<YellowBold>[player]</>、奴らはここで始末しましょ！,,
召喚の証拠Ⅰ,サキュバスのネックレスを集める,アイメル,召喚されたサキュバスかどうか確認するわ。<p>召喚されたなら、契約の証であるネックレスをつけているはず。<p>もしそれがあれば、黒魔術師の仕業だってことが明らかになる。サキュバスを倒してネックレスがあるか確認して。,アイメル,あーあ、やっぱり黒魔術師がいるのね。気を付けなきゃ。
差し迫る闇,闇黒聖歌団プリマを倒す,エイデン,"あそこに何か飛んでますよ！
あれは…プリマでしょうか？",フレデリック,先発隊の痕跡がここにも！
差し迫る闇,闇黒聖歌団プリマを倒す,フレデリック,ううむ…どんどんはっきりしていくな…黒魔術師が関与しているってのが…,,
差し迫る闇,闇黒聖歌団プリマを倒す,アイメル,だとしたら考えられるのはやっぱり…闇の結社しかないでしょうね…<p>奴らは背後からもお構いなしに攻撃するわ。やられるまえに、やる！,,
襲撃に備えろ,ザケンの奴隷を倒す,フレデリック,闇の結社はいつどう出てくるかわからない。周辺を注意して魔物を見かけたら直ちに処理するしか。,フレデリック,幸いこの近くにはいないようだな。
襲撃に備えろ,闇黒聖歌団プリマの頭数を減らす,,,,
黒魔法の跡,怪しい箱を確認する,フレデリック,ここに箱が！どうやら先発隊が使用した箱のようだ。こいつを調べれば何かわかるかもしれない！,アイメル,サザエの貝殻…手がかりなワケないでしょっ！
黒魔法の跡,黒魔法で召喚した魔物を倒す,,,,
黒魔法の跡,背後から近づく群れを確認する,アイメル,"ふう！罠だったとは！ここでは少しも油断できないな！
<p>待て…あそこにいるのは…海賊だ！海賊が攻めてきている！",,
黒魔法の跡,背後から近づく群れを確認する,,,,
黒魔法の跡,襲ってくるゾンビの群れを倒す,,,,
組別の調査,先発隊の跡探しについて話す,フレデリック,状況が良くない方向に向かっているな。固まっているより、手分けして探した方がいいかもしれない。,アイメル,やはり長い間手つかずの場所だから危険だらけね。
組別の調査,先発隊の跡探しについて話す,アイメル,いいわ。それじゃ二手に分かれましょう。あたしと<YellowBold>[player]</>、あとはギラン正規軍組。さあ、行きましょう！,,
組別の調査,先発隊の跡探しについて話す,アスタッド,お気をつけて。後ほどお会いしましょう。,,
組別の調査,先発隊の跡探しについて話す,アイメル,<YellowBold>[player]</>、あたしが先に前方の状況を見て来るから周辺の敵をお願い！,,
組別の調査,周辺のプリマを片付ける,,,,
組別の調査,周辺のサキュバスを片付ける,,,,
怪しい生命体,ジャングルプレモを倒す,アイメル,あのデカいやつらは何だ？これはヤバいぞ…！<p>散開している先発隊の兵士たちが危険だ！片付けてしまおう！,,
荒れ狂うプレモ,押し寄せるプレモを倒す,アイメル,荒れ狂うプレモが集まってきている！よーし、やるわよ！,アイメル,ふう、ずっと気を張ってるから疲れちゃうわ。
手がかり発見,サキュバスを倒して野営地に近づく,アイメル,焚き火かしら？先発隊がいたかもしれないわね。<p>でも辺りにはサキュバスが結構いるから…あそこはもうもぬけのカラかもしれない。行くだけ行ってみよう。<p> もう！サキュバスってホント邪魔！ちょっとやっつけちゃってよ！,,
痕跡の調査,兵士の野営地を調べるⅠ,アイメル,まだ火が残っている…食料もそのまま。立ち去って間もないみたいだけど…<p>もっと調べてみないとね。,,
痕跡の調査,兵士の野営地を調べるⅡ,,,,
押し寄せる亡者,押し寄せる骸骨兵士を倒す,アイメル,どれどれ…なんだ！？こいつら一体どこから現れた！？<p>骸骨兵士たちだ！気を付けろ！,アイメル,ふむ…どれどれ…何が書いてあるのかな…っと。
押し寄せる亡者,押し寄せる骸骨兵士を倒す,,,,
先発隊発見,日記帳を読む,アイメル,"<GreenBold>海賊たちから手に入れた航海日誌を見たところ、彼は裏切られ、とある異形の存在として復活したようだ。</>
<p><GreenBold>不吉な予感がする。ひとり、ふたりと消えたと思ったら、おかしくなって帰って来る。俺ももうすぐ…</>
<p>何これ！興味深いわね。残りは君が読みあげてみて！大きな声で！次の野営地を探しましょう！",アイメル,あれは先発隊！だけど…なんか様子がおかしいわね。
先発隊発見,ザケンの過去,,,,
先発隊発見,プリマを倒して野営地を見つける,,,,
しっかり！,先発隊員と話す,アイメル,…なんか変…君が声をかけてみて。,アイメル,こ、これは正当防衛よ！そうよね？って、一体どうなっちゃったの！？
しっかり！,理性を失った兵士を倒す,,,,
しっかり！,理性を失った兵士を倒す,,,,
死者は跡を残す,兵士の遺体を調べる,アイメル,"まったくもう！どうなってるのよ、これ！何か手がかりは…？
<p>…そうだ、兵士たちの所持品を調べてみてよ。何かあるでしょ、きっと！",アイメル,これは…紙切れ？
合流,フレデリックと合流する,アイメル,"書かれている内容は…
<p><GreenBold>みんな徐々におかしくなっていく。もうここにはいられない。宝を持って逃げてしまおう！</>
<p>「おかしくなっていく」？あたしたちを攻撃した兵士みたいに？…とりあえずフレデリック隊長と合流して話してみましょう。",フレデリック,何だって…？先発隊の兵士たちが、君たちを攻撃した？
片付けⅠ,飢えたジャングルプレモを倒す,フレデリック,信じがたい話だが…君たちから渡されたこの日記と紙切れを読むと…兵士たちが君たちを攻撃したというのはウソではないようだな。,フレデリック,これで一安心だ。しかし本拠地というにはここは規模が小さすぎる。
片付けⅠ,,アイメル,"信じてくれてありがとう、フレデリック隊長。
ところで…エイデンはどこに？",,
片付けⅠ,,アスタッド,エイデン班長は、兵士を1人引き連れて周辺の偵察に向かいました。ですが…そろそろ戻る頃なのに…おかしいな…,,
片付けⅠ,,フレデリック,もしかして何かあったんじゃないか？とりあえず、ここを拠点とするために、周辺のプレモを退治しよう。,,
合流地点を表示する,焚き火をつける,フレデリック,火を焚いてエイデンや先発隊が探しやすいようにしておこう。,フレデリック,もしエイデンが道に迷ったとしても、明かりか煙を見て居場所がわかるだろう。
毒を持つ魔物,デビルロックスコーピオンを倒す,フレデリック,今後はここが我々の合流地点であり、この火は任務を終えて戻って来るべき道を知らせる灯だ。<p>そうだな、いうなれば帰るべき家みたいなもんかな。,フレデリック,まだエイデンが戻らないな。さすがに心配になってきたぞ…
毒を持つ魔物,デビルロックスコーピオンを倒す,アイメル,ふふっ、楽しい我が家というにはスコーピオンが多すぎないかしら？,,
毒を持つ魔物,デビルロックスコーピオンを倒す,フレデリック,はは、寝ている間に刺されないように、退治しておかないとな。,,
怪しい石,周辺の偵察,アイメル,さっきあたしたちを攻撃した兵士たちが気になるわ…エイデンも同じ目に遭ってるんじゃ…探しに行きましょう。,アイメル,黒魔法にかかっている石があるの？
怪しい石,正体不明の石を調べる,,,,
怪しい石,押し寄せるプレモを倒す,,,,
光の調査,南からの光を確認する,フレデリック,黒魔法にかかった石まで…いかんな、エイデンを探そう！,アイメル,見ろ！先発隊の別のキャンプだ！ところでここは撤退してから時間が経ってるようだが？
光の調査,南からの光を確認する,アイメル,南のほうに、ぼんやりと明かりが見えるわ。<YellowBold>[player]</>、行ってみましょう！,,
別の日記,棄てられた野営地を調べる,アイメル,先発隊の行方が分かる手がかりがあるかもしれないわ！,アイメル,これも先発隊の兵士が書いた日記みたい。
犯人探し,契約の証集め,アイメル,"<GreenBold>もう終わったと思ったのに、いきなり黒魔術師が現れて我々を攻撃した。敵は海賊だけではなかったのか？</>
<p>ここまでね。やっぱり闇の結社が関わっている。プリマにサキュバス…<p>そうだわ、サキュバスを倒して契約の痕跡を見つけるの。普通は契約者が誰かまではわからないけど、私は1人だけなら確実にわかるわ。手伝って！",アイメル,ふふ、会えて嬉しいわ、エルゼベート！今度は逃がさないわよ！
復帰,フレデリックと合流する,アイメル,行くわよ！フレデリック隊長に、闇の結社が関与していることを知らせないと。,フレデリック,どうした、そんなに慌てて？何かあったのか？
進入,黄金の洞窟に入る,フレデリック,それは本当か？闇の結社がここにも関わっているとは…ぼんやりしている場合じゃないな！<p>我々は洞窟のほうに先に向かう。アイメル殿と<YellowBold>[player]</>殿は、敵に尾行されないように後をついてきてくれ。,テオドール,みんな大丈夫か？幸いいいタイミングで到着したようだな。
進入,黄金の洞窟に入る,フレデリック,"バレット！先発隊のバレット隊長じゃないか！
良かった、先発隊はみんなどこにいるんだ？",,
進入,黄金の洞窟に入る,バレット,さ、わるな…ひき…かえせ…,,
進入,黄金の洞窟に入る,アスタッド,フレデリック隊長、先発隊の様子が少し変です…,,
進入,黄金の洞窟に入る,アイメル,"あれは…あたしたちを攻撃した兵士たちと同じだわ…
<p>みんな離れて！
<p>攻撃してくる！",,
進入,黄金の洞窟に入る,バレット,さ、わるな…ひき…かえせ…,,
進入,正気を失った先発隊を倒す,,,,
進入,テオドールと話す,,,,
葬儀,先発隊の遺体を埋葬する,フレデリック,バレット…どうして…,フレデリック,"君たちの言う通りなら、ザケンがこの一連の出来事の原因だというのか？闇の結社が奴を復活させたから？
<p>ザケン…噂でしか聞いたことのない名前だ…信じられない…"
葬儀,先発隊の遺体を埋葬する,アイメル,"危ないところだったわ。あたしたちを攻撃した兵士たちと同じだったから…黒魔法のせいかしら？
<p>ところでテオドール様は遅かったじゃない！待ってたんですからね！",,
葬儀,先発隊の遺体を埋葬する,テオドール,"フェルネル殿と別れてから師匠から追加の指令を受けたんだ。師匠は今回の事件の元凶を把握していたようだ。
<p>ギランの海岸にアンデッドが現れたのは、悪魔の島の主であるザケンが復活したことによるものだそうだ。
<p>ザケンを復活させたのは…もちろん闇の結社と見て間違いないだろう…しかし…今はザケンの復活に使用された下巨人の遺物を取り戻すのが、我々の任務だ。
<p>そして君たちがもしザケンと遭遇したら、戦わずに即離脱せよとのことだ。ザケンがこの島を出れないようにする方法は…遺物を手にしてから考えよう。",,
葬儀,先発隊の遺体を埋葬する,アスタッド,バレット隊長は…先発隊は…なぜあんなことになってしまったんですか？,,
葬儀,先発隊の遺体を埋葬する,テオドール,彼らはすでに魂を奪われてしまっていた。誰かに操られている人形のような状態だったんだ。,,
葬儀,先発隊の遺体を埋葬する,フレデリック,かつて仲間だった者たちだ。手厚く葬ろう。そしてアンデッドとして蘇らないように、遺体を燃やそう…,,
一刻を争う,ザケンの斥候兵を倒す,フレデリック,"これは…バレットの日誌か…
内容は…",テオドール,エイデン！？どこに行ってたんだ！？しかもここで何を…おい、大丈夫なのか？
一刻を争う,ザケンの斥候兵を倒す,フレデリック,<GreenBold>今回捕らえた闇の結社を尋問し、ザケンが下巨人の遺物を通じて新たな力を得たという事実が明らかになった。</><p><GreenBold>そしてその遺物の力で、ザケンの力を再び封印できるという情報も得ることができた。</><p><GreenBold>もう残された者は多くない。早く遺物を探さなければ…</>,,
一刻を争う,ザケンの斥候兵を倒す,フレデリック,ここまでか…ザケン…奴を消さない限りアンデッドも消えないということだな。<p>この日誌に書かれた遺物とやらが鍵のようだ。テオドール殿が探している遺物と同じ物なら、我々の任務は遺物を探すことだ…,,
