Id,EquipEffectDescription,EquipEffectBuffName,EquipEffectBuffDescription
7100701,"プレイヤーからダメージを受けると<Fontblue>3%</>の確率でバリアが<Fontblue>7秒間</>生成されます。バリアが存在する間はレアスキル攻撃を<Fontblue>1回</>防ぎます。

（この効果は5分ごとに1回発動します。）
（適用場所：決闘場/名誉の戦場/要塞戦/攻城戦/闘技場/血盟アジト/採集ダンジョン）",高潔なる血のマント,プレイヤーからダメージを受けると<FontBlue>3%</>の確率で<FontBlue>レアスキル攻撃を1回防ぐ</>バリアが発動。クールタイム：5分
7100702,"プレイヤーからダメージを受けると<Fontblue>3.3%</>の確率でバリアが<Fontblue>7秒間</>生成されます。バリアが存在する間はレアスキル攻撃を<Fontblue>1回</>防ぎます。

（この効果は5分ごとに1回発動します。）
（適用場所：決闘場/名誉の戦場/要塞戦/攻城戦/闘技場/血盟アジト/採集ダンジョン）",高潔なる血のマント,プレイヤーからダメージを受けると<FontBlue>3.3%</>の確率で<FontBlue>レアスキル攻撃を1回防ぐ</>バリアが発動。クールタイム：5分
7100703,"プレイヤーからダメージを受けると<Fontblue>3.6%</>の確率でバリアが<Fontblue>7秒間</>生成されます。バリアが存在する間はレアスキル攻撃を<Fontblue>1回</>防ぎます。

（この効果は5分ごとに1回発動します。）
（適用場所：決闘場/名誉の戦場/要塞戦/攻城戦/闘技場/血盟アジト/採集ダンジョン）",高潔なる血のマント,プレイヤーからダメージを受けると<FontBlue>3.6%</>の確率で<FontBlue>レアスキル攻撃を1回防ぐ</>バリアが発動。クールタイム：5分
7100704,"プレイヤーからダメージを受けると<Fontblue>3.9%</>の確率でバリアが<Fontblue>7秒間</>生成されます。バリアが存在する間はレアスキル攻撃を<Fontblue>1回</>防ぎます。

（この効果は5分ごとに1回発動します。）
（適用場所：決闘場/名誉の戦場/要塞戦/攻城戦/闘技場/血盟アジト/採集ダンジョン）",高潔なる血のマント,プレイヤーからダメージを受けると<FontBlue>3.9%</>の確率で<FontBlue>レアスキル攻撃を1回防ぐ</>バリアが発動。クールタイム：5分
7100705,"プレイヤーからダメージを受けると<Fontblue>4.2%</>の確率でバリアが<Fontblue>7秒間</>生成されます。バリアが存在する間はレアスキル攻撃を<Fontblue>1回</>防ぎます。

（この効果は5分ごとに1回発動します。）
（適用場所：決闘場/名誉の戦場/要塞戦/攻城戦/闘技場/血盟アジト/採集ダンジョン）",高潔なる血のマント,プレイヤーからダメージを受けると<FontBlue>4.2%</>の確率で<FontBlue>レアスキル攻撃を1回防ぐ</>バリアが発動。クールタイム：5分
7100706,"プレイヤーからダメージを受けると<Fontblue>4.5%</>の確率でバリアが<Fontblue>7秒間</>生成されます。バリアが存在する間はレアスキル攻撃を<Fontblue>1回</>防ぎます。

（この効果は5分ごとに1回発動します。）
（適用場所：決闘場/名誉の戦場/要塞戦/攻城戦/闘技場/血盟アジト/採集ダンジョン）",高潔なる血のマント,プレイヤーからダメージを受けると<FontBlue>4.5%</>の確率で<FontBlue>レアスキル攻撃を1回防ぐ</>バリアが発動。クールタイム：5分
7100707,"プレイヤーからダメージを受けると<Fontblue>4.8%</>の確率でバリアが<Fontblue>7秒間</>生成されます。バリアが存在する間はレアスキル攻撃を<Fontblue>1回</>防ぎます。

（この効果は5分ごとに1回発動します。）
（適用場所：決闘場/名誉の戦場/要塞戦/攻城戦/闘技場/血盟アジト/採集ダンジョン）",高潔なる血のマント,プレイヤーからダメージを受けると<FontBlue>4.8%</>の確率で<FontBlue>レアスキル攻撃を1回防ぐ</>バリアが発動。クールタイム：5分
7100708,"プレイヤーからダメージを受けると<Fontblue>5.1%</>の確率でバリアが<Fontblue>7秒間</>生成されます。バリアが存在する間はレアスキル攻撃を<Fontblue>1回</>防ぎます。

（この効果は5分ごとに1回発動します。）
（適用場所：決闘場/名誉の戦場/要塞戦/攻城戦/闘技場/血盟アジト/採集ダンジョン）",高潔なる血のマント,プレイヤーからダメージを受けると<FontBlue>5.1%</>の確率で<FontBlue>レアスキル攻撃を1回防ぐ</>バリアが発動。クールタイム：5分
7100709,"プレイヤーからダメージを受けると<Fontblue>5.4%</>の確率でバリアが<Fontblue>7秒間</>生成されます。バリアが存在する間はレアスキル攻撃を<Fontblue>1回</>防ぎます。

（この効果は5分ごとに1回発動します。）
（適用場所：決闘場/名誉の戦場/要塞戦/攻城戦/闘技場/血盟アジト/採集ダンジョン）",高潔なる血のマント,プレイヤーからダメージを受けると<FontBlue>5.4%</>の確率で<FontBlue>レアスキル攻撃を1回防ぐ</>バリアが発動。クールタイム：5分
7100710,"プレイヤーからダメージを受けると<Fontblue>5.7%</>の確率でバリアが<Fontblue>7秒間</>生成されます。バリアが存在する間はレアスキル攻撃を<Fontblue>1回</>防ぎます。

（この効果は5分ごとに1回発動します。）
（適用場所：決闘場/名誉の戦場/要塞戦/攻城戦/闘技場/血盟アジト/採集ダンジョン）",高潔なる血のマント,プレイヤーからダメージを受けると<FontBlue>5.7%</>の確率で<FontBlue>レアスキル攻撃を1回防ぐ</>バリアが発動。クールタイム：5分
7100711,"プレイヤーからダメージを受けると<Fontblue>6%</>の確率でバリアが<Fontblue>7秒間</>生成されます。バリアが存在する間はレアスキル攻撃を<Fontblue>1回</>防ぎます。

（この効果は5分ごとに1回発動します。）
（適用場所：決闘場/名誉の戦場/要塞戦/攻城戦/闘技場/血盟アジト/採集ダンジョン）",高潔なる血のマント,プレイヤーからダメージを受けると<FontBlue>6%</>の確率で<FontBlue>レアスキル攻撃を1回防ぐ</>バリアが発動。クールタイム：5分
7100712,"プレイヤーからダメージを受けると<Fontblue>6.3%</>の確率でバリアが<Fontblue>7秒間</>生成されます。バリアが存在する間はレアスキル攻撃を<Fontblue>1回</>防ぎます。

（この効果は5分ごとに1回発動します。）
（適用場所：決闘場/名誉の戦場/要塞戦/攻城戦/闘技場/血盟アジト/採集ダンジョン）",高潔なる血のマント,プレイヤーからダメージを受けると<FontBlue>6.3%</>の確率で<FontBlue>レアスキル攻撃を1回防ぐ</>バリアが発動。クールタイム：5分
7100713,"プレイヤーからダメージを受けると<Fontblue>6.6%</>の確率でバリアが<Fontblue>7秒間</>生成されます。バリアが存在する間はレアスキル攻撃を<Fontblue>1回</>防ぎます。

（この効果は5分ごとに1回発動します。）
（適用場所：決闘場/名誉の戦場/要塞戦/攻城戦/闘技場/血盟アジト/採集ダンジョン）",高潔なる血のマント,プレイヤーからダメージを受けると<FontBlue>6.6%</>の確率で<FontBlue>レアスキル攻撃を1回防ぐ</>バリアが発動。クールタイム：5分
7100714,"プレイヤーからダメージを受けると<Fontblue>6.9%</>の確率でバリアが<Fontblue>7秒間</>生成されます。バリアが存在する間はレアスキル攻撃を<Fontblue>1回</>防ぎます。

（この効果は5分ごとに1回発動します。）
（適用場所：決闘場/名誉の戦場/要塞戦/攻城戦/闘技場/血盟アジト/採集ダンジョン）",高潔なる血のマント,プレイヤーからダメージを受けると<FontBlue>6.9%</>の確率で<FontBlue>レアスキル攻撃を1回防ぐ</>バリアが発動。クールタイム：5分
7100715,"プレイヤーからダメージを受けると<Fontblue>7.2%</>の確率でバリアが<Fontblue>7秒間</>生成されます。バリアが存在する間はレアスキル攻撃を<Fontblue>2回</>防ぎます。

（この効果は5分ごとに1回発動します。）
（適用場所：決闘場/名誉の戦場/要塞戦/攻城戦/闘技場/血盟アジト/採集ダンジョン）",高潔なる血のマント,プレイヤーからダメージを受けると<FontBlue>7.2%</>の確率で<FontBlue>レアスキル攻撃を2回防ぐ</>バリアが発動。クールタイム：5分
7100716,"プレイヤーからダメージを受けると<Fontblue>7.5%</>の確率でバリアが<Fontblue>7秒間</>生成されます。バリアが存在する間はレアスキル攻撃を<Fontblue>2回</>防ぎます。

（この効果は5分ごとに1回発動します。）
（適用場所：決闘場/名誉の戦場/要塞戦/攻城戦/闘技場/血盟アジト/採集ダンジョン）",高潔なる血のマント,プレイヤーからダメージを受けると<FontBlue>7.5%</>の確率で<FontBlue>レアスキル攻撃を2回防ぐ</>バリアが発動。クールタイム：5分
7100717,"プレイヤーからダメージを受けると<Fontblue>7.8%</>の確率でバリアが<Fontblue>7秒間</>生成されます。バリアが存在する間はレアスキル攻撃を<Fontblue>2回</>防ぎます。

（この効果は5分ごとに1回発動します。）
（適用場所：決闘場/名誉の戦場/要塞戦/攻城戦/闘技場/血盟アジト/採集ダンジョン）",高潔なる血のマント,プレイヤーからダメージを受けると<FontBlue>7.8%</>の確率で<FontBlue>レアスキル攻撃を2回防ぐ</>バリアが発動。クールタイム：5分
7100718,"プレイヤーからダメージを受けると<Fontblue>8.1%</>の確率でバリアが<Fontblue>7秒間</>生成されます。バリアが存在する間はレアスキル攻撃を<Fontblue>2回</>防ぎます。

（この効果は5分ごとに1回発動します。）
（適用場所：決闘場/名誉の戦場/要塞戦/攻城戦/闘技場/血盟アジト/採集ダンジョン）",高潔なる血のマント,プレイヤーからダメージを受けると<FontBlue>8.1%</>の確率で<FontBlue>レアスキル攻撃を2回防ぐ</>バリアが発動。クールタイム：5分
7100719,"プレイヤーからダメージを受けると<Fontblue>8.4%</>の確率でバリアが<Fontblue>7秒間</>生成されます。バリアが存在する間はレアスキル攻撃を<Fontblue>2回</>防ぎます。

（この効果は5分ごとに1回発動します。）
（適用場所：決闘場/名誉の戦場/要塞戦/攻城戦/闘技場/血盟アジト/採集ダンジョン）",高潔なる血のマント,プレイヤーからダメージを受けると<FontBlue>8.4%</>の確率で<FontBlue>レアスキル攻撃を2回防ぐ</>バリアが発動。クールタイム：5分
7100720,"プレイヤーからダメージを受けると<Fontblue>8.7%</>の確率でバリアが<Fontblue>7秒間</>生成されます。バリアが存在する間はレアスキル攻撃を<Fontblue>2回</>防ぎます。

（この効果は5分ごとに1回発動します。）
（適用場所：決闘場/名誉の戦場/要塞戦/攻城戦/闘技場/血盟アジト/採集ダンジョン）",高潔なる血のマント,プレイヤーからダメージを受けると<FontBlue>8.7%</>の確率で<FontBlue>レアスキル攻撃を2回防ぐ</>バリアが発動。クールタイム：5分
7100721,"プレイヤーからダメージを受けると<Fontblue>8.9%</>の確率でバリアが<Fontblue>7秒間</>生成されます。バリアが存在する間はレアスキル攻撃を<Fontblue>2回</>防ぎます。

（この効果は5分ごとに1回発動します。）
（適用場所：決闘場/名誉の戦場/要塞戦/攻城戦/闘技場/血盟アジト/採集ダンジョン）",高潔なる血のマント,プレイヤーからダメージを受けると<FontBlue>8.9%</>の確率で<FontBlue>レアスキル攻撃を2回防ぐ</>バリアが発動。クールタイム：5分
7100722,"プレイヤーからダメージを受けると<Fontblue>9.1%</>の確率でバリアが<Fontblue>7秒間</>生成されます。バリアが存在する間はレアスキル攻撃を<Fontblue>2回</>防ぎます。

（この効果は5分ごとに1回発動します。）
（適用場所：決闘場/名誉の戦場/要塞戦/攻城戦/闘技場/血盟アジト/採集ダンジョン）",高潔なる血のマント,プレイヤーからダメージを受けると<FontBlue>9.1%</>の確率で<FontBlue>レアスキル攻撃を2回防ぐ</>バリアが発動。クールタイム：5分
7100723,"プレイヤーからダメージを受けると<Fontblue>9.3%</>の確率でバリアが<Fontblue>7秒間</>生成されます。バリアが存在する間はレアスキル攻撃を<Fontblue>2回</>防ぎます。

（この効果は5分ごとに1回発動します。）
（適用場所：決闘場/名誉の戦場/要塞戦/攻城戦/闘技場/血盟アジト/採集ダンジョン）",高潔なる血のマント,プレイヤーからダメージを受けると<FontBlue>9.3%</>の確率で<FontBlue>レアスキル攻撃を2回防ぐ</>バリアが発動。クールタイム：5分
7100724,"プレイヤーからダメージを受けると<Fontblue>9.5%</>の確率でバリアが<Fontblue>7秒間</>生成されます。バリアが存在する間はレアスキル攻撃を<Fontblue>2回</>防ぎます。

（この効果は5分ごとに1回発動します。）
（適用場所：決闘場/名誉の戦場/要塞戦/攻城戦/闘技場/血盟アジト/採集ダンジョン）",高潔なる血のマント,プレイヤーからダメージを受けると<FontBlue>9.5%</>の確率で<FontBlue>レアスキル攻撃を2回防ぐ</>バリアが発動。クールタイム：5分
7100725,"プレイヤーからダメージを受けると<Fontblue>9.7%</>の確率でバリアが<Fontblue>7秒間</>生成されます。バリアが存在する間はレアスキル攻撃を<Fontblue>2回</>防ぎます。

（この効果は5分ごとに1回発動します。）
（適用場所：決闘場/名誉の戦場/要塞戦/攻城戦/闘技場/血盟アジト/採集ダンジョン）",高潔なる血のマント,プレイヤーからダメージを受けると<FontBlue>9.7%</>の確率で<FontBlue>レアスキル攻撃を2回防ぐ</>バリアが発動。クールタイム：5分
7100726,"プレイヤーからダメージを受けると<Fontblue>9.9%</>の確率でバリアが<Fontblue>7秒間</>生成されます。バリアが存在する間はレアスキル攻撃を<Fontblue>2回</>防ぎます。

（この効果は5分ごとに1回発動します。）
（適用場所：決闘場/名誉の戦場/要塞戦/攻城戦/闘技場/血盟アジト/採集ダンジョン）",高潔なる血のマント,プレイヤーからダメージを受けると<FontBlue>9.9%</>の確率で<FontBlue>レアスキル攻撃を2回防ぐ</>バリアが発動。クールタイム：5分
7100727,"プレイヤーからダメージを受けると<Fontblue>10.1%</>の確率でバリアが<Fontblue>7秒間</>生成されます。バリアが存在する間はレアスキル攻撃を<Fontblue>2回</>防ぎます。

（この効果は5分ごとに1回発動します。）
（適用場所：決闘場/名誉の戦場/要塞戦/攻城戦/闘技場/血盟アジト/採集ダンジョン）",高潔なる血のマント,プレイヤーからダメージを受けると<FontBlue>10.1%</>の確率で<FontBlue>レアスキル攻撃を2回防ぐ</>バリアが発動。クールタイム：5分
7100728,"プレイヤーからダメージを受けると<Fontblue>10.3%</>の確率でバリアが<Fontblue>7秒間</>生成されます。バリアが存在する間はレアスキル攻撃を<Fontblue>2回</>防ぎます。

（この効果は5分ごとに1回発動します。）
（適用場所：決闘場/名誉の戦場/要塞戦/攻城戦/闘技場/血盟アジト/採集ダンジョン）",高潔なる血のマント,プレイヤーからダメージを受けると<FontBlue>10.3%</>の確率で<FontBlue>レアスキル攻撃を2回防ぐ</>バリアが発動。クールタイム：5分
7100729,"プレイヤーからダメージを受けると<Fontblue>10.5%</>の確率でバリアが<Fontblue>7秒間</>生成されます。バリアが存在する間はレアスキル攻撃を<Fontblue>2回</>防ぎます。

（この効果は5分ごとに1回発動します。）
（適用場所：決闘場/名誉の戦場/要塞戦/攻城戦/闘技場/血盟アジト/採集ダンジョン）",高潔なる血のマント,プレイヤーからダメージを受けると<FontBlue>10.5%</>の確率で<FontBlue>レアスキル攻撃を2回防ぐ</>バリアが発動。クールタイム：5分
7100730,"プレイヤーからダメージを受けると<Fontblue>10.7%</>の確率でバリアが<Fontblue>7秒間</>生成されます。バリアが存在する間はレアスキル攻撃を<Fontblue>3回</>防ぎます。

（この効果は5分ごとに1回発動します。）
（適用場所：決闘場/名誉の戦場/要塞戦/攻城戦/闘技場/血盟アジト/採集ダンジョン）",高潔なる血のマント,プレイヤーからダメージを受けると<FontBlue>10.7%</>の確率で<FontBlue>レアスキル攻撃を3回防ぐ</>バリアが発動。クールタイム：5分
7100801,"通常攻撃が当たると<Fontblue>6.2%</>の確率で周りの敵3体に<Fontblue>ハギオスの落雷</>を最大で<Fontblue>1回</>放ちます。
落雷に当たった対象は<Fontblue>物理攻撃力20.4%+魔法攻撃力20.4%</>のダメージを受け、<FontBlue>1秒間移動速度が50％減少</>します。

（この効果は2分ごとに1回発動します。）
（適用場所：すべてのコンテンツ）",ハギオスのマントの装備効果,通常攻撃が当たると<Fontblue>6.2%</>の確率で周りの敵3体に<Fontblue>落雷</>が1回発動。ダメージ+移動速度50％減少。クールタイム：2分
7100802,"通常攻撃が当たると<Fontblue>6.4%</>の確率で周りの敵3体に<Fontblue>ハギオスの落雷</>を最大で<Fontblue>1回</>放ちます。
落雷に当たった対象は<Fontblue>物理攻撃力20.8%+魔法攻撃力20.8%</>のダメージを受け、<FontBlue>1秒間移動速度が50％減少</>します。

（この効果は2分ごとに1回発動します。）
（適用場所：すべてのコンテンツ）",ハギオスのマントの装備効果,通常攻撃が当たると<Fontblue>6.4%</>の確率で周りの敵3体に<Fontblue>落雷</>が1回発動。ダメージ+移動速度50％減少。クールタイム：2分
7100803,"通常攻撃が当たると<Fontblue>6.6%</>の確率で周りの敵3体に<Fontblue>ハギオスの落雷</>を最大で<Fontblue>1回</>放ちます。
落雷に当たった対象は<Fontblue>物理攻撃力21.2%+魔法攻撃力21.2%</>のダメージを受け、<FontBlue>1秒間移動速度が50％減少</>します。

（この効果は2分ごとに1回発動します。）
（適用場所：すべてのコンテンツ）",ハギオスのマントの装備効果,通常攻撃が当たると<Fontblue>6.6%</>の確率で周りの敵3体に<Fontblue>落雷</>が1回発動。ダメージ+移動速度50％減少。クールタイム：2分
7100804,"通常攻撃が当たると<Fontblue>6.8%</>の確率で周りの敵3体に<Fontblue>ハギオスの落雷</>を最大で<Fontblue>1回</>放ちます。
落雷に当たった対象は<Fontblue>物理攻撃力21.6%+魔法攻撃力21.6%</>のダメージを受け、<FontBlue>1秒間移動速度が50％減少</>します。

（この効果は2分ごとに1回発動します。）
（適用場所：すべてのコンテンツ）",ハギオスのマントの装備効果,通常攻撃が当たると<Fontblue>6.8%</>の確率で周りの敵3体に<Fontblue>落雷</>が1回発動。ダメージ+移動速度50％減少。クールタイム：2分
7100805,"通常攻撃が当たると<Fontblue>7%</>の確率で周りの敵3体に<Fontblue>ハギオスの落雷</>を最大で<Fontblue>1回</>放ちます。
落雷に当たった対象は<Fontblue>物理攻撃力22%+魔法攻撃力22%</>のダメージを受け、<FontBlue>1秒間移動速度が50％減少</>します。

（この効果は2分ごとに1回発動します。）
（適用場所：すべてのコンテンツ）",ハギオスのマントの装備効果,通常攻撃が当たると<Fontblue>7%</>の確率で周りの敵3体に<Fontblue>落雷</>が1回発動。ダメージ+移動速度50％減少。クールタイム：2分
7100806,"通常攻撃が当たると<Fontblue>7.2%</>の確率で周りの敵3体に<Fontblue>ハギオスの落雷</>を最大で<Fontblue>1回</>放ちます。
落雷に当たった対象は<Fontblue>物理攻撃力22.4%+魔法攻撃力22.4%</>のダメージを受け、<FontBlue>1秒間移動速度が50％減少</>します。

（この効果は2分ごとに1回発動します。）
（適用場所：すべてのコンテンツ）",ハギオスのマントの装備効果,通常攻撃が当たると<Fontblue>7.2%</>の確率で周りの敵3体に<Fontblue>落雷</>が1回発動。ダメージ+移動速度50％減少。クールタイム：2分
7100807,"通常攻撃が当たると<Fontblue>7.4%</>の確率で周りの敵3体に<Fontblue>ハギオスの落雷</>を最大で<Fontblue>1回</>放ちます。
落雷に当たった対象は<Fontblue>物理攻撃力22.8%+魔法攻撃力22.8%</>のダメージを受け、<FontBlue>1秒間移動速度が50％減少</>します。

（この効果は2分ごとに1回発動します。）
（適用場所：すべてのコンテンツ）",ハギオスのマントの装備効果,通常攻撃が当たると<Fontblue>7.4%</>の確率で周りの敵3体に<Fontblue>落雷</>が1回発動。ダメージ+移動速度50％減少。クールタイム：2分
7100808,"通常攻撃が当たると<Fontblue>7.6%</>の確率で周りの敵3体に<Fontblue>ハギオスの落雷</>を最大で<Fontblue>1回</>放ちます。
落雷に当たった対象は<Fontblue>物理攻撃力23.2%+魔法攻撃力23.2%</>のダメージを受け、<FontBlue>1秒間移動速度が50％減少</>します。

（この効果は2分ごとに1回発動します。）
（適用場所：すべてのコンテンツ）",ハギオスのマントの装備効果,通常攻撃が当たると<Fontblue>7.6%</>の確率で周りの敵3体に<Fontblue>落雷</>が1回発動。ダメージ+移動速度50％減少。クールタイム：2分
7100809,"通常攻撃が当たると<Fontblue>7.8%</>の確率で周りの敵3体に<Fontblue>ハギオスの落雷</>を最大で<Fontblue>1回</>放ちます。
落雷に当たった対象は<Fontblue>物理攻撃力23.6%+魔法攻撃力23.6%</>のダメージを受け、<FontBlue>1秒間移動速度が50％減少</>します。

（この効果は2分ごとに1回発動します。）
（適用場所：すべてのコンテンツ）",ハギオスのマントの装備効果,通常攻撃が当たると<Fontblue>7.8%</>の確率で周りの敵3体に<Fontblue>落雷</>が1回発動。ダメージ+移動速度50％減少。クールタイム：2分
7100810,"通常攻撃が当たると<Fontblue>8%</>の確率で周りの敵3体に<Fontblue>ハギオスの落雷</>を最大で<Fontblue>1回</>放ちます。
落雷に当たった対象は<Fontblue>物理攻撃力24%+魔法攻撃力24%</>のダメージを受け、<FontBlue>1秒間移動速度が50％減少</>します。

（この効果は2分ごとに1回発動します。）
（適用場所：すべてのコンテンツ）",ハギオスのマントの装備効果,通常攻撃が当たると<Fontblue>8%</>の確率で周りの敵3体に<Fontblue>落雷</>が1回発動。ダメージ+移動速度50％減少。クールタイム：2分
7100811,"通常攻撃が当たると<Fontblue>8.2%</>の確率で周りの敵3体に<Fontblue>ハギオスの落雷</>を最大で<Fontblue>1回</>放ちます。
落雷に当たった対象は<Fontblue>物理攻撃力24.4%+魔法攻撃力24.4%</>のダメージを受け、<FontBlue>1秒間移動速度が50％減少</>します。

（この効果は2分ごとに1回発動します。）
（適用場所：すべてのコンテンツ）",ハギオスのマントの装備効果,通常攻撃が当たると<Fontblue>8.2%</>の確率で周りの敵3体に<Fontblue>落雷</>が1回発動。ダメージ+移動速度50％減少。クールタイム：2分
7100812,"通常攻撃が当たると<Fontblue>8.4%</>の確率で周りの敵3体に<Fontblue>ハギオスの落雷</>を最大で<Fontblue>1回</>放ちます。
落雷に当たった対象は<Fontblue>物理攻撃力24.8%+魔法攻撃力24.8%</>のダメージを受け、<FontBlue>1秒間移動速度が50％減少</>します。

（この効果は2分ごとに1回発動します。）
（適用場所：すべてのコンテンツ）",ハギオスのマントの装備効果,通常攻撃が当たると<Fontblue>8.4%</>の確率で周りの敵3体に<Fontblue>落雷</>が1回発動。ダメージ+移動速度50％減少。クールタイム：2分
7100813,"通常攻撃が当たると<Fontblue>8.6%</>の確率で周りの敵3体に<Fontblue>ハギオスの落雷</>を最大で<Fontblue>1回</>放ちます。
落雷に当たった対象は<Fontblue>物理攻撃力25.2%+魔法攻撃力25.2%</>のダメージを受け、<FontBlue>1秒間移動速度が50％減少</>します。

（この効果は2分ごとに1回発動します。）
（適用場所：すべてのコンテンツ）",ハギオスのマントの装備効果,通常攻撃が当たると<Fontblue>8.6%</>の確率で周りの敵3体に<Fontblue>落雷</>が1回発動。ダメージ+移動速度50％減少。クールタイム：2分
7100814,"通常攻撃が当たると<Fontblue>8.8%</>の確率で周りの敵3体に<Fontblue>ハギオスの落雷</>を最大で<Fontblue>1回</>放ちます。
落雷に当たった対象は<Fontblue>物理攻撃力25.6%+魔法攻撃力25.6%</>のダメージを受け、<FontBlue>1秒間移動速度が50％減少</>します。

（この効果は2分ごとに1回発動します。）
（適用場所：すべてのコンテンツ）",ハギオスのマントの装備効果,通常攻撃が当たると<Fontblue>8.8%</>の確率で周りの敵3体に<Fontblue>落雷</>が1回発動。ダメージ+移動速度50％減少。クールタイム：2分
7100815,"通常攻撃が当たると<Fontblue>9%</>の確率で周りの敵3体に<Fontblue>ハギオスの落雷</>を最大で<Fontblue>2回</>放ちます。
落雷に当たった対象は<Fontblue>物理攻撃力26%+魔法攻撃力26%</>のダメージを受け、<FontBlue>1秒間移動速度が50％減少</>します。

（この効果は2分ごとに1回発動します。）
（適用場所：すべてのコンテンツ）",ハギオスのマントの装備効果,通常攻撃が当たると<Fontblue>9%</>の確率で周りの敵3体に<Fontblue>落雷</>が2回発動。ダメージ+移動速度50％減少。クールタイム：2分
7100816,"通常攻撃が当たると<Fontblue>9.2%</>の確率で周りの敵3体に<Fontblue>ハギオスの落雷</>を最大で<Fontblue>2回</>放ちます。
落雷に当たった対象は<Fontblue>物理攻撃力26.4%+魔法攻撃力26.4%</>のダメージを受け、<FontBlue>1秒間移動速度が50％減少</>します。

（この効果は2分ごとに1回発動します。）
（適用場所：すべてのコンテンツ）",ハギオスのマントの装備効果,通常攻撃が当たると<Fontblue>9.2%</>の確率で周りの敵3体に<Fontblue>落雷</>が2回発動。ダメージ+移動速度50％減少。クールタイム：2分
7100817,"通常攻撃が当たると<Fontblue>9.4%</>の確率で周りの敵3体に<Fontblue>ハギオスの落雷</>を最大で<Fontblue>2回</>放ちます。
落雷に当たった対象は<Fontblue>物理攻撃力26.8%+魔法攻撃力26.8%</>のダメージを受け、<FontBlue>1秒間移動速度が50％減少</>します。

（この効果は2分ごとに1回発動します。）
（適用場所：すべてのコンテンツ）",ハギオスのマントの装備効果,通常攻撃が当たると<Fontblue>9.4%</>の確率で周りの敵3体に<Fontblue>落雷</>が2回発動。ダメージ+移動速度50％減少。クールタイム：2分
7100818,"通常攻撃が当たると<Fontblue>9.6%</>の確率で周りの敵3体に<Fontblue>ハギオスの落雷</>を最大で<Fontblue>2回</>放ちます。
落雷に当たった対象は<Fontblue>物理攻撃力27.2%+魔法攻撃力27.2%</>のダメージを受け、<FontBlue>1秒間移動速度が50％減少</>します。

（この効果は2分ごとに1回発動します。）
（適用場所：すべてのコンテンツ）",ハギオスのマントの装備効果,通常攻撃が当たると<Fontblue>9.6%</>の確率で周りの敵3体に<Fontblue>落雷</>が2回発動。ダメージ+移動速度50％減少。クールタイム：2分
7100819,"通常攻撃が当たると<Fontblue>9.8%</>の確率で周りの敵3体に<Fontblue>ハギオスの落雷</>を最大で<Fontblue>2回</>放ちます。
落雷に当たった対象は<Fontblue>物理攻撃力27.6%+魔法攻撃力27.6%</>のダメージを受け、<FontBlue>1秒間移動速度が50％減少</>します。

（この効果は2分ごとに1回発動します。）
（適用場所：すべてのコンテンツ）",ハギオスのマントの装備効果,通常攻撃が当たると<Fontblue>9.8%</>の確率で周りの敵3体に<Fontblue>落雷</>が2回発動。ダメージ+移動速度50％減少。クールタイム：2分
7100820,"通常攻撃が当たると<Fontblue>10%</>の確率で周りの敵3体に<Fontblue>ハギオスの落雷</>を最大で<Fontblue>2回</>放ちます。
落雷に当たった対象は<Fontblue>物理攻撃力28%+魔法攻撃力28%</>のダメージを受け、<FontBlue>1秒間移動速度が50％減少</>します。

（この効果は2分ごとに1回発動します。）
（適用場所：すべてのコンテンツ）",ハギオスのマントの装備効果,通常攻撃が当たると<Fontblue>10%</>の確率で周りの敵3体に<Fontblue>落雷</>が2回発動。ダメージ+移動速度50％減少。クールタイム：2分
7100821,"通常攻撃が当たると<Fontblue>10.2%</>の確率で周りの敵3体に<Fontblue>ハギオスの落雷</>を最大で<Fontblue>2回</>放ちます。
落雷に当たった対象は<Fontblue>物理攻撃力28.4%+魔法攻撃力28.4%</>のダメージを受け、<FontBlue>1秒間移動速度が50％減少</>します。

（この効果は2分ごとに1回発動します。）
（適用場所：すべてのコンテンツ）",ハギオスのマントの装備効果,通常攻撃が当たると<Fontblue>10.2%</>の確率で周りの敵3体に<Fontblue>落雷</>が2回発動。ダメージ+移動速度50％減少。クールタイム：2分
7100822,"通常攻撃が当たると<Fontblue>10.4%</>の確率で周りの敵3体に<Fontblue>ハギオスの落雷</>を最大で<Fontblue>2回</>放ちます。
落雷に当たった対象は<Fontblue>物理攻撃力28.8%+魔法攻撃力28.8%</>のダメージを受け、<FontBlue>1秒間移動速度が50％減少</>します。

（この効果は2分ごとに1回発動します。）
（適用場所：すべてのコンテンツ）",ハギオスのマントの装備効果,通常攻撃が当たると<Fontblue>10.4%</>の確率で周りの敵3体に<Fontblue>落雷</>が2回発動。ダメージ+移動速度50％減少。クールタイム：2分
