Id,Name,Desc,EffectType,EffectParamMin,EffectParamMax,EffectParamGrowth,OptionGroup
63003407,명중,,29,128,128,1,63003401
63003408,상태 이상 저항률,,99,186,186,1,63003401
63003409,이동속도 증가율,,62,198,198,1,63003401
63003410,HP 흡수율,,52,21,21,1,63003401
63003411,MP 비용 감소율,,65,310,310,1,63003401
63003412,경험치 획득량 증가율,,87,105,105,1,63003401
63003413,아데나 획득량 증가율,,89,105,105,1,63003401
63003414,,,65,1,1,1,63003401
63003415,,,65,1,1,1,63003401
63003416,,,65,1,1,1,63003401
63003417,,,65,1,1,1,63003401
63003418,,,65,1,1,1,63003401
63003419,,,65,1,1,1,63003401
63003420,,,65,1,1,1,63003401
63003501,최대 HP,,58,273,273,1,63003501
63003502,최대 MP,,60,307,307,1,63003501
63003503,HP 회복량,,51,498,498,1,63003501
63003504,MP 회복량,,67,561,561,1,63003501
63003505,관통,,101,304,304,1,63003501
63003506,크리티컬 저항,,11,761,761,1,63003501
63003507,명중,,29,346,346,1,63003501
63003508,상태 이상 저항률,,99,324,324,1,63003501
63003509,이동속도 증가율,,62,345,345,1,63003501
63003510,HP 흡수율,,52,35,35,1,63003501
63003511,MP 비용 감소율,,65,540,540,1,63003501
63003512,경험치 획득량 증가율,,87,181,181,1,63003501
63003513,아데나 획득량 증가율,,89,181,181,1,63003501
63003514,,,65,1,1,1,63003501
63003515,,,65,1,1,1,63003501
63003516,,,65,1,1,1,63003501
63003517,,,65,1,1,1,63003501
63003518,,,65,1,1,1,63003501
63003519,,,65,1,1,1,63003501
63003520,,,65,1,1,1,63003501
63003601,최대 HP,,58,518,518,1,63003601
63003602,최대 MP,,60,583,583,1,63003601
63003603,HP 회복량,,51,954,954,1,63003601
63003604,MP 회복량,,67,1073,1073,1,63003601
63003605,관통,,101,581,581,1,63003601
63003606,크리티컬 저항,,11,1455,1455,1,63003601
63003607,명중,,29,657,657,1,63003601
63003608,상태 이상 저항률,,99,360,360,1,63003601
63003609,이동속도 증가율,,62,384,384,1,63003601
63003610,HP 흡수율,,52,39,39,1,63003601
63003611,MP 비용 감소율,,65,600,600,1,63003601
63003612,경험치 획득량 증가율,,87,200,200,1,63003601
63003613,아데나 획득량 증가율,,89,200,200,1,63003601
63003614,,,65,1,1,1,63003601
63003615,,,65,1,1,1,63003601
63003616,,,65,1,1,1,63003601
63003617,,,65,1,1,1,63003601
63003618,,,65,1,1,1,63003601
63003619,,,65,1,1,1,63003601
63003620,,,65,1,1,1,63003601
63004201,최대 HP,,58,12,12,1,63004201
63004202,최대 MP,,60,12,12,1,63004201
63004203,HP 회복량,,51,13,13,1,63004201
63004204,MP 회복량,,67,13,13,1,63004201
63004205,관통,,101,9,9,1,63004201
63004206,크리티컬 저항,,11,19,19,1,63004201
63004207,명중,,29,13,13,1,63004201
63004208,상태 이상 저항률,,99,47,47,1,63004201
63004209,이동속도 증가율,,62,63,63,1,63004201
63004210,HP 흡수율,,52,7,7,1,63004201
63004211,MP 비용 감소율,,65,79,79,1,63004201
63004212,경험치 획득량 증가율,,87,30,30,1,63004201
63004213,아데나 획득량 증가율,,89,30,30,1,63004201
63004214,,,65,1,1,1,63004201
63004215,,,65,1,1,1,63004201
63004216,,,65,1,1,1,63004201
63004217,,,65,1,1,1,63004201
63004218,,,65,1,1,1,63004201
63004219,,,65,1,1,1,63004201
63004220,,,65,1,1,1,63004201
63004301,최대 HP,,58,31,31,1,63004301
63004302,최대 MP,,60,31,31,1,63004301
63004303,HP 회복량,,51,49,49,1,63004301
63004304,MP 회복량,,67,49,49,1,63004301
63004305,관통,,101,31,31,1,63004301
63004306,크리티컬 저항,,11,68,68,1,63004301
63004307,명중,,29,35,35,1,63004301
63004308,상태 이상 저항률,,99,93,93,1,63004301
63004309,이동속도 증가율,,62,125,125,1,63004301
63004310,HP 흡수율,,52,12,12,1,63004301
63004311,MP 비용 감소율,,65,156,156,1,63004301
63004312,경험치 획득량 증가율,,87,55,55,1,63004301
63004313,아데나 획득량 증가율,,89,55,55,1,63004301
63004314,,,65,1,1,1,63004301
63004315,,,65,1,1,1,63004301
63004316,,,65,1,1,1,63004301
63004317,,,65,1,1,1,63004301
63004318,,,65,1,1,1,63004301
63004319,,,65,1,1,1,63004301
63004320,,,65,1,1,1,63004301
63004401,최대 HP,,58,101,101,1,63004401
63004402,최대 MP,,60,101,101,1,63004401
63004403,HP 회복량,,51,179,179,1,63004401
63004404,MP 회복량,,67,179,179,1,63004401
63004405,관통,,101,110,110,1,63004401
63004406,크리티컬 저항,,11,246,246,1,63004401
63004407,명중,,29,114,114,1,63004401
63004408,상태 이상 저항률,,99,186,186,1,63004401
63004409,이동속도 증가율,,62,248,248,1,63004401
63004410,HP 흡수율,,52,21,21,1,63004401
63004411,MP 비용 감소율,,65,310,310,1,63004401
63004412,경험치 획득량 증가율,,87,105,105,1,63004401
63004413,아데나 획득량 증가율,,89,105,105,1,63004401
63004414,,,65,1,1,1,63004401
63004415,,,65,1,1,1,63004401
63004416,,,65,1,1,1,63004401
63004417,,,65,1,1,1,63004401
63004418,,,65,1,1,1,63004401
63004419,,,65,1,1,1,63004401
63004420,,,65,1,1,1,63004401
63004501,최대 HP,,58,273,273,1,63004501
63004502,최대 MP,,60,273,273,1,63004501
63004503,HP 회복량,,51,498,498,1,63004501
63004504,MP 회복량,,67,498,498,1,63004501
63004505,관통,,101,304,304,1,63004501
63004506,크리티컬 저항,,11,685,685,1,63004501
63004507,명중,,29,308,308,1,63004501
63004508,상태 이상 저항률,,99,324,324,1,63004501
63004509,이동속도 증가율,,62,432,432,1,63004501
63004510,HP 흡수율,,52,35,35,1,63004501
63004511,MP 비용 감소율,,65,540,540,1,63004501
63004512,경험치 획득량 증가율,,87,181,181,1,63004501
63004513,아데나 획득량 증가율,,89,181,181,1,63004501
63004514,,,65,1,1,1,63004501
63004515,,,65,1,1,1,63004501
63004516,,,65,1,1,1,63004501
63004517,,,65,1,1,1,63004501
63004518,,,65,1,1,1,63004501
63004519,,,65,1,1,1,63004501
63004520,,,65,1,1,1,63004501
63004601,최대 HP,,58,518,518,1,63004601
63004602,최대 MP,,60,518,518,1,63004601
63004603,HP 회복량,,51,954,954,1,63004601
63004604,MP 회복량,,67,954,954,1,63004601
63004605,관통,,101,581,581,1,63004601
63004606,크리티컬 저항,,11,1310,1310,1,63004601
63004607,명중,,29,584,584,1,63004601
63004608,상태 이상 저항률,,99,360,360,1,63004601
63004609,이동속도 증가율,,62,480,480,1,63004601
63004610,HP 흡수율,,52,39,39,1,63004601
63004611,MP 비용 감소율,,65,600,600,1,63004601
63004612,경험치 획득량 증가율,,87,200,200,1,63004601
63004613,아데나 획득량 증가율,,89,200,200,1,63004601
63004614,,,65,1,1,1,63004601
63004615,,,65,1,1,1,63004601
63004616,,,65,1,1,1,63004601
63004617,,,65,1,1,1,63004601
63004618,,,65,1,1,1,63004601
63004619,,,65,1,1,1,63004601
63004620,,,65,1,1,1,63004601
63005201,최대 HP,,58,15,15,1,63005201
63005202,최대 MP,,60,16,16,1,63005201
63005203,HP 회복량,,51,17,17,1,63005201
63005204,MP 회복량,,67,17,17,1,63005201
63005205,관통,,101,10,10,1,63005201
63005206,크리티컬 저항,,11,22,22,1,63005201
63005207,명중,,29,18,18,1,63005201
63005208,상태 이상 저항률,,99,53,53,1,63005201
63005209,이동속도 증가율,,62,63,63,1,63005201
63005210,HP 흡수율,,52,7,7,1,63005201
63005211,MP 비용 감소율,,65,79,79,1,63005201
63005212,경험치 획득량 증가율,,87,30,30,1,63005201
63005213,아데나 획득량 증가율,,89,30,30,1,63005201
63005214,,,65,1,1,1,63005201
63005215,,,65,1,1,1,63005201
63005216,,,65,1,1,1,63005201
63005217,,,65,1,1,1,63005201
63005218,,,65,1,1,1,63005201
63005219,,,65,1,1,1,63005201
63005220,,,65,1,1,1,63005201
63005301,최대 HP,,58,39,39,1,63005301
63005302,최대 MP,,60,41,41,1,63005301
63005303,HP 회복량,,51,62,62,1,63005301
63005304,MP 회복량,,67,62,62,1,63005301
63005305,관통,,101,35,35,1,63005301
63005306,크리티컬 저항,,11,80,80,1,63005301
63005307,명중,,29,46,46,1,63005301
63005308,상태 이상 저항률,,99,104,104,1,63005301
63005309,이동속도 증가율,,62,125,125,1,63005301
63005310,HP 흡수율,,52,12,12,1,63005301
63005311,MP 비용 감소율,,65,156,156,1,63005301
63005312,경험치 획득량 증가율,,87,55,55,1,63005301
63005313,아데나 획득량 증가율,,89,55,55,1,63005301
63005314,,,65,1,1,1,63005301
63005315,,,65,1,1,1,63005301
63005316,,,65,1,1,1,63005301
63005317,,,65,1,1,1,63005301
63005318,,,65,1,1,1,63005301
63005319,,,65,1,1,1,63005301
63005320,,,65,1,1,1,63005301
63005401,최대 HP,,58,126,126,1,63005401
63005402,최대 MP,,60,133,133,1,63005401
63005403,HP 회복량,,51,224,224,1,63005401
63005404,MP 회복량,,67,224,224,1,63005401
63005405,관통,,101,122,122,1,63005401
63005406,크리티컬 저항,,11,287,287,1,63005401
63005407,명중,,29,149,149,1,63005401
63005408,상태 이상 저항률,,99,206,206,1,63005401
63005409,이동속도 증가율,,62,248,248,1,63005401
63005410,HP 흡수율,,52,21,21,1,63005401
63005411,MP 비용 감소율,,65,310,310,1,63005401
63005412,경험치 획득량 증가율,,87,105,105,1,63005401
63005413,아데나 획득량 증가율,,89,105,105,1,63005401
63005414,,,65,1,1,1,63005401
63005415,,,65,1,1,1,63005401
63005416,,,65,1,1,1,63005401
63005417,,,65,1,1,1,63005401
63005418,,,65,1,1,1,63005401
63005419,,,65,1,1,1,63005401
63005420,,,65,1,1,1,63005401
63005501,최대 HP,,58,341,341,1,63005501
63005502,최대 MP,,60,358,358,1,63005501
63005503,HP 회복량,,51,623,623,1,63005501
63005504,MP 회복량,,67,623,623,1,63005501
63005505,관통,,101,338,338,1,63005501
63005506,크리티컬 저항,,11,799,799,1,63005501
63005507,명중,,29,404,404,1,63005501
63005508,상태 이상 저항률,,99,360,360,1,63005501
63005509,이동속도 증가율,,62,432,432,1,63005501
63005510,HP 흡수율,,52,35,35,1,63005501
63005511,MP 비용 감소율,,65,540,540,1,63005501
63005512,경험치 획득량 증가율,,87,181,181,1,63005501
63005513,아데나 획득량 증가율,,89,181,181,1,63005501
63005514,,,65,1,1,1,63005501
63005515,,,65,1,1,1,63005501
63005516,,,65,1,1,1,63005501
63005517,,,65,1,1,1,63005501
63005518,,,65,1,1,1,63005501
63005519,,,65,1,1,1,63005501
63005520,,,65,1,1,1,63005501
63005601,최대 HP,,58,648,648,1,63005601
63005602,최대 MP,,60,680,680,1,63005601
63005603,HP 회복량,,51,1193,1193,1,63005601
63005604,MP 회복량,,67,1193,1193,1,63005601
63005605,관통,,101,646,646,1,63005601
63005606,크리티컬 저항,,11,1528,1528,1,63005601
63005607,명중,,29,767,767,1,63005601
63005608,상태 이상 저항률,,99,400,400,1,63005601
63005609,이동속도 증가율,,62,480,480,1,63005601
63005610,HP 흡수율,,52,39,39,1,63005601
63005611,MP 비용 감소율,,65,600,600,1,63005601
63005612,경험치 획득량 증가율,,87,200,200,1,63005601
63005613,아데나 획득량 증가율,,89,200,200,1,63005601
63005614,,,65,1,1,1,63005601
63005615,,,65,1,1,1,63005601
63005616,,,65,1,1,1,63005601
63005617,,,65,1,1,1,63005601
63005618,,,65,1,1,1,63005601
63005619,,,65,1,1,1,63005601
63005620,,,65,1,1,1,63005601
63006201,최대 HP,,58,16,16,1,63006201
63006202,최대 MP,,60,15,15,1,63006201
63006203,HP 회복량,,51,17,17,1,63006201
63006204,MP 회복량,,67,17,17,1,63006201
63006205,관통,,101,10,10,1,63006201
63006206,크리티컬 저항,,11,21,21,1,63006201
63006207,명중,,29,16,16,1,63006201
63006208,상태 이상 저항률,,99,53,53,1,63006201
63006209,이동속도 증가율,,62,63,63,1,63006201
63006210,HP 흡수율,,52,7,7,1,63006201
63006211,MP 비용 감소율,,65,79,79,1,63006201
63006212,경험치 획득량 증가율,,87,30,30,1,63006201
63006213,아데나 획득량 증가율,,89,30,30,1,63006201
63006214,,,65,1,1,1,63006201
63006215,,,65,1,1,1,63006201
63006216,,,65,1,1,1,63006201
63006217,,,65,1,1,1,63006201
63006218,,,65,1,1,1,63006201
63006219,,,65,1,1,1,63006201
63006220,,,65,1,1,1,63006201
63006301,최대 HP,,58,41,41,1,63006301
63006302,최대 MP,,60,39,39,1,63006301
63006303,HP 회복량,,51,62,62,1,63006301
63006304,MP 회복량,,67,62,62,1,63006301
63006305,관통,,101,35,35,1,63006301
63006306,크리티컬 저항,,11,76,76,1,63006301
63006307,명중,,29,42,42,1,63006301
63006308,상태 이상 저항률,,99,104,104,1,63006301
63006309,이동속도 증가율,,62,125,125,1,63006301
63006310,HP 흡수율,,52,12,12,1,63006301
63006311,MP 비용 감소율,,65,156,156,1,63006301
63006312,경험치 획득량 증가율,,87,55,55,1,63006301
63006313,아데나 획득량 증가율,,89,55,55,1,63006301
63006314,,,65,1,1,1,63006301
63006315,,,65,1,1,1,63006301
63006316,,,65,1,1,1,63006301
63006317,,,65,1,1,1,63006301
63006318,,,65,1,1,1,63006301
63006319,,,65,1,1,1,63006301
63006320,,,65,1,1,1,63006301
63006401,최대 HP,,58,133,133,1,63006401
63006402,최대 MP,,60,126,126,1,63006401
63006403,HP 회복량,,51,224,224,1,63006401
63006404,MP 회복량,,67,224,224,1,63006401
63006405,관통,,101,122,122,1,63006401
63006406,크리티컬 저항,,11,273,273,1,63006401
63006407,명중,,29,135,135,1,63006401
63006408,상태 이상 저항률,,99,206,206,1,63006401
63006409,이동속도 증가율,,62,248,248,1,63006401
63006410,HP 흡수율,,52,21,21,1,63006401
63006411,MP 비용 감소율,,65,310,310,1,63006401
63006412,경험치 획득량 증가율,,87,105,105,1,63006401
63006413,아데나 획득량 증가율,,89,105,105,1,63006401
63006414,,,65,1,1,1,63006401
63006415,,,65,1,1,1,63006401
63006416,,,65,1,1,1,63006401
63006417,,,65,1,1,1,63006401
63006418,,,65,1,1,1,63006401
63006419,,,65,1,1,1,63006401
63006420,,,65,1,1,1,63006401
63006501,최대 HP,,58,358,358,1,63006501
63006502,최대 MP,,60,341,341,1,63006501
63006503,HP 회복량,,51,623,623,1,63006501
63006504,MP 회복량,,67,623,623,1,63006501
63006505,관통,,101,338,338,1,63006501
63006506,크리티컬 저항,,11,761,761,1,63006501
63006507,명중,,29,365,365,1,63006501
63006508,상태 이상 저항률,,99,360,360,1,63006501
63006509,이동속도 증가율,,62,432,432,1,63006501
63006510,HP 흡수율,,52,35,35,1,63006501
63006511,MP 비용 감소율,,65,540,540,1,63006501
63006512,경험치 획득량 증가율,,87,181,181,1,63006501
63006513,아데나 획득량 증가율,,89,181,181,1,63006501
63006514,,,65,1,1,1,63006501
63006515,,,65,1,1,1,63006501
63006516,,,65,1,1,1,63006501
63006517,,,65,1,1,1,63006501
63006518,,,65,1,1,1,63006501
63006519,,,65,1,1,1,63006501
63006520,,,65,1,1,1,63006501
63006601,최대 HP,,58,680,680,1,63006601
63006602,최대 MP,,60,648,648,1,63006601
63006603,HP 회복량,,51,1193,1193,1,63006601
63006604,MP 회복량,,67,1193,1193,1,63006601
63006605,관통,,101,646,646,1,63006601
63006606,크리티컬 저항,,11,1455,1455,1,63006601
63006607,명중,,29,694,694,1,63006601
63006608,상태 이상 저항률,,99,400,400,1,63006601
63006609,이동속도 증가율,,62,480,480,1,63006601
63006610,HP 흡수율,,52,39,39,1,63006601
63006611,MP 비용 감소율,,65,600,600,1,63006601
63006612,경험치 획득량 증가율,,87,200,200,1,63006601
63006613,아데나 획득량 증가율,,89,200,200,1,63006601
63006614,,,65,1,1,1,63006601
63006615,,,65,1,1,1,63006601
63006616,,,65,1,1,1,63006601
63006617,,,65,1,1,1,63006601
63006618,,,65,1,1,1,63006601
63006619,,,65,1,1,1,63006601
63006620,,,65,1,1,1,63006601
63007201,최대 HP,,58,12,12,1,63007201
63007202,최대 MP,,60,15,15,1,63007201
63007203,HP 회복량,,51,13,13,1,63007201
63007204,MP 회복량,,67,17,17,1,63007201
63007205,관통,,101,9,9,1,63007201
63007206,크리티컬 저항,,11,19,19,1,63007201
63007207,명중,,29,13,13,1,63007201
63007208,상태 이상 저항률,,99,47,47,1,63007201
63007209,이동속도 증가율,,62,51,51,1,63007201
63007210,HP 흡수율,,52,7,7,1,63007201
63007211,MP 비용 감소율,,65,79,79,1,63007201
63007212,경험치 획득량 증가율,,87,30,30,1,63007201
63007213,아데나 획득량 증가율,,89,30,30,1,63007201
63007214,,,65,1,1,1,63007201
63007215,,,65,1,1,1,63007201
63007216,,,65,1,1,1,63007201
63007217,,,65,1,1,1,63007201
63007218,,,65,1,1,1,63007201
63007219,,,65,1,1,1,63007201
63007220,,,65,1,1,1,63007201
63007301,최대 HP,,58,31,31,1,63007301
63007302,최대 MP,,60,39,39,1,63007301
63007303,HP 회복량,,51,49,49,1,63007301
63007304,MP 회복량,,67,62,62,1,63007301
63007305,관통,,101,29,29,1,63007301
63007306,크리티컬 저항,,11,68,68,1,63007301
63007307,명중,,29,35,35,1,63007301
63007308,상태 이상 저항률,,99,93,93,1,63007301
63007309,이동속도 증가율,,62,100,100,1,63007301
63007310,HP 흡수율,,52,12,12,1,63007301
63007311,MP 비용 감소율,,65,156,156,1,63007301
63007312,경험치 획득량 증가율,,87,55,55,1,63007301
63007313,아데나 획득량 증가율,,89,55,55,1,63007301
63007314,,,65,1,1,1,63007301
63007315,,,65,1,1,1,63007301
63007316,,,65,1,1,1,63007301
63007317,,,65,1,1,1,63007301
63007318,,,65,1,1,1,63007301
63007319,,,65,1,1,1,63007301
63007320,,,65,1,1,1,63007301
63007401,최대 HP,,58,101,101,1,63007401
63007402,최대 MP,,60,126,126,1,63007401
63007403,HP 회복량,,51,179,179,1,63007401
63007404,MP 회복량,,67,224,224,1,63007401
63007405,관통,,101,104,104,1,63007401
63007406,크리티컬 저항,,11,246,246,1,63007401
63007407,명중,,29,114,114,1,63007401
63007408,상태 이상 저항률,,99,186,186,1,63007401
63007409,이동속도 증가율,,62,198,198,1,63007401
63007410,HP 흡수율,,52,21,21,1,63007401
63007411,MP 비용 감소율,,65,310,310,1,63007401
63007412,경험치 획득량 증가율,,87,105,105,1,63007401
63007413,아데나 획득량 증가율,,89,105,105,1,63007401
63007414,,,65,1,1,1,63007401
63007415,,,65,1,1,1,63007401
63007416,,,65,1,1,1,63007401
63007417,,,65,1,1,1,63007401
63007418,,,65,1,1,1,63007401
63007419,,,65,1,1,1,63007401
63007420,,,65,1,1,1,63007401
63007501,최대 HP,,58,273,273,1,63007501
63007502,최대 MP,,60,341,341,1,63007501
63007503,HP 회복량,,51,498,498,1,63007501
63007504,MP 회복량,,67,623,623,1,63007501
63007505,관통,,101,287,287,1,63007501
63007506,크리티컬 저항,,11,685,685,1,63007501
63007507,명중,,29,308,308,1,63007501
63007508,상태 이상 저항률,,99,324,324,1,63007501
63007509,이동속도 증가율,,62,345,345,1,63007501
63007510,HP 흡수율,,52,35,35,1,63007501
63007511,MP 비용 감소율,,65,540,540,1,63007501
63007512,경험치 획득량 증가율,,87,181,181,1,63007501
63007513,아데나 획득량 증가율,,89,181,181,1,63007501
63007514,,,65,1,1,1,63007501
63007515,,,65,1,1,1,63007501
63007516,,,65,1,1,1,63007501
63007517,,,65,1,1,1,63007501
63007518,,,65,1,1,1,63007501
63007519,,,65,1,1,1,63007501
63007520,,,65,1,1,1,63007501
63007601,최대 HP,,58,518,518,1,63007601
63007602,최대 MP,,60,648,648,1,63007601
63007603,HP 회복량,,51,954,954,1,63007601
63007604,MP 회복량,,67,1193,1193,1,63007601
63007605,관통,,101,549,549,1,63007601
63007606,크리티컬 저항,,11,1310,1310,1,63007601
63007607,명중,,29,584,584,1,63007601
63007608,상태 이상 저항률,,99,360,360,1,63007601
63007609,이동속도 증가율,,62,384,384,1,63007601
63007610,HP 흡수율,,52,39,39,1,63007601
63007611,MP 비용 감소율,,65,600,600,1,63007601
63007612,경험치 획득량 증가율,,87,200,200,1,63007601
63007613,아데나 획득량 증가율,,89,200,200,1,63007601
63007614,,,65,1,1,1,63007601
63007615,,,65,1,1,1,63007601
63007616,,,65,1,1,1,63007601
63007617,,,65,1,1,1,63007601
63007618,,,65,1,1,1,63007601
63007619,,,65,1,1,1,63007601
63007620,,,65,1,1,1,63007601
400011,물리 공격력 증가율,물리 공격력 증가율 [Param] 만큼 증가,3,0,0,1,400011
400012,마법 공격력 증가율,마법 공격력 증가율 [Param] 만큼 증가,4,0,0,1,400011
400013,물리 방어력 증가율,물리 방어력 증가율 [Param] 만큼 증가,23,0,0,1,400011
400014,마법 방어력 증가율,마법 방어력 증가율 [Param] 만큼 증가,24,0,0,1,400011
400015,최대 HP 증가율,최대 HP 증가율 [Param] 만큼 증가,59,0,0,1,400011
400016,최대 MP 증가율,최대 MP 증가율 [Param] 만큼 증가,61,0,0,1,400011
400017,크리티컬 대미지 증가율,크리티컬 대미지 증가율 [Param] 만큼 증가,9,0,0,1,400011
400021,물리 공격력 증가율,물리 공격력 증가율 [Param] 만큼 증가,3,0,0,1,400021
400022,마법 공격력 증가율,마법 공격력 증가율 [Param] 만큼 증가,4,0,0,1,400021
400023,물리 방어력 증가율,물리 방어력 증가율 [Param] 만큼 증가,23,0,0,1,400021
400024,마법 방어력 증가율,마법 방어력 증가율 [Param] 만큼 증가,24,0,0,1,400021
400025,최대 HP 증가율,최대 HP 증가율 [Param] 만큼 증가,59,0,0,1,400021
400026,최대 MP 증가율,최대 MP 증가율 [Param] 만큼 증가,61,0,0,1,400021
400027,크리티컬 대미지 증가율,크리티컬 대미지 증가율 [Param] 만큼 증가,9,0,0,1,400021
400031,물리 공격력 증가율,물리 공격력 증가율 [Param] 만큼 증가,3,0,0,1,400031
400032,마법 공격력 증가율,마법 공격력 증가율 [Param] 만큼 증가,4,0,0,1,400031
400033,물리 방어력 증가율,물리 방어력 증가율 [Param] 만큼 증가,23,0,0,1,400031
400034,마법 방어력 증가율,마법 방어력 증가율 [Param] 만큼 증가,24,0,0,1,400031
400035,최대 HP 증가율,최대 HP 증가율 [Param] 만큼 증가,59,0,0,1,400031
400036,최대 MP 증가율,최대 MP 증가율 [Param] 만큼 증가,61,0,0,1,400031
400037,크리티컬 대미지 증가율,크리티컬 대미지 증가율 [Param] 만큼 증가,9,0,0,1,400031
400041,물리 공격력 증가율,물리 공격력 증가율 [Param] 만큼 증가,3,0,0,1,400041
400042,마법 공격력 증가율,마법 공격력 증가율 [Param] 만큼 증가,4,0,0,1,400041
400043,물리 방어력 증가율,물리 방어력 증가율 [Param] 만큼 증가,23,0,0,1,400041
400044,마법 방어력 증가율,마법 방어력 증가율 [Param] 만큼 증가,24,0,0,1,400041
400045,최대 HP 증가율,최대 HP 증가율 [Param] 만큼 증가,59,0,0,1,400041
400046,최대 MP 증가율,최대 MP 증가율 [Param] 만큼 증가,61,0,0,1,400041
400047,크리티컬 대미지 증가율,크리티컬 대미지 증가율 [Param] 만큼 증가,9,0,0,1,400041
400051,물리 공격력 증가율,물리 공격력 증가율 [Param] 만큼 증가,3,0,0,1,400051
400052,마법 공격력 증가율,마법 공격력 증가율 [Param] 만큼 증가,4,0,0,1,400051
400053,물리 방어력 증가율,물리 방어력 증가율 [Param] 만큼 증가,23,0,0,1,400051
400054,마법 방어력 증가율,마법 방어력 증가율 [Param] 만큼 증가,24,0,0,1,400051
400055,최대 HP 증가율,최대 HP 증가율 [Param] 만큼 증가,59,0,0,1,400051
400056,최대 MP 증가율,최대 MP 증가율 [Param] 만큼 증가,61,0,0,1,400051
400057,크리티컬 대미지 증가율,크리티컬 대미지 증가율 [Param] 만큼 증가,9,0,0,1,400051
400061,물리 공격력 증가율,물리 공격력 증가율 [Param] 만큼 증가,3,0,0,1,400061
400062,마법 공격력 증가율,마법 공격력 증가율 [Param] 만큼 증가,4,0,0,1,400061
400063,물리 방어력 증가율,물리 방어력 증가율 [Param] 만큼 증가,23,0,0,1,400061
400064,마법 방어력 증가율,마법 방어력 증가율 [Param] 만큼 증가,24,0,0,1,400061
400065,최대 HP 증가율,최대 HP 증가율 [Param] 만큼 증가,59,0,0,1,400061
400066,최대 MP 증가율,최대 MP 증가율 [Param] 만큼 증가,61,0,0,1,400061
400067,크리티컬 대미지 증가율,크리티컬 대미지 증가율 [Param] 만큼 증가,9,0,0,1,400061
400071,물리 공격력 증가율,물리 공격력 증가율 [Param] 만큼 증가,3,0,0,1,400071
400072,마법 공격력 증가율,마법 공격력 증가율 [Param] 만큼 증가,4,0,0,1,400071
400073,물리 방어력 증가율,물리 방어력 증가율 [Param] 만큼 증가,23,0,0,1,400071
400074,마법 방어력 증가율,마법 방어력 증가율 [Param] 만큼 증가,24,0,0,1,400071
400075,최대 HP 증가율,최대 HP 증가율 [Param] 만큼 증가,59,0,0,1,400071
400076,최대 MP 증가율,최대 MP 증가율 [Param] 만큼 증가,61,0,0,1,400071
400077,크리티컬 대미지 증가율,크리티컬 대미지 증가율 [Param] 만큼 증가,9,0,0,1,400071
400081,물리 공격력 증가율,물리 공격력 증가율 [Param] 만큼 증가,3,50,50,1,400081
400082,마법 공격력 증가율,마법 공격력 증가율 [Param] 만큼 증가,4,50,50,1,400081
400083,물리 방어력 증가율,물리 방어력 증가율 [Param] 만큼 증가,23,50,50,1,400081
400084,마법 방어력 증가율,마법 방어력 증가율 [Param] 만큼 증가,24,50,50,1,400081
400085,최대 HP 증가율,최대 HP 증가율 [Param] 만큼 증가,59,50,50,1,400081
400086,최대 MP 증가율,최대 MP 증가율 [Param] 만큼 증가,61,50,50,1,400081
400087,크리티컬 대미지 증가율,크리티컬 대미지 증가율 [Param] 만큼 증가,9,50,50,1,400081
400091,물리 공격력 증가율,물리 공격력 증가율 [Param] 만큼 증가,3,100,100,1,400091
400092,마법 공격력 증가율,마법 공격력 증가율 [Param] 만큼 증가,4,100,100,1,400091
400093,물리 방어력 증가율,물리 방어력 증가율 [Param] 만큼 증가,23,100,100,1,400091
400094,마법 방어력 증가율,마법 방어력 증가율 [Param] 만큼 증가,24,100,100,1,400091
400095,최대 HP 증가율,최대 HP 증가율 [Param] 만큼 증가,59,100,100,1,400091
400096,최대 MP 증가율,최대 MP 증가율 [Param] 만큼 증가,61,100,100,1,400091
400097,크리티컬 대미지 증가율,크리티컬 대미지 증가율 [Param] 만큼 증가,9,100,100,1,400091
400101,물리 공격력 증가율,물리 공격력 증가율 [Param] 만큼 증가,3,150,150,1,400101
400102,마법 공격력 증가율,마법 공격력 증가율 [Param] 만큼 증가,4,150,150,1,400101
400103,물리 방어력 증가율,물리 방어력 증가율 [Param] 만큼 증가,23,150,150,1,400101
400104,마법 방어력 증가율,마법 방어력 증가율 [Param] 만큼 증가,24,150,150,1,400101
400105,최대 HP 증가율,최대 HP 증가율 [Param] 만큼 증가,59,150,150,1,400101
400106,최대 MP 증가율,최대 MP 증가율 [Param] 만큼 증가,61,150,150,1,400101
400107,크리티컬 대미지 증가율,크리티컬 대미지 증가율 [Param] 만큼 증가,9,150,150,1,400101
400111,물리 공격력 증가율,물리 공격력 증가율 [Param] 만큼 증가,3,250,250,1,400111
400112,마법 공격력 증가율,마법 공격력 증가율 [Param] 만큼 증가,4,250,250,1,400111
400113,물리 방어력 증가율,물리 방어력 증가율 [Param] 만큼 증가,23,250,250,1,400111
400114,마법 방어력 증가율,마법 방어력 증가율 [Param] 만큼 증가,24,250,250,1,400111
400115,최대 HP 증가율,최대 HP 증가율 [Param] 만큼 증가,59,250,250,1,400111
400116,최대 MP 증가율,최대 MP 증가율 [Param] 만큼 증가,61,250,250,1,400111
400117,크리티컬 대미지 증가율,크리티컬 대미지 증가율 [Param] 만큼 증가,9,250,250,1,400111
