Id,EquipEffectDescription,ConditionRoomTypeList,ConditionType,ConditionFireRate,EffectType,EffectParam1,EffectParam2,EquipEffectBuffIcon,EquipEffectBuffName,EquipEffectBuffDescription
7100628,"몬스터에게 피해를 받으면 <Fontblue>18.7%</> 확률로,보호막이<Fontblue>12초</>간 생성됩니다.보호막이 유지되는 동안 몬스터의 스킬공격을 <Fontblue>2회</> 방어합니다.

(이 효과는 3분에 한번만 발동됩니다.)
(적용장소 : 필드/월드보스/정예던전/시공의균열/혈맹던전/마물소환석/오만의탑/일일,채집,장비,아데나,소환석던전)","World,BossWorld,RegularDungeonWorld,PartyDungeonWorld,GuildDungeonWorld,SummonWorld,InfinityDungeonWorld,DailyDungeonWorld,GatheringDungeonWorld,EquipDungeonWorld,AdenaDungeonWorld,SummonStoneDungeonWorld",4,1870,85,1,990228,Icon_Buff_CapeEquipEffect_01,붉은 파멸의 망토 착용효과,"몬스터에게 피해를 받으면 <Fontblue>18.7%</> 확률로,<Fontblue>몬스터스킬공격을 2회</> 막는 보호막 발동. 쿨타임3분"
7100629,"몬스터에게 피해를 받으면 <Fontblue>19.1%</> 확률로,보호막이<Fontblue>12초</>간 생성됩니다.보호막이 유지되는 동안 몬스터의 스킬공격을 <Fontblue>2회</> 방어합니다.

(이 효과는 3분에 한번만 발동됩니다.)
(적용장소 : 필드/월드보스/정예던전/시공의균열/혈맹던전/마물소환석/오만의탑/일일,채집,장비,아데나,소환석던전)","World,BossWorld,RegularDungeonWorld,PartyDungeonWorld,GuildDungeonWorld,SummonWorld,InfinityDungeonWorld,DailyDungeonWorld,GatheringDungeonWorld,EquipDungeonWorld,AdenaDungeonWorld,SummonStoneDungeonWorld",4,1910,85,1,990229,Icon_Buff_CapeEquipEffect_01,붉은 파멸의 망토 착용효과,"몬스터에게 피해를 받으면 <Fontblue>19.1%</> 확률로,<Fontblue>몬스터스킬공격을 2회</> 막는 보호막 발동. 쿨타임3분"
7100630,"몬스터에게 피해를 받으면 <Fontblue>19.5%</> 확률로,보호막이<Fontblue>12초</>간 생성됩니다.보호막이 유지되는 동안 몬스터의 스킬공격을 <Fontblue>3회</> 방어합니다.

(이 효과는 3분에 한번만 발동됩니다.)
(적용장소 : 필드/월드보스/정예던전/시공의균열/혈맹던전/마물소환석/오만의탑/일일,채집,장비,아데나,소환석던전)","World,BossWorld,RegularDungeonWorld,PartyDungeonWorld,GuildDungeonWorld,SummonWorld,InfinityDungeonWorld,DailyDungeonWorld,GatheringDungeonWorld,EquipDungeonWorld,AdenaDungeonWorld,SummonStoneDungeonWorld",4,1950,85,1,990230,Icon_Buff_CapeEquipEffect_01,붉은 파멸의 망토 착용효과,"몬스터에게 피해를 받으면 <Fontblue>19.5%</> 확률로,<Fontblue>몬스터스킬공격을 3회</> 막는 보호막 발동. 쿨타임3분"
7100631,"몬스터에게 피해를 받으면 <Fontblue>19.7%</> 확률로,보호막이<Fontblue>12초</>간 생성됩니다.보호막이 유지되는 동안 몬스터의 스킬공격을 <Fontblue>3회</> 방어합니다.

(이 효과는 3분에 한번만 발동됩니다.)
(적용장소 : 필드/월드보스/정예던전/시공의균열/혈맹던전/마물소환석/오만의탑/일일,채집,장비,아데나,소환석던전)","World,BossWorld,RegularDungeonWorld,PartyDungeonWorld,GuildDungeonWorld,SummonWorld,InfinityDungeonWorld,DailyDungeonWorld,GatheringDungeonWorld,EquipDungeonWorld,AdenaDungeonWorld,SummonStoneDungeonWorld",4,1970,85,1,990230,Icon_Buff_CapeEquipEffect_01,붉은 파멸의 망토 착용효과,"몬스터에게 피해를 받으면 <Fontblue>19.7%</> 확률로,<Fontblue>몬스터스킬공격을 3회</> 막는 보호막 발동. 쿨타임3분"
7100632,"몬스터에게 피해를 받으면 <Fontblue>19.9%</> 확률로,보호막이<Fontblue>12초</>간 생성됩니다.보호막이 유지되는 동안 몬스터의 스킬공격을 <Fontblue>3회</> 방어합니다.

(이 효과는 3분에 한번만 발동됩니다.)
(적용장소 : 필드/월드보스/정예던전/시공의균열/혈맹던전/마물소환석/오만의탑/일일,채집,장비,아데나,소환석던전)","World,BossWorld,RegularDungeonWorld,PartyDungeonWorld,GuildDungeonWorld,SummonWorld,InfinityDungeonWorld,DailyDungeonWorld,GatheringDungeonWorld,EquipDungeonWorld,AdenaDungeonWorld,SummonStoneDungeonWorld",4,1990,85,1,990230,Icon_Buff_CapeEquipEffect_01,붉은 파멸의 망토 착용효과,"몬스터에게 피해를 받으면 <Fontblue>19.9%</> 확률로,<Fontblue>몬스터스킬공격을 3회</> 막는 보호막 발동. 쿨타임3분"
7100633,"몬스터에게 피해를 받으면 <Fontblue>20.1%</> 확률로,보호막이<Fontblue>12초</>간 생성됩니다.보호막이 유지되는 동안 몬스터의 스킬공격을 <Fontblue>3회</> 방어합니다.

(이 효과는 3분에 한번만 발동됩니다.)
(적용장소 : 필드/월드보스/정예던전/시공의균열/혈맹던전/마물소환석/오만의탑/일일,채집,장비,아데나,소환석던전)","World,BossWorld,RegularDungeonWorld,PartyDungeonWorld,GuildDungeonWorld,SummonWorld,InfinityDungeonWorld,DailyDungeonWorld,GatheringDungeonWorld,EquipDungeonWorld,AdenaDungeonWorld,SummonStoneDungeonWorld",4,2010,85,1,990230,Icon_Buff_CapeEquipEffect_01,붉은 파멸의 망토 착용효과,"몬스터에게 피해를 받으면 <Fontblue>20.1%</> 확률로,<Fontblue>몬스터스킬공격을 3회</> 막는 보호막 발동. 쿨타임3분"
7100634,"몬스터에게 피해를 받으면 <Fontblue>20.3%</> 확률로,보호막이<Fontblue>12초</>간 생성됩니다.보호막이 유지되는 동안 몬스터의 스킬공격을 <Fontblue>3회</> 방어합니다.

(이 효과는 3분에 한번만 발동됩니다.)
(적용장소 : 필드/월드보스/정예던전/시공의균열/혈맹던전/마물소환석/오만의탑/일일,채집,장비,아데나,소환석던전)","World,BossWorld,RegularDungeonWorld,PartyDungeonWorld,GuildDungeonWorld,SummonWorld,InfinityDungeonWorld,DailyDungeonWorld,GatheringDungeonWorld,EquipDungeonWorld,AdenaDungeonWorld,SummonStoneDungeonWorld",4,2030,85,1,990230,Icon_Buff_CapeEquipEffect_01,붉은 파멸의 망토 착용효과,"몬스터에게 피해를 받으면 <Fontblue>20.3%</> 확률로,<Fontblue>몬스터스킬공격을 3회</> 막는 보호막 발동. 쿨타임3분"
7100635,"몬스터에게 피해를 받으면 <Fontblue>20.5%</> 확률로,보호막이<Fontblue>12초</>간 생성됩니다.보호막이 유지되는 동안 몬스터의 스킬공격을 <Fontblue>3회</> 방어합니다.

(이 효과는 3분에 한번만 발동됩니다.)
(적용장소 : 필드/월드보스/정예던전/시공의균열/혈맹던전/마물소환석/오만의탑/일일,채집,장비,아데나,소환석던전)","World,BossWorld,RegularDungeonWorld,PartyDungeonWorld,GuildDungeonWorld,SummonWorld,InfinityDungeonWorld,DailyDungeonWorld,GatheringDungeonWorld,EquipDungeonWorld,AdenaDungeonWorld,SummonStoneDungeonWorld",4,2050,85,1,990230,Icon_Buff_CapeEquipEffect_01,붉은 파멸의 망토 착용효과,"몬스터에게 피해를 받으면 <Fontblue>20.5%</> 확률로,<Fontblue>몬스터스킬공격을 3회</> 막는 보호막 발동. 쿨타임3분"
7100636,"몬스터에게 피해를 받으면 <Fontblue>20.7%</> 확률로,보호막이<Fontblue>12초</>간 생성됩니다.보호막이 유지되는 동안 몬스터의 스킬공격을 <Fontblue>3회</> 방어합니다.

(이 효과는 3분에 한번만 발동됩니다.)
(적용장소 : 필드/월드보스/정예던전/시공의균열/혈맹던전/마물소환석/오만의탑/일일,채집,장비,아데나,소환석던전)","World,BossWorld,RegularDungeonWorld,PartyDungeonWorld,GuildDungeonWorld,SummonWorld,InfinityDungeonWorld,DailyDungeonWorld,GatheringDungeonWorld,EquipDungeonWorld,AdenaDungeonWorld,SummonStoneDungeonWorld",4,2070,85,1,990230,Icon_Buff_CapeEquipEffect_01,붉은 파멸의 망토 착용효과,"몬스터에게 피해를 받으면 <Fontblue>20.7%</> 확률로,<Fontblue>몬스터스킬공격을 3회</> 막는 보호막 발동. 쿨타임3분"
7100637,"몬스터에게 피해를 받으면 <Fontblue>20.9%</> 확률로,보호막이<Fontblue>12초</>간 생성됩니다.보호막이 유지되는 동안 몬스터의 스킬공격을 <Fontblue>3회</> 방어합니다.

(이 효과는 3분에 한번만 발동됩니다.)
(적용장소 : 필드/월드보스/정예던전/시공의균열/혈맹던전/마물소환석/오만의탑/일일,채집,장비,아데나,소환석던전)","World,BossWorld,RegularDungeonWorld,PartyDungeonWorld,GuildDungeonWorld,SummonWorld,InfinityDungeonWorld,DailyDungeonWorld,GatheringDungeonWorld,EquipDungeonWorld,AdenaDungeonWorld,SummonStoneDungeonWorld",4,2090,85,1,990230,Icon_Buff_CapeEquipEffect_01,붉은 파멸의 망토 착용효과,"몬스터에게 피해를 받으면 <Fontblue>20.9%</> 확률로,<Fontblue>몬스터스킬공격을 3회</> 막는 보호막 발동. 쿨타임3분"
7100638,"몬스터에게 피해를 받으면 <Fontblue>21.1%</> 확률로,보호막이<Fontblue>12초</>간 생성됩니다.보호막이 유지되는 동안 몬스터의 스킬공격을 <Fontblue>3회</> 방어합니다.

(이 효과는 3분에 한번만 발동됩니다.)
(적용장소 : 필드/월드보스/정예던전/시공의균열/혈맹던전/마물소환석/오만의탑/일일,채집,장비,아데나,소환석던전)","World,BossWorld,RegularDungeonWorld,PartyDungeonWorld,GuildDungeonWorld,SummonWorld,InfinityDungeonWorld,DailyDungeonWorld,GatheringDungeonWorld,EquipDungeonWorld,AdenaDungeonWorld,SummonStoneDungeonWorld",4,2110,85,1,990230,Icon_Buff_CapeEquipEffect_01,붉은 파멸의 망토 착용효과,"몬스터에게 피해를 받으면 <Fontblue>21.1%</> 확률로,<Fontblue>몬스터스킬공격을 3회</> 막는 보호막 발동. 쿨타임3분"
7100639,"몬스터에게 피해를 받으면 <Fontblue>21.3%</> 확률로,보호막이<Fontblue>12초</>간 생성됩니다.보호막이 유지되는 동안 몬스터의 스킬공격을 <Fontblue>3회</> 방어합니다.

(이 효과는 3분에 한번만 발동됩니다.)
(적용장소 : 필드/월드보스/정예던전/시공의균열/혈맹던전/마물소환석/오만의탑/일일,채집,장비,아데나,소환석던전)","World,BossWorld,RegularDungeonWorld,PartyDungeonWorld,GuildDungeonWorld,SummonWorld,InfinityDungeonWorld,DailyDungeonWorld,GatheringDungeonWorld,EquipDungeonWorld,AdenaDungeonWorld,SummonStoneDungeonWorld",4,2130,85,1,990230,Icon_Buff_CapeEquipEffect_01,붉은 파멸의 망토 착용효과,"몬스터에게 피해를 받으면 <Fontblue>21.3%</> 확률로,<Fontblue>몬스터스킬공격을 3회</> 막는 보호막 발동. 쿨타임3분"
7100640,"몬스터에게 피해를 받으면 <Fontblue>21.5%</> 확률로,보호막이<Fontblue>12초</>간 생성됩니다.보호막이 유지되는 동안 몬스터의 스킬공격을 <Fontblue>3회</> 방어합니다.

(이 효과는 3분에 한번만 발동됩니다.)
(적용장소 : 필드/월드보스/정예던전/시공의균열/혈맹던전/마물소환석/오만의탑/일일,채집,장비,아데나,소환석던전)","World,BossWorld,RegularDungeonWorld,PartyDungeonWorld,GuildDungeonWorld,SummonWorld,InfinityDungeonWorld,DailyDungeonWorld,GatheringDungeonWorld,EquipDungeonWorld,AdenaDungeonWorld,SummonStoneDungeonWorld",4,2150,85,1,990230,Icon_Buff_CapeEquipEffect_01,붉은 파멸의 망토 착용효과,"몬스터에게 피해를 받으면 <Fontblue>21.5%</> 확률로,<Fontblue>몬스터스킬공격을 3회</> 막는 보호막 발동. 쿨타임3분"
7100701,"플레이어에게 피해를 받으면 <Fontblue>3%</> 확률로,보호막이<Fontblue>7초</>간 생성됩니다.보호막이 유지되는 동안, 레어스킬 공격을 <Fontblue>1회</> 막을 수 있습니다.

(이 효과는 5분에 한번만 발동됩니다.)
(적용장소 : 결투장/명예의전장/요새전/공성전/난투장/혈맹아지트/채집던전)","PvpWorld,SiegeWorld,BattlefieldOfHonorWorld,MeleeWorld,GuildAgitWorld,GatheringDungeonWorld",5,300,85,1,990301,Icon_Buff_CapeEquipEffect_01,고결한 피의 망토 착용효과,"플레이어에게 피해를 받으면 <Fontblue>3%</> 확률로,<fontblue>레어스킬공격을 1회</> 막는 보호막 발동. 쿨타임5분"
7100702,"플레이어에게 피해를 받으면 <Fontblue>3.3%</> 확률로,보호막이<Fontblue>7초</>간 생성됩니다.보호막이 유지되는 동안, 레어스킬 공격을 <Fontblue>1회</> 막을 수 있습니다.

(이 효과는 5분에 한번만 발동됩니다.)
(적용장소 : 결투장/명예의전장/요새전/공성전/난투장/혈맹아지트/채집던전)","PvpWorld,SiegeWorld,BattlefieldOfHonorWorld,MeleeWorld,GuildAgitWorld,GatheringDungeonWorld",5,330,85,1,990302,Icon_Buff_CapeEquipEffect_01,고결한 피의 망토 착용효과,"플레이어에게 피해를 받으면 <Fontblue>3.3%</> 확률로,<fontblue>레어스킬공격을 1회</> 막는 보호막 발동. 쿨타임5분"
7100703,"플레이어에게 피해를 받으면 <Fontblue>3.6%</> 확률로,보호막이<Fontblue>7초</>간 생성됩니다.보호막이 유지되는 동안, 레어스킬 공격을 <Fontblue>1회</> 막을 수 있습니다.

(이 효과는 5분에 한번만 발동됩니다.)
(적용장소 : 결투장/명예의전장/요새전/공성전/난투장/혈맹아지트/채집던전)","PvpWorld,SiegeWorld,BattlefieldOfHonorWorld,MeleeWorld,GuildAgitWorld,GatheringDungeonWorld",5,360,85,1,990303,Icon_Buff_CapeEquipEffect_01,고결한 피의 망토 착용효과,"플레이어에게 피해를 받으면 <Fontblue>3.6%</> 확률로,<fontblue>레어스킬공격을 1회</> 막는 보호막 발동. 쿨타임5분"
7100704,"플레이어에게 피해를 받으면 <Fontblue>3.9%</> 확률로,보호막이<Fontblue>7초</>간 생성됩니다.보호막이 유지되는 동안, 레어스킬 공격을 <Fontblue>1회</> 막을 수 있습니다.

(이 효과는 5분에 한번만 발동됩니다.)
(적용장소 : 결투장/명예의전장/요새전/공성전/난투장/혈맹아지트/채집던전)","PvpWorld,SiegeWorld,BattlefieldOfHonorWorld,MeleeWorld,GuildAgitWorld,GatheringDungeonWorld",5,390,85,1,990304,Icon_Buff_CapeEquipEffect_01,고결한 피의 망토 착용효과,"플레이어에게 피해를 받으면 <Fontblue>3.9%</> 확률로,<fontblue>레어스킬공격을 1회</> 막는 보호막 발동. 쿨타임5분"
7100705,"플레이어에게 피해를 받으면 <Fontblue>4.2%</> 확률로,보호막이<Fontblue>7초</>간 생성됩니다.보호막이 유지되는 동안, 레어스킬 공격을 <Fontblue>1회</> 막을 수 있습니다.

(이 효과는 5분에 한번만 발동됩니다.)
(적용장소 : 결투장/명예의전장/요새전/공성전/난투장/혈맹아지트/채집던전)","PvpWorld,SiegeWorld,BattlefieldOfHonorWorld,MeleeWorld,GuildAgitWorld,GatheringDungeonWorld",5,420,85,1,990305,Icon_Buff_CapeEquipEffect_01,고결한 피의 망토 착용효과,"플레이어에게 피해를 받으면 <Fontblue>4.2%</> 확률로,<fontblue>레어스킬공격을 1회</> 막는 보호막 발동. 쿨타임5분"
7100706,"플레이어에게 피해를 받으면 <Fontblue>4.5%</> 확률로,보호막이<Fontblue>7초</>간 생성됩니다.보호막이 유지되는 동안, 레어스킬 공격을 <Fontblue>1회</> 막을 수 있습니다.

(이 효과는 5분에 한번만 발동됩니다.)
(적용장소 : 결투장/명예의전장/요새전/공성전/난투장/혈맹아지트/채집던전)","PvpWorld,SiegeWorld,BattlefieldOfHonorWorld,MeleeWorld,GuildAgitWorld,GatheringDungeonWorld",5,450,85,1,990306,Icon_Buff_CapeEquipEffect_01,고결한 피의 망토 착용효과,"플레이어에게 피해를 받으면 <Fontblue>4.5%</> 확률로,<fontblue>레어스킬공격을 1회</> 막는 보호막 발동. 쿨타임5분"
7100707,"플레이어에게 피해를 받으면 <Fontblue>4.8%</> 확률로,보호막이<Fontblue>7초</>간 생성됩니다.보호막이 유지되는 동안, 레어스킬 공격을 <Fontblue>1회</> 막을 수 있습니다.

(이 효과는 5분에 한번만 발동됩니다.)
(적용장소 : 결투장/명예의전장/요새전/공성전/난투장/혈맹아지트/채집던전)","PvpWorld,SiegeWorld,BattlefieldOfHonorWorld,MeleeWorld,GuildAgitWorld,GatheringDungeonWorld",5,480,85,1,990307,Icon_Buff_CapeEquipEffect_01,고결한 피의 망토 착용효과,"플레이어에게 피해를 받으면 <Fontblue>4.8%</> 확률로,<fontblue>레어스킬공격을 1회</> 막는 보호막 발동. 쿨타임5분"
7100708,"플레이어에게 피해를 받으면 <Fontblue>5.1%</> 확률로,보호막이<Fontblue>7초</>간 생성됩니다.보호막이 유지되는 동안, 레어스킬 공격을 <Fontblue>1회</> 막을 수 있습니다.

(이 효과는 5분에 한번만 발동됩니다.)
(적용장소 : 결투장/명예의전장/요새전/공성전/난투장/혈맹아지트/채집던전)","PvpWorld,SiegeWorld,BattlefieldOfHonorWorld,MeleeWorld,GuildAgitWorld,GatheringDungeonWorld",5,510,85,1,990308,Icon_Buff_CapeEquipEffect_01,고결한 피의 망토 착용효과,"플레이어에게 피해를 받으면 <Fontblue>5.1%</> 확률로,<fontblue>레어스킬공격을 1회</> 막는 보호막 발동. 쿨타임5분"
7100709,"플레이어에게 피해를 받으면 <Fontblue>5.4%</> 확률로,보호막이<Fontblue>7초</>간 생성됩니다.보호막이 유지되는 동안, 레어스킬 공격을 <Fontblue>1회</> 막을 수 있습니다.

(이 효과는 5분에 한번만 발동됩니다.)
(적용장소 : 결투장/명예의전장/요새전/공성전/난투장/혈맹아지트/채집던전)","PvpWorld,SiegeWorld,BattlefieldOfHonorWorld,MeleeWorld,GuildAgitWorld,GatheringDungeonWorld",5,540,85,1,990309,Icon_Buff_CapeEquipEffect_01,고결한 피의 망토 착용효과,"플레이어에게 피해를 받으면 <Fontblue>5.4%</> 확률로,<fontblue>레어스킬공격을 1회</> 막는 보호막 발동. 쿨타임5분"
7100710,"플레이어에게 피해를 받으면 <Fontblue>5.7%</> 확률로,보호막이<Fontblue>7초</>간 생성됩니다.보호막이 유지되는 동안, 레어스킬 공격을 <Fontblue>1회</> 막을 수 있습니다.

(이 효과는 5분에 한번만 발동됩니다.)
(적용장소 : 결투장/명예의전장/요새전/공성전/난투장/혈맹아지트/채집던전)","PvpWorld,SiegeWorld,BattlefieldOfHonorWorld,MeleeWorld,GuildAgitWorld,GatheringDungeonWorld",5,570,85,1,990310,Icon_Buff_CapeEquipEffect_01,고결한 피의 망토 착용효과,"플레이어에게 피해를 받으면 <Fontblue>5.7%</> 확률로,<fontblue>레어스킬공격을 1회</> 막는 보호막 발동. 쿨타임5분"
7100711,"플레이어에게 피해를 받으면 <Fontblue>6%</> 확률로,보호막이<Fontblue>7초</>간 생성됩니다.보호막이 유지되는 동안, 레어스킬 공격을 <Fontblue>1회</> 막을 수 있습니다.

(이 효과는 5분에 한번만 발동됩니다.)
(적용장소 : 결투장/명예의전장/요새전/공성전/난투장/혈맹아지트/채집던전)","PvpWorld,SiegeWorld,BattlefieldOfHonorWorld,MeleeWorld,GuildAgitWorld,GatheringDungeonWorld",5,600,85,1,990311,Icon_Buff_CapeEquipEffect_01,고결한 피의 망토 착용효과,"플레이어에게 피해를 받으면 <Fontblue>6%</> 확률로,<fontblue>레어스킬공격을 1회</> 막는 보호막 발동. 쿨타임5분"
7100712,"플레이어에게 피해를 받으면 <Fontblue>6.3%</> 확률로,보호막이<Fontblue>7초</>간 생성됩니다.보호막이 유지되는 동안, 레어스킬 공격을 <Fontblue>1회</> 막을 수 있습니다.

(이 효과는 5분에 한번만 발동됩니다.)
(적용장소 : 결투장/명예의전장/요새전/공성전/난투장/혈맹아지트/채집던전)","PvpWorld,SiegeWorld,BattlefieldOfHonorWorld,MeleeWorld,GuildAgitWorld,GatheringDungeonWorld",5,630,85,1,990312,Icon_Buff_CapeEquipEffect_01,고결한 피의 망토 착용효과,"플레이어에게 피해를 받으면 <Fontblue>6.3%</> 확률로,<fontblue>레어스킬공격을 1회</> 막는 보호막 발동. 쿨타임5분"
7100713,"플레이어에게 피해를 받으면 <Fontblue>6.6%</> 확률로,보호막이<Fontblue>7초</>간 생성됩니다.보호막이 유지되는 동안, 레어스킬 공격을 <Fontblue>1회</> 막을 수 있습니다.

(이 효과는 5분에 한번만 발동됩니다.)
(적용장소 : 결투장/명예의전장/요새전/공성전/난투장/혈맹아지트/채집던전)","PvpWorld,SiegeWorld,BattlefieldOfHonorWorld,MeleeWorld,GuildAgitWorld,GatheringDungeonWorld",5,660,85,1,990313,Icon_Buff_CapeEquipEffect_01,고결한 피의 망토 착용효과,"플레이어에게 피해를 받으면 <Fontblue>6.6%</> 확률로,<fontblue>레어스킬공격을 1회</> 막는 보호막 발동. 쿨타임5분"
7100714,"플레이어에게 피해를 받으면 <Fontblue>6.9%</> 확률로,보호막이<Fontblue>7초</>간 생성됩니다.보호막이 유지되는 동안, 레어스킬 공격을 <Fontblue>1회</> 막을 수 있습니다.

(이 효과는 5분에 한번만 발동됩니다.)
(적용장소 : 결투장/명예의전장/요새전/공성전/난투장/혈맹아지트/채집던전)","PvpWorld,SiegeWorld,BattlefieldOfHonorWorld,MeleeWorld,GuildAgitWorld,GatheringDungeonWorld",5,690,85,1,990314,Icon_Buff_CapeEquipEffect_01,고결한 피의 망토 착용효과,"플레이어에게 피해를 받으면 <Fontblue>6.9%</> 확률로,<fontblue>레어스킬공격을 1회</> 막는 보호막 발동. 쿨타임5분"
7100715,"플레이어에게 피해를 받으면 <Fontblue>7.2%</> 확률로,보호막이<Fontblue>7초</>간 생성됩니다.보호막이 유지되는 동안, 레어스킬 공격을 <Fontblue>2회</> 막을 수 있습니다.

(이 효과는 5분에 한번만 발동됩니다.)
(적용장소 : 결투장/명예의전장/요새전/공성전/난투장/혈맹아지트/채집던전)","PvpWorld,SiegeWorld,BattlefieldOfHonorWorld,MeleeWorld,GuildAgitWorld,GatheringDungeonWorld",5,720,85,1,990315,Icon_Buff_CapeEquipEffect_01,고결한 피의 망토 착용효과,"플레이어에게 피해를 받으면 <Fontblue>7.2%</> 확률로,<fontblue>레어스킬공격을 2회</> 막는 보호막 발동. 쿨타임5분"
7100716,"플레이어에게 피해를 받으면 <Fontblue>7.5%</> 확률로,보호막이<Fontblue>7초</>간 생성됩니다.보호막이 유지되는 동안, 레어스킬 공격을 <Fontblue>2회</> 막을 수 있습니다.

(이 효과는 5분에 한번만 발동됩니다.)
(적용장소 : 결투장/명예의전장/요새전/공성전/난투장/혈맹아지트/채집던전)","PvpWorld,SiegeWorld,BattlefieldOfHonorWorld,MeleeWorld,GuildAgitWorld,GatheringDungeonWorld",5,750,85,1,990316,Icon_Buff_CapeEquipEffect_01,고결한 피의 망토 착용효과,"플레이어에게 피해를 받으면 <Fontblue>7.5%</> 확률로,<fontblue>레어스킬공격을 2회</> 막는 보호막 발동. 쿨타임5분"
7100717,"플레이어에게 피해를 받으면 <Fontblue>7.8%</> 확률로,보호막이<Fontblue>7초</>간 생성됩니다.보호막이 유지되는 동안, 레어스킬 공격을 <Fontblue>2회</> 막을 수 있습니다.

(이 효과는 5분에 한번만 발동됩니다.)
(적용장소 : 결투장/명예의전장/요새전/공성전/난투장/혈맹아지트/채집던전)","PvpWorld,SiegeWorld,BattlefieldOfHonorWorld,MeleeWorld,GuildAgitWorld,GatheringDungeonWorld",5,780,85,1,990317,Icon_Buff_CapeEquipEffect_01,고결한 피의 망토 착용효과,"플레이어에게 피해를 받으면 <Fontblue>7.8%</> 확률로,<fontblue>레어스킬공격을 2회</> 막는 보호막 발동. 쿨타임5분"
7100718,"플레이어에게 피해를 받으면 <Fontblue>8.1%</> 확률로,보호막이<Fontblue>7초</>간 생성됩니다.보호막이 유지되는 동안, 레어스킬 공격을 <Fontblue>2회</> 막을 수 있습니다.

(이 효과는 5분에 한번만 발동됩니다.)
(적용장소 : 결투장/명예의전장/요새전/공성전/난투장/혈맹아지트/채집던전)","PvpWorld,SiegeWorld,BattlefieldOfHonorWorld,MeleeWorld,GuildAgitWorld,GatheringDungeonWorld",5,810,85,1,990318,Icon_Buff_CapeEquipEffect_01,고결한 피의 망토 착용효과,"플레이어에게 피해를 받으면 <Fontblue>8.1%</> 확률로,<fontblue>레어스킬공격을 2회</> 막는 보호막 발동. 쿨타임5분"
7100719,"플레이어에게 피해를 받으면 <Fontblue>8.4%</> 확률로,보호막이<Fontblue>7초</>간 생성됩니다.보호막이 유지되는 동안, 레어스킬 공격을 <Fontblue>2회</> 막을 수 있습니다.

(이 효과는 5분에 한번만 발동됩니다.)
(적용장소 : 결투장/명예의전장/요새전/공성전/난투장/혈맹아지트/채집던전)","PvpWorld,SiegeWorld,BattlefieldOfHonorWorld,MeleeWorld,GuildAgitWorld,GatheringDungeonWorld",5,840,85,1,990319,Icon_Buff_CapeEquipEffect_01,고결한 피의 망토 착용효과,"플레이어에게 피해를 받으면 <Fontblue>8.4%</> 확률로,<fontblue>레어스킬공격을 2회</> 막는 보호막 발동. 쿨타임5분"
7100720,"플레이어에게 피해를 받으면 <Fontblue>8.7%</> 확률로,보호막이<Fontblue>7초</>간 생성됩니다.보호막이 유지되는 동안, 레어스킬 공격을 <Fontblue>2회</> 막을 수 있습니다.

(이 효과는 5분에 한번만 발동됩니다.)
(적용장소 : 결투장/명예의전장/요새전/공성전/난투장/혈맹아지트/채집던전)","PvpWorld,SiegeWorld,BattlefieldOfHonorWorld,MeleeWorld,GuildAgitWorld,GatheringDungeonWorld",5,870,85,1,990320,Icon_Buff_CapeEquipEffect_01,고결한 피의 망토 착용효과,"플레이어에게 피해를 받으면 <Fontblue>8.7%</> 확률로,<fontblue>레어스킬공격을 2회</> 막는 보호막 발동. 쿨타임5분"
7100721,"플레이어에게 피해를 받으면 <Fontblue>8.9%</> 확률로,보호막이<Fontblue>7초</>간 생성됩니다.보호막이 유지되는 동안, 레어스킬 공격을 <Fontblue>2회</> 막을 수 있습니다.

(이 효과는 5분에 한번만 발동됩니다.)
(적용장소 : 결투장/명예의전장/요새전/공성전/난투장/혈맹아지트/채집던전)","PvpWorld,SiegeWorld,BattlefieldOfHonorWorld,MeleeWorld,GuildAgitWorld,GatheringDungeonWorld",5,890,85,1,990321,Icon_Buff_CapeEquipEffect_01,고결한 피의 망토 착용효과,"플레이어에게 피해를 받으면 <Fontblue>8.9%</> 확률로,<fontblue>레어스킬공격을 2회</> 막는 보호막 발동. 쿨타임5분"
7100722,"플레이어에게 피해를 받으면 <Fontblue>9.1%</> 확률로,보호막이<Fontblue>7초</>간 생성됩니다.보호막이 유지되는 동안, 레어스킬 공격을 <Fontblue>2회</> 막을 수 있습니다.

(이 효과는 5분에 한번만 발동됩니다.)
(적용장소 : 결투장/명예의전장/요새전/공성전/난투장/혈맹아지트/채집던전)","PvpWorld,SiegeWorld,BattlefieldOfHonorWorld,MeleeWorld,GuildAgitWorld,GatheringDungeonWorld",5,910,85,1,990322,Icon_Buff_CapeEquipEffect_01,고결한 피의 망토 착용효과,"플레이어에게 피해를 받으면 <Fontblue>9.1%</> 확률로,<fontblue>레어스킬공격을 2회</> 막는 보호막 발동. 쿨타임5분"
