Key,Value,WarningSoundPlay
QUEST_ACTION_2015_2,나루터 설계도를 발견하였습니다.,0
QUEST_ACTION_2101_1,잔해 속에서 발굴단의 모자를 발견하였습니다.,0
QUEST_ACTION_2101_2,잔해 속에서 니아의 가방을 발견하였습니다.,0
QUEST_ACTION_3109_1,바퀴 자국이 길을 따라 위로 향합니다.,0
QUEST_ACTION_3109_2,바퀴 자국이 길을 따라 이어지고 있습니다.,0
QUEST_ACTION_3109_3,자국이 끊겼습니다. 주변 주민이 알 것 같습니다.,0
QUEST_ACTION_3111_1,낡은 두루마리를 발견하였습니다.,0
QUEST_ACTION_3300_2,인질은 보이지 않는다.,0
QUEST_ACTION_3320_3,수상한 흑마법서를 발견하였습니다.,0
QUEST_ACTION_4008_1,멜리나의 목걸이를 획득 하였습니다.,0
QUEST_ACTION_4202_2,돌격병의 피 냄새가 퍼지기 시작한다.,0
QUEST_ACTION_4205_2,저격병의 피 냄새가 퍼지기 시작한다.,0
QUEST_ACTION_5003_1,병사 한명이 쓰러져 있다.,0
QUEST_ACTION_6005_1,수상한 기운은 느껴지지 않는다.,0
QUEST_ACTION_6005_2,수상한 기운은 느껴지지 않는다.,0
QUEST_ACTION_6005_3,어둠의 기운이 느껴진다.,0
QUEST_ACTION_6008_1,상아탑 마법사의 망토를 발견하였습니다.,0
QUEST_ACTION_6109_1,이곳에는 선물이 보이지 않는다.,0
QUEST_ACTION_6109_2,이곳에도 선물이 보이지 않는다.,0
QUEST_ACTION_6109_3,스타리스의 선물을 찾았다!,0
QUEST_ACTION_6111_1,미동이 없다. 숨이 끊어진 듯 하다.,0
QUEST_ACTION_6113_1,석판 조각을 획득 하였습니다.,0
QUEST_ACTION_6114_1,또 다른 석판 조각을 획득 하였습니다.,0
QUEST_ACTION_6116_1,거머리가 삼킨 석판을 찾았다.,0
QUEST_ACTION_7113_1,레아의 가방을 발견했습니다.,0
QUEST_ACTION_7113_2,가방에서 보석을 발견했습니다.,0
QUEST_ACTION_8006_1,분노한 거미들이 달려듭니다!,0
QUEST_ACTION_8006_3,한스의 옷 조각을 발견하였습니다.,0
QUEST_ACTION_8200_4,크루마 탑의 첫번째 열쇠 조각을 획득 하였습니다.,0
QUEST_ACTION_8204_3,크루마 탑의 두번째 열쇠 조각을 획득 하였습니다.,0
QUEST_ACTION_8210_1,크루마 탑의 마지막 열쇠 조각을 획득 하였습니다.,0
QUEST_ACTION_9210_1,비어있는 감옥이다.,0
QUEST_ACTION_10200_1,낯 익은 망토를 발견했습니다.,0
QUEST_ACTION_10200_2,발터의 망토인 것 같습니다.,0
QUEST_ACTION_10200_3,발터는 북쪽으로 간 것 같습니다.,0
QUEST_ACTION_10201_1,발터의 검을 찾았습니다.,0
QUEST_ACTION_10225_1,로이의 장부를 획득했습니다.,0
QUEST_ACTION_1010001_4,어디선가 괴로워하는 신음소리가 들린다.,0
QUEST_ACTION_1010001_8,평범한 나무인 것 같다.,0
QUEST_ACTION_1010001_9,나무가 꿈틀거린다!,0
QUEST_PARAM_2004_1,발굴단원의 물건이 아니다.,0
QUEST_PARAM_2101_1,골렘의 잔해에서 흔적을 발견하지 못했습니다.,0
QUEST_PARAM_2119_3,독 주머니가 전투 중 파괴 되었습니다.,0
QUEST_PARAM_6116_1,거머리 속에는 아무것도 보이지 않는다.,0
QUEST_PARAM_6120_1,부품으로 쓸만한 것은 보이지 않는다.,0
QUEST_PARAM_6125_1,진액은 보이지 않는다.,0
QUEST_PARAM_6202_1,심장이 전투 중 파괴 되었습니다.,0
QUEST_PARAM_7015_1,독침이 전투 중 파괴 되었습니다.,0
QUEST_PARAM_7111_1,다른 리자드 맨이 갖고 있는 것 같다.,0
QUEST_PARAM_8217_1,다른 녀석이 갖고 있는 것 같다.,0
QUEST_PARAM_1004506_3,여우의 가죽이 손상 되었습니다.,0
QUEST_PARAM_1005307_3,마력 수정을 갖고 있지 않습니다.,0
QUEST_PARAM_1005501_3,마력 수정을 갖고 있지 않습니다.,0
QUEST_PARAM_1005506_3,낙인이 파괴 되었습니다.,0
QUEST_PARAM_1005507_3,두개골이 파괴 되었습니다.,0
QUEST_PARAM_1005508_3,갈비뼈가 파괴 되었습니다.,0
QUEST_PARAM_1005509_3,송곳니가 파괴 되었습니다.,0
QUEST_PARAM_1006303_3,마약초를 갖고 있지 않습니다.,0
QUEST_PARAM_1006304_3,골렘의 핵이 파괴 되었습니다.,0
QUEST_PARAM_1006305_3,사하라의 핵이 부스러졌다.,0
QUEST_PARAM_1006501_3,정수가 남아있지 않습니다.,0
QUEST_PARAM_1006508_1,외피가 진액에 손상 되었습니다.,0
QUEST_PARAM_1006510_3,실험가방은 보이지 않는다.,0
QUEST_PARAM_1007202_7,짐가방이 보이지 않는다.,0
QUEST_PARAM_1007507_3,표본의 손상이 심각합니다.,0
QUEST_PARAM_1007508_3,표본의 손상이 심각합니다.,0
QUEST_PARAM_1007515_3,피막이 손상 되었습니다.,0
QUEST_PARAM_1008504_3,술 냄새만 풀풀 납니다.,0
QUEST_PARAM_1008511_3,독 주머니가 터졌습니다.,0
QUEST_PARAM_1009202_3,진상품을 갖고 있지 않습니다.,0
QUEST_PARAM_1009203_9,주술부적을 갖고 있지 않습니다.,0
QUEST_PARAM_11007101_3,성난 말벌 표본이 파괴 되었습니다.,0
QUEST_PARAM_11007106_3,고기가 심하게 손상 되었습니다.,0
QUEST_PARAM_11007107_3,고기가 심하게 손상 되었습니다.,0
QUEST_PARAM_11008104_3,저주 받은 해골을 획득하지 못하였습니다.,0
QUEST_PARAM_11008105_3,그늘의 영혼을 획득하지 못하였습니다.,0
QUEST_PARAM_11008106_3,독 주머니가 터졌습니다.,0
QUEST_PARAM_11008109_3,갈고리가 손상 되었습니다.,0
QUEST_ACTION_11006_1,힘 주머니를 찾았습니다.,0
QUEST_ACTION_11100_1,"""인나드릴 사절단 방문 연회""라고 적힌 문서입니다.",0
QUEST_ACTION_11100_2,"""오렌 소속 첩자 용의자 목록""이라고 적힌 문서입니다.",0
QUEST_ACTION_11100_3,"""오렌 대사 케레니스 방문 계획""이라고 적힌 문서입니다.",0
QUEST_ACTION_11100_4,"""고르곤 토벌대 징병서 : 베힌"", 이 문서가 맞는 것 같습니다.",0
QUEST_ACTION_11204_1,나무에 마법 술식이 새겨져 있습니다.,0
QUEST_ACTION_11205_1,나무 속에서 낡은 문서를 발견했습니다.,0
QUEST_ACTION_11206_1,"""갈색 엘프는 동족을 배반하고…"" 더 이상 읽을 수 없습니다.",0
QUEST_ACTION_11206_2,"""그 마법사는 영생의 비법을…"" 더 이상 읽을 수 없습니다.",0
QUEST_ACTION_11206_3,"""블러디 퀸은 대가로 흑마법을…"" 더 이상 읽을 수 없습니다.",0
QUEST_ACTION_11210_1,흑마법의 영향으로 말라죽은 것 같습니다.,0
QUEST_ACTION_11306_1,영주의 진상품으로 보이는 것은 없는 것 같습니다.,0
QUEST_ACTION_11310_1,영주의 진상품을 찾았습니다.,0
QUEST_ACTION_12004_1,가방 안에서 고고학 도구를 발견했습니다.,0
QUEST_ACTION_12004_2,전투를 전문으로 하는 사람의 검은 아닙니다.,0
QUEST_ACTION_12004_3,망토의 엠블럼이 익숙한 것입니다.,0
QUEST_ACTION_12007_1,구급 상자를 찾았습니다.,0
QUEST_ACTION_12011_1,"가방 내용물을 보니, 발굴단의 가방이 맞습니다.",0
QUEST_ACTION_12011_2,아까 봤던 망토와 동일한 엠블럼이 있습니다.,0
QUEST_ACTION_12011_3,"발굴단의 가방이 맞으나, 피가 흥건합니다.",0
QUEST_ACTION_12020_1,올 마훔 소굴 지도를 찾았습니다.,0
QUEST_ACTION_12041_1,굶주린 야수들이 몰려옵니다!,0
QUEST_ACTION_12041_5,눈을 마주치자 야수들이 군침을 흘립니다!,0
QUEST_ACTION_12128_1,특이해보이는 석판을 발견했습니다.,0
QUEST_ACTION_12219_2,상인의 가방이 맞습니다. 더 안쪽으로 가야합니다.,0
QUEST_ACTION_13001_1,선발대가 머물렀던 곳에 이블 아이가 득실거립니다.,0
QUEST_ACTION_13001_3,"손질 도구를 보니, 병사들의 가방인 것 같습니다.",0
QUEST_ACTION_13001_4,심하게 훼손된 기란 정규군 망토입니다.,0
QUEST_ACTION_13002_1,노예의 뼈에서 칼 자국을 발견했습니다.,0
QUEST_ACTION_13009_1,무기를 최근에 손질한 것 같습니다.,0
QUEST_ACTION_13009_2,선발대 병사의 일기입니다.,0
QUEST_ACTION_13012_1,접혀있는 쪽지를 발견했습니다.,0
QUEST_ACTION_13019_1,병사의 일기를 찾았습니다.,0
QUEST_ACTION_13020_1,서큐버스에게서 소환 촉매 수정을 발견했습니다.,0
QUEST_ACTION_13100_1,선발대의 시신에서 또 다른 일기를 발견했습니다.,0
QUEST_ACTION_13108_1,사방이 보물로 뒤덮여있습니다.,0
QUEST_ACTION_13108_2,보물에서 불길한 기운이 느껴집니다.,0
QUEST_ACTION_13111_1,수상한 상자를 발견했습니다.,0
QUEST_ACTION_13111_2,일지로 보이는 책을 발견했습니다.,0
QUEST_ACTION_13120_1,찢어진 일기 조각을 발견했습니다.,0
QUEST_ACTION_13121_1,찢어진 일기 조각을 발견했습니다.,0
QUEST_ACTION_13200_1,비어있는 상자입니다.,0
QUEST_ACTION_13200_2,구급약의 흔적만 남아있습니다.,0
QUEST_ACTION_13200_3,구급약을 발견했습니다.,0
QUEST_ACTION_13204_1,숨이 끊어진지 오래되었습니다.,0
QUEST_ACTION_13204_2,미동도 하지 않습니다.,0
QUEST_ACTION_13204_3,다리 방향으로 도망가려 한 것 같습니다.,0
QUEST_ACTION_13209_1,항해사의 항해일지를 찾았습니다!,0
QUEST_ACTION_13310_1,프레드릭의 유서를 찾았습니다.,0
QUEST_ACTION_14002_1,공통적으로 낯선 영지의 문장이 보입니다.,0
QUEST_ACTION_14003_1,오크가 오렌 병사의 휘장을 갖고 있었습니다.,0
QUEST_ACTION_14012_1,쓸만한 무기를 찾았습니다.,0
QUEST_ACTION_14123_1,만물상 판의 돈주머니를 찾았습니다.,0
QUEST_ACTION_14125_1,심장을 묻자 꽃이 피어납니다.,0
QUEST_ACTION_14230_1,차원의 보석을 찾았습니다.,0
QUEST_ACTION_14303_1,셀린은 싸늘한 시체가 되어 더는 말을 잇지 못했습니다.,0
QUEST_ACTION_11012104_4,하거인의 시체에서 핵을 찾아냈습니다.,0
QUEST_ACTION_11012106_4,주위의 망자들이 동요하기 시작합니다!,0
QUEST_ACTION_11012107_4,야수들이 앤틸로프의 피냄새를 맡았습니다!,0
QUEST_ACTION_11012109_4,미첼이 찾는 가방이 아닌 것 같습니다.,0
QUEST_PARAM_11001_1,디코르의 눈물이 보이지 않습니다.,0
QUEST_PARAM_11004_1,전투 중 스나이프의 발톱이 깨졌습니다.,0
QUEST_PARAM_11006_1,곰이 힘을 다 써버린 힘주머니입니다.,0
QUEST_PARAM_11007_1,이 발바닥은 먹으면 큰일날 것 같습니다.,0
QUEST_PARAM_11009_1,수액이 말라 있습니다.,0
QUEST_PARAM_11224_1,잎이 바스라져버렸습니다.,0
QUEST_PARAM_12030_1,이 올 마훔에게는 라이르의 이빨이 없습니다.,0
QUEST_PARAM_13029_1,이 저격수는 거인의 기운을 받지 않았습니다.,0
QUEST_PARAM_13210_1,이 갑판장은 항해일지가 없습니다.,0
QUEST_PARAM_14012_1,이 오크의 무기는 날이 많이 상했습니다.,0
QUEST_PARAM_14123_1,만물상의 돈주머니가 보이지 않습니다.,0
QUEST_PARAM_11012103_3,이 창조물은 주문석을 가지지 않았습니다.,0
QUEST_PARAM_11012104_3,전투 중 핵이 파괴되었습니다.,0
QUEST_PARAM_11012107_3,전투 중 이빨이 부러져 버렸습니다.,0
QUEST_PARAM_11012110_3,이 올 마훔은 식량을 훔치지 않았습니다.,0
QUEST_PARAM_11012302_3,퇴화가 심각해 쓸모없는 핵입니다.,0
QUEST_PARAM_11012306_3,전투 중 발톱이 깨져 버렸습니다.,0
QUEST_PARAM_11012310_3,전투 중 가죽이 상해 버렸습니다.,0
QUEST_PARAM_11012502_3,전투 중 핵이 파괴되었습니다.,0
QUEST_PARAM_11012506_3,전투 중 내장이 터져 고기를 버렸습니다.,0
QUEST_PARAM_11012508_3,이 올 마훔은 식량을 훔치지 않았습니다.,0
QUEST_PARAM_11012509_3,전투 중 가죽이 상해 버렸습니다.,0
QUEST_PARAM_1013010_3,메달을 갖고 있지 않습니다.,0
QUEST_PARAM_1013011_3,보석 단검을 갖고 있지 않습니다.,0
QUEST_PARAM_1013012_3,이 근위병은 가진게 없습니다.,0
QUEST_PARAM_1013013_3,저격병의 두개골이 파괴 되었습니다.,0
QUEST_PARAM_1013015_3,망꾼의 노뼈가 파괴 되었습니다.,0
QUEST_PARAM_1013016_3,저격수의 손가락 뼈가 파괴 되었습니다.,0
QUEST_PARAM_1013017_3,칼잡이의 정강이 뼈가 파괴 되었습니다.,0
QUEST_PARAM_1013019_3,서큐버스의 목걸이가 없습니다.,0
QUEST_PARAM_1013020_3,황금빛 검은 보이지 않습니다.,0
QUEST_PARAM_1013029_3,생존도구가 보이지 않습니다.,0
QUEST_PARAM_1013040_3,반짝이는 것이 없습니다.,0
QUEST_PARAM_1013024_3,서큐버스의 목걸이가 파괴되었습니다.,0
QUEST_PARAM_1014029_3,심장이 전투 중 파괴 되었습니다.,0
QUEST_PARAM_1014030_3,리퍼가 흔적도 없이 사라졌습니다.,0
QUEST_PARAM_1014035_3,다이아 같은 건 보이지 않습니다.,0
QUEST_PARAM_1014037_3,사하라의 보석은 보이지 않습니다.,0
QUEST_ACTION_15019_1,이미 숨이 멎은 것 같습니다.,0
QUEST_ACTION_15031_1,감옥의 혈흔이 최근 것입니다.,0
QUEST_ACTION_15045_3,소리를 듣고 누군가 오는 것 같습니다.,0
QUEST_ACTION_15059_1,오렌 문장이 그려진 손수건을 찾았습니다.,0
QUEST_ACTION_15068_1,공통적으로 혀에서 낙인이 발견되었습니다.,0
QUEST_ACTION_16003_1,암흑 결정이 부서졌다.,0
QUEST_ACTION_16011_1,펑거스의 뿌리가 망가져 버렸다.,0
QUEST_ACTION_16025_1,에몬에게 결계 장치 수정 조각을 전달했다. ,0
QUEST_ACTION_16041_5,안타깝지만 이 사람은 이미 죽은지 오래다.,0
QUEST_ACTION_16041_6,안타깝지만 이 사람은 이미 죽은지 오래다.,0
QUEST_ACTION_16041_7,생존자를 찾은 것 같다!,0
QUEST_ACTION_16044_1,부적을 파괴했습니다.,0
QUEST_ACTION_16052_7,라바키를 처치하고 힘을 과시했습니다.,0
QUEST_ACTION_16054_1,우쿠라를 처치하고 힘을 과시했습니다.,0
QUEST_ACTION_16056_3,이 철제 리벳은 녹슬어서 못 쓸 것 같다.,0
QUEST_ACTION_16057_3,이 무기는 날이 다 나갔다.,0
QUEST_ACTION_16062_1,상태가 안 좋아 보입니다.,0
QUEST_ACTION_16063_1,아무 것도 발견할 수 없었다.,0
QUEST_ACTION_16070_1,마법진이 가동 되기에는 마력이 부족한 것 같다.,0
QUEST_ACTION_16083_1,만물상에게서 특제 여과기를 받았다!,0
QUEST_ACTION_16101_1,수정을 얻었다.,0
QUEST_ACTION_16106_1,수정이 부서지고 말았습니다.,0
QUEST_ACTION_16108_1,포자낭이 찢어지고 말았습니다.,0
QUEST_ACTION_16109_1,이건 뭐가 뭔지 구분이 안갑니다.,0
QUEST_ACTION_16128_1,강력한 힘에 의해 쓰러진 듯 하다,0
QUEST_ACTION_16128_2,강력한 주문의 흔적이 보인다.,0
QUEST_ACTION_16135_1,짐수레를 발견했다.,0
QUEST_ACTION_16135_2,판 루엠이 가방을 가지고 있었던 것 같다.,0
QUEST_ACTION_16137_1,소지품 중에 보라색 꽃이 있다.,0
QUEST_ACTION_16138_1,꽃 같은 건 보이지 않는다.,0
QUEST_ACTION_16157_1,포자에 오염된 기관을 얻었습니다.,0
QUEST_ACTION_16158_8,테오도르가 없다 이미 출발한 듯 하다.,0
QUEST_ACTION_16162_1,약 처럼 보이는 것은 모두 챙겨가자.,0
QUEST_ACTION_16162_2,파란색 약병을 건드렸다.,0
QUEST_ACTION_17002_1,약초를 찾았지만 양이 너무 적다.,0
QUEST_ACTION_17002_2,쓸모 있는 물건은 없어 보인다.,0
QUEST_ACTION_17002_4,쓸만해 보이는 약초를 찾았다.,0
QUEST_ACTION_17003_1,쓸만한 약초는 없어 보입니다.,0
QUEST_ACTION_17019_1,불은 크게 번지지 않았다.,0
QUEST_ACTION_17037_1,마차가 열리지 않는다.,0
QUEST_ACTION_17072_1,조잡해 보이지만 폭탄이 맞는 것 같다.,0
QUEST_ACTION_17072_3,한 눈에 보아도 이것은 폭탄이 확실하다.,0
QUEST_ACTION_17073_1,훼손이 심해 내용을 알 수 없다.,0
QUEST_ACTION_17073_2,훼손이 심해 내용을 알 수 없다.,0
QUEST_ACTION_17074_1,명령서를 발견하지 못했다.,0
QUEST_ACTION_17075_1,마법을 사용해 폭탄을 못쓰게 만듭니다.,0
QUEST_ACTION_17075_5,강력한 냉기 마법에 시설이 파괴되었습니다.,0
QUEST_ACTION_17077_1,오크 기지 지도를 발견했다.,0
QUEST_ACTION_17118_3,남쪽으로 흔적이 이어지는 것 같다.,0
QUEST_ACTION_17118_4,동쪽으로 흔적이 이어지는 것 같다.,0
QUEST_ACTION_17118_5,북쪽으로 흔적이 이어지는 것 같다.,0
QUEST_ACTION_17119_1,동력핵이 손상 되었다.,0
QUEST_ACTION_17137_1,수정은 이 지하층의 방어시스템과 관련이 있을 거 같다.,0
QUEST_ACTION_17137_2,수정에서 마력이 전혀 느껴지지 않는다.,0
QUEST_ACTION_17137_3,방어시스템은 동작하지 않을 듯 하다.,0
QUEST_ACTION_11017306_1,커처에게 소형 영혼수집기를 받았다.,0
QUEST_PARAM_15006_1,이 윈드수스는 수컷인 것 같습니다.,0
QUEST_PARAM_15017_1,전투 중 독주머니가 터져 버렸습니다.,0
QUEST_PARAM_15086_1,이 감독관은 열쇠가 없습니다.,0
QUEST_PARAM_11015303_3,앞치마를 찾지 못 했습니다.,0
QUEST_PARAM_11015501_3,님프가 눈물을 흘리지 않았습니다.,0
QUEST_PARAM_11015508_3,유품을 찾지 못 했습니다.,0
QUEST_PARAM_11016101_2,인장을 발견할 수 없었다.,0
QUEST_PARAM_11016102_2,심장은 산산히 부서져 버렸다.,0
QUEST_PARAM_11016103_2,전투 과정에서 장비가 심하게 훼손되고 말았다.,0
QUEST_PARAM_11016104_2,딱히 특별한 것이 보이지 않는다.,0
QUEST_PARAM_11016105_3,제이한은 잠들어 버린 것 같다.,0
QUEST_PARAM_11016106_6,보텡이 찾던 유품을 발견했다.,0
QUEST_PARAM_11016107_2,머리카락이 거짓말처럼 시들어 버렸다.,0
QUEST_PARAM_11016109_3,격렬한 전투 때문에 표본이 망가져 버렸다.,0
QUEST_PARAM_11016110_3,소울 이터의 영혼이 도망쳤다.,0
QUEST_PARAM_11016110_4,영혼 봉인의 항아리에 금이 간 것 같다.,0
QUEST_PARAM_11016305_2,격렬한 전투 때문에 수호부가 망가져 버렸다.,0
QUEST_PARAM_11016307_3,너무 험하게 다룬 장비라 상품가치가 없어 보인다.,0
QUEST_PARAM_11016308_3,위험해 보이는 물건이라 버려야 할 것 같다.,0
QUEST_PARAM_11016310_3,독주머니가 찢어지고 말았다. 빨리 버려야 한다.,0
QUEST_PARAM_11017103_1,레시피가 보이지 않습니다.,0
QUEST_PARAM_11017306_1,영혼은 흩어지고 말았다.,0
QUEST_PARAM_11017307_1,오크 전사의 투구가 파괴되었다.,0
QUEST_PARAM_11017308_1,열쇠는 보이지 않는다.,0
QUEST_PARAM_11017111_1,불쌍한 산적단. 가진게 없습니다.,0
QUEST_ACTION_20003_1,"급히 떠난 듯, 요리의 흔적만 남아있습니다.",0
QUEST_ACTION_20003_2,집 안을 들여다봐도 적만만이 감돕니다.,0
QUEST_ACTION_20003_3,집이 완전히 파괴되어 생존자는 기대하기 어렵습니다.,0
QUEST_ACTION_20017_1,통발이 손상되어 있습니다.,0
QUEST_ACTION_20017_2,통발이 텅텅 비어 있습니다.,0
QUEST_ACTION_20017_3,뭔가가 다가오는 것이 느껴집니다! ,0
QUEST_ACTION_20032_1,연결끈이 거칠게 뜯겨져 있습니다.,0
QUEST_ACTION_20042_1,건조식량과 식수를 찾았습니다.,0
QUEST_ACTION_20077_9,테오도르의 순간이동 마법에 휩쓸립니다!,0
QUEST_ACTION_20084_5,에르제베트가 만든 차원 감옥에 침투했습니다.,0
QUEST_ACTION_20080_1,아래쪽에서 말소리가 들립니다.,0
QUEST_ACTION_20091_3,테오도르로부터 수상한 마법봉을 받았습니다.,0
QUEST_ACTION_20097_1_1,하딘으로 부터 마력 수정을 받았습니다.,0
QUEST_ACTION_20097_1_2,마력 수정에 마력이 모였습니다.,0
QUEST_ACTION_20106_3,간단한 조작으로 장치를 망가뜨렸습니다.,0
QUEST_ACTION_20047_2,발자국이 어지럽게 얽혀 있습니다.,0
QUEST_ACTION_20047_3,북서쪽을 향하고 있는 것 같습니다.,0
QUEST_ACTION_11018101_3,독특한 문양의 팔찌를 찾았다.,0
QUEST_ACTION_11018102_5,밀랍으로 봉인된 명령서를 발견했습니다!,0
QUEST_ACTION_11018105_3,단서가 될만한 것을 발견하지 못했습니다.,0
QUEST_ACTION_11018105_4,주변 수색이라도 해보는게 좋겠습니다.,0
QUEST_ACTION_11018105_5,뭔가를 발견한 것 같습니다. 확인해보는게 좋겠습니다.,0
QUEST_ACTION_11018105_6,저쪽에도 무언가 보입니다.,0
QUEST_ACTION_11018105_7,이쪽을 향하는 발자국 소리가 들립니다.,0
QUEST_ACTION_11018205_3,단서가 될만한 것을 발견하지 못했습니다.,0
QUEST_ACTION_11018205_4,주변 수색이라도 해보는게 좋겠습니다.,0
QUEST_ACTION_11018205_5,아무런 단서를 발견하지 못했습니다.,0
QUEST_ACTION_11018106_5,단서가 될만한 것을 발견하지 못했습니다.,0
QUEST_ACTION_11018206_5,단서가 될만한 것을 발견하지 못했습니다.,0
QUEST_ACTION_11018107_8,어둠의 군주A 시체가 활활 타오르기 시작합니다!,0
QUEST_ACTION_11018108_5,빨리 안전한 곳으로 이동하는게 좋겠습니다.,0
QUEST_ACTION_11018208_5,빨리 안전한 곳으로 이동하는게 좋겠습니다.,0
QUEST_ACTION_11018109_3,어둠의 결사 인장을 획득 했습니다.,0
QUEST_ACTION_11018109_9,누군가를 소환하기 시작합니다.,0
QUEST_ACTION_11018209_3,어둠의 결사 인장을 획득 했습니다.,0
QUEST_ACTION_11018110_5,혈액을 채취하는데 성공했습니다.,0
QUEST_ACTION_11018110_7,시체에서 비늘을 떼어냅니다.,0
QUEST_ACTION_11018210_5,혈액을 채취하는데 성공했습니다.,0
QUEST_ACTION_11019102_1,적당한 열쇠가 없습니다.,0
QUEST_ACTION_11019102_2,열쇠를 충분히 모은 듯 합니다.,0
QUEST_ACTION_11019107_1,표본의 손상이 심각합니다.,0
QUEST_ACTION_11019107_2,표본을 충분히 모았습니다.,0
QUEST_ACTION_19011_7,벤틀리가 악마에게 지배당한 상황이 기록되었다.,0
QUEST_ACTION_19022_1,해독제처럼 보이는 물건은 없다.,0
QUEST_ACTION_19029_1,고통에 찬 신음소리가 들리는 것 같습니다.,0
QUEST_ACTION_19031_1,에몬이 뭔가를 발견한 것 같습니다.,0
QUEST_ACTION_19032_1,유리병 같은 것은 찾을 수 없었습니다.,0
QUEST_ACTION_19035_5,입가에 녹색 거품이 말라 붙어 있습니다.,0
QUEST_ACTION_19035_6,방어구에 공격당한 흔적이 없습니다.,0
QUEST_ACTION_19038_4,초록빛의 액체가 든 병을 찾았습니다.,0
QUEST_ACTION_19044_1,미믹의 보물중에 자밀라의 지팡이를 발견했다.,0
QUEST_ACTION_19045_1,특별한 단서를 찾지 못했다.,0
QUEST_ACTION_19045_2,상아탑 마법사들의 반지를 찾았다.,0
QUEST_ACTION_19046_2,상아탑 마법사를 구출했다.,0
QUEST_ACTION_19049_1,무기에서 차가운 기운이 느껴집니다.,0
QUEST_ACTION_19049_1_1,말룩 헌터 근위병의 영혼이 충분히 모였습니다.,0
QUEST_ACTION_19050_1,무기가 점점 무거워지는 느낌이 듭니다.,0
QUEST_ACTION_19050_1_1,케이브 키퍼 근위병의 영혼이 충분히 모였습니다.,0
QUEST_ACTION_19051_1,이젠 물속에서 무기를 휘두르는 느낌이 납니다.,0
QUEST_ACTION_19051_1_1,블러디 퀸 근위병의 영혼이 중분히 모였습니다.,0
QUEST_ACTION_19052_2,엄청난 수의 영혼이 무기에 빨려들어갑니다.,0
QUEST_ACTION_19053_1,무기에서 무언가가 빠져 나가는 느낌이 듭니다!,0
QUEST_ACTION_19054_1,무기에서 무언가가 빠져 나가는 느낌이 듭니다!,0
QUEST_ACTION_19055_1,무기에서 무언가가 빠져 나가는 느낌이 듭니다!,0
QUEST_ACTION_19061_1,말룩 스나이퍼 감시병에게서 검 한자루를 발견했습니다.,0
QUEST_ACTION_19062_1,저쪽에 있는 시체가 유난히 눈에 띕니다.,0
QUEST_ACTION_19062_2,아까와 비슷하게 생긴 검을 발견했습니다.,0
QUEST_ACTION_19068_1,열쇠 꾸러미를 찾았다.,0
QUEST_ACTION_19071_2,감옥의 모습이 뒤틀리더니 미믹으로 변합니다!,0
QUEST_ACTION_19085_1,아직 에너지가 충분치 못해 보입니다.,0
QUEST_ACTION_19086_1,아직 에너지가 충분치 못해 보입니다.,0
QUEST_ACTION_19098_1,광산의 지도를 얻었다.,0
QUEST_ACTION_19100_1,인기척이 느껴집니다! 들킨 것 같습니다!,0
QUEST_ACTION_19108_1,극심한 피로가 몰려 옵니다.,0
QUEST_ACTION_19116_1,아이멜이 근처에 도착한 것 같습니다.,0
QUEST_ACTION_19120_1,판의 특제 장갑과 가방을 받았습니다.,0
QUEST_ACTION_20054_1,팔론으로부터 작은 상자를 받았습니다.,0
QUEST_ACTION_20059_1,판으로 부터 마력 수정을 받았습니다.,0
QUEST_PARAM_20007_1_SUCCESS,뿌리의 상태가 매우 양호 합니다.,0
QUEST_PARAM_20007_1_FAIL,전투로 뿌리가 다 상했습니다.,0
QUEST_PARAM_20008_1_SUCCESS,쓸만한 가죽을 얻었습니다.,0
QUEST_PARAM_20008_1_FAIL,가죽이 다 찢어져 버렸습니다.,0
QUEST_PARAM_20036_1_SUCCESS,손상되지 않은 부위를 얻었습니다.,0
QUEST_PARAM_20036_1_FAIL,피막이 너덜너덜해져서 쓸모가 없어졌습니다.,0
QUEST_PARAM_20048_1_SUCCESS,만물상의 물건을 찾지 못했습니다.,0
QUEST_PARAM_20051_1_SUCCESS,팔론의 것으로 보이는 물건을 발견했습니다.,0
QUEST_PARAM_20051_1_FAIL,이렇다할 전리품을 얻지 못했습니다.,0
QUEST_PARAM_20052_1_SUCCESS,팔론의 전리품을 발견했습니다.,0
QUEST_PARAM_20052_1_FAIL,아무것도 가지지 않은 수호병입니다.,0
QUEST_PARAM_19027_1_SUCCESS,만물상 판의 짐을 찾았습니다.,0
QUEST_PARAM_19027_1_FAIL,아무것도 발견 할 수 없었습니다.,0
QUEST_PARAM_19041_1_SUCCESS,블러디 퀸 감시병의 장화를 얻었습니다.,0
QUEST_PARAM_19041_1_FAIL,격렬한 전투 때문에 장화가 망가졌습니다.,0
QUEST_PARAM_19049_1_SUCCESS,말룩 헌터 근위병의 영혼이 무기에 깃들었습니다.,0
QUEST_PARAM_19049_1_FAIL,무기에 달라 붙은 영혼이 빠져 나가버렸습니다.,0
QUEST_PARAM_19050_1_SUCCESS,케이브 키퍼 근위병의 영혼이 무기에 깃들었습니다.,0
QUEST_PARAM_19050_1_FAIL,무기에 달라 붙은 영혼이 빠져 나가버렸습니다.,0
