笲M@9_aquiredId,AchievementGroupId,Type,GroupType,Name,Desc,TaskType,ItemAbilityId,CompleteNotifyType,TaskCount,AchievementIcon,EffectType,EffectParam,EffectType2,EffectParam2
410302,410301,4103,9,12,철벽 특성 투구 강화 (2단계),철벽 특성을 가진 +15강 투구를 수집하세요.,56,8,0,15,Icon_ItemAchievement_01,11,174,10,113
410303,410302,4103,9,12,철벽 특성 투구 강화 (3단계),철벽 특성을 가진 +20강 투구를 수집하세요.,56,8,0,20,Icon_ItemAchievement_01,11,296,10,192
410304,410303,4103,9,12,철벽 특성 투구 강화 (4단계),철벽 특성을 가진 +25강 투구를 수집하세요.,56,8,0,25,Icon_ItemAchievement_01,11,437,10,284
410305,410304,4103,9,12,철벽 특성 투구 강화 (5단계),철벽 특성을 가진 +30강 투구를 수집하세요.,56,8,0,30,Icon_ItemAchievement_01,11,673,10,437
410401,,4104,9,12,철벽 특성 레벨 달성 (1단계),2레벨 철벽 특성을 가진 투구를 수집하세요.,48,8,0,2,Icon_ItemAchievement_Ability_09,233,69,60,76
410402,410401,4104,9,12,철벽 특성 레벨 달성 (2단계),4레벨 철벽 특성을 가진 투구를 수집하세요.,48,8,0,4,Icon_ItemAchievement_Ability_09,233,139,60,152
410403,410402,4104,9,12,철벽 특성 레벨 달성 (3단계),6레벨 철벽 특성을 가진 투구를 수집하세요.,48,8,0,6,Icon_ItemAchievement_Ability_09,233,235,60,258
410404,410403,4104,9,12,철벽 특성 레벨 달성 (4단계),8레벨 철벽 특성을 가진 투구를 수집하세요.,48,8,0,8,Icon_ItemAchievement_Ability_09,233,347,60,381
410405,410404,4104,9,12,철벽 특성 레벨 달성 (5단계),10레벨 철벽 특성을 가진 투구를 수집하세요.,48,8,0,10,Icon_ItemAchievement_Ability_09,233,535,60,587
410501,,4105,9,12,철벽 특성 투구 초월 (1단계),철벽 특성을 가진 32레벨 초월 투구를 수집하세요.,47,8,0,32,Icon_ItemAchievement_01,102,67,101,39
410502,410501,4105,9,12,철벽 특성 투구 초월 (2단계),철벽 특성을 가진 34레벨 초월 투구를 수집하세요.,47,8,0,34,Icon_ItemAchievement_01,102,134,101,79
410503,410502,4105,9,12,철벽 특성 투구 초월 (3단계),철벽 특성을 가진 36레벨 초월 투구를 수집하세요.,47,8,0,36,Icon_ItemAchievement_01,102,227,101,134
410504,410503,4105,9,12,철벽 특성 투구 초월 (4단계),철벽 특성을 가진 38레벨 초월 투구를 수집하세요.,47,8,0,38,Icon_ItemAchievement_01,102,336,101,198
410505,410504,4105,9,12,철벽 특성 투구 초월 (5단계),철벽 특성을 가진 40레벨 초월 투구를 수집하세요.,47,8,0,40,Icon_ItemAchievement_01,102,517,101,305
420201,,4202,10,12,철벽 특성 갑옷 레벨 (1단계),철벽 특성을 가진 15레벨 SR등급 갑옷을 수집하세요.,49,8,0,15,Icon_ItemAchievement_Armor,26,87,58,44
420202,420201,4202,10,12,철벽 특성 갑옷 레벨 (2단계),철벽 특성을 가진 30레벨 SR등급 갑옷을 수집하세요.,49,8,0,30,Icon_ItemAchievement_Armor,26,174,58,88
420203,420202,4202,10,12,철벽 특성 갑옷 레벨 (3단계),철벽 특성을 가진 15레벨 UR등급 갑옷을 수집하세요.,49,8,0,15,Icon_ItemAchievement_Armor,26,296,58,149
420204,420203,4202,10,12,철벽 특성 갑옷 레벨 (4단계),철벽 특성을 가진 30레벨 UR등급 갑옷을 수집하세요.,49,8,0,30,Icon_ItemAchievement_Armor,26,437,58,221
420205,420204,4202,10,12,철벽 특성 갑옷 레벨 (5단계),철벽 특성을 가진 40레벨 UR등급 갑옷을 수집하세요.,49,8,0,40,Icon_ItemAchievement_Armor,26,673,58,340
420301,,4203,10,12,철벽 특성 갑옷 강화 (1단계),철벽 특성을 가진 +10강 갑옷을 수집하세요.,56,8,0,10,Icon_ItemAchievement_01,11,87,10,56
420302,420301,4203,10,12,철벽 특성 갑옷 강화 (2단계),철벽 특성을 가진 +15강 갑옷을 수집하세요.,56,8,0,15,Icon_ItemAchievement_01,11,174,10,113
420303,420302,4203,10,12,철벽 특성 갑옷 강화 (3단계),철벽 특성을 가진 +20강 갑옷을 수집하세요.,56,8,0,20,Icon_ItemAchievement_01,11,296,10,192
420304,420303,4203,10,12,철벽 특성 갑옷 강화 (4단계),철벽 특성을 가진 +25강 갑옷을 수집하세요.,56,8,0,25,Icon_ItemAchievement_01,11,437,10,284
420305,420304,4203,10,12,철벽 특성 갑옷 강화 (5단계),철벽 특성을 가진 +30강 갑옷을 수집하세요.,56,8,0,30,Icon_ItemAchievement_01,11,673,10,437
420401,,4204,10,12,철벽 특성 레벨 달성 (1단계),2레벨 철벽 특성을 가진 갑옷을 수집하세요.,48,8,0,2,Icon_ItemAchievement_Ability_09,233,69,60,76
420402,420401,4204,10,12,철벽 특성 레벨 달성 (2단계),4레벨 철벽 특성을 가진 갑옷을 수집하세요.,48,8,0,4,Icon_ItemAchievement_Ability_09,233,139,60,152
420403,420402,4204,10,12,철벽 특성 레벨 달성 (3단계),6레벨 철벽 특성을 가진 갑옷을 수집하세요.,48,8,0,6,Icon_ItemAchievement_Ability_09,233,235,60,258
420404,420403,4204,10,12,철벽 특성 레벨 달성 (4단계),8레벨 철벽 특성을 가진 갑옷을 수집하세요.,48,8,0,8,Icon_ItemAchievement_Ability_09,233,347,60,381
420405,420404,4204,10,12,철벽 특성 레벨 달성 (5단계),10레벨 철벽 특성을 가진 갑옷을 수집하세요.,48,8,0,10,Icon_ItemAchievement_Ability_09,233,535,60,587
420501,,4205,10,12,철벽 특성 갑옷 초월 (1단계),철벽 특성을 가진 32레벨 초월 갑옷을 수집하세요.,47,8,0,32,Icon_ItemAchievement_01,102,67,101,39
420502,420501,4205,10,12,철벽 특성 갑옷 초월 (2단계),철벽 특성을 가진 34레벨 초월 갑옷을 수집하세요.,47,8,0,34,Icon_ItemAchievement_01,102,134,101,79
420503,420502,4205,10,12,철벽 특성 갑옷 초월 (3단계),철벽 특성을 가진 36레벨 초월 갑옷을 수집하세요.,47,8,0,36,Icon_ItemAchievement_01,102,227,101,134
420504,420503,4205,10,12,철벽 특성 갑옷 초월 (4단계),철벽 특성을 가진 38레벨 초월 갑옷을 수집하세요.,47,8,0,38,Icon_ItemAchievement_01,102,336,101,198
420505,420504,4205,10,12,철벽 특성 갑옷 초월 (5단계),철벽 특성을 가진 40레벨 초월 갑옷을 수집하세요.,47,8,0,40,Icon_ItemAchievement_01,102,517,101,305
430201,,4302,11,12,철벽 특성 장갑 레벨 (1단계),철벽 특성을 가진 15레벨 SR등급 장갑을 수집하세요.,49,8,0,15,Icon_ItemAchievement_Gloves,26,87,58,44
430202,430201,4302,11,12,철벽 특성 장갑 레벨 (2단계),철벽 특성을 가진 30레벨 SR등급 장갑을 수집하세요.,49,8,0,30,Icon_ItemAchievement_Gloves,26,174,58,88
430203,430202,4302,11,12,철벽 특성 장갑 레벨 (3단계),철벽 특성을 가진 15레벨 UR등급 장갑을 수집하세요.,49,8,0,15,Icon_ItemAchievement_Gloves,26,296,58,149
430204,430203,4302,11,12,철벽 특성 장갑 레벨 (4단계),철벽 특성을 가진 30레벨 UR등급 장갑을 수집하세요.,49,8,0,30,Icon_ItemAchievement_Gloves,26,437,58,221
430205,430204,4302,11,12,철벽 특성 장갑 레벨 (5단계),철벽 특성을 가진 40레벨 UR등급 장갑을 수집하세요.,49,8,0,40,Icon_ItemAchievement_Gloves,26,673,58,340
430301,,4303,11,12,철벽 특성 장갑 강화 (1단계),철벽 특성을 가진 +10강 장갑을 수집하세요.,56,8,0,10,Icon_ItemAchievement_01,11,87,10,56
430302,430301,4303,11,12,철벽 특성 장갑 강화 (2단계),철벽 특성을 가진 +15강 장갑을 수집하세요.,56,8,0,15,Icon_ItemAchievement_01,11,174,10,113
430303,430302,4303,11,12,철벽 특성 장갑 강화 (3단계),철벽 특성을 가진 +20강 장갑을 수집하세요.,56,8,0,20,Icon_ItemAchievement_01,11,296,10,192
430304,430303,4303,11,12,철벽 특성 장갑 강화 (4단계),철벽 특성을 가진 +25강 장갑을 수집하세요.,56,8,0,25,Icon_ItemAchievement_01,11,437,10,284
430305,430304,4303,11,12,철벽 특성 장갑 강화 (5단계),철벽 특성을 가진 +30강 장갑을 수집하세요.,56,8,0,30,Icon_ItemAchievement_01,11,673,10,437
430401,,4304,11,12,철벽 특성 레벨 달성 (1단계),2레벨 철벽 특성을 가진 장갑을 수집하세요.,48,8,0,2,Icon_ItemAchievement_Ability_09,233,69,60,76
430402,430401,4304,11,12,철벽 특성 레벨 달성 (2단계),4레벨 철벽 특성을 가진 장갑을 수집하세요.,48,8,0,4,Icon_ItemAchievement_Ability_09,233,139,60,152
430403,430402,4304,11,12,철벽 특성 레벨 달성 (3단계),6레벨 철벽 특성을 가진 장갑을 수집하세요.,48,8,0,6,Icon_ItemAchievement_Ability_09,233,235,60,258
430404,430403,4304,11,12,철벽 특성 레벨 달성 (4단계),8레벨 철벽 특성을 가진 장갑을 수집하세요.,48,8,0,8,Icon_ItemAchievement_Ability_09,233,347,60,381
430405,430404,4304,11,12,철벽 특성 레벨 달성 (5단계),10레벨 철벽 특성을 가진 장갑을 수집하세요.,48,8,0,10,Icon_ItemAchievement_Ability_09,233,535,60,587
430501,,4305,11,12,철벽 특성 장갑 초월 (1단계),철벽 특성을 가진 32레벨 초월 장갑을 수집하세요.,47,8,0,32,Icon_ItemAchievement_01,102,67,101,39
430502,430501,4305,11,12,철벽 특성 장갑 초월 (2단계),철벽 특성을 가진 34레벨 초월 장갑을 수집하세요.,47,8,0,34,Icon_ItemAchievement_01,102,134,101,79
430503,430502,4305,11,12,철벽 특성 장갑 초월 (3단계),철벽 특성을 가진 36레벨 초월 장갑을 수집하세요.,47,8,0,36,Icon_ItemAchievement_01,102,227,101,134
430504,430503,4305,11,12,철벽 특성 장갑 초월 (4단계),철벽 특성을 가진 38레벨 초월 장갑을 수집하세요.,47,8,0,38,Icon_ItemAchievement_01,102,336,101,198
430505,430504,4305,11,12,철벽 특성 장갑 초월 (5단계),철벽 특성을 가진 40레벨 초월 장갑을 수집하세요.,47,8,0,40,Icon_ItemAchievement_01,102,517,101,305
440201,,4402,12,12,철벽 특성 신발 레벨 (1단계),철벽 특성을 가진 15레벨 SR등급 신발을 수집하세요.,49,8,0,15,Icon_ItemAchievement_Boots,26,87,58,44
440202,440201,4402,12,12,철벽 특성 신발 레벨 (2단계),철벽 특성을 가진 30레벨 SR등급 신발을 수집하세요.,49,8,0,30,Icon_ItemAchievement_Boots,26,174,58,88
440203,440202,4402,12,12,철벽 특성 신발 레벨 (3단계),철벽 특성을 가진 15레벨 UR등급 신발을 수집하세요.,49,8,0,15,Icon_ItemAchievement_Boots,26,296,58,149
440204,440203,4402,12,12,철벽 특성 신발 레벨 (4단계),철벽 특성을 가진 30레벨 UR등급 신발을 수집하세요.,49,8,0,30,Icon_ItemAchievement_Boots,26,437,58,221
440205,440204,4402,12,12,철벽 특성 신발 레벨 (5단계),철벽 특성을 가진 40레벨 UR등급 신발을 수집하세요.,49,8,0,40,Icon_ItemAchievement_Boots,26,673,58,340
440301,,4403,12,12,철벽 특성 신발 강화 (1단계),철벽 특성을 가진 +10강 신발을 수집하세요.,56,8,0,10,Icon_ItemAchievement_01,11,87,10,56
440302,440301,4403,12,12,철벽 특성 신발 강화 (2단계),철벽 특성을 가진 +15강 신발을 수집하세요.,56,8,0,15,Icon_ItemAchievement_01,11,174,10,113
440303,440302,4403,12,12,철벽 특성 신발 강화 (3단계),철벽 특성을 가진 +20강 신발을 수집하세요.,56,8,0,20,Icon_ItemAchievement_01,11,296,10,192
440304,440303,4403,12,12,철벽 특성 신발 강화 (4단계),철벽 특성을 가진 +25강 신발을 수집하세요.,56,8,0,25,Icon_ItemAchievement_01,11,437,10,284
440305,440304,4403,12,12,철벽 특성 신발 강화 (5단계),철벽 특성을 가진 +30강 신발을 수집하세요.,56,8,0,30,Icon_ItemAchievement_01,11,673,10,437
440401,,4404,12,12,철벽 특성 레벨 달성 (1단계),2레벨 철벽 특성을 가진 신발을 수집하세요.,48,8,0,2,Icon_ItemAchievement_Ability_09,233,69,60,76
440402,440401,4404,12,12,철벽 특성 레벨 달성 (2단계),4레벨 철벽 특성을 가진 신발을 수집하세요.,48,8,0,4,Icon_ItemAchievement_Ability_09,233,139,60,152
440403,440402,4404,12,12,철벽 특성 레벨 달성 (3단계),6레벨 철벽 특성을 가진 신발을 수집하세요.,48,8,0,6,Icon_ItemAchievement_Ability_09,233,235,60,258
440404,440403,4404,12,12,철벽 특성 레벨 달성 (4단계),8레벨 철벽 특성을 가진 신발을 수집하세요.,48,8,0,8,Icon_ItemAchievement_Ability_09,233,347,60,381
440405,440404,4404,12,12,철벽 특성 레벨 달성 (5단계),10레벨 철벽 특성을 가진 신발을 수집하세요.,48,8,0,10,Icon_ItemAchievement_Ability_09,233,535,60,587
440501,,4405,12,12,철벽 특성 신발 초월 (1단계),철벽 특성을 가진 32레벨 초월 신발을 수집하세요.,47,8,0,32,Icon_ItemAchievement_01,102,67,101,39
440502,440501,4405,12,12,철벽 특성 신발 초월 (2단계),철벽 특성을 가진 34레벨 초월 신발을 수집하세요.,47,8,0,34,Icon_ItemAchievement_01,102,134,101,79
440503,440502,4405,12,12,철벽 특성 신발 초월 (3단계),철벽 특성을 가진 36레벨 초월 신발을 수집하세요.,47,8,0,36,Icon_ItemAchievement_01,102,227,101,134
440504,440503,4405,12,12,철벽 특성 신발 초월 (4단계),철벽 특성을 가진 38레벨 초월 신발을 수집하세요.,47,8,0,38,Icon_ItemAchievement_01,102,336,101,198
440505,440504,4405,12,12,철벽 특성 신발 초월 (5단계),철벽 특성을 가진 40레벨 초월 신발을 수집하세요.,47,8,0,40,Icon_ItemAchievement_01,102,517,101,305
510201,,5102,9,15,수호 특성 투구 레벨 (1단계),수호 특성을 가진 15레벨 SR등급 투구를 수집하세요.,49,17,0,15,Icon_ItemAchievement_Helmet,26,87,58,44
510202,510201,5102,9,15,수호 특성 투구 레벨 (2단계),수호 특성을 가진 30레벨 SR등급 투구를 수집하세요.,49,17,0,30,Icon_ItemAchievement_Helmet,26,174,58,88
510203,510202,5102,9,15,수호 특성 투구 레벨 (3단계),수호 특성을 가진 15레벨 UR등급 투구를 수집하세요.,49,17,0,15,Icon_ItemAchievement_Helmet,26,296,58,149
510204,510203,5102,9,15,수호 특성 투구 레벨 (4단계),수호 특성을 가진 30레벨 UR등급 투구를 수집하세요.,49,17,0,30,Icon_ItemAchievement_Helmet,26,437,58,221
510205,510204,5102,9,15,수호 특성 투구 레벨 (5단계),수호 특성을 가진 40레벨 UR등급 투구를 수집하세요.,49,17,0,40,Icon_ItemAchievement_Helmet,26,673,58,340
510301,,5103,9,15,수호 특성 투구 강화 (1단계),수호 특성을 가진 +10강 투구를 수집하세요.,56,17,0,10,Icon_ItemAchievement_01,11,87,10,56
510302,510301,5103,9,15,수호 특성 투구 강화 (2단계),수호 특성을 가진 +15강 투구를 수집하세요.,56,17,0,15,Icon_ItemAchievement_01,11,174,10,113
510303,510302,5103,9,15,수호 특성 투구 강화 (3단계),수호 특성을 가진 +20강 투구를 수집하세요.,56,17,0,20,Icon_ItemAchievement_01,11,296,10,192
510304,510303,5103,9,15,수호 특성 투구 강화 (4단계),수호 특성을 가진 +25강 투구를 수집하세요.,56,17,0,25,Icon_ItemAchievement_01,11,437,10,284
510305,510304,5103,9,15,수호 특성 투구 강화 (5단계),수호 특성을 가진 +30강 투구를 수집하세요.,56,17,0,30,Icon_ItemAchievement_01,11,673,10,437
510401,,5104,9,15,수호 특성 레벨 달성 (1단계),2레벨 수호 특성을 가진 투구를 수집하세요.,48,17,0,2,Icon_ItemAchievement_Ability_10,233,69,60,76
510402,510401,5104,9,15,수호 특성 레벨 달성 (2단계),4레벨 수호 특성을 가진 투구를 수집하세요.,48,17,0,4,Icon_ItemAchievement_Ability_10,233,139,60,152
510403,510402,5104,9,15,수호 특성 레벨 달성 (3단계),6레벨 수호 특성을 가진 투구를 수집하세요.,48,17,0,6,Icon_ItemAchievement_Ability_10,233,235,60,258
510404,510403,5104,9,15,수호 특성 레벨 달성 (4단계),8레벨 수호 특성을 가진 투구를 수집하세요.,48,17,0,8,Icon_ItemAchievement_Ability_10,233,347,60,381
510405,510404,5104,9,15,수호 특성 레벨 달성 (5단계),10레벨 수호 특성을 가진 투구를 수집하세요.,48,17,0,10,Icon_ItemAchievement_Ability_10,233,535,60,587
510501,,5105,9,15,수호 특성 투구 초월 (1단계),수호 특성을 가진 32레벨 초월 투구를 수집하세요.,47,17,0,32,Icon_ItemAchievement_01,102,67,101,39
510502,510501,5105,9,15,수호 특성 투구 초월 (2단계),수호 특성을 가진 34레벨 초월 투구를 수집하세요.,47,17,0,34,Icon_ItemAchievement_01,102,134,101,79
510503,510502,5105,9,15,수호 특성 투구 초월 (3단계),수호 특성을 가진 36레벨 초월 투구를 수집하세요.,47,17,0,36,Icon_ItemAchievement_01,102,227,101,134
510504,510503,5105,9,15,수호 특성 투구 초월 (4단계),수호 특성을 가진 38레벨 초월 투구를 수집하세요.,47,17,0,38,Icon_ItemAchievement_01,102,336,101,198
510505,510504,5105,9,15,수호 특성 투구 초월 (5단계),수호 특성을 가진 40레벨 초월 투구를 수집하세요.,47,17,0,40,Icon_ItemAchievement_01,102,517,101,305
520201,,5202,10,15,수호 특성 갑옷 레벨 (1단계),수호 특성을 가진 15레벨 SR등급 갑옷을 수집하세요.,49,17,0,15,Icon_ItemAchievement_Armor,26,87,58,44
520202,520201,5202,10,15,수호 특성 갑옷 레벨 (2단계),수호 특성을 가진 30레벨 SR등급 갑옷을 수집하세요.,49,17,0,30,Icon_ItemAchievement_Armor,26,174,58,88
520203,520202,5202,10,15,수호 특성 갑옷 레벨 (3단계),수호 특성을 가진 15레벨 UR등급 갑옷을 수집하세요.,49,17,0,15,Icon_ItemAchievement_Armor,26,296,58,149
520204,520203,5202,10,15,수호 특성 갑옷 레벨 (4단계),수호 특성을 가진 30레벨 UR등급 갑옷을 수집하세요.,49,17,0,30,Icon_ItemAchievement_Armor,26,437,58,221
520205,520204,5202,10,15,수호 특성 갑옷 레벨 (5단계),수호 특성을 가진 40레벨 UR등급 갑옷을 수집하세요.,49,17,0,40,Icon_ItemAchievement_Armor,26,673,58,340
520301,,5203,10,15,수호 특성 갑옷 강화 (1단계),수호 특성을 가진 +10강 갑옷을 수집하세요.,56,17,0,10,Icon_ItemAchievement_01,11,87,10,56
520302,520301,5203,10,15,수호 특성 갑옷 강화 (2단계),수호 특성을 가진 +15강 갑옷을 수집하세요.,56,17,0,15,Icon_ItemAchievement_01,11,174,10,113
520303,520302,5203,10,15,수호 특성 갑옷 강화 (3단계),수호 특성을 가진 +20강 갑옷을 수집하세요.,56,17,0,20,Icon_ItemAchievement_01,11,296,10,192
520304,520303,5203,10,15,수호 특성 갑옷 강화 (4단계),수호 특성을 가진 +25강 갑옷을 수집하세요.,56,17,0,25,Icon_ItemAchievement_01,11,437,10,284
520305,520304,5203,10,15,수호 특성 갑옷 강화 (5단계),수호 특성을 가진 +30강 갑옷을 수집하세요.,56,17,0,30,Icon_ItemAchievement_01,11,673,10,437
520401,,5204,10,15,수호 특성 레벨 달성 (1단계),2레벨 수호 특성을 가진 갑옷을 수집하세요.,48,17,0,2,Icon_ItemAchievement_Ability_10,233,69,60,76
520402,520401,5204,10,15,수호 특성 레벨 달성 (2단계),4레벨 수호 특성을 가진 갑옷을 수집하세요.,48,17,0,4,Icon_ItemAchievement_Ability_10,233,139,60,152
520403,520402,5204,10,15,수호 특성 레벨 달성 (3단계),6레벨 수호 특성을 가진 갑옷을 수집하세요.,48,17,0,6,Icon_ItemAchievement_Ability_10,233,235,60,258
520404,520403,5204,10,15,수호 특성 레벨 달성 (4단계),8레벨 수호 특성을 가진 갑옷을 수집하세요.,48,17,0,8,Icon_ItemAchievement_Ability_10,233,347,60,381
520405,520404,5204,10,15,수호 특성 레벨 달성 (5단계),10레벨 수호 특성을 가진 갑옷을 수집하세요.,48,17,0,10,Icon_ItemAchievement_Ability_10,233,535,60,587
520501,,5205,10,15,수호 특성 갑옷 초월 (1단계),수호 특성을 가진 32레벨 초월 갑옷을 수집하세요.,47,17,0,32,Icon_ItemAchievement_01,102,67,101,39
520502,520501,5205,10,15,수호 특성 갑옷 초월 (2단계),수호 특성을 가진 34레벨 초월 갑옷을 수집하세요.,47,17,0,34,Icon_ItemAchievement_01,102,134,101,79
520503,520502,5205,10,15,수호 특성 갑옷 초월 (3단계),수호 특성을 가진 36레벨 초월 갑옷을 수집하세요.,47,17,0,36,Icon_ItemAchievement_01,102,227,101,134
520504,520503,5205,10,15,수호 특성 갑옷 초월 (4단계),수호 특성을 가진 38레벨 초월 갑옷을 수집하세요.,47,17,0,38,Icon_ItemAchievement_01,102,336,101,198
520505,520504,5205,10,15,수호 특성 갑옷 초월 (5단계),수호 특성을 가진 40레벨 초월 갑옷을 수집하세요.,47,17,0,40,Icon_ItemAchievement_01,102,517,101,305
530201,,5302,11,15,수호 특성 장갑 레벨 (1단계),수호 특성을 가진 15레벨 SR등급 장갑을 수집하세요.,49,17,0,15,Icon_ItemAchievement_Gloves,26,87,58,44
530202,530201,5302,11,15,수호 특성 장갑 레벨 (2단계),수호 특성을 가진 30레벨 SR등급 장갑을 수집하세요.,49,17,0,30,Icon_ItemAchievement_Gloves,26,174,58,88
530203,530202,5302,11,15,수호 특성 장갑 레벨 (3단계),수호 특성을 가진 15레벨 UR등급 장갑을 수집하세요.,49,17,0,15,Icon_ItemAchievement_Gloves,26,296,58,149
530204,530203,5302,11,15,수호 특성 장갑 레벨 (4단계),수호 특성을 가진 30레벨 UR등급 장갑을 수집하세요.,49,17,0,30,Icon_ItemAchievement_Gloves,26,437,58,221
530205,530204,5302,11,15,수호 특성 장갑 레벨 (5단계),수호 특성을 가진 40레벨 UR등급 장갑을 수집하세요.,49,17,0,40,Icon_ItemAchievement_Gloves,26,673,58,340
530301,,5303,11,15,수호 특성 장갑 강화 (1단계),수호 특성을 가진 +10강 장갑을 수집하세요.,56,17,0,10,Icon_ItemAchievement_01,11,87,10,56
530302,530301,5303,11,15,수호 특성 장갑 강화 (2단계),수호 특성을 가진 +15강 장갑을 수집하세요.,56,17,0,15,Icon_ItemAchievement_01,11,174,10,113
530303,530302,5303,11,15,수호 특성 장갑 강화 (3단계),수호 특성을 가진 +20강 장갑을 수집하세요.,56,17,0,20,Icon_ItemAchievement_01,11,296,10,192
530304,530303,5303,11,15,수호 특성 장갑 강화 (4단계),수호 특성을 가진 +25강 장갑을 수집하세요.,56,17,0,25,Icon_ItemAchievement_01,11,437,10,284
530305,530304,5303,11,15,수호 특성 장갑 강화 (5단계),수호 특성을 가진 +30강 장갑을 수집하세요.,56,17,0,30,Icon_ItemAchievement_01,11,673,10,437
530401,,5304,11,15,수호 특성 레벨 달성 (1단계),2레벨 수호 특성을 가진 장갑을 수집하세요.,48,17,0,2,Icon_ItemAchievement_Ability_10,233,69,60,76
530402,530401,5304,11,15,수호 특성 레벨 달성 (2단계),4레벨 수호 특성을 가진 장갑을 수집하세요.,48,17,0,4,Icon_ItemAchievement_Ability_10,233,139,60,152
530403,530402,5304,11,15,수호 특성 레벨 달성 (3단계),6레벨 수호 특성을 가진 장갑을 수집하세요.,48,17,0,6,Icon_ItemAchievement_Ability_10,233,235,60,258
530404,530403,5304,11,15,수호 특성 레벨 달성 (4단계),8레벨 수호 특성을 가진 장갑을 수집하세요.,48,17,0,8,Icon_ItemAchievement_Ability_10,233,347,60,381
530405,530404,5304,11,15,수호 특성 레벨 달성 (5단계),10레벨 수호 특성을 가진 장갑을 수집하세요.,48,17,0,10,Icon_ItemAchievement_Ability_10,233,535,60,587
530501,,5305,11,15,수호 특성 장갑 초월 (1단계),수호 특성을 가진 32레벨 초월 장갑을 수집하세요.,47,17,0,32,Icon_ItemAchievement_01,102,67,101,39
530502,530501,5305,11,15,수호 특성 장갑 초월 (2단계),수호 특성을 가진 34레벨 초월 장갑을 수집하세요.,47,17,0,34,Icon_ItemAchievement_01,102,134,101,79
530503,530502,5305,11,15,수호 특성 장갑 초월 (3단계),수호 특성을 가진 36레벨 초월 장갑을 수집하세요.,47,17,0,36,Icon_ItemAchievement_01,102,227,101,134
530504,530503,5305,11,15,수호 특성 장갑 초월 (4단계),수호 특성을 가진 38레벨 초월 장갑을 수집하세요.,47,17,0,38,Icon_ItemAchievement_01,102,336,101,198
530505,530504,5305,11,15,수호 특성 장갑 초월 (5단계),수호 특성을 가진 40레벨 초월 장갑을 수집하세요.,47,17,0,40,Icon_ItemAchievement_01,102,517,101,305
540201,,5402,12,15,수호 특성 신발 레벨 (1단계),수호 특성을 가진 15레벨 SR등급 신발을 수집하세요.,49,17,0,15,Icon_ItemAchievement_Boots,26,87,58,44
540202,540201,5402,12,15,수호 특성 신발 레벨 (2단계),수호 특성을 가진 30레벨 SR등급 신발을 수집하세요.,49,17,0,30,Icon_ItemAchievement_Boots,26,174,58,88
540203,540202,5402,12,15,수호 특성 신발 레벨 (3단계),수호 특성을 가진 15레벨 UR등급 신발을 수집하세요.,49,17,0,15,Icon_ItemAchievement_Boots,26,296,58,149
540204,540203,5402,12,15,수호 특성 신발 레벨 (4단계),수호 특성을 가진 30레벨 UR등급 신발을 수집하세요.,49,17,0,30,Icon_ItemAchievement_Boots,26,437,58,221
540205,540204,5402,12,15,수호 특성 신발 레벨 (5단계),수호 특성을 가진 40레벨 UR등급 신발을 수집하세요.,49,17,0,40,Icon_ItemAchievement_Boots,26,673,58,340
540301,,5403,12,15,수호 특성 신발 강화 (1단계),수호 특성을 가진 +10강 신발을 수집하세요.,56,17,0,10,Icon_ItemAchievement_01,11,87,10,56
540302,540301,5403,12,15,수호 특성 신발 강화 (2단계),수호 특성을 가진 +15강 신발을 수집하세요.,56,17,0,15,Icon_ItemAchievement_01,11,174,10,113
540303,540302,5403,12,15,수호 특성 신발 강화 (3단계),수호 특성을 가진 +20강 신발을 수집하세요.,56,17,0,20,Icon_ItemAchievement_01,11,296,10,192
540304,540303,5403,12,15,수호 특성 신발 강화 (4단계),수호 특성을 가진 +25강 신발을 수집하세요.,56,17,0,25,Icon_ItemAchievement_01,11,437,10,284
540305,540304,5403,12,15,수호 특성 신발 강화 (5단계),수호 특성을 가진 +30강 신발을 수집하세요.,56,17,0,30,Icon_ItemAchievement_01,11,673,10,437
540401,,5404,12,15,수호 특성 레벨 달성 (1단계),2레벨 수호 특성을 가진 신발을 수집하세요.,48,17,0,2,Icon_ItemAchievement_Ability_10,233,69,60,76
540402,540401,5404,12,15,수호 특성 레벨 달성 (2단계),4레벨 수호 특성을 가진 신발을 수집하세요.,48,17,0,4,Icon_ItemAchievement_Ability_10,233,139,60,152
540403,540402,5404,12,15,수호 특성 레벨 달성 (3단계),6레벨 수호 특성을 가진 신발을 수집하세요.,48,17,0,6,Icon_ItemAchievement_Ability_10,233,235,60,258
540404,540403,5404,12,15,수호 특성 레벨 달성 (4단계),8레벨 수호 특성을 가진 신발을 수집하세요.,48,17,0,8,Icon_ItemAchievement_Ability_10,233,347,60,381
540405,540404,5404,12,15,수호 특성 레벨 달성 (5단계),10레벨 수호 특성을 가진 신발을 수집하세요.,48,17,0,10,Icon_ItemAchievement_Ability_10,233,535,60,587
540501,,5405,12,15,수호 특성 신발 초월 (1단계),수호 특성을 가진 32레벨 초월 신발을 수집하세요.,47,17,0,32,Icon_ItemAchievement_01,102,67,101,39
540502,540501,5405,12,15,수호 특성 신발 초월 (2단계),수호 특성을 가진 34레벨 초월 신발을 수집하세요.,47,17,0,34,Icon_ItemAchievement_01,102,134,101,79
