Id,GroupId,Name,Type,DisplayLevel,Grade,EquipmentType1,EquipmentType2,WeaponType,ArmorType,Material,GachaInfoId,SoulCrystalType,PetEquipmentType,SummonGemGroupId,AcquirePerformanceType,AuctionSubGroupId,AuctionTradingUnit,IconTexture,MaxStackableCount,EffectType1,EffectParam1,EffectType2,EffectParam2,EffectType3,EffectParam3,BasicOptionGroupId,AbilityInfoPreviewId,AbilityInfoId,SellingPrice,ProvidingExp,RequiredAdena,CoolTime,Resource,AcquireContents1,AcquireContents2,AcquireContents3,AcquireContents4,AcquireContents5,TypeDesc,ClassType,LimitDesc,UsingDesc,Desc,UseType,UseLevel,MaxUseLevel,Rarity,VisualEffectId,InventoryType,BagType,LootEffect,UseClassTransfer,Usable,UseQuickSlot,Loadable,ItemInfoId,PeriodItem,ItemUseDesc,GuildWarehouseGrantRestrict,LimitBreakInfoId
470108,470000,기요틴 코어,16,,5,12,12,6,3,3,,9,4,,0,814,1,Icon_MonsterCore_Guillotine,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"죽음의 기요틴의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470111,470000,엘렌 코어,16,,1,12,12,6,3,3,,9,4,,0,817,10,Icon_MonsterCore_Medusa,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"엘렌의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470112,470000,비르 코어,16,,2,12,12,6,3,3,,9,4,,0,817,10,Icon_MonsterCore_Wyrm,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"비르의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470113,470000,테스 코어,16,,2,12,12,6,3,3,,9,4,,0,817,10,Icon_MonsterCore_LangkLizardman,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"테스의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470114,470000,라쉬코스 코어,16,,2,12,12,6,3,3,,9,4,,0,817,10,Icon_MonsterCore_MailleLizardmanWarrior,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"라쉬코스의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470115,470000,샤코스 코어,16,,2,12,12,6,3,3,,9,4,,0,817,10,Icon_MonsterCore_LetoLizardmanWarrior,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"샤코스의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470116,470000,루스 코어,16,,1,12,12,6,3,3,,9,4,,0,817,10,Icon_MonsterCore_MailleLizardmanScout,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"루스의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470117,470000,닥스 코어,16,,2,12,12,6,3,3,,9,4,,0,817,10,Icon_MonsterCore_MailleLizardmanShaman,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"닥스의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470118,470000,스테노아 코어,16,,4,12,12,6,3,3,,9,4,,0,817,1,Icon_MonsterCore_CaveMaiden,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"스테노아의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470121,470000,루르 코어,16,,1,12,12,6,3,3,,9,4,,0,818,10,Icon_MonsterCore_OlMahumGeneral,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"루르의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470122,470000,알폰스 코어,16,,1,12,12,6,3,3,,9,4,,0,818,10,Icon_MonsterCore_Pirateszombie,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"알폰스의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470123,470000,홀스트 코어,16,,2,12,12,6,3,3,,9,4,,0,818,10,Icon_MonsterCore_UnpleasantHumming,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"홀스트의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470124,470000,메데스 코어,16,,2,12,12,6,3,3,,9,4,,0,818,10,Icon_MonsterCore_Meforde,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"메데스의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470125,470000,루카 코어,16,,2,12,12,6,3,3,,9,4,,0,818,10,Icon_MonsterCore_Lorca,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"루카의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470126,470000,헥터 코어,16,,2,12,12,6,3,3,,9,4,,0,818,10,Icon_MonsterCore_Premo,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"헥터의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470127,470000,마샤 코어,16,,4,12,12,6,3,3,,9,4,,0,818,1,Icon_MonsterCore_Banshee,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"마샤의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470131,470000,루아 코어,16,,1,12,12,6,3,3,,9,4,,0,819,10,Icon_MonsterCore_Succubus,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"루아의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470132,470000,본스팅 코어,16,,2,12,12,6,3,3,,9,4,,0,819,10,Icon_MonsterCore_TepraScorpion,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"본스팅의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470133,470000,엘버트 코어,16,,2,12,12,6,3,3,,9,4,,0,819,10,Icon_MonsterCore_PiratesZombieCaptain,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"엘버트의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470134,470000,제이프 코어,16,,2,12,12,6,3,3,,9,4,,0,819,10,Icon_MonsterCore_PiratesZombieOfficer,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"제이프의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470135,470000,자켄 코어,16,,5,12,12,6,3,3,,9,4,,0,819,1,Icon_MonsterCore_Zaken,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"자켄의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470141,470000,고로크 코어,16,,2,12,12,6,3,3,,9,4,,0,820,10,Icon_MonsterCore_TimakOrcGeneral,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"고로크의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470142,470000,베로크 코어,16,,1,12,12,6,3,3,,9,4,,0,820,10,Icon_MonsterCore_TimakOrcShaman,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"베로크의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470143,470000,제이슨 코어,16,,1,12,12,6,3,3,,9,4,,0,820,10,Icon_MonsterCore_CrimsonBind,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"제이슨의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470144,470000,움바 코어,16,,2,12,12,6,3,3,,9,4,,0,820,10,Icon_MonsterCore_Grandis,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"움바의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470145,470000,아가레스 코어,16,,2,12,12,6,3,3,,9,4,,0,820,10,Icon_MonsterCore_Gargoyle,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"아가레스의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470146,470000,라볼라스 코어,16,,2,12,12,6,3,3,,9,4,,0,820,10,Icon_MonsterCore_Dullahan,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"라볼라스의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470147,470000,빌헬름 코어,16,,1,12,12,6,3,3,,9,4,,0,820,10,Icon_MonsterCore_Windsus,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"빌헬름의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470148,470000,마락스 코어,16,,4,12,12,6,3,3,,9,4,,0,820,1,Icon_MonsterCore_Marax,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"마락스의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470151,470000,베어그릴 코어,16,,2,12,12,6,3,3,,9,4,,0,821,10,Icon_MonsterCore_Grendel,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"베어그릴의 기운이 담긴 몬스터 코어입니다. 
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470152,470000,게이틴 코어,16,,2,12,12,6,3,3,,9,4,,0,821,10,Icon_MonsterCore_ArmoredGrandis,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"게이틴의 기운이 담긴 몬스터 코어입니다. 
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470153,470000,실레노스 코어,16,,1,12,12,6,3,3,,9,4,,0,821,10,Icon_MonsterCore_BarkaSilenosChieftain,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"실레노스의 기운이 담긴 몬스터 코어입니다. 
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470154,470000,토루크 코어,16,,1,12,12,6,3,3,,9,4,,0,821,10,Icon_MonsterCore_TanorSilenosChieftain,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"토루크 의 기운이 담긴 몬스터 코어입니다. 
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470155,470000,카릭스 코어,16,,1,12,12,6,3,3,,9,4,,0,821,10,Icon_MonsterCore_KetraOrc,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"카릭스의 기운이 담긴 몬스터 코어입니다. 
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470156,470000,제노 코어,16,,2,12,12,6,3,3,,9,4,,0,821,10,Icon_MonsterCore_TantaarLizardmanSorcerer,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"제노의 기운이 담긴 몬스터 코어입니다. 
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470157,470000,고원의 심장 코어,16,,4,12,12,6,3,3,,9,4,,0,821,1,Icon_MonsterCore_Sahara,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"고원의 심장의 기운이 담긴 몬스터 코어입니다. 
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470161,470000,라르바 코어,16,,2,12,12,6,3,3,,9,4,,0,822,10,Icon_MonsterCore_Pan,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"라르바의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470162,470000,레바 코어,16,,2,12,12,6,3,3,,9,4,,0,822,10,Icon_MonsterCore_OelMahumShaman,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"레바의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470163,470000,호스트 펑거스 코어,16,,1,12,12,6,3,3,,9,4,,0,822,10,Icon_MonsterCore_SporeFungus,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"호스트 펑거스의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470164,470000,허벤 코어,16,,2,12,12,6,3,3,,9,4,,0,822,10,Icon_MonsterCore_ZombieLordCrowl,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"허벤의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470165,470000,쉐도우 코어,16,,2,12,12,6,3,3,,9,4,,0,822,10,Icon_MonsterCore_DarkAssociation,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"쉐도우의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470166,470000,라이켈 코어,16,,4,12,12,6,3,3,,9,4,,0,822,1,Icon_MonsterCore_Raikel,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"라이켈의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470167,470000,레베카 코어,16,,4,12,12,6,3,3,,9,4,,0,822,1,Icon_MonsterCore_OrfensMaid,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"오르펜의 시녀의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470168,470000,오르펜 코어,16,,5,12,12,6,3,3,,9,4,,0,822,1,Icon_MonsterCore_Orfen,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"오르펜의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470171,470000,타르바 코어,16,,2,12,12,6,3,3,,9,4,,0,823,10,Icon_MonsterCore_OelMahumWarrior,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"타르바의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470172,470000,마라타 코어,16,,2,12,12,6,3,3,,9,4,,0,823,10,Icon_MonsterCore_KetraOrcWarrior,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"마라타의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470173,470000,크타 코어,16,,2,12,12,6,3,3,,9,4,,0,823,10,Icon_MonsterCore_KetraOrcOverlord,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"크타의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470174,470000,모르타 코어,16,,1,12,12,6,3,3,,9,4,,0,823,10,Icon_MonsterCore_KetraOrcChieftain,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"모르타의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470175,470000,마이타 코어,16,,1,12,12,6,3,3,,9,4,,0,823,10,Icon_MonsterCore_KetraOrcArcher,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"마이타의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470176,470000,아리타 코어,16,,2,12,12,6,3,3,,9,4,,0,823,10,Icon_MonsterCore_VoidHound,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"아리타의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470177,470000,디펜더 코어,16,,2,12,12,6,3,3,,9,4,,0,823,10,Icon_MonsterCore_Ferum,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"디펜더의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470178,470000,언더테이커 코어,16,,4,12,12,6,3,3,,9,4,,0,823,1,Icon_MonsterCore_Dullahan,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"언더테이커의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470181,470000,구시온 코어,16,,1,12,12,6,3,3,,9,4,,0,831,5,Icon_MonsterCore_DarkAssociation_M_High,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"구시온의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470182,470000,발가스 코어,16,,3,12,12,6,3,3,,9,4,,0,826,5,Icon_MonsterCore_Drake,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"발가스의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470183,470000,부에르 코어,16,,3,12,12,6,3,3,,9,4,,0,826,5,Icon_MonsterCore_Boreas,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"부에르의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470184,470000,우로보로스 코어,16,,3,12,12,6,3,3,,9,4,,0,826,5,Icon_MonsterCore_SerpentSlave,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"우로보로스의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470185,470000,레라지에 코어,16,,2,12,12,6,3,3,,9,4,,0,831,5,Icon_MonsterCore_DarkLord,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"레라지에의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470186,470000,바토리 코어,16,,2,12,12,6,3,3,,9,4,,0,831,5,Icon_MonsterCore_BloodyQueen,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"바토리의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470191,470000,바노머스 코어,16,,2,12,12,6,3,3,,9,4,,0,832,1,Icon_MonsterCore_SerpentSlave,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"바노머스의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470192,470000,노르딕 코어,16,,1,12,12,6,3,3,,9,4,,0,832,1,Icon_MonsterCore_MimicGold,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"노르딕의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470193,470000,알후프 코어,16,,1,12,12,6,3,3,,9,4,,0,832,1,Icon_MonsterCore_Imp,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"알후프의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470194,470000,에이머 코어,16,,2,12,12,6,3,3,,9,4,,0,832,1,Icon_MonsterCore_MalukSniper,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"에이머의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470195,470000,지그문트 코어,16,,2,12,12,6,3,3,,9,4,,0,832,1,Icon_MonsterCore_NightmareEye,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"지그문트의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470196,470000,트리스 코어,16,,1,12,12,6,3,3,,9,4,,0,832,1,Icon_MonsterCore_Scarab,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"트리스의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470201,470000,핏빛 눈꽃 코어,16,,1,12,12,6,3,3,,9,4,,0,833,1,Icon_MonsterCore_KingBugbear,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"핏빛 눈꽃의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470202,470000,아나토메 코어,16,,2,12,12,6,3,3,,9,4,,0,833,1,Icon_MonsterCore_DarkKnight,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"아나토메의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470203,470000,아이소스 코어,16,,1,12,12,6,3,3,,9,4,,0,833,1,Icon_MonsterCore_Drake,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"아이소스의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470204,470000,프로텍토 코어,16,,2,12,12,6,3,3,,9,4,,0,833,1,Icon_MonsterCore_DragonKinSoldier,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"프로텍토의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470205,470000,메헤라 코어,16,,1,12,12,6,3,3,,9,4,,0,833,1,Icon_MonsterCore_MalukHunter,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"메헤라의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
470206,470000,심바 코어,16,,2,12,12,6,3,3,,9,4,,0,833,1,Icon_MonsterCore_EmbryonKnights,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"심바의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
472001,470000,호러 윙 코어,16,,3,12,12,6,3,3,,9,4,,0,803,5,Icon_MonsterCore_VampireBat,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"호러 윙의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
472002,470000,류카온 코어,16,,3,12,12,6,3,3,,9,4,,0,803,5,Icon_MonsterCore_WereWolf,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"류카온의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
472003,470000,아라크네 코어,16,,3,12,12,6,3,3,,9,4,,0,803,5,Icon_MonsterCore_GiantSpider,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"아라크네의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
472011,470000,마니아코스 코어,16,,3,12,12,6,3,3,,9,4,,0,804,5,Icon_MonsterCore_Skeleton,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"마니아코스의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
472012,470000,필락스 코어,16,,3,12,12,6,3,3,,9,4,,0,804,5,Icon_MonsterCore_SkeletonArcher,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"필락스의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
472013,470000,데스 게이저 코어,16,,3,12,12,6,3,3,,9,4,,0,804,5,Icon_MonsterCore_Beholder,30000,253,,253,,253,,,,,10,,,,,1,,,,,코어,,,"데스 게이저의 기운이 담긴 몬스터 코어입니다.
몬스터 도감에 등록해서 능력치를 올릴 수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
