Id,Name,ShopType,TabType,HighendEffect,LimitMinLevel,LimitMaxLevel,MasteryMinLevel,MasteryMaxLevel,NetmarbleSItemId,Display,DisplayOrder,DisplayType,DisplayTypeValue,IsGotcha,CostType,CostValue,DiscountRate,SpecialDiscountRate,PurchaseFree,PurchaseFreeTime,PurchaseLimit,LimitPeriodeValue,PurchaseLimitValue,LimitPeriodStart,LimitPeriodEnd,LeagueLimit,SupportVersion,IconTexture,IconTexture2,PromotionType,RecommendPackage,Desc,ReplacementProduct,Desc2,FlatRatePeriod,RetentionPeriod,EfficiencyRate
91006,연금술의 서 - 축복받은 강화주문서 선택 상자,5,23,,,,,,,0,600,10,,0,16,30,,,0,,3,,3,,,408,,Icon_Box_Combine_EnchantScroll_01_Shop,,25,0,사용 시 연금술의 서 - 축복받은 강화주문서 중 1가지를 선택하여 획득합니다. ,0,,,,
91007,특성의 기운 10개,5,23,,,,,,,0,700,10,,0,16,20,,,0,,3,,3,,,,,Icon_Combine_AbilityStone_Material_Shop,,25,0,"특성의 돌 연금술에 필요한 재료입니다. 특성의 기운 100개로 S등급 특성의 돌을 조합하거나, 특성의 돌과 함께 사용하여 상위 등급 특성의 돌을 조합할 수 있습니다.",0,,,,
91008,연금술의 서 - S등급 특성의 돌,5,23,,,,,,,0,800,10,,0,16,20,,,0,,3,,3,,,,,Icon_Combine_AbilityStone_S_Shop,,25,0,S등급 특성의 돌 조합식이 적혀있는 문서. 특성의 기운을 조합하여 S등급 특성의 돌을 획득할 수 있습니다.,0,,,,
91009,연금술의 서 - R등급 특성의 돌,5,23,1,,,,,,0,900,10,,0,16,70,,,0,,3,,3,,,404,,Icon_Combine_AbilityStone_R_Shop,,25,0,R등급 특성의 돌 조합식이 적혀있는 문서. S등급 특성의 돌과 특성의 기운을 조합하여 R등급 특성의 돌을 획득할 수 있습니다.,0,,,,
91010,연금술의 서 - SR등급 특성의 돌,5,23,1,,,,,,0,1000,10,,0,16,150,,,0,,3,,3,,,410,,Icon_Combine_AbilityStone_SR_Shop,,25,0,SR등급 특성의 돌 조합식이 적혀있는 문서. R등급 특성의 돌과 특성의 기운을 조합하여 SR등급 특성의 돌을 획득할 수 있습니다.,0,,,,
91011,참회의 십자가,5,23,,,,,,,0,1100,10,,0,16,50,,,0,,3,,3,,,,,Icon_PkPointReducer_02_Shop,,25,0,"사용 시 30의 카오틱 수치가 감소됩니다.
십자가 아이템은 하루 3번만 사용 가능합니다.",0,,,,
91012,장비 결정체 선택 상자(중),5,23,,,,,,,0,1200,10,,0,16,15,,,0,,8,,,,,,,Icon_Box_UpgradeCrystal_02_Shop,,25,0,"사용 시 무기 결정체 100개, 방어구 결정체 100개, 장신구 결정체 100개 중 1개를 선택하여 획득합니다.",0,,,,
91017,UR등급 영웅 장신구 제작 상자 10+1개,5,23,1,,,,,,0,230,10,,0,16,150,,,0,,3,,1,,,,,Icon_Gacha_CraftMaterial_Acc_01_Shop,,25,0,UR등급 영웅의 장신구 제작 재료 획득 가능!,0,,,,
91018,UR등급 영웅 장신구 제작 상자 10+1개,5,23,1,,,,,,0,250,10,,0,1,1000,,,0,,3,,3,,,410,,Icon_Gacha_CraftMaterial_Acc_01_Shop,,25,0,UR등급 영웅의 장신구 제작 재료 획득 가능!,0,,,,
91019,명예의 탈리스만 소환 상자,5,23,1,,,,,,0,240,10,,0,16,50,,,0,,3,,5,,,,,Icon_Gacha_Talisman_Honor_01_Shop,,25,0,"전장의 광채, 전투의 흔적, 영원한 명예 탈리스만 획득 가능!",0,,,,
91020,명예의 탈리스만 소환 상자,5,23,1,,,,,,0,260,10,,0,1,300,,,0,,3,,3,,,410,,Icon_Gacha_Talisman_Honor_01_Shop,,25,0,"전장의 광채, 전투의 흔적, 영원한 명예 탈리스만 획득 가능!",0,,,,
999997,스킬포인트 패키지(구글),6,33,,,,,,lineage2_promotion1,1,1,9,,0,4,,,,0,,8,,,,,,,Icon_Shop_Adena_06,,25,0,"[레드 다이아몬드 300개]
[스킬 포인트 상자(500포인트)]",0,,,,
999996,타겟1(구글),6,33,,,,,,thanksgivingday_1,1,1,9,,0,4,,,,0,,8,,,,,,,Icon_Shop_Adena_06,,25,0,"[레드 다이아몬드 300개]
[스킬 포인트 상자(500포인트)]",0,,,,
999995,타겟2(구글),6,33,,,,,,thanksgivingday_2,1,1,9,,0,4,,,,0,,8,,,,,,,Icon_Shop_Adena_06,,25,0,"[S등급 전용 희귀 장비 선택 상자 1개][승급석 선택 상자 10개]
[레드 다이아 500개][50,000아데나]",0,,,,
999994,타겟3(구글),6,33,,,,,,thanksgivingday_3,1,1,9,,0,4,,,,0,,8,,,,,,,Icon_Shop_Adena_06,,25,0,"[탑승펫 장비 강화주문서 5개]
[강화주문서 선택 상자 10개]
[코어 획득 증가 물약 3개]
[지역 별 몬스터 코어 선택상자 300개]
 - 지역 별 몬스터 코어 선택상자 란?
   사용 시 말하는섬, 글루디오, 디온, 기란 지역의 
   몬스터 코어 선택 상자 중 1개를 선택하여 획득합니다.",0,,,,
999993,애플 프라임 패키지,6,33,,,,,,L2_APPLE_PRIME,1,1,9,,0,4,,,,0,,5,,1,,,,,Icon_Shop_Adena_06,,25,0,"[고급 스킬북 페이지 선택 상자]
[축복받은 강화주문서 선택상자 2개]
[100,000 아데나] [부자되세요 폭죽 10개]
[밤하늘 폭죽 10개]",0,,,,
999992,애플 서플라이 패키지,6,33,,,,,,L2_APPLE_SUPPLY,1,1,9,,0,4,,,,0,,5,,1,,,,,Icon_Shop_Adena_06,,25,0,"[스킬 포인트 300개] [정령탄 1000개]
[고급 HP포션 30개] [은하수 폭죽 10개]",0,,,,
13000,[20LV] 퀘스트 스크롤 - C등급,1,29,,20,29,,,,1,100,10,,0,7,40,,,0,,2,,10,,,,,Icon_QuestScroll_C,,25,0,사용 시 [C급 서브 퀘스트]를 수행할 수 있습니다.,0,,,,
13001,[30LV] 퀘스트 스크롤 - C등급,1,29,,30,39,,,,1,100,10,,0,7,60,,,0,,2,,10,,,,,Icon_QuestScroll_C,,25,0,사용 시 [C급 서브 퀘스트]를 수행할 수 있습니다.,0,,,,
13002,[40LV] 퀘스트 스크롤 - C등급,1,29,,40,49,,,,1,100,10,,0,7,80,,,0,,2,,10,,,,,Icon_QuestScroll_C,,25,0,사용 시 [C급 서브 퀘스트]를 수행할 수 있습니다.,0,,,,
13003,[50LV] 퀘스트 스크롤 - C등급,1,29,,50,59,,,,1,100,10,,0,7,100,,,0,,2,,10,,,,,Icon_QuestScroll_C,,25,0,사용 시 [C급 서브 퀘스트]를 수행할 수 있습니다.,0,,,,
13004,[60LV] 퀘스트 스크롤 - C등급,1,29,,60,74,,,,1,100,10,,0,7,120,,,0,,2,,10,,,,,Icon_QuestScroll_C,,25,0,사용 시 [C급 서브 퀘스트]를 수행할 수 있습니다.,0,,,,
13005,[75LV] 퀘스트 스크롤 - C등급,1,29,,75,89,,,,1,100,10,,0,7,140,,,0,,2,,10,,,,,Icon_QuestScroll_C,,25,0,사용 시 [C급 서브 퀘스트]를 수행할 수 있습니다.,0,,,,
13006,[90LV] 퀘스트 스크롤 - C등급,1,29,,90,104,,,,1,100,10,,0,7,160,,,0,,2,,10,,,,,Icon_QuestScroll_C,,25,0,사용 시 [C급 서브 퀘스트]를 수행할 수 있습니다.,0,,,,
13007,[105LV] 퀘스트 스크롤 - C등급,1,29,,105,119,,,,1,100,10,,0,7,180,,,0,,2,,10,,,,,Icon_QuestScroll_C,,25,0,사용 시 [C급 서브 퀘스트]를 수행할 수 있습니다.,0,,,,
13008,[120LV] 퀘스트 스크롤 - C등급,1,29,,120,134,,,,1,100,10,,0,7,200,,,0,,2,,10,,,,,Icon_QuestScroll_C,,25,0,사용 시 [C급 서브 퀘스트]를 수행할 수 있습니다.,0,,,,
13009,[135LV] 퀘스트 스크롤 - C등급,1,29,,135,149,,,,1,100,10,,0,7,220,,,0,,2,,10,,,,,Icon_QuestScroll_C,,25,0,사용 시 [C급 서브 퀘스트]를 수행할 수 있습니다.,0,,,,
13010,[150LV] 퀘스트 스크롤 - C등급,1,29,,150,164,,,,1,100,10,,0,7,240,,,0,,2,,10,,,,,Icon_QuestScroll_C,,25,0,사용 시 [C급 서브 퀘스트]를 수행할 수 있습니다.,0,,,,
13011,[165LV] 퀘스트 스크롤 - C등급,1,29,,165,179,,,,1,100,10,,0,7,260,,,0,,2,,10,,,,,Icon_QuestScroll_C,,25,0,사용 시 [C급 서브 퀘스트]를 수행할 수 있습니다.,0,,,,
13012,[180LV] 퀘스트 스크롤 - C등급,1,29,,180,199,,,,1,100,10,,0,7,280,,,0,,2,,10,,,,,Icon_QuestScroll_C,,25,0,사용 시 [C급 서브 퀘스트]를 수행할 수 있습니다.,0,,,,
13013,[200LV] 퀘스트 스크롤 - C등급,1,29,,200,229,,,,1,100,10,,0,7,300,,,0,,2,,10,,,,,Icon_QuestScroll_C,,25,0,사용 시 [C급 서브 퀘스트]를 수행할 수 있습니다.,0,,,,
13014,[230LV] 퀘스트 스크롤 - C등급,1,29,,230,259,,,,1,100,10,,0,7,320,,,0,,2,,10,,,,,Icon_QuestScroll_C,,25,0,사용 시 [C급 서브 퀘스트]를 수행할 수 있습니다.,0,,,,
13015,[260LV] 퀘스트 스크롤 - C등급,1,29,,260,269,,,,1,100,10,,0,7,340,,,0,,2,,10,,,,,Icon_QuestScroll_C,,25,0,사용 시 [C급 서브 퀘스트]를 수행할 수 있습니다.,0,,,,
13016,[270LV] 퀘스트 스크롤 - C등급,1,29,,270,294,,,,1,100,10,,0,7,360,,,0,,2,,10,,,,,Icon_QuestScroll_C,,25,0,사용 시 [C급 서브 퀘스트]를 수행할 수 있습니다.,0,,,,
13017,[295LV] 퀘스트 스크롤 - C등급,1,29,,295,400,,,,1,100,10,,0,7,380,,,0,,2,,10,,,,,Icon_QuestScroll_C,,25,0,사용 시 [C급 서브 퀘스트]를 수행할 수 있습니다.,0,,,,
13100,[20LV] 퀘스트 스크롤 - A등급,1,29,,20,29,,,,1,200,10,,0,0,7500,,,0,,2,,10,,,,,Icon_QuestScroll_A,,25,0,사용 시 [A급 서브 퀘스트]를 수행할 수 있습니다.,0,,,,
13101,[30LV] 퀘스트 스크롤 - A등급,1,29,,30,39,,,,1,200,10,,0,0,10000,,,0,,2,,10,,,,,Icon_QuestScroll_A,,25,0,사용 시 [A급 서브 퀘스트]를 수행할 수 있습니다.,0,,,,
13102,[40LV] 퀘스트 스크롤 - A등급,1,29,,40,49,,,,1,200,10,,0,0,12000,,,0,,2,,10,,,,,Icon_QuestScroll_A,,25,0,사용 시 [A급 서브 퀘스트]를 수행할 수 있습니다.,0,,,,
13103,[50LV] 퀘스트 스크롤 - A등급,1,29,,50,59,,,,1,200,10,,0,0,15000,,,0,,2,,10,,,,,Icon_QuestScroll_A,,25,0,사용 시 [A급 서브 퀘스트]를 수행할 수 있습니다.,0,,,,
13104,[60LV] 퀘스트 스크롤 - A등급,1,29,,60,74,,,,1,200,10,,0,0,18000,,,0,,2,,10,,,,,Icon_QuestScroll_A,,25,0,사용 시 [A급 서브 퀘스트]를 수행할 수 있습니다.,0,,,,
13105,[75LV] 퀘스트 스크롤 - A등급,1,29,,75,89,,,,1,200,10,,0,0,22000,,,0,,2,,10,,,,,Icon_QuestScroll_A,,25,0,사용 시 [A급 서브 퀘스트]를 수행할 수 있습니다.,0,,,,
13106,[90LV] 퀘스트 스크롤 - A등급,1,29,,90,104,,,,1,200,10,,0,0,25000,,,0,,2,,10,,,,,Icon_QuestScroll_A,,25,0,사용 시 [A급 서브 퀘스트]를 수행할 수 있습니다.,0,,,,
13107,[105LV] 퀘스트 스크롤 - A등급,1,29,,105,119,,,,1,200,10,,0,0,30000,,,0,,2,,10,,,,,Icon_QuestScroll_A,,25,0,사용 시 [A급 서브 퀘스트]를 수행할 수 있습니다.,0,,,,
13108,[120LV] 퀘스트 스크롤 - A등급,1,29,,120,134,,,,1,200,10,,0,0,32000,,,0,,2,,10,,,,,Icon_QuestScroll_A,,25,0,사용 시 [A급 서브 퀘스트]를 수행할 수 있습니다.,0,,,,
13109,[135LV] 퀘스트 스크롤 - A등급,1,29,,135,149,,,,1,200,10,,0,0,34000,,,0,,2,,10,,,,,Icon_QuestScroll_A,,25,0,사용 시 [A급 서브 퀘스트]를 수행할 수 있습니다.,0,,,,
13110,[150LV] 퀘스트 스크롤 - A등급,1,29,,150,164,,,,1,200,10,,0,0,35500,,,0,,2,,10,,,,,Icon_QuestScroll_A,,25,0,사용 시 [A급 서브 퀘스트]를 수행할 수 있습니다.,0,,,,
13111,[165LV] 퀘스트 스크롤 - A등급,1,29,,165,179,,,,1,200,10,,0,0,37000,,,0,,2,,10,,,,,Icon_QuestScroll_A,,25,0,사용 시 [A급 서브 퀘스트]를 수행할 수 있습니다.,0,,,,
13112,[180LV] 퀘스트 스크롤 - A등급,1,29,,180,199,,,,1,200,10,,0,0,38000,,,0,,2,,10,,,,,Icon_QuestScroll_A,,25,0,사용 시 [A급 서브 퀘스트]를 수행할 수 있습니다.,0,,,,
13113,[200LV] 퀘스트 스크롤 - A등급,1,29,,200,229,,,,1,200,10,,0,0,39000,,,0,,2,,10,,,,,Icon_QuestScroll_A,,25,0,사용 시 [A급 서브 퀘스트]를 수행할 수 있습니다.,0,,,,
13114,[230LV] 퀘스트 스크롤 - A등급,1,29,,230,259,,,,1,200,10,,0,0,40000,,,0,,2,,10,,,,,Icon_QuestScroll_A,,25,0,사용 시 [A급 서브 퀘스트]를 수행할 수 있습니다.,0,,,,
13115,[260LV] 퀘스트 스크롤 - A등급,1,29,,260,269,,,,1,200,10,,0,0,41000,,,0,,2,,10,,,,,Icon_QuestScroll_A,,25,0,사용 시 [A급 서브 퀘스트]를 수행할 수 있습니다.,0,,,,
13116,[270LV] 퀘스트 스크롤 - A등급,1,29,,270,294,,,,1,200,10,,0,0,42000,,,0,,2,,10,,,,,Icon_QuestScroll_A,,25,0,사용 시 [A급 서브 퀘스트]를 수행할 수 있습니다.,0,,,,
13117,[295LV] 퀘스트 스크롤 - A등급,1,29,,295,400,,,,1,200,10,,0,0,43000,,,0,,2,,10,,,,,Icon_QuestScroll_A,,25,0,사용 시 [A급 서브 퀘스트]를 수행할 수 있습니다.,0,,,,
13200,[20LV] 퀘스트 스크롤 - S등급,1,29,,20,29,,,,1,300,10,,0,1,50,,,0,,2,,10,,,,,Icon_QuestScroll_S,,25,0,사용 시 [S급 서브 퀘스트]를 수행할 수 있습니다.,0,,,,
13201,[30LV] 퀘스트 스크롤 - S등급,1,29,,30,39,,,,1,300,10,,0,1,70,,,0,,2,,10,,,,,Icon_QuestScroll_S,,25,0,사용 시 [S급 서브 퀘스트]를 수행할 수 있습니다.,0,,,,
13202,[40LV] 퀘스트 스크롤 - S등급,1,29,,40,49,,,,1,300,10,,0,1,80,,,0,,2,,10,,,,,Icon_QuestScroll_S,,25,0,사용 시 [S급 서브 퀘스트]를 수행할 수 있습니다.,0,,,,
13203,[50LV] 퀘스트 스크롤 - S등급,1,29,,50,59,,,,1,300,10,,0,1,100,,,0,,2,,10,,,,,Icon_QuestScroll_S,,25,0,사용 시 [S급 서브 퀘스트]를 수행할 수 있습니다.,0,,,,
13204,[60LV] 퀘스트 스크롤 - S등급,1,29,,60,74,,,,1,300,10,,0,1,125,,,0,,2,,10,,,,,Icon_QuestScroll_S,,25,0,사용 시 [S급 서브 퀘스트]를 수행할 수 있습니다.,0,,,,
13205,[75LV] 퀘스트 스크롤 - S등급,1,29,,75,89,,,,1,300,10,,0,1,160,,,0,,2,,10,,,,,Icon_QuestScroll_S,,25,0,사용 시 [S급 서브 퀘스트]를 수행할 수 있습니다.,0,,,,
13206,[90LV] 퀘스트 스크롤 - S등급,1,29,,90,104,,,,1,300,10,,0,1,180,,,0,,2,,10,,,,,Icon_QuestScroll_S,,25,0,사용 시 [S급 서브 퀘스트]를 수행할 수 있습니다.,0,,,,
13207,[105LV] 퀘스트 스크롤 - S등급,1,29,,105,119,,,,1,300,10,,0,1,200,,,0,,2,,10,,,,,Icon_QuestScroll_S,,25,0,사용 시 [S급 서브 퀘스트]를 수행할 수 있습니다.,0,,,,
13208,[120LV] 퀘스트 스크롤 - S등급,1,29,,120,134,,,,1,300,10,,0,1,210,,,0,,2,,10,,,,,Icon_QuestScroll_S,,25,0,사용 시 [S급 서브 퀘스트]를 수행할 수 있습니다.,0,,,,
13209,[135LV] 퀘스트 스크롤 - S등급,1,29,,135,149,,,,1,300,10,,0,1,220,,,0,,2,,10,,,,,Icon_QuestScroll_S,,25,0,사용 시 [S급 서브 퀘스트]를 수행할 수 있습니다.,0,,,,
13210,[150LV] 퀘스트 스크롤 - S등급,1,29,,150,164,,,,1,300,10,,0,1,230,,,0,,2,,10,,,,,Icon_QuestScroll_S,,25,0,사용 시 [S급 서브 퀘스트]를 수행할 수 있습니다.,0,,,,
13211,[165LV] 퀘스트 스크롤 - S등급,1,29,,165,179,,,,1,300,10,,0,1,240,,,0,,2,,10,,,,,Icon_QuestScroll_S,,25,0,사용 시 [S급 서브 퀘스트]를 수행할 수 있습니다.,0,,,,
13212,[180LV] 퀘스트 스크롤 - S등급,1,29,,180,199,,,,1,300,10,,0,1,250,,,0,,2,,10,,,,,Icon_QuestScroll_S,,25,0,사용 시 [S급 서브 퀘스트]를 수행할 수 있습니다.,0,,,,
13213,[200LV] 퀘스트 스크롤 - S등급,1,29,,200,229,,,,1,300,10,,0,1,260,,,0,,2,,10,,,,,Icon_QuestScroll_S,,25,0,사용 시 [S급 서브 퀘스트]를 수행할 수 있습니다.,0,,,,
13214,[230LV] 퀘스트 스크롤 - S등급,1,29,,230,259,,,,1,300,10,,0,1,270,,,0,,2,,10,,,,,Icon_QuestScroll_S,,25,0,사용 시 [S급 서브 퀘스트]를 수행할 수 있습니다.,0,,,,
13215,[260LV] 퀘스트 스크롤 - S등급,1,29,,260,269,,,,1,300,10,,0,1,275,,,0,,2,,10,,,,,Icon_QuestScroll_S,,25,0,사용 시 [S급 서브 퀘스트]를 수행할 수 있습니다.,0,,,,
13216,[270LV] 퀘스트 스크롤 - S등급,1,29,,270,294,,,,1,300,10,,0,1,280,,,0,,2,,10,,,,,Icon_QuestScroll_S,,25,0,사용 시 [S급 서브 퀘스트]를 수행할 수 있습니다.,0,,,,
13217,[295LV] 퀘스트 스크롤 - S등급,1,29,,295,400,,,,1,300,10,,0,1,285,,,0,,2,,10,,,,,Icon_QuestScroll_S,,25,0,사용 시 [S급 서브 퀘스트]를 수행할 수 있습니다.,0,,,,
13300,B급 비밀장부,1,29,1,21,320,,,,0,50,10,,0,11,100,,,0,,8,,,,,,,Icon_QuestScroll_GreenDia_B_Shop,,25,0,"고양이 상단에 가져다 주면 100그린다이아와
1,000아데나, 텔레포트 주문서 1개를 획득할 수 있습니다.
(21레벨 이상 사용 가능)",0,,,,
13301,A급 비밀장부,1,29,1,21,320,,,,0,150,10,,0,11,1000,,,0,,8,,,,,,,Icon_QuestScroll_GreenDia_A_Shop,,25,0,"고양이 상단에 가져다 주면 1,000그린다이아와
10,000아데나, 텔레포트 주문서 1개를 획득할 수 있습니다.
(21레벨 이상 사용 가능)",0,,,,
13302,S급 비밀장부,1,29,1,21,320,,,,0,250,10,,0,11,10000,,,0,,8,,,,,,,Icon_QuestScroll_GreenDia_S_Shop,,25,0,"고양이 상단에 가져다 주면 10,000그린다이아와
100,000아데나, 텔레포트 주문서 1개를 획득할 수 있습니다.
(21레벨 이상 사용 가능)",0,,,,
14000,"시공의 균열 랜덤 상자
(200Lv 이상)",9,40,,,,50,10000,,0,600,10,,0,24,15,,,0,,3,,1,,,,,UI_Icon_RandomBox_General_01_Shop,,25,0,"시공의 균열 랜덤 보상 상자입니다.
사용 시 시공의 균열 랜덤 보상 아이템을 획득할 수 있습니다.
200레벨 이상의 캐릭터만 사용할 수 있습니다.",0,,,,
14001,R등급 집혼석 연마제,9,40,,,,0,10000,,0,400,10,,0,24,15,,,0,,0,,,,,,,Icon_SoulCrystalMaterial_01_Shop,,25,0,"집혼석 레벨 업 재료로 사용할 수 있는 아이템입니다.
※ 계정 창고 보관 가능",0,,,,
14002,영혼의 가루 주머니,9,40,,,,0,10000,,0,200,10,,0,24,7,,,0,,0,,,,,,,Icon_Asset_SoulPowder_01_Shop,,25,0,"영혼의 가루를 100~1000개까지 랜덤하게 획득할 수 있습니다.
※ 계정 창고 보관 가능",0,,,,
14003,"경험치 물약 상자
(200Lv 이하)",9,40,,,,0,10000,,0,100,10,,0,24,15,,,0,,0,,,,,,,Icon_Box_LevelUpPotion_Shop,,25,0,"사용 시 레벨에 맞는 경험치 물약을 획득합니다.
200레벨 이하의 캐릭터만 사용할 수 있습니다.
※ 계정 창고 보관 가능",0,,,,
14005,"50 스킬포인트 상자
(200Lv 이하)",9,40,,,,50,10000,,0,700,10,,0,24,15,,,0,,0,,,,,,,Icon_Box_SP_03,,25,0,"사용 시 50 스킬포인트를 획득합니다.
200레벨 이하의 캐릭터만 사용할 수 있습니다.
※ 계정 창고 보관 가능",0,,,,
14006,100 붉은 스타 스톤 상자,9,40,,,,0,10000,,0,500,10,,0,24,7,,,0,,0,,,,,,,Icon_GachaItem_Currency_GuildRedStarStone_01_Shop,,25,0,"사용 시 붉은 스타 스톤 100개를 획득합니다.
※ 계정 창고 보관 가능",0,,,,
14007,UR등급 초월의 돌,9,40,,,,100,10000,,0,800,10,,0,24,30,,,0,,5,,1,,,,,Icon_Transcendence_02_Shop,,25,0,"창조주 아인하사드의 기운이 깃든 돌입니다.
SR등급, UR등급 장비를 초월할 때 사용할 수 있습니다.",0,,,,
14008,UR등급 특성의 돌,9,40,,,,100,10000,,0,900,10,,0,24,30,,,0,,5,,1,,,,,Icon_Transcendence_05_Shop,,25,0,"고대 하거인의 기운이 깃든 돌입니다.
장비의 특성을 강화하는데 사용됩니다.",0,,,,
14009,UR등급 초월의 돌,9,40,,,,300,10000,,0,800,8,14007,0,24,30,,,0,,5,,1,,,,,Icon_Transcendence_02_Shop,,25,0,"창조주 아인하사드의 기운이 깃든 돌입니다.
SR등급, UR등급 장비를 초월할 때 사용할 수 있습니다.",0,,,,
14010,UR등급 특성의 돌,9,40,,,,300,10000,,0,900,8,14008,0,24,30,,,0,,5,,1,,,,,Icon_Transcendence_05_Shop,,25,0,"고대 하거인의 기운이 깃든 돌입니다.
장비의 특성을 강화하는데 사용됩니다.",0,,,,
14011,UR등급 초월의 돌,9,40,,,,500,10000,,0,800,8,14009,0,24,30,,,0,,5,,1,,,,,Icon_Transcendence_02_Shop,,25,0,"창조주 아인하사드의 기운이 깃든 돌입니다.
SR등급, UR등급 장비를 초월할 때 사용할 수 있습니다.",0,,,,
14012,UR등급 특성의 돌,9,40,,,,500,10000,,0,900,8,14010,0,24,30,,,0,,5,,1,,,,,Icon_Transcendence_05_Shop,,25,0,"고대 하거인의 기운이 깃든 돌입니다.
장비의 특성을 강화하는데 사용됩니다.",0,,,,
14013,UR등급 초월의 돌,9,40,,,,750,10000,,0,800,8,14011,0,24,30,,,0,,5,,1,,,,,Icon_Transcendence_02_Shop,,25,0,"창조주 아인하사드의 기운이 깃든 돌입니다.
SR등급, UR등급 장비를 초월할 때 사용할 수 있습니다.",0,,,,
14014,UR등급 특성의 돌,9,40,,,,750,10000,,0,900,8,14012,0,24,30,,,0,,5,,1,,,,,Icon_Transcendence_05_Shop,,25,0,"고대 하거인의 기운이 깃든 돌입니다.
장비의 특성을 강화하는데 사용됩니다.",0,,,,
14015,UR등급 초월의 돌,9,40,,,,1000,10000,,0,800,8,14013,0,24,30,,,0,,5,,1,,,,,Icon_Transcendence_02_Shop,,25,0,"창조주 아인하사드의 기운이 깃든 돌입니다.
SR등급, UR등급 장비를 초월할 때 사용할 수 있습니다.",0,,,,
14016,UR등급 특성의 돌,9,40,,,,1000,10000,,0,900,8,14014,0,24,30,,,0,,5,,1,,,,,Icon_Transcendence_05_Shop,,25,0,"고대 하거인의 기운이 깃든 돌입니다.
장비의 특성을 강화하는데 사용됩니다.",0,,,,
14017,정복자의 영광,9,40,,,,100,10000,,0,750,10,,0,24,7,,,0,,3,,3,,,,,Talisman_MasterCoin_01_Shop,,25,0,"[붉은색]
고유효과로 [관통], [레어스킬대미지 감쇄 무시] 효과가 부여되어 있습니다. 
고유 효과의 수치 및 무작위 효과는 탈리스만 획득 시 랜덤하게 결정됩니다.",0,,,,
14018,버프 스크롤 선택 상자,9,40,,,,300,10000,,0,770,10,,0,24,3,,,0,,2,,3,,,,,Icon_SelectBox_AbilityBuffScroll_01_Shop,,25,0,사용 시 용맹/사냥/간파의 버프스크롤을 선택하여 획득합니다.,0,,,,
14019,참회의 십자가,9,40,,,,300,10000,,0,780,10,,0,24,15,,,0,,3,,5,,,,,Icon_PkPointReducer_02_Shop,,25,0,"사용 시 30의 카오틱 수치가 감소됩니다.
십자가 아이템은 하루 3번만 사용 가능합니다.",0,,,,
14020,정복자의 도전,9,40,,,,100,10000,,0,760,10,,0,24,7,,,0,,3,,3,,,,,Talisman_MasterCoin_02_Shop,,25,0,"[노란색]
고유효과로 [명중], [크리티컬] 효과가 부여되어 있습니다. 
고유 효과의 수치 및 무작위 효과는 탈리스만 획득 시 랜덤하게 결정됩니다.",0,,,,
15001,레드다이아 교환상자,14,63,,,,,,,0,100,10,,0,11,100,,,0,,8,,,,,,,Icon_Box_Dia_07_Shop,,25,0,"150 레드다이아 상자 1개
 + 
[보너스] 텔레포트 주문서 1개",0,,,,
150001,파멸의 마법옷감 3개,8,50,,,,,,,0,500,10,,0,0,210000,,,0,,2,0,3,,,,,UI_Icon_CapeOptionChangeMaterial_02_Shop,,25,0,"파멸의 마법 옷감 3 개를 획득합니다. 
붉은 파멸의 망토 보유 효과 변경에 사용합니다.",0,,,,
150002,고결한 마법옷감 3개,8,50,,,,,,,0,700,10,,0,0,180000,,,0,,2,0,3,,,,,UI_Icon_CapeOptionChangeMaterial_03_Shop,,25,0,"고결한 마법 옷감 3 개를 획득합니다.
고결한 피의 망토 보유 효과 변경에 사용합니다.",0,,,,
150003,마법옷감 3개,8,50,,,,,,,0,1100,10,,0,0,120000,,,0,,2,0,3,,,,,UI_Icon_CapeOptionChangeMaterial_01_Shop,,25,0,"마법옷감 3 개를 획득합니다.
개인 망토의 보유 효과 변경에 사용합니다.",0,,,,
150004,마법바늘 3개,8,50,,,,,,,0,1200,10,,0,0,100000,,,0,,2,0,10,,,,,UI_Icon_CapeOptionLockMaterial_01_Shop,,25,0,"마법 바늘 3 개를 획득합니다.
망토의 보유 효과 유지에 사용합니다.",0,,,,
150005,오렌 - 희귀 몬스터 소환석 3개,8,50,,,,,,,0,1300,10,,0,0,100000,,,0,,2,0,5,,,,,Icon_SummonGem_Oren_01_Shop,,25,0,오렌 영지의 희귀 몬스터를 선택하여 소환할 수 있습니다.,0,,,,
150006,기란 - 희귀 몬스터 소환석 3개,8,50,,,,,,,0,1400,10,,0,0,100000,,,0,,2,0,5,,,,,Icon_SummonGem_Giran_01_Shop,,25,0,기란 영지의 희귀 몬스터를 선택하여 소환할 수 있습니다.,0,,,,
150007,고급 HP포션 20개,8,50,,,,,,,0,1600,10,,0,0,100000,,,0,,2,0,5,,,,,Icon_Shop_HpPotion_02,,25,0,사용 시 HP를 대량 회복합니다.,0,,,,
150008,혈맹 주화 350개,8,50,,,,,,,0,1700,10,,0,0,500000,,,0,,2,0,2,,,,,Currency_GuildCoin_01_Shop,,25,0,혈맹상점의 아이템을 구매할 수 있는 주화입니다.,0,,,,
150012,아벤토 - 희귀 몬스터 소환석 1개,8,50,,,,,,,0,1500,10,,0,0,150000,,,0,,2,,5,,,,,Icon_SummonGem_Advento_01_Shop,,25,0,아벤토 영지의 희귀 몬스터를 선택하여 소환할 수 있습니다.,0,,,,
