Id,Nme,Desc,TaskType,NpcAutoMoveID,TaskCount,RewardExp,RewardAdena,RewardIcon,MissionIcon
978,기란 자치령 랑크 리자드맨 고위 주술사 공략,랑크 리자드맨 고위 주술사 20회 처치하기,83,10399,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
979,기란 자치령 랑크 리자드맨 돌격병 공략,랑크 리자드맨 돌격병 20회 처치하기,83,10400,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
980,기란 자치령 랑크 리자드맨 경계병 공략,랑크 리자드맨 경계병 20회 처치하기,83,10390,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
981,기란 자치령 랑크 리자드맨 정찰병 공략,랑크 리자드맨 정찰병 20회 처치하기,83,10391,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
982,기란 자치령 랑크 리자드맨 전사 공략,랑크 리자드맨 전사 20회 처치하기,83,10392,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
983,기란 자치령 랑크 리자드맨 투사 공략,랑크 리자드맨 투사 20회 처치하기,83,10393,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
984,기란 자치령 랑크 리자드맨 수색병 공략,랑크 리자드맨 수색병 20회 처치하기,83,10394,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
985,기란 자치령 랑크 리자드맨 훈련병 공략,랑크 리자드맨 훈련병 20회 처치하기,83,10396,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
986,기란 자치령 랑크 리자드맨 주술사 공략,랑크 리자드맨 주술사 20회 처치하기,83,10397,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
987,기란 자치령 랑크 리자드맨 병사 공략,랑크 리자드맨 병사 20회 처치하기,83,10398,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
988,기란 자치령 랑크 리자드맨 고위 주술사 공략,랑크 리자드맨 고위 주술사 20회 처치하기,83,10399,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
989,기란 자치령 랑크 리자드맨 돌격병 공략,랑크 리자드맨 돌격병 20회 처치하기,83,10400,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
990,기란 자치령 랑크 리자드맨 경계병 공략,랑크 리자드맨 경계병 20회 처치하기,83,10390,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
991,기란 자치령 랑크 리자드맨 정찰병 공략,랑크 리자드맨 정찰병 20회 처치하기,83,10391,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
992,기란 자치령 랑크 리자드맨 전사 공략,랑크 리자드맨 전사 20회 처치하기,83,10392,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
993,기란 자치령 랑크 리자드맨 투사 공략,랑크 리자드맨 투사 20회 처치하기,83,10393,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
994,기란 자치령 랑크 리자드맨 수색병 공략,랑크 리자드맨 수색병 20회 처치하기,83,10394,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
995,기란 자치령 랑크 리자드맨 훈련병 공략,랑크 리자드맨 훈련병 20회 처치하기,83,10396,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
996,기란 자치령 랑크 리자드맨 주술사 공략,랑크 리자드맨 주술사 20회 처치하기,83,10397,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
997,기란 자치령 랑크 리자드맨 병사 공략,랑크 리자드맨 병사 20회 처치하기,83,10398,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
998,기란 자치령 랑크 리자드맨 고위 주술사 공략,랑크 리자드맨 고위 주술사 20회 처치하기,83,10399,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
999,기란 자치령 랑크 리자드맨 돌격병 공략,랑크 리자드맨 돌격병 20회 처치하기,83,10400,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1000,죽음 안개 해안 굶주린 쿠거 공략,굶주린 쿠거 20회 처치하기,83,10401,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1001,죽음 안개 해안 올 마훔 도적단 약탈병 공략,올 마훔 도적단 약탈병 20회 처치하기,83,10402,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1002,죽음 안개 해안 올 마훔 도적단 일꾼 공략,올 마훔 도적단 일꾼 20회 처치하기,83,10403,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1003,죽음 안개 해안 흉포한 불곰 공략,흉포한 불곰 20회 처치하기,83,10404,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1004,죽음 안개 해안 걸신들린 쿠거 공략,걸신들린 쿠거 20회 처치하기,83,10405,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1005,죽음 안개 해안 올 마훔 도적단 정찰병 공략,올 마훔 도적단 정찰병 20회 처치하기,83,10406,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1006,죽음 안개 해안 올 마훔 도적단 경계병 공략,올 마훔 도적단 경계병 20회 처치하기,83,10407,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1007,죽음 안개 해안 올 마훔 도적단 전사 공략,올 마훔 도적단 전사 20회 처치하기,83,10408,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1008,죽음 안개 해안 올 마훔 도적단 보급병 공략,올 마훔 도적단 보급병 20회 처치하기,83,10409,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1009,죽음 안개 해안 올 마훔 도적단 명사수 공략,올 마훔 도적단 명사수 20회 처치하기,83,10410,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1010,죽음 안개 해안 올 마훔 도적단 지휘관 공략,올 마훔 도적단 지휘관 20회 처치하기,83,10411,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1011,죽음 안개 해안 올 마훔 도적단 궁수 공략,올 마훔 도적단 궁수 20회 처치하기,83,10412,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1012,죽음 안개 해안 배고픈 불곰 공략,배고픈 불곰 20회 처치하기,83,10413,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1013,죽음 안개 해안 광포한 해안 쿠거 공략,광포한 해안 쿠거 20회 처치하기,83,10414,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1014,죽음 안개 해안 굶주린 쿠거 공략,굶주린 쿠거 20회 처치하기,83,10401,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1015,죽음 안개 해안 올 마훔 도적단 약탈병 공략,올 마훔 도적단 약탈병 20회 처치하기,83,10402,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1016,죽음 안개 해안 올 마훔 도적단 일꾼 공략,올 마훔 도적단 일꾼 20회 처치하기,83,10403,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1017,죽음 안개 해안 흉포한 불곰 공략,흉포한 불곰 20회 처치하기,83,10404,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1018,죽음 안개 해안 걸신들린 쿠거 공략,걸신들린 쿠거 20회 처치하기,83,10405,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1019,죽음 안개 해안 올 마훔 도적단 정찰병 공략,올 마훔 도적단 정찰병 20회 처치하기,83,10406,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1020,죽음 안개 해안 올 마훔 도적단 경계병 공략,올 마훔 도적단 경계병 20회 처치하기,83,10407,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1021,죽음 안개 해안 올 마훔 도적단 전사 공략,올 마훔 도적단 전사 20회 처치하기,83,10408,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1022,죽음 안개 해안 올 마훔 도적단 보급병 공략,올 마훔 도적단 보급병 20회 처치하기,83,10409,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1023,죽음 안개 해안 올 마훔 도적단 명사수 공략,올 마훔 도적단 명사수 20회 처치하기,83,10410,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1024,죽음 안개 해안 올 마훔 도적단 지휘관 공략,올 마훔 도적단 지휘관 20회 처치하기,83,10411,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1025,죽음 안개 해안 올 마훔 도적단 궁수 공략,올 마훔 도적단 궁수 20회 처치하기,83,10412,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1026,죽음 안개 해안 배고픈 불곰 공략,배고픈 불곰 20회 처치하기,83,10413,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1027,죽음 안개 해안 광포한 해안 쿠거 공략,광포한 해안 쿠거 20회 처치하기,83,10414,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1028,죽음 안개 해안 배고픈 불곰 공략,배고픈 불곰 20회 처치하기,83,10413,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1029,죽음 안개 해안 광포한 해안 쿠거 공략,광포한 해안 쿠거 20회 처치하기,83,10414,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1030,죽음 안개 해안 방황하는 망자 공략,방황하는 망자 20회 처치하기,83,10416,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1031,죽음 안개 해안 난파선 해적 좀비 공략,난파선 해적 좀비 20회 처치하기,83,10417,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1032,죽음 안개 해안 음울한 외침 공략,음울한 외침 20회 처치하기,83,10418,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1033,죽음 안개 해안 거대한 망자 공략,거대한 망자 20회 처치하기,83,10419,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1034,죽음 안개 해안 데스 플라이어 공략,데스 플라이어 20회 처치하기,83,10420,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1035,죽음 안개 해안 그란디스 파괴자 공략,그란디스 파괴자 20회 처치하기,83,10421,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1036,죽음 안개 해안 버그베어 투사 공략,버그베어 투사 20회 처치하기,83,10422,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1037,죽음 안개 해안 하거인의 피조물 공략,하거인의 피조물 20회 처치하기,83,10423,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1038,죽음 안개 해안 정신나간 하거인 공략,정신나간 하거인 20회 처치하기,83,10424,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1039,죽음 안개 해안 퇴화된 하거인 공략,퇴화된 하거인 20회 처치하기,83,10425,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1040,죽음 안개 해안 방황하는 망자 공략,방황하는 망자 20회 처치하기,83,10416,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1041,죽음 안개 해안 난파선 해적 좀비 공략,난파선 해적 좀비 20회 처치하기,83,10417,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1042,죽음 안개 해안 음울한 외침 공략,음울한 외침 20회 처치하기,83,10418,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1043,죽음 안개 해안 거대한 망자 공략,거대한 망자 20회 처치하기,83,10419,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1044,죽음 안개 해안 데스 플라이어 공략,데스 플라이어 20회 처치하기,83,10420,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1045,죽음 안개 해안 그란디스 파괴자 공략,그란디스 파괴자 20회 처치하기,83,10421,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1046,죽음 안개 해안 버그베어 투사 공략,버그베어 투사 20회 처치하기,83,10422,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1047,죽음 안개 해안 하거인의 피조물 공략,하거인의 피조물 20회 처치하기,83,10423,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1048,죽음 안개 해안 정신나간 하거인 공략,정신나간 하거인 20회 처치하기,83,10424,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1049,죽음 안개 해안 퇴화된 하거인 공략,퇴화된 하거인 20회 처치하기,83,10425,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1050,죽음 안개 해안 방황하는 망자 공략,방황하는 망자 20회 처치하기,83,10416,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1051,죽음 안개 해안 난파선 해적 좀비 공략,난파선 해적 좀비 20회 처치하기,83,10417,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1052,죽음 안개 해안 음울한 외침 공략,음울한 외침 20회 처치하기,83,10418,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1053,죽음 안개 해안 거대한 망자 공략,거대한 망자 20회 처치하기,83,10419,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1054,죽음 안개 해안 데스 플라이어 공략,데스 플라이어 20회 처치하기,83,10420,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1055,죽음 안개 해안 그란디스 파괴자 공략,그란디스 파괴자 20회 처치하기,83,10421,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1056,죽음 안개 해안 버그베어 투사 공략,버그베어 투사 20회 처치하기,83,10422,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1057,죽음 안개 해안 하거인의 피조물 공략,하거인의 피조물 20회 처치하기,83,10423,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1058,죽음 안개 해안 정신나간 하거인 공략,정신나간 하거인 20회 처치하기,83,10424,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1059,죽음 안개 해안 퇴화된 하거인 공략,퇴화된 하거인 20회 처치하기,83,10425,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1060,죽음 안개 해안 잊혀진 하거인 공략,잊혀진 하거인 20회 처치하기,83,10429,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1061,죽음 안개 해안 고뇌하는 하거인 공략,고뇌하는 하거인 20회 처치하기,83,10430,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1062,죽음 안개 해안 그란디스 분쇄자 공략,그란디스 분쇄자 20회 처치하기,83,10431,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1063,죽음 안개 해안 하거인의 창조물 공략,하거인의 창조물 20회 처치하기,83,10432,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1064,죽음 안개 해안 버그베어 전사 공략,버그베어 전사 20회 처치하기,83,10433,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1065,죽음 안개 해안 그란디스 폭군 공략,그란디스 폭군 20회 처치하기,83,10434,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1066,죽음 안개 해안 자켄 해적단 돌격수 공략,자켄 해적단 돌격수 20회 처치하기,83,10435,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1067,죽음 안개 해안 자켄 해적단 사수 공략,자켄 해적단 사수 20회 처치하기,83,10436,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1068,죽음 안개 해안 자켄 해적단 선봉대 공략,자켄 해적단 선봉대 20회 처치하기,83,10437,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1069,죽음 안개 해안 절망의 외침 공략,절망의 외침 20회 처치하기,83,10438,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1070,죽음 안개 해안 잊혀진 하거인 공략,잊혀진 하거인 20회 처치하기,83,10429,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1071,죽음 안개 해안 고뇌하는 하거인 공략,고뇌하는 하거인 20회 처치하기,83,10430,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1072,죽음 안개 해안 그란디스 분쇄자 공략,그란디스 분쇄자 20회 처치하기,83,10431,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1073,죽음 안개 해안 잊혀진 하거인 공략,잊혀진 하거인 20회 처치하기,83,10429,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1074,죽음 안개 해안 고뇌하는 하거인 공략,고뇌하는 하거인 20회 처치하기,83,10430,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1075,죽음 안개 해안 그란디스 분쇄자 공략,그란디스 분쇄자 20회 처치하기,83,10431,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1076,죽음 안개 해안 하거인의 창조물 공략,하거인의 창조물 20회 처치하기,83,10432,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1077,죽음 안개 해안 버그베어 전사 공략,버그베어 전사 20회 처치하기,83,10433,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1078,죽음 안개 해안 그란디스 폭군 공략,그란디스 폭군 20회 처치하기,83,10434,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1079,죽음 안개 해안 자켄 해적단 돌격수 공략,자켄 해적단 돌격수 20회 처치하기,83,10435,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1080,죽음 안개 해안 자켄 해적단 사수 공략,자켄 해적단 사수 20회 처치하기,83,10436,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1081,죽음 안개 해안 자켄 해적단 선봉대 공략,자켄 해적단 선봉대 20회 처치하기,83,10437,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1082,죽음 안개 해안 절망의 외침 공략,절망의 외침 20회 처치하기,83,10438,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1083,죽음 안개 해안 잊혀진 하거인 공략,잊혀진 하거인 20회 처치하기,83,10429,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1084,죽음 안개 해안 고뇌하는 하거인 공략,고뇌하는 하거인 20회 처치하기,83,10430,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1085,죽음 안개 해안 그란디스 분쇄자 공략,그란디스 분쇄자 20회 처치하기,83,10431,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1086,죽음 안개 해안 절망의 외침 공략,절망의 외침 20회 처치하기,83,10438,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1087,죽음 안개 해안 잊혀진 하거인 공략,잊혀진 하거인 20회 처치하기,83,10429,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1088,죽음 안개 해안 고뇌하는 하거인 공략,고뇌하는 하거인 20회 처치하기,83,10430,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1089,죽음 안개 해안 그란디스 분쇄자 공략,그란디스 분쇄자 20회 처치하기,83,10431,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1090,악마섬 다크 서큐버스 공략,다크 서큐버스 20회 처치하기,83,10444,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1091,악마섬 지옥성가단 프리마 공략,지옥성가단 프리마 20회 처치하기,83,10445,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1092,악마섬 데빌락 스콜피온 공략,데빌락 스콜피온 20회 처치하기,83,10446,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1093,악마섬 치명적인 다크 서큐버스 공략,치명적인 다크 서큐버스 20회 처치하기,83,10447,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1094,악마섬 굶주린 밀림 프레모 공략,굶주린 밀림 프레모 20회 처치하기,83,10448,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1095,악마섬 자켄 해적단 칼잡이 공략,자켄 해적단 칼잡이 20회 처치하기,83,10449,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1096,악마섬 원한의 망자 공략,원한의 망자 20회 처치하기,83,10450,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1097,악마섬 자켄 해적단 망꾼 공략,자켄 해적단 망꾼 20회 처치하기,83,10451,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1098,악마섬 자켄 해적단 척후병 공략,자켄 해적단 척후병 20회 처치하기,83,10452,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1099,악마섬 자켄 해적단 저격수 공략,자켄 해적단 저격수 20회 처치하기,83,10453,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1100,악마섬 다크 서큐버스 공략,다크 서큐버스 20회 처치하기,83,10444,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1101,악마섬 지옥성가단 프리마 공략,지옥성가단 프리마 20회 처치하기,83,10445,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1102,악마섬 데빌락 스콜피온 공략,데빌락 스콜피온 20회 처치하기,83,10446,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1103,악마섬 치명적인 다크 서큐버스 공략,치명적인 다크 서큐버스 20회 처치하기,83,10447,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1104,악마섬 굶주린 밀림 프레모 공략,굶주린 밀림 프레모 20회 처치하기,83,10448,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1105,악마섬 자켄 해적단 칼잡이 공략,자켄 해적단 칼잡이 20회 처치하기,83,10449,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1106,악마섬 원한의 망자 공략,원한의 망자 20회 처치하기,83,10450,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1107,악마섬 자켄 해적단 망꾼 공략,자켄 해적단 망꾼 20회 처치하기,83,10451,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1108,악마섬 자켄 해적단 척후병 공략,자켄 해적단 척후병 20회 처치하기,83,10452,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1109,악마섬 자켄 해적단 저격수 공략,자켄 해적단 저격수 20회 처치하기,83,10453,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1110,악마섬 다크 서큐버스 공략,다크 서큐버스 20회 처치하기,83,10444,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1111,악마섬 지옥성가단 프리마 공략,지옥성가단 프리마 20회 처치하기,83,10445,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1112,악마섬 데빌락 스콜피온 공략,데빌락 스콜피온 20회 처치하기,83,10446,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1113,악마섬 치명적인 다크 서큐버스 공략,치명적인 다크 서큐버스 20회 처치하기,83,10447,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1114,악마섬 굶주린 밀림 프레모 공략,굶주린 밀림 프레모 20회 처치하기,83,10448,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1115,악마섬 자켄 해적단 칼잡이 공략,자켄 해적단 칼잡이 20회 처치하기,83,10449,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1116,악마섬 원한의 망자 공략,원한의 망자 20회 처치하기,83,10450,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1117,악마섬 자켄 해적단 망꾼 공략,자켄 해적단 망꾼 20회 처치하기,83,10451,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1118,악마섬 자켄 해적단 척후병 공략,자켄 해적단 척후병 20회 처치하기,83,10452,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1119,악마섬 자켄 해적단 저격수 공략,자켄 해적단 저격수 20회 처치하기,83,10453,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1120,악마섬 자켄 해적단 갑판원 공략,자켄 해적단 갑판원 20회 처치하기,83,10456,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1121,악마섬 집념의 망자 공략,집념의 망자 20회 처치하기,83,10457,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1122,악마섬 케이브 스콜피온 공략,케이브 스콜피온 20회 처치하기,83,10458,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1123,악마섬 자켄의 저격병 공략,자켄의 저격병 20회 처치하기,83,10459,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1124,악마섬 해적 좀비 공략,해적 좀비 20회 처치하기,83,10460,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1125,악마섬 자켄의 근위병 공략,자켄의 근위병 20회 처치하기,83,10461,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1126,악마섬 자켄 해적단 항해사 공략,자켄 해적단 항해사 20회 처치하기,83,10462,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1127,악마섬 자켄 해적단 갑판장 공략,자켄 해적단 갑판장 20회 처치하기,83,10463,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1128,악마섬 자켄의 감시자 공략,자켄의 감시자 20회 처치하기,83,10464,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1129,악마섬 자켄 해적단 조타수 공략,자켄 해적단 조타수 20회 처치하기,83,10465,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1130,악마섬 자켄 해적단 갑판원 공략,자켄 해적단 갑판원 20회 처치하기,83,10456,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1131,악마섬 집념의 망자 공략,집념의 망자 20회 처치하기,83,10457,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1132,악마섬 케이브 스콜피온 공략,케이브 스콜피온 20회 처치하기,83,10458,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1133,악마섬 자켄의 저격병 공략,자켄의 저격병 20회 처치하기,83,10459,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1134,악마섬 해적 좀비 공략,해적 좀비 20회 처치하기,83,10460,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1135,악마섬 자켄의 근위병 공략,자켄의 근위병 20회 처치하기,83,10461,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1136,악마섬 자켄 해적단 항해사 공략,자켄 해적단 항해사 20회 처치하기,83,10462,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1137,악마섬 자켄 해적단 갑판장 공략,자켄 해적단 갑판장 20회 처치하기,83,10463,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1138,악마섬 자켄의 감시자 공략,자켄의 감시자 20회 처치하기,83,10464,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1139,악마섬 자켄 해적단 조타수 공략,자켄 해적단 조타수 20회 처치하기,83,10465,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1140,악마섬 자켄 해적단 갑판원 공략,자켄 해적단 갑판원 20회 처치하기,83,10456,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1141,악마섬 집념의 망자 공략,집념의 망자 20회 처치하기,83,10457,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1142,악마섬 케이브 스콜피온 공략,케이브 스콜피온 20회 처치하기,83,10458,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1143,악마섬 자켄의 저격병 공략,자켄의 저격병 20회 처치하기,83,10459,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1144,악마섬 해적 좀비 공략,해적 좀비 20회 처치하기,83,10460,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
