Id,GuideQuestGroupId,Rank,RequiredId,Title,Desc,TaskType,TaskCount,RewardType,RewardItemInfoId,RewardCount,HelpURL
15014,15,1,15013,결투장,결투장 <RedBold>[Value]회</> 도전하기 ([Value1]/[Value2]),141,5,6,490030,3,http://guide.netmarble.com/lineageII#cont/1180
15015,15,1,15014,장비던전 클리어,장비던전 <RedBold>[Value]회</> 완료하기 ([Value1]/[Value2]),101,4,6,911031,5,http://guide.netmarble.com/lineageII#cont/1181
15016,15,1,15015,혈맹 기부,혈맹에 <RedBold>[Value]회</> 기부하기 ([Value1]/[Value2]),163,2,2,,500,http://guide.netmarble.com/lineageII#cont/1182
15017,15,1,15016,결정체 획득,결정체 <RedBold>[Value]개</> 획득하기 ([Value1]/[Value2]),72,500,6,510103,5,http://guide.netmarble.com/lineageII#cont/1183
15018,15,1,15017,장비 분해,장비 <RedBold>[Value]회</> 분해하기 ([Value1]/[Value2]),71,3,6,911021,1,http://guide.netmarble.com/lineageII#cont/1184
15019,15,1,15018,레시피 획득,레시피 <RedBold>[Value]개</> 획득하기 ([Value1]/[Value2]),50,3,6,911013,1,http://guide.netmarble.com/lineageII#cont/1185
15020,15,1,15019,에피소드 완료,에피소드 <RedBold>15-1</> 클리어하기,90,1,6,490009,2,http://guide.netmarble.com/lineageII#cont/1186
15021,15,1,15020,혈맹던전,혈맹던전 <RedBold>[Value]회</> 완료하기([Value1]/[Value2]),116,2,6,490038,1,http://guide.netmarble.com/lineageII#cont/1187
16001,16,1,,레벨 달성,레벨 <RedBold>10</> 달성하기 ([Value1]/[Value2]),12,10,1,,100000,http://guide.netmarble.com/lineageII#cont/1216
16002,16,1,16001,레벨 달성,레벨 <RedBold>20</> 달성하기 ([Value1]/[Value2]),12,20,2,,1000,http://guide.netmarble.com/lineageII#cont/1217
16003,16,1,16002, 전직 완료,<RedBold>전직 완료</> 하기,15,1,6,911084,1,http://guide.netmarble.com/lineageII#cont/1218
16004,16,1,16003,레벨 달성,레벨 <RedBold>35</> 달성하기 ([Value1]/[Value2]),12,35,6,910004,5,http://guide.netmarble.com/lineageII#cont/1219
16005,16,1,16004,레벨 달성,레벨 <RedBold>40</> 달성하기 ([Value1]/[Value2]),12,40,1,,100000,http://guide.netmarble.com/lineageII#cont/1220
16006,16,1,16005,레벨 달성,레벨 <RedBold>45</> 달성하기 ([Value1]/[Value2]),12,45,6,910221,10,http://guide.netmarble.com/lineageII#cont/1221
16007,16,1,16006,레벨 달성,레벨 <RedBold>50</> 달성하기 ([Value1]/[Value2]),12,50,6,910237,3,http://guide.netmarble.com/lineageII#cont/1222
16008,16,1,16007,레벨 달성,레벨 <RedBold>55</> 달성하기 ([Value1]/[Value2]),12,55,1,,100000,http://guide.netmarble.com/lineageII#cont/1223
16009,16,1,16008,레벨 달성,레벨 <RedBold>60</> 달성하기 ([Value1]/[Value2]),12,60,6,911042,1,http://guide.netmarble.com/lineageII#cont/1224
16010,16,1,16009,레벨 달성,레벨 <RedBold>65</> 달성하기 ([Value1]/[Value2]),12,65,6,919001,1,http://guide.netmarble.com/lineageII#cont/1225
16011,16,1,16010,레벨 달성,레벨 <RedBold>70</> 달성하기 ([Value1]/[Value2]),12,70,6,400000,1,http://guide.netmarble.com/lineageII#cont/1226
16012,16,1,16011,레벨 달성,레벨 <RedBold>75</> 달성하기 ([Value1]/[Value2]),12,75,1,,100000,http://guide.netmarble.com/lineageII#cont/1227
16013,16,1,16012,레벨 달성,레벨 <RedBold>80</> 달성하기 ([Value1]/[Value2]),12,80,2,,1000,http://guide.netmarble.com/lineageII#cont/1228
16014,16,1,16013,레벨 달성,레벨 <RedBold>85</> 달성하기 ([Value1]/[Value2]),12,85,6,910213,1,http://guide.netmarble.com/lineageII#cont/1229
16015,16,1,16014,레벨 달성,레벨 <RedBold>90</> 달성하기 ([Value1]/[Value2]),12,90,6,910206,1,http://guide.netmarble.com/lineageII#cont/1230
16016,16,1,16015,레벨 달성,레벨 <RedBold>100</> 달성하기 ([Value1]/[Value2]),12,100,6,919005,1,http://guide.netmarble.com/lineageII#cont/1231
16017,16,1,16016,레벨 달성,레벨 <RedBold>110</> 달성하기 ([Value1]/[Value2]),12,110,1,,100000,http://guide.netmarble.com/lineageII#cont/1232
16018,16,1,16017,레벨 달성,레벨 <RedBold>120</> 달성하기 ([Value1]/[Value2]),12,120,6,461014,1,http://guide.netmarble.com/lineageII#cont/1233
16019,16,1,16018,레벨 달성,레벨 <RedBold>130</> 달성하기 ([Value1]/[Value2]),12,130,6,400000,1,http://guide.netmarble.com/lineageII#cont/1234
16020,16,1,16019,레벨 달성,레벨 <RedBold>140</> 달성하기 ([Value1]/[Value2]),12,140,6,910237,3,http://guide.netmarble.com/lineageII#cont/1235
16021,16,1,16020,레벨 달성,레벨 <RedBold>150</> 달성하기 ([Value1]/[Value2]),12,150,2,,3000,http://guide.netmarble.com/lineageII#cont/1236
17001,17,1,,요일던전 클리어,요일던전 <RedBold>[Value]번</> 클리어하기 ([Value1]/[Value2]),95,1,6,910219,1,http://guide.netmarble.com/lineageII#cont/1590
17002,17,1,17001,장비 획득,A등급 장비 <RedBold>[Value]개</> 획득하기 ([Value1]/[Value2]),51,3,6,493009,1,http://guide.netmarble.com/lineageII#cont/1591
17003,17,1,17002,장비 레벨업,장비 레벨업 <RedBold>[Value]회</> 시도하기 ([Value1]/[Value2]),57,5,6,493013,1,http://guide.netmarble.com/lineageII#cont/1592
17004,17,1,17003,강화 주문서 획득,강화 주문서 <RedBold>[Value]개</> 획득하기 ([Value1]/[Value2]),72,5,6,493017,1,http://guide.netmarble.com/lineageII#cont/1593
17005,17,1,17004,장비 강화,장비 <RedBold>[Value]회</> 강화하기 ([Value1]/[Value2]),53,3,6,493001,1,http://guide.netmarble.com/lineageII#cont/1594
17006,17,1,17005,장비 특성 강화,장비 특성 강화 <RedBold>[Value]회</> 시도하기 ([Value1]/[Value2]),62,1,6,493025,1,http://guide.netmarble.com/lineageII#cont/1595
17007,17,1,17006,승급석 획득,승급석 <RedBold>[Value]개</> 획득하기 ([Value1]/[Value2]),72,20,6,493029,1,http://guide.netmarble.com/lineageII#cont/1596
17008,17,1,17007,장비 승급,장비 승급 <RedBold>[Value]회</> 시도하기([Value1]/[Value2]),61,5,6,493005,1,http://guide.netmarble.com/lineageII#cont/1597
17009,17,1,17008,장비 특성 강화,장비 특성 강화 <RedBold>[Value]회</> 시도하기 ([Value1]/[Value2]),62,3,6,490037,1,http://guide.netmarble.com/lineageII#cont/1598
17010,17,1,17009,장비던전 클리어,장비던전 <RedBold>[Value]회</> 클리어하기 ([Value1]/[Value2]),101,3,6,910219,3,http://guide.netmarble.com/lineageII#cont/1599
17011,17,1,17010,장비 획득,S등급 장비 <RedBold>[Value]개</> 획득하기 ([Value1]/[Value2]),51,3,6,911041,1,http://guide.netmarble.com/lineageII#cont/1600
17012,17,1,17011,장비 승급,장비 승급 <RedBold>[Value]회</> 시도하기([Value1]/[Value2]),61,7,6,493010,1,http://guide.netmarble.com/lineageII#cont/1601
17013,17,1,17012,장비 특성 강화,장비 특성 강화 <RedBold>[Value]회</> 시도하기 ([Value1]/[Value2]),62,5,6,493014,1,http://guide.netmarble.com/lineageII#cont/1602
17014,17,1,17013,요일던전 클리어,요일던전 <RedBold>[Value]번</> 클리어하기 ([Value1]/[Value2]),95,4,6,493018,1,http://guide.netmarble.com/lineageII#cont/1603
17015,17,1,17014,장비던전 클리어,장비던전 <RedBold>[Value]회</> 클리어하기 ([Value1]/[Value2]),101,5,6,493002,1,http://guide.netmarble.com/lineageII#cont/1604
17016,17,1,17015,특성 강화 성공,장비 특성 강화 <RedBold>[Value]회</> 성공하기 ([Value1]/[Value2]),79,1,6,493026,1,http://guide.netmarble.com/lineageII#cont/1605
17017,17,1,17016,장비 분해,장비 <RedBold>[Value]회</> 분해하기 ([Value1]/[Value2]),71,10,6,493030,1,http://guide.netmarble.com/lineageII#cont/1606
17018,17,1,17017,승급석 획득,승급석 <RedBold>[Value]개</> 획득하기 ([Value1]/[Value2]),72,30,6,493006,1,http://guide.netmarble.com/lineageII#cont/1607
17019,17,1,17018,특성 강화 성공,장비 특성 강화 <RedBold>[Value]회</> 성공하기 ([Value1]/[Value2]),79,3,6,490037,1,http://guide.netmarble.com/lineageII#cont/1608
17020,17,1,17019,장비 승급,장비 승급 <RedBold>[Value]회</> 시도하기([Value1]/[Value2]),61,10,6,911041,3,http://guide.netmarble.com/lineageII#cont/1609
17021,17,1,17020,특성 강화 성공,장비 특성 강화 <RedBold>[Value]회</> 성공하기 ([Value1]/[Value2]),79,5,6,490077,1,http://guide.netmarble.com/lineageII#cont/1610
18001,18,1,,레벨 달성,레벨 <RedBold>10</> 달성하기 ([Value1]/[Value2]),12,10,1,,100000,http://guide.netmarble.com/lineageII#cont/1216
18002,18,1,18001,레벨 달성,레벨 <RedBold>20</> 달성하기 ([Value1]/[Value2]),12,20,2,,1000,http://guide.netmarble.com/lineageII#cont/1217
18003,18,1,18002, 전직 완료,<RedBold>전직 완료</> 하기,15,1,6,911084,1,http://guide.netmarble.com/lineageII#cont/1218
18004,18,1,18003,레벨 달성,레벨 <RedBold>35</> 달성하기 ([Value1]/[Value2]),12,35,6,910004,5,http://guide.netmarble.com/lineageII#cont/1219
18005,18,1,18004,레벨 달성,레벨 <RedBold>40</> 달성하기 ([Value1]/[Value2]),12,40,1,,100000,http://guide.netmarble.com/lineageII#cont/1220
18006,18,1,18005,레벨 달성,레벨 <RedBold>45</> 달성하기 ([Value1]/[Value2]),12,45,6,910221,10,http://guide.netmarble.com/lineageII#cont/1221
18007,18,1,18006,레벨 달성,레벨 <RedBold>50</> 달성하기 ([Value1]/[Value2]),12,50,6,910237,3,http://guide.netmarble.com/lineageII#cont/1222
18008,18,1,18007,레벨 달성,레벨 <RedBold>55</> 달성하기 ([Value1]/[Value2]),12,55,1,,100000,http://guide.netmarble.com/lineageII#cont/1223
18009,18,1,18008,레벨 달성,레벨 <RedBold>60</> 달성하기 ([Value1]/[Value2]),12,60,6,911042,1,http://guide.netmarble.com/lineageII#cont/1224
18010,18,1,18009,레벨 달성,레벨 <RedBold>65</> 달성하기 ([Value1]/[Value2]),12,65,6,919001,1,http://guide.netmarble.com/lineageII#cont/1225
18011,18,1,18010,레벨 달성,레벨 <RedBold>70</> 달성하기 ([Value1]/[Value2]),12,70,6,400000,1,http://guide.netmarble.com/lineageII#cont/1226
18012,18,1,18011,레벨 달성,레벨 <RedBold>75</> 달성하기 ([Value1]/[Value2]),12,75,1,,100000,http://guide.netmarble.com/lineageII#cont/1227
18013,18,1,18012,레벨 달성,레벨 <RedBold>80</> 달성하기 ([Value1]/[Value2]),12,80,2,,1000,http://guide.netmarble.com/lineageII#cont/1228
18014,18,1,18013,레벨 달성,레벨 <RedBold>85</> 달성하기 ([Value1]/[Value2]),12,85,6,910213,1,http://guide.netmarble.com/lineageII#cont/1229
18015,18,1,18014,레벨 달성,레벨 <RedBold>90</> 달성하기 ([Value1]/[Value2]),12,90,6,910206,1,http://guide.netmarble.com/lineageII#cont/1230
18016,18,1,18015,레벨 달성,레벨 <RedBold>100</> 달성하기 ([Value1]/[Value2]),12,100,6,919005,1,http://guide.netmarble.com/lineageII#cont/1231
18017,18,1,18016,레벨 달성,레벨 <RedBold>110</> 달성하기 ([Value1]/[Value2]),12,110,1,,100000,http://guide.netmarble.com/lineageII#cont/1232
18018,18,1,18017,레벨 달성,레벨 <RedBold>120</> 달성하기 ([Value1]/[Value2]),12,120,6,461014,1,http://guide.netmarble.com/lineageII#cont/1233
18019,18,1,18018,레벨 달성,레벨 <RedBold>130</> 달성하기 ([Value1]/[Value2]),12,130,6,400000,1,http://guide.netmarble.com/lineageII#cont/1234
18020,18,1,18019,레벨 달성,레벨 <RedBold>140</> 달성하기 ([Value1]/[Value2]),12,140,6,910237,3,http://guide.netmarble.com/lineageII#cont/1235
18021,18,1,18020,레벨 달성,레벨 <RedBold>150</> 달성하기 ([Value1]/[Value2]),12,150,2,,3000,http://guide.netmarble.com/lineageII#cont/1236
19001,19,1,,2차 전직,<RedBold>2차 전직</> 완료하기,15,2,6,1111111,5000,http://guide.netmarble.com/lineageII#cont/1928
19002,19,1,19001,탈리스만 획득,탈리스만 <RedBold>[Value]개</> 획득하기 ([Value1]/[Value2]),50,30,6,489101,5,http://guide.netmarble.com/lineageII#cont/1929
19003,19,1,19002,탈리스만 등록,도감에 탈리스만 <RedBold>[Value]개</> 등록하기 ([Value1]/[Value2]),255,30,6,489104,5,http://guide.netmarble.com/lineageII#cont/1930
19004,19,1,19003,탈리스만 구매,코어상점에서 탈리스만 <RedBold>[Value]개</> 구매하기 ([Value1]/[Value2]),255,3,6,919289,5,http://guide.netmarble.com/lineageII#cont/1931
19005,19,1,19004,특성 탈리스만 획득,특성 탈리스만 <RedBold>10개</> 획득하기 ([Value1]/[Value2]),72,10,6,919285,5,http://guide.netmarble.com/lineageII#cont/1932
19006,19,1,19005,탈리스만 장착,탈리스만 <RedBold>[Value]개</> 장착하기 ([Value1]/[Value2]),255,3,6,489102,5,http://guide.netmarble.com/lineageII#cont/1933
19007,19,1,19006,탈리스만 분해,탈리스만 <RedBold>[Value]개</> 분해하기 ([Value1]/[Value2]),71,30,6,489103,5,http://guide.netmarble.com/lineageII#cont/1934
19008,19,1,19007,탈리스만 장착,탈리스만 <RedBold>[Value]개</> 장착하기 ([Value1]/[Value2]),255,4,6,919240,10,http://guide.netmarble.com/lineageII#cont/1935
19009,19,1,19008,탈리스만 조합,조합을 이용해 탈리스만의 상자 <RedBold>[Value]개</> 획득하기 ([Value1]/[Value2]),255,10,6,489101,10,http://guide.netmarble.com/lineageII#cont/1936
19010,19,1,19009,일반 조합식 획득,조합식 도감의 일반 등급 조합식 <RedBold>[Value]개</> 습득하기 ([Value1]/[Value2]),255,1,6,919283,3,http://guide.netmarble.com/lineageII#cont/1937
19011,19,1,19010,조합효과 적용,<RedBold>[Value]개</>의 조합효과 적용받기 ([Value1]/[Value2]),255,1,6,489102,10,http://guide.netmarble.com/lineageII#cont/1938
19012,19,1,19011,탈리스만 장착,탈리스만 <RedBold>[Value]개</> 장착하기 ([Value1]/[Value2]),255,5,6,919288,5,http://guide.netmarble.com/lineageII#cont/1939
19013,19,1,19012,일반 도감 오픈,일반도감 <RedBold>3개를</> 1레벨 달성하기 ([Value1]/[Value2]),255,3,6,489104,10,http://guide.netmarble.com/lineageII#cont/1940
19014,19,1,19013,고급 조합식 획득,조합식 도감의 고급 등급 조합식 <RedBold>[Value]개</> 습득하기 ([Value1]/[Value2]),255,1,6,919291,5,http://guide.netmarble.com/lineageII#cont/1941
19015,19,1,19014,조합식 도감 레벨업,조합식 도감 <RedBold>2레벨</> 달성하기,255,1,6,1111111,5000,http://guide.netmarble.com/lineageII#cont/1942
19016,19,1,19015,탈리스만 장착,탈리스만 <RedBold>[Value]개</> 장착하기 ([Value1]/[Value2]),255,6,6,919284,2,http://guide.netmarble.com/lineageII#cont/1943
19017,19,1,19016,조합효과 적용,<RedBold>[Value]개</>의 조합효과를 동시에 적용받기 ([Value1]/[Value2]),255,2,6,489103,10,http://guide.netmarble.com/lineageII#cont/1944
19018,19,1,19017,탈리스만 구매,명예의 주화 교환소에서 탈리스만 소환상자 <RedBold>[Value]개</> 구매하기 ([Value1]/[Value2]),255,3,6,919290,3,http://guide.netmarble.com/lineageII#cont/1945
19019,19,1,19018,일반도감 완성,일반도감 1개를 <RedBold>5레벨</> 달성하기,255,1,6,1000203,3,http://guide.netmarble.com/lineageII#cont/1946
19020,19,1,19019,탈리스만 장착,탈리스만 <RedBold>[Value]개</> 장착하기 ([Value1]/[Value2]),255,7,6,919286,3,http://guide.netmarble.com/lineageII#cont/1947
19021,19,1,19020,조합효과 적용,<RedBold>[Value]개</>의 조합효과를 동시에 적용받기 ([Value1]/[Value2]),255,3,6,919287,3,http://guide.netmarble.com/lineageII#cont/1950
