Id,EffectType,EffectParam,EffectGrowth1,EffectGrowth2,PointCount
40020132,111,"5000,5000",1,1,
40020133,84,,1,1,
40020134,84,,1,1,
40020136,62,"-100000,-100000",1,1,
40020137,84,,1,1,
40020146,84,,1,1,
40020147,84,,1,1,
40020148,84,,1,1,
40020149,84,,1,1,
40020150,62,"-7500,-7500",1,1,
40020157,84,,1,1,
40020158,84,,1,1,
40020159,84,,1,1,
40020160,84,,1,1,
40020165,3,"2000,2000",1,1,
40020165,4,"2000,2000",1,1,
40020165,7,"1500,1500",1,1,
40020166,3,"2500,2500",1,1,
40020166,4,"2500,2500",1,1,
40020167,3,"5000,5000",1,1,
40020167,4,"5000,5000",1,1,
40020174,84,,1,1,
40020175,84,,1,1,
40020176,109,"7000,7000",1,1,
40020176,40,"99999999,99999999",1,1,
40020180,56,,1,1,
40020181,56,,1,1,
40020182,56,,1,1,
40020183,56,,1,1,
40020184,56,,1,1,
40020185,56,,1,1,
40020186,56,,1,1,
40020187,56,,1,1,
40020197,74,,1,1,
40020201,62,"-100000,-100000",1,1,
40020202,23,"-1500,-1500",1,1,
40020202,24,"-1500,-1500",1,1,
40020203,23,"6000,6000",1,1,
40020203,24,"6000,6000",1,1,
40020205,62,"-2000,-2000",1,1,
40020206,109,"2000,2000",1,1,
40020206,62,"-7500,-7500",1,1,
40020208,109,"1000,1000",1,1,
40020214,111,"500,500",1,1,
40020215,62,"-5000,-5000",1,1,
40020216,62,"3500,3000",1,1,
40020216,7,"2500,2500",1,1,
40020217,56,,1,1,
40020217,55,,1,1,
40020218,62,"5500,5500",1,1,
40020220,3,"4500,4500",1,1,
40020220,4,"4500,4500",1,1,
40020221,202,"40020224,30000",1,1,
40020221,203,"40020224,5000",1,1,
40020222,23,"50000,50000",1,1,
40020222,24,"50000,50000",1,1,
40020222,48,"10000,10000",1,1,
40020223,202,"40020225,10000",1,1,
40020223,203,"40020225,5000",1,1,
40020223,62,"3000,3000",1,1,
40020223,7,"3000,3000",1,1,
40020224,203,"40020220,5000",1,1,
40020224,203,"40020223,5000",1,1,
40020225,84,,1,1,
40020228,203,"40020249,10000",1,1,
40020228,203,"40020260,10000",1,1,
40020229,203,"40020246,10000",1,1,
40020229,203,"40020257,10000",1,1,
40020230,203,"40020247,10000",1,1,
40020230,203,"40020258,10000",1,1,
40020231,203,"40020248,10000",1,1,
40020231,203,"40020259,10000",1,1,
40020232,111,"5000,5000",1,1,
40020233,84,,1,1,
40020234,84,,1,1,
40020236,62,"-100000,-100000",1,1,
40020237,84,,1,1,
40020246,84,,1,1,
40020247,84,,1,1,
40020248,84,,1,1,
40020249,84,,1,1,
40020250,62,"-7500,-7500",1,1,
40020257,84,,1,1,
40020258,84,,1,1,
40020259,84,,1,1,
40020260,84,,1,1,
40020265,3,"2000,2000",1,1,
40020265,4,"2000,2000",1,1,
40020265,7,"1500,1500",1,1,
40020266,3,"2500,2500",1,1,
40020266,4,"2500,2500",1,1,
40020267,3,"5000,5000",1,1,
40020267,4,"5000,5000",1,1,
40020274,84,,1,1,
40020275,84,,1,1,
40020276,109,"8000,8000",1,1,
40020276,40,"99999999,99999999",1,1,
40020280,56,,1,1,
40020281,56,,1,1,
40020282,56,,1,1,
40020283,56,,1,1,
40020284,56,,1,1,
40020285,56,,1,1,
40020286,56,,1,1,
40020287,56,,1,1,
40020297,74,,1,1,
40020301,62,"-100000,-100000",1,1,
40020302,23,"-1500,-1500",1,1,
40020302,24,"-1500,-1500",1,1,
40020302,74,,1,1,
40020303,23,"6000,6000",1,1,
40020303,24,"6000,6000",1,1,
40020305,62,"-2000,-2000",1,1,
40020306,109,"2000,2000",1,1,
40020306,62,"-7500,-7500",1,1,
40020308,109,"1000,1000",1,1,
40020314,111,"500,500",1,1,
40020315,62,"-5000,-5000",1,1,
40020316,62,"3500,3000",1,1,
40020316,7,"2500,2500",1,1,
40020317,56,,1,1,
40020317,55,,1,1,
40020318,62,"5500,5500",1,1,
40020320,3,"4500,4500",1,1,
40020320,4,"4500,4500",1,1,
40020320,115,40020367,1,1,
40020321,202,"40020324,30000",1,1,
40020321,203,"40020324,5000",1,1,
40020322,23,"50000,50000",1,1,
40020322,24,"50000,50000",1,1,
40020322,48,"10000,10000",1,1,
40020323,202,"40020325,10000",1,1,
40020323,203,"40020325,5000",1,1,
40020323,62,"3000,3000",1,1,
40020323,7,"3000,3000",1,1,
40020323,115,40020367,1,1,
40020324,203,"40020320,5000",1,1,
40020324,203,"40020323,5000",1,1,
40020325,84,,1,1,
40020328,203,"40020349,10000",1,1,
40020328,203,"40020360,10000",1,1,
40020329,203,"40020346,10000",1,1,
40020329,203,"40020357,10000",1,1,
40020330,203,"40020347,10000",1,1,
40020330,203,"40020358,10000",1,1,
40020331,203,"40020348,10000",1,1,
40020331,203,"40020359,10000",1,1,
40020332,111,"5000,5000",1,1,
40020333,84,,1,1,
40020334,84,,1,1,
40020336,62,"-100000,-100000",1,1,
40020337,84,,1,1,
40020346,84,,1,1,
40020347,84,,1,1,
40020348,84,,1,1,
40020349,84,,1,1,
40020350,62,"-7500,-7500",1,1,
40020357,84,,1,1,
40020358,84,,1,1,
40020359,84,,1,1,
40020360,84,,1,1,
40020365,3,"2000,2000",1,1,
40020365,4,"2000,2000",1,1,
40020365,7,"1500,1500",1,1,
40020366,3,"2500,2500",1,1,
40020366,4,"2500,2500",1,1,
40020367,3,"5000,5000",1,1,
40020367,4,"5000,5000",1,1,
40020374,84,,1,1,
40020375,84,,1,1,
40020376,109,"9000,9000",1,1,
40020376,40,"99999999,99999999",1,1,
40020380,56,,1,1,
40020381,56,,1,1,
40020382,56,,1,1,
40020383,56,,1,1,
40020384,56,,1,1,
40020385,56,,1,1,
40020386,56,,1,1,
40020387,56,,1,1,
40020397,74,,1,1,
40020401,62,"-100000,-100000",1,1,
40020402,23,"-1500,-1500",1,1,
40020402,24,"-1500,-1500",1,1,
40020402,74,,1,1,
40020403,23,"6000,6000",1,1,
40020403,24,"6000,6000",1,1,
40020405,62,"-2000,-2000",1,1,
40020406,109,"2000,2000",1,1,
40020406,62,"-7500,-7500",1,1,
40020408,109,"3000,3000",1,1,
40020414,111,"1500,1500",1,1,
40020415,62,"-5000,-5000",1,1,
40020416,62,"3500,3000",1,1,
40020416,7,"2500,2500",1,1,
40020417,56,,1,1,
40020417,55,,1,1,
40020418,62,"5500,5500",1,1,
40020420,3,"4500,4500",1,1,
40020420,4,"4500,4500",1,1,
40020420,115,40020467,1,1,
40020421,202,"40020424,30000",1,1,
40020421,203,"40020424,7000",1,1,
40020422,23,"50000,50000",1,1,
40020422,24,"50000,50000",1,1,
40020422,48,"100000,100000",1,1,
40020423,202,"40020425,50000",1,1,
40020423,203,"40020425,7000",1,1,
40020423,62,"3000,3000",1,1,
40020423,7,"3000,3000",1,1,
40020423,115,40020467,1,1,
40020424,203,"40020420,5000",1,1,
40020424,203,"40020423,5000",1,1,
40020425,84,,1,1,
40020428,203,"40020449,10000",1,1,
40020428,203,"40020460,10000",1,1,
40020429,203,"40020446,10000",1,1,
40020429,203,"40020457,10000",1,1,
40020430,203,"40020447,10000",1,1,
40020430,203,"40020458,10000",1,1,
40020431,203,"40020448,10000",1,1,
40020431,203,"40020459,10000",1,1,
40020432,111,"5000,5000",1,1,
40020433,84,,1,1,
40020434,84,,1,1,
40020436,62,"-100000,-100000",1,1,
40020437,84,,1,1,
40020446,84,,1,1,
40020447,84,,1,1,
40020448,84,,1,1,
40020449,84,,1,1,
40020450,62,"-7500,-7500",1,1,
40020457,84,,1,1,
40020458,84,,1,1,
40020459,84,,1,1,
40020460,84,,1,1,
40020465,3,"2000,2000",1,1,
40020465,4,"2000,2000",1,1,
40020465,7,"1500,1500",1,1,
40020466,3,"2500,2500",1,1,
40020466,4,"2500,2500",1,1,
40020467,3,"5000,5000",1,1,
40020467,4,"5000,5000",1,1,
40020474,84,,1,1,
40020475,84,,1,1,
40020476,109,"10000,10000",1,1,
40020476,40,"99999999,99999999",1,1,
40020476,74,,1,1,
40020480,56,,1,1,
40020481,56,,1,1,
40020482,56,,1,1,
40020483,56,,1,1,
40020484,56,,1,1,
40020485,56,,1,1,
40020486,56,,1,1,
40020487,56,,1,1,
40020497,74,,1,1,
40020498,55,,1,1,
40020499,55,,1,1,
24500102,3,"2000,2000",1,1,
24500102,4,"2000,2000",1,1,
24500102,23,"1000,1000",1,1,
24500102,24,"1000,1000",1,1,
24500102,7,"1000,1000",1,1,
24500102,62,"1000,1000",1,1,
24500103,3,"2000,2000",1,1,
24500103,4,"2000,2000",1,1,
24500103,23,"2500,2500",1,1,
24500103,24,"2500,2500",1,1,
24500103,7,"1000,1000",1,1,
24500103,62,"1500,1500",1,1,
24500104,3,"2000,2000",1,1,
24500104,4,"2000,2000",1,1,
24500104,23,"5000,5000",1,1,
24500104,24,"5000,5000",1,1,
24500104,7,"1500,1500",1,1,
24500104,62,"2000,2000",1,1,
24500105,3,"3000,3000",1,1,
24500105,4,"3000,3000",1,1,
24500105,23,"10000,10000",1,1,
24500105,24,"10000,10000",1,1,
24500105,7,"2000,2000",1,1,
24500105,62,"2500,2500",1,1,
24500106,3,"4000,4000",1,1,
24500106,4,"4000,4000",1,1,
24500106,23,"20000,20000",1,1,
24500106,24,"20000,20000",1,1,
24500106,7,"4000,4000",1,1,
24500106,62,"4500,4500",1,1,
24500401,3,"-1000,-1000",1,1,
24500401,4,"-1000,-1000",1,1,
24500401,23,"-1000,-1000",1,1,
24500401,24,"-1000,-1000",1,1,
24500401,7,"-500,-200",1,1,
24500401,62,"-500,-500",1,1,
24500501,109,"2000, 2000",1.5,1.5,
24501001,55,,,,
24601901,115,24601904,,,
24601902,84,,,,
24601903,84,,,,
24300402,74,,1,1,
24601603,62,"-100000, -100000",1,1,
245013101,84,,,,
245013111,3,"40000,40000",,,
245014071,3,"20000,20000",,,
245014071,7,"10000,10000",1,1,
245015062,62,"-2500,-2500",,,
24501606,74,,,,
24500903,33,"5000,5000",,,
24500903,34,"5000,5000",,,
24500903,7,"2000,2000",,,
24500903,62,"3500,3500",,,
50223,62,"-100000, -100000",,,
450004012,74,,,,
450004022,23,"-5000,-5000",1,1,
450004022,24,"-5000,-5000",1,1,
450004032,74,,,,
450004042,23,"-5000,-5000",1,1,
450004042,24,"-5000,-5000",1,1,
450004051,62,"-2000,-2000",1,1,
450004061,3,"10000,10000",1,1,
450004061,4,"10000,10000",1,1,
450004061,23,"1000000,1000000",1,1,
450004061,24,"1000000,1000000",1,1,
450004072,74,,,,
450004081,3,"5000,5000",1,1,
450004081,4,"5000,5000",1,1,
450004081,7,"2000,2000",1,1,
450004102,3,"-5000,-5000",,,
450004102,4,"-5000,-5000",,,
450004112,23,"-5000,-5000",1,1,
450004112,24,"-5000,-5000",1,1,
450004122,3,"-5000,-5000",1,1,
450004122,4,"-5000,-5000",1,1,
450004131,23,"20000,20000",1,1,
450004131,24,"20000,20000",1,1,
450004151,62,"-2000,-2000",1,1,
450004191,3,"-10000,-10000",1,1,
450004191,4,"-10000,-10000",1,1,
450004191,23,"-1000000,-1000000",1,1,
450004191,24,"-1000000,-1000000",1,1,
450004201,23,"2000000,2000000",1,1,
450004201,24,"2000000,2000000",1,1,
450004201,62,"-1000000,-1000000",,,
450004201,115,45000427,,,
450004271,3,"20000,20000",1,1,
450004271,4,"20000,20000",1,1,
450004311,3,"-10000,-10000",1,1,
450004311,4,"-10000,-10000",1,1,
450004401,55,,,,
450004402,84,,,,
450004403,84,,,,
450004412,74,,,,
450004421,74,,,,
450004421,55,,,,
450004451,74,,,,
450004451,55,,,,
450004461,84,,,,
450004471,84,,,,
450004481,84,,,,
450004491,84,,,,
450004501,84,,,,
450004511,84,,,,
450004521,84,,,,
450004531,84,,,,
450004541,84,,,,
450004551,84,,,,
450004681,56,,,,
450004931,84,,,,
450004961,84,,,,
450004971,84,,,,
450004981,84,,,,
810202061,56,,,,
810202062,55,,,,
810202101,99,"10000, 10000",,,
810202101,74,"0, 0",,,
810202121,23,"500000,500000",,,
810202121,24,"500000,500000",,,
810202122,56,,,,
81110002,37,"-10000, -10000",1.5,1.5,
81110003,29,"-8000, -8000",1,1,
81110004,23,"2000, 2000",1,1,
81110005,24,"2000, 2000",1,1,
