Id,Name,BuffType,ClientType,Param,EffectTypeName,Group,StackCount,Duration,Period,VisualEffectId,ExtendVisualEffectId,ExcpetRoomType,IconTexture,CameraShake,CameraShakeIntensity,Sound,Desc,DescAddBuffId,GetBuffVisible
74072,꼬리치기,7,18,,꼬리치기:슬로우,1001,1,10000,,,,,Icon_Debuff_Slow,,,,이동 속도 {1%}% 감소,,0
74082,과열,7,18,,과열:공격력 증가,,1,150000,,3,,,Icon_Buff_AttackPower,,,,,,0
74083,과열,7,18,,과열:이동속도 증가,5001,1,150000,,,,,Icon_Buff_MoveSpeed,,,,,,0
74084,과열,7,18,,과열:방어력감소,,1,150000,,,,,Icon_Debuff_DefensePower,,,,,,0
74085,과열,7,18,,과열:공격력 증가,,1,150000,,3,,,Icon_Buff_AttackPower,,,,,,0
74086,과열,7,18,,과열:이동속도 증가,5001,1,150000,,,,,Icon_Buff_MoveSpeed,,,,,,0
74087,과열,7,18,,과열:방어력감소,,1,150000,,,,,Icon_Debuff_DefensePower,,,,,,0
74088,과열,7,18,,과열:공격력 증가,,1,150000,,3,,,Icon_Buff_AttackPower,,,,,,0
74089,과열,7,18,,과열:이동속도 증가,5001,1,150000,,,,,Icon_Buff_MoveSpeed,,,,,,0
74090,과열,7,18,,과열:방어력감소,,1,150000,,,,,Icon_Debuff_DefensePower,,,,,,0
74091,과열,7,18,,과열:공격력 증가,,1,3600000,,3,,,Icon_Buff_AttackPower,,,,,,0
74092,과열,7,18,,과열:이동속도 증가,5001,1,3600000,,,,,Icon_Buff_MoveSpeed,,,,,,0
74093,과열,7,18,,과열:방어력감소,,1,3600000,,,,,Icon_Debuff_DefensePower,,,,,,0
50074,강타: 공격력 감소,7,18,,강타:피해량 감소,,10,7000,,,,,Icon_Debuff_AttackPower,,,,공격력 중첩 당 {1} 감소,,0
74095,석화의 시선,7,18,,석화의 시선:받는 피해 증가,,1,5000,,,,,Icon_Debuff_DefensePower,,,,받는 피해량 {1%}% 증가,,0
74096,여왕의 일격,7,18,,여왕의 일격:실명,,5,25000,,,,,Icon_Debuff_Weakness,,,,명중 중첩 당 {1} 감소,,0
74097,비늘 강화: 물리 방어력,7,18,,비늘 강화: 물리 방어력,,1,30000,,,,,Icon_Skill_Unique_30008,,,,물리 방어력 {1%}% 증가,,0
74098,비늘 강화: 마법 방어력,7,18,,비늘 강화: 마법 방어력,,1,30000,,,,,Icon_Skill_Unique_30010,,,,마법 방어력 {1%}% 증가,,0
74111,죽음의 표식,7,18,,죽음의 표식,,1,5000,,,,,Icon_Debuff_Curse,,,,,,0
74121,끓어오르는 진흙,7,18,,끓어오르는 진흙:받는 피해 증가,,1,10000,,,,,Icon_Debuff_DefensePower,,,,,,0
74122,지면 파괴,7,18,,지면 파괴: 도트,,5,5000,1000,,,,Icon_Debuff_Poison,,,,,,0
74131,마샤의 시선(구),7,18,,마샤의 시선: 도트,,5,5000,1000,6,,,Icon_Debuff_Poison,,,,10초간 지속적으로 피해를 받으며 주변 아군에게 점염 됩니다.,,0
74132,메두사의 저주(구),7,4,,메두사의 저주: 광역피해,1002,1,5000,,5,,,Icon_Debuff_Curse,,,,5초간 이동이 불가능 하며 5초 후에 폭발하여 주변에 큰 피해를 줍니다.,,0
74134,메두사의 저주(구),7,18,,메두사의 저주: 폭파,,1,1,,,,,,,,,,,0
741341,마샤:유혹의 회오리,5,18,,마샤:유혹의 회오리,,1,10000,1000,,,,Icon_Debuff_Bleed,,,,10초간 {1} 출혈 대미지,,0
741342,마샤:유혹의 회오리,7,4,,마샤:유혹의 회오리,1002,1,3500,,1,,,Icon_Debuff_Stun,,,,기절,,0
741351,마샤:칼날 바람,7,18,,마샤:칼날 바람,,1,10000,500,,,,Icon_Debuff_Curse,,,,5초간 스킬 사용 불가,,0
7413511,마샤:칼날 바람,7,18,,마샤:칼날 바람(VE),,1,10000,,741352,,,Icon_Debuff_Curse,,,,5초간 스킬 사용 불가,,0
741352,마샤:칼날 바람,7,11,,마샤:칼날 바람,,1,1001,,,,,Icon_Debuff_Curse,,,,5초간 스킬 사용 불가,,0
741353,마샤:칼날 바람,7,18,,마샤:칼날 바람,,1,10000,1000,,,,Icon_Debuff_Curse,,,,5초간 스킬 사용 불가,,0
77001,화염,7,18,,몬스터:화염,11,1,5000,1000,,,,Icon_Debuff_Burn,,,,,,0
77002,냉기,7,18,,"몬스터:냉기, 이속저하",1001,1,5000,,,,,Icon_Debuff_Slow,,,,,,0
77003,블라인드,7,18,,몬스터:블라인드,,1,7000,,,,,Icon_Debuff_Weakness,,,,,,0
77004,저주,7,18,,"몬스터:저주, 방어력저하",14,1,5000,1000,,,,Icon_Debuff_Curse,,,,,,0
77005,스턴,7,4,,몬스터:스턴,1002,1,2000,,1,,,Icon_Debuff_Stun,,,,,,0
77006,출혈,7,18,,"몬스터:출혈, 공격력저하",12,1,3000,600,,,,Icon_Debuff_Bleed,,,,,,0
77007,중독,7,18,,몬스터:중독. 이속저하,13,1,5000,1000,,,,Icon_Debuff_Poison,,,,,,0
77008,약화,7,18,,몬스터:약화,,1,5000,,,,,Icon_Debuff_AttackPower,,,,,,0
77010,스턴,7,4,,몬스터:스턴,1002,1,2000,,1,,,Icon_Debuff_Stun,,,,,,0
77085,블러디크레센트: 공격 감소,7,18,,공격력 감소,,1,30000,,,,,Icon_Debuff_AttackPower,,,,공격력이 감소합니다.,,0
79009,약화,7,18,,몬스터:약화,,1,5000,,,,,Icon_Debuff_AttackPower,,,,,,0
79010,스턴,7,4,,몬스터:스턴,1002,1,3000,,1,,,Icon_Debuff_Stun,,,,,,0
801011,공격력 상승,7,18,,물리/마법공격력 상승,,1,30000,,500006,,,Icon_Buff_AttackPower,,,Interface/UI_Dungeon_Buff_Atk_Phy_1,30초간 공격력이 50% 증가합니다.,,0
801012,물리공격력 상승,7,18,,물리공격력 상승,,1,30000,,500006,,,Icon_Buff_AttackPower,,,Interface/UI_Dungeon_Buff_Atk_Phy_1,30초간 공격력이 30% 증가합니다.,,0
801013,마법공격력 상승,7,18,,마법공격력 상승,,1,30000,,500006,,,Icon_Buff_AttackPower,,,Interface/UI_Dungeon_Buff_Atk_Phy_1,30초간 공격력이 30% 증가합니다.,,0
801021,공격속도 상승,7,18,,공격속도 상승,,1,30000,,500005,,,Icon_Buff_AttackSpeed,,,Interface/UI_Dungeon_Buff_Atk_Speed_1,30초간 공격속도가 50% 증가합니다.,,0
801022,공격속도 상승,7,18,,공격속도 상승,,1,30000,,500005,,,Icon_Buff_AttackSpeed,,,Interface/UI_Dungeon_Buff_Atk_Speed_1,30초간 공격속도가 20% 증가합니다.,,0
801031,방어력 상승,7,18,,물리/마법방어력 상승,,1,30000,,500003,,,Icon_Buff_DefensePower,,,Interface/UI_Dungeon_Buff_Defence_1,30초간 방어력이 300% 증가합니다.,,0
801032,물리방어력 상승,7,18,,물리방어력 상승,,1,30000,,500003,,,Icon_Buff_DefensePower,,,Interface/UI_Dungeon_Buff_Defence_1,30초간 방어력이 35% 증가합니다.,,0
801033,마법방어력 상승,7,18,,마법방어력 상승,,1,30000,,500003,,,Icon_Buff_DefensePower,,,Interface/UI_Dungeon_Buff_Defence_1,30초간 방어력이 35% 증가합니다.,,0
801041,이동속도 상승,7,18,,이동속도 상승,,1,30000,,500004,,,Icon_Buff_MoveSpeed,,,Interface/UI_Dungeon_Buff_Speed_1,30초간 이동속도가 30% 증가합니다.,,0
801042,이동속도 상승,7,18,,이동속도 상승,,1,30000,,500004,,,Icon_Buff_MoveSpeed,,,Interface/UI_Dungeon_Buff_Speed_1,30초간 이동속도가 30% 증가합니다.,,0
80105,Max HP 증가,7,18,,Max HP 증가,,1,30000,,500002,,,Icon_Buff_MaxHP,,,Interface/UI_Dungeon_Buff_Defence_1,30초간 최대HP가 40% 증가합니다.,,0
80106,Max MP 증가,7,18,,Max MP 증가,,1,30000,,500001,,,Icon_Buff_MaxMP,,,Interface/UI_Dungeon_Buff_Defence_1,30초간 최대MP가 40% 증가합니다.,,0
801043,스킬 대미지 상승,7,18,,스킬 대미지 상승,,1,30000,,801043,,,Icon_Buff_SkiilDamageUp,,,Interface/UI_Dungeon_Buff_Skill_Phy_1,30초간 일반 스킬의 대미지가 200% 증가합니다.,,0
801044,근접 대미지 오오라,7,18,,근접 대미지 오오라,,1,30000,1000,8010441,,,Icon_Buff_ApproachDamageUp,,,Interface/UI_Dungeon_Buff_Skill_Phy_2,30초간 주변의 적군에게 5000의 추가 고정 피해를 입힙니다.,,0
801045,물의 수정 보호막,7,18,,물의 수정 피해면역,,1,15000,,801045,,,Icon_Buff_MoveSpeed,,,Interface/UI_Dungeon_Buff_Defence_2,15초간 물의 수정에 피해면역 보호막이 생깁니다.,,0
801046,파티 오브 워리어,7,18,,파티 공격력 및 방어력 상승,,1,15000,1000,8010461,,,Icon_Buff_PartyPowerUP,,,Interface/UI_Dungeon_Buff_Atk_Phy_2,15초간 파티원의 공격력과 방어력이 30% 증가합니다.,,0
8010461,파티 오브 워리어,7,18,,파티 공격력 및 방어력 상승,,1,1000,,8010461,,,Icon_Buff_PartyPowerUP,,,Interface/UI_Dungeon_Buff_Atk_Phy_2,15초간 파티원의 공격력과 방어력이 30% 증가합니다.,,0
801047,오버 파워,7,4,,스턴,,1,3000,,1,,,Icon_Debuff_Stun,,,,기절,,0
801048,오버 파워,4,0,,공격력 및 공격속도 상승,,1,10000,,801048,,,Icon_Buff_OverPower,,,,10초간 공격력과 공격속도가 상승합니다.,,0
801049,크리티컬 확률 증가,7,18,,크리티컬 확률 증가,,1,30000,1000,8010441,,,Icon_Buff_CriticalRate,,,Interface/UI_Dungeon_Buff_Skill_Phy_2,30초간 자신의 크리티컬 확률이 증가합니다.,,0
801050,오버 파워,4,0,,공격력 및 공격속도 상승,,1,10000,,801048,,,Icon_Buff_OverPower,,,,10초간 공격력과 공격속도가 상승합니다.,,0
801051,물의 수정 보호막,7,18,,물의 수정 피해면역,,1,15000,,801045,,,Icon_Buff_MoveSpeed,,,Interface/UI_Dungeon_Buff_Defence_2,15초간 물의 수정에 피해면역 보호막이 생깁니다.,,0
801052,파티 오브 워리어,7,18,,파티 공격력 및 방어력 상승,,1,15000,1000,8010461,,,Icon_Buff_PartyPowerUP,,,Interface/UI_Dungeon_Buff_Atk_Phy_2,15초간 파티원의 공격력과 방어력이 30% 증가합니다.,,0
8010521,파티 오브 워리어,7,18,,파티 공격력 및 방어력 상승,,1,1000,,8010461,,,Icon_Buff_PartyPowerUP,,,Interface/UI_Dungeon_Buff_Atk_Phy_2,15초간 파티원의 공격력과 방어력이 30% 증가합니다.,,0
801053,공격력 상승,7,18,,물리/마법공격력 상승,,1,30000,,500006,,,Icon_Buff_AttackPower,,,Interface/UI_Dungeon_Buff_Atk_Phy_1,30초간 공격력이 50% 증가합니다.,,0
801054,공격속도 상승,7,18,,공격속도 상승,,1,30000,,500005,,,Icon_Buff_AttackSpeed,,,Interface/UI_Dungeon_Buff_Atk_Speed_1,30초간 공격속도가 20% 증가합니다.,,0
801055,이동속도 상승,7,18,,이동속도 상승,,1,30000,,500004,,,Icon_Buff_MoveSpeed,,,Interface/UI_Dungeon_Buff_Speed_1,30초간 이동속도가 30% 증가합니다.,,0
801056,공격력 상승,7,18,,물리/마법공격력 상승,,1,30000,,500006,,,Icon_Buff_AttackPower,,,Interface/UI_Dungeon_Buff_Atk_Phy_1,30초간 공격력이 50% 증가합니다.,,0
801057,공격속도 상승,7,18,,물리공격력 상승,,1,30000,,500005,,,Icon_Buff_AttackSpeed,,,Interface/UI_Dungeon_Buff_Atk_Speed_1,30초간 공격속도가 60% 증가합니다.,,0
801058,스킬 대미지 상승,7,18,,스킬 대미지 상승,,1,30000,,801043,,,Icon_Buff_SkiilDamageUp,,,Interface/UI_Dungeon_Buff_Skill_Phy_1,30초간 일반 스킬의 대미지가 300% 증가합니다.,,0
801059,크리티컬 확률 증가,7,18,,크리티컬 확률 증가,,1,30000,,8010461,,,Icon_Buff_CriticalRate,,,Interface/UI_Dungeon_Buff_Skill_Phy_2,30초간 자신의 크리티컬 확률이 증가합니다.,,0
93506,버그베어 광폭화,7,6,"{""Color"":{""R"":255,""G"":15,""B"":0}}","공격력, 방어력 대폭 상승, 이동속도, 공격속도 소폭 상승",,1,3600000,,,,,,,,,"공격력, 방어력, 이동속도, 공격속도 증가",,0
94409,데몬 계약자 광폭화,7,6,"{""Color"":{""R"":255,""G"":15,""B"":0}}","공격력, 방어력 대폭 상승, 이동속도, 공격속도 소폭 상승",,1,3600000,,,,,,,,,"공격력, 방어력, 이동속도, 공격속도 증가",,0
94408,유적 수호 골렘 스턴,7,4,,몬스터:스턴,1002,1,700,,1,,,Icon_Debuff_Stun,,,,,,0
94410,소환석 던전 지옥_데몬 계약자 광폭화,7,6,"{""Color"":{""R"":255,""G"":15,""B"":0}}","공격력, 방어력 대폭 상승, 이동속도, 공격속도 소폭 상승",,1,3600000,,,,,,,,,"공격력, 방어력, 이동속도, 공격속도 증가",,0
94411,중독,7,18,,중독,13,1,5000,1000,6,,,Icon_Debuff_Poison,,,,독에 중독되어 지속피해,,0
944151,"물리, 마법 방어력 증가",7,0,,"물리, 마법 방어력 증가",,1,140000,1000,20251,,,,,,,"물리, 마법 방어력이 증가합니다.",,1
944161,"물리, 마법 방어력 효과",7,0,,"물리, 마법 방어력 효과",,1,1000,,,,,Icon_Buff_DefensePower,,,,"물리, 마법 방어력이 증가합니다.",,0
90001,클랜 헬스,7,18,,HP가 증가,,1,3600000,,,,,Icon_Skill_Passive_20261,,,,최대 HP {1%}% 증가,,0
90002,클랜 소울,7,18,,MP가 증가,,1,3600000,,,,,Icon_Skill_Passive_22261,,,,최대 MP {1%}% 증가,,0
90003,클랜 실드,7,18,,방어력이 증가,,1,3600000,,,,,Icon_Skill_Passive_20211,,,,방어력 {1%}% 증가,,0
90004,클랜 마이트,7,18,,공격력이 증가,,1,3600000,,,,,Icon_Skill_Passive_20221,,,,공격력 {1%}% 증가,,0
90005,클랜 가이던스,7,18,,명중이 증가,,1,3600000,,,,,Icon_Skill_Passive_20241,,,,명중 {1%}% 증가,,0
90006,클랜 이베이드,7,18,,회피가 증가,,1,3600000,,,,,Icon_Skill_Passive_24241,,,,회피 {1%}% 증가,,0
90007,클랜 무브먼트,7,18,,이동속도가 증가,,1,3600000,,,,,Icon_Skill_Passive_20231,,,,이동속도 {1%}% 증가,,0
90008,클랜 데들리어택,7,18,,크리티컬 대미지 증가,,1,3600000,,,,,Icon_Skill_Passive_20251,,,,크리티컬 대미지 {1%}% 증가,,0
90009,클랜 크리티컬,7,18,,크리티컬 확률 증가,,1,3600000,,,,,Icon_Skill_Passive_21221,,,,크리티컬 {1%}% 증가,,0
905001,결속의 수정 LV1,7,18,,결속의 수정 1레벨 버프,,1,0,,,,,Buff_AgitCrystal,,,,아지트 결속의 수정 힘이 부여됩니다.,,0
905002,결속의 수정 LV2,7,18,,결속의 수정 2레벨 버프,,1,0,,,,,Buff_AgitCrystal,,,,아지트 결속의 수정 힘이 부여됩니다.,,0
905003,결속의 수정 LV3,7,18,,결속의 수정 3레벨 버프,,1,0,,,,,Buff_AgitCrystal,,,,아지트 결속의 수정 힘이 부여됩니다.,,0
905004,결속의 수정 LV4,7,18,,결속의 수정 4레벨 버프,,1,0,,,,,Buff_AgitCrystal,,,,아지트 결속의 수정 힘이 부여됩니다.,,0
905005,결속의 수정 LV5,7,18,,결속의 수정 5레벨 버프,,1,0,,,,,Buff_AgitCrystal,,,,아지트 결속의 수정 힘이 부여됩니다.,,0
905006,결속의 수정 LV6,7,18,,결속의 수정 6레벨 버프,,1,0,,,,,Buff_AgitCrystal,,,,아지트 결속의 수정 힘이 부여됩니다.,,0
905007,결속의 수정 LV7,7,18,,결속의 수정 7레벨 버프,,1,0,,,,,Buff_AgitCrystal,,,,아지트 결속의 수정 힘이 부여됩니다.,,0
905008,결속의 수정 LV8,7,18,,결속의 수정 8레벨 버프,,1,0,,,,,Buff_AgitCrystal,,,,아지트 결속의 수정 힘이 부여됩니다.,,0
905009,결속의 수정 LV9,7,18,,결속의 수정 9레벨 버프,,1,0,,,,,Buff_AgitCrystal,,,,아지트 결속의 수정 힘이 부여됩니다.,,0
905010,결속의 수정 LV10,7,18,,결속의 수정 10레벨 버프,,1,0,,,,,Buff_AgitCrystal,,,,아지트 결속의 수정 힘이 부여됩니다.,,0
905101,소형 만찬의 포만감,4,18,,"물리, 마법 방어력 증가",905101,1,1800000,,500001,,,Icon_Buff_Banquet_S,,,Interface/UI_Dungeon_Buff_Defence_1,물리/마법 방어력 500 증가,,0
905102,중형 만찬의 포만감,4,18,,"HP, MP 증가",905102,1,1800000,,500004,,,Icon_Buff_Banquet_M,,,Interface/UI_Dungeon_Buff_Speed_1,HP/MP 1000 증가,,0
905103,대형 만찬의 포만감,4,18,,"물리, 마법 공격력 증가",905103,1,1800000,,500002,,,Icon_Buff_Banquet_L,,,Interface/UI_Dungeon_Buff_Atk_Phy_1,물리/마법 공격력 500 증가,,0
905104,소형 고급 만찬의 포만감,4,18,,"물리, 마법 방어력 증가",905101,1,1800000,,500001,,,Icon_Buff_Banquet_S,,,Interface/UI_Dungeon_Buff_Defence_1,물리/마법 방어력 1200 증가,,0
905105,중형 고급 만찬의 포만감,4,18,,"HP, MP 증가",905102,1,1800000,,500004,,,Icon_Buff_Banquet_M,,,Interface/UI_Dungeon_Buff_Speed_1,HP/MP 2000 증가,,0
905106,대형 고급 만찬의 포만감,4,18,,"물리, 마법 공격력 증가",905103,1,1800000,,500002,,,Icon_Buff_Banquet_L,,,Interface/UI_Dungeon_Buff_Atk_Phy_1,물리/마법 공격력 1200 증가,,0
905107,소형 최고급 만찬의 포만감,4,18,,"물리, 마법 방어력, 크리티컬 증가",905101,1,1800000,,500001,,,Icon_Buff_Banquet_S,,,Interface/UI_Dungeon_Buff_Defence_1,"물리/마법 방어력 2000, 크리티컬 500 증가",,0
905108,중형 최고급 만찬의 포만감,4,18,,"HP, MP, 크리티컬 증가",905102,1,1800000,,500004,,,Icon_Buff_Banquet_M,,,Interface/UI_Dungeon_Buff_Speed_1,"HP/MP 3000, 크리티컬 500 증가",,0
905109,대형 최고급 만찬의 포만감,4,18,,"물리, 마법 공격력, 크리티컬 증가",905103,1,1800000,,500002,,,Icon_Buff_Banquet_L,,,Interface/UI_Dungeon_Buff_Atk_Phy_1,"물리/마법 공격력 2000, 크리티컬 500 증가",,0
905501,물리 공격력 증가 물약,4,0,,물리 공격력 증가,,1,300000,,,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld",Icon_Buff_Potion_Player_AttackPowerPhy,,,PC/Skill/Item_Buff_Guild_Atk_02,물리 공격력이 10% 증가합니다.,,1
905502,마법 공격력 증가 물약,4,0,,마법 공격력 증가,,1,300000,,,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld",Icon_Buff_Potion_Player_AttackPowerMag,,,PC/Skill/Item_Buff_Guild_Atk_01,마법 공격력이 10% 증가합니다.,,1
905503,물리 방어력 증가 물약,4,0,,물리 방어력 증가,,1,300000,,,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld",Icon_Buff_Potion_Player_DefensePowerPhy,,,PC/Skill/Item_Buff_Guild_Defence_01,물리 방어력이 10% 증가합니다.,,1
905504,마법 방어력 증가 물약,4,0,,마법 방어력 증가,,1,300000,,,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld",Icon_Buff_Potion_Player_DefensePowerMag,,,PC/Skill/Item_Buff_Guild_Defence_02,마법 방어력이 10% 증가합니다.,,1
905505,이동 속도 증가 물약,7,0,,이동 속도 증가,,1,30000,,,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld",Icon_Buff_Potion_Player_MoveSpeed,,,PC/Skill/Item_Buff_Guild_SpeedUp_01,이동 속도가 15% 증가합니다.,,1
905506,채집 속도 증가 물약,7,0,,채집 속도 증가,,1,180000,,,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld,SiegeWorld",Icon_Buff_Potion_Player_GatheringSpeed,,,PC/Skill/Item_Buff_Guild_SpeedUp_01,채집 속도가 50% 증가합니다.,,1
905507,공격 속도 증가 물약,7,0,,공격 속도 증가,,1,30000,,,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld",Icon_Buff_Potion_Player_AttackSpeed,,,PC/Skill/Item_Buff_Guild_Atk_SpeedUp_01,공격 속도가 20% 증가합니다.,,1
905508,회피율 증가 물약,7,0,,회피율 증가,,1,10000,,,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld",Icon_Buff_Potion_Player_DodgeMul,,,PC/Skill/Item_Buff_Guild_SpeedUp_01,회피율이 50% 증가합니다.,,1
905509,탄력 증가 물약,7,0,,탄력 증가,,1,60000,,,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld",Icon_Buff_Potion_Player_Resilience,,,PC/Skill/Item_Buff_Guild_SpeedDown_01,탄력이 10000 증가합니다.,,1
905510,방어무시 피해 증가 물약,4,0,,방어무시 피해 증가,,1,60000,,,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld",Icon_Buff_Potion_Player_IgnoreDefenseDamage,,,PC/Skill/Item_Buff_Guild_Defence_01,방어무시 피해 효과가 2000 증가합니다.,,1
905511,고정피해 감소 증가 물약,4,0,,고정피해 감소 증가,,1,60000,,,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld",Icon_Buff_Potion_Player_AddDecreaseDamage,,,PC/Skill/Item_Buff_Guild_SpeedDown_01,고정피해 감소 효과가 1000 증가합니다.,,1
905512,스킬 쿨타임 감소 물약,7,0,,스킬 쿨타임 감소,,1,60000,,,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld",Icon_Buff_Potion_Player_SkillCoolTime,,,PC/Skill/Item_Buff_Guild_Atk_SpeedUp_01,스킬 쿨타임이 30% 감소합니다.,,1
905513,관통 증가 물약,7,0,,관통력 증가,,1,60000,,,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld",Icon_Buff_Potion_Player_Penetrationv,,,PC/Skill/Item_Buff_Guild_Atk_02,관통력 10000 증가합니다.,,1
905514,보스에게 가하는 피해 증가 물약,7,0,,보스에게 가하는 피해 증가,,1,300000,,,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld",Icon_Buff_Potion_Player_BossIncreaseDamage,,,PC/Skill/Item_Buff_Guild_Atk_01,보스에게 가하는 피해가 15% 증가합니다.,,1
905515,보스에게 받는 피해 감소 물약,7,0,,보스에게 받는 피해 감소,,1,300000,,,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld",Icon_Buff_Potion_Player_BossDecreaseDamage,,,PC/Skill/Item_Buff_Guild_Defence_01,보스로 부터 받는 피해가 5% 감소합니다.,,1
905516,코어 획득 증가 물약,7,0,,몬스터 코어 획득 증가,,1,3600000,,,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld",Icon_Buff_Potion_Player_Exp,,,PC/Skill/Item_Buff_Guild_Adena_01,몬스터 코어 획득 확률이 25% 증가합니다. (정예 던전 제외),,1
905601,사기 진작 물약,7,0,,사기 진작,,1,30000,2000,601002,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld",Icon_Buff_Potion_Guild_MoveSpeed,,,PC/Skill/Item_Buff_Guild_Focus_01,나를 포함한 주변 혈맹원의 이동 속도가 30% 증가합니다.,,1
905602,사기 진작 효과,7,0,,사기 진작 효과,,1,2000,,,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld",Icon_Buff_Potion_Guild_MoveSpeed,,,,혈맹원의 이동 속도가 30% 증가합니다.,,0
905603,얼음 폭풍 물약,7,0,,얼음 폭풍,,1,30000,2000,601003,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld",Icon_Buff_Potion_Guild_EnemySlow,,,PC/Skill/Item_Buff_Guild_Frozen_01,주변 적들의 이동 속도를 50% 느리게 합니다.,,1
905604,얼음 폭풍 효과,7,0,,얼음 폭풍 효과,,1,2000,,,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld",Icon_Buff_Potion_Guild_EnemySlow,,,,이동 속도가 50% 느려집니다.,,0
905605,공성 파괴 물약,7,0,,공성 파괴,,1,60000,,,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld",Icon_Buff_Potion_Guild_SiegeIncreaseDamage,,,PC/Skill/Item_Buff_Guild_Atk_01,공성 구조물에 가하는 피해가 50% 증가합니다.,,1
905606,HP 회복량 증폭 물약,7,0,,HP 회복량 증폭,,1,10000,2000,601004,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld",Icon_Buff_Potion_Guild_IncreaseHealMul,,,PC/Skill/Item_Buff_Guild_HP_01,나를 포함한 주변 혈맹원의 HP 회복량이 50% 증가합니다.,,1
905607,HP 회복량 증폭 효과,7,0,,HP 회복량 증폭 효과,,1,2000,,,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld",Icon_Buff_Potion_Guild_IncreaseHealMul,,,,혈맹원의 HP 회복량이 50% 증가합니다.,,0
905608,공격력 버서커 물약,7,0,,공격력 증폭,,1,30000,,,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld",Icon_Buff_Potion_Guild_AttackBerserker,,,PC/Skill/Item_Buff_Guild_Atk_01,"자신의 방어력을 60% 깎고, 공격력을 20% 향상시킵니다.",,1
905609,방어력 버서커 물약,7,0,,방어력 증폭,,1,30000,,,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld",Icon_Buff_Potion_Guild_DefenseBerserker,,,PC/Skill/Item_Buff_Guild_Defence_01,"자신의 공격력을 15% 깎고, 방어력을 100% 향상시킵니다.",,1
905610,정신 강화 물약,7,0,,정신 강화,,1,10000,,,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld",Icon_Buff_Potion_Guild_CCResist,,,PC/Skill/Item_Buff_Guild_Atk_02,상태이상 저항률이 50% 증가합니다.,,1
905611,MP 소멸 물약,7,0,,MP 소멸,,1,15000,1000,601005,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld",Icon_Buff_Potion_Player_HPSteal,,,PC/Skill/Item_Buff_Guild_SpeedDown_01,주변 적들의 MP를 1초당 20% 소멸시킵니다.,,1
905612,MP 소멸 효과,7,0,,MP 소멸,,1,1000,,,,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld",Icon_Buff_Potion_Player_HPSteal,,,,MP가 1초당 20% 소멸됩니다.,,0
