Id,GroupId,RequiredId,RequiredGuildLevel,AchievementGroupType,Name,Desc,TaskType,TaskCount,PlayerRewardType1,PlayerRewardInfold1,PlayerRewardCount1,PlayerRewardType2,PlayerRewardInfold2,PlayerRewardCount2,GuildRewardType1,GuildRewardInfold1,GuildRewardCount1,GuildRewardType2,GuildRewardInfold2,GuildRewardCount2,RewardBloodCrystal,RewardAdena,RewardItemInfoId,RewardCount,RewardCountDesc,RewardIcon,AchievementIcon
10003,10001,10002,2,1,엘프 유적지 1층 소탕,엘프 유적지 1층 몬스터를 6000마리 이상 처치하세요.,81,6000,1,,3000,6,490022,1,6,911191,3,6,1302001,8,50,3000,911191,5,,Icon_SoulShot_01,
10004,10001,10003,2,1,엘프 유적지 1층 소탕,엘프 유적지 1층 몬스터를 12000마리 이상 처치하세요.,81,12000,1,,4000,6,490022,3,6,919220,3,6,1302001,10,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,
10005,10001,10004,2,1,엘프 유적지 1층 소탕,엘프 유적지 1층 몬스터를 20000마리 이상 처치하세요.,81,20000,1,,6000,6,490022,3,6,911191,4,6,1302001,15,75,6000,911191,7,,Icon_SoulShot_01,
10006,10001,10005,2,1,엘프 유적지 1층 소탕,엘프 유적지 1층 몬스터를 31250마리 이상 처치하세요.,81,31250,1,,8000,6,490022,3,6,919220,4,6,1302001,20,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,
10007,10001,10006,2,1,엘프 유적지 1층 소탕,엘프 유적지 1층 몬스터를 45000마리 이상 처치하세요.,81,45000,1,,10000,6,490022,5,6,911191,5,6,1302001,25,110,10000,911191,10,,Icon_SoulShot_01,
10008,10001,10007,2,1,엘프 유적지 1층 소탕,엘프 유적지 1층 몬스터를 61250마리 이상 처치하세요.,81,61250,1,,12000,6,490022,5,6,919220,5,6,1302001,30,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,
10009,10001,10008,2,1,엘프 유적지 1층 소탕,엘프 유적지 1층 몬스터를 80000마리 이상 처치하세요.,81,80000,1,,15000,6,490022,5,6,911191,6,6,1302001,35,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,
10011,10011,,4,1,엘프 유적지 2층 소탕,엘프 유적지 2층 몬스터를 600마리 이상 처치하세요.,81,600,1,,1000,6,490022,1,6,911191,2,6,1302001,2,15,1000,911191,3,,Icon_SoulShot_01,
10012,10011,10011,4,1,엘프 유적지 2층 소탕,엘프 유적지 2층 몬스터를 2800마리 이상 처치하세요.,81,2800,1,,2000,6,490022,1,6,919220,2,6,1302001,5,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,
10013,10011,10012,4,1,엘프 유적지 2층 소탕,엘프 유적지 2층 몬스터를 6000마리 이상 처치하세요.,81,6000,1,,3000,6,490022,1,6,911191,3,6,1302001,8,50,3000,911191,5,,Icon_SoulShot_01,
10014,10011,10013,4,1,엘프 유적지 2층 소탕,엘프 유적지 2층 몬스터를 12000마리 이상 처치하세요.,81,12000,1,,4000,6,490022,3,6,919220,3,6,1302001,10,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,
10015,10011,10014,4,1,엘프 유적지 2층 소탕,엘프 유적지 2층 몬스터를 20000마리 이상 처치하세요.,81,20000,1,,6000,6,490022,3,6,911191,4,6,1302001,15,75,6000,911191,7,,Icon_SoulShot_01,
10016,10011,10015,4,1,엘프 유적지 2층 소탕,엘프 유적지 2층 몬스터를 31250마리 이상 처치하세요.,81,31250,1,,8000,6,490022,3,6,919220,4,6,1302001,20,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,
10017,10011,10016,4,1,엘프 유적지 2층 소탕,엘프 유적지 2층 몬스터를 45000마리 이상 처치하세요.,81,45000,1,,10000,6,490022,5,6,911191,5,6,1302001,25,110,10000,911191,10,,Icon_SoulShot_01,
10018,10011,10017,4,1,엘프 유적지 2층 소탕,엘프 유적지 2층 몬스터를 61250마리 이상 처치하세요.,81,61250,1,,12000,6,490022,5,6,919220,5,6,1302001,30,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,
10019,10011,10018,4,1,엘프 유적지 2층 소탕,엘프 유적지 2층 몬스터를 80000마리 이상 처치하세요.,81,80000,1,,15000,6,490022,5,6,911191,6,6,1302001,35,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,
10021,10021,,6,2,개미굴 지하 1층 소탕,개미굴 지하 1층 몬스터를 600마리 이상 처치하세요.,81,600,1,,1000,6,490022,1,6,911191,2,6,1302001,2,15,1000,911191,3,,Icon_SoulShot_01,
10022,10021,10021,6,2,개미굴 지하 1층 소탕,개미굴 지하 1층 몬스터를 2800마리 이상 처치하세요.,81,2800,1,,2000,6,490022,1,6,919220,2,6,1302001,5,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,
10023,10021,10022,6,2,개미굴 지하 1층 소탕,개미굴 지하 1층 몬스터를 6000마리 이상 처치하세요.,81,6000,1,,3000,6,490022,1,6,911191,3,6,1302001,8,50,3000,911191,5,,Icon_SoulShot_01,
10024,10021,10023,6,2,개미굴 지하 1층 소탕,개미굴 지하 1층 몬스터를 12000마리 이상 처치하세요.,81,12000,1,,4000,6,490022,3,6,919220,3,6,1302001,10,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,
10025,10021,10024,6,2,개미굴 지하 1층 소탕,개미굴 지하 1층 몬스터를 20000마리 이상 처치하세요.,81,20000,1,,6000,6,490022,3,6,911191,4,6,1302001,15,75,6000,911191,7,,Icon_SoulShot_01,
10026,10021,10025,6,2,개미굴 지하 1층 소탕,개미굴 지하 1층 몬스터를 31250마리 이상 처치하세요.,81,31250,1,,8000,6,490022,3,6,919220,4,6,1302001,20,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,
10027,10021,10026,6,2,개미굴 지하 1층 소탕,개미굴 지하 1층 몬스터를 45000마리 이상 처치하세요.,81,45000,1,,10000,6,490022,5,6,911191,5,6,1302001,25,110,10000,911191,10,,Icon_SoulShot_01,
10028,10021,10027,6,2,개미굴 지하 1층 소탕,개미굴 지하 1층 몬스터를 61250마리 이상 처치하세요.,81,61250,1,,12000,6,490022,5,6,919220,5,6,1302001,30,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,
10029,10021,10028,6,2,개미굴 지하 1층 소탕,개미굴 지하 1층 몬스터를 80000마리 이상 처치하세요.,81,80000,1,,15000,6,490022,5,6,911191,6,6,1302001,35,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,
10031,10031,,8,2,개미굴 지하 2층 소탕,개미굴 지하 2층 몬스터를 600마리 이상 처치하세요.,81,600,1,,1000,6,490022,1,6,911191,2,6,1302001,2,15,1000,911191,3,,Icon_SoulShot_01,
10032,10031,10031,8,2,개미굴 지하 2층 소탕,개미굴 지하 2층 몬스터를 2800마리 이상 처치하세요.,81,2800,1,,2000,6,490022,1,6,919220,2,6,1302001,5,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,
10033,10031,10032,8,2,개미굴 지하 2층 소탕,개미굴 지하 2층 몬스터를 6000마리 이상 처치하세요.,81,6000,1,,3000,6,490022,1,6,911191,3,6,1302001,8,50,3000,911191,5,,Icon_SoulShot_01,
10034,10031,10033,8,2,개미굴 지하 2층 소탕,개미굴 지하 2층 몬스터를 12000마리 이상 처치하세요.,81,12000,1,,4000,6,490022,3,6,919220,3,6,1302001,10,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,
10035,10031,10034,8,2,개미굴 지하 2층 소탕,개미굴 지하 2층 몬스터를 20000마리 이상 처치하세요.,81,20000,1,,6000,6,490022,3,6,911191,4,6,1302001,15,75,6000,911191,7,,Icon_SoulShot_01,
10036,10031,10035,8,2,개미굴 지하 2층 소탕,개미굴 지하 2층 몬스터를 31250마리 이상 처치하세요.,81,31250,1,,8000,6,490022,3,6,919220,4,6,1302001,20,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,
10037,10031,10036,8,2,개미굴 지하 2층 소탕,개미굴 지하 2층 몬스터를 45000마리 이상 처치하세요.,81,45000,1,,10000,6,490022,5,6,911191,5,6,1302001,25,110,10000,911191,10,,Icon_SoulShot_01,
10038,10031,10037,8,2,개미굴 지하 2층 소탕,개미굴 지하 2층 몬스터를 61250마리 이상 처치하세요.,81,61250,1,,12000,6,490022,5,6,919220,5,6,1302001,30,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,
10039,10031,10038,8,2,개미굴 지하 2층 소탕,개미굴 지하 2층 몬스터를 80000마리 이상 처치하세요.,81,80000,1,,15000,6,490022,5,6,911191,6,6,1302001,35,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,
10041,10041,,10,3,크루마 탑 2층 소탕,크루마 탑 2층 몬스터를 600마리 이상 처치하세요.,81,600,1,,1000,6,490022,1,6,900018,2,6,1302001,2,15,1000,911191,3,,Icon_SoulShot_01,
10042,10041,10041,10,3,크루마 탑 2층 소탕,크루마 탑 2층 몬스터를 2800마리 이상 처치하세요.,81,2800,1,,2000,6,490022,1,6,911191,3,6,1302001,5,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,
10043,10041,10042,10,3,크루마 탑 2층 소탕,크루마 탑 2층 몬스터를 6000마리 이상 처치하세요.,81,6000,1,,3000,6,490022,1,6,919220,3,6,1302001,8,50,3000,911191,5,,Icon_SoulShot_01,
10044,10041,10043,10,3,크루마 탑 2층 소탕,크루마 탑 2층 몬스터를 12000마리 이상 처치하세요.,81,12000,1,,4000,6,490022,3,6,900018,3,6,1302001,10,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,
10045,10041,10044,10,3,크루마 탑 2층 소탕,크루마 탑 2층 몬스터를 20000마리 이상 처치하세요.,81,20000,1,,6000,6,490022,3,6,911191,5,6,1302001,15,75,6000,911191,7,,Icon_SoulShot_01,
10046,10041,10045,10,3,크루마 탑 2층 소탕,크루마 탑 2층 몬스터를 31250마리 이상 처치하세요.,81,31250,1,,8000,6,490022,3,6,919220,5,6,1302001,20,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,
10047,10041,10046,10,3,크루마 탑 2층 소탕,크루마 탑 2층 몬스터를 45000마리 이상 처치하세요.,81,45000,1,,10000,6,490022,5,6,900018,3,6,1302001,25,110,10000,911191,10,,Icon_SoulShot_01,
10048,10041,10047,10,3,크루마 탑 2층 소탕,크루마 탑 2층 몬스터를 61250마리 이상 처치하세요.,81,61250,1,,12000,6,490022,5,6,911191,7,6,1302001,30,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,
10049,10041,10048,10,3,크루마 탑 2층 소탕,크루마 탑 2층 몬스터를 80000마리 이상 처치하세요.,81,80000,1,,15000,6,490022,5,6,919220,7,6,1302001,35,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,
10051,10051,,12,3,크루마 탑 3층 소탕,크루마 탑 3층 몬스터를 600마리 이상 처치하세요.,81,600,1,,1000,6,490022,1,6,900018,2,6,1302001,2,15,1000,911191,3,,Icon_SoulShot_01,
10052,10051,10051,12,3,크루마 탑 3층 소탕,크루마 탑 3층 몬스터를 2800마리 이상 처치하세요.,81,2800,1,,2000,6,490022,1,6,911191,3,6,1302001,5,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,
10053,10051,10052,12,3,크루마 탑 3층 소탕,크루마 탑 3층 몬스터를 6000마리 이상 처치하세요.,81,6000,1,,3000,6,490022,1,6,919220,3,6,1302001,8,50,3000,911191,5,,Icon_SoulShot_01,
10054,10051,10053,12,3,크루마 탑 3층 소탕,크루마 탑 3층 몬스터를 12000마리 이상 처치하세요.,81,12000,1,,4000,6,490022,3,6,900018,3,6,1302001,10,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,
10055,10051,10054,12,3,크루마 탑 3층 소탕,크루마 탑 3층 몬스터를 20000마리 이상 처치하세요.,81,20000,1,,6000,6,490022,3,6,911191,5,6,1302001,15,75,6000,911191,7,,Icon_SoulShot_01,
10056,10051,10055,12,3,크루마 탑 3층 소탕,크루마 탑 3층 몬스터를 31250마리 이상 처치하세요.,81,31250,1,,8000,6,490022,3,6,919220,5,6,1302001,20,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,
10057,10051,10056,12,3,크루마 탑 3층 소탕,크루마 탑 3층 몬스터를 45000마리 이상 처치하세요.,81,45000,1,,10000,6,490022,5,6,900018,3,6,1302001,25,110,10000,911191,10,,Icon_SoulShot_01,
10058,10051,10057,12,3,크루마 탑 3층 소탕,크루마 탑 3층 몬스터를 61250마리 이상 처치하세요.,81,61250,1,,12000,6,490022,5,6,911191,7,6,1302001,30,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,
10059,10051,10058,12,3,크루마 탑 3층 소탕,크루마 탑 3층 몬스터를 80000마리 이상 처치하세요.,81,80000,1,,15000,6,490022,5,6,919220,7,6,1302001,35,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,
10061,10061,,14,4,상아탑 지하 1층,상아탑 지하 1층 몬스터를 600마리 이상 처치하세요.,81,600,1,,1000,6,490022,1,6,900018,2,6,1302001,2,15,1000,911191,3,,Icon_SoulShot_01,
10062,10061,10061,14,4,상아탑 지하 1층,상아탑 지하 1층 몬스터를 2800마리 이상 처치하세요.,81,2800,1,,2000,6,490022,1,6,911191,3,6,1302001,5,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,
10063,10061,10062,14,4,상아탑 지하 1층,상아탑 지하 1층 몬스터를 6000마리 이상 처치하세요.,81,6000,1,,3000,6,490022,1,6,919220,3,6,1302001,8,50,3000,911191,5,,Icon_SoulShot_01,
10064,10061,10063,14,4,상아탑 지하 1층,상아탑 지하 1층 몬스터를 12000마리 이상 처치하세요.,81,12000,1,,4000,6,490022,3,6,900018,3,6,1302001,10,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,
10065,10061,10064,14,4,상아탑 지하 1층,상아탑 지하 1층 몬스터를 20000마리 이상 처치하세요.,81,20000,1,,6000,6,490022,3,6,911191,5,6,1302001,15,75,6000,911191,7,,Icon_SoulShot_01,
10066,10061,10065,14,4,상아탑 지하 1층,상아탑 지하 1층 몬스터를 31250마리 이상 처치하세요.,81,31250,1,,8000,6,490022,3,6,919220,5,6,1302001,20,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,
10067,10061,10066,14,4,상아탑 지하 1층,상아탑 지하 1층 몬스터를 45000마리 이상 처치하세요.,81,45000,1,,10000,6,490022,5,6,900018,3,6,1302001,25,110,10000,911191,10,,Icon_SoulShot_01,
10068,10061,10067,14,4,상아탑 지하 1층,상아탑 지하 1층 몬스터를 61250마리 이상 처치하세요.,81,61250,1,,12000,6,490022,5,6,911191,7,6,1302001,30,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,
10069,10061,10068,14,4,상아탑 지하 1층,상아탑 지하 1층 몬스터를 80000마리 이상 처치하세요.,81,80000,1,,15000,6,490022,5,6,919220,7,6,1302001,35,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,
10071,10071,,16,4,상아탑 지하 2층,상아탑 지하 2층 몬스터를 600마리 이상 처치하세요.,81,600,1,,1000,6,490022,1,6,900018,2,6,1302001,2,15,1000,911191,3,,Icon_SoulShot_01,
10072,10071,10071,16,4,상아탑 지하 2층,상아탑 지하 2층 몬스터를 2800마리 이상 처치하세요.,81,2800,1,,2000,6,490022,1,6,911191,3,6,1302001,5,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,
10073,10071,10072,16,4,상아탑 지하 2층,상아탑 지하 2층 몬스터를 6000마리 이상 처치하세요.,81,6000,1,,3000,6,490022,1,6,919220,3,6,1302001,8,50,3000,911191,5,,Icon_SoulShot_01,
10074,10071,10073,16,4,상아탑 지하 2층,상아탑 지하 2층 몬스터를 12000마리 이상 처치하세요.,81,12000,1,,4000,6,490022,3,6,900018,3,6,1302001,10,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,
10075,10071,10074,16,4,상아탑 지하 2층,상아탑 지하 2층 몬스터를 20000마리 이상 처치하세요.,81,20000,1,,6000,6,490022,3,6,911191,5,6,1302001,15,75,6000,911191,7,,Icon_SoulShot_01,
10076,10071,10075,16,4,상아탑 지하 2층,상아탑 지하 2층 몬스터를 31250마리 이상 처치하세요.,81,31250,1,,8000,6,490022,3,6,919220,5,6,1302001,20,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,
10077,10071,10076,16,4,상아탑 지하 2층,상아탑 지하 2층 몬스터를 45000마리 이상 처치하세요.,81,45000,1,,10000,6,490022,5,6,900018,3,6,1302001,25,110,10000,911191,10,,Icon_SoulShot_01,
10078,10071,10077,16,4,상아탑 지하 2층,상아탑 지하 2층 몬스터를 61250마리 이상 처치하세요.,81,61250,1,,12000,6,490022,5,6,911191,7,6,1302001,30,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,
10079,10071,10078,16,4,상아탑 지하 2층,상아탑 지하 2층 몬스터를 80000마리 이상 처치하세요.,81,80000,1,,15000,6,490022,5,6,919220,7,6,1302001,35,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,
10081,10081,,18,4,상아탑 지하 3층,상아탑 지하 3층 몬스터를 600마리 이상 처치하세요.,81,600,1,,1000,6,490022,1,6,900018,2,6,1302001,2,15,1000,911191,3,,Icon_SoulShot_01,
10082,10081,10081,18,4,상아탑 지하 3층,상아탑 지하 3층 몬스터를 2800마리 이상 처치하세요.,81,2800,1,,2000,6,490022,1,6,911191,3,6,1302001,5,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,
10083,10081,10082,18,4,상아탑 지하 3층,상아탑 지하 3층 몬스터를 6000마리 이상 처치하세요.,81,6000,1,,3000,6,490022,1,6,919220,3,6,1302001,8,50,3000,911191,5,,Icon_SoulShot_01,
10084,10081,10083,18,4,상아탑 지하 3층,상아탑 지하 3층 몬스터를 12000마리 이상 처치하세요.,81,12000,1,,4000,6,490022,3,6,900018,3,6,1302001,10,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,
10085,10081,10084,18,4,상아탑 지하 3층,상아탑 지하 3층 몬스터를 20000마리 이상 처치하세요.,81,20000,1,,6000,6,490022,3,6,911191,5,6,1302001,15,75,6000,911191,7,,Icon_SoulShot_01,
10086,10081,10085,18,4,상아탑 지하 3층,상아탑 지하 3층 몬스터를 31250마리 이상 처치하세요.,81,31250,1,,8000,6,490022,3,6,919220,5,6,1302001,20,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,
10087,10081,10086,18,4,상아탑 지하 3층,상아탑 지하 3층 몬스터를 45000마리 이상 처치하세요.,81,45000,1,,10000,6,490022,5,6,900018,3,6,1302001,25,110,10000,911191,10,,Icon_SoulShot_01,
10088,10081,10087,18,4,상아탑 지하 3층,상아탑 지하 3층 몬스터를 61250마리 이상 처치하세요.,81,61250,1,,12000,6,490022,5,6,911191,7,6,1302001,30,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,
10089,10081,10088,18,4,상아탑 지하 3층,상아탑 지하 3층 몬스터를 80000마리 이상 처치하세요.,81,80000,1,,15000,6,490022,5,6,919220,7,6,1302001,35,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,
10091,10091,,20,4,상아탑 지하 연구소,상아탑 지하 연구소 몬스터를 600마리 이상 처치하세요.,81,600,1,,1000,6,490022,1,6,900018,2,6,1302001,2,15,1000,911191,3,,Icon_SoulShot_01,
10092,10091,10091,20,4,상아탑 지하 연구소,상아탑 지하 연구소 몬스터를 2800마리 이상 처치하세요.,81,2800,1,,2000,6,490022,1,6,911191,3,6,1302001,5,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,
10093,10091,10092,20,4,상아탑 지하 연구소,상아탑 지하 연구소 몬스터를 6000마리 이상 처치하세요.,81,6000,1,,3000,6,490022,1,6,919220,3,6,1302001,8,50,3000,911191,5,,Icon_SoulShot_01,
10094,10091,10093,20,4,상아탑 지하 연구소,상아탑 지하 연구소 몬스터를 12000마리 이상 처치하세요.,81,12000,1,,4000,6,490022,3,6,900018,3,6,1302001,10,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,
10095,10091,10094,20,4,상아탑 지하 연구소,상아탑 지하 연구소 몬스터를 20000마리 이상 처치하세요.,81,20000,1,,6000,6,490022,3,6,911191,5,6,1302001,15,75,6000,911191,7,,Icon_SoulShot_01,
10096,10091,10095,20,4,상아탑 지하 연구소,상아탑 지하 연구소 몬스터를 31250마리 이상 처치하세요.,81,31250,1,,8000,6,490022,3,6,919220,5,6,1302001,20,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,
10097,10091,10096,20,4,상아탑 지하 연구소,상아탑 지하 연구소 몬스터를 45000마리 이상 처치하세요.,81,45000,1,,10000,6,490022,5,6,900018,3,6,1302001,25,110,10000,911191,10,,Icon_SoulShot_01,
10098,10091,10097,20,4,상아탑 지하 연구소,상아탑 지하 연구소 몬스터를 61250마리 이상 처치하세요.,81,61250,1,,12000,6,490022,5,6,911191,7,6,1302001,30,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,
10099,10091,10098,20,4,상아탑 지하 연구소,상아탑 지하 연구소 몬스터를 80000마리 이상 처치하세요.,81,80000,1,,15000,6,490022,5,6,919220,7,6,1302001,35,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,
10101,10101,,21,5,비밀의 숲 상층,비밀의 숲 상층 몬스터를 600마리 이상 처치하세요.,81,600,1,,1000,6,490022,1,6,911191,10,6,1302001,2,15,1000,911191,3,,Icon_SoulShot_01,
10102,10101,10101,21,5,비밀의 숲 상층,비밀의 숲 상층 몬스터를 2800마리 이상 처치하세요.,81,2800,1,,2000,6,490022,1,6,919220,10,6,1302001,5,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,
10103,10101,10102,21,5,비밀의 숲 상층,비밀의 숲 상층 몬스터를 6000마리 이상 처치하세요.,81,6000,1,,3000,6,490022,1,6,900018,3,6,1302001,8,50,3000,911191,5,,Icon_SoulShot_01,
10104,10101,10103,21,5,비밀의 숲 상층,비밀의 숲 상층 몬스터를 12000마리 이상 처치하세요.,81,12000,1,,4000,6,490022,3,6,919221,4,6,1302001,10,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,
10105,10101,10104,21,5,비밀의 숲 상층,비밀의 숲 상층 몬스터를 20000마리 이상 처치하세요.,81,20000,1,,6000,6,490022,3,6,919139,2,6,1302001,15,75,6000,911191,7,,Icon_SoulShot_01,
10106,10101,10105,21,5,비밀의 숲 상층,비밀의 숲 상층 몬스터를 31250마리 이상 처치하세요.,81,31250,1,,8000,6,490022,3,6,919221,6,6,1302001,20,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,
10107,10101,10106,21,5,비밀의 숲 상층,비밀의 숲 상층 몬스터를 45000마리 이상 처치하세요.,81,45000,1,,10000,6,490022,5,6,919139,3,6,1302001,25,110,10000,911191,10,,Icon_SoulShot_01,
10108,10101,10107,21,5,비밀의 숲 상층,비밀의 숲 상층 몬스터를 70000마리 이상 처치하세요.,81,70000,1,,12000,6,490022,5,6,919221,10,6,1302001,30,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,
10109,10101,10108,21,5,비밀의 숲 상층,비밀의 숲 상층 몬스터를 100000마리 이상 처치하세요.,81,100000,1,,15000,6,490022,5,6,919139,5,6,1302001,35,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,
10111,10111,,22,5,비밀의 숲 하층,비밀의 숲 하층 몬스터를 600마리 이상 처치하세요.,81,600,1,,1000,6,490022,1,6,911191,10,6,1302001,2,15,1000,911191,3,,Icon_SoulShot_01,
10112,10111,10111,22,5,비밀의 숲 하층,비밀의 숲 하층 몬스터를 2800마리 이상 처치하세요.,81,2800,1,,2000,6,490022,1,6,919220,10,6,1302001,5,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,
10113,10111,10112,22,5,비밀의 숲 하층,비밀의 숲 하층 몬스터를 6000마리 이상 처치하세요.,81,6000,1,,3000,6,490022,1,6,900018,3,6,1302001,8,50,3000,911191,5,,Icon_SoulShot_01,
10114,10111,10113,22,5,비밀의 숲 하층,비밀의 숲 하층 몬스터를 12000마리 이상 처치하세요.,81,12000,1,,4000,6,490022,3,6,919221,4,6,1302001,10,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,
10115,10111,10114,22,5,비밀의 숲 하층,비밀의 숲 하층 몬스터를 20000마리 이상 처치하세요.,81,20000,1,,6000,6,490022,3,6,919139,2,6,1302001,15,75,6000,911191,7,,Icon_SoulShot_01,
10116,10111,10115,22,5,비밀의 숲 하층,비밀의 숲 하층 몬스터를 31250마리 이상 처치하세요.,81,31250,1,,8000,6,490022,3,6,919221,6,6,1302001,20,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,
10117,10111,10116,22,5,비밀의 숲 하층,비밀의 숲 하층 몬스터를 45000마리 이상 처치하세요.,81,45000,1,,10000,6,490022,5,6,919139,3,6,1302001,25,110,10000,911191,10,,Icon_SoulShot_01,
10118,10111,10117,22,5,비밀의 숲 하층,비밀의 숲 하층 몬스터를 70000마리 이상 처치하세요.,81,70000,1,,12000,6,490022,5,6,919221,10,6,1302001,30,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,
10119,10111,10118,22,5,비밀의 숲 하층,비밀의 숲 하층 몬스터를 100000마리 이상 처치하세요.,81,100000,1,,15000,6,490022,5,6,919139,5,6,1302001,35,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,
10121,10121,,23,5,비밀의 숲 학살지,비밀의 숲 학살지 몬스터를 600마리 이상 처치하세요.,81,600,1,,1000,6,490022,1,6,911191,10,6,1302001,2,15,1000,911191,3,,Icon_SoulShot_01,
10122,10121,10121,23,5,비밀의 숲 학살지,비밀의 숲 학살지 몬스터를 2800마리 이상 처치하세요.,81,2800,1,,2000,6,490022,1,6,919220,10,6,1302001,5,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,
10123,10121,10122,23,5,비밀의 숲 학살지,비밀의 숲 학살지 몬스터를 6000마리 이상 처치하세요.,81,6000,1,,3000,6,490022,1,6,900018,3,6,1302001,8,50,3000,911191,5,,Icon_SoulShot_01,
10124,10121,10123,23,5,비밀의 숲 학살지,비밀의 숲 학살지 몬스터를 12000마리 이상 처치하세요.,81,12000,1,,4000,6,490022,3,6,919221,4,6,1302001,10,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,
10125,10121,10124,23,5,비밀의 숲 학살지,비밀의 숲 학살지 몬스터를 20000마리 이상 처치하세요.,81,20000,1,,6000,6,490022,3,6,919139,2,6,1302001,15,75,6000,911191,7,,Icon_SoulShot_01,
10126,10121,10125,23,5,비밀의 숲 학살지,비밀의 숲 학살지 몬스터를 31250마리 이상 처치하세요.,81,31250,1,,8000,6,490022,3,6,919221,6,6,1302001,20,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,
10127,10121,10126,23,5,비밀의 숲 학살지,비밀의 숲 학살지 몬스터를 45000마리 이상 처치하세요.,81,45000,1,,10000,6,490022,5,6,919139,3,6,1302001,25,110,10000,911191,10,,Icon_SoulShot_01,
10128,10121,10127,23,5,비밀의 숲 학살지,비밀의 숲 학살지 몬스터를 70000마리 이상 처치하세요.,81,70000,1,,12000,6,490022,5,6,919221,10,6,1302001,30,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,
10129,10121,10128,23,5,비밀의 숲 학살지,비밀의 숲 학살지 몬스터를 100000마리 이상 처치하세요.,81,100000,1,,15000,6,490022,5,6,919139,5,6,1302001,35,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,
10131,10131,,24,6,용의 동굴 지하 1층 소탕,용의 동굴 지하 1층 몬스터를 750마리 이상 처치하세요.,81,750,1,,1000,6,490022,1,6,911191,10,6,1302001,2,15,1000,911191,3,,Icon_SoulShot_01,
