Id,Type,GroupId,Name,PortraitTexture,Message,Duration,Delay,Sound,GuideOnly
4130,0,115049,바로,CatTheCat_01_02,"저거!!! 
저걸! 뺐으라옹!!!",2,0,,0
4131,0,115049,바로,CatTheCat_01_02,뺐으라옹!!!,2,0,,0
4132,0,115050,시아나링고,Magician_01_03,일단 조무래기들 부터 처치하죠!,2,0,,0
4133,0,115050,시아나링고,Magician_01_03,이 녀석들은 싸울 의지가 많아 보이지는 않네요!,3,0,,0
4134,0,115051,시아나링고,Magician_01_03,저깄어요! 족장의 징표에요! 일단 먼저 차지하죠!,3,0,,0
4135,0,115051,시아나링고,Magician_01_03,조심해요! 족장의 징표를 차지하려고 달려들테니!,3,0,,0
4136,0,115052,타노르 실레노스,Icon_MonsterCore_TanorSilenosWarrior,인간 따위가 족장의 징표에 손을 대다니!!,2,0,,0
4137,0,115052,타노르 실레노스,Icon_MonsterCore_TanorSilenosWarrior,타노르 실레노스의 힘을 보여주마!!,2,0,,0
4138,0,115053,명예전사 바르티스,Icon_MonsterCore_TanorSilenosChieftain,잠깐! 멈춰라! 어쨌든 저 놈도 족장의 징표를 갖고 있다.,3,0,,0
4139,0,115053,명예전사 바르티스,Icon_MonsterCore_TanorSilenosChieftain,놈을 대결에 참여시키도록 한다.,2,0,,0
4140,0,115053,명예전사 바르티스,Icon_MonsterCore_TanorSilenosChieftain,어차피 얼마 버티지도 못할 것이다.,2,0,,0
4141,0,115053,명예전사 바르티스,Icon_MonsterCore_TanorSilenosChieftain,정정당당하게 승부해라,2,0,,0
4142,0,115054,대주술사 바르피오,Icon_MonsterCore_TanorSilenosShaman,내가 상대해주지...,2,0,,0
4143,0,115054,대주술사 바르피오,Icon_MonsterCore_TanorSilenosShaman,내 마법을 견뎌봐라!!!,2,0,,0
4144,0,115055,명예전사 바르티스,Icon_MonsterCore_TanorSilenosChieftain,바르피오를 상대하다니 제법이군.,3,0,,0
4145,0,115055,명예전사 바르티스,Icon_MonsterCore_TanorSilenosChieftain,내가 상대해주마!,2,0,,0
4146,0,115055,명예전사 바르티스,Icon_MonsterCore_TanorSilenosChieftain,날 쉽게 죽이진 못할 것이다.,2,0,,0
4147,0,115056,예비족장 베토,Icon_MonsterCore_BarkaSilenosChieftain,훗! 나약한 녀석들.,2,0,,0
4148,0,115056,예비족장 베토,Icon_MonsterCore_BarkaSilenosChieftain,어차피 네놈들은 금방 나가 떨어질 거라 생각했지!,3,0,,0
4149,0,115056,예비족장 베토,Icon_MonsterCore_BarkaSilenosChieftain,덤벼라! 내가 상대해 주마!,2,0,,0
4150,0,115057,메이첼,Maid,저기 윈드수스들이 보여요!!!,2,0,,0
4151,0,115057,메이첼,Maid,전 불판을 좀 달궈놓을께요!!!,2,0,,0
4152,0,115057,메이첼,Maid,아주 매콤~~~하게 해서! 제대로 먹어야 겠어요!,3,0,,0
4153,0,115057,메이첼,Maid,고놈의 주인놈! 얼마나 까칠한지!,2,0,,0
4154,0,115057,메이첼,Maid,스트레스가 장난이 아니라고요!,2,0,,0
4155,0,115058,애니,WarehouseKeeper_W_01,읏챠~!,2,0,,0
4156,0,115058,애니,WarehouseKeeper_W_01,어서어서 더 잡게! 허브를 조금은 더 모아야 겠어!,3,0,,0
4157,0,115058,애니,WarehouseKeeper_W_01,생각보다 좋은 허브가 참 많구만!,2,0,,0
4158,0,115058,애니,WarehouseKeeper_W_01,읏챠!,2,3,,0
4159,0,115058,애니,WarehouseKeeper_W_01,향이 아주 좋은걸~,2,0,,0
4160,0,115058,애니,WarehouseKeeper_W_01,후후! 이 정도면 충분한 것 같네!,2,0,,0
4161,0,115059,레너,WarehouseKeeper_01_02,그럴리가 없겠지만! 혹시라도 찾으면 이야기 해주게!,3,0,,0
4162,0,115059,레너,WarehouseKeeper_01_02,버그베어가 앞치마?,2,0,,0
4163,0,115059,레너,WarehouseKeeper_01_02,훗! 말도 안되는 소릴.,2,0,,0
4164,0,115060,드레이브,CityGuard_Oren_01,버그베어들을 처치하는 동안 전 불을 지르겠습니다.,3,0,,0
4165,0,115060,드레이브,CityGuard_Oren_01,최대한 빠르고 신속하게 움직여야 합니다!,3,0,,0
4166,0,115061,유메리,Magician,님프들은 상당히 난폭하니 조심하세요!,3,0,,0
4167,0,115062,자이드,UnKnown_Male_01_02,저기 있습니다.,2,0,,0
4168,0,115062,자이드,UnKnown_Male_01_02,놈들의 송곳니를 채집해 주십시오!,2,0,,0
4169,0,115062,자이드,UnKnown_Male_01_02,아! 독이 감염되지 않도록 조심하시길 바랍니다.,3,0,,0
4170,0,115062,자이드,UnKnown_Male_01_02,잘못하면 즉사 할 수도 있으니까요,2,0,,0
4171,0,115063,셰이든,SmeltingMerchant_01_02,원래는 내가 잡아야 하는 녀석들인데 말이야~,3,0,,0
4172,0,115063,셰이든,SmeltingMerchant_01_02,하필 발을 삐끗하다니 원....,2,0,,0
4173,0,115063,셰이든,SmeltingMerchant_01_02,레너 녀석! 내가 투사를 잡은 걸 보면 깜짝 놀라겠지!,3,0,,0
4174,0,115064,다리안,Resident_04_03,녀석들의 뿔을 조심하게!,2,0,,0
4175,0,115064,다리안,Resident_04_03,흐음. 저렇게 싸우는 군!,2,5,,0
4176,0,115064,다리안,Resident_04_03,생각보다 강하진 않은 것 같군!,2,3,,0
4177,0,115064,다리안,Resident_04_03,호오!,2,5,,0
4178,0,115065,도로시,Resident_05_02,일단 잘 설득해봐!,2,0,,0
4179,0,115065,도로시,Resident_05_02,역시 대화가 통하는 상대는 아닌 것 같네.,3,10,,0
4180,0,115065,도로시,Resident_05_02,어쩔 수 없지...,2,0,,0
4181,0,115065,도로시,Resident_05_02,모두 처단하는 수 밖에....,2,0,,0
4182,0,115066,시아나링고,Magician_01_03,고마워요! 다른 놈들 처치도 바빠 죽겠는데.,3,0,,0
4183,0,115066,시아나링고,Magician_01_03,조무래기들이 여간 귀찮은게 아니였거든요!,3,0,,0
4184,0,115067,유메리,Magician,"님프가 죽을 때, 눈물을 수집해야 해요!",3,0,,0
4185,0,115067,유메리,Magician,님프를 처치하는 순간을 놓치지 마세요!,3,0,,0
4186,0,115067,유메리,Magician,지금이에요! 지금!!,2,0,,0
4187,0,115068,네로,CatTheCat_01_03,저놈! 저놈이다옹!,2,0,,0
4188,0,115068,네로,CatTheCat_01_03,저 험학한 눈빛!,2,0,,0
4189,0,115068,네로,CatTheCat_01_03,(흠칫!!),2,0,,0
4190,0,115068,네로,CatTheCat_01_03,어서 알을 뺐어다옹!,2,0,,0
4191,0,115069,셰이든,SmeltingMerchant_01_02,뼈투구가 파괴되지 않도록 조심하게!,2,0,,0
4192,0,115069,셰이든,SmeltingMerchant_01_02,거기! 거기! 뼈투구가 떨어졌네!,2,10,,0
4193,0,115069,셰이든,SmeltingMerchant_01_02,하나라도 빼먹지 말게!,2,0,,0
4194,0,115070,다리안,Resident_04_03,오크놈들!,2,0,,0
4195,0,115070,다리안,Resident_04_03,가만 두지 않겠다!,2,0,,0
4196,0,115070,다리안,Resident_04_03,죽어라!,2,0,,0
4197,0,115071,다리안,Resident_04_03,더럽고 추악한 오크놈들!,2,0,,0
4198,0,115071,다리안,Resident_04_03,한마리라도 더 처치할 것이다!,2,0,,0
4199,0,115071,다리안,Resident_04_03,히야압!,2,0,,0
4200,0,115072,도로시,Resident_05_02,정예병을 처치해!!,2,0,,0
4201,0,115072,도로시,Resident_05_02,분명 유품을 찾을 수 있을거야!,2,0,,0
4202,0,115072,도로시,Resident_05_02,한 열개 정도면 유족들도 만족할 거에요.,3,0,,0
4203,0,115073,바로,CatTheCat_01_02,조심하라옹!!!,2,0,,0
4204,0,115073,바로,CatTheCat_01_02,가죽이 상하면! 그만큼 값도 덜 쳐줄거다옹!,3,0,,0
4205,0,115073,바로,CatTheCat_01_02,피도 안묻게 조심하라옹!!,2,0,,0
4206,0,115074,시아나링고,Magician_01_03,뿔에 가급적 상처를 입히지 말아주세요!,3,0,,0
4207,0,115074,시아나링고,Magician_01_03,상처 만큼 마력이 새게 된단 말이에요!,3,0,,0
3375,0,116001,타이런,Officer_Oren_01,상아탑 마법사들은 이 일을 나에게 부탁한 후 연락이 안되네,3,0,,0
3376,0,116001,타이런,Officer_Oren_01,상아탑에 무슨 일이 있는건지..,3,0,,0
3377,0,116001,타이런,Officer_Oren_01,어쨌든 그들의 부탁을 무시할 수는 없네.,3,0,,0
3378,0,116002,타이런,Officer_Oren_01,그 정도면 충분하네! 어서 그것을 태워버리게!,3,0,,0
3379,0,116002,타이런,Officer_Oren_01,운이 좋다면 놈이 나타날지도 모르네!,3,0,,0
3380,0,116003,타이런,Officer_Oren_01,마물들이 나타났네! 어서 놈들을 처치하게!,3,0,,0
3381,0,116003,타이런,Officer_Oren_01,만만치 않은 놈들이군!,3,0,,0
3382,0,116004,앙스라,Icon_MonsterCore_Validus,하아~! 이건 또 뭐지?,3,0,,0
3383,0,116004,앙스라,Icon_MonsterCore_Validus,시건방진 불한당 같은 놈!,2,0,,0
3384,0,116004,앙스라,Icon_MonsterCore_Validus,네놈들이 감히 나의 인장을 태워?,2,0,,0
3385,0,116004,앙스라,Icon_MonsterCore_Validus,무지의 대가는 목숨으로 갚아야 할 것이다!,3,0,,0
3386,0,116005,레이디 나인,Teleporter_01_02,포자의 바다 내부에 들어올 기회는 거의 없어,3,0,,0
3387,0,116005,레이디 나인,Teleporter_01_02,여기가 아니면 구할 수 없는 물건들의 가격은...,4,0,,0
3389,0,116005,레이디 나인,Teleporter_01_02,굳이 따지지 않아도 짐작이 가지?,3,0,,0
3390,0,116005,레이디 나인,Teleporter_01_02,고양이 만물상들도 구하지 못한 물건을 구할 기회라고,3,0,,0
3391,0,116005,레이디 나인,Teleporter_01_02,이곳의 흑요석 골렘은 두 부류가 있어,3,3,,0
3392,0,116005,레이디 나인,Teleporter_01_02,내가 궁극적으로 찾는 것은 좀 더 오래되고 강력한 쪽이지!,3,0,,0
3488,0,116031,레이디 나인,Teleporter_01_02,잠깐! 고대 흑요석 골렘의 흔적을 찾은 것 같은데?,3,0,,0
3393,0,116006,고대 흑요석 골렘,Icon_MonsterCore_Ferum,어리석은 자여! 나의 잠을 깨우다니!,3,0,,0
3394,0,116006,레이디 나인,Teleporter_01_02,이크! 죽은 게 아니었네?,3,0,,0
3395,0,116007,자카,Icon_MonsterCore_Ferum,탐욕에 눈이 먼 날파리들은 과거에도 존재했었지,3,0,,0
3396,0,116007,자카,Icon_MonsterCore_Ferum,그놈들은 지금쯤 대지의 일부가 되었을 것이다,3,0,,0
3397,0,116007,자카,Icon_MonsterCore_Ferum,그리고 네놈들도 그렇게 될 것이다!,3,0,,0
3489,0,116032,팔론,Resident_04_03,이쪽이네! 멀리서도 자네가 싸우는 소리가 들리더군!,3,0,,0
3398,0,116008,팔론,Resident_04_03,이거 괜찮군! 장비가 제 발로 찾아오는 격이군!,3,0,,0
3399,0,116008,팔론,Resident_04_03,내가 관여하면 자네 보수가 깎이는 거라고,3,0,,0
3400,0,116008,팔론,Resident_04_03,자네도 그걸 원하진 않겠지?,3,0,,0
3401,0,116009,타루갈,Icon_MonsterCore_Grandis,크하! 내 똘마니들 때린 놈 누구야!,3,0,,0
3402,0,116009,타루갈,Icon_MonsterCore_Grandis,너 인마! 이리와! 오늘 심심했는데 좀 맞자!,3,0,,0
3403,0,116009,팔론,Resident_04_03,덩치 커다란 놈 중에서도 저놈은 정말 크구만!,3,0,,0
3404,0,116009,팔론,Resident_04_03,이봐! 자네 도망가지 않는 건가?,3,0,,0
3405,0,116009,팔론,Resident_04_03,이보게! 무리하지 말게! 죽으면 다 무슨 소용이라고!,3,0,,0
3491,0,116033,바로,CatTheCat_01_02,뭔가 쓸만한 것들을 찾았나옹?,3,0,,0
3406,0,116010,오엘 마훔 보급병,Icon_MonsterCore_OelMahum,저깁니다! 저기에요!,2,0,,0
3407,0,116010,오엘 마훔 보급병,Icon_MonsterCore_OelMahum,딱 걸렸다! 이 날강도 놈들아!!,3,0,,0
3408,0,116010,바로,CatTheCat_01_02,냥냐냐옹! 좋다옹! 이놈들이 쫓아온 걸 보니,3,0,,0
3409,0,116010,바로,CatTheCat_01_02,쓸만한 것을 제대로 가져온 모양이다옹!,3,0,,0
3410,0,116011,해머투쓰,Icon_MonsterCore_OelMahumWarrior,크우아아아아아!,2,0,,0
3411,0,116011,바로,CatTheCat_01_02,으아옹! 귀야! 품위 없는 큰 소리다옹!,3,0,,0
3412,0,116011,해머투쓰,Icon_MonsterCore_OelMahumWarrior,만물상단? 그리고 똘마니들! 지금 내 구역에서 장난하냐!,3,0,,0
3413,0,116011,바로,CatTheCat_01_02,시끄러운 오엘 마훔들은 다 죽어버려라옹!,3,0,,0
3414,0,116011,해머투쓰,Icon_MonsterCore_OelMahumWarrior,크하하하! 네놈들 가죽으로 슬리퍼나 만들어야겠다!,3,0,,0
3415,0,116011,바로,CatTheCat_01_02,상인은 돈 되는 것만 한다옹!,3,0,,0
3416,0,116011,바로,CatTheCat_01_02,덩치 크고 시끄럽다옹! 슬리퍼는 너나 되라옹!,3,0,,0
3417,0,116012,제이한,Unknown_Male,대체 얼마나 이 꼴을 하고 있었는지 기억조차 나질 않아!,3,0,,0
3418,0,116012,제이한,Unknown_Male,내가 정신을 유지하고 있는 것 자체가 기적이라고,3,0,,0
3419,0,116012,제이한,Unknown_Male,나 같이 위대한 흑마법사가 아니었다면,3,0,,0
3420,0,116012,제이한,Unknown_Male,벌써 의식이 흩어지고 말았을걸?,3,0,,0
3421,0,116013,제이한,Unknown_Male,음! 내가 깜빡 잠들었군! 응? 조심하게! 적이야!,3,0,,0
3422,0,116013,오엘 마훔 주술사,Icon_MonsterCore_OelMahumShaman,누가 각성의 수정을 건드리는가!,3,0,,0
3423,0,116013,오엘 마훔 주술사,Icon_MonsterCore_OelMahumShaman,모두 서둘러! 제니스님이 아시기 전에 처리해야 해!,3,0,,0
3424,0,116013,제이한,Unknown_Male,뭐라고? 저놈들이 지금 제니스라고 했나?,3,0,,0
3425,0,116014,제니스,DarkAssociation,멍청이 제이한이 아직도 포기를 모르는 군,3,0,,0
3426,0,116014,제이한,Unknown_Male,제니스? 이 목소리는 제니스?,3,0,,0
3427,0,116014,제니스,DarkAssociation,그래 멍청아! 넌 쫓겨난 거야. 아직도 모르겠나?,3,0,,0
3428,0,116014,제이한,Unknown_Male,뭐라고? 왜! 무엇 때문에? 내가 왜!,3,0,,0
3429,0,116014,제니스,DarkAssociation,너에게 대답할 의무는 없지. 크크크크...,3,0,,0
3430,0,116014,제니스,DarkAssociation,넌 거기서 우아하게 영원한 삶이나 누리라고.. 크크크,3,0,,0
3431,0,116014,제이한,Unknown_Male,말도 안돼! 나는 정말 억울하다고! 이러지 마라!,3,0,,0
3432,0,116014,제니스,DarkAssociation,멍청한 제이한을 돕다니. 멍청한 은빛용병단 놈들...,3,0,,0
3433,0,116015,보텡,WarehouseKeeper,이런 일은 경험이 많으시니 알아서 해주실 거라 믿습니다.,3,0,,0
3434,0,116016,보텡,WarehouseKeeper,"저쪽에 있는 건, 빼앗겼던 제 짐가방 같은데요?",3,0,,0
3435,0,116017,오엘 마훔 좀도둑,Icon_MonsterCore_OelMahum,어라? 야! 너 뭐하냐!,3,0,,0
3436,0,116017,오엘 마훔 좀도둑,Icon_MonsterCore_OelMahum,좀도둑인가? 멍청이인가? 둘 다겠지?,3,0,,0
3437,0,116017,보텡,WarehouseKeeper,그건 내 물건이잖아! 이 날강도들아!,3,0,,0
3438,0,116017,오엘 마훔 좀도둑,Icon_MonsterCore_OelMahum,클클클! 능력 있으면 가져가 봐라!,3,0,,0
3439,0,116018,쿠즈란,Icon_MonsterCore_OelMahumWarrior,뭔데 이렇게 시끄럽냐!,3,0,,0
3440,0,116018,보텡,WarehouseKeeper,엇? 저놈은 저를 습격했었던 놈이에요!,3,0,,0
3441,0,116018,쿠즈란,Icon_MonsterCore_OelMahumWarrior,하~ 그 상인의 사주를 받고 왔나? 역시 살려두는 게 아니었어,3,0,,0
3442,0,116018,쿠즈란,Icon_MonsterCore_OelMahumWarrior,자비를 베풀어 줬더니 배은망덕한 놈이군!,3,0,,0
3443,0,116018,보텡,WarehouseKeeper,아내의 유품을 돌려줘!,3,0,,0
3444,0,116018,쿠즈란,Icon_MonsterCore_OelMahumWarrior,이제 그런 건 없다. 그 목걸이는 단지 내 전리품이지!,3,0,,0
3445,0,116018,쿠즈란,Icon_MonsterCore_OelMahumWarrior,그리고 너와 네 하수인은 죽을 것이다!,3,0,,0
3446,0,116019,네로,CatTheCat_01_03,님프를 알고 있나옹?,3,0,,0
3447,0,116019,네로,CatTheCat_01_03,그녀들의 아름다움은 매우 유명하지만 나는 아직 실제로 본 적이 없다옹.,3,0,,0
3448,0,116019,네로,CatTheCat_01_03,우리가 구할 물건은 매우 비싼 향수의 원료가 될 것이다옹.,3,0,,0
3374,0,116034,네로,CatTheCat_01_03,이쪽이다옹! 어서 가져다 달라옹!,3,0,,0
3449,0,116020,네로,CatTheCat_01_03,우와아! 저길 보라옹! 아름답고 위험해 보인다옹!,3,0,,0
3450,0,116020,마리 로즈,Icon_MonsterCore_NymphRose,지독한 놈들! 감히 우릴 공격해?,3,0,,0
3451,0,116020,네로,CatTheCat_01_03,상품을 포기할 순 없다옹! 분명 큰돈을 벌 수 있다옹!,3,0,,0
3452,0,116020,마리 로즈,Icon_MonsterCore_NymphRose,악독한 상인! 살려두지 않겠다!,3,0,,0
3453,0,116021,할라마리,Resident_03,왜 우리 자매들을 괴롭히는 거냐...,3,0,,0
3454,0,116021,할라마리,Resident_03,네놈의 악행. 더 이상은 묵과할 수가 없구나,3,0,,0
3455,0,116021,네로,CatTheCat_01_03,큰일 이다옹! 딱 봐도 위험하다옹!,3,0,,0
3456,0,116021,네로,CatTheCat_01_03,반드시 이겨야 한 다옹! 신상품을 포기할 수 없다옹!,3,0,,0
3457,0,116021,할라마리,Resident_03,"저 수전노들을 돕는 한, 너 역시 해충에 불과하다!",3,0,,0
3458,0,116022,한센,SmeltingMerchant_01_02,이 마을이 지금처럼 흉흉했던 적이 예전에도 한번 있었어요.,4,0,,0
3459,0,116022,한센,SmeltingMerchant_01_02,그때는 잘 이겨냈기에 마을이 지금까지 남아 있었지만,4,0,,0
3460,0,116022,한센,SmeltingMerchant_01_02,이제는 정말 걱정이 되네요.,3,0,,0
3373,0,116035,한센,SmeltingMerchant_01_02,부하만 처치해서는 소용없어요. 리더를 찾아야 해요!,3,0,,0
3461,0,116023,판 루엠,Icon_MonsterCore_Pan,크크크! 사냥감이다!,3,0,,0
3462,0,116023,한센,SmeltingMerchant_01_02,호전적인 놈들이에요! 조심하세요!,3,0,,0
3463,0,116023,판 루엠,Icon_MonsterCore_Pan,내꺼야 내꺼! 내가 죽일테다!!,3,0,,0
3464,0,116024,와이카,Icon_MonsterCore_Pan,제법인데? 내 부하들은 멍청하긴 해도 약하진 않은데 말이야!,4,0,,0
3465,0,116024,와이카,Icon_MonsterCore_Pan,내 부하들을 죽인 대가는 톡톡히 치르게 해주마,3,0,,0
3466,0,116024,와이카,Icon_MonsterCore_Pan,잘 견뎌 보라고! 크하하하하!,3,0,,0
3467,0,116025,유메리,Magician,이 종은 포자의 바다에서만 볼 수 있는 종이에요,3,0,,0
3468,0,116025,유메리,Magician,학문적 가치가 매우 높아요,3,0,,0
3372,0,116036,유메리,Magician,어? 저기 바닥에 있는 가방은 제 것 같은데요?,3,0,,0
3469,0,116026,포자 펑거스,Icon_MonsterCore_SporeFungus,이 가방을 찾으러 올 줄 알았다! 이 사악한 놈!,3,0,,0
3470,0,116026,유메리,Magician,어라? 지금 이거 무슨 상황이죠?,3,0,,0
3471,0,116026,포자 펑거스,Icon_MonsterCore_SporeFungus,동족을 잔인하게 살해한 녀석들이다! 쳐라!,3,0,,0
3472,0,116027,펑거리안,Icon_MonsterCore_SporeFungus,크오아!!!,2,0,,0
3473,0,116027,유메리,Magician,마물들의 말에 일일이 신경 쓰지 마세요!,3,0,,0
3474,0,116027,유메리,Magician,그나저나 더 커다란 놈은 정말 특이하네요!,3,0,,0
3475,0,116027,유메리,Magician,좋은 표본이 될 것 같은데요?,3,0,,0
3476,0,116028,클레어,Student,집행관님은 여느 귀족과는 다르세요,3,0,,0
3477,0,116028,클레어,Student,직접 전장에서 싸우는 걸 좋아하시거든요,3,0,,0
3478,0,116028,클레어,Student,아무리 그래도 지금은 시간이 없으니 먼저 처리해야겠어요,4,0,,0
3479,0,116028,클레어,Student,이곳이 언제 출입금지가 될지는 모르니까요,3,0,,0
3371,0,116037,클레어,Student,항아리를 조심하세요. 깨지면 큰일 나요,3,0,,0
3480,0,116029,클레어,Student,어? 봉인의 항아리 상태가 이상한데!,3,0,,0
3481,0,116029,속박풀린 리퍼,Icon_MonsterCore_Reaper,바깥세상이구나!!! 감히 우리를 가두다니!!!,3,0,,0
4208,0,116029,속박풀린 리퍼,Icon_MonsterCore_Reaper,잠깐! 네놈의 영혼은 아주 먹음직스럽구나!,3,0,,0
4209,0,116029,속박풀린 리퍼,Icon_MonsterCore_Reaper,배고픈데 잘됐다! 네놈의 영혼을 먹어치워주지!,3,0,,0
3482,0,116029,클레어,Student,뭐야! 항아리에서 마물이 튀어나오잖아!?,3,0,,0
3483,0,116029,클레어,Student,이런! 항아리에 금이 간 건가!? 우선 마물을 처치해주세요!,4,0,,0
3484,0,116030,오즈너,Icon_MonsterCore_BlackWillow,이~~하~! 탈출이다! 이 빌어먹을 항아리!,3,0,,0
3485,0,116030,클레어,Student,오즈너? 맙소사! 저게 탈출하다니!,3,0,,0
3486,0,116030,오즈너,Icon_MonsterCore_BlackWillow,더 이상 날 항아리에 가두지 못한다! 하하하하! 항아리를 완전히 부숴주지!,4,0,,0
3487,0,116030,클레어,Student,항아리 조심하랬죠!? 그거 부서지면 큰일 난다구요!,3,0,,0
3240,2,20010,,,파티장과 다른 채널에 있어요. 파티장의 채널로 이동하세요!,30,0,,1
3673,0,1601,몰리,Magician_01_02,구해주셔서 감사 합니다.,2.5,0,,0
4772,0,1601,아이멜,Aimel,몰리라고 했지? 자세한 이야기는 차차 들어볼게.,3.5,0,,0
3674,0,1602,에몬,Resident_02_02,포자의 바다는 과거 치열한 전쟁터 였어요.,4,3,,0
3675,0,1602,에몬,Resident_02_02,강력한 마력에 의해 토지가 완전히 황폐화 되었죠.,3.5,0,,0
3676,0,1602,에몬,Resident_02_02,포자의 바다의 유해한 환경에서는,3.5,0,,0
3677,0,1602,에몬,Resident_02_02,평범한 생물은 살 수 없어요.,3.5,0,,0
3678,0,1603,에몬,Resident_02_02,어떤 힘에 민감하게 반응하는 거 같은데요?,3.5,3,,0
3679,0,1603,에몬,Resident_02_02,변형에 의해 강한 힘을 가지게 되었군요.,3.5,0,,0
3680,0,1604,아이멜,Aimel,마력 에너지의 폭풍 때문에 변이가 진행되었다고?,4,3,,0
3681,0,1604,에몬,Resident_02_02,정확히는 변이가 촉진된 거죠.,3.5,0.5,,0
3682,0,1604,에몬,Resident_02_02,원래부터 변이는 진행중 이었구요.,3.5,0,,0
3683,0,1605,아이멜,Aimel,몰리의 힘이 이 정도 영향을 미치다니...,4,3,,0
4773,0,1605,아이멜,Aimel,"몰리가 어둠의 결사 놈들을 뿌리칠 때, ",3.5,1.5,,0
4774,0,1605,아이멜,Aimel,그 때 일으킨 폭발 때문에,3,0,,0
4775,0,1605,아이멜,Aimel,이 놈들 변이가 촉진된 거라는 이야긴데...,3.5,0,,0
4776,0,1605,아이멜,Aimel,어둠의 결사가 몰리를 노리는 이유가 뭔지는 몰라도,3.5,1.5,,0
4777,0,1605,아이멜,Aimel,어둠의 결사에게 몰리를 내주면 안된다는 건 알 것 같네.,4,0,,0
3684,0,1606,판,CatTheCat_01,이봐! 이쪽이다냥! 이걸 좀 보라냥!,4,0,,0
3685,0,1607,판,CatTheCat_01,저기 큰놈도 있다냥!,4,0,,0
3850,0,1607,판,CatTheCat_01,큰놈이 여기로 온다냥. 위험하다냥.,4,0,,0
3686,0,1608,아이멜,Aimel,결계장치 수정 조각을 모아야 하는데~,4,0,,0
3687,0,1608,아이멜,Aimel,이 놈들이 가까이 다가가지도 못하게 한다니까?,3.5,0,,0
3688,0,1608,아이멜,Aimel,에몬이 그게 있어야 결계장치를 복구 할 수 있데.,3.5,0,,0
3689,0,1609,아이멜,Aimel,이쪽이야! 좀 도와줘! 공격받고 있어!,4,0,,0
3690,0,1610,아이멜,Aimel,이놈들! 무식하게 힘만 쎄가지고!,4,0,,0
3691,0,1610,아이멜,Aimel,아무나 막 공격하다니!,4,0,,0
3692,0,1611,아이멜,Aimel,아무 이유도 없이 결계장치를 부순단 말야?,4,0,,0
3693,0,1611,아이멜,Aimel,분명 뭔가가 있어! 배후가 있을 거야.,4,0,,0
3694,0,1612,어둠의 결사,DarkAssociation,네 놈들 시체에서 포자 꽃이 피어나게 될 것이다!,4,2,,0
3695,0,1612,아이멜,Aimel,뭐라는 거야! 이거나 먹어라!,4,0,,0
3696,0,1613,아이멜,Aimel,서둘러! 앞 쪽에 테오도르님이랑 만나기로 한 곳이 있어!,4,0,,0
3697,0,1614,아이멜,Aimel,나는 추격해오는 놈들을 막을 테니 먼저 가!,4,0,,0
3698,0,1615,판,CatTheCat_01,여기! 이쪽에 생존자가 있다냥!,4,0,,0
3699,0,1616,테오도르,HardinsFollower,에몬과 판은 몰리와 부상자를 보호하라!,4,1,,0
3700,0,1616,판,CatTheCat_01,나..나도! 그냥 보호해주면 안 되는 거냥!,4,0,,0
3701,0,1617,판,CatTheCat_01,후냥! 다 덤벼랑! 우리 편이 더 쎄다냥!,4,1,,0
3702,0,1617,오엘 마훔 전사,Icon_MonsterCore_OelMahumWarrior,크오오! 저 고양이는 내꺼다!,3.5,0,,0
3703,0,1617,오엘 마훔 주술사,Icon_MonsterCore_OelMahumShaman,내가 미리 말했지! 저 고양이는 내꺼다!,3.5,0,,0
3704,0,1617,판,CatTheCat_01,뭐? 뭐냥? 날 좋아하지 마라냥!,3.5,0,,0
3705,0,1617,에몬,Resident_02_02,고양이 만물상의 존재를 알고 있었군요.,4,0,,0
3706,0,1617,테오도르,HardinsFollower,저 주술사가 우릴 염탐하고 있었다는 거군.,4,0,,0
3707,0,1618,에몬,Resident_02_02,뭐랄까? 정말 상인답달까요?,3.5,1,,0
3708,0,1618,판,CatTheCat_01,그거 칭찬으로 듣겠다냥.,4,0,,0
3709,0,1618,에몬,Resident_02_02,그렇다고 해두지요.,4,0,,0
3710,0,1619,테오도르,HardinsFollower,모두 이동이다!,3,0,,0
3711,0,1619,몰리,Magician_01_02,테오도르님! 마물들이!,3,0,,0
3712,0,1619,테오도르,HardinsFollower,일단 무시하고 달려라.,4,0,,0
3713,0,1620,에몬,Resident_02_02,막중한 임무로군요!,4,0,,0
3714,0,1620,몰리,Magician_01_02,저도 돕겠어요!,3,0,,0
3715,0,1620,판,CatTheCat_01,다른 방법은 없는 거냥! 우아! 우악!,4,0,,0
3716,0,1620,에몬,Resident_02_02,집중이 흐트러지면 안됩니다.,4,0,,0
3717,0,1620,에몬,Resident_02_02,모두 힘을내주세요!,3,0,,0
3718,0,1620,판,CatTheCat_01,후냥! 이런 건 계획에 없던 거다냥!,4,0,,0
3719,0,1621,테오도르,HardinsFollower,으윽...기력이 돌아오지 않았네.,4,0,,0
3720,0,1621,판,CatTheCat_01,우아아! 정말 큰 녀석이다냥!,3,0,,0
3721,0,1621,에몬,Resident_02_02,우리가 더 힘을 내야 합니다!,4,0,,0
3722,0,1622,러셀,ArmorMerchant_01,뭐? 오엘 마훔이 어둠의 결사와 한패라고?,4,1,,0
3723,0,1622,러셀,ArmorMerchant_01,차라리 간단해서 좋군. 맘 놓고 싸우면 되겠어.,4,1,,0
