TutorialId,Step,Id,ProcessRequest,SystemMessagePosition,NpcPortrait,NpcName,DialogMessage,TaskType,UIType,SkillActivateType,TaskParam,TaskTargetPosX,TaskTargetPosY,BPName,WidgetName,ControlName,ControlIndexType,ControlIndex,MoviePath,Sound,SkipFadeOutKeep,LogIndex
27,3,27003,0,1,Fernel,페르넬,바로 여기네.,0,3,,,,,BP_MainMenuUI,,ButtonMonsterBook,4,,,Tutorial_Dialogue_27_3,0,
27,4,27004,0,3,Fernel,페르넬,"<YellowBold>몬스터 도감</>에서는 몬스터에게 얻은 코어를 등록할 수 있네. 코어를 모아서 도감의 레벨을 올리면, 자네의 <YellowBold>능력이 증가</>하게 될 걸세! ",23,3,,,,,,,,4,,,Tutorial_Dialogue_27_4,0,
27,5,27005,0,3,Fernel,페르넬,"그리고, <YellowBold>특정 지역의 모든 몬스터 코어</>를 모으게 되면 <YellowBold>훨씬 많은 능력치</>를 얻을 수 있다네.",23,3,,,,,,,,4,,,Tutorial_Dialogue_27_5,0,
27,6,27006,0,3,Fernel,페르넬,그럼 이제 <YellowBold>코어를 등록하는 방법</>을 알려주지.,23,3,,,,,,,,4,,,Tutorial_Dialogue_27_6,0,
27,7,27007,0,1,Fernel,페르넬,레드 루즈는 말하는 섬 서부에 출몰하는 마물이지. 선택해 보게나.,0,3,,,,,BP_MonsterBookUI,,TableViewWorldList,4,0,,Tutorial_Dialogue_27_7,0,
27,8,27008,0,1,Fernel,페르넬,도감을 완성하기 위한 코어가 충분 하군. 좋아 도감 제작을 시도해보게!,0,3,,,,,BP_MonsterBookUI,TileViewMonsterBookList,ButtonMakeAll,4,1,,Tutorial_Dialogue_27_8,0,
27,9,27009,0,1,Fernel,페르넬,확인 버튼을 눌러보게.,0,3,,,,,BP_MonsterCoreAllRegisterPopup,,ButtonOK,4,,,,0,
27,10,27010,0,3,,,,16,3,,3000,,,,,,4,,,,0,
27,11,27011,0,3,Fernel,페르넬,잘했네. 어렵진 않지?,23,3,,,,,,,,4,,,Tutorial_Dialogue_27_9,0,
27,12,27012,0,3,Fernel,페르넬,"코어는 모든 몬스터가 드롭하지만, 평범한 녀석들에게서 얻기는 쉽지 않을게야.",23,3,,,,,,,,4,,,Tutorial_Dialogue_27_10,0,
27,13,27013,0,3,Fernel,페르넬,"<p>모험을 하다 마주치는 <YellowBold>네임드 몬스터</>라는 특별한 녀석들을 사냥하면, 코어는 반드시 드롭하니, 그놈들을 노리는 것이 좋을 거야.",23,3,,,,,,,,4,,,Tutorial_Dialogue_27_11,0,
27,14,27014,1,3,,,,16,3,,,,,,,,4,,,,0,
28,1,28001,0,1,Resident_03,정화의 요정,제가 알고 있는 레어 스킬을 한 가지 알려 드릴게요.,0,3,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_28_1,0,
28,2,28002,0,1,Resident_03,정화의 요정,조금은 도움이 될 거예요. 여기로…,0,3,,,,,BP_MainMenuUI,,CheckBoxCharacter,4,,,Tutorial_Dialogue_28_2,0,
28,3,28003,0,1,Resident_03,정화의 요정,레어 스킬은 이곳에서 배울 수 있어요.,0,3,,,,,BP_MainMenuUI,,ButtonSkill,4,,,Tutorial_Dialogue_28_3,0,
28,4,28004,0,1,Resident_03,정화의 요정,스킬북을 선택해 보세요.,0,3,,,,,BP_SkillUI,,CheckBoxSkillbook,4,,,Tutorial_Dialogue_28_4,0,
28,5,28005,0,3,Resident_03,정화의 요정,<YellowBold>레어 스킬</>은 보통 스킬과는 차별되는 <YellowBold>기능성과 위력을 가진 스킬</>이에요. 직업에 관계없이 누구나 쓸 수 있죠.,23,3,,,,,,,,4,,,Tutorial_Dialogue_28_5,0,
28,6,28006,1,3,Resident_03,정화의 요정,"하지만, 일반적인 방법으론 배우거나 레벨업할 수 없고,<YellowBold>스킬 페이지</>를 모아 스킬북을 완성시켜야 해요.",23,3,,1,,,,,,4,,,Tutorial_Dialogue_28_6,0,
28,7,28007,1,2,Resident_03,정화의 요정,방금 드린 스킬 페이지를 선택하세요.,3,3,,,,,BP_SkillUI,InventoryUI,TileViewItemList,1,,,Tutorial_Dialogue_28_7,0,
28,8,28008,0,1,Resident_03,정화의 요정,이제 스킬북을 만들어야 해요.,0,3,,,,,BP_SkillUI,,ButtonCrafting,4,,,Tutorial_Dialogue_28_8,0,
28,9,28009,0,3,,,,16,3,,3000,,,,,,4,,,,0,
28,10,28010,0,1,Resident_03,정화의 요정,잘하셨어요!,0,3,,,,,BP_ItemMultiAcquireUI,,ButtonClose,4,,,Tutorial_Dialogue_28_9,0,
28,11,28011,0,3,Resident_03,정화의 요정,"레어 스킬을 배우려면, <YellowBold>스킬북</>을 사용해야 해요. 가방을 확인해 보세요.",23,3,,,,,,,,4,,,Tutorial_Dialogue_28_10,0,
28,12,28012,0,1,Resident_03,정화의 요정,어서…,0,3,,,,,BP_SkillUI,AssetsUI,ButtonBack,4,,,Tutorial_Dialogue_28_11,0,
28,13,28013,0,1,Resident_03,정화의 요정,이쪽으로.,0,3,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_28_11_1,0,
28,14,28014,0,1,Resident_03,정화의 요정,서둘러요…,0,3,,,,,BP_MainMenuUI,,CheckBoxItem,4,,,Tutorial_Dialogue_28_12,0,
28,15,28015,0,1,Resident_03,정화의 요정,가방을 열어봐요.,0,3,,,,,BP_MainMenuUI,,ButtonInventory,4,,,Tutorial_Dialogue_28_13,0,
28,16,28016,0,1,Resident_03,정화의 요정,스킬 북은 여기에 있어요.,0,3,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,CheckBoxExpandable,4,,,Tutorial_Dialogue_28_14,0,
28,17,28017,0,1,Resident_03,정화의 요정,이것이 방금 만든 스킬북이예요.,0,3,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,TileViewItemList,1,,,Tutorial_Dialogue_28_15,0,
28,18,28018,0,1,Resident_03,정화의 요정,사용 버튼을 누르면 스킬을 배울 수 있어요.,0,3,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,ButtonUse,4,,,Tutorial_Dialogue_28_16,0,
28,19,28019,0,3,Resident_03,정화의 요정,"잘 하셨어요! 
이제 레어 스킬을 슬롯에 등록해 보도록 해요",23,3,,,,,,,,4,,,Tutorial_Dialogue_28_17,0,
28,20,28020,0,1,Resident_03,정화의 요정,다시 스킬 관리 화면으로 이동해야 해요.,0,3,,,,,BP_CharacterInfoBaseUI,AssetsUI,ButtonBack,4,,,Tutorial_Dialogue_28_18,0,
28,21,28021,0,1,Resident_03,정화의 요정,여기로.,0,3,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_28_18_1,0,
28,22,28022,0,1,Resident_03,정화의 요정,벌써 잊은건 아니죠.,0,3,,,,,BP_MainMenuUI,,CheckBoxCharacter,4,,,Tutorial_Dialogue_28_19,0,
28,23,28023,0,1,Resident_03,정화의 요정,맞아요 바로 그렇게.,0,3,,,,,BP_MainMenuUI,,ButtonSkill,4,,,Tutorial_Dialogue_28_20,0,
28,24,28030,0,1,Resident_03,정화의 요정,레어 스킬 항목을 살펴보세요.,0,3,,,,,BP_SkillUI,,CheckBoxGroup3,4,,,,0,
28,25,28024,0,1,Resident_03,정화의 요정,방금 배운 레어 스킬이에요.,0,3,,,,,BP_SkillUI,TableViewSkillList,CanvasPanelSkillIcon,4,0,,Tutorial_Dialogue_28_21,0,
28,26,28025,0,1,Resident_03,정화의 요정,레어 스킬은 레어 스킬 슬롯에 등록 해야 사용 할 수 있어요.,0,3,,,,,BP_SkillUI,TableViewSkillList,ButtonRegistration,4,0,,Tutorial_Dialogue_28_22,0,
28,27,28026,0,1,Resident_03,정화의 요정,이곳을 눌러 스킬을 장착하세요.,0,3,,,,,BP_SkillUI,GameUISkillButton,ButtonSkillD2,4,,,Tutorial_Dialogue_28_23,0,
28,28,28027,0,3,Resident_03,정화의 요정,수고하셨어요. 다른 레어 스킬들은 <YellowBold>레이드 보스</>와 같은 강력한 몬스터들이나 거래소를 통해 구하실 수 있을거에요.,23,3,,,,,,,,4,,,Tutorial_Dialogue_28_24,0,
28,29,28028,0,3,Resident_03,정화의 요정,"전투에 따라 레어스킬을 잘 이용한다면, 큰 효과를 발휘할 거에요! 레어스킬을 최대한 모으도록 하세요.",23,3,,,,,,,,4,,,Tutorial_Dialogue_28_25,0,
28,30,28029,1,3,,,,16,3,,500,,,,,,4,,,,0,
29,1,29001,0,3,Aimel,아이멜,흑마법사가 만들어 낸 공간이 상아탑 지하 동굴과 연결되어 있었다니.,23,3,,,,,,,,4,,,Tutorial_Dialogue_29_1,0,
29,2,29002,0,3,Aimel,아이멜,상아탑 지하 동굴? <YellowBold>엘릭서</>의 재료가 되는 특별한 약초를 캘 수 있는 곳이야.,23,3,,,,,,,,4,,,Tutorial_Dialogue_29_2,0,
29,3,29003,0,1,Aimel,아이멜,다시 한 번 가보고 싶다고? 좋아 그럼 우선 이렇게 해.,0,3,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_29_3,0,
29,4,29004,0,1,Aimel,아이멜,아마도 던전 메뉴를 통해 들어갈 수 있을 거야.,0,3,,,,,BP_MainMenuUI,,CheckBoxDungeon,4,,,Tutorial_Dialogue_29_4,0,
29,5,29005,0,1,Aimel,아이멜,일반 던전을 터치해봐,0,3,,,,,BP_MainMenuUI,,ButtonDungeonMain,4,,,Tutorial_Dialogue_115_4,0,
29,6,29006,0,0,Aimel,아이멜,바로 여기야. 채집 던전이라고도 하지.,0,3,,,,,BP_SelectDungeonUI,,TileViewDungeonList,4,3,,Tutorial_Dialogue_29_5,0,
29,7,29007,0,3,,,,16,3,,3000,,,,,,4,,,,0,
29,8,29008,0,3,Aimel,아이멜,"이곳에서 채집할 수 있는 약초들을 조합하면 능력치를 영구적으로 향상시켜주는 비약, <YellowBold>엘릭서</>를 만들 수 있어.",23,3,,,,,,,,4,,,Tutorial_Dialogue_29_6,0,
29,9,29009,0,3,Aimel,아이멜,하지만 상아탑 지하 동굴은 네뷸라이트의 영향으로 오래 머물 수 없어. 네뷸라이트로 부터 흘러나오는 힘이 지성을 가진 생물들을 미쳐버리게 만들거든.,23,3,,,,,,,,4,,,Tutorial_Dialogue_29_7,0,
29,10,29010,0,3,Aimel,아이멜,하루에 채집할 수 있는 약초의 양이 정해져 있다는 의미야.,23,3,,,,,,,,4,,,Tutorial_Dialogue_29_8,0,
29,11,29011,1,3,,,,16,3,,500,,,,,,4,,,,0,
30,1,30001,1,3,Aimel,아이멜,"자, 이 상황에 마법 약초가 있다는 것은 신께서 우리 편이라는 뜻이야. 능력을 향상시켜 주는 <YellowBold>엘릭서</>를 만들 수 있잖아.",23,3,,,,,,,,4,,,Tutorial_Dialogue_30_1,0,
30,2,30002,1,3,Aimel,아이멜,"시간 없으니까, 한 번에 잘 들어야 해.",23,3,,1,,,,,,4,,,Tutorial_Dialogue_30_2,0,
30,3,30003,0,1,Aimel,아이멜,엘릭서를 만들기 위해서는…,0,3,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_30_3,0,
30,4,30004,0,1,Aimel,아이멜,캐릭터 메뉴에 위치한…,0,3,,,,,BP_MainMenuUI,,CheckBoxCharacter,4,,,Tutorial_Dialogue_30_4,0,
30,5,30005,0,1,Aimel,아이멜,엘릭서 버튼을 통해 이동 해야돼.,0,3,,,,,BP_MainMenuUI,,ButtonElixir,4,,,Tutorial_Dialogue_30_5,0,
30,6,30006,0,3,Aimel,아이멜,이곳에서 엘릭서를 만들 수 있어. 엘릭서는 <YellowBold>네 가지 이 약초</>들로 만드는거야.,23,3,,,,,,,,4,,,Tutorial_Dialogue_30_6,0,
30,7,30007,0,3,Aimel,아이멜,"효과가 다른 여러 종류의 엘릭서가 있으니까, 잘 선택해야 해.",23,3,,,,,,,,4,,,Tutorial_Dialogue_30_7,0,
30,8,30008,0,1,Aimel,아이멜,그러면 HP 엘릭서를 만들어 보자.,0,3,,,,,BP_ElixirCraftingUI,ElixirUse1,ButtonCrafting,4,,,Tutorial_Dialogue_30_8,0,
30,9,30009,0,1,Aimel,아이멜,재료는 이미 준비되어 있어. 바로 제작을 시작하자.,0,3,,,,,BP_ItemCraftingMakePopup,,ButtonCraftingUse,4,,,Tutorial_Dialogue_30_9,0,
30,10,30010,0,3,,,,16,3,,2000,,,,,,4,,,,0,
30,11,30011,0,3,Aimel,아이멜,엘릭서는 <YellowBold>제작과 동시에 바로 자동으로 사용</> 되니까! 향상된 능력을 느낄 수 있을 거야!,23,3,,,,,,,,4,,,Tutorial_Dialogue_30_10,0,
30,12,30012,0,3,Aimel,아이멜,"엘릭서의 재료들은 요일 던전이나 필드의 마물들, 상점을 통해서도 얻을 수 있어.",23,3,,,,,,,,4,,,Tutorial_Dialogue_30_11,0,
30,13,30013,0,3,Aimel,아이멜,성장을 위해 반드시 필요한 것이니 가능한 많은 <YellowBold>약초와 정수</>를 모을 수 있도록 해.,23,3,,,,,,,,4,,,Tutorial_Dialogue_30_12,0,
30,14,30014,1,3,,,,16,3,,500,,,,,,4,,,,0,
31,1,31001,0,3,student,나인,"제가 블랙베어 탑승법을 알려드릴께요! 
자~ 그럼 한 번만 설명할 테니 잘 들으세요~!",23,3,,,,,,,,4,,,Tutorial_Dialogue_31_1,0,
31,2,31002,0,1,student,나인,먼저 메인 메뉴에,0,3,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_31_2,0,
31,3,31003,0,1,student,나인,캐릭터 메뉴로 가서,0,3,,,,,BP_MainMenuUI,,CheckBoxCharacter,4,,,Tutorial_Dialogue_31_3,0,
31,4,31004,0,1,student,나인,펫으로 들어가면 되요,0,3,,,,,BP_MainMenuUI,,ButtonRidingPet,4,,,Tutorial_Dialogue_31_4,0,
31,5,31005,0,1,student,나인,블랙베어가 선택되어 있죠?,0,3,,5000,,,BP_RidingPetUI,,TableViewRidingPetList,4,0,,Tutorial_Dialogue_31_5,0,
31,6,31006,0,1,student,나인,이제 버튼을 눌러서 소환해봐요!,0,3,,,,,BP_RidingPetUI,,ButtonSummon,4,,,Tutorial_Dialogue_31_6,0,
31,7,31007,0,1,student,나인,소환된 블랙베어는 탑승하기 버튼을 눌러야지만 탈 수 있어요.,0,3,,,,,BP_RidingPetUI,,ButtonCall,4,,,Tutorial_Dialogue_31_7_1,0,
31,8,31008,0,1,student,나인,이제 나가서 직접 탑승 보도록 하죠.,0,3,,,,,BP_RidingPetUI,AssetsUI,ButtonBack,4,,,Tutorial_Dialogue_31_8,0,
31,9,31009,0,1,student,나인,탑승 버튼을 눌러봐요!,0,3,,,,,BP_GameUI,ButtonRidingPet,ButtonCall,4,,,Tutorial_Dialogue_31_9,0,
31,10,31010,1,3,student,나인,이 녀석 벌써 용병님을 주인님처럼 따르네요! 그럼 블랙베어를 잘 키워주세요!,23,3,,,,,,,,4,,,Tutorial_Dialogue_31_10,0,
32,1,32001,0,3,SmeltingMerchant_01,몬타,에보르가 산에는 황금용 크뤼소스도 살고 있으니 조심하는 게 좋아. 게다가 소환석 던전에는 악마들도 나타날 껄?,23,3,,,,,,,,4,,,Tutorial_Dialogue_32_1,0,
32,2,32002,0,1,SmeltingMerchant_01,몬타,지금쯤이면 페르넬님이 곤경에 빠졌을 지 몰라!,0,3,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_32_2,0,
32,3,32003,0,1,SmeltingMerchant_01,몬타,소환석 던전은 이곳을 통해서 들어갈 수 있어!,0,3,,,,,BP_MainMenuUI,,CheckBoxDungeon,4,,,Tutorial_Dialogue_32_3,0,
32,4,32004,0,1,SmeltingMerchant_01,몬타,일반 던전을 눌러!,0,3,,,,,BP_MainMenuUI,,ButtonDungeonMain,4,,,Tutorial_Dialogue_32_3_1,0,
32,5,32005,0,1,SmeltingMerchant_01,몬타,어서 서둘러!,0,3,,,,,BP_SelectDungeonUI,,TileViewDungeonList,4,7,,Tutorial_Dialogue_32_4,0,
32,6,32006,0,3,,,,16,3,,3000,,,,,,4,,,,0,
32,7,32007,0,3,SmeltingMerchant_01,몬타,참! 소환석 던전은 생각보다 위험한 곳이니 가급적 동료를 모아 가는 것이 좋을 거야!,16,3,,3000,,,,,,4,,,Tutorial_Dialogue_32_5,0,
32,8,32008,1,3,,,,16,3,,500,,,,,,4,,,,0,
34,1,34001,1,3,HardinsFollower,테오도르,"모험가! 긴급사항이다!<p>고대의 하거인들이 깨어나 마을들을 파괴하며, 아덴 성으로 향하고 있다고 한다.<p>놈들이 아덴 성에 도착하면, 수 많은 생명이 목숨을 잃을 것이다.<p>그들을 구하는 것은 어떤 임무보다 중요한 사항이다.<p>우리는 먼저 아덴 성에서 거인들의 침공을 막고 있을 것이다.<p>마그나딘에서 아이멜과 합류하여, 즉시 아덴 성으로 오도록 해라.",23,3,,,,,,,,4,,,"Tutorial_Dialogue_34_1,Tutorial_Dialogue_34_2,Tutorial_Dialogue_34_3,Tutorial_Dialogue_34_4,Tutorial_Dialogue_34_5,Tutorial_Dialogue_34_6",0,
101,1,101001,0,1,Noble_03,항구 관리인 프쉬케,메인 메뉴 버튼을 눌러보세요,0,3,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_101_1,0,
101,2,101002,0,1,Noble_03,항구 관리인 프쉬케,다음은 친구 버튼을 눌러보세요,0,3,,,,,BP_MainMenuUI,,ButtonFriend,4,,,Tutorial_Dialogue_101_2,0,
101,3,101003,0,3,Noble_03,항구 관리인 프쉬케,"모험에서 동료는 빠질 수 없는 즐거움 중 하나죠. 이곳에서 친구를 추가할 수 있고, 서로 인사를 통해 <YellowBold>우정포인트</>를 주고 받을 수도 있어요.",23,3,,,,,,,,4,,,Tutorial_Dialogue_101_3,0,
101,4,101004,0,3,Noble_03,항구 관리인 프쉬케,참! 모험가님께 소개시켜 주고 싶은 친구가 있어요!,23,3,,,,,,,,4,,,Tutorial_Dialogue_101_4,0,
101,5,101005,0,1,Noble_03,항구 관리인 프쉬케,여기에요~ 여기~ 추천친구를 눌러보세요!,0,3,,,,,BP_FriendUI,,CheckBoxFriendSuggest,4,,,Tutorial_Dialogue_101_5,0,
101,6,101006,0,1,Noble_03,항구 관리인 프쉬케,어때요? 맘에드는 동료가 있으신가요?,0,3,,,,,BP_FriendUI,,ButtonRequestAll,4,,,Tutorial_Dialogue_101_6,0,
101,7,101007,0,3,Noble_03,항구 관리인 프쉬케,"친구를 많이 사귀어 두면 좋은 점이 아주 많아요! 함께 모험도 떠나고, 우정도 나누고! 어마어마하게 큰 몬스터를 쓰러트릴수도 있죠! 당신께 좋은 친구들이 생기길 바랄께요!",23,3,,,,,,,,4,,,Tutorial_Dialogue_101_7,0,
101,8,101008,1,3,,,,16,3,,500,,,,,,4,,,,0,
102,1,102001,0,3,Officer,토벌대장 오스틴,별로 어렵지 않네. 간단히 설명하지.,23,3,,,,,,,,4,,,Tutorial_Dialogue_102_1,0,
102,2,102002,0,3,Officer,토벌대장 오스틴,먼저 <YellowBold>파티 생성</>으로 자네가 직접 파티를 구성해서 다른 사람들을 모집할 수 있다네. ,23,3,,,,,,,,4,,,Tutorial_Dialogue_102_2,0,
102,3,102003,0,3,Officer,토벌대장 오스틴,<YellowBold>수동 파티 찾기</>는 다른 사람의 파티 중 원하는 파티를 선택해서 들어갈 수 있지.,23,3,,,,,,,,4,,,Tutorial_Dialogue_102_3,0,
102,4,102004,0,3,Officer,토벌대장 오스틴,마지막으로 <YellowBold>자동 참가</>네. 자네에게 필요한 조건을 설정하면 같은 목적를 가진 파티에 자동으로 참가 되지.,23,3,,,,,,,,4,,,Tutorial_Dialogue_102_4,0,
102,5,102005,1,3,,,,16,3,,500,,,,,,4,,,,0,
105,1,104001,0,1,CatTheCat_01,만물상 판,"거래소를 알고싶냥?
메인 메뉴 버튼을 눌러라~ 냥~",0,3,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_104_1,0,
105,2,104002,0,1,CatTheCat_01,만물상 판,냥냥~ 거래소 버튼을 눌러라냥.,0,3,,,,,BP_MainMenuUI,,ButtonAuctionHouse,4,,,Tutorial_Dialogue_104_2,0,
105,3,104003,0,3,CatTheCat_01,만물상 판,"정말 좋은 물건을 가지고 있는데, 상점에 넘기기는 아깝고, 가지고 있자니 가방만 차지하는 애물단지가 있을 거다냥!",23,3,,,,,,,,4,,,Tutorial_Dialogue_104_3,0,
105,4,104004,0,3,CatTheCat_01,만물상 판,"그런 물건을 처분하거나, 쉽게 구할 수 없는 물건을 구할 수 있는 곳이 거래소다냥!",23,3,,,,,,,,4,,,Tutorial_Dialogue_104_4,0,
105,5,104005,0,3,CatTheCat_01,만물상 판,"물건을 구매하고 싶으면, 원하는 조건을 선택해서 검색하면 직원이 알아서 물품을 쫘악 대령해줄거다냥!",23,3,,,,,,,,4,,,Tutorial_Dialogue_104_5,0,
105,6,104006,0,3,CatTheCat_01,만물상 판,시험 삼아 뭐 하나 팔아 보겠냥?,23,3,,,,,,,,4,,,Tutorial_Dialogue_104_6,0,
105,7,104007,0,1,CatTheCat_01,만물상 판,자자. 여기여기. 이곳을 이용하는 것이다냥.,0,3,,,,,BP_AuctionHouseUI,,CheckBoxSell,4,,,Tutorial_Dialogue_104_7,0,
105,8,104008,0,3,CatTheCat_01,만물상 판,"팔고 싶은 물건을 원하는 가격에 등록만 하면! 알아서 잘 판매해준다냥! 엄청나지 않냥? 단, 물가 안정을 위해 최저가는 제한되어 있으니 알아두라냥.",23,3,,,,,,,,4,, ,Tutorial_Dialogue_104_8,0,
105,9,104009,0,3,CatTheCat_01,만물상 판,"기분 나쁘게 생각하지 말라냥. 질이 떨어지는 물건들이 마구 풀리면, 이용하는 사람도 피곤해 지기 때문에 제한을 하고 있는 거다냥. ",23,3,,,,,,,,4,,,Tutorial_Dialogue_104_10,0,
105,10,104010,0,3,CatTheCat_01,만물상 판,이번에는 이쪽으로 와보라냥.,23,3,,,,,,,,4,,,Tutorial_Dialogue_104_11,0,
105,11,104011,0,1,CatTheCat_01,만물상 판,이곳을 이용하면…,0,3,,,,,BP_AuctionHouseUI,,CheckBoxMarketLog,4,,,Tutorial_Dialogue_104_12,0,
105,12,104012,0,3,CatTheCat_01,만물상 판,입찰했거나 판매 등록한 물품들의 경매 현황을 확인할 수 있다냥.,23,3,,,,,,,,4,,,Tutorial_Dialogue_104_13,0,
105,13,104013,1,3,,,,16,3,,500,,,,,,4,,,,0,
112,1,112001,0,0,Magician,마법학교 학생,일일 퀘스트에 대해 알아볼께요,0,3,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_112_1,0,
112,2,112002,0,0,Magician,마법학교 학생,일단 도전을 선택하세요.,0,3,,,,,BP_MainMenuUI,,CheckBoxChallenge,4,,,Tutorial_Dialogue_112_2,0,
112,3,112003,0,0,Magician,마법학교 학생,다음은 퀘스트를 선택하세요,0,3,,,,,BP_MainMenuUI,,ButtonQuest,4,,,Tutorial_Dialogue_112_3,0,
112,4,112004,0,0,Magician,마법학교 학생,마지막으로 일일 퀘스트를 선택하세요.,0,3,,,,,BP_TotalQuestMenuUI,,CheckBoxDailyQuest,4,,,Tutorial_Dialogue_112_4,0,
112,5,112005,0,3,Magician,마법학교 학생,여기서는 매일 퀘스트를 <YellowBold>열두 개</>까지 받아서 수행할 수 있어요.,23,3,,,,,,,,4,,,Tutorial_Dialogue_112_5,0,
112,6,112006,0,3,Magician,마법학교 학생,단! 동시수행이 가능한 퀘스트 개수는 세 개까지에요.,23,3,,,,,,,,4,,,Tutorial_Dialogue_112_6,0,
112,7,112007,0,0,Magician,마법학교 학생,퀘스트의 난이도와 보상은 등급에 따라 다르니 잘 보고 선택하셔야 해요.,0,3,,5000,,,BP_TotalQuestMenuUI,DailyQuestTemplate1,CanvasPanelMissionTitle,4,,,Tutorial_Dialogue_112_7,0,
112,8,112008,0,0,Magician,마법학교 학생,이곳에서 퀘스트 수행에 대해 알 수 있어요.,0,3,,4000,,,BP_TotalQuestMenuUI,DailyQuestTemplate1,CanvasPanelMissionCardInfo,4,,,Tutorial_Dialogue_112_8,0,
112,9,112009,0,0,Magician,마법학교 학생,"또, 여기서 보상을 확인 할 수 있어요.",0,3,,4000,,,BP_TotalQuestMenuUI,DailyQuestTemplate1,CanvasPanelMissionRewardInfo,4,,,Tutorial_Dialogue_112_9,0,
112,10,112010,0,0,Magician,마법학교 학생,그럼 직접 퀘스트를 받아보죠.,0,3,,,,,BP_TotalQuestMenuUI,DailyQuestTemplate1,ButtonMissionStart,4,,,Tutorial_Dialogue_112_10,0,
112,11,112011,0,0,Magician,마법학교 학생,내용이 바뀌는 것을 알 수 있어요.,0,3,,4000,,,BP_TotalQuestMenuUI,DailyQuestTemplate1,CanvasPanelBtnMsg,4,,,Tutorial_Dialogue_112_11,0,
112,12,112012,0,3,Magician,마법학교 학생,"받은 퀘스트는 직접 수행해도 되지만,
<YellowBold>정해진 시간이 흐르면 자동으로 완료</>가 되요.",23,3,,,,,,,,4,,,Tutorial_Dialogue_112_12,0,
112,13,112013,0,3,Magician,마법학교 학생,또 <YellowBold>아데나를 사용하면 즉시완료</>도 가능하고요.,23,3,,,,,,,,4,,,Tutorial_Dialogue_112_13,0,
112,14,112014,0,0,Magician,마법학교 학생,"여기서는 일일 퀘스트의 달성율을 확인하고
추가보상 획득이 가능해요.",0,3,,5000,,,BP_TotalQuestMenuUI,,CanvasPanelDailyCompletion,4,,,Tutorial_Dialogue_112_14,0,
112,15,112015,0,0,Magician,마법학교 학생,여기서는 대기중인 모든 퀘스트를 변경 할 수 있어요.,0,3,,5000,,,BP_TotalQuestMenuUI,,ButtonFreeRefreshMission,4,,,Tutorial_Dialogue_112_15,0,
112,16,112016,0,3,Magician,마법학교 학생,<YellowBold>퀘스트 변경</>을 잘 활용하면 성장에 큰 도움이 될거에요.,23,3,,,,,,,,4,,,Tutorial_Dialogue_112_16,0,
112,17,112017,0,3,Magician,마법학교 학생,"나중에 몰랐다고 땅치면서 후회하지 말고, 잊지말고 이용하도록 하세요.",23,3,,,,,,,,4,,,Tutorial_Dialogue_112_17,0,
112,18,112018,1,3,,,,16,3,,500,,,,,,4,,,,0,
113,1,113001,0,0,Magician,마법학교 학생,"이번에 알려드릴 건, 주간 퀘스트에요!",0,3,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_113_1,0,
113,2,113002,0,0,Magician,마법학교 학생,일단 도전을 선택하세요.,0,3,,,,,BP_MainMenuUI,,CheckBoxChallenge,4,,,Tutorial_Dialogue_113_2,0,
113,3,113003,0,0,Magician,마법학교 학생,다음은 퀘스트를 선택하세요.,0,3,,,,,BP_MainMenuUI,,ButtonQuest,4,,,Tutorial_Dialogue_113_3,0,
113,4,113004,0,0,Magician,마법학교 학생,마지막으로 주간 퀘스트를 선택하세요.,0,3,,,,,BP_TotalQuestMenuUI,,CheckBoxWeeklyQuest,4,,,Tutorial_Dialogue_113_4,0,
113,5,113005,0,3,Magician,마법학교 학생,여기서는 일주일 동안 수행 가능한 퀘스트를 받을 수 있어요.,23,3,,,,,,,,4,,,Tutorial_Dialogue_113_5,0,
113,6,113006,0,3,Magician,마법학교 학생,<YellowBold>매일 최대 열 개</>까지만 퀘스트 수행이 가능해요.,23,3,,,,,,,,4,,,Tutorial_Dialogue_113_6_1,0,
113,7,113007,0,3,Magician,마법학교 학생,주간 퀘스트 달성 보상을 받으려면 꾸준히 퀘스트 수행을 해야 할 꺼에요.,23,3,,,,,,,,4,,,Tutorial_Dialogue_113_7,0,
