GroupId,SubId,RewardExp,RewardAdena,RewardItemGroup,StartPointX,StartPointY,SectionInfoParam,SectionPositionParam,AddintionalInfoParam
11602,5,15000,10000,11602,4947,12058,"[
{""npcSpawnGroupId"":3524,""killGadgetGroupId"":10006},
{""npcSpawnGroupId"":3521,""killGadgetGroupId"":10001,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3527,""bossNpcId"":70476}
]","[{""x"":4917,""y"":7336},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":240}]"
11602,6,15000,10000,11602,9146,11821,"[
{""npcSpawnGroupId"":3525,""killGadgetGroupId"":10007},
{""npcSpawnGroupId"":3522,""killGadgetGroupId"":10002,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3527,""bossNpcId"":70476}
]","[{""x"":9201,""y"":7606},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":240}]"
11602,7,15000,10000,11602,13400,11838,"[
{""npcSpawnGroupId"":3526,""killGadgetGroupId"":10008},
{""npcSpawnGroupId"":3523,""killGadgetGroupId"":10003,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3527,""bossNpcId"":70476}
]","[{""x"":13364,""y"":7516},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":240}]"
11603,1,25000,15000,11603,4947,12058,"[
{""npcSpawnGroupId"":3534,""killGadgetGroupId"":10006},
{""npcSpawnGroupId"":3531,""killGadgetGroupId"":10004,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3532,""killGadgetGroupId"":10002,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3537,""bossNpcId"":70677}
]","[{""x"":4917,""y"":7336},
{""x"":9201,""y"":7606},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":300}]"
11603,2,25000,15000,11603,4974,12058,"[
{""npcSpawnGroupId"":3534,""killGadgetGroupId"":10009},
{""npcSpawnGroupId"":3535,""killGadgetGroupId"":10007,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3532,""killGadgetGroupId"":10002,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3537,""bossNpcId"":70677}
]","[{""x"":9051,""y"":11530},
{""x"":9201,""y"":7606},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":300}]"
11603,3,25000,15000,11603,9146,11821,"[
{""npcSpawnGroupId"":3535,""killGadgetGroupId"":10007},
{""npcSpawnGroupId"":3532,""killGadgetGroupId"":10004,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3531,""killGadgetGroupId"":10001,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3537,""bossNpcId"":70677}
]","[{""x"":9201,""y"":7606},
{""x"":4917,""y"":7336},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":300}]"
11603,4,25000,15000,11603,9146,11821,"[
{""npcSpawnGroupId"":3535,""killGadgetGroupId"":10007},
{""npcSpawnGroupId"":3532,""killGadgetGroupId"":10005,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3533,""killGadgetGroupId"":10003,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3537,""bossNpcId"":70677}
]","[{""x"":9201,""y"":7606},
{""x"":13364,""y"":7516},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":300}]"
11603,5,25000,15000,11603,9146,11821,"[
{""npcSpawnGroupId"":3535,""killGadgetGroupId"":10009},
{""npcSpawnGroupId"":3534,""killGadgetGroupId"":10006,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3531,""killGadgetGroupId"":10001,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3537,""bossNpcId"":70677}
]","[{""x"":4917,""y"":11560},
{""x"":4917,""y"":7336},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":300}]"
11603,6,25000,15000,11603,9146,11821,"[
{""npcSpawnGroupId"":3535,""killGadgetGroupId"":10010},
{""npcSpawnGroupId"":3536,""killGadgetGroupId"":10008,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3533,""killGadgetGroupId"":10003,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3537,""bossNpcId"":70677}
]","[{""x"":13394,""y"":11485},
{""x"":13364,""y"":7516},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":300}]"
11603,7,25000,15000,11603,13400,11838,"[
{""npcSpawnGroupId"":3536,""killGadgetGroupId"":10010},
{""npcSpawnGroupId"":3535,""killGadgetGroupId"":10007,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3532,""killGadgetGroupId"":10002,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3537,""bossNpcId"":70677}
]","[{""x"":9051,""y"":11530},
{""x"":9201,""y"":7606},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":300}]"
11603,8,25000,15000,11603,13400,11838,"[
{""npcSpawnGroupId"":3536,""killGadgetGroupId"":10008},
{""npcSpawnGroupId"":3533,""killGadgetGroupId"":10005,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3532,""killGadgetGroupId"":10002,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3537,""bossNpcId"":70677}
]","[{""x"":13364,""y"":7516},
{""x"":9201,""y"":7606},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":300}]"
11700,1,200,3000,11700,9206,3516,"[
{""npcSpawnGroupId"":3607,""bossNpcId"":70106}
]","[{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":180}]"
11701,1,8000,7000,11701,4565,7793,"[
{""npcSpawnGroupId"":3611,""killGadgetGroupId"":10001},
{""npcSpawnGroupId"":3617,""bossNpcId"":70251}
]","[{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":180}]"
11701,2,8000,7000,11701,9209,8071,"[
{""npcSpawnGroupId"":3612,""killGadgetGroupId"":10002},
{""npcSpawnGroupId"":3617,""bossNpcId"":70251}
]","[{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":180}]"
11701,3,8000,7000,11701,13496,8032,"[
{""npcSpawnGroupId"":3613,""killGadgetGroupId"":10003},
{""npcSpawnGroupId"":3617,""bossNpcId"":70251}
]","[{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":180}]"
11702,1,15000,10000,11702,4565,7793,"[
{""npcSpawnGroupId"":3621,""killGadgetGroupId"":10004},
{""npcSpawnGroupId"":3622,""killGadgetGroupId"":10002,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3627,""bossNpcId"":70495}
]","[{""x"":9201,""y"":7606},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":240}]"
11702,2,15000,10000,11702,9209,8071,"[
{""npcSpawnGroupId"":3622,""killGadgetGroupId"":10004},
{""npcSpawnGroupId"":3621,""killGadgetGroupId"":10001,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3627,""bossNpcId"":70495}
]","[{""x"":4917,""y"":7336},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":240}]"
11702,3,15000,10000,11702,9209,8071,"[
{""npcSpawnGroupId"":3622,""killGadgetGroupId"":10005},
{""npcSpawnGroupId"":3623,""killGadgetGroupId"":10003,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3627,""bossNpcId"":70495}
]","[{""x"":13364,""y"":7516},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":240}]"
11702,4,15000,10000,11702,13592,8092,"[
{""npcSpawnGroupId"":3623,""killGadgetGroupId"":10005},
{""npcSpawnGroupId"":3622,""killGadgetGroupId"":10002,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3627,""bossNpcId"":70495}
]","[{""x"":9201,""y"":7606},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":240}]"
11702,5,15000,10000,11702,4947,12058,"[
{""npcSpawnGroupId"":3624,""killGadgetGroupId"":10006},
{""npcSpawnGroupId"":3621,""killGadgetGroupId"":10001,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3627,""bossNpcId"":70495}
]","[{""x"":4917,""y"":7336},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":240}]"
11702,6,15000,10000,11702,9146,11821,"[
{""npcSpawnGroupId"":3625,""killGadgetGroupId"":10007},
{""npcSpawnGroupId"":3622,""killGadgetGroupId"":10002,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3627,""bossNpcId"":70495}
]","[{""x"":9201,""y"":7606},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":240}]"
11702,7,15000,10000,11702,13400,11838,"[
{""npcSpawnGroupId"":3626,""killGadgetGroupId"":10008},
{""npcSpawnGroupId"":3623,""killGadgetGroupId"":10003,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3627,""bossNpcId"":70495}
]","[{""x"":13364,""y"":7516},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":240}]"
11703,1,25000,15000,11703,4947,12058,"[
{""npcSpawnGroupId"":3634,""killGadgetGroupId"":10006},
{""npcSpawnGroupId"":3631,""killGadgetGroupId"":10004,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3632,""killGadgetGroupId"":10002,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3637,""bossNpcId"":70696}
]","[{""x"":4917,""y"":7336},
{""x"":9201,""y"":7606},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":300}]"
11703,2,25000,15000,11703,4974,12058,"[
{""npcSpawnGroupId"":3634,""killGadgetGroupId"":10009},
{""npcSpawnGroupId"":3635,""killGadgetGroupId"":10007,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3632,""killGadgetGroupId"":10002,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3637,""bossNpcId"":70696}
]","[{""x"":9051,""y"":11530},
{""x"":9201,""y"":7606},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":300}]"
11703,3,25000,15000,11703,9146,11821,"[
{""npcSpawnGroupId"":3635,""killGadgetGroupId"":10007},
{""npcSpawnGroupId"":3632,""killGadgetGroupId"":10004,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3631,""killGadgetGroupId"":10001,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3637,""bossNpcId"":70696}
]","[{""x"":9201,""y"":7606},
{""x"":4917,""y"":7336},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":300}]"
11703,4,25000,15000,11703,9146,11821,"[
{""npcSpawnGroupId"":3635,""killGadgetGroupId"":10007},
{""npcSpawnGroupId"":3632,""killGadgetGroupId"":10005,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3633,""killGadgetGroupId"":10003,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3637,""bossNpcId"":70696}
]","[{""x"":9201,""y"":7606},
{""x"":13364,""y"":7516},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":300}]"
11703,5,25000,15000,11703,9146,11821,"[
{""npcSpawnGroupId"":3635,""killGadgetGroupId"":10009},
{""npcSpawnGroupId"":3634,""killGadgetGroupId"":10006,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3631,""killGadgetGroupId"":10001,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3637,""bossNpcId"":70696}
]","[{""x"":4917,""y"":11560},
{""x"":4917,""y"":7336},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":300}]"
11703,6,25000,15000,11703,9146,11821,"[
{""npcSpawnGroupId"":3635,""killGadgetGroupId"":10010},
{""npcSpawnGroupId"":3636,""killGadgetGroupId"":10008,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3633,""killGadgetGroupId"":10003,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3637,""bossNpcId"":70696}
]","[{""x"":13394,""y"":11485},
{""x"":13364,""y"":7516},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":300}]"
11703,7,25000,15000,11703,13400,11838,"[
{""npcSpawnGroupId"":3636,""killGadgetGroupId"":10010},
{""npcSpawnGroupId"":3635,""killGadgetGroupId"":10007,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3632,""killGadgetGroupId"":10002,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3637,""bossNpcId"":70696}
]","[{""x"":9051,""y"":11530},
{""x"":9201,""y"":7606},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":300}]"
11703,8,25000,15000,11703,13400,11838,"[
{""npcSpawnGroupId"":3636,""killGadgetGroupId"":10008},
{""npcSpawnGroupId"":3633,""killGadgetGroupId"":10005,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3632,""killGadgetGroupId"":10002,""npcSpawnGroupDelay"":7},
{""npcSpawnGroupId"":3637,""bossNpcId"":70696}
]","[{""x"":13364,""y"":7516},
{""x"":9201,""y"":7606},
{""x"":9171,""y"":2723}]","[{""dungeonLimitTime"":300}]"
12001,1,2400,1000,120011,507,1708,"[
{""npcSpawnGroupId"":12011},
{""npcSpawnGroupId"":12012},
{""npcSpawnGroupId"":12013},
{""npcSpawnGroupId"":12014, ""bossNpcId"":80014
}]",,"[{""dungeonLimitTime"":180}]"
12001,2,120,100,120012,507,1708,,,
12002,1,2400,1000,120021,507,1708,"[{
""npcSpawnGroupId"":12021},
{""npcSpawnGroupId"":12022},
{""npcSpawnGroupId"":12023},
{""npcSpawnGroupId"":12024},
{""npcSpawnGroupId"":12025, ""bossNpcId"":80024
}]",,"[{""dungeonLimitTime"":180}]"
12002,2,120,100,120022,507,1708,,,
12003,1,2400,1000,120031,507,1708,"[
{""npcSpawnGroupId"":12031},
{""npcSpawnGroupId"":12032},
{""npcSpawnGroupId"":12033},
{""npcSpawnGroupId"":12034, ""bossNpcId"":80034
}]",,"[{""dungeonLimitTime"":180}]"
12003,2,120,100,120032,507,1708,,,
12004,1,2400,1000,120041,507,1708,"[{
""npcSpawnGroupId"":12041},
{""npcSpawnGroupId"":12042},
{""npcSpawnGroupId"":12043},
{""npcSpawnGroupId"":12044},
{""npcSpawnGroupId"":12045, ""bossNpcId"":80044
}]",,"[{""dungeonLimitTime"":180}]"
12004,2,120,100,120042,507,1708,,,
12005,1,2400,1000,120051,507,1708,"[{
""npcSpawnGroupId"":12051},
{""npcSpawnGroupId"":12052},
{""npcSpawnGroupId"":12053},
{""npcSpawnGroupId"":12054},
{""npcSpawnGroupId"":12055, ""bossNpcId"":80055
}]",,"[{""dungeonLimitTime"":180}]"
12005,2,120,100,120052,507,1708,,,
12006,1,2700,1000,120061,507,1708,"[
{""npcSpawnGroupId"":12061},
{""npcSpawnGroupId"":12062},
{""npcSpawnGroupId"":12063},
{""npcSpawnGroupId"":12064, ""bossNpcId"":80064
}]",,"[{""dungeonLimitTime"":180}]"
12006,2,140,100,120062,507,1708,,,
12007,1,2700,1000,120071,507,1708,"[{
""npcSpawnGroupId"":12071},
{""npcSpawnGroupId"":12072},
{""npcSpawnGroupId"":12073},
{""npcSpawnGroupId"":12074},
{""npcSpawnGroupId"":12075, ""bossNpcId"":80074
}]",,"[{""dungeonLimitTime"":180}]"
12007,2,140,100,120072,507,1708,,,
12008,1,3300,1000,120081,507,1708,"[
{""npcSpawnGroupId"":12081},
{""npcSpawnGroupId"":12082},
{""npcSpawnGroupId"":12083},
{""npcSpawnGroupId"":12084, ""bossNpcId"":80084
}]",,"[{""dungeonLimitTime"":180}]"
12008,2,170,100,120082,507,1708,,,
12009,1,3750,1050,120091,507,1708,"[{
""npcSpawnGroupId"":12091},
{""npcSpawnGroupId"":12092},
{""npcSpawnGroupId"":12093},
{""npcSpawnGroupId"":12094},
{""npcSpawnGroupId"":12095, ""bossNpcId"":80094
}]",,"[{""dungeonLimitTime"":180}]"
12009,2,190,100,120092,507,1708,,,
12010,1,4950,1050,120101,507,1708,"[{
""npcSpawnGroupId"":12101},
{""npcSpawnGroupId"":12102},
{""npcSpawnGroupId"":12103},
{""npcSpawnGroupId"":12104},
{""npcSpawnGroupId"":12105, ""bossNpcId"":80105
}]",,"[{""dungeonLimitTime"":180}]"
12010,2,250,100,120102,507,1708,,,
12011,1,5100,1050,120111,507,1708,"[
{""npcSpawnGroupId"":12111},
{""npcSpawnGroupId"":12112},
{""npcSpawnGroupId"":12113},
{""npcSpawnGroupId"":12114, ""bossNpcId"":80114
}]",,"[{""dungeonLimitTime"":180}]"
12011,2,260,200,120112,507,1708,,,
12012,1,5700,1050,120121,507,1708,"[{
""npcSpawnGroupId"":12121},
{""npcSpawnGroupId"":12122},
{""npcSpawnGroupId"":12123},
{""npcSpawnGroupId"":12124},
{""npcSpawnGroupId"":12125, ""bossNpcId"":80124
}]",,"[{""dungeonLimitTime"":180}]"
12012,2,290,200,120122,507,1708,,,
12013,1,7350,1100,120131,507,1708,"[
{""npcSpawnGroupId"":12131},
{""npcSpawnGroupId"":12132},
{""npcSpawnGroupId"":12133},
{""npcSpawnGroupId"":12134, ""bossNpcId"":80134
}]",,"[{""dungeonLimitTime"":180}]"
12013,2,370,200,120132,507,1708,,,
12014,1,8250,1100,120141,507,1708,"[{
""npcSpawnGroupId"":12141},
{""npcSpawnGroupId"":12142},
{""npcSpawnGroupId"":12143},
{""npcSpawnGroupId"":12144},
{""npcSpawnGroupId"":12145, ""bossNpcId"":80144
}]",,"[{""dungeonLimitTime"":180}]"
12014,2,420,200,120142,507,1708,,,
12015,1,9300,1150,120151,507,1708,"[{
""npcSpawnGroupId"":12151},
{""npcSpawnGroupId"":12152},
{""npcSpawnGroupId"":12153},
{""npcSpawnGroupId"":12154},
{""npcSpawnGroupId"":12155, ""bossNpcId"":80155
}]",,"[{""dungeonLimitTime"":180}]"
12015,2,470,200,120152,507,1708,,,
12016,1,11100,1200,120161,507,1708,"[
{""npcSpawnGroupId"":12161},
{""npcSpawnGroupId"":12162},
{""npcSpawnGroupId"":12163},
{""npcSpawnGroupId"":12164, ""bossNpcId"":80164
}]",,"[{""dungeonLimitTime"":180}]"
12016,2,560,200,120162,507,1708,,,
12017,1,12300,1200,120171,507,1708,"[{
""npcSpawnGroupId"":12171},
{""npcSpawnGroupId"":12172},
{""npcSpawnGroupId"":12173},
{""npcSpawnGroupId"":12174},
{""npcSpawnGroupId"":12175, ""bossNpcId"":80174
}]",,"[{""dungeonLimitTime"":180}]"
12017,2,620,200,120172,507,1708,,,
12018,1,13350,1250,120181,507,1708,"[
{""npcSpawnGroupId"":12181},
{""npcSpawnGroupId"":12182},
{""npcSpawnGroupId"":12183},
{""npcSpawnGroupId"":12184, ""bossNpcId"":80184
}]",,"[{""dungeonLimitTime"":180}]"
12018,2,670,200,120182,507,1708,,,
12019,1,16050,1350,120191,507,1708,"[{
""npcSpawnGroupId"":12191},
{""npcSpawnGroupId"":12192},
{""npcSpawnGroupId"":12193},
{""npcSpawnGroupId"":12194},
{""npcSpawnGroupId"":12195, ""bossNpcId"":80194
}]",,"[{""dungeonLimitTime"":180}]"
12019,2,810,200,120192,507,1708,,,
12020,1,17550,1400,120201,507,1708,"[{
""npcSpawnGroupId"":12201},
{""npcSpawnGroupId"":12202},
{""npcSpawnGroupId"":12203},
{""npcSpawnGroupId"":12204},
{""npcSpawnGroupId"":12205, ""bossNpcId"":80205
}]",,"[{""dungeonLimitTime"":180}]"
12020,2,880,200,120202,507,1708,,,
12021,1,19050,1450,120211,507,1708,"[
{""npcSpawnGroupId"":12211},
{""npcSpawnGroupId"":12212},
{""npcSpawnGroupId"":12213},
{""npcSpawnGroupId"":12214, ""bossNpcId"":80214
}]",,"[{""dungeonLimitTime"":180}]"
12021,2,960,300,120212,507,1708,,,
12022,1,19050,1450,120221,507,1708,"[{
""npcSpawnGroupId"":12221},
{""npcSpawnGroupId"":12222},
{""npcSpawnGroupId"":12223},
{""npcSpawnGroupId"":12224},
{""npcSpawnGroupId"":12225, ""bossNpcId"":80224
}]",,"[{""dungeonLimitTime"":180}]"
12022,2,1040,300,120222,507,1708,,,
12023,1,22200,1650,120231,507,1708,"[
{""npcSpawnGroupId"":12231},
{""npcSpawnGroupId"":12232},
{""npcSpawnGroupId"":12233},
{""npcSpawnGroupId"":12234, ""bossNpcId"":80234
}]",,"[{""dungeonLimitTime"":180}]"
12023,2,1110,300,120232,507,1708,,,
12024,1,24000,1750,120241,507,1708,"[{
""npcSpawnGroupId"":12241},
{""npcSpawnGroupId"":12242},
{""npcSpawnGroupId"":12243},
{""npcSpawnGroupId"":12244},
{""npcSpawnGroupId"":12245, ""bossNpcId"":80244
}]",,"[{""dungeonLimitTime"":180}]"
12024,2,1200,300,120242,507,1708,,,
12025,1,28500,1850,120251,507,1708,"[{
""npcSpawnGroupId"":12251},
{""npcSpawnGroupId"":12252},
{""npcSpawnGroupId"":12253},
{""npcSpawnGroupId"":12254},
{""npcSpawnGroupId"":12255, ""bossNpcId"":80255
}]",,"[{""dungeonLimitTime"":180}]"
12025,2,1430,300,120252,507,1708,,,
12026,1,32850,2000,120261,507,1708,"[
{""npcSpawnGroupId"":12261},
{""npcSpawnGroupId"":12262},
{""npcSpawnGroupId"":12263},
{""npcSpawnGroupId"":12264, ""bossNpcId"":80264
}]",,"[{""dungeonLimitTime"":180}]"
12026,2,1650,300,120262,507,1708,,,
12027,1,35250,2100,120271,507,1708,"[{
""npcSpawnGroupId"":12271},
{""npcSpawnGroupId"":12272},
{""npcSpawnGroupId"":12273},
{""npcSpawnGroupId"":12274},
{""npcSpawnGroupId"":12275, ""bossNpcId"":80274
}]",,"[{""dungeonLimitTime"":180}]"
12027,2,1770,300,120272,507,1708,,,
12028,1,37500,2250,120281,507,1708,"[
{""npcSpawnGroupId"":12281},
{""npcSpawnGroupId"":12282},
{""npcSpawnGroupId"":12283},
{""npcSpawnGroupId"":12284, ""bossNpcId"":80284
}]",,"[{""dungeonLimitTime"":180}]"
12028,2,1880,300,120282,507,1708,,,
12029,1,40050,2450,120291,507,1708,"[{
""npcSpawnGroupId"":12291},
{""npcSpawnGroupId"":12292},
{""npcSpawnGroupId"":12293},
{""npcSpawnGroupId"":12294},
{""npcSpawnGroupId"":12295, ""bossNpcId"":80294
}]",,"[{""dungeonLimitTime"":180}]"
12029,2,2010,300,120292,507,1708,,,
12030,1,42750,2600,120301,507,1708,"[{
""npcSpawnGroupId"":12301},
{""npcSpawnGroupId"":12302},
{""npcSpawnGroupId"":12303},
{""npcSpawnGroupId"":12304},
{""npcSpawnGroupId"":12305, ""bossNpcId"":80305
}]",,"[{""dungeonLimitTime"":180}]"
12030,2,2140,300,120302,507,1708,,,
12031,1,45600,2800,120311,507,1708,"[
{""npcSpawnGroupId"":12311},
{""npcSpawnGroupId"":12312},
{""npcSpawnGroupId"":12313},
{""npcSpawnGroupId"":12314, ""bossNpcId"":80314
}]",,"[{""dungeonLimitTime"":180}]"
12031,2,2280,400,120312,507,1708,,,
12032,1,48450,3050,120321,507,1708,"[{
""npcSpawnGroupId"":12321},
{""npcSpawnGroupId"":12322},
{""npcSpawnGroupId"":12323},
{""npcSpawnGroupId"":12324},
{""npcSpawnGroupId"":12325, ""bossNpcId"":80324
}]",,"[{""dungeonLimitTime"":180}]"
12032,2,2430,400,120322,507,1708,,,
12033,1,51150,3250,120331,507,1708,"[
{""npcSpawnGroupId"":12331},
{""npcSpawnGroupId"":12332},
{""npcSpawnGroupId"":12333},
{""npcSpawnGroupId"":12334, ""bossNpcId"":80334
}]",,"[{""dungeonLimitTime"":180}]"
12033,2,2560,400,120332,507,1708,,,
12034,1,54300,3500,120341,507,1708,"[{
""npcSpawnGroupId"":12341},
{""npcSpawnGroupId"":12342},
{""npcSpawnGroupId"":12343},
{""npcSpawnGroupId"":12344},
{""npcSpawnGroupId"":12345, ""bossNpcId"":80344
}]",,"[{""dungeonLimitTime"":180}]"
12034,2,2720,400,120342,507,1708,,,
12035,1,50250,3750,120351,507,1708,"[{
""npcSpawnGroupId"":12351},
{""npcSpawnGroupId"":12352},
{""npcSpawnGroupId"":12353},
{""npcSpawnGroupId"":12354},
{""npcSpawnGroupId"":12355, ""bossNpcId"":80355
}]",,"[{""dungeonLimitTime"":180}]"
12035,2,2520,400,120352,507,1708,,,
12036,1,53250,4050,120361,507,1708,"[
{""npcSpawnGroupId"":12361},
{""npcSpawnGroupId"":12362},
{""npcSpawnGroupId"":12363},
{""npcSpawnGroupId"":12364, ""bossNpcId"":80364
}]",,"[{""dungeonLimitTime"":180}]"
12036,2,2670,400,120362,507,1708,,,
12037,1,56400,4350,120371,507,1708,"[{
""npcSpawnGroupId"":12371},
{""npcSpawnGroupId"":12372},
{""npcSpawnGroupId"":12373},
{""npcSpawnGroupId"":12374},
{""npcSpawnGroupId"":12375, ""bossNpcId"":80374
}]",,"[{""dungeonLimitTime"":180}]"
12037,2,2820,400,120372,507,1708,,,
12038,1,59550,4700,120381,507,1708,"[
{""npcSpawnGroupId"":12381},
{""npcSpawnGroupId"":12382},
{""npcSpawnGroupId"":12383},
{""npcSpawnGroupId"":12384, ""bossNpcId"":80384
}]",,"[{""dungeonLimitTime"":180}]"
12038,2,2980,400,120382,507,1708,,,
12039,1,62550,5050,120391,507,1708,"[{
""npcSpawnGroupId"":12391},
{""npcSpawnGroupId"":12392},
{""npcSpawnGroupId"":12393},
{""npcSpawnGroupId"":12394},
{""npcSpawnGroupId"":12395, ""bossNpcId"":80394
}]",,"[{""dungeonLimitTime"":180}]"
12039,2,3130,400,120392,507,1708,,,
12040,1,66000,5400,120401,507,1708,"[{
""npcSpawnGroupId"":12401},
{""npcSpawnGroupId"":12402},
{""npcSpawnGroupId"":12403},
{""npcSpawnGroupId"":12404},
{""npcSpawnGroupId"":12405, ""bossNpcId"":80405
}]",,"[{""dungeonLimitTime"":180}]"
12040,2,3300,400,120402,507,1708,,,
12041,1,69600,5800,120411,507,1708,"[
{""npcSpawnGroupId"":12411},
{""npcSpawnGroupId"":12412},
{""npcSpawnGroupId"":12413},
{""npcSpawnGroupId"":12414, ""bossNpcId"":80414
}]",,"[{""dungeonLimitTime"":180}]"
12041,2,3480,500,120412,507,1708,,,
12042,1,73200,6250,120421,507,1708,"[{
""npcSpawnGroupId"":12421},
{""npcSpawnGroupId"":12422},
{""npcSpawnGroupId"":12423},
{""npcSpawnGroupId"":12424},
{""npcSpawnGroupId"":12425, ""bossNpcId"":80424
}]",,"[{""dungeonLimitTime"":180}]"
12042,2,3660,500,120422,507,1708,,,
12043,1,77100,6650,120431,507,1708,"[
{""npcSpawnGroupId"":12431},
{""npcSpawnGroupId"":12432},
{""npcSpawnGroupId"":12433},
{""npcSpawnGroupId"":12434, ""bossNpcId"":80434
}]",,"[{""dungeonLimitTime"":180}]"
12043,2,3860,500,120432,507,1708,,,
12044,1,80550,7150,120441,507,1708,"[{
""npcSpawnGroupId"":12441},
{""npcSpawnGroupId"":12442},
{""npcSpawnGroupId"":12443},
{""npcSpawnGroupId"":12444},
{""npcSpawnGroupId"":12445, ""bossNpcId"":80444
}]",,"[{""dungeonLimitTime"":180}]"
12044,2,4030,500,120442,507,1708,,,
12045,1,84750,7650,120451,507,1708,"[{
""npcSpawnGroupId"":12451},
{""npcSpawnGroupId"":12452},
{""npcSpawnGroupId"":12453},
{""npcSpawnGroupId"":12454},
{""npcSpawnGroupId"":12455, ""bossNpcId"":80455
}]",,"[{""dungeonLimitTime"":180}]"
12045,2,4240,500,120452,507,1708,,,
12046,1,88950,8150,120461,507,1708,"[
{""npcSpawnGroupId"":12461},
{""npcSpawnGroupId"":12462},
{""npcSpawnGroupId"":12463},
{""npcSpawnGroupId"":12464, ""bossNpcId"":80464
}]",,"[{""dungeonLimitTime"":180}]"
12046,2,4450,500,120462,507,1708,,,
