Id,RequiredId,AchievementGroupId,Type,GroupType,Param1,TaskType,TaskCondition,CompleteNotifyType,TaskCount,RewardPoint,RewardGem,RewardAdena,RewardItemInfoId,RewardCount,RewardCountDesc,RewardIcon,AchievementIcon
30304,30303,303,3,2,4,51,B,0,650,100,,1500,,,,,Icon_HeroicAchievement_04
30305,30304,303,3,2,5,51,B,0,1950,140,,,410001,1,,Icon_EnchantScroll_01,Icon_HeroicAchievement_04
30306,30305,303,3,2,6,51,B,0,5840,210,,2500,,,,,Icon_HeroicAchievement_04
30307,30306,303,3,2,7,51,B,0,8550,290,,3000,,,,,Icon_HeroicAchievement_04
30308,30307,303,3,2,8,51,B,0,11260,390,,3500,,,,,Icon_HeroicAchievement_04
30309,30308,303,3,2,9,51,B,0,13970,530,,5000,,,,,Icon_HeroicAchievement_04
30310,30309,303,3,2,10,51,B,0,16680,670,,,900010,1,,Icon_Gacha_EnchantScroll,Icon_HeroicAchievement_04
30311,30310,303,3,2,11,51,B,0,19400,830,,7000,,,,,Icon_HeroicAchievement_04
30312,30311,303,3,2,12,51,B,0,22110,1030,,8500,,,,,Icon_HeroicAchievement_04
30313,30312,303,3,2,13,51,B,0,24820,1250,,10000,,,,,Icon_HeroicAchievement_04
30314,30313,303,3,2,14,51,B,0,27530,1510,,12000,,,,,Icon_HeroicAchievement_04
30315,30314,303,3,2,15,51,B,0,30240,1770,,,900010,1,,Icon_Gacha_EnchantScroll,Icon_HeroicAchievement_04
30316,30315,303,3,2,16,51,B,0,32960,1870,,15000,,,,,Icon_HeroicAchievement_04
30317,30316,303,3,2,17,51,B,0,35670,2030,,16000,,,,,Icon_HeroicAchievement_04
30318,30317,303,3,2,18,51,B,0,38380,2240,,17500,,,,,Icon_HeroicAchievement_04
30319,30318,303,3,2,19,51,B,0,41090,2630,,,410001,1,,Icon_EnchantScroll_01,Icon_HeroicAchievement_04
30320,30319,303,3,2,20,51,B,0,43800,3030,,23500,,,,,Icon_HeroicAchievement_04
30401,,304,3,2,1,51,A,0,3,30,,1000,,,,,Icon_HeroicAchievement_04
30402,30401,304,3,2,2,51,A,0,30,50,,1000,,,,,Icon_HeroicAchievement_04
30403,30402,304,3,2,3,51,A,0,80,90,,,900012,1,,Icon_GachaItem_Soulcrystal,Icon_HeroicAchievement_04
30404,30403,304,3,2,4,51,A,0,220,140,,2000,,,,,Icon_HeroicAchievement_04
30405,30404,304,3,2,5,51,A,0,650,220,,,900012,1,,Icon_GachaItem_Soulcrystal,Icon_HeroicAchievement_04
30406,30405,304,3,2,6,51,A,0,1950,330,,3500,,,,,Icon_HeroicAchievement_04
30407,30406,304,3,2,7,51,A,0,2850,460,,4500,,,,,Icon_HeroicAchievement_04
30408,30407,304,3,2,8,51,A,0,3760,630,,,910204,1,,Icon_GachaItem_Soulcrystal,Icon_HeroicAchievement_04
30409,30408,304,3,2,9,51,A,0,4660,870,,7500,,,,,Icon_HeroicAchievement_04
30410,30409,304,3,2,10,51,A,0,5560,1110,,9000,,,,,Icon_HeroicAchievement_04
30411,30410,304,3,2,11,51,A,0,6470,1380,,,910205,1,,Icon_GachaItem_Soulcrystal,Icon_HeroicAchievement_04
30412,30411,304,3,2,12,51,A,0,7370,1710,,13500,,,,,Icon_HeroicAchievement_04
30413,30412,304,3,2,13,51,A,0,8280,2080,,16500,,,,,Icon_HeroicAchievement_04
30414,30413,304,3,2,14,51,A,0,9180,2520,,,900012,1,,Icon_GachaItem_Soulcrystal,Icon_HeroicAchievement_04
30415,30414,304,3,2,15,51,A,0,10080,2960,,23000,,,,,Icon_HeroicAchievement_04
30416,30415,304,3,2,16,51,A,0,10990,3130,,24500,,,,,Icon_HeroicAchievement_04
30417,30416,304,3,2,17,51,A,0,11890,3400,,26500,,,,,Icon_HeroicAchievement_04
30418,30417,304,3,2,18,51,A,0,12800,3760,,,910205,1,,Icon_GachaItem_Soulcrystal,Icon_HeroicAchievement_04
30419,30418,304,3,2,19,51,A,0,13700,4430,,34000,,,,,Icon_HeroicAchievement_04
30420,30419,304,3,2,20,51,A,0,14600,5090,,39000,,,,,Icon_HeroicAchievement_04
30501,,305,3,2,1,51,S,0,1,30,,,490005,50,,Icon_Box_Rune_01,Icon_HeroicAchievement_04
30502,30501,305,3,2,2,51,S,0,3,60,,1500,,,,,Icon_HeroicAchievement_04
30503,30502,305,3,2,3,51,S,0,30,110,,,490005,100,,Icon_Box_Rune_01,Icon_HeroicAchievement_04
30504,30503,305,3,2,4,51,S,0,80,180,,2000,,,,,Icon_HeroicAchievement_04
30505,30504,305,3,2,5,51,S,0,220,290,,3000,,,,,Icon_HeroicAchievement_04
30506,30505,305,3,2,6,51,S,0,650,430,,,490005,100,,Icon_Box_Rune_01,Icon_HeroicAchievement_04
30507,30506,305,3,2,7,51,S,0,950,610,,5500,,,,,Icon_HeroicAchievement_04
30508,30507,305,3,2,8,51,S,0,1250,840,,7000,,,,,Icon_HeroicAchievement_04
30509,30508,305,3,2,9,51,S,0,1540,1150,,,490005,100,,Icon_Box_Rune_01,Icon_HeroicAchievement_04
30510,30509,305,3,2,10,51,S,0,1840,1470,,12000,,,,,Icon_HeroicAchievement_04
30511,30510,305,3,2,11,51,S,0,2140,1830,,,490005,100,,Icon_Box_Rune_01,Icon_HeroicAchievement_04
30512,30511,305,3,2,12,51,S,0,2440,2280,,18000,,,,,Icon_HeroicAchievement_04
30513,30512,305,3,2,13,51,S,0,2740,2770,,21500,,,,,Icon_HeroicAchievement_04
30514,30513,305,3,2,14,51,S,0,3040,3360,,,490005,200,,Icon_Box_Rune_01,Icon_HeroicAchievement_04
30515,30514,305,3,2,15,51,S,0,3340,3940,,30500,,,,,Icon_HeroicAchievement_04
30516,30515,305,3,2,16,51,S,0,3640,4170,,,490005,200,,Icon_Box_Rune_01,Icon_HeroicAchievement_04
30517,30516,305,3,2,17,51,S,0,3940,4530,,35000,,,,,Icon_HeroicAchievement_04
30518,30517,305,3,2,18,51,S,0,4240,5010,,,490005,200,,Icon_Box_Rune_01,Icon_HeroicAchievement_04
30519,30518,305,3,2,19,51,S,0,4530,5900,,45000,,,,,Icon_HeroicAchievement_04
30520,30519,305,3,2,20,51,S,0,4830,6780,,,490005,1000,,Icon_Box_Rune_01,Icon_HeroicAchievement_04
30601,,306,3,2,1,51,R,0,2,30,,,900010,1,,Icon_Gacha_EnchantScroll,Icon_HeroicAchievement_04
30602,30601,306,3,2,2,51,R,0,3,60,,1500,,,,,Icon_HeroicAchievement_04
30603,30602,306,3,2,3,51,R,0,10,110,,1500,,,,,Icon_HeroicAchievement_04
30604,30603,306,3,2,4,51,R,0,30,180,,,900010,1,,Icon_Gacha_EnchantScroll,Icon_HeroicAchievement_04
30605,30604,306,3,2,5,51,R,0,80,280,,3000,,,,,Icon_HeroicAchievement_04
30606,30605,306,3,2,6,51,R,0,220,420,,4000,,,,,Icon_HeroicAchievement_04
30607,30606,306,3,2,7,51,R,0,320,580,,,900010,1,,Icon_Gacha_EnchantScroll,Icon_HeroicAchievement_04
30608,30607,306,3,2,8,51,R,0,420,800,,7000,,,,,Icon_HeroicAchievement_04
30609,30608,306,3,2,9,51,R,0,520,1100,,9000,,,,,Icon_HeroicAchievement_04
30610,30609,306,3,2,10,51,R,0,620,1400,,,900010,1,,Icon_Box_Scroll_01,Icon_HeroicAchievement_04
30611,30610,306,3,2,11,51,R,0,720,1740,,14000,,,,,Icon_HeroicAchievement_04
30612,30611,306,3,2,12,51,R,0,820,2170,,17000,,,,,Icon_HeroicAchievement_04
30613,30612,306,3,2,13,51,R,0,920,2640,,20500,,,,,Icon_HeroicAchievement_04
30614,30613,306,3,2,14,51,R,0,1020,3200,,25000,,,,,Icon_HeroicAchievement_04
30615,30614,306,3,2,15,51,R,0,1120,3750,,,900010,1,,Icon_Box_Scroll_01,Icon_HeroicAchievement_04
30616,30615,306,3,2,16,51,R,0,1220,3970,,30500,,,,,Icon_HeroicAchievement_04
30617,30616,306,3,2,17,51,R,0,1320,4310,,33000,,,,,Icon_HeroicAchievement_04
30618,30617,306,3,2,18,51,R,0,1420,4770,,36500,,,,,Icon_HeroicAchievement_04
30619,30618,306,3,2,19,51,R,0,1510,5620,,43000,,,,,Icon_HeroicAchievement_04
30620,30619,306,3,2,20,51,R,0,1610,6450,,,900010,1,,Icon_Box_Scroll_01,Icon_HeroicAchievement_04
30701,,307,3,2,1,51,SR,0,1,30,,,900011,1,,Icon_Gacha_EnchantScroll,Icon_HeroicAchievement_04
30702,30701,307,3,2,2,51,SR,0,3,70,,1500,,,,,Icon_HeroicAchievement_04
30703,30702,307,3,2,3,51,SR,0,7,120,,,410012,1,,Icon_EnchantScroll_05,Icon_HeroicAchievement_04
30704,30703,307,3,2,4,51,SR,0,10,200,,2500,,,,,Icon_HeroicAchievement_04
30705,30704,307,3,2,5,51,SR,0,20,320,,,410013,1,,Icon_EnchantScroll_06,Icon_HeroicAchievement_04
30706,30705,307,3,2,6,51,SR,0,60,480,,4500,,,,,Icon_HeroicAchievement_04
30707,30706,307,3,2,7,51,SR,0,80,680,,,410011,1,,Icon_EnchantScroll_04,Icon_HeroicAchievement_04
30708,30707,307,3,2,8,51,SR,0,110,930,,8000,,,,,Icon_HeroicAchievement_04
30709,30708,307,3,2,9,51,SR,0,130,1280,,,900011,1,,Icon_Gacha_EnchantScroll,Icon_HeroicAchievement_04
30710,30709,307,3,2,10,51,SR,0,160,1630,,13000,,,,,Icon_HeroicAchievement_04
30711,30710,307,3,2,11,51,SR,0,180,2030,,,900011,1,,Icon_Gacha_EnchantScroll,Icon_HeroicAchievement_04
30712,30711,307,3,2,12,51,SR,0,210,2530,,20000,,,,,Icon_HeroicAchievement_04
30713,30712,307,3,2,13,51,SR,0,240,3080,,,900011,1,,Icon_Gacha_EnchantScroll,Icon_HeroicAchievement_04
30714,30713,307,3,2,14,51,SR,0,260,3730,,29000,,,,,Icon_HeroicAchievement_04
30715,30714,307,3,2,15,51,SR,0,290,4380,,33500,,,,,Icon_HeroicAchievement_04
30716,30715,307,3,2,16,51,SR,0,310,4630,,,900011,1,,Icon_Gacha_EnchantScroll,Icon_HeroicAchievement_04
30717,30716,307,3,2,17,51,SR,0,340,5030,,38500,,,,,Icon_HeroicAchievement_04
30718,30717,307,3,2,18,51,SR,0,360,5560,,,900011,1,,Icon_Gacha_EnchantScroll,Icon_HeroicAchievement_04
30719,30718,307,3,2,19,51,SR,0,390,6550,,50000,,,,,Icon_HeroicAchievement_04
30720,30719,307,3,2,20,51,SR,0,410,7530,,,900011,1,,Icon_Gacha_EnchantScroll,Icon_HeroicAchievement_04
30901,,309,3,2,1,57,,0,30,30,,1000,,,,,Icon_HeroicAchievement_04
30902,30901,309,3,2,2,57,,0,110,40,,1000,,,,,Icon_HeroicAchievement_04
30903,30902,309,3,2,3,57,,0,280,60,,1500,,,,,Icon_HeroicAchievement_04
30904,30903,309,3,2,4,57,,0,700,110,,,910007,2,,Icon_Box_Herb_01,Icon_HeroicAchievement_04
30905,30904,309,3,2,5,57,,0,2400,310,,3000,,,,,Icon_HeroicAchievement_04
30906,30905,309,3,2,6,57,,0,4900,610,,5500,,,,,Icon_HeroicAchievement_04
30907,30906,309,3,2,7,57,,0,6400,800,,7000,,,,,Icon_HeroicAchievement_04
30908,30907,309,3,2,8,57,,0,9000,1100,,9000,,,,,Icon_HeroicAchievement_04
30909,30908,309,3,2,9,57,,0,12000,1420,,11500,,,,,Icon_HeroicAchievement_04
30910,30909,309,3,2,10,57,,0,16000,1960,,,910007,2,,Icon_Box_Herb_01,Icon_HeroicAchievement_04
30911,30910,309,3,2,11,57,,0,20000,2380,,18500,,,,,Icon_HeroicAchievement_04
30912,30911,309,3,2,12,57,,0,22000,2730,,21500,,,,,Icon_HeroicAchievement_04
30913,30912,309,3,2,13,57,,0,25000,3030,,23500,,,,,Icon_HeroicAchievement_04
30914,30913,309,3,2,14,57,,0,27000,3250,,25000,,,,,Icon_HeroicAchievement_04
30915,30914,309,3,2,15,57,,0,30000,3650,,28000,,,,,Icon_HeroicAchievement_04
30916,30915,309,3,2,16,57,,0,34000,4100,,,910007,3,,Icon_Box_Herb_01,Icon_HeroicAchievement_04
30917,30916,309,3,2,17,57,,0,37000,4490,,34500,,,,,Icon_HeroicAchievement_04
30918,30917,309,3,2,18,57,,0,44000,5320,,,910007,2,,Icon_Box_Herb_01,Icon_HeroicAchievement_04
30919,30918,309,3,2,19,57,,0,51000,6180,,47000,,,,,Icon_HeroicAchievement_04
30920,30919,309,3,2,20,57,,0,59000,7080,,54000,,,,,Icon_HeroicAchievement_04
31001,,310,3,2,1,56,,4,3,30,,,900009,1,,Icon_GachaItem_Transcendence,Icon_HeroicAchievement_04
31002,31001,310,3,2,2,56,,4,5,30,,1000,,,,,Icon_HeroicAchievement_04
31003,31002,310,3,2,3,56,,4,6,40,,,900009,1,,Icon_GachaItem_Transcendence,Icon_HeroicAchievement_04
31004,31003,310,3,2,4,56,,4,8,70,,1500,,,,,Icon_HeroicAchievement_04
31005,31004,310,3,2,5,56,,4,10,150,,2000,,,,,Icon_HeroicAchievement_04
31006,31005,310,3,2,6,56,,4,12,190,,2000,,,,,Icon_HeroicAchievement_04
31007,31006,310,3,2,7,56,,4,14,230,,2500,,,,,Icon_HeroicAchievement_04
31008,31007,310,3,2,8,56,,4,16,330,,,900009,1,,Icon_GachaItem_Transcendence,Icon_HeroicAchievement_04
31009,31008,310,3,2,9,56,,4,18,430,,4000,,,,,Icon_HeroicAchievement_04
31010,31009,310,3,2,10,56,,4,20,630,,5500,,,,,Icon_HeroicAchievement_04
31011,31010,310,3,2,11,56,,4,21,830,,7000,,,,,Icon_HeroicAchievement_04
31012,31011,310,3,2,12,56,,4,22,1030,,,900009,1,,Icon_GachaItem_Transcendence,Icon_HeroicAchievement_04
31013,31012,310,3,2,13,56,,4,23,1230,,10000,,,,,Icon_HeroicAchievement_04
31014,31013,310,3,2,14,56,,4,24,1630,,13000,,,,,Icon_HeroicAchievement_04
31015,31014,310,3,2,15,56,,4,25,2030,,16000,,,,,Icon_HeroicAchievement_04
31016,31015,310,3,2,16,56,,4,26,2430,,,900009,1,,Icon_GachaItem_Transcendence,Icon_HeroicAchievement_04
31017,31016,310,3,2,17,56,,4,27,2830,,22000,,,,,Icon_HeroicAchievement_04
31018,31017,310,3,2,18,56,,4,28,3230,,25000,,,,,Icon_HeroicAchievement_04
31019,31018,310,3,2,19,56,,4,29,3630,,28000,,,,,Icon_HeroicAchievement_04
31020,31019,310,3,2,20,56,,4,30,4030,,31000,,,,,Icon_HeroicAchievement_04
31101,,311,3,2,1,53,,4,7,30,,1000,,,,,Icon_HeroicAchievement_04
31102,31101,311,3,2,2,53,,4,50,40,,1000,,1,,Icon_Asset_Protector_01,Icon_HeroicAchievement_04
31103,31102,311,3,2,3,53,,4,120,70,,1500,,,,,Icon_HeroicAchievement_04
31104,31103,311,3,2,4,53,,4,450,200,,2500,,1,,Icon_Asset_Protector_01,Icon_HeroicAchievement_04
31105,31104,311,3,2,5,53,,4,1000,430,,4000,,,,,Icon_HeroicAchievement_04
31106,31105,311,3,2,6,53,,4,1200,520,,4500,,,,,Icon_HeroicAchievement_04
31107,31106,311,3,2,7,53,,4,1400,590,,5000,,,,,Icon_HeroicAchievement_04
31108,31107,311,3,2,8,53,,4,1700,700,,6000,,1,,Icon_Asset_Protector_01,Icon_HeroicAchievement_04
31109,31108,311,3,2,9,53,,4,1900,780,,6500,,,,,Icon_HeroicAchievement_04
31110,31109,311,3,2,10,53,,4,2000,830,,7000,,1,,Icon_Asset_Protector_01,Icon_HeroicAchievement_04
31111,31110,311,3,2,11,53,,4,2800,1140,,9500,,,,,Icon_HeroicAchievement_04
31112,31111,311,3,2,12,53,,4,3500,1440,,11500,,,,,Icon_HeroicAchievement_04
31113,31112,311,3,2,13,53,,4,4600,1860,,15000,,1,,Icon_Asset_Protector_01,Icon_HeroicAchievement_04
31114,31113,311,3,2,14,53,,4,5600,2260,,17500,,1,,Icon_Asset_Protector_01,Icon_HeroicAchievement_04
31115,31114,311,3,2,15,53,,4,6500,2630,,20500,,,,,Icon_HeroicAchievement_04
31116,31115,311,3,2,16,53,,4,7800,3140,,24500,,,,,Icon_HeroicAchievement_04
31117,31116,311,3,2,17,53,,4,9800,3950,,30500,,1,,Icon_Asset_Protector_01,Icon_HeroicAchievement_04
31118,31117,311,3,2,18,53,,4,12000,4660,,35500,,,,,Icon_HeroicAchievement_04
31119,31118,311,3,2,19,53,,4,16000,6250,,47500,,1,,Icon_Asset_Protector_01,Icon_HeroicAchievement_04
31120,31119,311,3,2,20,53,,4,18000,7050,,53500,,1,,Icon_Asset_Protector_01,Icon_HeroicAchievement_04
31201,,312,3,2,1,55,,4,5,30,,,490011,1,,Icon_Box_Adena_02,Icon_HeroicAchievement_04
31202,31201,312,3,2,2,55,,4,30,40,,1000,,,,,Icon_HeroicAchievement_04
31203,31202,312,3,2,3,55,,4,80,70,,,490011,1,,Icon_Box_Adena_02,Icon_HeroicAchievement_04
31204,31203,312,3,2,4,55,,4,290,220,,2500,,,,,Icon_HeroicAchievement_04
31205,31204,312,3,2,5,55,,4,700,460,,4500,,,,,Icon_HeroicAchievement_04
31206,31205,312,3,2,6,55,,4,800,560,,5000,,,,,Icon_HeroicAchievement_04
31207,31206,312,3,2,7,55,,4,900,640,,5500,,,,,Icon_HeroicAchievement_04
31208,31207,312,3,2,8,55,,4,1100,760,,,490011,1,,Icon_Box_Adena_02,Icon_HeroicAchievement_04
31209,31208,312,3,2,9,55,,4,1200,840,,7000,,,,,Icon_HeroicAchievement_04
31210,31209,312,3,2,10,55,,4,1300,890,,7500,,,,,Icon_HeroicAchievement_04
31211,31210,312,3,2,11,55,,4,1800,1230,,,490011,2,,Icon_Box_Adena_02,Icon_HeroicAchievement_04
31212,31211,312,3,2,12,55,,4,2300,1560,,12500,,,,,Icon_HeroicAchievement_04
31213,31212,312,3,2,13,55,,4,3000,2020,,16000,,,,,Icon_HeroicAchievement_04
31214,31213,312,3,2,14,55,,4,3600,2440,,,490011,3,,Icon_Box_Adena_02,Icon_HeroicAchievement_04
31215,31214,312,3,2,15,55,,4,4200,2840,,22000,,,,,Icon_HeroicAchievement_04
31216,31215,312,3,2,16,55,,4,5100,3390,,26500,,,,,Icon_HeroicAchievement_04
31217,31216,312,3,2,17,55,,4,6400,4270,,,490011,4,,Icon_Box_Adena_02,Icon_HeroicAchievement_04
31218,31217,312,3,2,18,55,,4,8000,5040,,38500,,,,,Icon_HeroicAchievement_04
31219,31218,312,3,2,19,55,,4,10000,6770,,51500,,,,,Icon_HeroicAchievement_04
31220,31219,312,3,2,20,55,,4,11000,7640,,,490011,5,,Icon_Box_Adena_02,Icon_HeroicAchievement_04
31301,,313,3,2,1,54,,4,2,30,,1000,,,,,Icon_HeroicAchievement_04
31302,31301,313,3,2,2,54,,4,20,40,,,410001,1,,Icon_EnchantScroll_01,Icon_HeroicAchievement_04
31303,31302,313,3,2,3,54,,4,40,70,,1500,,,,,Icon_HeroicAchievement_04
31304,31303,313,3,2,4,54,,4,160,180,,,900010,1,,Icon_Gacha_EnchantScroll,Icon_HeroicAchievement_04
31305,31304,313,3,2,5,54,,4,350,380,,3500,,,,,Icon_HeroicAchievement_04
31306,31305,313,3,2,6,54,,4,430,450,,,410002,1,,Icon_EnchantScroll_02,Icon_HeroicAchievement_04
31307,31306,313,3,2,7,54,,4,500,520,,4500,,,,,Icon_HeroicAchievement_04
31308,31307,313,3,2,8,54,,4,590,610,,5500,,,,,Icon_HeroicAchievement_04
31309,31308,313,3,2,9,54,,4,660,680,,,900010,1,,Icon_Gacha_EnchantScroll,Icon_HeroicAchievement_04
31310,31309,313,3,2,10,54,,4,700,730,,6500,,,,,Icon_HeroicAchievement_04
31311,31310,313,3,2,11,54,,4,980,1000,,8500,,,,,Icon_HeroicAchievement_04
31312,31311,313,3,2,12,54,,4,1200,1260,,,900010,1,,Icon_Gacha_EnchantScroll,Icon_HeroicAchievement_04
31313,31312,313,3,2,13,54,,4,1600,1630,,13000,,,,,Icon_HeroicAchievement_04
31314,31313,313,3,2,14,54,,4,2000,1980,,15500,,,,,Icon_HeroicAchievement_04
31315,31314,313,3,2,15,54,,4,2300,2300,,18000,,,,,Icon_HeroicAchievement_04
31316,31315,313,3,2,16,54,,4,2700,2750,,,410003,1,,Icon_EnchantScroll_03,Icon_HeroicAchievement_04
31317,31316,313,3,2,17,54,,4,3400,3460,,26500,,,,,Icon_HeroicAchievement_04
31318,31317,313,3,2,18,54,,4,4100,4080,,31500,,,,,Icon_HeroicAchievement_04
31319,31318,313,3,2,19,54,,4,5400,5470,,,900010,1,,Icon_Box_Scroll_01,Icon_HeroicAchievement_04
31320,31319,313,3,2,20,54,,4,6200,6170,,,410003,1,,Icon_EnchantScroll_03,Icon_HeroicAchievement_04
31401,,314,3,2,1,60,,4,2,30,,1000,,,,,Icon_HeroicAchievement_04
31402,31401,314,3,2,2,60,,4,30,60,,1500,,,,,Icon_HeroicAchievement_04
31403,31402,314,3,2,3,60,,4,50,90,,1500,,,,,Icon_HeroicAchievement_04
31404,31403,314,3,2,4,60,,4,80,130,,,490008,1,,Icon_Box_Exp_02,Icon_HeroicAchievement_04
31405,31404,314,3,2,5,60,,4,100,160,,2000,,,,,Icon_HeroicAchievement_04
31406,31405,314,3,2,6,60,,4,150,230,,2500,,,,,Icon_HeroicAchievement_04
31407,31406,314,3,2,7,60,,4,200,290,,,490008,1,,Icon_Box_Exp_02,Icon_HeroicAchievement_04
31408,31407,314,3,2,8,60,,4,300,430,,4000,,,,,Icon_HeroicAchievement_04
31409,31408,314,3,2,9,60,,4,400,560,,,490008,1,,Icon_Box_Exp_02,Icon_HeroicAchievement_04
31410,31409,314,3,2,10,60,,4,500,690,,6000,,,,,Icon_HeroicAchievement_04
31411,31410,314,3,2,11,60,,4,600,830,,7000,,,,,Icon_HeroicAchievement_04
31412,31411,314,3,2,12,60,,4,700,960,,8000,,,,,Icon_HeroicAchievement_04
31413,31412,314,3,2,13,60,,4,800,1090,,,490008,1,,Icon_Box_Exp_02,Icon_HeroicAchievement_04
31414,31413,314,3,2,14,60,,4,900,1230,,,490008,1,,Icon_Box_Exp_02,Icon_HeroicAchievement_04
31415,31414,314,3,2,15,60,,4,1000,1360,,11000,,,,,Icon_HeroicAchievement_04
31416,31415,314,3,2,16,60,,4,1200,1630,,13000,,,,,Icon_HeroicAchievement_04
31417,31416,314,3,2,17,60,,4,1400,1890,,15000,,,,,Icon_HeroicAchievement_04
31418,31417,314,3,2,18,60,,4,1600,2160,,17000,,,,,Icon_HeroicAchievement_04
31419,31418,314,3,2,19,60,,4,1800,2430,,,490008,1,,Icon_Box_Exp_02,Icon_HeroicAchievement_04
31420,31419,314,3,2,20,60,,4,2000,2700,,16000,,,,,Icon_HeroicAchievement_04
31501,,315,3,2,1,58,,4,2,30,,,490013,1,,Icon_Box_Dia_04,Icon_HeroicAchievement_04
31502,31501,315,3,2,2,58,,4,10,60,,1000,,,,,Icon_HeroicAchievement_04
31503,31502,315,3,2,3,58,,4,20,100,,1500,,,,,Icon_HeroicAchievement_04
31504,31503,315,3,2,4,58,,4,40,150,,2000,,,,,Icon_HeroicAchievement_04
31505,31504,315,3,2,5,58,,4,50,230,,2500,,,,,Icon_HeroicAchievement_04
31506,31505,315,3,2,6,58,,4,80,310,,,490013,1,,Icon_Box_Dia_04,Icon_HeroicAchievement_04
31507,31506,315,3,2,7,58,,4,100,420,,4000,,,,,Icon_HeroicAchievement_04
31508,31507,315,3,2,8,58,,4,130,550,,5000,,,,,Icon_HeroicAchievement_04
31509,31508,315,3,2,9,58,,4,160,670,,6000,,,,,Icon_HeroicAchievement_04
31510,31509,315,3,2,10,58,,4,200,830,,7000,,,,,Icon_HeroicAchievement_04
31511,31510,315,3,2,11,58,,4,240,990,,8000,,,,,Icon_HeroicAchievement_04
31512,31511,315,3,2,12,58,,4,290,1190,,,490013,1,,Icon_Box_Dia_04,Icon_HeroicAchievement_04
31513,31512,315,3,2,13,58,,4,340,1390,,11000,,,,,Icon_HeroicAchievement_04
31514,31513,315,3,2,14,58,,4,390,1590,,12500,,,,,Icon_HeroicAchievement_04
31515,31514,315,3,2,15,58,,4,450,1830,,23500,,,,,Icon_HeroicAchievement_04
31516,31515,315,3,2,16,58,,4,510,2070,,,490013,1,,Icon_Box_Dia_04,Icon_HeroicAchievement_04
31517,31516,315,3,2,17,58,,4,580,2310,,18500,,,,,Icon_HeroicAchievement_04
31518,31517,315,3,2,18,58,,4,650,2550,,20500,,,,,Icon_HeroicAchievement_04
31519,31518,315,3,2,19,58,,4,720,2830,,22500,,,,,Icon_HeroicAchievement_04
31520,31519,315,3,2,20,58,,4,800,3110,,,490013,1,,Icon_Box_Dia_04,Icon_HeroicAchievement_04
31601,,316,3,2,1,61,,4,1,40,,,900010,1,,Icon_Gacha_EnchantScroll,Icon_HeroicAchievement_04
31602,31601,316,3,2,2,61,,4,3,70,,1500,,,,,Icon_HeroicAchievement_04
31603,31602,316,3,2,3,61,,4,5,90,,,410001,1,,Icon_EnchantScroll_01,Icon_HeroicAchievement_04
31604,31603,316,3,2,4,61,,4,16,240,,2500,,,,,Icon_HeroicAchievement_04
31605,31604,316,3,2,5,61,,4,24,350,,3500,,,,,Icon_HeroicAchievement_04
31606,31605,316,3,2,6,61,,4,32,450,,4000,,,,,Icon_HeroicAchievement_04
31607,31606,316,3,2,7,61,,4,40,560,,5000,,,,,Icon_HeroicAchievement_04
31608,31607,316,3,2,8,61,,4,50,690,,,410003,1,,Icon_EnchantScroll_03,Icon_HeroicAchievement_04
31609,31608,316,3,2,9,61,,4,58,800,,7000,,,,,Icon_HeroicAchievement_04
31610,31609,316,3,2,10,61,,4,70,960,,8000,,,,,Icon_HeroicAchievement_04
31611,31610,316,3,2,11,61,,4,80,1090,,9000,,,,,Icon_HeroicAchievement_04
31612,31611,316,3,2,12,61,,4,92,1250,,,900010,1,,Icon_Gacha_EnchantScroll,Icon_HeroicAchievement_04
31613,31612,316,3,2,13,61,,4,104,1410,,11500,,,,,Icon_HeroicAchievement_04
31614,31613,316,3,2,14,61,,4,116,1570,,12500,,,,,Icon_HeroicAchievement_04
31615,31614,316,3,2,15,61,,4,130,1760,,,410002,1,,Icon_EnchantScroll_02,Icon_HeroicAchievement_04
31616,31615,316,3,2,16,61,,4,144,1950,,15500,,,,,Icon_HeroicAchievement_04
31617,31616,316,3,2,17,61,,4,180,2430,,19000,,,,,Icon_HeroicAchievement_04
31618,31617,316,3,2,18,61,,4,220,2960,,23000,,,,,Icon_HeroicAchievement_04
31619,31618,316,3,2,19,61,,4,260,3490,,,900010,1,,Icon_Gacha_EnchantScroll,Icon_HeroicAchievement_04
31620,31619,316,3,2,20,61,,4,300,4030,,31000,,,,,Icon_HeroicAchievement_04
31701,,317,3,2,1,69,,4,1,40,,,490011,1,,Icon_Box_Adena_02,Icon_HeroicAchievement_04
31702,31701,317,3,2,2,69,,4,5,110,,1500,,,,,Icon_HeroicAchievement_04
31703,31702,317,3,2,3,69,,4,10,190,,2500,,,,,Icon_HeroicAchievement_04
31704,31703,317,3,2,4,69,,4,30,530,,,490011,1,,Icon_Box_Adena_02,Icon_HeroicAchievement_04
31705,31704,317,3,2,5,69,,4,50,860,,7500,,,,,Icon_HeroicAchievement_04
31706,31705,317,3,2,6,69,,4,80,1360,,11000,,,,,Icon_HeroicAchievement_04
31707,31706,317,3,2,7,69,,4,100,1690,,,490011,1,,Icon_Box_Adena_02,Icon_HeroicAchievement_04
31708,31707,317,3,2,8,69,,4,120,2030,,16000,,,,,Icon_HeroicAchievement_04
31709,31708,317,3,2,9,69,,4,140,2360,,,490011,1,,Icon_Box_Adena_02,Icon_HeroicAchievement_04
