ItemGrade,EquipmentType,WeaponType,Level,EnchantEfficiency,SuccessRate,SuccessRateBless,FailurePenalty,RequiredAdena,RequiredProtectionJewel,RequiredEnchantScroll
6,1,3,7,44,5000,5000,1,16700,3,2
6,1,3,8,52,4500,4500,1,16700,3,2
6,1,3,9,60,4500,4500,1,16700,4,2
6,1,3,10,70,4500,4500,0,33400,4,3
6,1,3,11,80,4500,4500,1,33400,5,3
6,1,3,12,90,4500,4500,1,33400,5,3
6,1,3,13,100,4000,4000,1,33400,6,3
6,1,3,14,110,4000,4000,1,33400,6,3
6,1,3,15,122,4000,4000,1,33400,7,4
6,1,3,16,134,4000,4000,1,66700,7,4
6,1,3,17,146,4000,4000,1,66700,8,4
6,1,3,18,158,3500,3500,1,66700,8,4
6,1,3,19,170,3500,3500,1,66700,9,4
6,1,3,20,185,3500,3500,0,66700,9,5
6,1,3,21,200,3500,3500,1,66700,10,5
6,1,3,22,215,3500,3500,1,66700,10,5
6,1,3,23,230,3000,3000,1,66700,11,5
6,1,3,24,245,3000,3000,1,66700,11,5
6,1,3,25,265,3000,3000,1,66700,12,6
6,1,3,26,285,3000,3000,1,100000,12,6
6,1,3,27,305,3000,3000,1,100000,13,6
6,1,3,28,325,2500,2500,1,100000,13,6
6,1,3,29,345,2500,2500,1,166700,14,6
6,1,3,30,370,,,,,,
6,1,4,0,0,10000,10000,0,3400,0,1
6,1,4,1,5,10000,10000,0,3400,0,1
6,1,4,2,10,10000,10000,0,3400,0,1
6,1,4,3,15,9000,9000,1,3400,1,1
6,1,4,4,20,8000,8000,1,3400,1,1
6,1,4,5,28,7000,7000,1,16700,2,2
6,1,4,6,36,6000,6000,1,16700,2,2
6,1,4,7,44,5000,5000,1,16700,3,2
6,1,4,8,52,4500,4500,1,16700,3,2
6,1,4,9,60,4500,4500,1,16700,4,2
6,1,4,10,70,4500,4500,0,33400,4,3
6,1,4,11,80,4500,4500,1,33400,5,3
6,1,4,12,90,4500,4500,1,33400,5,3
6,1,4,13,100,4000,4000,1,33400,6,3
6,1,4,14,110,4000,4000,1,33400,6,3
6,1,4,15,122,4000,4000,1,33400,7,4
6,1,4,16,134,4000,4000,1,66700,7,4
6,1,4,17,146,4000,4000,1,66700,8,4
6,1,4,18,158,3500,3500,1,66700,8,4
6,1,4,19,170,3500,3500,1,66700,9,4
6,1,4,20,185,3500,3500,0,66700,9,5
6,1,4,21,200,3500,3500,1,66700,10,5
6,1,4,22,215,3500,3500,1,66700,10,5
6,1,4,23,230,3000,3000,1,66700,11,5
6,1,4,24,245,3000,3000,1,66700,11,5
6,1,4,25,265,3000,3000,1,66700,12,6
6,1,4,26,285,3000,3000,1,100000,12,6
6,1,4,27,305,3000,3000,1,100000,13,6
6,1,4,28,325,2500,2500,1,100000,13,6
6,1,4,29,345,2500,2500,1,166700,14,6
6,1,4,30,370,,,,,,
6,1,5,0,0,10000,10000,0,3400,0,1
6,1,5,1,5,10000,10000,0,3400,0,1
6,1,5,2,10,10000,10000,0,3400,0,1
6,1,5,3,15,9000,9000,1,3400,1,1
6,1,5,4,20,8000,8000,1,3400,1,1
6,1,5,5,28,7000,7000,1,16700,2,2
6,1,5,6,36,6000,6000,1,16700,2,2
6,1,5,7,44,5000,5000,1,16700,3,2
6,1,5,8,52,4500,4500,1,16700,3,2
6,1,5,9,60,4500,4500,1,16700,4,2
6,1,5,10,70,4500,4500,0,33400,4,3
6,1,5,11,80,4500,4500,1,33400,5,3
6,1,5,12,90,4500,4500,1,33400,5,3
6,1,5,13,100,4000,4000,1,33400,6,3
6,1,5,14,110,4000,4000,1,33400,6,3
6,1,5,15,122,4000,4000,1,33400,7,4
6,1,5,16,134,4000,4000,1,66700,7,4
6,1,5,17,146,4000,4000,1,66700,8,4
6,1,5,18,158,3500,3500,1,66700,8,4
6,1,5,19,170,3500,3500,1,66700,9,4
6,1,5,20,185,3500,3500,0,66700,9,5
6,1,5,21,200,3500,3500,1,66700,10,5
6,1,5,22,215,3500,3500,1,66700,10,5
6,1,5,23,230,3000,3000,1,66700,11,5
6,1,5,24,245,3000,3000,1,66700,11,5
6,1,5,25,265,3000,3000,1,66700,12,6
6,1,5,26,285,3000,3000,1,100000,12,6
6,1,5,27,305,3000,3000,1,100000,13,6
6,1,5,28,325,2500,2500,1,100000,13,6
6,1,5,29,345,2500,2500,1,166700,14,6
6,1,5,30,370,,,,,,
6,2,6,0,0,10000,10000,0,900,0,1
6,2,6,1,5,10000,10000,0,900,0,1
6,2,6,2,10,10000,10000,0,900,0,1
6,2,6,3,15,9000,9000,1,900,1,1
6,2,6,4,20,8000,8000,1,900,1,1
6,2,6,5,28,7000,7000,1,4200,2,2
6,2,6,6,36,6000,6000,1,4200,2,2
6,2,6,7,44,5000,5000,1,4200,3,2
6,2,6,8,52,4500,4500,1,4200,3,2
6,2,6,9,60,4500,4500,1,4200,4,2
6,2,6,10,70,4500,4500,0,8400,4,3
6,2,6,11,80,4500,4500,1,8400,5,3
6,2,6,12,90,4500,4500,1,8400,5,3
6,2,6,13,100,4000,4000,1,8400,6,3
6,2,6,14,110,4000,4000,1,8400,6,3
6,2,6,15,122,4000,4000,1,8400,7,4
6,2,6,16,134,4000,4000,1,16700,7,4
6,2,6,17,146,4000,4000,1,16700,8,4
6,2,6,18,158,3500,3500,1,16700,8,4
6,2,6,19,170,3500,3500,1,16700,9,4
6,2,6,20,185,3500,3500,0,16700,9,5
6,2,6,21,200,3500,3500,1,16700,10,5
6,2,6,22,215,3500,3500,1,16700,10,5
6,2,6,23,230,3000,3000,1,16700,11,5
6,2,6,24,245,3000,3000,1,16700,11,5
6,2,6,25,265,3000,3000,1,16700,12,6
6,2,6,26,285,3000,3000,1,25000,12,6
6,2,6,27,305,3000,3000,1,25000,13,6
6,2,6,28,325,2500,2500,1,25000,13,6
6,2,6,29,345,2500,2500,1,41700,14,6
6,2,6,30,370,,,,,,
6,6,6,0,0,10000,10000,0,900,0,1
6,6,6,1,5,10000,10000,0,900,0,1
6,6,6,2,10,10000,10000,0,900,0,1
6,6,6,3,15,9000,9000,1,900,1,1
6,6,6,4,20,8000,8000,1,900,1,1
6,6,6,5,28,7000,7000,1,4200,2,2
6,6,6,6,36,6000,6000,1,4200,2,2
6,6,6,7,44,5000,5000,1,4200,3,2
6,6,6,8,52,4500,4500,1,4200,3,2
6,6,6,9,60,4500,4500,1,4200,4,2
6,6,6,10,70,4500,4500,0,8400,4,3
6,6,6,11,80,4500,4500,1,8400,5,3
6,6,6,12,90,4500,4500,1,8400,5,3
6,6,6,13,100,4000,4000,1,8400,6,3
6,6,6,14,110,4000,4000,1,8400,6,3
6,6,6,15,122,4000,4000,1,8400,7,4
6,6,6,16,134,4000,4000,1,16700,7,4
6,6,6,17,146,4000,4000,1,16700,8,4
6,6,6,18,158,3500,3500,1,16700,8,4
6,6,6,19,170,3500,3500,1,16700,9,4
6,6,6,20,185,3500,3500,0,16700,9,5
6,6,6,21,200,3500,3500,1,16700,10,5
6,6,6,22,215,3500,3500,1,16700,10,5
6,6,6,23,230,3000,3000,1,16700,11,5
6,6,6,24,245,3000,3000,1,16700,11,5
6,6,6,25,265,3000,3000,1,16700,12,6
6,6,6,26,285,3000,3000,1,25000,12,6
6,6,6,27,305,3000,3000,1,25000,13,6
6,6,6,28,325,2500,2500,1,25000,13,6
6,6,6,29,345,2500,2500,1,41700,14,6
6,6,6,30,370,,,,,,
6,8,6,0,0,10000,10000,0,900,0,1
6,8,6,1,5,10000,10000,0,900,0,1
6,8,6,2,10,10000,10000,0,900,0,1
6,8,6,3,15,9000,9000,1,900,1,1
6,8,6,4,20,8000,8000,1,900,1,1
6,8,6,5,28,7000,7000,1,4200,2,2
6,8,6,6,36,6000,6000,1,4200,2,2
6,8,6,7,44,5000,5000,1,4200,3,2
6,8,6,8,52,4500,4500,1,4200,3,2
6,8,6,9,60,4500,4500,1,4200,4,2
6,8,6,10,70,4500,4500,0,8400,4,3
6,8,6,11,80,4500,4500,1,8400,5,3
6,8,6,12,90,4500,4500,1,8400,5,3
6,8,6,13,100,4000,4000,1,8400,6,3
6,8,6,14,110,4000,4000,1,8400,6,3
6,8,6,15,122,4000,4000,1,8400,7,4
6,8,6,16,134,4000,4000,1,16700,7,4
6,8,6,17,146,4000,4000,1,16700,8,4
6,8,6,18,158,3500,3500,1,16700,8,4
6,8,6,19,170,3500,3500,1,16700,9,4
6,8,6,20,185,3500,3500,0,16700,9,5
6,8,6,21,200,3500,3500,1,16700,10,5
6,8,6,22,215,3500,3500,1,16700,10,5
6,8,6,23,230,3000,3000,1,16700,11,5
6,8,6,24,245,3000,3000,1,16700,11,5
6,8,6,25,265,3000,3000,1,16700,12,6
6,8,6,26,285,3000,3000,1,25000,12,6
6,8,6,27,305,3000,3000,1,25000,13,6
6,8,6,28,325,2500,2500,1,25000,13,6
6,8,6,29,345,2500,2500,1,41700,14,6
6,8,6,30,370,,,,,,
6,0,6,0,0,10000,10000,0,900,0,1
6,0,6,1,5,10000,10000,0,900,0,1
6,0,6,2,10,10000,10000,0,900,0,1
6,0,6,3,15,9000,9000,1,900,1,1
6,0,6,4,20,8000,8000,1,900,1,1
6,0,6,5,28,7000,7000,1,4200,2,2
6,0,6,6,36,6000,6000,1,4200,2,2
6,0,6,7,44,5000,5000,1,4200,3,2
6,0,6,8,52,4500,4500,1,4200,3,2
6,0,6,9,60,4500,4500,1,4200,4,2
6,0,6,10,70,4500,4500,0,8400,4,3
6,0,6,11,80,4500,4500,1,8400,5,3
6,0,6,12,90,4500,4500,1,8400,5,3
6,0,6,13,100,4000,4000,1,8400,6,3
6,0,6,14,110,4000,4000,1,8400,6,3
6,0,6,15,122,4000,4000,1,8400,7,4
6,0,6,16,134,4000,4000,1,16700,7,4
6,0,6,17,146,4000,4000,1,16700,8,4
6,0,6,18,158,3500,3500,1,16700,8,4
6,0,6,19,170,3500,3500,1,16700,9,4
6,0,6,20,185,3500,3500,0,16700,9,5
6,0,6,21,200,3500,3500,1,16700,10,5
6,0,6,22,215,3500,3500,1,16700,10,5
6,0,6,23,230,3000,3000,1,16700,11,5
6,0,6,24,245,3000,3000,1,16700,11,5
6,0,6,25,265,3000,3000,1,16700,12,6
6,0,6,26,285,3000,3000,1,25000,12,6
6,0,6,27,305,3000,3000,1,25000,13,6
6,0,6,28,325,2500,2500,1,25000,13,6
6,0,6,29,345,2500,2500,1,41700,14,6
6,0,6,30,370,,,,,,
6,9,6,0,0,10000,10000,0,900,0,1
6,9,6,1,5,10000,10000,0,900,0,1
6,9,6,2,10,10000,10000,0,900,0,1
6,9,6,3,15,9000,9000,1,900,1,1
6,9,6,4,20,8000,8000,1,900,1,1
6,9,6,5,28,7000,7000,1,4200,2,2
6,9,6,6,36,6000,6000,1,4200,2,2
6,9,6,7,44,5000,5000,1,4200,3,2
6,9,6,8,52,4500,4500,1,4200,3,2
6,9,6,9,60,4500,4500,1,4200,4,2
6,9,6,10,70,4500,4500,0,8400,4,3
6,9,6,11,80,4500,4500,1,8400,5,3
6,9,6,12,90,4500,4500,1,8400,5,3
6,9,6,13,100,4000,4000,1,8400,6,3
6,9,6,14,110,4000,4000,1,8400,6,3
6,9,6,15,122,4000,4000,1,8400,7,4
6,9,6,16,134,4000,4000,1,16700,7,4
6,9,6,17,146,4000,4000,1,16700,8,4
6,9,6,18,158,3500,3500,1,16700,8,4
6,9,6,19,170,3500,3500,1,16700,9,4
6,9,6,20,185,3500,3500,0,16700,9,5
6,9,6,21,200,3500,3500,1,16700,10,5
6,9,6,22,215,3500,3500,1,16700,10,5
6,9,6,23,230,3000,3000,1,16700,11,5
6,9,6,24,245,3000,3000,1,16700,11,5
6,9,6,25,265,3000,3000,1,16700,12,6
6,9,6,26,285,3000,3000,1,25000,12,6
6,9,6,27,305,3000,3000,1,25000,13,6
6,9,6,28,325,2500,2500,1,25000,13,6
6,9,6,29,345,2500,2500,1,41700,14,6
6,9,6,30,370,,,,,,
6,4,6,0,0,10000,10000,0,900,0,1
6,4,6,1,5,10000,10000,0,900,0,1
6,4,6,2,10,10000,10000,0,900,0,1
6,4,6,3,15,9000,9000,1,900,1,1
6,4,6,4,20,8000,8000,1,900,1,1
6,4,6,5,28,7000,7000,1,4200,2,2
6,4,6,6,36,6000,6000,1,4200,2,2
6,4,6,7,44,5000,5000,1,4200,3,2
6,4,6,8,52,4500,4500,1,4200,3,2
6,4,6,9,60,4500,4500,1,4200,4,2
6,4,6,10,70,4500,4500,0,8400,4,3
6,4,6,11,80,4500,4500,1,8400,5,3
6,4,6,12,90,4500,4500,1,8400,5,3
6,4,6,13,100,4000,4000,1,8400,6,3
6,4,6,14,110,4000,4000,1,8400,6,3
6,4,6,15,122,4000,4000,1,8400,7,4
6,4,6,16,134,4000,4000,1,16700,7,4
6,4,6,17,146,4000,4000,1,16700,8,4
6,4,6,18,158,3500,3500,1,16700,8,4
6,4,6,19,170,3500,3500,1,16700,9,4
6,4,6,20,185,3500,3500,0,16700,9,5
6,4,6,21,200,3500,3500,1,16700,10,5
6,4,6,22,215,3500,3500,1,16700,10,5
6,4,6,23,230,3000,3000,1,16700,11,5
6,4,6,24,245,3000,3000,1,16700,11,5
6,4,6,25,265,3000,3000,1,16700,12,6
6,4,6,26,285,3000,3000,1,25000,12,6
6,4,6,27,305,3000,3000,1,25000,13,6
6,4,6,28,325,2500,2500,1,25000,13,6
6,4,6,29,345,2500,2500,1,41700,14,6
6,4,6,30,370,,,,,,
6,7,6,0,0,10000,10000,0,900,0,1
6,7,6,1,5,10000,10000,0,900,0,1
6,7,6,2,10,10000,10000,0,900,0,1
6,7,6,3,15,9000,9000,1,900,1,1
6,7,6,4,20,8000,8000,1,900,1,1
6,7,6,5,28,7000,7000,1,4200,2,2
6,7,6,6,36,6000,6000,1,4200,2,2
6,7,6,7,44,5000,5000,1,4200,3,2
6,7,6,8,52,4500,4500,1,4200,3,2
6,7,6,9,60,4500,4500,1,4200,4,2
6,7,6,10,70,4500,4500,0,8400,4,3
6,7,6,11,80,4500,4500,1,8400,5,3
6,7,6,12,90,4500,4500,1,8400,5,3
6,7,6,13,100,4000,4000,1,8400,6,3
6,7,6,14,110,4000,4000,1,8400,6,3
6,7,6,15,122,4000,4000,1,8400,7,4
6,7,6,16,134,4000,4000,1,16700,7,4
6,7,6,17,146,4000,4000,1,16700,8,4
6,7,6,18,158,3500,3500,1,16700,8,4
6,7,6,19,170,3500,3500,1,16700,9,4
6,7,6,20,185,3500,3500,0,16700,9,5
6,7,6,21,200,3500,3500,1,16700,10,5
6,7,6,22,215,3500,3500,1,16700,10,5
6,7,6,23,230,3000,3000,1,16700,11,5
6,7,6,24,245,3000,3000,1,16700,11,5
6,7,6,25,265,3000,3000,1,16700,12,6
6,7,6,26,285,3000,3000,1,25000,12,6
6,7,6,27,305,3000,3000,1,25000,13,6
6,7,6,28,325,2500,2500,1,25000,13,6
6,7,6,29,345,2500,2500,1,41700,14,6
6,7,6,30,370,,,,,,
7,1,0,0,0,10000,10000,0,3400,0,1
7,1,0,1,5,10000,10000,0,3400,0,1
7,1,0,2,10,10000,10000,0,3400,0,1
7,1,0,3,15,9000,9000,1,3400,1,1
7,1,0,4,20,8000,8000,1,3400,1,1
7,1,0,5,28,7000,7000,1,16700,2,2
7,1,0,6,36,6000,6000,1,16700,2,2
7,1,0,7,44,5000,5000,1,16700,3,2
7,1,0,8,52,4500,4500,1,16700,3,2
7,1,0,9,60,4500,4500,1,16700,4,2
7,1,0,10,70,4500,4500,0,33400,4,3
7,1,0,11,80,4500,4500,1,33400,5,3
7,1,0,12,90,4500,4500,1,33400,5,3
7,1,0,13,100,4000,4000,1,33400,6,3
7,1,0,14,110,4000,4000,1,33400,6,3
7,1,0,15,122,4000,4000,1,33400,7,4
7,1,0,16,134,4000,4000,1,66700,7,4
7,1,0,17,146,4000,4000,1,66700,8,4
7,1,0,18,158,3500,3500,1,66700,8,4
7,1,0,19,170,3500,3500,1,66700,9,4
7,1,0,20,185,3500,3500,0,66700,9,5
7,1,0,21,200,3500,3500,1,66700,10,5
7,1,0,22,215,3500,3500,1,66700,10,5
7,1,0,23,230,3000,3000,1,66700,11,5
7,1,0,24,245,3000,3000,1,66700,11,5
7,1,0,25,265,3000,3000,1,66700,12,6
7,1,0,26,285,3000,3000,1,100000,12,6
7,1,0,27,305,3000,3000,1,100000,13,6
7,1,0,28,325,2500,2500,1,100000,13,6
7,1,0,29,345,2500,2500,1,166700,14,6
7,1,0,30,370,,,0,,,
7,1,1,0,0,10000,10000,0,3400,0,1
7,1,1,1,5,10000,10000,0,3400,0,1
7,1,1,2,10,10000,10000,0,3400,0,1
7,1,1,3,15,9000,9000,1,3400,1,1
7,1,1,4,20,8000,8000,1,3400,1,1
7,1,1,5,28,7000,7000,1,16700,2,2
7,1,1,6,36,6000,6000,1,16700,2,2
7,1,1,7,44,5000,5000,1,16700,3,2
7,1,1,8,52,4500,4500,1,16700,3,2
7,1,1,9,60,4500,4500,1,16700,4,2
7,1,1,10,70,4500,4500,0,33400,4,3
7,1,1,11,80,4500,4500,1,33400,5,3
7,1,1,12,90,4500,4500,1,33400,5,3
7,1,1,13,100,4000,4000,1,33400,6,3
7,1,1,14,110,4000,4000,1,33400,6,3
7,1,1,15,122,4000,4000,1,33400,7,4
7,1,1,16,134,4000,4000,1,66700,7,4
7,1,1,17,146,4000,4000,1,66700,8,4
7,1,1,18,158,3500,3500,1,66700,8,4
7,1,1,19,170,3500,3500,1,66700,9,4
7,1,1,20,185,3500,3500,0,66700,9,5
7,1,1,21,200,3500,3500,1,66700,10,5
7,1,1,22,215,3500,3500,1,66700,10,5
7,1,1,23,230,3000,3000,1,66700,11,5
7,1,1,24,245,3000,3000,1,66700,11,5
7,1,1,25,265,3000,3000,1,66700,12,6
7,1,1,26,285,3000,3000,1,100000,12,6
7,1,1,27,305,3000,3000,1,100000,13,6
7,1,1,28,325,2500,2500,1,100000,13,6
7,1,1,29,345,2500,2500,1,166700,14,6
7,1,1,30,370,,,0,,,
7,1,2,0,0,10000,10000,0,3400,0,1
7,1,2,1,5,10000,10000,0,3400,0,1
7,1,2,2,10,10000,10000,0,3400,0,1
7,1,2,3,15,9000,9000,1,3400,1,1
7,1,2,4,20,8000,8000,1,3400,1,1
7,1,2,5,28,7000,7000,1,16700,2,2
7,1,2,6,36,6000,6000,1,16700,2,2
7,1,2,7,44,5000,5000,1,16700,3,2
7,1,2,8,52,4500,4500,1,16700,3,2
7,1,2,9,60,4500,4500,1,16700,4,2
7,1,2,10,70,4500,4500,0,33400,4,3
7,1,2,11,80,4500,4500,1,33400,5,3
7,1,2,12,90,4500,4500,1,33400,5,3
7,1,2,13,100,4000,4000,1,33400,6,3
7,1,2,14,110,4000,4000,1,33400,6,3
7,1,2,15,122,4000,4000,1,33400,7,4
7,1,2,16,134,4000,4000,1,66700,7,4
7,1,2,17,146,4000,4000,1,66700,8,4
7,1,2,18,158,3500,3500,1,66700,8,4
7,1,2,19,170,3500,3500,1,66700,9,4
7,1,2,20,185,3500,3500,0,66700,9,5
7,1,2,21,200,3500,3500,1,66700,10,5
7,1,2,22,215,3500,3500,1,66700,10,5
7,1,2,23,230,3000,3000,1,66700,11,5
7,1,2,24,245,3000,3000,1,66700,11,5
7,1,2,25,265,3000,3000,1,66700,12,6
7,1,2,26,285,3000,3000,1,100000,12,6
7,1,2,27,305,3000,3000,1,100000,13,6
7,1,2,28,325,2500,2500,1,100000,13,6
7,1,2,29,345,2500,2500,1,166700,14,6
7,1,2,30,370,,,0,,,
7,1,3,0,0,10000,10000,0,3400,0,1
7,1,3,1,5,10000,10000,0,3400,0,1
7,1,3,2,10,10000,10000,0,3400,0,1
7,1,3,3,15,9000,9000,1,3400,1,1
7,1,3,4,20,8000,8000,1,3400,1,1
7,1,3,5,28,7000,7000,1,16700,2,2
7,1,3,6,36,6000,6000,1,16700,2,2
7,1,3,7,44,5000,5000,1,16700,3,2
7,1,3,8,52,4500,4500,1,16700,3,2
7,1,3,9,60,4500,4500,1,16700,4,2
7,1,3,10,70,4500,4500,0,33400,4,3
7,1,3,11,80,4500,4500,1,33400,5,3
7,1,3,12,90,4500,4500,1,33400,5,3
7,1,3,13,100,4000,4000,1,33400,6,3
7,1,3,14,110,4000,4000,1,33400,6,3
7,1,3,15,122,4000,4000,1,33400,7,4
7,1,3,16,134,4000,4000,1,66700,7,4
7,1,3,17,146,4000,4000,1,66700,8,4
7,1,3,18,158,3500,3500,1,66700,8,4
7,1,3,19,170,3500,3500,1,66700,9,4
7,1,3,20,185,3500,3500,0,66700,9,5
7,1,3,21,200,3500,3500,1,66700,10,5
7,1,3,22,215,3500,3500,1,66700,10,5
7,1,3,23,230,3000,3000,1,66700,11,5
7,1,3,24,245,3000,3000,1,66700,11,5
7,1,3,25,265,3000,3000,1,66700,12,6
7,1,3,26,285,3000,3000,1,100000,12,6
7,1,3,27,305,3000,3000,1,100000,13,6
7,1,3,28,325,2500,2500,1,100000,13,6
7,1,3,29,345,2500,2500,1,166700,14,6
7,1,3,30,370,,,0,,,
7,1,4,0,0,10000,10000,0,3400,0,1
7,1,4,1,5,10000,10000,0,3400,0,1
7,1,4,2,10,10000,10000,0,3400,0,1
7,1,4,3,15,9000,9000,1,3400,1,1
7,1,4,4,20,8000,8000,1,3400,1,1
7,1,4,5,28,7000,7000,1,16700,2,2
7,1,4,6,36,6000,6000,1,16700,2,2
7,1,4,7,44,5000,5000,1,16700,3,2
7,1,4,8,52,4500,4500,1,16700,3,2
7,1,4,9,60,4500,4500,1,16700,4,2
7,1,4,10,70,4500,4500,0,33400,4,3
7,1,4,11,80,4500,4500,1,33400,5,3
7,1,4,12,90,4500,4500,1,33400,5,3
7,1,4,13,100,4000,4000,1,33400,6,3
7,1,4,14,110,4000,4000,1,33400,6,3
7,1,4,15,122,4000,4000,1,33400,7,4
7,1,4,16,134,4000,4000,1,66700,7,4
7,1,4,17,146,4000,4000,1,66700,8,4
7,1,4,18,158,3500,3500,1,66700,8,4
7,1,4,19,170,3500,3500,1,66700,9,4
7,1,4,20,185,3500,3500,0,66700,9,5
7,1,4,21,200,3500,3500,1,66700,10,5
7,1,4,22,215,3500,3500,1,66700,10,5
7,1,4,23,230,3000,3000,1,66700,11,5
7,1,4,24,245,3000,3000,1,66700,11,5
7,1,4,25,265,3000,3000,1,66700,12,6
7,1,4,26,285,3000,3000,1,100000,12,6
7,1,4,27,305,3000,3000,1,100000,13,6
7,1,4,28,325,2500,2500,1,100000,13,6
7,1,4,29,345,2500,2500,1,166700,14,6
7,1,4,30,370,,,0,,,
7,1,5,0,0,10000,10000,0,3400,0,1
7,1,5,1,5,10000,10000,0,3400,0,1
7,1,5,2,10,10000,10000,0,3400,0,1
7,1,5,3,15,9000,9000,1,3400,1,1
7,1,5,4,20,8000,8000,1,3400,1,1
7,1,5,5,28,7000,7000,1,16700,2,2
7,1,5,6,36,6000,6000,1,16700,2,2
7,1,5,7,44,5000,5000,1,16700,3,2
7,1,5,8,52,4500,4500,1,16700,3,2
7,1,5,9,60,4500,4500,1,16700,4,2
7,1,5,10,70,4500,4500,0,33400,4,3
7,1,5,11,80,4500,4500,1,33400,5,3
7,1,5,12,90,4500,4500,1,33400,5,3
7,1,5,13,100,4000,4000,1,33400,6,3
7,1,5,14,110,4000,4000,1,33400,6,3
7,1,5,15,122,4000,4000,1,33400,7,4
7,1,5,16,134,4000,4000,1,66700,7,4
7,1,5,17,146,4000,4000,1,66700,8,4
7,1,5,18,158,3500,3500,1,66700,8,4
7,1,5,19,170,3500,3500,1,66700,9,4
7,1,5,20,185,3500,3500,0,66700,9,5
7,1,5,21,200,3500,3500,1,66700,10,5
7,1,5,22,215,3500,3500,1,66700,10,5
7,1,5,23,230,3000,3000,1,66700,11,5
7,1,5,24,245,3000,3000,1,66700,11,5
7,1,5,25,265,3000,3000,1,66700,12,6
7,1,5,26,285,3000,3000,1,100000,12,6
7,1,5,27,305,3000,3000,1,100000,13,6
7,1,5,28,325,2500,2500,1,100000,13,6
7,1,5,29,345,2500,2500,1,166700,14,6
7,1,5,30,370,,,0,,,
7,2,6,0,0,10000,10000,0,900,0,1
7,2,6,1,5,10000,10000,0,900,0,1
7,2,6,2,10,10000,10000,0,900,0,1
7,2,6,3,15,9000,9000,1,900,1,1
7,2,6,4,20,8000,8000,1,900,1,1
7,2,6,5,28,7000,7000,1,4200,2,2
7,2,6,6,36,6000,6000,1,4200,2,2
7,2,6,7,44,5000,5000,1,4200,3,2
7,2,6,8,52,4500,4500,1,4200,3,2
7,2,6,9,60,4500,4500,1,4200,4,2
7,2,6,10,70,4500,4500,0,8400,4,3
7,2,6,11,80,4500,4500,1,8400,5,3
7,2,6,12,90,4500,4500,1,8400,5,3
7,2,6,13,100,4000,4000,1,8400,6,3
7,2,6,14,110,4000,4000,1,8400,6,3
7,2,6,15,122,4000,4000,1,8400,7,4
7,2,6,16,134,4000,4000,1,16700,7,4
7,2,6,17,146,4000,4000,1,16700,8,4
7,2,6,18,158,3500,3500,1,16700,8,4
7,2,6,19,170,3500,3500,1,16700,9,4
7,2,6,20,185,3500,3500,0,16700,9,5
7,2,6,21,200,3500,3500,1,16700,10,5
7,2,6,22,215,3500,3500,1,16700,10,5
7,2,6,23,230,3000,3000,1,16700,11,5
7,2,6,24,245,3000,3000,1,16700,11,5
7,2,6,25,265,3000,3000,1,16700,12,6
7,2,6,26,285,3000,3000,1,25000,12,6
7,2,6,27,305,3000,3000,1,25000,13,6
7,2,6,28,325,2500,2500,1,25000,13,6
7,2,6,29,345,2500,2500,1,41700,14,6
7,2,6,30,370,,,0,,,
7,6,6,0,0,10000,10000,0,900,0,1
7,6,6,1,5,10000,10000,0,900,0,1
7,6,6,2,10,10000,10000,0,900,0,1
7,6,6,3,15,9000,9000,1,900,1,1
7,6,6,4,20,8000,8000,1,900,1,1
7,6,6,5,28,7000,7000,1,4200,2,2
7,6,6,6,36,6000,6000,1,4200,2,2
7,6,6,7,44,5000,5000,1,4200,3,2
7,6,6,8,52,4500,4500,1,4200,3,2
7,6,6,9,60,4500,4500,1,4200,4,2
7,6,6,10,70,4500,4500,0,8400,4,3
7,6,6,11,80,4500,4500,1,8400,5,3
7,6,6,12,90,4500,4500,1,8400,5,3
7,6,6,13,100,4000,4000,1,8400,6,3
7,6,6,14,110,4000,4000,1,8400,6,3
7,6,6,15,122,4000,4000,1,8400,7,4
7,6,6,16,134,4000,4000,1,16700,7,4
7,6,6,17,146,4000,4000,1,16700,8,4
7,6,6,18,158,3500,3500,1,16700,8,4
7,6,6,19,170,3500,3500,1,16700,9,4
7,6,6,20,185,3500,3500,0,16700,9,5
7,6,6,21,200,3500,3500,1,16700,10,5
7,6,6,22,215,3500,3500,1,16700,10,5
7,6,6,23,230,3000,3000,1,16700,11,5
7,6,6,24,245,3000,3000,1,16700,11,5
7,6,6,25,265,3000,3000,1,16700,12,6
7,6,6,26,285,3000,3000,1,25000,12,6
7,6,6,27,305,3000,3000,1,25000,13,6
7,6,6,28,325,2500,2500,1,25000,13,6
7,6,6,29,345,2500,2500,1,41700,14,6
7,6,6,30,370,,,0,,,
7,8,6,0,0,10000,10000,0,900,0,1
7,8,6,1,5,10000,10000,0,900,0,1
7,8,6,2,10,10000,10000,0,900,0,1
7,8,6,3,15,9000,9000,1,900,1,1
7,8,6,4,20,8000,8000,1,900,1,1
7,8,6,5,28,7000,7000,1,4200,2,2
7,8,6,6,36,6000,6000,1,4200,2,2
7,8,6,7,44,5000,5000,1,4200,3,2
7,8,6,8,52,4500,4500,1,4200,3,2
7,8,6,9,60,4500,4500,1,4200,4,2
7,8,6,10,70,4500,4500,0,8400,4,3
7,8,6,11,80,4500,4500,1,8400,5,3
7,8,6,12,90,4500,4500,1,8400,5,3
