Id,ShopServerType,ShopType,TabType,HighendEffect,LimitMinLevel,LimitMaxLevel,MasteryMinLevel,MasteryMaxLevel,NetmarbleSItemId,Display,DisplayOrder,DisplayType,DisplayTypeValue,IsGotcha,CostType,CostValue,PurchaseFree,PurchaseFreeTime,PurchaseLimit,PurchaseLimitValue,LimitPeriodStart,LimitPeriodEnd,LeagueLimit,SupportVersion,IconTexture,IconTexture2,PromotionType,RecommendPackage,FlatRatePeriod,RetentionPeriod,HelpKeyword
9000071,All,14,61,1,,,,,,0,60,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000072,All,14,61,1,,,,,,0,61,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000073,All,14,61,1,,,,,,0,62,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000074,All,14,61,1,,,,,,0,63,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000075,All,14,61,1,,,,,,0,64,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000076,All,14,61,1,,,,,,0,65,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000077,All,14,61,1,,,,,,0,66,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000078,All,14,61,1,,,,,,0,67,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000079,All,14,61,1,,,,,,0,68,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000080,All,14,61,1,,,,,,0,69,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000081,All,14,61,1,,,,,,0,70,11,5,1,11,1200,0,,1,1,2018-02-07 04:00:00,2018-02-21 14:59:59,,,Icon_Shop_Gacha_Equipment_58_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000082,All,14,61,1,,,,,,0,1,11,6,1,11,300,0,,1,1,2018-03-07 15:30:00,2018-03-21 23:59:59,,,Icon_Shop_Gacha_Equipment_61_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000083,All,14,61,1,,,,,,0,2,11,6,1,11,600,0,,1,1,2018-03-07 15:30:00,2018-03-21 23:59:59,,,Icon_Shop_Gacha_Equipment_61_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
9000084,All,14,61,1,,,,,,0,3,11,6,1,11,900,0,,1,1,2018-03-07 15:30:00,2018-03-21 23:59:59,,,Icon_Shop_Gacha_Equipment_61_JP_StepUp_Suggestion_01,,6,0,,,CollaboMonsterStrikeStepUp
30014001,All,9,40,,,,,,,1,600,12,,0,19,10,0,,3,2,,,,,Icon_Shop_Protector_01,,6,0,,,
30014002,All,9,40,,,,,,,1,610,12,,0,19,7,0,,4,5,,,,,Icon_shop_Protector_01_PVPAttack,,6,0,,,
30014003,All,9,40,,,,,,,1,620,12,,0,19,7,0,,4,5,,,,,Icon_shop_Protector_01_PVPDefense,,6,0,,,
30014004,All,9,40,,,,,,,1,630,12,,0,19,7,0,,4,5,,,,,Icon_shop_Protector_01_MagicAttack,,6,0,,,
30014005,All,9,40,,,,,,,1,640,12,,0,19,7,0,,4,5,,,,,Icon_shop_Protector_01_MagicDefense,,6,0,,,
30014006,All,9,40,,,,,,,1,650,12,,0,19,5,0,,4,5,,,,,Icon_shop_Protector_01_EliteAttack,,6,0,,,
30014007,All,9,40,,,,,,,1,660,12,,0,19,5,0,,4,5,,,,,Icon_shop_Protector_01_EliteDefense,,6,0,,,
30014008,All,9,40,,,,,,,1,670,12,,0,19,5,0,,4,5,,,,,Icon_shop_Protector_01_BossAttack,,6,0,,,
30014009,All,9,40,,,,,,,1,680,12,,0,19,5,0,,4,5,,,,,Icon_shop_Protector_01_BossDefense,,6,0,,,
30014010,All,9,40,,,,,,,1,690,12,,0,19,5,0,,4,5,,,,,Icon_shop_Protector_01_NormalAttack,,6,0,,,
30014011,All,9,40,,,,,,,1,700,12,,0,19,175,0,,4,1,,,,,Icon_Transcendence_02,,6,0,,,
30014012,All,9,40,,,,,,,1,710,12,,0,19,1,0,,0,,,,,,Icon_Shop_Currency_BloodCrystal_01,,6,0,,,
30014013,All,9,40,,,,,,,1,720,12,,0,19,1,0,,0,,,,,,Icon_GemStoneRed_01_Shop,,6,0,,,
30014014,All,9,40,,,,,,,1,730,12,,0,19,1,0,,0,,,,,,Icon_Elixir_Red,,6,0,,,
30014015,All,9,40,,,,,,,1,740,12,,0,19,1,0,,0,,,,,,Icon_Elixir_Blue,,6,0,,,
30014016,All,9,40,,,,,,,1,750,12,,0,19,2,0,,0,,,,,,Icon_Elixir_Purple,,6,0,,,
30014017,All,9,40,,,,,,,1,760,12,,0,19,2,0,,0,,,,,,Icon_Elixir_Orange,,6,0,,,
30014018,All,9,40,,,,,,,1,590,12,,0,19,450,0,,5,1,,,,,Icon_Shop_Asset_PetHornManedLion_01,,6,0,,,
