Id,ContentShow,Difficulty,RecommendedAttack,RecommendedDefense,RecommendedPower,Type,IntParam,RecommendedPC,RecommendedLevel,EnterLevelRestriction,TutorialInfoId,BackgroundImage,WorldId,RepresentRewardId,RepresentRewardIconPath,RepresentRewardID1,RepresentRewardCount1,RepresentRewardID2,RepresentRewardCount2,RepresentRewardID3,RepresentRewardCount3,AddSubLevel,ResetGemType,ResetGemCount,SubLevelForLight,BGM,ConflictRegular,HardMode,RecommendedAbilityType,RecommendedAbilityPower,SummonMonsterInfo
20147,1,1,0,0,1180400,12,0,20,,0,,Texture/Image_Dungeon_Elite_01,20002,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,3109
20148,1,1,0,0,707100,12,0,20,,0,,Texture/Image_Dungeon_Elite_01,20002,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,3062
20149,1,1,0,0,467600,12,0,3,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,30891
20150,1,1,0,0,485900,12,0,3,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,30892
20151,1,1,0,0,510900,12,0,3,,0,,Texture/Image_Dungeon_Elite_01,20000,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,110333
50000,1,1,577,0,0,4,,,,0,,Texture/UI_Image_GatheringDungeon,13000,400002,Item_BloodMedal,,,,,,,,20,,,,0,,6,,
60001,1,1,252,0,12281,6,0,,,0,,Texture/Image_Dungeon_Daily_07,60001,490001,,,,,,,,,20,,,,0,,6,,
70001,1,1,252,0,12281,6,0,,,0,,Texture/Image_Dungeon_Daily_07,70001,490001,,,,,,,,,20,,,,0,,6,,
70002,1,1,252,0,12281,6,0,,,0,,Texture/Image_Dungeon_Daily_07,70002,490001,,,,,,,,,20,,,,0,,6,,
90100,1,5,6166,0,24990,5,1,5,5,2,,Texture/UI_Image_GuildDungeon_01,300201,400002,Item_BloodMedal,,,,,,,,15,400,100,6,0,,6,,
90101,1,0,6166,0,83300,5,1,5,10,2,,Texture/UI_Image_GuildDungeon_01,300201,400002,Item_BloodMedal,,,,,,,,15,1200,100,6,0,,6,,
90102,1,1,6166,0,187700,5,1,10,20,4,,Texture/UI_Image_GuildDungeon_01,300201,400002,Item_BloodMedal,,,,,,,,15,2400,200,6,0,,6,,
90103,1,2,6166,0,273200,5,1,20,30,8,,Texture/UI_Image_GuildDungeon_01,300201,400002,Item_BloodMedal,,,,,,,,15,5040,300,6,0,,6,,
90300,1,5,12721,0,100860,5,2,5,6,6,,Texture/UI_Image_GuildDungeon_02,300203,400002,Item_BloodMedal,,,,,,,,15,400,200,6,0,,6,,
90301,1,0,12721,0,336200,5,2,5,10,6,,Texture/UI_Image_GuildDungeon_02,300203,400002,Item_BloodMedal,,,,,,,,15,1200,200,6,0,,6,,
90302,1,1,12721,0,384500,5,2,10,20,10,,Texture/UI_Image_GuildDungeon_02,300203,400002,Item_BloodMedal,,,,,,,,15,2400,300,6,0,,6,,
90303,1,2,12721,0,439300,5,2,20,30,12,,Texture/UI_Image_GuildDungeon_02,300203,400002,Item_BloodMedal,,,,,,,,15,5040,400,6,0,,6,,
90400,0,5,,,186480,5,3,2,,13,,Texture/UI_Image_GuildDungeon_03,300205,400002,Item_BloodMedal,,,,,,,,15,400,,6,0,,6,,
90401,1,0,,,621600,5,3,10,10,13,,Texture/UI_Image_GuildDungeon_03,300205,400002,Item_BloodMedal,,,,,,,,15,1200,,6,0,,6,,
90402,1,1,,,785300,5,3,20,20,15,,Texture/UI_Image_GuildDungeon_03,300205,400002,Item_BloodMedal,,,,,,,,15,2400,,6,0,,6,,
90403,0,2,,,950200,5,3,30,30,17,,Texture/UI_Image_GuildDungeon_03,300205,400002,Item_BloodMedal,,,,,,,,15,5040,,6,0,,6,,
100001,1,0,0,0,200500,15,1,5,80,60,,Texture/UI_Image_PartyDungeon_01,300,,,,,,,,,,20,,,6,0,,6,,
100002,1,1,0,0,391600,15,1,5,140,120,,Texture/UI_Image_PartyDungeon_01,300,,,,,,,,,,20,,,6,0,,6,,
100003,1,2,0,0,719010,15,1,5,200,180,,Texture/UI_Image_PartyDungeon_01,300,,,,,,,,,,20,,,6,0,,6,,
100004,0,3,0,0,922410,15,1,5,260,240,,Texture/UI_Image_PartyDungeon_01,300,,,,,,,,,,20,,,6,0,,6,,
100101,1,0,0,0,278400,15,2,5,110,90,,Texture/UI_Image_PartyDungeon_02,301,,,,,,,,,,20,,,6,0,,6,,
100102,1,1,0,0,504900,15,2,5,170,150,,Texture/UI_Image_PartyDungeon_02,301,,,,,,,,,,20,,,6,0,,6,,
100103,0,2,0,0,811980,15,2,5,240,220,,Texture/UI_Image_PartyDungeon_02,301,,,,,,,,,,20,,,6,0,,6,,
100104,0,3,0,0,1032570,15,2,5,280,260,,Texture/UI_Image_PartyDungeon_02,301,,,,,,,,,,20,,,6,0,,6,,
100200,1,0,0,0,240400,15,5,5,95,75,,Texture/UI_Image_PartyDungeon_03,302,,,,,,,,,,20,,,6,0,,6,,
100201,1,1,0,0,718000,15,5,5,200,180,,Texture/UI_Image_PartyDungeon_03,302,,,,,,,,,,20,,,6,0,,6,,
100202,0,2,0,0,1525200,15,5,5,270,250,,Texture/UI_Image_PartyDungeon_03,302,,,,,,,,,,20,,,6,0,,6,,
100203,0,3,0,0,1942200,15,5,5,310,290,,Texture/UI_Image_PartyDungeon_03,302,,,,,,,,,,20,,,6,0,,6,,
8100701,1,1,0,0,145300,12,0,5,,0,,Texture/Image_Dungeon_Elite_01,91980101,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,980199
8100702,1,1,0,0,208700,12,0,5,,0,,Texture/Image_Dungeon_Elite_01,91980101,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,980299
8100703,1,1,0,0,290200,12,0,5,,0,,Texture/Image_Dungeon_Elite_01,91980101,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,980399
8100704,1,1,0,0,398200,12,0,5,,0,,Texture/Image_Dungeon_Elite_01,91980101,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,980499
8100705,1,1,0,0,537300,12,0,5,,0,,Texture/Image_Dungeon_Elite_01,91980101,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,980599
8100801,1,1,0,0,145300,12,0,5,,0,,Texture/Image_Dungeon_Elite_01,810000403,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,81110002
8100802,1,1,0,0,208700,12,0,5,,0,,Texture/Image_Dungeon_Elite_01,810000403,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,81110004
8100803,1,1,0,0,290200,12,0,5,,0,,Texture/Image_Dungeon_Elite_01,810000403,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,81110006
8100804,1,1,0,0,398200,12,0,5,,0,,Texture/Image_Dungeon_Elite_01,810000403,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,81110008
8100805,1,1,0,0,537300,12,0,5,,0,,Texture/Image_Dungeon_Elite_01,810000403,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,81110010
8100901,1,1,0,0,0,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,810000501,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,81120001
8100902,1,1,0,0,0,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,810000501,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,81120001
8100903,1,1,0,0,0,12,0,2,,0,,Texture/Image_Dungeon_Elite_01,810000501,,,,,,,,,RuinsOfgiants_Trigger,20,,,2,0,,6,,81120001
