Id,Name,Desc,RequiredId,GroupType,Param1,TaskType,TaskCondition,CompleteNotifyType,AchievementGroupId,TaskCount,RewardPoint,Reward
31603,It’s Totally Different (Tier 3),Upgrade character equipment  5  time(s).,31602,Item,3,Count_ItemUpgrade,,WaitShowForgeResultUI,316,5,90,Scroll: Enhance Weapon (1)
31604,It’s Totally Different (Tier 4),Upgrade character equipment  16  time(s).,31603,Item,4,Count_ItemUpgrade,,WaitShowForgeResultUI,316,16,240,"2,500 Adena"
31605,It’s Totally Different (Tier 5),Upgrade character equipment  24  time(s).,31604,Item,5,Count_ItemUpgrade,,WaitShowForgeResultUI,316,24,350,"3,500 Adena"
31606,It’s Totally Different (Tier 6),Upgrade character equipment  32  time(s).,31605,Item,6,Count_ItemUpgrade,,WaitShowForgeResultUI,316,32,450,"4,000 Adena"
31607,It’s Totally Different (Tier 7),Upgrade character equipment  40  time(s).,31606,Item,7,Count_ItemUpgrade,,WaitShowForgeResultUI,316,40,560,"5,000 Adena"
31608,It’s Totally Different (Tier 8),Upgrade character equipment  50  time(s).,31607,Item,8,Count_ItemUpgrade,,WaitShowForgeResultUI,316,50,690,Scroll: Enhance Accessory (1)
31609,It’s Totally Different (Tier 9),Upgrade character equipment  58  time(s).,31608,Item,9,Count_ItemUpgrade,,WaitShowForgeResultUI,316,58,800,"7,000 Adena"
31610,It’s Totally Different (Tier 10),Upgrade character equipment  70  time(s).,31609,Item,10,Count_ItemUpgrade,,WaitShowForgeResultUI,316,70,960,"8,000 Adena"
31611,It’s Totally Different (Tier 11),Upgrade character equipment  80  time(s).,31610,Item,11,Count_ItemUpgrade,,WaitShowForgeResultUI,316,80,"1,090","9,000 Adena"
31612,It’s Totally Different (Tier 12),Upgrade character equipment  92  time(s).,31611,Item,12,Count_ItemUpgrade,,WaitShowForgeResultUI,316,92,"1,250",Enhance Scroll Box (1)
31613,It’s Totally Different (Tier 13),Upgrade character equipment  104  time(s).,31612,Item,13,Count_ItemUpgrade,,WaitShowForgeResultUI,316,104,"1,410","11,500 Adena"
31614,It’s Totally Different (Tier 14),Upgrade character equipment  116  time(s).,31613,Item,14,Count_ItemUpgrade,,WaitShowForgeResultUI,316,116,"1,570","12,500 Adena"
31615,It’s Totally Different (Tier 15),Upgrade character equipment  130  time(s).,31614,Item,15,Count_ItemUpgrade,,WaitShowForgeResultUI,316,130,"1,760",Scroll: Enhance Armor (1)
31616,It’s Totally Different (Tier 16),Upgrade character equipment  144  time(s).,31615,Item,16,Count_ItemUpgrade,,WaitShowForgeResultUI,316,144,"1,950","15,500 Adena"
31617,It’s Totally Different (Tier 17),Upgrade character equipment  180  time(s).,31616,Item,17,Count_ItemUpgrade,,WaitShowForgeResultUI,316,180,"2,430","19,000 Adena"
31618,It’s Totally Different (Tier 18),Upgrade character equipment  220  time(s).,31617,Item,18,Count_ItemUpgrade,,WaitShowForgeResultUI,316,220,"2,960","23,000 Adena"
31619,It’s Totally Different (Tier 19),Upgrade character equipment  260  time(s).,31618,Item,19,Count_ItemUpgrade,,WaitShowForgeResultUI,316,260,"3,490",Enhance Scroll Box (1)
31620,It’s Totally Different (Tier 20),Upgrade character equipment  300  time(s).,31619,Item,20,Count_ItemUpgrade,,WaitShowForgeResultUI,316,300,"4,030","31,000 Adena"
31701,Is That your Best (Tier 1),Limit break character equipment  1  time(s).,,Item,1,Count_ItemLimitBreak,,WaitShowForgeResultUI,317,1,40,Adena Box (1)
31702,Is That your Best (Tier 2),Limit break character equipment  5  time(s).,31701,Item,2,Count_ItemLimitBreak,,WaitShowForgeResultUI,317,5,110,"1,500 Adena"
31703,Is That your Best (Tier 3),Limit break character equipment  10  time(s).,31702,Item,3,Count_ItemLimitBreak,,WaitShowForgeResultUI,317,10,190,"2,500 Adena"
31704,Is That your Best (Tier 4),Limit break character equipment  30  time(s).,31703,Item,4,Count_ItemLimitBreak,,WaitShowForgeResultUI,317,30,530,Adena Box (1)
31705,Is That your Best (Tier 5),Limit break character equipment  50  time(s).,31704,Item,5,Count_ItemLimitBreak,,WaitShowForgeResultUI,317,50,860,"7,500 Adena"
31706,Is That your Best (Tier 6),Limit break character equipment  80  time(s).,31705,Item,6,Count_ItemLimitBreak,,WaitShowForgeResultUI,317,80,"1,360","11,000 Adena"
31707,Is That your Best (Tier 7),Limit break character equipment  100  time(s).,31706,Item,7,Count_ItemLimitBreak,,WaitShowForgeResultUI,317,100,"1,690",Adena Box (1)
31708,Is That your Best (Tier 8),Limit break character equipment  120  time(s).,31707,Item,8,Count_ItemLimitBreak,,WaitShowForgeResultUI,317,120,"2,030","16,000 Adena"
31709,Is That your Best (Tier 9),Limit break character equipment  140  time(s).,31708,Item,9,Count_ItemLimitBreak,,WaitShowForgeResultUI,317,140,"2,360",Adena Box (1)
31710,Is That your Best (Tier 10),Limit break character equipment  160  time(s).,31709,Item,10,Count_ItemLimitBreak,,WaitShowForgeResultUI,317,160,"2,690","21,000 Adena"
31711,Is That your Best (Tier 11),Limit break character equipment  180  time(s).,31710,Item,11,Count_ItemLimitBreak,,WaitShowForgeResultUI,317,180,"3,030",Adena Box (1)
31712,Is That your Best (Tier 12),Limit break character equipment  200  time(s).,31711,Item,12,Count_ItemLimitBreak,,WaitShowForgeResultUI,317,200,"3,360","26,000 Adena"
31713,Is That your Best (Tier 13),Limit break character equipment  220  time(s).,31712,Item,13,Count_ItemLimitBreak,,WaitShowForgeResultUI,317,220,"3,690","28,500 Adena"
31714,Is That your Best (Tier 14),Limit break character equipment  240  time(s).,31713,Item,14,Count_ItemLimitBreak,,WaitShowForgeResultUI,317,240,"4,030","31,000 Adena"
31715,Is That your Best (Tier 15),Limit break character equipment  260  time(s).,31714,Item,15,Count_ItemLimitBreak,,WaitShowForgeResultUI,317,260,"4,360",Adena Box (1)
31716,Is That your Best (Tier 16),Limit break character equipment  280  time(s).,31715,Item,16,Count_ItemLimitBreak,,WaitShowForgeResultUI,317,280,"4,690","36,000 Adena"
31717,Is That your Best (Tier 17),Limit break character equipment  300  time(s).,31716,Item,17,Count_ItemLimitBreak,,WaitShowForgeResultUI,317,300,"5,030","38,500 Adena"
31718,Is That your Best (Tier 18),Limit break character equipment  330  time(s).,31717,Item,18,Count_ItemLimitBreak,,WaitShowForgeResultUI,317,330,"5,530","42,500 Adena"
31719,Is That your Best (Tier 19),Limit break character equipment  360  time(s).,31718,Item,19,Count_ItemLimitBreak,,WaitShowForgeResultUI,317,360,"6,030",Adena Box (1)
31720,Is That your Best (Tier 20),Limit break character equipment  400  time(s).,31719,Item,20,Count_ItemLimitBreak,,WaitShowForgeResultUI,317,400,"6,690","51,000 Adena"
31801,How to Make Special Equipment (Tier 1),Enhance character equipment attributes  1  or more times.,,Item,1,Count_ItemAbilityUpgrade,,WaitShowForgeResultUI,318,1,40,Rune Fragment (10)
31802,How to Make Special Equipment (Tier 2),Enhance character equipment attributes  5  or more times.,31801,Item,2,Count_ItemAbilityUpgrade,,WaitShowForgeResultUI,318,5,80,"1,500 Adena"
31803,How to Make Special Equipment (Tier 3),Enhance character equipment attributes  10  or more times.,31802,Item,3,Count_ItemAbilityUpgrade,,WaitShowForgeResultUI,318,10,130,"2,000 Adena"
31804,How to Make Special Equipment (Tier 4),Enhance character equipment attributes  30  or more times.,31803,Item,4,Count_ItemAbilityUpgrade,,WaitShowForgeResultUI,318,30,330,Rune Fragment (10)
31805,How to Make Special Equipment (Tier 5),Enhance character equipment attributes  50  or more times.,31804,Item,5,Count_ItemAbilityUpgrade,,WaitShowForgeResultUI,318,50,530,"5,000 Adena"
31806,How to Make Special Equipment (Tier 6),Enhance character equipment attributes  80  or more times.,31805,Item,6,Count_ItemAbilityUpgrade,,WaitShowForgeResultUI,318,80,830,"7,000 Adena"
31807,How to Make Special Equipment (Tier 7),Enhance character equipment attributes  100  or more times.,31806,Item,7,Count_ItemAbilityUpgrade,,WaitShowForgeResultUI,318,100,"1,030",Rune Fragment (10)
31808,How to Make Special Equipment (Tier 8),Enhance character equipment attributes  120  or more times.,31807,Item,8,Count_ItemAbilityUpgrade,,WaitShowForgeResultUI,318,120,"1,230","10,000 Adena"
31809,How to Make Special Equipment (Tier 9),Enhance character equipment attributes  140  or more times.,31808,Item,9,Count_ItemAbilityUpgrade,,WaitShowForgeResultUI,318,140,"1,430",Rune Fragment (10)
31810,How to Make Special Equipment (Tier 10),Enhance character equipment attributes  160  or more times.,31809,Item,10,Count_ItemAbilityUpgrade,,WaitShowForgeResultUI,318,160,"1,630",Rune Fragment (30)
31811,How to Make Special Equipment (Tier 11),Enhance character equipment attributes  180  or more times.,31810,Item,11,Count_ItemAbilityUpgrade,,WaitShowForgeResultUI,318,180,"1,230",Rune Fragment (30)
31812,How to Make Special Equipment (Tier 12),Enhance character equipment attributes  200  or more times.,31811,Item,12,Count_ItemAbilityUpgrade,,WaitShowForgeResultUI,318,200,"2,030","16,000 Adena"
31813,How to Make Special Equipment (Tier 13),Enhance character equipment attributes  220  or more times.,31812,Item,13,Count_ItemAbilityUpgrade,,WaitShowForgeResultUI,318,220,"2,230",Rune Fragment (40)
31814,How to Make Special Equipment (Tier 14),Enhance character equipment attributes  240  or more times.,31813,Item,14,Count_ItemAbilityUpgrade,,WaitShowForgeResultUI,318,240,"2,430","19,000 Adena"
31815,How to Make Special Equipment (Tier 15),Enhance character equipment attributes  260  or more times.,31814,Item,15,Count_ItemAbilityUpgrade,,WaitShowForgeResultUI,318,260,"2,630","20,500 Adena"
31816,How to Make Special Equipment (Tier 16),Enhance character equipment attributes  280  or more times.,31815,Item,16,Count_ItemAbilityUpgrade,,WaitShowForgeResultUI,318,280,"2,830",Rune Fragment (50)
31817,How to Make Special Equipment (Tier 17),Enhance character equipment attributes  300  or more times.,31816,Item,17,Count_ItemAbilityUpgrade,,WaitShowForgeResultUI,318,300,"3,030","23,500 Adena"
31818,How to Make Special Equipment (Tier 18),Enhance character equipment attributes  330  or more times.,31817,Item,18,Count_ItemAbilityUpgrade,,WaitShowForgeResultUI,318,330,"3,330",Rune Fragment (70)
31819,How to Make Special Equipment (Tier 19),Enhance character equipment attributes  360  or more times.,31818,Item,19,Count_ItemAbilityUpgrade,,WaitShowForgeResultUI,318,360,"3,630","28,000 Adena"
31820,How to Make Special Equipment (Tier 20),Enhance character equipment attributes  400  or more times.,31819,Item,20,Count_ItemAbilityUpgrade,,WaitShowForgeResultUI,318,400,"4,030",Rune Fragment (100)
31901,Can’t Use Any Soul Crystals (Tier 1),Place  10  or more materials in leveling up Soul Crystals.,,Item,1,Count_SoulCrystalLevelUp,,Immediately,319,10,30,"1,000 Adena"
31902,Can’t Use Any Soul Crystals (Tier 2),Place  30  or more materials in leveling up Soul Crystals.,31901,Item,2,Count_SoulCrystalLevelUp,,Immediately,319,30,30,"1,000 Adena"
31903,Can’t Use Any Soul Crystals (Tier 3),Place  80  or more materials in leveling up Soul Crystals.,31902,Item,3,Count_SoulCrystalLevelUp,,Immediately,319,80,30,"1,000 Adena"
31904,Can’t Use Any Soul Crystals (Tier 4),Place  210  or more materials in leveling up Soul Crystals.,31903,Item,4,Count_SoulCrystalLevelUp,,Immediately,319,210,50,"1,000 Adena"
31905,Can’t Use Any Soul Crystals (Tier 5),Place  580  or more materials in leveling up Soul Crystals.,31904,Item,5,Count_SoulCrystalLevelUp,,Immediately,319,580,80,"1,500 Adena"
31906,Can’t Use Any Soul Crystals (Tier 6),Place  900  or more materials in leveling up Soul Crystals.,31905,Item,6,Count_SoulCrystalLevelUp,,Immediately,319,900,110,"1,500 Adena"
31907,Can’t Use Any Soul Crystals (Tier 7),"Place  1,200  or more materials in leveling up Soul Crystals.",31906,Item,7,Count_SoulCrystalLevelUp,,Immediately,319,"1,200",140,"2,000 Adena"
31908,Can’t Use Any Soul Crystals (Tier 8),"Place  1,980  or more materials in leveling up Soul Crystals.",31907,Item,8,Count_SoulCrystalLevelUp,,Immediately,319,"1,980",220,"2,500 Adena"
31909,Can’t Use Any Soul Crystals (Tier 9),"Place  4,050  or more materials in leveling up Soul Crystals.",31908,Item,9,Count_SoulCrystalLevelUp,,Immediately,319,"4,050",430,"4,000 Adena"
31910,Can’t Use Any Soul Crystals (Tier 10),"Place  6,120  or more materials in leveling up Soul Crystals.",31909,Item,10,Count_SoulCrystalLevelUp,,Immediately,319,"6,120",640,"5,500 Adena"
31911,Can’t Use Any Soul Crystals (Tier 11),"Place  8,550  or more materials in leveling up Soul Crystals.",31910,Item,11,Count_SoulCrystalLevelUp,,Immediately,319,"8,550",880,"7,500 Adena"
31912,Can’t Use Any Soul Crystals (Tier 12),"Place  10,800  or more materials in leveling up Soul Crystals.",31911,Item,12,Count_SoulCrystalLevelUp,,Immediately,319,"10,800","1,110","9,000 Adena"
31913,Can’t Use Any Soul Crystals (Tier 13),"Place  16,200  or more materials in leveling up Soul Crystals.",31912,Item,13,Count_SoulCrystalLevelUp,,Immediately,319,"16,200","1,650","13,000 Adena"
31914,Can’t Use Any Soul Crystals (Tier 14),"Place  21,600  or more materials in leveling up Soul Crystals.",31913,Item,14,Count_SoulCrystalLevelUp,,Immediately,319,"21,600","2,190","17,000 Adena"
31915,Can’t Use Any Soul Crystals (Tier 15),"Place  27,900  or more materials in leveling up Soul Crystals.",31914,Item,15,Count_SoulCrystalLevelUp,,Immediately,319,"27,900","2,820","22,000 Adena"
31916,Can’t Use Any Soul Crystals (Tier 16),"Place  34,200  or more materials in leveling up Soul Crystals.",31915,Item,16,Count_SoulCrystalLevelUp,,Immediately,319,"34,200","3,450","26,500 Adena"
31917,Can’t Use Any Soul Crystals (Tier 17),"Place  40,500  or more materials in leveling up Soul Crystals.",31916,Item,17,Count_SoulCrystalLevelUp,,Immediately,319,"40,500","4,080","31,500 Adena"
31918,Can’t Use Any Soul Crystals (Tier 18),"Place  46,800  or more materials in leveling up Soul Crystals.",31917,Item,18,Count_SoulCrystalLevelUp,,Immediately,319,"46,800","4,710","36,000 Adena"
31919,Can’t Use Any Soul Crystals (Tier 19),"Place  54,000  or more materials in leveling up Soul Crystals.",31918,Item,19,Count_SoulCrystalLevelUp,,Immediately,319,"54,000","5,430","41,500 Adena"
31920,Can’t Use Any Soul Crystals (Tier 20),"Place  61,650  or more materials in leveling up Soul Crystals.",31919,Item,20,Count_SoulCrystalLevelUp,,Immediately,319,"61,650","6,190","47,000 Adena"
32001,Take What You Can Get (Tier 1),Acquire  70  or more C-grade pieces of pet equipment.,,Item,1,Count_AcquiredVehiclePetEquipmentItem,C,Immediately,320,70,90,Grade C Mount Headgear Varnish (1)
32002,Take What You Can Get (Tier 2),Acquire  350  or more C-grade pieces of pet equipment.,32001,Item,2,Count_AcquiredVehiclePetEquipmentItem,C,Immediately,320,350,100,"2,000 Adena"
32003,Take What You Can Get (Tier 3),Acquire  700  or more C-grade pieces of pet equipment.,32002,Item,3,Count_AcquiredVehiclePetEquipmentItem,C,Immediately,320,700,110,"3,000 Adena"
32004,Take What You Can Get (Tier 4),"Acquire  1,400  or more C-grade pieces of pet equipment.",32003,Item,4,Count_AcquiredVehiclePetEquipmentItem,C,Immediately,320,"1,400",130,Grade C Mount Armor Varnish (1)
32005,Take What You Can Get (Tier 5),"Acquire  3,150  or more C-grade pieces of pet equipment.",32004,Item,5,Count_AcquiredVehiclePetEquipmentItem,C,Immediately,320,"3,150",160,"5,000 Adena"
32006,Take What You Can Get (Tier 6),"Acquire  4,200  or more C-grade pieces of pet equipment.",32005,Item,6,Count_AcquiredVehiclePetEquipmentItem,C,Immediately,320,"4,200",190,"7,000 Adena"
32007,Take What You Can Get (Tier 7),"Acquire  8,750  or more C-grade pieces of pet equipment.",32006,Item,7,Count_AcquiredVehiclePetEquipmentItem,C,Immediately,320,"8,750",240,Grade C Mount Headgear Varnish (1)
32008,Take What You Can Get (Tier 8),"Acquire  17,150  or more C-grade pieces of pet equipment.",32007,Item,8,Count_AcquiredVehiclePetEquipmentItem,C,Immediately,320,"17,150",300,"10,000 Adena"
32009,Take What You Can Get (Tier 9),"Acquire  25,200  or more C-grade pieces of pet equipment.",32008,Item,9,Count_AcquiredVehiclePetEquipmentItem,C,Immediately,320,"25,200",390,"13,000 Adena"
32010,Take What You Can Get (Tier 10),"Acquire  35,000  or more C-grade pieces of pet equipment.",32009,Item,10,Count_AcquiredVehiclePetEquipmentItem,C,Immediately,320,"35,000",470,Grade C Mount Armor Varnish (2)
32101,Comes in Handy (Tier 1),Acquire  20  or more B-grade pieces of pet equipment.,,Item,1,Count_AcquiredVehiclePetEquipmentItem,B,Immediately,321,20,135,Grade B Mount Headgear Varnish (1)
32102,Comes in Handy (Tier 2),Acquire  100  or more B-grade pieces of pet equipment.,32101,Item,2,Count_AcquiredVehiclePetEquipmentItem,B,Immediately,321,100,150,"3,000 Adena"
32103,Comes in Handy (Tier 3),Acquire  200  or more B-grade pieces of pet equipment.,32102,Item,3,Count_AcquiredVehiclePetEquipmentItem,B,Immediately,321,200,165,"4,500 Adena"
32104,Comes in Handy (Tier 4),Acquire  400  or more B-grade pieces of pet equipment.,32103,Item,4,Count_AcquiredVehiclePetEquipmentItem,B,Immediately,321,400,195,Grade B Mount Armor Varnish (1)
32105,Comes in Handy (Tier 5),Acquire  900  or more B-grade pieces of pet equipment.,32104,Item,5,Count_AcquiredVehiclePetEquipmentItem,B,Immediately,321,900,240,"7,500 Adena"
32106,Comes in Handy (Tier 6),"Acquire  1,200  or more B-grade pieces of pet equipment.",32105,Item,6,Count_AcquiredVehiclePetEquipmentItem,B,Immediately,321,"1,200",285,"10,500 Adena"
32107,Comes in Handy (Tier 7),"Acquire  2,500  or more B-grade pieces of pet equipment.",32106,Item,7,Count_AcquiredVehiclePetEquipmentItem,B,Immediately,321,"2,500",360,Grade B Mount Headgear Varnish (1)
32108,Comes in Handy (Tier 8),"Acquire  4,900  or more B-grade pieces of pet equipment.",32107,Item,8,Count_AcquiredVehiclePetEquipmentItem,B,Immediately,321,"4,900",450,"15,000 Adena"
32109,Comes in Handy (Tier 9),"Acquire  7,200  or more B-grade pieces of pet equipment.",32108,Item,9,Count_AcquiredVehiclePetEquipmentItem,B,Immediately,321,"7,200",585,"19,500 Adena"
32110,Comes in Handy (Tier 10),"Acquire  10,000  or more B-grade pieces of pet equipment.",32109,Item,10,Count_AcquiredVehiclePetEquipmentItem,B,Immediately,321,"10,000",705,Grade B Mount Armor Varnish (2)
32301,Changing By the Day (Tier 1),Acquire  5  or more A-grade pieces of pet equipment.,,Item,1,Count_AcquiredVehiclePetEquipmentItem,A,Immediately,323,5,180,Grade A Mount Headgear Varnish (1)
32302,Changing By the Day (Tier 2),Acquire  25  or more A-grade pieces of pet equipment.,32301,Item,2,Count_AcquiredVehiclePetEquipmentItem,A,Immediately,323,25,200,"4,000 Adena"
32303,Changing By the Day (Tier 3),Acquire  50  or more A-grade pieces of pet equipment.,32302,Item,3,Count_AcquiredVehiclePetEquipmentItem,A,Immediately,323,50,220,"6,000 Adena"
32304,Changing By the Day (Tier 4),Acquire  100  or more A-grade pieces of pet equipment.,32303,Item,4,Count_AcquiredVehiclePetEquipmentItem,A,Immediately,323,100,260,Grade A Mount Armor Varnish (1)
32305,Changing By the Day (Tier 5),Acquire  225  or more A-grade pieces of pet equipment.,32304,Item,5,Count_AcquiredVehiclePetEquipmentItem,A,Immediately,323,225,320,"10,000 Adena"
32306,Changing By the Day (Tier 6),Acquire  300  or more A-grade pieces of pet equipment.,32305,Item,6,Count_AcquiredVehiclePetEquipmentItem,A,Immediately,323,300,380,"14,000 Adena"
32307,Changing By the Day (Tier 7),Acquire  625  or more A-grade pieces of pet equipment.,32306,Item,7,Count_AcquiredVehiclePetEquipmentItem,A,Immediately,323,625,480,Grade A Mount Headgear Varnish (2)
32308,Changing By the Day (Tier 8),"Acquire  1,225  or more A-grade pieces of pet equipment.",32307,Item,8,Count_AcquiredVehiclePetEquipmentItem,A,Immediately,323,"1,225",600,"20,000 Adena"
32309,Changing By the Day (Tier 9),"Acquire  1,800  or more A-grade pieces of pet equipment.",32308,Item,9,Count_AcquiredVehiclePetEquipmentItem,A,Immediately,323,"1,800",780,"26,000 Adena"
32310,Changing By the Day (Tier 10),"Acquire  2,500  or more A-grade pieces of pet equipment.",32309,Item,10,Count_AcquiredVehiclePetEquipmentItem,A,Immediately,323,"2,500",940,Grade A Mount Armor Varnish (2)
32401,My Pet has Changed (Tier 1),Acquire  2  or more S-grade pieces of pet equipment.,,Item,1,Count_AcquiredVehiclePetEquipmentItem,S,Immediately,324,2,225,"2,500 Adena"
32402,My Pet has Changed (Tier 2),Acquire  10  or more S-grade pieces of pet equipment.,32401,Item,2,Count_AcquiredVehiclePetEquipmentItem,S,Immediately,324,10,250,"5,000 Adena"
32403,My Pet has Changed (Tier 3),Acquire  20  or more S-grade pieces of pet equipment.,32402,Item,3,Count_AcquiredVehiclePetEquipmentItem,S,Immediately,324,20,275,"7,500 Adena"
32404,My Pet has Changed (Tier 4),Acquire  40  or more S-grade pieces of pet equipment.,32403,Item,4,Count_AcquiredVehiclePetEquipmentItem,S,Immediately,324,40,325,"10,000 Adena"
32405,My Pet has Changed (Tier 5),Acquire  90  or more S-grade pieces of pet equipment.,32404,Item,5,Count_AcquiredVehiclePetEquipmentItem,S,Immediately,324,90,400,"12,500 Adena"
32406,My Pet has Changed (Tier 6),Acquire  120  or more S-grade pieces of pet equipment.,32405,Item,6,Count_AcquiredVehiclePetEquipmentItem,S,Immediately,324,120,475,"17,500 Adena"
32407,My Pet has Changed (Tier 7),Acquire  250  or more S-grade pieces of pet equipment.,32406,Item,7,Count_AcquiredVehiclePetEquipmentItem,S,Immediately,324,250,600,"22,500 Adena"
32408,My Pet has Changed (Tier 8),Acquire  490  or more S-grade pieces of pet equipment.,32407,Item,8,Count_AcquiredVehiclePetEquipmentItem,S,Immediately,324,490,750,"25,000 Adena"
32409,My Pet has Changed (Tier 9),Acquire  720  or more S-grade pieces of pet equipment.,32408,Item,9,Count_AcquiredVehiclePetEquipmentItem,S,Immediately,324,720,975,"32,500 Adena"
32410,My Pet has Changed (Tier 10),"Acquire  1,000  or more S-grade pieces of pet equipment.",32409,Item,10,Count_AcquiredVehiclePetEquipmentItem,S,Immediately,324,"1,000","1,175","37,500 Adena"
32501,My Pet is Stronger (Tier 1),Acquire  1  or more R-grade pieces of pet equipment.,,Item,1,Count_AcquiredVehiclePetEquipmentItem,R,Immediately,325,1,360,"4,000 Adena"
32502,My Pet is Stronger (Tier 2),Acquire  5  or more R-grade pieces of pet equipment.,32501,Item,2,Count_AcquiredVehiclePetEquipmentItem,R,Immediately,325,5,400,"8,000 Adena"
32503,My Pet is Stronger (Tier 3),Acquire  10  or more R-grade pieces of pet equipment.,32502,Item,3,Count_AcquiredVehiclePetEquipmentItem,R,Immediately,325,10,440,"12,000 Adena"
32504,My Pet is Stronger (Tier 4),Acquire  20  or more R-grade pieces of pet equipment.,32503,Item,4,Count_AcquiredVehiclePetEquipmentItem,R,Immediately,325,20,520,"15,000 Adena"
32505,My Pet is Stronger (Tier 5),Acquire  45  or more R-grade pieces of pet equipment.,32504,Item,5,Count_AcquiredVehiclePetEquipmentItem,R,Immediately,325,45,640,"20,000 Adena"
32506,My Pet is Stronger (Tier 6),Acquire  60  or more R-grade pieces of pet equipment.,32505,Item,6,Count_AcquiredVehiclePetEquipmentItem,R,Immediately,325,60,760,"28,000 Adena"
32507,My Pet is Stronger (Tier 7),Acquire  100  or more R-grade pieces of pet equipment.,32506,Item,7,Count_AcquiredVehiclePetEquipmentItem,R,Immediately,325,100,960,"34,000 Adena"
32508,My Pet is Stronger (Tier 8),Acquire  175  or more R-grade pieces of pet equipment.,32507,Item,8,Count_AcquiredVehiclePetEquipmentItem,R,Immediately,325,175,"1,200","40,000 Adena"
32509,My Pet is Stronger (Tier 9),Acquire  225  or more R-grade pieces of pet equipment.,32508,Item,9,Count_AcquiredVehiclePetEquipmentItem,R,Immediately,325,225,"1,560","52,000 Adena"
32510,My Pet is Stronger (Tier 10),Acquire  300  or more R-grade pieces of pet equipment.,32509,Item,10,Count_AcquiredVehiclePetEquipmentItem,R,Immediately,325,300,"1,880","56,000 Adena"
32601,True Pet Enthusiast (Tier 1),Acquire  1  or more SR-grade pieces of pet equipment.,,Item,1,Count_AcquiredVehiclePetEquipmentItem,SR,Immediately,326,1,540,Grade S Mount Headgear Varnish (1)
32602,True Pet Enthusiast (Tier 2),Acquire  5  or more SR-grade pieces of pet equipment.,32601,Item,2,Count_AcquiredVehiclePetEquipmentItem,SR,Immediately,326,5,600,"12,000 Adena"
32603,True Pet Enthusiast (Tier 3),Acquire  10  or more SR-grade pieces of pet equipment.,32602,Item,3,Count_AcquiredVehiclePetEquipmentItem,SR,Immediately,326,10,660,"18,000 Adena"
32604,True Pet Enthusiast (Tier 4),Acquire  20  or more SR-grade pieces of pet equipment.,32603,Item,4,Count_AcquiredVehiclePetEquipmentItem,SR,Immediately,326,20,780,Grade S Mount Armor Varnish (1)
32605,True Pet Enthusiast (Tier 5),Acquire  30  or more SR-grade pieces of pet equipment.,32604,Item,5,Count_AcquiredVehiclePetEquipmentItem,SR,Immediately,326,30,960,"30,000 Adena"
32606,True Pet Enthusiast (Tier 6),Acquire  40  or more SR-grade pieces of pet equipment.,32605,Item,6,Count_AcquiredVehiclePetEquipmentItem,SR,Immediately,326,40,"1,140","42,000 Adena"
32607,True Pet Enthusiast (Tier 7),Acquire  50  or more SR-grade pieces of pet equipment.,32606,Item,7,Count_AcquiredVehiclePetEquipmentItem,SR,Immediately,326,50,"1,440",Grade S Mount Headgear Varnish (2)
32608,True Pet Enthusiast (Tier 8),Acquire  70  or more SR-grade pieces of pet equipment.,32607,Item,8,Count_AcquiredVehiclePetEquipmentItem,SR,Immediately,326,70,"1,800","60,000 Adena"
32609,True Pet Enthusiast (Tier 9),Acquire  90  or more SR-grade pieces of pet equipment.,32608,Item,9,Count_AcquiredVehiclePetEquipmentItem,SR,Immediately,326,90,"2,340","78,000 Adena"
32610,True Pet Enthusiast (Tier 10),Acquire  100  or more SR-grade pieces of pet equipment.,32609,Item,10,Count_AcquiredVehiclePetEquipmentItem,SR,Immediately,326,100,"2,820",Grade S Mount Armor Varnish (2)
32801,It Takes TLC (Tier 1),Use  50  or more materials to level up pet equipment.,,Item,1,Count_PetItemLevelUp,,Immediately,328,50,100,"1,000 Adena"
32802,It Takes TLC (Tier 2),Use  250  or more materials to level up pet equipment.,32801,Item,2,Count_PetItemLevelUp,,Immediately,328,250,110,"1,000 Adena"
32803,It Takes TLC (Tier 3),Use  500  or more materials to level up pet equipment.,32802,Item,3,Count_PetItemLevelUp,,Immediately,328,500,130,"1,500 Adena"
32804,It Takes TLC (Tier 4),"Use  1,000  or more materials to level up pet equipment.",32803,Item,4,Count_PetItemLevelUp,,Immediately,328,"1,000",180,"2,000 Adena"
32805,It Takes TLC (Tier 5),"Use  2,250  or more materials to level up pet equipment.",32804,Item,5,Count_PetItemLevelUp,,Immediately,328,"2,250",380,"3,000 Adena"
32806,It Takes TLC (Tier 6),"Use  3,000  or more materials to level up pet equipment.",32805,Item,6,Count_PetItemLevelUp,,Immediately,328,"3,000",680,"5,000 Adena"
32807,It Takes TLC (Tier 7),"Use  6,250  or more materials to level up pet equipment.",32806,Item,7,Count_PetItemLevelUp,,Immediately,328,"6,250",870,"7,000 Adena"
32808,It Takes TLC (Tier 8),"Use  12,250  or more materials to level up pet equipment.",32807,Item,8,Count_PetItemLevelUp,,Immediately,328,"12,250","1,170","9,000 Adena"
32809,It Takes TLC (Tier 9),"Use  18,000  or more materials to level up pet equipment.",32808,Item,9,Count_PetItemLevelUp,,Immediately,328,"18,000","1,490","12,000 Adena"
