ItemType,ItemGrade,EquipmentType,WeaponType,Level,EnchantEfficiency,SuccessRate,SuccessRateBless,FailurePenalty,RequiredAdena,RequiredProtectionJewel,RequiredEnchantScroll
Equipment,R,Weapon,Staff,9,60,4500,4500,1,16700,4,2
Equipment,R,Weapon,Staff,10,70,4500,4500,0,33400,4,3
Equipment,R,Weapon,Staff,11,80,4500,4500,1,33400,5,3
Equipment,R,Weapon,Staff,12,90,4500,4500,1,33400,5,3
Equipment,R,Weapon,Staff,13,100,4000,4000,1,33400,6,3
Equipment,R,Weapon,Staff,14,110,4000,4000,1,33400,6,3
Equipment,R,Weapon,Staff,15,122,4000,4000,1,33400,7,4
Equipment,R,Weapon,Staff,16,134,4000,4000,1,66700,7,4
Equipment,R,Weapon,Staff,17,146,4000,4000,1,66700,8,4
Equipment,R,Weapon,Staff,18,158,3500,3500,1,66700,8,4
Equipment,R,Weapon,Staff,19,170,3500,3500,1,66700,9,4
Equipment,R,Weapon,Staff,20,185,3500,3500,0,66700,9,5
Equipment,R,Weapon,Staff,21,200,3500,3500,1,66700,10,5
Equipment,R,Weapon,Staff,22,215,3500,3500,1,66700,10,5
Equipment,R,Weapon,Staff,23,230,3000,3000,1,66700,11,5
Equipment,R,Weapon,Staff,24,245,3000,3000,1,66700,11,5
Equipment,R,Weapon,Staff,25,265,,,,,,
Equipment,R,Armor,,0,0,10000,10000,0,900,0,1
Equipment,R,Armor,,1,5,10000,10000,0,900,0,1
Equipment,R,Armor,,2,10,10000,10000,0,900,0,1
Equipment,R,Armor,,3,15,9000,9000,1,900,1,1
Equipment,R,Armor,,4,20,8000,8000,1,900,1,1
Equipment,R,Armor,,5,28,7000,7000,1,4200,2,2
Equipment,R,Armor,,6,36,6000,6000,1,4200,2,2
Equipment,R,Armor,,7,44,5000,5000,1,4200,3,2
Equipment,R,Armor,,8,52,4500,4500,1,4200,3,2
Equipment,R,Armor,,9,60,4500,4500,1,4200,4,2
Equipment,R,Armor,,10,70,4500,4500,0,8400,4,3
Equipment,R,Armor,,11,80,4500,4500,1,8400,5,3
Equipment,R,Armor,,12,90,4500,4500,1,8400,5,3
Equipment,R,Armor,,13,100,4000,4000,1,8400,6,3
Equipment,R,Armor,,14,110,4000,4000,1,8400,6,3
Equipment,R,Armor,,15,122,4000,4000,1,8400,7,4
Equipment,R,Armor,,16,134,4000,4000,1,16700,7,4
Equipment,R,Armor,,17,146,4000,4000,1,16700,8,4
Equipment,R,Armor,,18,158,3500,3500,1,16700,8,4
Equipment,R,Armor,,19,170,3500,3500,1,16700,9,4
Equipment,R,Armor,,20,185,3500,3500,0,16700,9,5
Equipment,R,Armor,,21,200,3500,3500,1,16700,10,5
Equipment,R,Armor,,22,215,3500,3500,1,16700,10,5
Equipment,R,Armor,,23,230,3000,3000,1,16700,11,5
Equipment,R,Armor,,24,245,3000,3000,1,16700,11,5
Equipment,R,Armor,,25,265,,,,,,
Equipment,R,Gloves,,0,0,10000,10000,0,900,0,1
Equipment,R,Gloves,,1,5,10000,10000,0,900,0,1
Equipment,R,Gloves,,2,10,10000,10000,0,900,0,1
Equipment,R,Gloves,,3,15,9000,9000,1,900,1,1
Equipment,R,Gloves,,4,20,8000,8000,1,900,1,1
Equipment,R,Gloves,,5,28,7000,7000,1,4200,2,2
Equipment,R,Gloves,,6,36,6000,6000,1,4200,2,2
Equipment,R,Gloves,,7,44,5000,5000,1,4200,3,2
Equipment,R,Gloves,,8,52,4500,4500,1,4200,3,2
Equipment,R,Gloves,,9,60,4500,4500,1,4200,4,2
Equipment,R,Gloves,,10,70,4500,4500,0,8400,4,3
Equipment,R,Gloves,,11,80,4500,4500,1,8400,5,3
Equipment,R,Gloves,,12,90,4500,4500,1,8400,5,3
Equipment,R,Gloves,,13,100,4000,4000,1,8400,6,3
Equipment,R,Gloves,,14,110,4000,4000,1,8400,6,3
Equipment,R,Gloves,,15,122,4000,4000,1,8400,7,4
Equipment,R,Gloves,,16,134,4000,4000,1,16700,7,4
Equipment,R,Gloves,,17,146,4000,4000,1,16700,8,4
Equipment,R,Gloves,,18,158,3500,3500,1,16700,8,4
Equipment,R,Gloves,,19,170,3500,3500,1,16700,9,4
Equipment,R,Gloves,,20,185,3500,3500,0,16700,9,5
Equipment,R,Gloves,,21,200,3500,3500,1,16700,10,5
Equipment,R,Gloves,,22,215,3500,3500,1,16700,10,5
Equipment,R,Gloves,,23,230,3000,3000,1,16700,11,5
Equipment,R,Gloves,,24,245,3000,3000,1,16700,11,5
Equipment,R,Gloves,,25,265,,,,,,
Equipment,R,Boots,,0,0,10000,10000,0,900,0,1
Equipment,R,Boots,,1,5,10000,10000,0,900,0,1
Equipment,R,Boots,,2,10,10000,10000,0,900,0,1
Equipment,R,Boots,,3,15,9000,9000,1,900,1,1
Equipment,R,Boots,,4,20,8000,8000,1,900,1,1
Equipment,R,Boots,,5,28,7000,7000,1,4200,2,2
Equipment,R,Boots,,6,36,6000,6000,1,4200,2,2
Equipment,R,Boots,,7,44,5000,5000,1,4200,3,2
Equipment,R,Boots,,8,52,4500,4500,1,4200,3,2
Equipment,R,Boots,,9,60,4500,4500,1,4200,4,2
Equipment,R,Boots,,10,70,4500,4500,0,8400,4,3
Equipment,R,Boots,,11,80,4500,4500,1,8400,5,3
Equipment,R,Boots,,12,90,4500,4500,1,8400,5,3
Equipment,R,Boots,,13,100,4000,4000,1,8400,6,3
Equipment,R,Boots,,14,110,4000,4000,1,8400,6,3
Equipment,R,Boots,,15,122,4000,4000,1,8400,7,4
Equipment,R,Boots,,16,134,4000,4000,1,16700,7,4
Equipment,R,Boots,,17,146,4000,4000,1,16700,8,4
Equipment,R,Boots,,18,158,3500,3500,1,16700,8,4
Equipment,R,Boots,,19,170,3500,3500,1,16700,9,4
Equipment,R,Boots,,20,185,3500,3500,0,16700,9,5
Equipment,R,Boots,,21,200,3500,3500,1,16700,10,5
Equipment,R,Boots,,22,215,3500,3500,1,16700,10,5
Equipment,R,Boots,,23,230,3000,3000,1,16700,11,5
Equipment,R,Boots,,24,245,3000,3000,1,16700,11,5
Equipment,R,Boots,,25,265,,,,,,
Equipment,R,Helmet,,0,0,10000,10000,0,900,0,1
Equipment,R,Helmet,,1,5,10000,10000,0,900,0,1
Equipment,R,Helmet,,2,10,10000,10000,0,900,0,1
Equipment,R,Helmet,,3,15,9000,9000,1,900,1,1
Equipment,R,Helmet,,4,20,8000,8000,1,900,1,1
Equipment,R,Helmet,,5,28,7000,7000,1,4200,2,2
Equipment,R,Helmet,,6,36,6000,6000,1,4200,2,2
Equipment,R,Helmet,,7,44,5000,5000,1,4200,3,2
Equipment,R,Helmet,,8,52,4500,4500,1,4200,3,2
Equipment,R,Helmet,,9,60,4500,4500,1,4200,4,2
Equipment,R,Helmet,,10,70,4500,4500,0,8400,4,3
Equipment,R,Helmet,,11,80,4500,4500,1,8400,5,3
Equipment,R,Helmet,,12,90,4500,4500,1,8400,5,3
Equipment,R,Helmet,,13,100,4000,4000,1,8400,6,3
Equipment,R,Helmet,,14,110,4000,4000,1,8400,6,3
Equipment,R,Helmet,,15,122,4000,4000,1,8400,7,4
Equipment,R,Helmet,,16,134,4000,4000,1,16700,7,4
Equipment,R,Helmet,,17,146,4000,4000,1,16700,8,4
Equipment,R,Helmet,,18,158,3500,3500,1,16700,8,4
Equipment,R,Helmet,,19,170,3500,3500,1,16700,9,4
Equipment,R,Helmet,,20,185,3500,3500,0,16700,9,5
Equipment,R,Helmet,,21,200,3500,3500,1,16700,10,5
Equipment,R,Helmet,,22,215,3500,3500,1,16700,10,5
Equipment,R,Helmet,,23,230,3000,3000,1,16700,11,5
Equipment,R,Helmet,,24,245,3000,3000,1,16700,11,5
Equipment,R,Helmet,,25,265,,,,,,
Equipment,R,Ring1,,0,0,10000,10000,0,900,0,1
Equipment,R,Ring1,,1,5,10000,10000,0,900,0,1
Equipment,R,Ring1,,2,10,10000,10000,0,900,0,1
Equipment,R,Ring1,,3,15,9000,9000,1,900,1,1
Equipment,R,Ring1,,4,20,8000,8000,1,900,1,1
Equipment,R,Ring1,,5,28,7000,7000,1,4200,2,2
Equipment,R,Ring1,,6,36,6000,6000,1,4200,2,2
Equipment,R,Ring1,,7,44,5000,5000,1,4200,3,2
Equipment,R,Ring1,,8,52,4500,4500,1,4200,3,2
Equipment,R,Ring1,,9,60,4500,4500,1,4200,4,2
Equipment,R,Ring1,,10,70,4500,4500,0,8400,4,3
Equipment,R,Ring1,,11,80,4500,4500,1,8400,5,3
Equipment,R,Ring1,,12,90,4500,4500,1,8400,5,3
Equipment,R,Ring1,,13,100,4000,4000,1,8400,6,3
Equipment,R,Ring1,,14,110,4000,4000,1,8400,6,3
Equipment,R,Ring1,,15,122,4000,4000,1,8400,7,4
Equipment,R,Ring1,,16,134,4000,4000,1,16700,7,4
Equipment,R,Ring1,,17,146,4000,4000,1,16700,8,4
Equipment,R,Ring1,,18,158,3500,3500,1,16700,8,4
Equipment,R,Ring1,,19,170,3500,3500,1,16700,9,4
Equipment,R,Ring1,,20,185,3500,3500,0,16700,9,5
Equipment,R,Ring1,,21,200,3500,3500,1,16700,10,5
Equipment,R,Ring1,,22,215,3500,3500,1,16700,10,5
Equipment,R,Ring1,,23,230,3000,3000,1,16700,11,5
Equipment,R,Ring1,,24,245,3000,3000,1,16700,11,5
Equipment,R,Ring1,,25,265,,,,,,
Equipment,R,Earring1,,0,0,10000,10000,0,900,0,1
Equipment,R,Earring1,,1,5,10000,10000,0,900,0,1
Equipment,R,Earring1,,2,10,10000,10000,0,900,0,1
Equipment,R,Earring1,,3,15,9000,9000,1,900,1,1
Equipment,R,Earring1,,4,20,8000,8000,1,900,1,1
Equipment,R,Earring1,,5,28,7000,7000,1,4200,2,2
Equipment,R,Earring1,,6,36,6000,6000,1,4200,2,2
Equipment,R,Earring1,,7,44,5000,5000,1,4200,3,2
Equipment,R,Earring1,,8,52,4500,4500,1,4200,3,2
Equipment,R,Earring1,,9,60,4500,4500,1,4200,4,2
Equipment,R,Earring1,,10,70,4500,4500,0,8400,4,3
Equipment,R,Earring1,,11,80,4500,4500,1,8400,5,3
Equipment,R,Earring1,,12,90,4500,4500,1,8400,5,3
Equipment,R,Earring1,,13,100,4000,4000,1,8400,6,3
Equipment,R,Earring1,,14,110,4000,4000,1,8400,6,3
Equipment,R,Earring1,,15,122,4000,4000,1,8400,7,4
Equipment,R,Earring1,,16,134,4000,4000,1,16700,7,4
Equipment,R,Earring1,,17,146,4000,4000,1,16700,8,4
Equipment,R,Earring1,,18,158,3500,3500,1,16700,8,4
Equipment,R,Earring1,,19,170,3500,3500,1,16700,9,4
Equipment,R,Earring1,,20,185,3500,3500,0,16700,9,5
Equipment,R,Earring1,,21,200,3500,3500,1,16700,10,5
Equipment,R,Earring1,,22,215,3500,3500,1,16700,10,5
Equipment,R,Earring1,,23,230,3000,3000,1,16700,11,5
Equipment,R,Earring1,,24,245,3000,3000,1,16700,11,5
Equipment,R,Earring1,,25,265,,,,,,
Equipment,R,Necklace,,0,0,10000,10000,0,900,0,1
Equipment,R,Necklace,,1,5,10000,10000,0,900,0,1
Equipment,R,Necklace,,2,10,10000,10000,0,900,0,1
Equipment,R,Necklace,,3,15,9000,9000,1,900,1,1
Equipment,R,Necklace,,4,20,8000,8000,1,900,1,1
Equipment,R,Necklace,,5,28,7000,7000,1,4200,2,2
Equipment,R,Necklace,,6,36,6000,6000,1,4200,2,2
Equipment,R,Necklace,,7,44,5000,5000,1,4200,3,2
Equipment,R,Necklace,,8,52,4500,4500,1,4200,3,2
Equipment,R,Necklace,,9,60,4500,4500,1,4200,4,2
Equipment,R,Necklace,,10,70,4500,4500,0,8400,4,3
Equipment,R,Necklace,,11,80,4500,4500,1,8400,5,3
Equipment,R,Necklace,,12,90,4500,4500,1,8400,5,3
Equipment,R,Necklace,,13,100,4000,4000,1,8400,6,3
Equipment,R,Necklace,,14,110,4000,4000,1,8400,6,3
Equipment,R,Necklace,,15,122,4000,4000,1,8400,7,4
Equipment,R,Necklace,,16,134,4000,4000,1,16700,7,4
Equipment,R,Necklace,,17,146,4000,4000,1,16700,8,4
Equipment,R,Necklace,,18,158,3500,3500,1,16700,8,4
Equipment,R,Necklace,,19,170,3500,3500,1,16700,9,4
Equipment,R,Necklace,,20,185,3500,3500,0,16700,9,5
Equipment,R,Necklace,,21,200,3500,3500,1,16700,10,5
Equipment,R,Necklace,,22,215,3500,3500,1,16700,10,5
Equipment,R,Necklace,,23,230,3000,3000,1,16700,11,5
Equipment,R,Necklace,,24,245,3000,3000,1,16700,11,5
Equipment,R,Necklace,,25,265,,,,,,
Equipment,SR,Weapon,Sword,0,0,10000,10000,0,3400,0,1
Equipment,SR,Weapon,Sword,1,5,10000,10000,0,3400,0,1
Equipment,SR,Weapon,Sword,2,10,10000,10000,0,3400,0,1
Equipment,SR,Weapon,Sword,3,15,9000,9000,1,3400,1,1
Equipment,SR,Weapon,Sword,4,20,8000,8000,1,3400,1,1
Equipment,SR,Weapon,Sword,5,28,7000,7000,1,16700,2,2
Equipment,SR,Weapon,Sword,6,36,6000,6000,1,16700,2,2
Equipment,SR,Weapon,Sword,7,44,5000,5000,1,16700,3,2
Equipment,SR,Weapon,Sword,8,52,4500,4500,1,16700,3,2
Equipment,SR,Weapon,Sword,9,60,4500,4500,1,16700,4,2
Equipment,SR,Weapon,Sword,10,70,4500,4500,0,33400,4,3
Equipment,SR,Weapon,Sword,11,80,4500,4500,1,33400,5,3
Equipment,SR,Weapon,Sword,12,90,4500,4500,1,33400,5,3
Equipment,SR,Weapon,Sword,13,100,4000,4000,1,33400,6,3
Equipment,SR,Weapon,Sword,14,110,4000,4000,1,33400,6,3
Equipment,SR,Weapon,Sword,15,122,4000,4000,1,33400,7,4
Equipment,SR,Weapon,Sword,16,134,4000,4000,1,66700,7,4
Equipment,SR,Weapon,Sword,17,146,4000,4000,1,66700,8,4
Equipment,SR,Weapon,Sword,18,158,3500,3500,1,66700,8,4
Equipment,SR,Weapon,Sword,19,170,3500,3500,1,66700,9,4
Equipment,SR,Weapon,Sword,20,185,3500,3500,0,66700,9,5
Equipment,SR,Weapon,Sword,21,200,3500,3500,1,66700,10,5
Equipment,SR,Weapon,Sword,22,215,3500,3500,1,66700,10,5
Equipment,SR,Weapon,Sword,23,230,3000,3000,1,66700,11,5
Equipment,SR,Weapon,Sword,24,245,3000,3000,1,66700,11,5
Equipment,SR,Weapon,Sword,25,265,3000,3000,1,66700,12,6
Equipment,SR,Weapon,Sword,26,285,3000,3000,1,100000,12,6
Equipment,SR,Weapon,Sword,27,305,3000,3000,1,100000,13,6
Equipment,SR,Weapon,Sword,28,325,2500,2500,1,100000,13,6
Equipment,SR,Weapon,Sword,29,345,2500,2500,1,166700,14,6
Equipment,SR,Weapon,Sword,30,370,,,,,,
Equipment,SR,Weapon,Spear,0,0,10000,10000,0,3400,0,1
Equipment,SR,Weapon,Spear,1,5,10000,10000,0,3400,0,1
Equipment,SR,Weapon,Spear,2,10,10000,10000,0,3400,0,1
Equipment,SR,Weapon,Spear,3,15,9000,9000,1,3400,1,1
Equipment,SR,Weapon,Spear,4,20,8000,8000,1,3400,1,1
Equipment,SR,Weapon,Spear,5,28,7000,7000,1,16700,2,2
Equipment,SR,Weapon,Spear,6,36,6000,6000,1,16700,2,2
Equipment,SR,Weapon,Spear,7,44,5000,5000,1,16700,3,2
Equipment,SR,Weapon,Spear,8,52,4500,4500,1,16700,3,2
Equipment,SR,Weapon,Spear,9,60,4500,4500,1,16700,4,2
Equipment,SR,Weapon,Spear,10,70,4500,4500,0,33400,4,3
Equipment,SR,Weapon,Spear,11,80,4500,4500,1,33400,5,3
Equipment,SR,Weapon,Spear,12,90,4500,4500,1,33400,5,3
Equipment,SR,Weapon,Spear,13,100,4000,4000,1,33400,6,3
Equipment,SR,Weapon,Spear,14,110,4000,4000,1,33400,6,3
Equipment,SR,Weapon,Spear,15,122,4000,4000,1,33400,7,4
Equipment,SR,Weapon,Spear,16,134,4000,4000,1,66700,7,4
Equipment,SR,Weapon,Spear,17,146,4000,4000,1,66700,8,4
Equipment,SR,Weapon,Spear,18,158,3500,3500,1,66700,8,4
Equipment,SR,Weapon,Spear,19,170,3500,3500,1,66700,9,4
Equipment,SR,Weapon,Spear,20,185,3500,3500,0,66700,9,5
Equipment,SR,Weapon,Spear,21,200,3500,3500,1,66700,10,5
Equipment,SR,Weapon,Spear,22,215,3500,3500,1,66700,10,5
Equipment,SR,Weapon,Spear,23,230,3000,3000,1,66700,11,5
Equipment,SR,Weapon,Spear,24,245,3000,3000,1,66700,11,5
Equipment,SR,Weapon,Spear,25,265,3000,3000,1,66700,12,6
Equipment,SR,Weapon,Spear,26,285,3000,3000,1,100000,12,6
Equipment,SR,Weapon,Spear,27,305,3000,3000,1,100000,13,6
Equipment,SR,Weapon,Spear,28,325,2500,2500,1,100000,13,6
Equipment,SR,Weapon,Spear,29,345,2500,2500,1,166700,14,6
Equipment,SR,Weapon,Spear,30,370,,,,,,
Equipment,SR,Weapon,DualSword,0,0,10000,10000,0,3400,0,1
Equipment,SR,Weapon,DualSword,1,5,10000,10000,0,3400,0,1
Equipment,SR,Weapon,DualSword,2,10,10000,10000,0,3400,0,1
Equipment,SR,Weapon,DualSword,3,15,9000,9000,1,3400,1,1
Equipment,SR,Weapon,DualSword,4,20,8000,8000,1,3400,1,1
Equipment,SR,Weapon,DualSword,5,28,7000,7000,1,16700,2,2
Equipment,SR,Weapon,DualSword,6,36,6000,6000,1,16700,2,2
Equipment,SR,Weapon,DualSword,7,44,5000,5000,1,16700,3,2
Equipment,SR,Weapon,DualSword,8,52,4500,4500,1,16700,3,2
Equipment,SR,Weapon,DualSword,9,60,4500,4500,1,16700,4,2
Equipment,SR,Weapon,DualSword,10,70,4500,4500,0,33400,4,3
Equipment,SR,Weapon,DualSword,11,80,4500,4500,1,33400,5,3
Equipment,SR,Weapon,DualSword,12,90,4500,4500,1,33400,5,3
Equipment,SR,Weapon,DualSword,13,100,4000,4000,1,33400,6,3
Equipment,SR,Weapon,DualSword,14,110,4000,4000,1,33400,6,3
Equipment,SR,Weapon,DualSword,15,122,4000,4000,1,33400,7,4
Equipment,SR,Weapon,DualSword,16,134,4000,4000,1,66700,7,4
Equipment,SR,Weapon,DualSword,17,146,4000,4000,1,66700,8,4
Equipment,SR,Weapon,DualSword,18,158,3500,3500,1,66700,8,4
Equipment,SR,Weapon,DualSword,19,170,3500,3500,1,66700,9,4
Equipment,SR,Weapon,DualSword,20,185,3500,3500,0,66700,9,5
Equipment,SR,Weapon,DualSword,21,200,3500,3500,1,66700,10,5
Equipment,SR,Weapon,DualSword,22,215,3500,3500,1,66700,10,5
Equipment,SR,Weapon,DualSword,23,230,3000,3000,1,66700,11,5
Equipment,SR,Weapon,DualSword,24,245,3000,3000,1,66700,11,5
Equipment,SR,Weapon,DualSword,25,265,3000,3000,1,66700,12,6
Equipment,SR,Weapon,DualSword,26,285,3000,3000,1,100000,12,6
Equipment,SR,Weapon,DualSword,27,305,3000,3000,1,100000,13,6
Equipment,SR,Weapon,DualSword,28,325,2500,2500,1,100000,13,6
Equipment,SR,Weapon,DualSword,29,345,2500,2500,1,166700,14,6
Equipment,SR,Weapon,DualSword,30,370,,,,,,
Equipment,SR,Weapon,Dagger,0,0,10000,10000,0,3400,0,1
Equipment,SR,Weapon,Dagger,1,5,10000,10000,0,3400,0,1
Equipment,SR,Weapon,Dagger,2,10,10000,10000,0,3400,0,1
Equipment,SR,Weapon,Dagger,3,15,9000,9000,1,3400,1,1
Equipment,SR,Weapon,Dagger,4,20,8000,8000,1,3400,1,1
Equipment,SR,Weapon,Dagger,5,28,7000,7000,1,16700,2,2
Equipment,SR,Weapon,Dagger,6,36,6000,6000,1,16700,2,2
Equipment,SR,Weapon,Dagger,7,44,5000,5000,1,16700,3,2
Equipment,SR,Weapon,Dagger,8,52,4500,4500,1,16700,3,2
Equipment,SR,Weapon,Dagger,9,60,4500,4500,1,16700,4,2
Equipment,SR,Weapon,Dagger,10,70,4500,4500,0,33400,4,3
Equipment,SR,Weapon,Dagger,11,80,4500,4500,1,33400,5,3
Equipment,SR,Weapon,Dagger,12,90,4500,4500,1,33400,5,3
Equipment,SR,Weapon,Dagger,13,100,4000,4000,1,33400,6,3
Equipment,SR,Weapon,Dagger,14,110,4000,4000,1,33400,6,3
Equipment,SR,Weapon,Dagger,15,122,4000,4000,1,33400,7,4
Equipment,SR,Weapon,Dagger,16,134,4000,4000,1,66700,7,4
Equipment,SR,Weapon,Dagger,17,146,4000,4000,1,66700,8,4
Equipment,SR,Weapon,Dagger,18,158,3500,3500,1,66700,8,4
Equipment,SR,Weapon,Dagger,19,170,3500,3500,1,66700,9,4
Equipment,SR,Weapon,Dagger,20,185,3500,3500,0,66700,9,5
Equipment,SR,Weapon,Dagger,21,200,3500,3500,1,66700,10,5
Equipment,SR,Weapon,Dagger,22,215,3500,3500,1,66700,10,5
Equipment,SR,Weapon,Dagger,23,230,3000,3000,1,66700,11,5
Equipment,SR,Weapon,Dagger,24,245,3000,3000,1,66700,11,5
Equipment,SR,Weapon,Dagger,25,265,3000,3000,1,66700,12,6
Equipment,SR,Weapon,Dagger,26,285,3000,3000,1,100000,12,6
Equipment,SR,Weapon,Dagger,27,305,3000,3000,1,100000,13,6
Equipment,SR,Weapon,Dagger,28,325,2500,2500,1,100000,13,6
Equipment,SR,Weapon,Dagger,29,345,2500,2500,1,166700,14,6
Equipment,SR,Weapon,Dagger,30,370,,,,,,
Equipment,SR,Weapon,Bow,0,0,10000,10000,0,3400,0,1
Equipment,SR,Weapon,Bow,1,5,10000,10000,0,3400,0,1
Equipment,SR,Weapon,Bow,2,10,10000,10000,0,3400,0,1
Equipment,SR,Weapon,Bow,3,15,9000,9000,1,3400,1,1
Equipment,SR,Weapon,Bow,4,20,8000,8000,1,3400,1,1
Equipment,SR,Weapon,Bow,5,28,7000,7000,1,16700,2,2
Equipment,SR,Weapon,Bow,6,36,6000,6000,1,16700,2,2
Equipment,SR,Weapon,Bow,7,44,5000,5000,1,16700,3,2
Equipment,SR,Weapon,Bow,8,52,4500,4500,1,16700,3,2
Equipment,SR,Weapon,Bow,9,60,4500,4500,1,16700,4,2
Equipment,SR,Weapon,Bow,10,70,4500,4500,0,33400,4,3
Equipment,SR,Weapon,Bow,11,80,4500,4500,1,33400,5,3
Equipment,SR,Weapon,Bow,12,90,4500,4500,1,33400,5,3
Equipment,SR,Weapon,Bow,13,100,4000,4000,1,33400,6,3
Equipment,SR,Weapon,Bow,14,110,4000,4000,1,33400,6,3
Equipment,SR,Weapon,Bow,15,122,4000,4000,1,33400,7,4
Equipment,SR,Weapon,Bow,16,134,4000,4000,1,66700,7,4
Equipment,SR,Weapon,Bow,17,146,4000,4000,1,66700,8,4
Equipment,SR,Weapon,Bow,18,158,3500,3500,1,66700,8,4
Equipment,SR,Weapon,Bow,19,170,3500,3500,1,66700,9,4
Equipment,SR,Weapon,Bow,20,185,3500,3500,0,66700,9,5
Equipment,SR,Weapon,Bow,21,200,3500,3500,1,66700,10,5
Equipment,SR,Weapon,Bow,22,215,3500,3500,1,66700,10,5
Equipment,SR,Weapon,Bow,23,230,3000,3000,1,66700,11,5
Equipment,SR,Weapon,Bow,24,245,3000,3000,1,66700,11,5
Equipment,SR,Weapon,Bow,25,265,3000,3000,1,66700,12,6
Equipment,SR,Weapon,Bow,26,285,3000,3000,1,100000,12,6
Equipment,SR,Weapon,Bow,27,305,3000,3000,1,100000,13,6
Equipment,SR,Weapon,Bow,28,325,2500,2500,1,100000,13,6
Equipment,SR,Weapon,Bow,29,345,2500,2500,1,166700,14,6
Equipment,SR,Weapon,Bow,30,370,,,,,,
Equipment,SR,Weapon,Staff,0,0,10000,10000,0,3400,0,1
Equipment,SR,Weapon,Staff,1,5,10000,10000,0,3400,0,1
Equipment,SR,Weapon,Staff,2,10,10000,10000,0,3400,0,1
Equipment,SR,Weapon,Staff,3,15,9000,9000,1,3400,1,1
Equipment,SR,Weapon,Staff,4,20,8000,8000,1,3400,1,1
Equipment,SR,Weapon,Staff,5,28,7000,7000,1,16700,2,2
Equipment,SR,Weapon,Staff,6,36,6000,6000,1,16700,2,2
Equipment,SR,Weapon,Staff,7,44,5000,5000,1,16700,3,2
Equipment,SR,Weapon,Staff,8,52,4500,4500,1,16700,3,2
Equipment,SR,Weapon,Staff,9,60,4500,4500,1,16700,4,2
Equipment,SR,Weapon,Staff,10,70,4500,4500,0,33400,4,3
Equipment,SR,Weapon,Staff,11,80,4500,4500,1,33400,5,3
Equipment,SR,Weapon,Staff,12,90,4500,4500,1,33400,5,3
Equipment,SR,Weapon,Staff,13,100,4000,4000,1,33400,6,3
Equipment,SR,Weapon,Staff,14,110,4000,4000,1,33400,6,3
Equipment,SR,Weapon,Staff,15,122,4000,4000,1,33400,7,4
Equipment,SR,Weapon,Staff,16,134,4000,4000,1,66700,7,4
Equipment,SR,Weapon,Staff,17,146,4000,4000,1,66700,8,4
Equipment,SR,Weapon,Staff,18,158,3500,3500,1,66700,8,4
Equipment,SR,Weapon,Staff,19,170,3500,3500,1,66700,9,4
Equipment,SR,Weapon,Staff,20,185,3500,3500,0,66700,9,5
Equipment,SR,Weapon,Staff,21,200,3500,3500,1,66700,10,5
Equipment,SR,Weapon,Staff,22,215,3500,3500,1,66700,10,5
Equipment,SR,Weapon,Staff,23,230,3000,3000,1,66700,11,5
Equipment,SR,Weapon,Staff,24,245,3000,3000,1,66700,11,5
Equipment,SR,Weapon,Staff,25,265,3000,3000,1,66700,12,6
Equipment,SR,Weapon,Staff,26,285,3000,3000,1,100000,12,6
Equipment,SR,Weapon,Staff,27,305,3000,3000,1,100000,13,6
Equipment,SR,Weapon,Staff,28,325,2500,2500,1,100000,13,6
Equipment,SR,Weapon,Staff,29,345,2500,2500,1,166700,14,6
Equipment,SR,Weapon,Staff,30,370,,,,,,
Equipment,SR,Armor,,0,0,10000,10000,0,900,0,1
Equipment,SR,Armor,,1,5,10000,10000,0,900,0,1
Equipment,SR,Armor,,2,10,10000,10000,0,900,0,1
Equipment,SR,Armor,,3,15,9000,9000,1,900,1,1
Equipment,SR,Armor,,4,20,8000,8000,1,900,1,1
Equipment,SR,Armor,,5,28,7000,7000,1,4200,2,2
Equipment,SR,Armor,,6,36,6000,6000,1,4200,2,2
Equipment,SR,Armor,,7,44,5000,5000,1,4200,3,2
Equipment,SR,Armor,,8,52,4500,4500,1,4200,3,2
Equipment,SR,Armor,,9,60,4500,4500,1,4200,4,2
Equipment,SR,Armor,,10,70,4500,4500,0,8400,4,3
Equipment,SR,Armor,,11,80,4500,4500,1,8400,5,3
Equipment,SR,Armor,,12,90,4500,4500,1,8400,5,3
Equipment,SR,Armor,,13,100,4000,4000,1,8400,6,3
Equipment,SR,Armor,,14,110,4000,4000,1,8400,6,3
Equipment,SR,Armor,,15,122,4000,4000,1,8400,7,4
Equipment,SR,Armor,,16,134,4000,4000,1,16700,7,4
Equipment,SR,Armor,,17,146,4000,4000,1,16700,8,4
Equipment,SR,Armor,,18,158,3500,3500,1,16700,8,4
Equipment,SR,Armor,,19,170,3500,3500,1,16700,9,4
Equipment,SR,Armor,,20,185,3500,3500,0,16700,9,5
Equipment,SR,Armor,,21,200,3500,3500,1,16700,10,5
Equipment,SR,Armor,,22,215,3500,3500,1,16700,10,5
Equipment,SR,Armor,,23,230,3000,3000,1,16700,11,5
Equipment,SR,Armor,,24,245,3000,3000,1,16700,11,5
Equipment,SR,Armor,,25,265,3000,3000,1,16700,12,6
Equipment,SR,Armor,,26,285,3000,3000,1,25000,12,6
Equipment,SR,Armor,,27,305,3000,3000,1,25000,13,6
Equipment,SR,Armor,,28,325,2500,2500,1,25000,13,6
