Id,Param1,NameKey,BuffType,ClientType,Param,Param2,EffectTypeNameKey,Group,DbSaveType,PvPSaveType,RealTimeDbSave,OverlayType,StackType,StackCount,FireRate,EndCondition,RemainWhenDead,Duration,ExDurationType,ExDuration,Period,VisualEffectId,ExtendVisualEffectId,ReductionRate,IsDebuff,IsTransition,ExcpetRoomType,IconTexture,CameraShake,CameraShakeIntensity,Sound,DescKey,ExceptEraseBuff,MaxStackOtherBuff,PeriodApplyType,SkillFireCondition,FireSkillInfoId,ExceptRecovery,ExDurationParam,IsOwnerTransition,ExcpetActorType,DescAddBuffId,GetBuffVisible,RemoveBuffEnterRoomType
910247,0,781000910247,,,,,0,,PlayTime,0,0,Accrue,Common,1,10000,,0,603000,,,,,,,0,0,,Icon_Buff_Event1,,,,783000910247,1,,0,,,0,,0,,,1,
910248,0,781000910248,,,,,0,,PlayTime,0,0,Accrue,Common,1,10000,,0,603000,,,,,,,0,0,,Icon_Buff_Event4,,,,783000910248,1,,0,,,0,,0,,,1,
910249,0,561000010001,,,,,0,,PlayTime,0,0,Accrue,Common,1,10000,,0,3600000,,,,,,,0,0,,Icon_Buff_Event5,,,,783000910248,1,,0,,,0,,0,,,1,
910250,0,861000000006,,,,,0,,PlayTime,0,0,Accrue,Common,1,10000,,0,603000,,,,,,,0,0,,Icon_Buff_Event6,,,,783000910245,1,,0,,,0,,0,,,1,
910251,,781000910251,,,,,0,,PlayTime,0,0,Accrue,Common,1,10000,,0,603000,,,,,,,0,0,,Icon_Buff_Event8,,,,783000910251,1,,0,,,0,,0,,,1,
910252,,781000910252,,,,,0,,PlayTime,0,0,Accrue,Common,1,10000,,0,603000,,,,,,,0,0,,Icon_Buff_Event7,,,,783000910246,1,,0,,,0,,0,,,1,
910253,,781000910253,,,,,0,,PlayTime,0,0,Accrue,Common,1,10000,,0,603000,,,,,,,0,0,,Icon_Buff_Event9,,,,783000910248,1,,0,,,0,,0,,,1,
910254,,781000910254,,,,,0,,PlayTime,0,0,Accrue,Common,1,10000,,0,603000,,,,,,,0,0,,Icon_Buff_Event10,,,,783000910245,1,,0,,,0,,0,,,1,
910255,,781000910255,,,,,0,,PlayTime,0,0,Allow,Common,1,10000,,0,603000,,,,,,,0,0,,Icon_Buff_Event11,,,,783000910255,1,,0,,,0,,0,,,0,
910256,,781000910256,,Common,,,0,,None,0,0,Allow,Common,1,10000,,0,100,,,100,,,,0,0,,,,,PC/Common/PC_FireWorks_01,0,1,,0,,,0,,0,,,0,
910257,,781000910257,,Common,,,0,,None,0,0,Allow,Common,1,10000,,0,100,,,100,,,,0,0,,,,,PC/Common/PC_FireWorks_02,0,1,,0,,,0,,0,,,0,
910258,,781000910258,,Common,,,0,,None,0,0,Allow,Common,1,10000,,0,100,,,100,,,,0,0,,,,,PC/Common/PC_FireWorks_03,0,1,,0,,,0,,0,,,0,
910259,,781000910259,,Common,,,0,,None,0,0,Allow,Common,1,10000,,0,100,,,100,,,,0,0,,,,,PC/Common/PC_FireWorks_04,0,1,,0,,,0,,0,,,0,
1000000,,781001000000,,Common,,,0,,PlayTime,0,0,Accrue,Common,1,10000,,0,180000,,,,,,,0,0,,Icon_Buff_Ability01_01,,,,783001000000,0,,0,,,0,,0,,,1,
1000001,,781001000001,,Common,,,0,,PlayTime,0,0,Accrue,Common,1,10000,,0,180000,,,,,,,0,0,,Icon_Buff_Ability01_01,,,,783001000001,0,,0,,,0,,0,,,1,
1000002,,781001000002,,Common,,,0,,PlayTime,0,0,Accrue,Common,1,10000,,0,180000,,,,,,,0,0,,Icon_Buff_Ability01_01,,,,783001000002,0,,0,,,0,,0,,,1,
1720212,,781000720212,,Stun,,,0,1002,None,0,0,Allow,Common,1,10000,,0,4000,,,,1,,,1,0,,Icon_Debuff_Stun,,,,783001720212,0,,0,,,0,,0,,,0,
1720222,,781001720222,,,,,0,720211,None,0,0,Allow,Common,5,10000,,0,30000,,,2000,5,,,1,0,,Icon_Debuff_Poison,,,,783001720222,0,,0,,,0,,0,,,0,
1720223,,291000172029,,,,,782001720223,,None,0,0,Allow,Common,1,10000,,0,10,,,10,,,,1,0,,,,,,0,0,,0,,172029,0,,0,,,0,
1720232,,781000720232,,,,,0,,None,0,0,Allow,Common,1,10000,,0,10000,,,,,,,1,0,,Icon_Debuff_DefensePower,,,,783001720232,1,,0,,,0,,0,,,0,
1720233,,781000720233,,,,,0,,None,0,0,Allow,Common,1,10000,,0,10000,,,,,,,1,0,,Icon_Debuff_DefensePower,,,,783001720233,1,,0,,,0,,0,,,0,
1720234,,781001720234,,,,,0,,None,0,0,Allow,Common,1,10000,,0,10000,,,,,,,1,0,,Icon_Debuff_Slow,,,,783001720234,1,,0,,,0,,0,,,0,
1720310,,781001720310,,,,,0,,None,0,0,Allow,Common,1,10000,,0,30000,NearNpcDestroy,300306,,300015,,,0,0,,,,,,0,1,,0,,,0,,0,,,0,
1720311,,781001720311,,,,,0,,None,0,0,Allow,Common,1,10000,,0,30000,NearNpcDestroy,300307,,300015,,,0,0,,,,,,0,1,,0,,,0,,0,,,0,
1720312,,781001720312,,,,,0,,None,0,0,Allow,Common,1,10000,,0,30000,NearNpcDestroy,300308,,300015,,,0,0,,,,,,0,1,,0,,,0,,0,,,0,
1720316,,781001720316,,Stun,,,0,,None,0,0,Allow,Common,1,10000,,0,30000,,,,,,,0,0,,,,,,0,1,,0,,,0,,0,,,0,
2424211,0,781000242421,,Common,,0,782002424211,,None,0,0,Allow,Common,1,10000,,0,6002,,,,,,,1,0,,Icon_Skill_Active_24242,,,,783000014212,0,,0,,,0,,0,,,0,
4010062,,781004010062,,Stun,,,0,1002,None,0,0,Allow,Common,1,10000,RoomOut,0,2000,,,,1,,,1,0,,Icon_Debuff_Stun,,,,783004010062,1,,0,,,0,,0,,,0,
4010202,,781004010202,,AlarmIcon,"{""Icon"":""/Game/UI/Icon/Icon_Debuff_Boranta_02"",
""ShowTimer"":0}",,0,,None,0,0,Allow,Common,1,10000,RoomOut,0,3500,,,,,,,0,0,,Icon_Debuff_Boranta_02,,,,783004010202,1,,0,,,0,,0,,,0,
4010222,,781000050001,,,,,0,,None,0,0,Allow,Common,1,10000,,0,10,,,10,,,,1,0,,,,,,0,0,,0,,401024,0,,0,,,0,
4010351,,781004010351,,Common,,,0,1002,None,0,0,Allow,Common,1,10000,,0,20000,,,,4010351,,,0,0,,,,,,0,0,,0,,,0,,0,,,0,
4010361,,781004012061,,Common,,,0,,None,0,0,Allow,Common,1,10000,,0,500,,,,,,,0,0,,,,,,0,0,,0,,,0,,0,,,0,
4011022,,781004011022,,,,,0,,None,0,0,Deny,Common,1,10000,RoomOut,0,100,,,100,,,,1,0,,,,,,0,1,,1,,,1,,0,,,0,
4011023,,781004011023,,,,,0,,None,0,0,Deny,Common,1,10000,RoomOut,0,10,,,10,401022,,,1,0,,,,,,0,0,,1,,,1,,0,,,0,
4011032,,781004011032,,Stun,,,0,,None,0,0,Allow,Common,1,10000,RoomOut,0,3500,,,,1,,,1,0,,,,,,0,1,,0,,,0,,0,,,0,
4011042,,781000401021,,AlarmIcon,"{""Icon"":""/Game/UI/Icon/Icon_Debuff_Boranta_01"",
""ShowTimer"":1}",,0,,None,0,0,Allow,EachCaster,1,10000,RoomOut,0,6000,,,6000,401021,,,1,0,,Icon_Debuff_Boranta_01,,,,783004011042,1,,1,,,1,,0,,,0,
4011092,,781004011092,,KnockDown,,,0,,None,0,0,Allow,Common,1,10000,RoomOut,0,2000,,,,,,,1,0,,,,,,0,1,,0,,,1,,0,,,0,
4012022,,781000401026,,AlarmIcon,"{""Icon"":""/Game/UI/Icon/Icon_Debuff_Ramog_01"",
""ShowTimer"":0}",,0,,None,0,0,Allow,Common,5,10000,RoomOut,0,40000,,,,401026,,,0,0,,Icon_Debuff_Ramog_01,,,,783004012022,0,,0,,,0,,0,,,0,
4012051,,291000401205,,Stun,,,0,4012051,None,0,0,Allow,Common,1,10000,,0,24000,,,,4010351,,,0,0,,,,,,0,1,,0,,,0,,0,,,0,
4012061,,781004012061,,,,,0,4012051,None,0,0,Allow,Common,1,10000,,0,1000,,,,,,,1,0,,,,,,0,0,,0,,,0,,0,,,0,
4012092,,781004012092,,Rage,"{""Color"":{""R"":1,""G"":0,""B"":0},
""Intensity"":10,
""Speed"":1}",,0,,None,0,0,Allow,Common,1,10000,,0,3000,,,,,,,0,0,,,,,,0,1,,0,,,0,,0,,,0,
4020012,,781004020012,,KnockDown,,,0,1003,None,0,0,Allow,Common,1,10000,,0,2000,,,,,,,1,0,,Icon_Debuff_KnockDown,,,,783004020012,1,,0,,,0,,0,,,0,
4020101,,781004020101,,Common,,,0,,None,0,0,Allow,Common,1,10000,,0,20000,,,,,,,0,0,,,,,,0,0,,0,,,0,,0,,,0,
4130212,,781004130212,,Invisible,,,0,4130212,None,0,0,Allow,Common,1,10000,,0,603000,,,,,,,0,0,,,,,,0,1,,0,,,0,,0,,,0,
4130213,,781004130213,,,,,0,4130213,None,0,0,Allow,Common,1,10000,,0,603000,,,,,,,0,0,,,,,,0,1,,0,,,0,,0,,,0,
4130272,,781004130272,,Rage,"{""Color"":{""R"":255,""G"":15,""B"":0},
""Intensity"":10,
""Speed"":1}",,0,,None,0,0,Allow,Common,1,10000,,0,3000,,,,,,,0,0,,,,,,0,1,,0,,,0,,0,,,0,
7203721,,781007203721,,Stun,,,0,1002,None,0,0,Allow,Common,1,10000,,0,4500,,,,1,,,1,0,,Icon_Debuff_Stun,,,,0,1,,0,,,0,,0,,,0,
7212411,0,781007212411,,AlarmIcon,"{""Icon"":""/Game/UI/SuicideBomb_Debuff_effect"",
""ShowTimer"":1}",0,782007212411,,None,0,0,Allow,Common,1,10000,,0,10000,,,,,,,0,0,,,,,,0,1,,0,,,0,,0,,,0,
7411911,,781000741171,,Stun,,,0,7411912,None,0,0,Allow,Common,1,10000,,0,10000,,,,7411911,,,0,0,,Icon_Debuff_Stun,,,,783007411911,1,,0,,,0,,0,,,0,
7411912,,781007411912,,Common,,,782007411912,7411912,None,0,0,Allow,Common,1,10000,,0,15000,,,,,,,0,0,,Icon_Buff_DefensePower,,,,783007411912,1,,0,,,0,,0,,,0,
7413511,0,781000741351,,,,0,782007413511,,None,0,0,Allow,Common,1,10000,,0,10000,,,,741352,,,0,0,,Icon_Debuff_Curse,,,,783000741352,1,,0,,,0,,0,,,0,
8010461,0,781000801046,,,,0,782000801046,,None,0,0,Allow,Common,1,10000,RoomOut,0,1000,,,,8010461,,,0,0,,Icon_Buff_PartyPowerUP,,,Interface/UI_Dungeon_Buff_Atk_Phy_2,783000801046,1,,0,,,0,,0,,,0,
9902011,,781009902011,,Common,,,0,,None,0,0,Allow,Common,1,10000,,0,12000,SkillHitted,1,,9902011,,,0,0,,,,,,0,0,,0,,,0,,0,,,0,
9902012,,781009902012,,Common,,,0,,None,0,0,Allow,Common,1,10000,,0,12000,SkillHitted,2,,9902011,,,0,0,,,,,,0,0,,0,,,0,,0,,,0,
9902013,,781009902013,,Common,,,0,,None,0,0,Allow,Common,1,10000,,0,12000,SkillHitted,3,,9902011,,,0,0,,,,,,0,0,,0,,,0,,0,,,0,
9903011,,781009903011,,Common,,,0,,None,0,0,Allow,Common,1,10000,,0,7000,UniqueSkillHitted,1,,9903011,,,0,0,,,,,,0,0,,0,,,0,,0,,,0,
9903012,,781009903012,,Common,,,0,,None,0,0,Allow,Common,1,10000,,0,7000,UniqueSkillHitted,2,,9903011,,,0,0,,,,,,0,0,,0,,,0,,0,,,0,
9903013,,781009903013,,Common,,,0,,None,0,0,Allow,Common,1,10000,,0,7000,UniqueSkillHitted,3,,9903011,,,0,0,,,,,,0,0,,0,,,0,,0,,,0,
10300001,10001,781010300001,,,,1.5,782010300001,,None,0,0,Allow,Common,1,10000,GuildOut,1,0,,,,,,,0,0,,Icon_Buff_FortressSIegeGlobal,,,,783010300001,1,,0,,,0,,0,,,0,
10300002,10002,781010300002,,,,2,782010300001,,None,0,0,Allow,Common,1,10000,GuildOut,1,0,,,,,,,0,0,,Icon_Buff_FortressSIegeGlobal,,,,783010300002,1,,0,,,0,,0,,,0,
10300003,10003,781010300003,,,,2.5,782010300001,,None,0,0,Allow,Common,1,10000,GuildOut,1,0,,,,,,,0,0,,Icon_Buff_FortressSIegeGlobal,,,,783010300003,1,,0,,,0,,0,,,0,
10300004,10004,781010300004,,,,3,782010300001,,None,0,0,Allow,Common,1,10000,GuildOut,1,0,,,,,,,0,0,,Icon_Buff_FortressSIegeGlobal,,,,783010300004,1,,0,,,0,,0,,,0,
10300005,10005,781010300005,,,,3.5,782010300001,,None,0,0,Allow,Common,1,10000,GuildOut,1,0,,,,,,,0,0,,Icon_Buff_FortressSIegeGlobal,,,,783010300005,1,,0,,,0,,0,,,0,
10300006,10006,781010300006,,,,4,782010300001,,None,0,0,Allow,Common,1,10000,GuildOut,1,0,,,,,,,0,0,,Icon_Buff_FortressSIegeGlobal,,,,783010300006,1,,0,,,0,,0,,,0,
17200022,,781017200022,,,,,0,,None,0,0,Accrue,Common,10,10000,,0,30000,,,1000,300141,,,1,0,,Icon_Debuff_Poison,,,,783017200022,0,,0,,,0,,0,,,0,
17200032,,781017200032,,,,,782001720223,,None,0,0,Allow,Common,1,10000,,0,10,,,10,,,,1,0,,,,,,0,0,,0,,172029,0,,0,,,0,
17200033,,781017200033,,KnockDown,,,0,17200032,None,0,0,Allow,Common,1,10000,,0,2000,,,,,,,1,0,,,,,,0,0,,0,,,0,,0,,,0,
17200052,,781017200052,,Stun,,,0,,None,0,0,Allow,Common,1,10000,,0,5000,Attacked,2,,,,,1,0,,Icon_Debuff_Stun,,,,783017200052,0,,0,,,0,,0,,,0,
17200091,,781017200091,,Rage,"{""Color"":{""R"":1,""G"":1,""B"":1},
""Intensity"":50,
""Speed"":5}",,0,,None,0,0,Allow,Common,1,10000,,0,3600000,,,,,,,0,0,,Icon_Buff_CCImmune,,,,0,0,,0,,,0,,0,,,0,
420001,,5001,Transform,Common,,,0,420000,None,0,0,Allow,Common,1,10000,RoomOut,1,3600000,,,,,,,0,0,,,,변신,,0,1,,0,,,0,,0,,,0,
420002,,5005,Transform,Common,,,0,420000,None,0,0,Allow,Common,1,10000,RoomOut,1,3600000,,,,,,,0,0,,,,변신,,0,1,,0,,,0,,0,,,0,
420003,,5009,Transform,Common,,,0,420000,None,0,0,Allow,Common,1,10000,RoomOut,1,3600000,,,,,,,0,0,,,,변신,,0,1,,0,,,0,,0,,,0,
420004,,5013,Transform,Common,,,0,420000,None,0,0,Allow,Common,1,10000,RoomOut,1,3600000,,,,,,,0,0,,,,변신,,0,1,,0,,,0,,0,,,0,
420005,,5017,Transform,Common,,,0,420000,None,0,0,Allow,Common,1,10000,RoomOut,1,3600000,,,,,,,0,0,,,,변신,,0,1,,0,,,0,,0,,,0,
420006,,5021,Transform,Common,,,0,420000,None,0,0,Allow,Common,1,10000,RoomOut,1,3600000,,,,,,,0,0,,,,변신,,0,1,,0,,,0,,0,,,0,
420007,,5002,Transform,Common,,,0,420000,None,0,0,Allow,Common,1,10000,RoomOut,1,3600000,,,,,,,0,0,,,,변신,,0,1,,0,,,0,,0,,,0,
420008,,5007,Transform,Common,,,0,420000,None,0,0,Allow,Common,1,10000,RoomOut,1,3600000,,,,,,,0,0,,,,변신,,0,1,,0,,,0,,0,,,0,
420009,,5010,Transform,Common,,,0,420000,None,0,0,Allow,Common,1,10000,RoomOut,1,3600000,,,,,,,0,0,,,,변신,,0,1,,0,,,0,,0,,,0,
420010,,5014,Transform,Common,,,0,420000,None,0,0,Allow,Common,1,10000,RoomOut,1,3600000,,,,,,,0,0,,,,변신,,0,1,,0,,,0,,0,,,0,
420011,,5018,Transform,Common,,,0,420000,None,0,0,Allow,Common,1,10000,RoomOut,1,3600000,,,,,,,0,0,,,,변신,,0,1,,0,,,0,,0,,,0,
420012,,5022,Transform,Common,,,0,420000,None,0,0,Allow,Common,1,10000,RoomOut,1,3600000,,,,,,,0,0,,,,변신,,0,1,,0,,,0,,0,,,0,
420013,,5003,Transform,Common,,,0,420000,None,0,0,Allow,Common,1,10000,RoomOut,1,3600000,,,,,,,0,0,,,,변신,,0,1,,0,,,0,,0,,,0,
420014,,5006,Transform,Common,,,0,420000,None,0,0,Allow,Common,1,10000,RoomOut,1,3600000,,,,,,,0,0,,,,변신,,0,1,,0,,,0,,0,,,0,
420015,,5011,Transform,Common,,,0,420000,None,0,0,Allow,Common,1,10000,RoomOut,1,3600000,,,,,,,0,0,,,,변신,,0,1,,0,,,0,,0,,,0,
420016,,5015,Transform,Common,,,0,420000,None,0,0,Allow,Common,1,10000,RoomOut,1,3600000,,,,,,,0,0,,,,변신,,0,1,,0,,,0,,0,,,0,
420017,,5019,Transform,Common,,,0,420000,None,0,0,Allow,Common,1,10000,RoomOut,1,3600000,,,,,,,0,0,,,,변신,,0,1,,0,,,0,,0,,,0,
420018,,5023,Transform,Common,,,0,420000,None,0,0,Allow,Common,1,10000,RoomOut,1,3600000,,,,,,,0,0,,,,변신,,0,1,,0,,,0,,0,,,0,
420019,,5004,Transform,Common,,,0,420000,None,0,0,Allow,Common,1,10000,RoomOut,1,3600000,,,,,,,0,0,,,,변신,,0,1,,0,,,0,,0,,,0,
420020,,5008,Transform,Common,,,0,420000,None,0,0,Allow,Common,1,10000,RoomOut,1,3600000,,,,,,,0,0,,,,변신,,0,1,,0,,,0,,0,,,0,
420021,,5012,Transform,Common,,,0,420000,None,0,0,Allow,Common,1,10000,RoomOut,1,3600000,,,,,,,0,0,,,,변신,,0,1,,0,,,0,,0,,,0,
420022,,5016,Transform,Common,,,0,420000,None,0,0,Allow,Common,1,10000,RoomOut,1,3600000,,,,,,,0,0,,,,변신,,0,1,,0,,,0,,0,,,0,
420023,,5020,Transform,Common,,,0,420000,None,0,0,Allow,Common,1,10000,RoomOut,1,3600000,,,,,,,0,0,,,,변신,,0,1,,0,,,0,,0,,,0,
420024,,5024,Transform,Common,,,0,420000,None,0,0,Allow,Common,1,10000,RoomOut,1,3600000,,,,,,,0,0,,,,변신,,0,1,,0,,,0,,0,,,0,
20100001,,565030910226,,Common,,,0,,PlayTime,0,0,Allow,Common,1,10000,,1,10800000,,,,,,,0,0,,Icon_Buff_Ability01_01,,,,566030910226,0,,0,,,0,,0,,,0,
100000001,,561010010101,,,,,0,,PlayTime,0,0,Allow,Common,1,10000,,0,3600000,,,,,,,0,0,,Icon_Buff_HalloweenJelly_01,,,,564010010101,0,,0,,,0,,0,,,0,
100000002,,561010010102,,,,,0,,PlayTime,0,0,Allow,Common,1,10000,,0,3600000,,,,,,,0,0,,Icon_Buff_HalloweenJelly_02,,,,564010010102,0,,0,,,0,,0,,,0,
100000003,,561010010103,,,,,0,,PlayTime,0,0,Allow,Common,1,10000,,0,3600000,,,,,,,0,0,,Icon_Buff_HalloweenJelly_03,,,,564010010103,0,,0,,,0,,0,,,0,
100000004,,561010010104,,,,,0,,PlayTime,0,0,Allow,Common,1,10000,,0,3600000,,,,,,,0,0,,Icon_Buff_HalloweenJelly_04,,,,564010010104,0,,0,,,0,,0,,,0,
100000005,,561010010105,,,,,0,,PlayTime,0,0,Allow,Common,1,10000,,0,3600000,,,,,,,0,0,,Icon_Buff_HalloweenJelly_05,,,,564010010105,0,,0,,,0,,0,,,0,
200013,,781000200003,,,,1,782000200003,200013,None,0,0,Allow,Common,1,10000,RoomOut,1,3600000,,,,,,,0,0,,,,,,783000200003,1,,0,,,0,,0,,,0,
200014,,781000200003,,,,2,782000200003,200013,None,0,0,Allow,Common,1,10000,RoomOut,1,3600000,,,,,,,0,0,,,,,,782000300004,1,,0,,,0,,0,,,0,
200015,,781000200003,,,,3,782000200003,200013,None,0,0,Allow,Common,1,10000,RoomOut,1,3600000,,,,,,,0,0,,,,,,782000300005,1,,0,,,0,,0,,,0,
200016,,781000200003,,,,4,782000200003,200013,None,0,0,Allow,Common,1,10000,RoomOut,1,3600000,,,,,,,0,0,,,,,,783000200006,1,,0,,,0,,0,,,0,
200017,,781000200003,,,,5,782000200003,200013,None,0,0,Allow,Common,1,10000,RoomOut,1,3600000,,,,,,,0,0,,,,,,783000200007,1,,0,,,0,,0,,,0,
200018,,781000200003,,,,6,782000200003,200013,None,0,0,Allow,Common,1,10000,RoomOut,1,3600000,,,,,,,0,0,,,,,,783000200008,1,,0,,,0,,0,,,0,
200019,,781000200003,,,,7,782000200003,200013,None,0,0,Allow,Common,1,10000,RoomOut,1,3600000,,,,,,,0,0,,,,,,783000200009,1,,0,,,0,,0,,,0,
10100001,,565030910226,,Common,,,0,,PlayTime,0,0,Allow,Common,1,10000,,1,10800000,,,,,,,0,0,"PvpWorld,BattlefieldOfHonorWorld,BattlefieldOfBraveWorld,BattlefieldOfAncientWorld,SiegeWorld",Icon_Buff_Ability01_01,,,,566010910802,0,,0,,,0,,0,,,0,
601661,,781000601661,,Common,,,0,601661,PlayTime,0,0,Allow,Common,1,10000,,0,1800000,,,,,,,0,0,,Icon_Buff_Event6,,,,783000601661,1,,0,,,0,,0,,,0,
601662,,0,,Animation,SocialAction_Victory,,0,601662,None,0,0,Allow,Common,1,10000,,0,1000,,,,601662,,,0,0,,,,,Interface/UI_Dungeon_Buff_Atk_Phy_1,0,1,,0,,,0,,0,,,0,
731481,,781000731481,,Common,,,0,731481,PlayTime,0,0,Allow,Common,1,10000,,0,3600000,,,,,,,0,0,,Icon_Buff_XmasEvent_01,,,,783000731481,1,,0,,,0,,0,,,0,
731482,,0,,Animation,SocialAction_Victory,,0,731482,None,0,0,Allow,Common,1,10000,,0,1000,,,,601662,,,0,0,,,,,Interface/UI_Dungeon_Buff_Atk_Phy_1,0,1,,0,,,0,,0,,,0,
100741341,0,781000741342,Bleeding,,,0,781000741342,,None,0,0,Allow,Common,1,10000,,0,10000,,,1000,,,,1,0,,Icon_Debuff_Bleed,,,,783000741341,1,,0,,,0,,0,,,0,
100741351,0,781000741351,,,,0,781000741351,,None,0,0,Allow,Common,1,10000,,0,10000,,,500,,,,0,0,,Icon_Debuff_Curse,,,,783000741352,1,,0,,,0,,0,,,0,
40020101,,781000800001,,Common,,,781000810001,,None,0,0,Allow,Common,1,10000,,0,5000,,,,40020401,,,0,0,,Icon_Debuff_Restriction,,,,781000820001,1,,0,,,1,,0,,,0,
40020102,,781000800002,,Stun,,,781000810002,,None,0,0,Allow,Common,3,10000,,0,2000,,,,1007,,,1,0,,Icon_Debuff_Bleed,,,,781000820002,0,,0,,,0,,0,,,0,
40020103,,781000800003,,Common,,,781000810003,,None,0,0,Allow,Common,1,10000,,0,10000,,,,40020403,,,0,0,,Icon_Skill_Passive_20211,,,,0,0,,0,,,0,,0,,,0,
40020105,,781000800004,,Common,,,781000810004,,None,0,0,Allow,Common,1,10000,,0,2000,,,,5,,,1,0,,Icon_Debuff_Restriction,,,,781000820003,1,,0,,,1,,0,,,0,
40020106,,781000800005,,Common,,,781000810005,,None,0,0,Allow,Common,1,10000,,0,5000,,,1000,2,,,1,0,,Icon_Debuff_Burn,,,,781000820004,0,,0,,,0,,0,,,0,
40020108,,781000800006,,Common,,,781000810006,,None,0,0,Allow,Common,1,10000,,0,5000,,,1000,1006,,,1,0,,Icon_Debuff_Curse,,,,781000820005,0,,0,,,0,,0,,,0,
40020114,,781000800007,,Common,,,781000810007,,None,0,0,Allow,Common,1,10000,,0,3000,,,1000,500001,,,0,0,,Icon_Buff_HPRegen,,,Interface/UI_Dungeon_Buff_Atk_Phy_1,781000820006,0,,0,,,0,,0,,,0,
40020115,,781000800008,,Common,,,781000810004,,None,0,0,Allow,Common,1,10000,,0,5000,,,,300014,,,1,0,,Icon_Debuff_Restriction,,,Interface/UI_Dungeon_Buff_Defence_1,781000820007,0,,0,,,0,,0,,,0,
40020116,,781000800009,,Common,,,781000810008,,None,0,0,Allow,Common,1,10000,,0,5000,,,,500004,,,0,0,,Icon_Buff_MoveSpeed,,,Interface/UI_Dungeon_Buff_Atk_Speed_1,781000820008,0,,0,,,0,,0,,,0,
40020117,,781000800010,,Common,,,781000810009,,None,0,0,Allow,Common,1,10000,,0,3600000,,,,,,,0,0,,,,,,0,0,,0,,,0,,0,,,0,
40020118,,781000800011,,Common,,,781000810010,,None,0,0,Allow,Common,1,10000,,0,10000,,,,500004,,,0,0,,Icon_Buff_MoveSpeed,,,,781000820009,0,,0,,,0,,0,,,0,
40020120,,781000800012,,AlarmIcon,"{""Icon"":""/Game/UI/Icon/Icon_Debuff_Burn"",
""ShowTimer"":0}",,781000810011,,None,0,0,Allow,Common,1,10000,RoomOut,1,30000,CasterDestroy,,,40020420,,,0,0,,Icon_Debuff_Burn,,,Interface/UI_Dungeon_Buff_Atk_Phy_1,781000820010,0,,0,,,1,,0,,,0,
40020121,,781000800013,,AlarmIcon,"{""Icon"":""/Game/UI/Icon/Icon_Skill_Active_11253"",
""ShowTimer"":0}",,781000810012,,None,0,0,Allow,Common,1,10000,RoomOut,1,30000,CasterDestroy,,,40020421,,,0,0,,Icon_Skill_Active_11253,,,Interface/UI_Dungeon_Buff_Atk_Phy_1,781000820011,0,,0,,,1,,0,,,0,
40020122,,781000800014,,AlarmIcon,"{""Icon"":""/Game/UI/Icon/Icon_Skill_Passive_20211"",""ShowTimer"":0}",,781000810013,,None,0,0,Allow,Common,1,10000,RoomOut,1,30000,CasterDestroy,,,40020422,,,0,0,,Icon_Skill_Passive_20211,,,Interface/UI_Dungeon_Buff_Defence_1,781000820012,0,,0,,,1,,0,,,0,
40020123,,781000800015,,AlarmIcon,"{""Icon"":""/Game/UI/Icon/Icon_Debuff_Paralyze"",
""ShowTimer"":0}",,781000810014,,None,0,0,Allow,Common,1,10000,RoomOut,1,30000,CasterDestroy,,,40020423,,,0,0,,Icon_Debuff_Paralyze,,,Interface/UI_Dungeon_Buff_Atk_Speed_1,781000820013,0,,0,,,1,,0,,,0,
40020124,,781000800016,,Common,,,781000810015,,None,0,0,Allow,Common,1,10000,,0,60000,,,,,,,0,0,,Icon_Debuff_Burn,,,,0,1,,0,,,0,,0,,,0,
40020125,,781000800017,,Common,,,781000810015,,None,0,0,Allow,Common,1,10000,,0,60000,,,,,,,0,0,,Icon_Skill_Passive_20211,,,,0,1,,0,,,0,,0,,,0,
40020128,,781000800018,,AlarmIcon,"{""Icon"":""/Game/UI/Icon/Icon_Debuff_Burn"",
""ShowTimer"":0}",,781000810016,40020128,None,0,0,Allow,Common,1,10000,,0,25000,,,,40020420,,,0,0,,Icon_Debuff_Burn,,,Interface/UI_Dungeon_Buff_Atk_Phy_1,781000820014,1,,0,,,1,,0,,,0,
40020129,,781000800019,,AlarmIcon,"{""Icon"":""/Game/UI/Icon/Icon_Skill_Active_11253"",
""ShowTimer"":0}",,781000810017,40020128,None,0,0,Allow,Common,1,10000,,0,25000,,,,40020421,,,0,0,,Icon_Skill_Active_11253,,,Interface/UI_Dungeon_Buff_Atk_Phy_1,781000820015,1,,0,,,1,,0,,,0,
40020130,,781000800020,,AlarmIcon,"{""Icon"":""/Game/UI/Icon/Icon_Skill_Passive_20211"",""ShowTimer"":0}",,781000810018,40020128,None,0,0,Allow,Common,1,10000,,0,25000,,,,40020422,,,0,0,,Icon_Skill_Passive_20211,,,Interface/UI_Dungeon_Buff_Defence_1,781000820016,1,,0,,,1,,0,,,0,
40020131,,781000800021,,AlarmIcon,"{""Icon"":""/Game/UI/Icon/Icon_Debuff_Paralyze"",
""ShowTimer"":0}",,781000810019,40020128,None,0,0,Allow,Common,1,10000,,0,25000,,,,40020423,,,0,0,,Icon_Debuff_Paralyze,,,Interface/UI_Dungeon_Buff_Atk_Speed_1,781000820017,1,,0,,,1,,0,,,0,
