Id,NameKey,DescKey,EffectType,EffectParamMin,EffectParamMax,EffectParamGrowth,OptionGroup,SelectedRate
30203409,91000000009,0,SkillCoolTime,330,330,1,30203401,2
30203410,91000000039,0,ExpGainRate,105,105,1,30203401,2
30203411,91000000060,0,AdenaGainRate,105,105,1,30203401,2
30203412,0,0,MPCostMul,1,1,1,30203401,0
30203413,0,0,MPCostMul,1,1,1,30203401,0
30203414,0,0,MPCostMul,1,1,1,30203401,0
30203415,0,0,MPCostMul,1,1,1,30203401,0
30203416,0,0,MPCostMul,1,1,1,30203401,0
30203417,0,0,MPCostMul,1,1,1,30203401,0
30203418,0,0,MPCostMul,1,1,1,30203401,0
30203419,0,0,MPCostMul,1,1,1,30203401,0
30203420,0,0,MPCostMul,1,1,1,30203401,0
30203501,91000000001,0,AttackPowerPhy,377,377,1,30203501,2
30203502,91000000002,0,AttackPowerMag,377,377,1,30203501,2
30203503,91000000045,0,MaxHP,341,341,1,30203501,2
30203504,91000000047,0,MaxMP,341,341,1,30203501,2
30203505,91000000081,0,Penetration,676,676,1,30203501,2
30203506,91000000021,0,DodgeValue,769,769,1,30203501,2
30203507,91000000031,0,AddIgnoreDefenseDamage,7,7,1,30203501,1
30203508,292000040051,0,MPCostMul,540,540,1,30203501,2
30203509,91000000009,0,SkillCoolTime,500,500,1,30203501,2
30203510,91000000039,0,ExpGainRate,181,181,1,30203501,2
30203511,91000000060,0,AdenaGainRate,181,181,1,30203501,2
30203512,0,0,MPCostMul,1,1,1,30203501,0
30203513,0,0,MPCostMul,1,1,1,30203501,0
30203514,0,0,MPCostMul,1,1,1,30203501,0
30203515,0,0,MPCostMul,1,1,1,30203501,0
30203516,0,0,MPCostMul,1,1,1,30203501,0
30203517,0,0,MPCostMul,1,1,1,30203501,0
30203518,0,0,MPCostMul,1,1,1,30203501,0
30203519,0,0,MPCostMul,1,1,1,30203501,0
30203520,0,0,MPCostMul,1,1,1,30203501,0
30203601,731000002514,0,AttackPowerPhy,718,718,1,30203601,2
30203602,731000001478,0,AttackPowerMag,718,718,1,30203601,2
30203603,731000000662,0,MaxHP,648,648,1,30203601,2
30203604,731000000663,0,MaxMP,648,648,1,30203601,2
30203605,91000000081,0,Penetration,1291,1291,1,30203601,2
30203606,731000000148,0,DodgeValue,1460,1460,1,30203601,2
30203607,292000040030,0,AddIgnoreDefenseDamage,13,13,1,30203601,1
30203608,292000040051,0,MPCostMul,600,600,1,30203601,2
30203609,91000000009,0,SkillCoolTime,670,670,1,30203601,2
30203610,292000040061,0,ExpGainRate,200,200,1,30203601,2
30203611,292000040062,0,AdenaGainRate,200,200,1,30203601,2
30203612,0,0,MPCostMul,1,1,1,30203601,
30203613,0,0,MPCostMul,1,1,1,30203601,
30203614,0,0,MPCostMul,1,1,1,30203601,
30203615,0,0,MPCostMul,1,1,1,30203601,
30203616,0,0,MPCostMul,1,1,1,30203601,
30203617,0,0,MPCostMul,1,1,1,30203601,
30203618,0,0,MPCostMul,1,1,1,30203601,
30203619,0,0,MPCostMul,1,1,1,30203601,
30203620,0,0,MPCostMul,1,1,1,30203601,
30204201,91000000001,0,AttackPowerPhy,15,15,1,30204201,2
30204202,91000000002,0,AttackPowerMag,15,15,1,30204201,2
30204203,91000000045,0,MaxHP,15,15,1,30204201,2
30204204,91000000047,0,MaxMP,15,15,1,30204201,2
30204205,91000000081,0,Penetration,21,21,1,30204201,2
30204206,91000000021,0,DodgeValue,34,34,1,30204201,2
30204207,91000000031,0,AddIgnoreDefenseDamage,1,1,1,30204201,1
30204208,292000040051,0,MPCostMul,79,79,1,30204201,2
30204209,91000000009,0,SkillCoolTime,100,100,1,30204201,2
30204210,91000000039,0,ExpGainRate,30,30,1,30204201,2
30204211,91000000060,0,AdenaGainRate,30,30,1,30204201,2
30204212,0,0,MPCostMul,1,1,1,30204201,
30204213,0,0,MPCostMul,1,1,1,30204201,
30204214,0,0,MPCostMul,1,1,1,30204201,
30204215,0,0,MPCostMul,1,1,1,30204201,
30204216,0,0,MPCostMul,1,1,1,30204201,
30204217,0,0,MPCostMul,1,1,1,30204201,
30204218,0,0,MPCostMul,1,1,1,30204201,
30204219,0,0,MPCostMul,1,1,1,30204201,
30204220,0,0,MPCostMul,1,1,1,30204201,
30204301,91000000001,0,AttackPowerPhy,42,42,1,30204301,2
30204302,91000000002,0,AttackPowerMag,42,42,1,30204301,2
30204303,91000000045,0,MaxHP,39,39,1,30204301,2
30204304,91000000047,0,MaxMP,39,39,1,30204301,2
30204305,91000000081,0,Penetration,69,69,1,30204301,2
30204306,91000000021,0,DodgeValue,88,88,1,30204301,2
30204307,91000000031,0,AddIgnoreDefenseDamage,1,1,1,30204301,1
30204308,292000040051,0,MPCostMul,156,156,1,30204301,2
30204309,91000000009,0,SkillCoolTime,170,170,1,30204301,2
30204310,91000000039,0,ExpGainRate,55,55,1,30204301,2
30204311,91000000060,0,AdenaGainRate,55,55,1,30204301,2
30204312,0,0,MPCostMul,1,1,1,30204301,
30204313,0,0,MPCostMul,1,1,1,30204301,
30204314,0,0,MPCostMul,1,1,1,30204301,
30204315,0,0,MPCostMul,1,1,1,30204301,
30204316,0,0,MPCostMul,1,1,1,30204301,
30204317,0,0,MPCostMul,1,1,1,30204301,
30204318,0,0,MPCostMul,1,1,1,30204301,
30204319,0,0,MPCostMul,1,1,1,30204301,
30204320,0,0,MPCostMul,1,1,1,30204301,
30204401,91000000001,0,AttackPowerPhy,138,138,1,30204401,2
30204402,91000000002,0,AttackPowerMag,138,138,1,30204401,2
30204403,91000000045,0,MaxHP,126,126,1,30204401,2
30204404,91000000047,0,MaxMP,126,126,1,30204401,2
30204405,91000000081,0,Penetration,244,244,1,30204401,2
30204406,91000000021,0,DodgeValue,285,285,1,30204401,2
30204407,91000000031,0,AddIgnoreDefenseDamage,3,3,1,30204401,1
30204408,292000040051,0,MPCostMul,310,310,1,30204401,2
30204409,91000000009,0,SkillCoolTime,330,330,1,30204401,2
30204410,91000000039,0,ExpGainRate,105,105,1,30204401,2
30204411,91000000060,0,AdenaGainRate,105,105,1,30204401,2
30204412,0,0,MPCostMul,1,1,1,30204401,
30204413,0,0,MPCostMul,1,1,1,30204401,
30204414,0,0,MPCostMul,1,1,1,30204401,
30204415,0,0,MPCostMul,1,1,1,30204401,
30204416,0,0,MPCostMul,1,1,1,30204401,
30204417,0,0,MPCostMul,1,1,1,30204401,
30204418,0,0,MPCostMul,1,1,1,30204401,
30204419,0,0,MPCostMul,1,1,1,30204401,
30204420,0,0,MPCostMul,1,1,1,30204401,
30204501,91000000001,0,AttackPowerPhy,377,377,1,30204501,2
30204502,91000000002,0,AttackPowerMag,377,377,1,30204501,2
30204503,91000000045,0,MaxHP,341,341,1,30204501,2
30204504,91000000047,0,MaxMP,341,341,1,30204501,2
30204505,91000000081,0,Penetration,676,676,1,30204501,2
30204506,91000000021,0,DodgeValue,769,769,1,30204501,2
30204507,91000000031,0,AddIgnoreDefenseDamage,7,7,1,30204501,1
30204508,292000040051,0,MPCostMul,540,540,1,30204501,2
30204509,91000000009,0,SkillCoolTime,500,500,1,30204501,2
30204510,91000000039,0,ExpGainRate,181,181,1,30204501,2
30204511,91000000060,0,AdenaGainRate,181,181,1,30204501,2
30204512,0,0,MPCostMul,1,1,1,30204501,
30204513,0,0,MPCostMul,1,1,1,30204501,
30204514,0,0,MPCostMul,1,1,1,30204501,
30204515,0,0,MPCostMul,1,1,1,30204501,
30204516,0,0,MPCostMul,1,1,1,30204501,
30204517,0,0,MPCostMul,1,1,1,30204501,
30204518,0,0,MPCostMul,1,1,1,30204501,
30204519,0,0,MPCostMul,1,1,1,30204501,
30204520,0,0,MPCostMul,1,1,1,30204501,
30204601,731000002514,0,AttackPowerPhy,718,718,1,30204601,2
30204602,731000001478,0,AttackPowerMag,718,718,1,30204601,2
30204603,731000000662,0,MaxHP,648,648,1,30204601,2
30204604,731000000663,0,MaxMP,648,648,1,30204601,2
30204605,91000000081,0,Penetration,1291,1291,1,30204601,2
30204606,731000000148,0,DodgeValue,1460,1460,1,30204601,2
30204607,292000040030,0,AddIgnoreDefenseDamage,13,13,1,30204601,1
30204608,292000040051,0,MPCostMul,600,600,1,30204601,2
30204609,91000000009,0,SkillCoolTime,670,670,1,30204601,2
30204610,292000040061,0,ExpGainRate,200,200,1,30204601,2
30204611,292000040062,0,AdenaGainRate,200,200,1,30204601,2
30204612,0,0,MPCostMul,1,1,1,30204601,
30204613,0,0,MPCostMul,1,1,1,30204601,
30204614,0,0,MPCostMul,1,1,1,30204601,
30204615,0,0,MPCostMul,1,1,1,30204601,
30204616,0,0,MPCostMul,1,1,1,30204601,
30204617,0,0,MPCostMul,1,1,1,30204601,
30204618,0,0,MPCostMul,1,1,1,30204601,
30204619,0,0,MPCostMul,1,1,1,30204601,
30204620,0,0,MPCostMul,1,1,1,30204601,
30301201,91000000001,0,AttackPowerPhy,13,13,1,30301201,2
30301202,91000000002,0,AttackPowerMag,13,13,1,30301201,2
30301203,91000000045,0,MaxHP,13,13,1,30301201,2
30301204,91000000047,0,MaxMP,13,13,1,30301201,2
30301205,91000000081,0,Penetration,18,18,1,30301201,2
30301206,91000000021,0,DodgeValue,30,30,1,30301201,2
30301207,91000000031,0,AddIgnoreDefenseDamage,1,1,1,30301201,1
30301208,292000040051,0,MPCostMul,71,71,1,30301201,2
30301209,91000000009,0,SkillCoolTime,90,90,1,30301201,2
30301210,91000000039,0,ExpGainRate,30,30,1,30301201,2
30301211,91000000060,0,AdenaGainRate,30,30,1,30301201,2
30301212,0,0,MPCostMul,1,1,1,30301201,0
30301213,0,0,MPCostMul,1,1,1,30301201,0
30301214,0,0,MPCostMul,1,1,1,30301201,0
30301215,0,0,MPCostMul,1,1,1,30301201,0
30301216,0,0,MPCostMul,1,1,1,30301201,0
30301217,0,0,MPCostMul,1,1,1,30301201,0
30301218,0,0,MPCostMul,1,1,1,30301201,0
30301219,0,0,MPCostMul,1,1,1,30301201,0
30301220,0,0,MPCostMul,1,1,1,30301201,0
30301301,91000000001,0,AttackPowerPhy,38,38,1,30301301,2
30301302,91000000002,0,AttackPowerMag,38,38,1,30301301,2
30301303,91000000045,0,MaxHP,35,35,1,30301301,2
30301304,91000000047,0,MaxMP,35,35,1,30301301,2
30301305,91000000081,0,Penetration,62,62,1,30301301,2
30301306,91000000021,0,DodgeValue,80,80,1,30301301,2
30301307,91000000031,0,AddIgnoreDefenseDamage,1,1,1,30301301,1
30301308,292000040051,0,MPCostMul,140,140,1,30301301,2
30301309,91000000009,0,SkillCoolTime,150,150,1,30301301,2
30301310,91000000039,0,ExpGainRate,55,55,1,30301301,2
30301311,91000000060,0,AdenaGainRate,55,55,1,30301301,2
30301312,0,0,MPCostMul,1,1,1,30301301,0
30301313,0,0,MPCostMul,1,1,1,30301301,0
30301314,0,0,MPCostMul,1,1,1,30301301,0
30301315,0,0,MPCostMul,1,1,1,30301301,0
30301316,0,0,MPCostMul,1,1,1,30301301,0
30301317,0,0,MPCostMul,1,1,1,30301301,0
30301318,0,0,MPCostMul,1,1,1,30301301,0
30301319,0,0,MPCostMul,1,1,1,30301301,0
30301320,0,0,MPCostMul,1,1,1,30301301,0
30301401,91000000001,0,AttackPowerPhy,125,125,1,30301401,2
30301402,91000000002,0,AttackPowerMag,125,125,1,30301401,2
30301403,91000000045,0,MaxHP,114,114,1,30301401,2
30301404,91000000047,0,MaxMP,114,114,1,30301401,2
30301405,91000000081,0,Penetration,220,220,1,30301401,2
30301406,91000000021,0,DodgeValue,256,256,1,30301401,2
30301407,91000000031,0,AddIgnoreDefenseDamage,2,2,1,30301401,1
30301408,292000040051,0,MPCostMul,279,279,1,30301401,2
30301409,91000000009,0,SkillCoolTime,300,300,1,30301401,2
30301410,91000000039,0,ExpGainRate,105,105,1,30301401,2
30301411,91000000060,0,AdenaGainRate,105,105,1,30301401,2
30301412,0,0,MPCostMul,1,1,1,30301401,0
30301413,0,0,MPCostMul,1,1,1,30301401,0
30301414,0,0,MPCostMul,1,1,1,30301401,0
30301415,0,0,MPCostMul,1,1,1,30301401,0
30301416,0,0,MPCostMul,1,1,1,30301401,0
30301417,0,0,MPCostMul,1,1,1,30301401,0
30301418,0,0,MPCostMul,1,1,1,30301401,0
30301419,0,0,MPCostMul,1,1,1,30301401,0
30301420,0,0,MPCostMul,1,1,1,30301401,0
30301501,91000000001,0,AttackPowerPhy,340,340,1,30301501,2
30301502,91000000002,0,AttackPowerMag,340,340,1,30301501,2
30301503,91000000045,0,MaxHP,307,307,1,30301501,2
30301504,91000000047,0,MaxMP,307,307,1,30301501,2
30301505,91000000081,0,Penetration,608,608,1,30301501,2
30301506,91000000021,0,DodgeValue,692,692,1,30301501,2
30301507,91000000031,0,AddIgnoreDefenseDamage,6,6,1,30301501,1
30301508,292000040051,0,MPCostMul,486,486,1,30301501,2
30301509,91000000009,0,SkillCoolTime,450,450,1,30301501,2
30301510,91000000039,0,ExpGainRate,181,181,1,30301501,2
30301511,91000000060,0,AdenaGainRate,181,181,1,30301501,2
30301512,0,0,MPCostMul,1,1,1,30301501,0
30301513,0,0,MPCostMul,1,1,1,30301501,0
30301514,0,0,MPCostMul,1,1,1,30301501,0
30301515,0,0,MPCostMul,1,1,1,30301501,0
30301516,0,0,MPCostMul,1,1,1,30301501,0
30301517,0,0,MPCostMul,1,1,1,30301501,0
30301518,0,0,MPCostMul,1,1,1,30301501,0
30301519,0,0,MPCostMul,1,1,1,30301501,0
30301520,0,0,MPCostMul,1,1,1,30301501,0
30301601,731000002514,0,AttackPowerPhy,646,646,1,30301601,2
30301602,731000001478,0,AttackPowerMag,646,646,1,30301601,2
30301603,731000000662,0,MaxHP,583,583,1,30301601,2
30301604,731000000663,0,MaxMP,583,583,1,30301601,2
30301605,91000000081,0,Penetration,1162,1162,1,30301601,2
30301606,731000000148,0,DodgeValue,1314,1314,1,30301601,2
30301607,292000040030,0,AddIgnoreDefenseDamage,12,12,1,30301601,1
30301608,292000040051,0,MPCostMul,540,540,1,30301601,2
30301609,91000000009,0,SkillCoolTime,600,600,1,30301601,2
30301610,292000040061,0,ExpGainRate,200,200,1,30301601,2
30301611,292000040062,0,AdenaGainRate,200,200,1,30301601,2
30301612,0,0,MPCostMul,1,1,1,30301601,
30301613,0,0,MPCostMul,1,1,1,30301601,
30301614,0,0,MPCostMul,1,1,1,30301601,
30301615,0,0,MPCostMul,1,1,1,30301601,
30301616,0,0,MPCostMul,1,1,1,30301601,
30301617,0,0,MPCostMul,1,1,1,30301601,
30301618,0,0,MPCostMul,1,1,1,30301601,
30301619,0,0,MPCostMul,1,1,1,30301601,
30301620,0,0,MPCostMul,1,1,1,30301601,
30302201,91000000001,0,AttackPowerPhy,12,12,1,30302201,2
30302202,91000000002,0,AttackPowerMag,12,12,1,30302201,2
30302203,91000000045,0,MaxHP,15,15,1,30302201,2
30302204,91000000047,0,MaxMP,12,12,1,30302201,2
30302205,91000000081,0,Penetration,16,16,1,30302201,2
30302206,91000000021,0,DodgeValue,30,30,1,30302201,2
30302207,91000000031,0,AddIgnoreDefenseDamage,1,1,1,30302201,1
30302208,292000040051,0,MPCostMul,71,71,1,30302201,2
30302209,91000000009,0,SkillCoolTime,90,90,1,30302201,2
30302210,91000000039,0,ExpGainRate,30,30,1,30302201,2
30302211,91000000060,0,AdenaGainRate,30,30,1,30302201,2
30302212,0,0,MPCostMul,1,1,1,30302201,0
30302213,0,0,MPCostMul,1,1,1,30302201,0
30302214,0,0,MPCostMul,1,1,1,30302201,0
30302215,0,0,MPCostMul,1,1,1,30302201,0
30302216,0,0,MPCostMul,1,1,1,30302201,0
30302217,0,0,MPCostMul,1,1,1,30302201,0
30302218,0,0,MPCostMul,1,1,1,30302201,0
30302219,0,0,MPCostMul,1,1,1,30302201,0
30302220,0,0,MPCostMul,1,1,1,30302201,0
30302301,91000000001,0,AttackPowerPhy,33,33,1,30302301,2
30302302,91000000002,0,AttackPowerMag,33,33,1,30302301,2
30302303,91000000045,0,MaxHP,39,39,1,30302301,2
30302304,91000000047,0,MaxMP,31,31,1,30302301,2
30302305,91000000081,0,Penetration,55,55,1,30302301,2
30302306,91000000021,0,DodgeValue,80,80,1,30302301,2
30302307,91000000031,0,AddIgnoreDefenseDamage,1,1,1,30302301,1
30302308,292000040051,0,MPCostMul,140,140,1,30302301,2
30302309,91000000009,0,SkillCoolTime,150,150,1,30302301,2
30302310,91000000039,0,ExpGainRate,55,55,1,30302301,2
30302311,91000000060,0,AdenaGainRate,55,55,1,30302301,2
30302312,0,0,MPCostMul,1,1,1,30302301,0
30302313,0,0,MPCostMul,1,1,1,30302301,0
30302314,0,0,MPCostMul,1,1,1,30302301,0
30302315,0,0,MPCostMul,1,1,1,30302301,0
30302316,0,0,MPCostMul,1,1,1,30302301,0
30302317,0,0,MPCostMul,1,1,1,30302301,0
30302318,0,0,MPCostMul,1,1,1,30302301,0
30302319,0,0,MPCostMul,1,1,1,30302301,0
30302320,0,0,MPCostMul,1,1,1,30302301,0
30302401,91000000001,0,AttackPowerPhy,111,111,1,30302401,2
30302402,91000000002,0,AttackPowerMag,111,111,1,30302401,2
30302403,91000000045,0,MaxHP,126,126,1,30302401,2
30302404,91000000047,0,MaxMP,101,101,1,30302401,2
30302405,91000000081,0,Penetration,195,195,1,30302401,2
30302406,91000000021,0,DodgeValue,256,256,1,30302401,2
30302407,91000000031,0,AddIgnoreDefenseDamage,2,2,1,30302401,1
30302408,292000040051,0,MPCostMul,279,279,1,30302401,2
30302409,91000000009,0,SkillCoolTime,300,300,1,30302401,2
30302410,91000000039,0,ExpGainRate,105,105,1,30302401,2
30302411,91000000060,0,AdenaGainRate,105,105,1,30302401,2
30302412,0,0,MPCostMul,1,1,1,30302401,0
30302413,0,0,MPCostMul,1,1,1,30302401,0
30302414,0,0,MPCostMul,1,1,1,30302401,0
30302415,0,0,MPCostMul,1,1,1,30302401,0
30302416,0,0,MPCostMul,1,1,1,30302401,0
30302417,0,0,MPCostMul,1,1,1,30302401,0
30302418,0,0,MPCostMul,1,1,1,30302401,0
30302419,0,0,MPCostMul,1,1,1,30302401,0
30302420,0,0,MPCostMul,1,1,1,30302401,0
30302501,91000000001,0,AttackPowerPhy,302,302,1,30302501,2
30302502,91000000002,0,AttackPowerMag,302,302,1,30302501,2
30302503,91000000045,0,MaxHP,341,341,1,30302501,2
30302504,91000000047,0,MaxMP,273,273,1,30302501,2
30302505,91000000081,0,Penetration,541,541,1,30302501,2
30302506,91000000021,0,DodgeValue,692,692,1,30302501,2
30302507,91000000031,0,AddIgnoreDefenseDamage,5,5,1,30302501,1
30302508,292000040051,0,MPCostMul,486,486,1,30302501,2
30302509,91000000009,0,SkillCoolTime,450,450,1,30302501,2
30302510,91000000039,0,ExpGainRate,181,181,1,30302501,2
30302511,91000000060,0,AdenaGainRate,181,181,1,30302501,2
30302512,0,0,MPCostMul,1,1,1,30302501,0
30302513,0,0,MPCostMul,1,1,1,30302501,0
30302514,0,0,MPCostMul,1,1,1,30302501,0
30302515,0,0,MPCostMul,1,1,1,30302501,0
30302516,0,0,MPCostMul,1,1,1,30302501,0
30302517,0,0,MPCostMul,1,1,1,30302501,0
30302518,0,0,MPCostMul,1,1,1,30302501,0
30302519,0,0,MPCostMul,1,1,1,30302501,0
30302520,0,0,MPCostMul,1,1,1,30302501,0
30302601,731000002514,0,AttackPowerPhy,574,574,1,30302601,2
30302602,731000001478,0,AttackPowerMag,574,574,1,30302601,2
30302603,731000000662,0,MaxHP,648,648,1,30302601,2
30302604,731000000663,0,MaxMP,518,518,1,30302601,2
30302605,91000000081,0,Penetration,1033,1033,1,30302601,2
30302606,731000000148,0,DodgeValue,1314,1314,1,30302601,2
30302607,292000040030,0,AddIgnoreDefenseDamage,10,10,1,30302601,1
30302608,292000040051,0,MPCostMul,540,540,1,30302601,2
30302609,91000000009,0,SkillCoolTime,600,600,1,30302601,2
30302610,292000040061,0,ExpGainRate,200,200,1,30302601,2
30302611,292000040062,0,AdenaGainRate,200,200,1,30302601,2
30302612,0,0,MPCostMul,1,1,1,30302601,
30302613,0,0,MPCostMul,1,1,1,30302601,
30302614,0,0,MPCostMul,1,1,1,30302601,
30302615,0,0,MPCostMul,1,1,1,30302601,
30302616,0,0,MPCostMul,1,1,1,30302601,
30302617,0,0,MPCostMul,1,1,1,30302601,
30302618,0,0,MPCostMul,1,1,1,30302601,
30302619,0,0,MPCostMul,1,1,1,30302601,
30302620,0,0,MPCostMul,1,1,1,30302601,
30303201,91000000001,0,AttackPowerPhy,15,15,1,30303201,2
30303202,91000000002,0,AttackPowerMag,15,15,1,30303201,2
30303203,91000000045,0,MaxHP,15,15,1,30303201,2
30303204,91000000047,0,MaxMP,15,15,1,30303201,2
30303205,91000000081,0,Penetration,21,21,1,30303201,2
30303206,91000000021,0,DodgeValue,34,34,1,30303201,2
30303207,91000000031,0,AddIgnoreDefenseDamage,1,1,1,30303201,1
30303208,292000040051,0,MPCostMul,79,79,1,30303201,2
30303209,91000000009,0,SkillCoolTime,100,100,1,30303201,2
30303210,91000000039,0,ExpGainRate,30,30,1,30303201,2
30303211,91000000060,0,AdenaGainRate,30,30,1,30303201,2
30303212,0,0,MPCostMul,1,1,1,30303201,0
30303213,0,0,MPCostMul,1,1,1,30303201,0
30303214,0,0,MPCostMul,1,1,1,30303201,0
30303215,0,0,MPCostMul,1,1,1,30303201,0
30303216,0,0,MPCostMul,1,1,1,30303201,0
30303217,0,0,MPCostMul,1,1,1,30303201,0
30303218,0,0,MPCostMul,1,1,1,30303201,0
30303219,0,0,MPCostMul,1,1,1,30303201,0
30303220,0,0,MPCostMul,1,1,1,30303201,0
30303301,91000000001,0,AttackPowerPhy,42,42,1,30303301,2
30303302,91000000002,0,AttackPowerMag,42,42,1,30303301,2
30303303,91000000045,0,MaxHP,39,39,1,30303301,2
30303304,91000000047,0,MaxMP,39,39,1,30303301,2
30303305,91000000081,0,Penetration,69,69,1,30303301,2
30303306,91000000021,0,DodgeValue,88,88,1,30303301,2
30303307,91000000031,0,AddIgnoreDefenseDamage,1,1,1,30303301,1
30303308,292000040051,0,MPCostMul,156,156,1,30303301,2
30303309,91000000009,0,SkillCoolTime,170,170,1,30303301,2
30303310,91000000039,0,ExpGainRate,55,55,1,30303301,2
30303311,91000000060,0,AdenaGainRate,55,55,1,30303301,2
30303312,0,0,MPCostMul,1,1,1,30303301,0
30303313,0,0,MPCostMul,1,1,1,30303301,0
30303314,0,0,MPCostMul,1,1,1,30303301,0
30303315,0,0,MPCostMul,1,1,1,30303301,0
30303316,0,0,MPCostMul,1,1,1,30303301,0
30303317,0,0,MPCostMul,1,1,1,30303301,0
30303318,0,0,MPCostMul,1,1,1,30303301,0
30303319,0,0,MPCostMul,1,1,1,30303301,0
30303320,0,0,MPCostMul,1,1,1,30303301,0
30303401,91000000001,0,AttackPowerPhy,138,138,1,30303401,2
30303402,91000000002,0,AttackPowerMag,138,138,1,30303401,2
30303403,91000000045,0,MaxHP,126,126,1,30303401,2
30303404,91000000047,0,MaxMP,126,126,1,30303401,2
30303405,91000000081,0,Penetration,244,244,1,30303401,2
30303406,91000000021,0,DodgeValue,285,285,1,30303401,2
30303407,91000000031,0,AddIgnoreDefenseDamage,3,3,1,30303401,1
30303408,292000040051,0,MPCostMul,310,310,1,30303401,2
30303409,91000000009,0,SkillCoolTime,330,330,1,30303401,2
30303410,91000000039,0,ExpGainRate,105,105,1,30303401,2
30303411,91000000060,0,AdenaGainRate,105,105,1,30303401,2
30303412,0,0,MPCostMul,1,1,1,30303401,0
30303413,0,0,MPCostMul,1,1,1,30303401,0
30303414,0,0,MPCostMul,1,1,1,30303401,0
30303415,0,0,MPCostMul,1,1,1,30303401,0
30303416,0,0,MPCostMul,1,1,1,30303401,0
30303417,0,0,MPCostMul,1,1,1,30303401,0
30303418,0,0,MPCostMul,1,1,1,30303401,0
30303419,0,0,MPCostMul,1,1,1,30303401,0
30303420,0,0,MPCostMul,1,1,1,30303401,0
30303501,91000000001,0,AttackPowerPhy,377,377,1,30303501,2
30303502,91000000002,0,AttackPowerMag,377,377,1,30303501,2
30303503,91000000045,0,MaxHP,341,341,1,30303501,2
30303504,91000000047,0,MaxMP,341,341,1,30303501,2
30303505,91000000081,0,Penetration,676,676,1,30303501,2
30303506,91000000021,0,DodgeValue,769,769,1,30303501,2
30303507,91000000031,0,AddIgnoreDefenseDamage,7,7,1,30303501,1
30303508,292000040051,0,MPCostMul,540,540,1,30303501,2
30303509,91000000009,0,SkillCoolTime,500,500,1,30303501,2
30303510,91000000039,0,ExpGainRate,181,181,1,30303501,2
30303511,91000000060,0,AdenaGainRate,181,181,1,30303501,2
30303512,0,0,MPCostMul,1,1,1,30303501,0
30303513,0,0,MPCostMul,1,1,1,30303501,0
30303514,0,0,MPCostMul,1,1,1,30303501,0
30303515,0,0,MPCostMul,1,1,1,30303501,0
30303516,0,0,MPCostMul,1,1,1,30303501,0
30303517,0,0,MPCostMul,1,1,1,30303501,0
30303518,0,0,MPCostMul,1,1,1,30303501,0
30303519,0,0,MPCostMul,1,1,1,30303501,0
30303520,0,0,MPCostMul,1,1,1,30303501,0
30303601,731000002514,0,AttackPowerPhy,718,718,1,30303601,2
30303602,731000001478,0,AttackPowerMag,718,718,1,30303601,2
30303603,731000000662,0,MaxHP,648,648,1,30303601,2
30303604,731000000663,0,MaxMP,648,648,1,30303601,2
30303605,91000000081,0,Penetration,1291,1291,1,30303601,2
30303606,731000000148,0,DodgeValue,1460,1460,1,30303601,2
30303607,292000040030,0,AddIgnoreDefenseDamage,13,13,1,30303601,1
30303608,292000040051,0,MPCostMul,600,600,1,30303601,2
30303609,91000000009,0,SkillCoolTime,670,670,1,30303601,2
30303610,292000040061,0,ExpGainRate,200,200,1,30303601,2
30303611,292000040062,0,AdenaGainRate,200,200,1,30303601,2
30303612,0,0,MPCostMul,1,1,1,30303601,
30303613,0,0,MPCostMul,1,1,1,30303601,
30303614,0,0,MPCostMul,1,1,1,30303601,
30303615,0,0,MPCostMul,1,1,1,30303601,
30303616,0,0,MPCostMul,1,1,1,30303601,
30303617,0,0,MPCostMul,1,1,1,30303601,
30303618,0,0,MPCostMul,1,1,1,30303601,
30303619,0,0,MPCostMul,1,1,1,30303601,
30303620,0,0,MPCostMul,1,1,1,30303601,
30304201,91000000001,0,AttackPowerPhy,15,15,1,30304201,2
30304202,91000000002,0,AttackPowerMag,15,15,1,30304201,2
30304203,91000000045,0,MaxHP,15,15,1,30304201,2
30304204,91000000047,0,MaxMP,15,15,1,30304201,2
30304205,91000000081,0,Penetration,21,21,1,30304201,2
30304206,91000000021,0,DodgeValue,34,34,1,30304201,2
30304207,91000000031,0,AddIgnoreDefenseDamage,1,1,1,30304201,1
30304208,292000040051,0,MPCostMul,79,79,1,30304201,2
30304209,91000000009,0,SkillCoolTime,100,100,1,30304201,2
30304210,91000000039,0,ExpGainRate,30,30,1,30304201,2
30304211,91000000060,0,AdenaGainRate,30,30,1,30304201,2
30304212,0,0,MPCostMul,1,1,1,30304201,
30304213,0,0,MPCostMul,1,1,1,30304201,
30304214,0,0,MPCostMul,1,1,1,30304201,
30304215,0,0,MPCostMul,1,1,1,30304201,
30304216,0,0,MPCostMul,1,1,1,30304201,
30304217,0,0,MPCostMul,1,1,1,30304201,
30304218,0,0,MPCostMul,1,1,1,30304201,
30304219,0,0,MPCostMul,1,1,1,30304201,
30304220,0,0,MPCostMul,1,1,1,30304201,
30304301,91000000001,0,AttackPowerPhy,42,42,1,30304301,2
30304302,91000000002,0,AttackPowerMag,42,42,1,30304301,2
30304303,91000000045,0,MaxHP,39,39,1,30304301,2
30304304,91000000047,0,MaxMP,39,39,1,30304301,2
30304305,91000000081,0,Penetration,69,69,1,30304301,2
