Id,PreQuestId,TaskId,NameKey,SpotInfoId,TargetSpotInfoId,Type,RequirePlayerLevel,TaskNameKey,DialogOnly,MiniDialogId,StartNpcSpawnInfoId,StartNpcSpotInfoId,QuestNpcPortrait,QuestNpcNameKey,QuestNpcDialogKey,FinishNpcSpawnInfoId,FinishNpcSpotInfoId,QuestNpcPortrait2,QuestNpcName2Key,QuestNpcDialog2Key,LimitTime,NeverDie,TaskRunInInstance,RemainInstanceWorldEndTask,TaskType,TaskParam,TaskStartPosX,TaskStartPosY,TaskPerformancePosX,TaskPerformancePosY,TaskPerformanceRadius,QuestInitParam,TaskActionConditionType1,TaskActionConditionParam1,TaskActionType1,TaskActionParam1,TaskActionConditionType2,TaskActionConditionParam2,TaskActionType2,TaskActionParam2,TaskActionConditionType3,TaskActionConditionParam3,TaskActionType3,TaskActionParam3,RewardExp,RewardAdena,RewardParam1,RewardCount1,RewardParam2,RewardCount2,RewardParam3,RewardCount3,QuestBGM,BGMFinish,BGMRemain,StartNpcId,FinishNpcId,VisitNpcId,SortId
15096,15095,1,99100001509501,1503,1503,Scenario,,99200001509501,0,,155207,1503,HardinsFollower,9930000111901,99400001509501,,,,0,0,,0,0,0,KillMonster,"""npcInfoIdList"":""21525"",
""targetName"":""타노르 훈련병"",
""totalCount"":20,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",-5235,6069,-5235,6069,,,,,,,,,,,,,,,78926,6900,510104,50,,,,,,,,,,,15237
15097,15096,1,99100001509601,1503,1503,Scenario,,99200001509601,0,,,,HardinsFollower,9930000111901,99400001509601,155208,1503,Aimel,9930000331001,99600001509601,,0,0,0,KillMonster,"""npcInfoIdList"":""21536"",
""targetName"":""치트"",
""totalCount"":1,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1-",-5419,10215,-5419,10215,,"setNpcVisible :
""npcSpawnInfoIdList : '155207',
 visible : true""",,,,,,,,,,,,,82586,6900,480011,1,,,,,,,,,,,15238
15098,15097,1,99100001509701,1503,1503,Scenario,204,99200001509701,0,,155208,1503,Aimel,9930000331001,99400001509701,155209,1503,ArmorMerchant_01,9930000104001,99600001509701,,0,0,0,KillMonster,"""npcInfoIdList"":""21537"",
""targetName"":""차르토"",
""totalCount"":1,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",-3578,4470,-3578,4470,,,,,,,,,,,,,,,82586,6905,510103,3,,,,,,,,,,,15239
15099,15098,1,99100001509801,1503,1503,Scenario,,99200001509801,0,,155209,1503,ArmorMerchant_01,9930000104001,99400001509801,,,,0,0,,0,0,0,KillMonster,"""npcInfoIdList"":""21526"",
""targetName"":""타노르 부족장 근위대"",
""totalCount"":20,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",-4043,-3013,-4043,-3013,,,,,,,,,,,,,,,82586,6910,911123,1,,,,,,,,,,,15240
15100,15099,1,99100001509901,1503,1503,Scenario,,99200001509901,0,1551,,,ArmorMerchant_01,9930000104001,99400001509901,155210,1503,ArmorMerchant_01,9930000104001,99600001509901,,0,0,0,KillMonster,"""npcInfoIdList"":""21537"",
""targetName"":""연출용 테스크"",
""totalCount"":1,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",-1852,-5363,-1852,-5363,,"setNpcVisible :
""npcSpawnInfoIdList : '155211, 155212, 155213',
 visible : true""",QuestTaskElapsedTime,"""operator"" : "">="",
""seconds"" : 15",CompleteCurTask,"""questType"" : ""Scenario""",,,,,,,,,82586,6930,911020,5,,,,,,,,,,,15241
,,2,99100001509901,1503,1503,Scenario,,99200001509902,0,1552,,,,0,0,,,,0,0,,0,0,0,MonsterWave,"""progressType"" : ""Clear"",
""npcSpawnGroupIdList"":""101586, 101587, 101588""",-1727,-5450,-1727,-5450,,,QuestTaskEnded,,SetNpcVisible,"""npcSpawnInfoIdList"" : ""155211, 155212, 155213"",
""visible"" : ""false""",QuestTaskStarted,,SpawnNpc,"{""spawnInfo"": [
{""npcSpawnInfoId"": 155246}
], ""weight"":1}",,,,,,,,,,,,,,,,,,,15242
15101,15100,1,99100001510001,1503,1503,Scenario,,99200001510001,0,,155210,1503,ArmorMerchant_01,9930000104001,99400001510001,155214,1503,Aimel,9930000331001,99600001510001,,0,0,0,VisitPlace,"""destPos"":""1353,-1479""",1353,-1479,1353,-1479,,,,,,,,,,,,,,,82586,6940,490005,20,,,,,,,,,,,15243
,,2,99100001510001,1503,1503,Scenario,,99200001510002,0,1553,,,,0,0,,,,0,0,,0,1,0,KillMonster,"""npcInfoIdList"":""21526"",
""targetName"":""연출용 가짜 테스크"",
""totalCount"":1,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",1353,-1479,1353,-1479,,,QuestTaskStarted,,SpawnNpc,"{""spawnInfo"": [
{""npcSpawnInfoId"": 155214},
{""npcSpawnInfoId"": 155216},
{""npcSpawnInfoId"": 155217},
{""npcSpawnInfoId"": 155218}
], ""weight"":1}",QuestTaskElapsedTime,"""operator"" : "">="",
""seconds"" : 10",CompleteCurTask,"""questType"" : ""Scenario""",,,,,,,,,,,,,77,,1,,,,15244
,,3,99100001510001,1503,1503,Scenario,,99200001510003,0,1554,,,,0,0,,,,0,0,,0,0,0,MonsterWave,"""npcSpawnGroupIdList"":""101589, 101590, 101591""",1353,-1479,1353,-1479,,,QuestTaskStarted,,SpawnNpc,"{""spawnInfo"": [
{""npcSpawnInfoId"": 155215}
], ""weight"":1}",,,,,,,,,,,,,,,,,77,,1,,,,15245
15102,15101,1,99100001510101,1503,1503,Scenario,,99200001510101,0,,155214,1503,Aimel,9930000331001,99400001510101,,,HardinsFollower,9930000111901,99600001510101,,0,0,0,KillMonster,"""npcInfoIdList"":""21527"",
""targetName"":""타노르 기원사"",
""totalCount"":20,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",1215,-3826,1215,-3826,,,,,,,,,,,,,,,82586,6940,910203,1,,,,,,,,,,,15246
,,2,99100001510101,1503,1503,Scenario,,99200001510102,0,,,,,0,0,,,,0,0,,0,0,0,VisitNpc,"""npcSpawnInfoId"" : 155219",4141,2038,4141,2038,,,QuestTaskStarted,,SetNpcVisible,"""npcSpawnInfoIdList"" : ""155214"",
""visible"" : ""false""",QuestTaskStarted,,SetNpcVisible,"""npcSpawnInfoIdList"" : ""155219, 155220, 155221"",
""visible"" : ""true""",,,,,,,,,,,,,,,,,,,15247
15103,15102,1,99100001510201,1503,1503,Scenario,,99200001510201,0,,155219,1503,HardinsFollower,9930000111901,99400001510201,155222,1503,,0,0,,0,0,0,KillMonster,"""npcInfoIdList"":""21528"",
""targetName"":""타노르 부족 수호자"",
""totalCount"":20,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",3496,5875,3496,5875,,"setNpcVisible :
""npcSpawnInfoIdList : '155219, 155220, 155221',
 visible : true""",QuestTaskEnded,,SetNpcVisible,"""npcSpawnInfoIdList"" : ""155219, 155220, 155221"",
""visible"" : ""false""",QuestTaskEnded,,SetNpcVisible,"""npcSpawnInfoIdList"" : ""155222, 155223, 155224"",
""visible"" : ""true""",,,,,82586,6925,911015,1,,,,,,,,,,,15248
15104,15103,1,99100001510301,1503,1503,Scenario,,99200001510301,0,1556,155222,1503,HardinsFollower,9930000111901,99400001510301,,,Aimel,9930000331001,99600001510301,,0,0,0,ControlGadget,"""gadgetGroupId"" : 1552,
""totalCount"" : 1,
""rewardList"" : [{
""probability"" : 10000,
""targetName"" : ""듀르젤과 몰리의 감옥"",
""minIncreaseCount"" : 1,
""maxIncreaseCount"" : 1
}]",7733,41,7733,41,,"setNpcVisible :
""npcSpawnInfoIdList : '155222, 155223, 155224',
 visible : true"",

setGadgetVisible :
""gadgetGroupIdList : '1552',
 visible : true""",QuestTaskEnded,,SetNpcVisible,"""npcSpawnInfoIdList"" : ""155225, 155226"",
""visible"" : ""true""",QuestTaskEnded,,SetGadgetVisible,"""gadgetGroupId"" : 1552,
""visible"" : ""false""",QuestTaskEnded,,SetGadgetVisible,"""gadgetGroupId"" : 1551,
""visible"" : ""true""",82586,7165,911014,1,,,,,,,,,,,15249
,,2,99100001510301,1503,1503,Scenario,,99200001510301,0,,,,Resident_04_02,9930000910801,99400001510302,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",7733,4341,7733,4341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15250
,,3,99100001510301,1503,1503,Scenario,,99200001510301,0,,,,Aimel,9930000331001,99400001510303,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",7733,4341,7733,4341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15251
,,4,99100001510301,1503,1503,Scenario,,99200001510301,0,,,,Resident_04_02,9930000910801,99400001510304,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",7733,4341,7733,4341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15252
,,5,99100001510301,1503,1503,Scenario,,99200001510301,0,,,,HardinsFollower,9930000111901,99400001510305,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",7733,4341,7733,4341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15253
,,6,99100001510301,1503,1503,Scenario,,99200001510301,0,,,,Magician_01_02,9930001607601,99400001510306,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",7733,4341,7733,4341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15254
,,7,99100001510301,1503,1503,Scenario,,99200001510301,0,,,,ArmorMerchant_01,9930000104001,99400001510307,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",7733,4341,7733,4341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15255
,,8,99100001510301,1503,1503,Scenario,,99200001510308,0,1557,,,,0,0,,,,0,0,,0,1,0,Escort,"""npcSpawnInfoId"" : 155227",7693,4587,7693,4587,,,QuestTaskStarted,,SpawnNpc,"{""spawnInfo"": [
{""npcSpawnInfoId"": 155228},
{""npcSpawnInfoId"": 155229},
{""npcSpawnInfoId"": 155230},
{""npcSpawnInfoId"": 155231}
], ""weight"":1}",QuestTaskStarted,,SpawnGadget,"{""weight"" : 1, ""gadgetGroupIdList"" :""1551""}",,,,,,,,,,,,,,,,,,,15256
,,9,99100001510301,1503,1503,Scenario,,99200001510309,0,,,,,0,0,,,,0,0,,0,0,1,CutScene,"""name"" : ""EmbryonReveal""",5290,5201,5290,5201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15257
,,10,99100001510301,1503,1503,Scenario,,99200001510310,0,1558,,,,0,0,,,,0,0,,0,0,0,MonsterWave,"""npcSpawnGroupIdList"":""101592"",
""showMessage"" : ""false"",
""defaultTargeting"" : ""false""",5290,5201,5290,5201,,,QuestTaskStarted,,SpawnNpc,"{""spawnInfo"": [
{""npcSpawnInfoId"": 155232},
{""npcSpawnInfoId"": 155233},
{""npcSpawnInfoId"": 155234},
{""npcSpawnInfoId"": 155235},
{""npcSpawnInfoId"": 155236},
{""npcSpawnInfoId"": 155237}
], ""weight"":1}",NpcDied,"""npcInfoId"" : 221586",CompleteCurTask,"""questType"" : ""Scenario""",,,,,,,,,,,,,77,,,,,,15258
,,11,99100001510301,1503,1503,Scenario,,99200001510311,0,,,,,0,0,,,,0,0,,0,0,1,CutScene,"""name"" : ""MollysWakeup""",5290,5201,5290,5201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15259
,,12,99100001510301,1503,1503,Scenario,,99200001510312,0,1559,,,,0,0,,,,0,0,,0,0,0,MonsterWave,"""progressType"" : ""Clear"",
""npcSpawnGroupIdList"":""101593"",
""defaultTargeting"" : ""false"",
""showMessage"" : ""false"",
""escort"": {
""npcSpawnInfoId"" : 155238
}",5190,5834,5190,5834,,,QuestTaskStarted,,SpawnNpc,"{""spawnInfo"": [
{""npcSpawnInfoId"": 155239},
{""npcSpawnInfoId"": 155240},
{""npcSpawnInfoId"": 155241},
{""npcSpawnInfoId"": 155242},
{""npcSpawnInfoId"": 155243},
{""npcSpawnInfoId"": 155244}
], ""weight"":1}",,,,,,,,,,,,,,,,,79,,,,,,15260
,,13,99100001510301,1503,1503,Scenario,,99200001510312,0,,,,,0,0,,,,0,0,,0,0,0,Teleport,"""worldInfoId"" : 16,
""pos"" : ""7170,30224"" ",6299,2095,6299,2095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15261
,,14,99100001510301,1503,1601,Scenario,,9920000330904,0,,,,,0,0,,,,0,0,,0,0,0,VisitNpc,"""npcSpawnInfoId"" : 160001",7234,30054,7234,30054,,,QuestTaskStarted,,SetNpcVisible,"""npcSpawnInfoIdList"" : ""160001, 160002"",
""visible"" : ""true""",QuestTaskStarted,,SetNpcVisible,"""npcSpawnInfoIdList"" : ""155222, 155223, 155224, 155225, 155226"",
""visible"" : ""false""",,,,,,,,,,,,,,,,,,,15262
16001,15104,1,99100001600101,1601,1601,Scenario,,99200001600101,0,1601,160001,1601,Aimel,9930000331001,99400001600101,,,,0,0,,0,0,0,MonsterWave,"""npcSpawnGroupIdList"":""101699"",
""defaultTargeting"" : ""false"",
""showMessage"" : ""false"",
""escort"": {
""npcSpawnInfoId"" : 160003
}",7244,30228,7244,30228,,"setNpcVisible :
""npcSpawnInfoIdList : '160001,160002',
 visible : true""",QuestTaskStarted,,SpawnNpc,"{""spawnInfo"": [
{""npcSpawnInfoId"":160004},
{""npcSpawnInfoId"":160005},
{""npcSpawnInfoId"":160006},
{""npcSpawnInfoId"":160007}],""weight"":1}",QuestTaskEnded,,SetNpcVisible,"""npcSpawnInfoIdList"" : ""160008, 160009, 160010, 160011, 160012"",
""visible"" : ""true""",QuestTaskEnded,,SetNpcVisible,"""npcSpawnInfoIdList"" : ""160001, 160002"",
""visible"" : ""false""",82586,7020,510001,1,,,,,,,,11631,,,16001
16002,16001,1,99100001600201,1601,1601,Scenario,,9920000610003,0,,160008,1601,Hardin,9930000213101,99400001600201,,,Resident_02_02,99300001600301,99600001600201,,0,0,0,VisitNpc,"""npcSpawnInfoId"" : 160009",3729,27554,3729,27554,,"setNpcVisible :
""npcSpawnInfoIdList : '160008,160009,160010,160011,160012',
 visible : true""",QuestTaskEnded,,SetNpcVisible,"""npcSpawnInfoIdList"" : ""160008"",
""visible"" : ""false""",,,,,,,,,82586,7015,420001,2,,,,,,,,11632,,11633,16002
16003,16002,1,99100001600301,1601,1601,Scenario,,99100001600301,0,1602,160009,1601,Resident_02_02,99300001600301,99400001600301,,,,0,0,,0,0,0,KillMonster,"""failStringKey"" : ""QUEST_ACTION_16003_1"",
""npcInfoIdList"":""21601"",
""targetName"":""블라인드 리퍼"",
""totalCount"":10,
""failStringKey"" : ""QUEST_PARAM_16003_1"",
""probability"":5000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",920,27919,920,27919,,"setNpcVisible :
""npcSpawnInfoIdList : '160009,160010,160011,160012',
 visible : true""",,,,,,,,,,,,,82586,7020,420002,2,,,,,,,,11633,,,16003
16004,16003,1,99100001600401,1601,1601,Scenario,,99200001600401,0,,,,Resident_02_02,99300001600301,99400001600401,,,,0,0,,0,0,0,VisitPlace,"""destPos"":""-1150, 29384""",-1150,29384,-1150,29384,,"setNpcVisible :
""npcSpawnInfoIdList : '160009,160010,160011,160012',
 visible : true""",,,,,,,,,,,,,82586,7020,510104,50,,,,,,,,,,,16004
,,2,99100001600401,1601,1601,Scenario,,99200001600401,0,1603,,,,0,0,,,,0,0,,0,0,0,MonsterWave,"""progressType"":""Clear"",
""npcSpawnGroupIdList"":""101694"",
""showMessage"" : ""false""",-1150,29384,-1150,29384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16005
16005,16004,1,99100001600501,1601,1601,Scenario,,99200001600501,0,,,,Resident_02_02,99300001600301,99400001600501,,,,0,0,,0,0,0,ControlGadget,"""gadgetGroupId"" : 1601,
""totalCount"" : 4,
""rewardList"" : [{
""probability"" : 10000,
""targetName"" : ""변이된 결정"",
""minIncreaseCount"" : 1,
""maxIncreaseCount"" : 1
}]",-685,29500,-685,29500,,"setGadgetVisible :
""gadgetGroupIdList : '1601',
 visible : true""",,,,,,,,,,,,,85175,7020,911020,5,,,,,,,,,,,16006
16006,16005,1,99100001600601,1601,1601,Scenario,207,99100001600301,0,1604,160009,1601,Resident_02_02,99300001600301,99400001600601,,,,0,0,,0,0,0,KillMonster,"""npcInfoIdList"":""21602"",
""targetName"":""커럽션 윌로우"",
""totalCount"":20,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",433,22904,433,22904,,"setNpcVisible :
""npcSpawnInfoIdList : '160009,160010,160011,160012',
 visible : true""",,,,,,,,,,,,,85175,7020,911133,1,,,,,,,,11633,,,16007
16007,16006,1,99100001600701,1601,1601,Scenario,,99200001600701,0,,,,Resident_02_02,99300001600301,99400001600701,,,,0,0,,0,0,0,ControlGadget,"""gadgetGroupId"" : 1602,
""totalCount"" : 4,
""rewardList"" : [{
""probability"" : 10000,
""targetName"" : ""변이된 결정"",
""minIncreaseCount"" : 1,
""maxIncreaseCount"" : 1
}]",2084,22471,2084,22471,,"setGadgetVisible :
""gadgetGroupIdList : '1602',
 visible : true""",,,,,,,,,,,,,85175,7025,480010,1,,,,,,,,,,,16008
16008,16007,1,99100001600801,1601,1601,Scenario,,99200001600801,0,1605,,,Resident_02_02,99300001600301,99400001600801,,,,0,0,,0,0,0,KillMonster,"""npcInfoIdList"":""21603"",
""targetName"":""소울 하베스터"",
""totalCount"":20,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",820,18997,820,18997,,"setNpcVisible :
""npcSpawnInfoIdList : '160009,160010,160011,160012',
 visible : true""",,,,,,,,,,,,,85175,7025,911133,1,,,,,,,,,,,16009
16009,16008,1,99100001600901,1601,1601,Scenario,,99200001600501,0,,,,Resident_02_02,99300001600301,99400001600901,,,,0,0,,0,0,0,ControlGadget,"""gadgetGroupId"" : 1603,
""totalCount"" : 4,
""rewardList"" : [{
""probability"" : 10000,
""targetName"" : ""변이된 결정"",
""minIncreaseCount"" : 1,
""maxIncreaseCount"" : 1
}]",429,17658,429,17658,,"setGadgetVisible :
""gadgetGroupIdList : '1603',
 visible : true""",,,,,,,,,,,,,85175,7025,911020,5,,,,,,,,,,,16010
16010,16009,1,99100001601001,1601,1601,Scenario,,9920001200802,0,1606,,,Resident_02_02,99300001600301,99400001601001,,,CatTheCat_01,9930001131804,99600001601001,,0,0,0,VisitNpc,"""npcSpawnInfoId"" : 160017",3905,16811,3905,16811,,,QuestTaskStarted,,SetNpcVisible,"""npcSpawnInfoIdList"" : ""160017"",
""visible"" : ""true""",,,,,,,,,85175,7020,510005,1,,,,,,,,,,11634,16011
16011,16010,1,99100001601101,1601,1601,Scenario,,99200001601101,0,,160017,1601,CatTheCat_01,9930001131804,99400001601101,,,CatTheCat_01,9930001131804,99600001601101,,0,0,0,KillMonster,"""failStringKey"" : ""QUEST_ACTION_16011_1"",
""npcInfoIdList"":""21604"",
""targetName"":""펑거스"",
""totalCount"":10,
""probability"":5000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",2210,14701,2210,14701,,,,,,,,,,,,,,,85175,7030,490005,20,,,,,,,,11634,,,16012
16012,16011,1,99100001601201,1601,1601,Scenario,,99200001601201,0,1660,160017,1601,CatTheCat_01,9930001131804,99400001601201,160017,1601,,0,0,,0,0,0,MonsterWave,"""progressType"":""Clear"",
""npcSpawnGroupIdList"":""101699"",
""showMessage"" : ""false""",3795,16782,3795,16782,,,QuestTaskStarted,,SpawnNpc,"{""spawnInfo"": [
{""npcSpawnInfoId"":160018},
{""npcSpawnInfoId"":160019},
{""npcSpawnInfoId"":160020},
{""npcSpawnInfoId"":160021},
{""npcSpawnInfoId"":160277},
{""npcSpawnInfoId"":160278},
{""npcSpawnInfoId"":160279}],
""weight"":1}",QuestTaskElapsedTime,"""operator"" : "">="",
""seconds"" : 8",CompleteCurTask,"""questType"" : ""Scenario""",,,,,85175,7045,510105,100,,,,,,,,11634,11634,,16013
,,2,99100001601201,1601,1601,Scenario,,99200001601201,0,,,,,0,0,,,,0,0,,0,0,0,MonsterWave,"""progressType"":""Clear"",
""npcSpawnGroupIdList"":""101637, 101638, 101639"",
""showMessage"" : ""true""",3795,16782,3795,16782,,,QuestTaskStarted,,SpawnNpc,"{""spawnInfo"": [{""npcSpawnInfoId"":160022}],
""weight"":1}",,,,,,,,,,,,,,,,,,,,,,,16014
,,3,99100001601201,1601,1601,Scenario,,99200001601201,0,1607,,,,0,0,,,,0,0,,0,0,0,MonsterWave,"""progressType"":""Clear"",
""npcSpawnGroupIdList"":""101640"",
""showMessage"" : ""false""",3795,16782,3795,16782,,,QuestTaskStarted,,SpawnNpc,"{""spawnInfo"": [{""npcSpawnInfoId"":160022}],
""weight"":1}",NpcDied,"""npcInfoId"" : 221601",CompleteCurTask,"""questType"" : ""Scenario""",,,,,,,,,,,,,,,,,,,16015
16013,16012,1,99100001601301,1601,1601,Scenario,,99200001601301,0,,160017,1601,CatTheCat_01,9930001131804,99400001601301,,,,0,0,,0,0,0,ControlGadget,"""gadgetGroupId"" : 1604,
""totalCount"" : 1,
""rewardList"" : [{
""probability"" : 10000,
""targetName"" : ""변이된 결정"",
""minIncreaseCount"" : 1,
""maxIncreaseCount"" : 1
}]",3152,16526,3152,16526,,"setGadgetVisible :
""gadgetGroupIdList : '1604',
 visible : true""",,,,,,,,,,,,,85175,7030,510105,100,,,,,,,,11634,,,16016
16021,16013,1,99100001602101,1601,1601,Scenario,,9920000331901,0,,160023,1601,Resident_02_02,99300001600301,99400001602101,,,Aimel,9930000331001,99600001602101,,0,0,0,VisitNpc,"""npcSpawnInfoId"" : 160024",-1043,25479,-1043,25479,,"setNpcVisible :
""npcSpawnInfoIdList : '160024',
 visible : true""",,,,,,,,,,,,,85175,7035,510104,50,,,,,,,,11633,,11631,16017
16022,16021,1,99100001602201,1601,1601,Scenario,,99200001602201,0,,160024,1601,Aimel,9930000331001,99400001602201,,,,0,0,,0,0,0,KillMonster,"""npcInfoIdList"":""21605"",
""targetName"":""아머드 하울러"",
""totalCount"":18,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",-3880,23530,-3880,23530,,,,,,,,,,,,,,,85175,7040,480011,1,,,,,,,,11631,,,16018
16023,16022,1,99100001602301,1601,1601,Scenario,,99200001602301,0,1608,,,Aimel,9930000331001,99400001602301,,,,0,0,,0,0,0,KillMonster,"""npcInfoIdList"":""21606"",
""targetName"":""소울 콜렉터"",
""totalCount"":18,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",-3842,27225,-3842,27225,,,,,,,,,,,,,,,85175,7040,480010,1,,,,,,,,,,,16019
16024,16023,1,99100001602401,1601,1601,Scenario,,99200001602401,0,,,,Aimel,9930000331001,99400001602401,,,,0,0,,0,0,0,ControlGadget,"""gadgetGroupId"" : 1605,
""totalCount"" : 4,
""rewardList"" : [{
""probability"" : 10000,
""targetName"" : ""결계 장치 수정 조각"",
""minIncreaseCount"" : 1,
""maxIncreaseCount"" : 1
}]",-5347,28260,-5347,28260,,"setGadgetVisible :
""gadgetGroupIdList : '1605',
 visible : true""",,,,,,,,,,,,,93329,7045,480011,1,,,,,,,,,,,16020
16025,16024,1,99100001602501,1601,1601,Scenario,210,99200001602501,0,,,,Aimel,9930000331001,99400001602501,160025,1601,Resident_02_02,99300001600301,99600001602501,,0,0,0,VisitNpc,"""npcSpawnInfoId"" : 160025",-4529,29607,-4529,29607,,"setNpcVisible :
""npcSpawnInfoIdList : '160025',
 visible : true""",QuestTaskEnded,,ShowMessage,"""stringKey"" : ""QUEST_ACTION_16025_1""",,,,,,,,,93329,7040,480011,1,,,,,,,,,11633,11633,16021
16026,16025,1,99100001602601,1601,1601,Scenario,,99200001602601,0,,160025,1601,Resident_02_02,99300001600301,99400001602601,,,,0,0,,0,0,0,KillMonster,"""npcInfoIdList"":""21607"",
""targetName"":""결계의 감시자"",
""totalCount"":19,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",-8015,28086,-8015,28086,,,,,,,,,,,,,,,93329,7045,440011,10,,,,,,,,11633,,,16022
16027,16026,1,99100001602701,1601,1601,Scenario,,99200001602701,0,1609,160026,1601,Resident_02_02,99300001600301,99400001602701,,,,0,0,,0,1,1,VisitPlace,"""destPos"":""-9280,23194""",-9280,23194,-9280,23194,,,QuestTaskStarted,,SpawnNpc,"{""spawnInfo"": [
{""npcSpawnInfoId"":160027},
{""npcSpawnInfoId"":160028},
{""npcSpawnInfoId"":160029},
{""npcSpawnInfoId"":160030}],
""weight"":1}",,,,,,,,,93329,7050,510104,50,,,,,77,,1,11633,,,16023
,,2,99100001602701,1601,1601,Scenario,,99200001602702,0,,,,,0,0,,,,0,0,,0,1,0,KillMonster,"""annihilation"":""true"",
""npcSpawnInfoIdList"":""160028,160029,160030"", 
""npcInfoIdList"":""21634"",
""targetName"":""잔인한 그란디스 파괴자"",
""totalCount"":3,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",-9131,23025,-9131,23025,,,QuestTaskStarted,,SpawnNpc,"{""spawnInfo"": [
{""npcSpawnInfoId"":160032}],
""weight"":1}",,,,,,,,,,,,,,,,,77,,1,,,,16024
16028,16027,1,99100001602801,1601,1601,Scenario,,99200001602801,0,1610,160033,1601,Aimel,9930000331001,99400001602801,160033,1601,,0,0,,0,0,0,MonsterWave,"""progressType"":""Clear"",
""npcSpawnGroupIdList"":""101641, 101642, 101643"",
""showMessage"" : ""true""",-9228,22958,-9228,22958,,"setNpcVisible :
""npcSpawnInfoIdList : '160034',
 visible : true""",QuestTaskStarted,,SpawnNpc,"{""spawnInfo"": [
{""npcSpawnInfoId"":160031},
{""npcSpawnInfoId"":160032}],
""weight"":1}",,,,,,,,,93329,7055,510105,100,,,,,77,,1,11631,11631,,16025
16029,16028,1,99100001602901,1601,1601,Scenario,,99200001602901,0,1611,160033,1601,Aimel,9930000331001,99400001602901,,,,0,0,,0,0,0,KillMonster,"""npcInfoIdList"":""21608"",
""targetName"":""잔인한 그란디스 파괴자"",
""totalCount"":17,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",-7278,24111,-7278,24111,,"setNpcVisible :
""npcSpawnInfoIdList : '160034',
 visible : true""",,,,,,,,,,,,,93329,7050,490005,20,,,,,,,,11631,,,16026
16030,16029,1,99100001603001,1601,1601,Scenario,,99200001603001,0,,,,Aimel,9930000331001,99400001603001,160037,1601,DarkAssociation,9910001607601,99600001603001,,0,0,0,VisitPlace,"""destPos"":""-9351, 23134""",-9351,23134,-9351,23134,,,QuestTaskStarted,,SetNpcVisible,"""npcSpawnInfoIdList"" : ""160035, 160036, 160037, 160038, 160039"",
""visible"" : ""true""",,,,,,,,,93329,7045,510105,100,,,,,,,,,11635,,16027
16031,16030,1,99100001603101,1601,1601,Scenario,,9920000501904,0,,160037,1601,DarkAssociation,9910001607601,99400001603101,,,,0,0,,0,0,0,VisitNpc,"""npcSpawnInfoId"" : 160037",-9034,23119,-9034,23119,,"setNpcVisible :
""npcSpawnInfoIdList : '160035, 160036, 160037, 160038, 160039',
 visible : true""",,,,,,,,,,,,,93329,7065,911019,5,,,,,,,,11635,,11635,16028
,,2,99100001603101,1601,1601,Scenario,,9920000501904,0,,,,Aimel,9930000331001,99400001603102,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",-9034,23119,-9034,23119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16029
