Id,MssionGrade,NameKey,DescKey,TaskType,TaskCount,AutoCompleteTime,PassCost,RewardExp,RewardAdena,RewardIcon,MissionIcon
1464,2,501000000001,502000000001,Count_KillMonster,150,7200,10000,,,UI_Icon_RankB_RE,DailyMissionRankB
1465,2,501000001009,502000000003,Count_UseItem,55,7200,10000,,,UI_Icon_RankB_RE,DailyMissionRankB
1466,2,501000000009,502000000009,Count_AcquiredItem,8,7200,10000,,,UI_Icon_RankB_RE,DailyMissionRankB
1467,2,501000000002,502000000002,If_MaxCombo,200,7200,10000,,,UI_Icon_RankB_RE,DailyMissionRankB
1468,3,501000001012,502000001012,Count_Combination,1,10800,15000,,,UI_Icon_RankA_RE,DailyMissionRankA
1469,3,501000000001,502000000001,Count_KillMonster,200,10800,15000,,,UI_Icon_RankA_RE,DailyMissionRankA
1470,3,501000001014,502000001014,Count_BuyShopItem,1,10800,15000,,,UI_Icon_RankA_RE,DailyMissionRankA
1471,3,501000000003,502000000014,Count_UseItem,100,10800,15000,,,UI_Icon_RankA_RE,DailyMissionRankA
1472,3,501000000002,502000000002,If_MaxCombo,300,10800,15000,,,UI_Icon_RankA_RE,DailyMissionRankA
1473,3,501000001017,502000001017,Count_Decomposition,1,10800,15000,,,UI_Icon_RankA_RE,DailyMissionRankA
1474,4,501000000015,502000000015,If_ArenaWinStreak,2,14400,20000,,,UI_Icon_RankS_RE,DailyMissionRankS
1475,4,501000000001,502000000001,Count_KillMonster,250,14400,20000,,,UI_Icon_RankS_RE,DailyMissionRankS
1476,4,501000001020,502000001020,Count_QuestScroll,4,14400,20000,,,UI_Icon_RankS_RE,DailyMissionRankS
1477,4,501000000021,502000000021,Count_UseItem,2500,14400,20000,,,UI_Icon_RankS_RE,DailyMissionRankS
1478,4,501000000002,502000000002,If_MaxCombo,350,14400,20000,,,UI_Icon_RankS_RE,DailyMissionRankS
1479,4,501000001152,502000001169,Count_PetItemLevelUp,15,14400,20000,,,UI_Icon_RankS_RE,DailyMissionRankS
1480,5,501000000020,502000000020,Count_ItemLevelUp,15,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1481,5,501000001024,502000001024,Count_AcquiredPoint,30,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1482,5,501000000007,502000001463,Count_KillMonster_Region,250,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1483,5,501000000015,502000000015,If_ArenaWinStreak,3,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1484,5,501000001027,502000001027,Count_AcquiredItem,1,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1485,5,501000000001,502000000001,Count_KillMonster,300,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1486,5,501000001087,502000001087,Count_GuildHelp,1,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
