Id,EffectType,EffectParam,EffectGrowth1,EffectGrowth2,ExceptNpcGrade,ExceptPlayer,ApplyCastPlayer,PointCount
412037,AttackPowerPhyMul,"2500, 2500",1,1,,0,0,
412037,AttackPowerMagMul,"2500, 2500",1,1,,0,0,
412037,DefensePowerPhyMul,"7000, 7000",1,1,,0,0,
412037,DefensePowerMagMul,"7000, 7000",1,1,,0,0,
412037,AttackSpeedMul,"3000, 3000",1,1,,0,0,
412037,MoveSpeedMul,"6500, 6500",1,1,,0,0,
412038,AttackPowerPhyMul,"3500, 3500",1,1,,0,0,
412038,AttackPowerMagMul,"3500, 3500",1,1,,0,0,
412038,DefensePowerPhyMul,"10000, 10000",1,1,,0,0,
412038,DefensePowerMagMul,"10000, 10000",1,1,,0,0,
412038,AttackSpeedMul,"3000, 3000",1,1,,0,0,
412038,MoveSpeedMul,"6500, 6500",1,1,,0,0,
413002,AttackPowerPhyMul,"1000, 1000",1,1,,0,0,
413002,AttackPowerMagMul,"1000, 1000",1,1,,0,0,
413002,AttackSpeedMul,"2500, 2500",1,1,,0,0,
413005,DefensePowerPhyMul,"-800, -800",1,1,,0,0,
413005,DefensePowerMagMul,"-800, -800",1,1,,0,0,
413010,Stun,,,,,0,0,
413010,DefensePowerPhyMul,"-6000, -6000",,,,0,0,
413010,DefensePowerMagMul,"-6000, -6000",,,,0,0,
413010,HPStealRate,"20000, 20000",,,,0,0,
413011,DotDamagePhy,"0, 0, 100000, 100000",,,,0,0,
413011,DotDamageMag,"0, 0, 100000, 100000",,,,0,0,
413013,DotDamagePhy,"0, 0, 7500, 7500",,,,0,0,
413013,DotDamageMag,"0, 0, 7500, 7500",,,,0,0,
413013,MoveSpeedMul,"-2000, -2000",,,,0,0,
413016,Invincible,,,,,0,0,
413016,Invisible,,,,,0,0,
4130212,Invincible,,,,,0,0,
4130212,CCResistRate,"10000, 10000",,,,0,0,
4130213,Stun,"0, 0",,,,0,0,
413018,AttackPowerPhyMul,"1300, 1300",,,,0,0,
413018,AttackPowerMagMul,"1300, 1300",,,,0,0,
413018,DefensePowerPhyMul,"-1500, -1500",,,,0,0,
413018,DefensePowerMagMul,"-1500, -1500",,,,0,0,
413018,AttackSpeedMul,"1500, 1500",1,1,,0,0,
413018,MoveSpeedMul,"1500, 1500",1,1,,0,0,
413019,MentalRule,,,,,0,0,
413019,AttackPowerPhyMul,"2000, 2000",,,,0,0,
413019,AttackPowerMagMul,"2000, 2000",,,,0,0,
413019,AttackSpeedMul,"3000, 3000",1,1,,0,0,
413019,MoveSpeedMul,"3000, 3000",1,1,,0,0,
4130272,None,,,,,0,0,
413035,Invincible,,,,,0,0,
413035,CCResistRate,,,,,0,0,
413036,AttackPowerPhyMul,"1500, 1500",1,1,,0,0,
413036,AttackPowerMagMul,"1500, 1500",1,1,,0,0,
413036,DefensePowerPhyMul,"4000, 4000",1,1,,0,0,
413036,DefensePowerMagMul,"4000, 4000",1,1,,0,0,
413036,AttackSpeedMul,"3000, 3000",1,1,,0,0,
413036,MoveSpeedMul,"6500, 6500",1,1,,0,0,
413037,AttackPowerPhyMul,"2500, 2500",1,1,,0,0,
413037,AttackPowerMagMul,"2500, 2500",1,1,,0,0,
413037,DefensePowerPhyMul,"7000, 7000",1,1,,0,0,
413037,DefensePowerMagMul,"7000, 7000",1,1,,0,0,
413037,AttackSpeedMul,"3000, 3000",1,1,,0,0,
413037,MoveSpeedMul,"6500, 6500",1,1,,0,0,
413038,AttackPowerPhyMul,"3500, 3500",1,1,,0,0,
413038,AttackPowerMagMul,"3500, 3500",1,1,,0,0,
413038,DefensePowerPhyMul,"10000, 10000",1,1,,0,0,
413038,DefensePowerMagMul,"10000, 10000",1,1,,0,0,
413038,AttackSpeedMul,"3000, 3000",1,1,,0,0,
413038,MoveSpeedMul,"6500, 6500",1,1,,0,0,
413041,Stun,,,,,0,0,
413041,DefensePowerPhyMul,"-6000, -6000",,,,0,0,
413041,DefensePowerMagMul,"-6000, -6000",,,,0,0,
414002,AttackPowerPhyMul,"1000, 1000",1,1,,0,0,
414002,AttackPowerMagMul,"1000, 1000",1,1,,0,0,
414002,AttackSpeedMul,"2500, 2500",1,1,,0,0,
414005,DefensePowerPhyMul,"-800, -800",1,1,,0,0,
414005,DefensePowerMagMul,"-800, -800",1,1,,0,0,
414010,Stun,,,,,0,0,
414010,DefensePowerPhyMul,"-6000, -6000",,,,0,0,
414010,DefensePowerMagMul,"-6000, -6000",,,,0,0,
414010,HPStealRate,"20000, 20000",,,,0,0,
414011,DotDamagePhy,"0, 0, 100000, 100000",,,,0,0,
414011,DotDamageMag,"0, 0, 100000, 100000",,,,0,0,
414013,DotDamagePhy,"0, 0, 7500, 7500",,,,0,0,
414013,DotDamageMag,"0, 0, 7500, 7500",,,,0,0,
414013,MoveSpeedMul,"-2000, -2000",,,,0,0,
414016,Invincible,,,,,0,0,
414016,Invisible,,,,,0,0,
414018,AttackPowerPhyMul,"1300, 1300",,,,0,0,
414018,AttackPowerMagMul,"1300, 1300",,,,0,0,
414018,DefensePowerPhyMul,"-1500, -1500",,,,0,0,
414018,DefensePowerMagMul,"-1500, -1500",,,,0,0,
414018,AttackSpeedMul,"1500, 1500",1,1,,0,0,
414018,MoveSpeedMul,"1500, 1500",1,1,,0,0,
414019,MentalRule,,,,,0,0,
414019,AttackPowerPhyMul,"2000, 2000",,,,0,0,
414019,AttackPowerMagMul,"2000, 2000",,,,0,0,
414019,AttackSpeedMul,"3000, 3000",1,1,,0,0,
414019,MoveSpeedMul,"3000, 3000",1,1,,0,0,
414036,AttackPowerPhyMul,"1500, 1500",1,1,,0,0,
414036,AttackPowerMagMul,"1500, 1500",1,1,,0,0,
414036,DefensePowerPhyMul,"4000, 4000",1,1,,0,0,
414036,DefensePowerMagMul,"4000, 4000",1,1,,0,0,
414036,AttackSpeedMul,"3000, 3000",1,1,,0,0,
414036,MoveSpeedMul,"6500, 6500",1,1,,0,0,
414037,AttackPowerPhyMul,"2500, 2500",1,1,,0,0,
414037,AttackPowerMagMul,"2500, 2500",1,1,,0,0,
414037,DefensePowerPhyMul,"7000, 7000",1,1,,0,0,
414037,DefensePowerMagMul,"7000, 7000",1,1,,0,0,
414037,AttackSpeedMul,"3000, 3000",1,1,,0,0,
414037,MoveSpeedMul,"6500, 6500",1,1,,0,0,
414038,AttackPowerPhyMul,"3500, 3500",1,1,,0,0,
414038,AttackPowerMagMul,"3500, 3500",1,1,,0,0,
414038,DefensePowerPhyMul,"10000, 10000",1,1,,0,0,
414038,DefensePowerMagMul,"10000, 10000",1,1,,0,0,
414038,AttackSpeedMul,"3000, 3000",1,1,,0,0,
414038,MoveSpeedMul,"6500, 6500",1,1,,0,0,
414041,Stun,,,,,0,0,
414041,DefensePowerPhyMul,"-6000, -6000",,,,0,0,
414041,DefensePowerMagMul,"-6000, -6000",,,,0,0,
414043,Invisible,,,,,0,0,
414045,Invincible,,,,,0,0,
414045,AttackSpeedMul,"2500, 2500",,,,0,0,
414045,MoveSpeedMul,"5000, 5000",,,,0,0,
4010062,Stun,,,,,0,0,
4010202,None,,,,,0,0,
401021,None,,,,,0,0,
401026,None,,,,,0,0,
401009,None,,,,,0,0,
401010,None,,,,,0,0,
401011,Stun,,,,,0,0,
401013,None,,,,,0,0,
401014,None,,,,,0,0,
401015,None,,,,,0,0,
4020012,None,"2500, 2500",,,,0,0,
4010351,Stun,,,,,0,0,
4020101,MoveSpeedMul,"-10000, -10000",,,,0,0,
401000,AttackPowerPhy,"1500, 1500",1,1,,0,0,
401000,AttackPowerMag,"1500, 1500",1,1,,0,0,
4011032,Stun,,,,,0,0,
4011042,TimerFire,401102,,,,0,0,
4011022,TimerFire,401109,,,,0,0,
4011043,DotDamageMag,"5000, 5000",,,,0,0,
4011092,Stun,,,,,0,0,
4012022,None,,,,,0,0,
4012051,Stun,,,,,0,0,
4012061,None,,,,,0,0,
401217,Stun,,,,,0,0,
401218,Stun,,,,,0,0,
4012082,TimerFire,401201,,,,0,0,
401211,AttackPowerPhyMul,"3000, 3000",1,1,,0,0,
401211,AttackPowerMagMul,"3000, 3000",1,1,,0,0,
401211,DefensePowerPhyMul,"20000, 20000",1,1,,0,0,
401211,DefensePowerMagMul,"20000, 20000",1,1,,0,0,
401211,AttackSpeedMul,"4000, 4000",1,1,,0,0,
401211,MoveSpeedMul,"4500, 4500",1,1,,0,0,
9902011,Barrier,,,,,0,0,
9902012,Barrier,,,,,0,0,
9902013,Barrier,,,,,0,0,
9902014,Barrier,,,,,0,0,
9903011,Barrier,2,,,,0,0,
9903012,Barrier,2,,,,0,0,
9903013,Barrier,2,,,,0,0,
9903014,Barrier,2,,,,0,0,
420001,Transform,"5,  0",,,,0,0,
420002,Transform,"6,  0",,,,0,0,
420003,Transform,"7,  0",,,,0,0,
420004,Transform,"8,  0",,,,0,0,
420005,Transform,"9,  0",,,,0,0,
420006,Transform,"10,  0",,,,0,0,
420007,Transform,"35,  0",,,,0,0,
420008,Transform,"36,  0",,,,0,0,
420009,Transform,"37,  0",,,,0,0,
420010,Transform,"38,  0",,,,0,0,
420011,Transform,"39,  0",,,,0,0,
420012,Transform,"40,  0",,,,0,0,
420013,Transform,"65,  0",,,,0,0,
420014,Transform,"66,  0",,,,0,0,
420015,Transform,"67,  0",,,,0,0,
420016,Transform,"68,  0",,,,0,0,
420017,Transform,"69,  0",,,,0,0,
420018,Transform,"70,  0",,,,0,0,
420019,Transform,"95,  0",,,,0,0,
420020,Transform,"96,  0",,,,0,0,
420021,Transform,"97,  0",,,,0,0,
420022,Transform,"98,  0",,,,0,0,
420023,Transform,"99,  0",,,,0,0,
420024,Transform,"100,  0",,,,0,0,
20100001,AttackSpeedMul,"2000, 0",,,,0,0,
20100001,MoveSpeedMul,"2000, 0",,,,0,0,
20100001,AttackPowerPhyMul,"2000, 2000",,,,0,0,
10100001,AttackSpeedMul,"2000, 0",,,,0,0,
10100001,MoveSpeedMul,"2000, 0",,,,0,0,
10100001,AttackPowerPhyMul,"2000, 2000",,,,0,0,
100000001,MaxHP,"3000, 3000",1,1,,0,0,
100000002,CriticalDamageMul,"300, 300",1,1,,0,0,
100000003,DefensePowerPhy,"2000, 2000",1,1,,0,0,
100000003,DefensePowerMag,"2000, 2000",1,1,,0,0,
100000004,AttackPowerPhy,"1500, 1500",1,1,,0,0,
100000004,AttackPowerMag,"1500, 1500",1,1,,0,0,
100000005,AttackSpeedMul,"300, 300",1,1,,0,0,
100000005,MoveSpeedMul,"300, 300",1,1,,0,0,
601661,AcquireEquipAbility,"302, 1",,,,0,0,
601661,CriticalRate,"1000, 1000",,,,0,0,
601661,AttackSpeedMul,"1000, 1000",,,,0,0,
601662,Stun,,,,,0,0,
731481,MoveSpeedMul,"1000, 1000",,,,0,0,
731481,ItemDropRate,"2000, 2000",,,,0,0,
731481,TreasureGuardSpawnRate,5000,,,,0,0,
731482,Stun,,,,,0,0,
100741341,DotDamageMaxHpMul,"1000, 1000",,,,0,0,
100741351,TimerFire,"10074136, 0",,,,0,0,
40020101,MoveSpeedMul,"-100000, -100000",1,1,,0,0,
40020102,DefensePowerPhyMul,"-1500, -1500",1,1,,0,0,
40020102,DefensePowerMagMul,"-1500, -1500",1,1,,0,0,
40020103,DefensePowerPhyMul,"6000, 6000",1,1,,0,0,
40020103,DefensePowerMagMul,"6000, 6000",1,1,,0,0,
40020105,MoveSpeedMul,"-2000, -2000",1,1,,0,0,
40020106,DotDamageMaxHpMul,"2000, 2000",1,1,,0,0,
40020106,MoveSpeedMul,"-7500, -7500",1,1,,0,0,
40020108,DotDamageMaxHpMul,"1000, 1000",1,1,,0,0,
40020114,DotHealMaxHpMul,"500, 500",1,1,,0,0,
40020115,MoveSpeedMul,"-5000, -5000",1,1,,0,0,
40020116,MoveSpeedMul,"3000, 3000",1,1,,0,0,
40020116,AttackSpeedMul,"2500, 2500",1,1,,0,0,
40020117,Invisible,,1,1,,0,0,
40020117,Invincible,,1,1,,0,0,
40020118,MoveSpeedMul,"5500, 5500",1,1,,0,0,
40020120,AttackPowerPhyMul,"4500, 4500",1,1,,0,0,
40020120,AttackPowerMagMul,"4500, 4500",1,1,,0,0,
40020121,TargetHasBuffIncreaseDamageMul,"40020124, 30000",1,1,,0,0,
40020121,TargetHasBuffDecreaseDamageMul,"40020124, 5000",1,1,,0,0,
40020122,DefensePowerPhyMul,"50000, 50000",1,1,,0,0,
40020122,DefensePowerMagMul,"50000, 50000",1,1,,0,0,
40020122,AggroMul,"10000, 10000",1,1,,0,0,
40020123,TargetHasBuffIncreaseDamageMul,"40020125, 10000",1,1,,0,0,
40020123,TargetHasBuffDecreaseDamageMul,"40020125, 5000",1,1,,0,0,
40020123,MoveSpeedMul,"3000, 3000",1,1,,0,0,
40020123,AttackSpeedMul,"3000, 3000",1,1,,0,0,
40020124,TargetHasBuffDecreaseDamageMul,"40020120, 5000",1,1,,0,0,
40020124,TargetHasBuffDecreaseDamageMul,"40020123, 5000",1,1,,0,0,
40020125,None,,1,1,,0,0,
40020128,TargetHasBuffDecreaseDamageMul,"40020149, 10000",1,1,,0,0,
40020128,TargetHasBuffDecreaseDamageMul,"40020160, 10000",1,1,,0,0,
40020129,TargetHasBuffDecreaseDamageMul,"40020146, 10000",1,1,,0,0,
40020129,TargetHasBuffDecreaseDamageMul,"40020157, 10000",1,1,,0,0,
40020130,TargetHasBuffDecreaseDamageMul,"40020147, 10000",1,1,,0,0,
40020130,TargetHasBuffDecreaseDamageMul,"40020158, 10000",1,1,,0,0,
40020131,TargetHasBuffDecreaseDamageMul,"40020148, 10000",1,1,,0,0,
40020131,TargetHasBuffDecreaseDamageMul,"40020159, 10000",1,1,,0,0,
40020132,DotHealMaxHpMul,"5000, 5000",1,1,,0,0,
40020133,None,,1,1,,0,0,
40020134,None,,1,1,,0,0,
40020136,MoveSpeedMul,"-100000, -100000",1,1,,0,0,
40020137,None,,1,1,,0,0,
40020146,None,,1,1,,0,0,
40020147,None,,1,1,,0,0,
40020148,None,,1,1,,0,0,
40020149,None,,1,1,,0,0,
40020150,MoveSpeedMul,"-7500, -7500",1,1,,0,0,
40020157,None,,1,1,,0,0,
40020158,None,,1,1,,0,0,
40020159,None,,1,1,,0,0,
40020160,None,,1,1,,0,0,
40020165,AttackPowerPhyMul,"2000, 2000",1,1,,0,0,
40020165,AttackPowerMagMul,"2000, 2000",1,1,,0,0,
40020165,AttackSpeedMul,"1500, 1500",1,1,,0,0,
40020166,AttackPowerPhyMul,"2500, 2500",1,1,,0,0,
40020166,AttackPowerMagMul,"2500, 2500",1,1,,0,0,
40020167,AttackPowerPhyMul,"5000, 5000",1,1,,0,0,
40020167,AttackPowerMagMul,"5000, 5000",1,1,,0,0,
40020174,None,,1,1,,0,0,
40020175,None,,1,1,,0,0,
40020176,DotDamageMaxHpMul,"7000, 7000",1,1,,0,0,
40020176,AddDecreaseDamage,"99999999, 99999999",1,1,,0,0,
40020180,Invisible,,1,1,,0,0,
40020181,Invisible,,1,1,,0,0,
40020182,Invisible,,1,1,,0,0,
40020183,Invisible,,1,1,,0,0,
40020184,Invisible,,1,1,,0,0,
40020185,Invisible,,1,1,,0,0,
40020186,Invisible,,1,1,,0,0,
40020187,Invisible,,1,1,,0,0,
40020197,Stun,,1,1,,0,0,
40020201,MoveSpeedMul,"-100000, -100000",1,1,,0,0,
40020202,DefensePowerPhyMul,"-1500, -1500",1,1,,0,0,
40020202,DefensePowerMagMul,"-1500, -1500",1,1,,0,0,
40020203,DefensePowerPhyMul,"6000, 6000",1,1,,0,0,
40020203,DefensePowerMagMul,"6000, 6000",1,1,,0,0,
40020205,MoveSpeedMul,"-2000, -2000",1,1,,0,0,
40020206,DotDamageMaxHpMul,"2000, 2000",1,1,,0,0,
40020206,MoveSpeedMul,"-7500, -7500",1,1,,0,0,
40020208,DotDamageMaxHpMul,"1000, 1000",1,1,,0,0,
40020214,DotHealMaxHpMul,"500, 500",1,1,,0,0,
40020215,MoveSpeedMul,"-5000, -5000",1,1,,0,0,
40020216,MoveSpeedMul,"3500, 3000",1,1,,0,0,
40020216,AttackSpeedMul,"2500, 2500",1,1,,0,0,
40020217,Invisible,,1,1,,0,0,
40020217,Invincible,,1,1,,0,0,
40020218,MoveSpeedMul,"5500, 5500",1,1,,0,0,
40020220,AttackPowerPhyMul,"4500, 4500",1,1,,0,0,
40020220,AttackPowerMagMul,"4500, 4500",1,1,,0,0,
40020221,TargetHasBuffIncreaseDamageMul,"40020224, 30000",1,1,,0,0,
40020221,TargetHasBuffDecreaseDamageMul,"40020224, 5000",1,1,,0,0,
40020222,DefensePowerPhyMul,"50000, 50000",1,1,,0,0,
40020222,DefensePowerMagMul,"50000, 50000",1,1,,0,0,
40020222,AggroMul,"10000, 10000",1,1,,0,0,
40020223,TargetHasBuffIncreaseDamageMul,"40020225, 10000",1,1,,0,0,
40020223,TargetHasBuffDecreaseDamageMul,"40020225, 5000",1,1,,0,0,
40020223,MoveSpeedMul,"3000, 3000",1,1,,0,0,
40020223,AttackSpeedMul,"3000, 3000",1,1,,0,0,
40020224,TargetHasBuffDecreaseDamageMul,"40020220, 5000",1,1,,0,0,
40020224,TargetHasBuffDecreaseDamageMul,"40020223, 5000",1,1,,0,0,
40020225,None,,1,1,,0,0,
40020228,TargetHasBuffDecreaseDamageMul,"40020249, 10000",1,1,,0,0,
40020228,TargetHasBuffDecreaseDamageMul,"40020260, 10000",1,1,,0,0,
40020229,TargetHasBuffDecreaseDamageMul,"40020246, 10000",1,1,,0,0,
40020229,TargetHasBuffDecreaseDamageMul,"40020257, 10000",1,1,,0,0,
40020230,TargetHasBuffDecreaseDamageMul,"40020247, 10000",1,1,,0,0,
40020230,TargetHasBuffDecreaseDamageMul,"40020258, 10000",1,1,,0,0,
40020231,TargetHasBuffDecreaseDamageMul,"40020248, 10000",1,1,,0,0,
40020231,TargetHasBuffDecreaseDamageMul,"40020259, 10000",1,1,,0,0,
40020232,DotHealMaxHpMul,"5000, 5000",1,1,,0,0,
40020233,None,,1,1,,0,0,
40020234,None,,1,1,,0,0,
40020236,MoveSpeedMul,"-100000, -100000",1,1,,0,0,
40020237,None,,1,1,,0,0,
40020246,None,,1,1,,0,0,
40020247,None,,1,1,,0,0,
40020248,None,,1,1,,0,0,
40020249,None,,1,1,,0,0,
40020250,MoveSpeedMul,"-7500, -7500",1,1,,0,0,
40020257,None,,1,1,,0,0,
40020258,None,,1,1,,0,0,
40020259,None,,1,1,,0,0,
40020260,None,,1,1,,0,0,
40020265,AttackPowerPhyMul,"2000, 2000",1,1,,0,0,
40020265,AttackPowerMagMul,"2000, 2000",1,1,,0,0,
40020265,AttackSpeedMul,"1500, 1500",1,1,,0,0,
40020266,AttackPowerPhyMul,"2500, 2500",1,1,,0,0,
40020266,AttackPowerMagMul,"2500, 2500",1,1,,0,0,
40020267,AttackPowerPhyMul,"5000, 5000",1,1,,0,0,
40020267,AttackPowerMagMul,"5000, 5000",1,1,,0,0,
40020274,None,,1,1,,0,0,
40020275,None,,1,1,,0,0,
40020276,DotDamageMaxHpMul,"8000, 8000",1,1,,0,0,
40020276,AddDecreaseDamage,"99999999, 99999999",1,1,,0,0,
40020280,Invisible,,1,1,,0,0,
40020281,Invisible,,1,1,,0,0,
40020282,Invisible,,1,1,,0,0,
40020283,Invisible,,1,1,,0,0,
40020284,Invisible,,1,1,,0,0,
40020285,Invisible,,1,1,,0,0,
40020286,Invisible,,1,1,,0,0,
40020287,Invisible,,1,1,,0,0,
40020297,Stun,,1,1,,0,0,
40020301,MoveSpeedMul,"-100000, -100000",1,1,,0,0,
40020302,DefensePowerPhyMul,"-1500, -1500",1,1,,0,0,
40020302,DefensePowerMagMul,"-1500, -1500",1,1,,0,0,
40020302,Stun,,1,1,,0,0,
40020303,DefensePowerPhyMul,"6000, 6000",1,1,,0,0,
40020303,DefensePowerMagMul,"6000, 6000",1,1,,0,0,
40020305,MoveSpeedMul,"-2000, -2000",1,1,,0,0,
40020306,DotDamageMaxHpMul,"2000, 2000",1,1,,0,0,
40020306,MoveSpeedMul,"-7500, -7500",1,1,,0,0,
40020308,DotDamageMaxHpMul,"1000, 1000",1,1,,0,0,
40020314,DotHealMaxHpMul,500500,1,1,,0,0,
40020315,MoveSpeedMul,"-5000, -5000",1,1,,0,0,
40020316,MoveSpeedMul,"3500, 3000",1,1,,0,0,
40020316,AttackSpeedMul,"2500, 2500",1,1,,0,0,
40020317,Invisible,,1,1,,0,0,
40020317,Invincible,,1,1,,0,0,
40020318,MoveSpeedMul,"5500, 5500",1,1,,0,0,
40020320,AttackPowerPhyMul,"4500, 4500",1,1,,0,0,
40020320,AttackPowerMagMul,"4500, 4500",1,1,,0,0,
40020320,TimerFire,40020367,1,1,,0,0,
40020321,TargetHasBuffIncreaseDamageMul,"40020324, 30000",1,1,,0,0,
40020321,TargetHasBuffDecreaseDamageMul,"40020324, 5000",1,1,,0,0,
40020322,DefensePowerPhyMul,"50000, 50000",1,1,,0,0,
40020322,DefensePowerMagMul,"50000, 50000",1,1,,0,0,
40020322,AggroMul,"10000, 10000",1,1,,0,0,
40020323,TargetHasBuffIncreaseDamageMul,"40020325, 10000",1,1,,0,0,
40020323,TargetHasBuffDecreaseDamageMul,"40020325, 5000",1,1,,0,0,
40020323,MoveSpeedMul,"3000, 3000",1,1,,0,0,
40020323,AttackSpeedMul,"3000, 3000",1,1,,0,0,
40020323,TimerFire,40020367,1,1,,0,0,
40020324,TargetHasBuffDecreaseDamageMul,"40020320, 5000",1,1,,0,0,
40020324,TargetHasBuffDecreaseDamageMul,"40020323, 5000",1,1,,0,0,
40020325,None,,1,1,,0,0,
40020328,TargetHasBuffDecreaseDamageMul,"40020349, 10000",1,1,,0,0,
40020328,TargetHasBuffDecreaseDamageMul,"40020360, 10000",1,1,,0,0,
40020329,TargetHasBuffDecreaseDamageMul,"40020346, 10000",1,1,,0,0,
40020329,TargetHasBuffDecreaseDamageMul,"40020357, 10000",1,1,,0,0,
40020330,TargetHasBuffDecreaseDamageMul,"40020347, 10000",1,1,,0,0,
40020330,TargetHasBuffDecreaseDamageMul,"40020358, 10000",1,1,,0,0,
40020331,TargetHasBuffDecreaseDamageMul,"40020348, 10000",1,1,,0,0,
40020331,TargetHasBuffDecreaseDamageMul,"40020359, 10000",1,1,,0,0,
40020332,DotHealMaxHpMul,"5000, 5000",1,1,,0,0,
40020333,None,,1,1,,0,0,
40020334,None,,1,1,,0,0,
40020336,MoveSpeedMul,"-100000, -100000",1,1,,0,0,
40020337,None,,1,1,,0,0,
40020346,None,,1,1,,0,0,
40020347,None,,1,1,,0,0,
40020348,None,,1,1,,0,0,
40020349,None,,1,1,,0,0,
40020350,MoveSpeedMul,"-7500, -7500",1,1,,0,0,
40020357,None,,1,1,,0,0,
40020358,None,,1,1,,0,0,
40020359,None,,1,1,,0,0,
40020360,None,,1,1,,0,0,
40020365,AttackPowerPhyMul,"2000, 2000",1,1,,0,0,
40020365,AttackPowerMagMul,"2000, 2000",1,1,,0,0,
40020365,AttackSpeedMul,"1500, 1500",1,1,,0,0,
40020366,AttackPowerPhyMul,"2500, 2500",1,1,,0,0,
40020366,AttackPowerMagMul,"2500, 2500",1,1,,0,0,
40020367,AttackPowerPhyMul,"5000, 5000",1,1,,0,0,
40020367,AttackPowerMagMul,"5000, 5000",1,1,,0,0,
40020374,None,,1,1,,0,0,
40020375,None,,1,1,,0,0,
40020376,DotDamageMaxHpMul,"9000, 9000",1,1,,0,0,
40020376,AddDecreaseDamage,"99999999, 99999999",1,1,,0,0,
40020380,Invisible,,1,1,,0,0,
40020381,Invisible,,1,1,,0,0,
40020382,Invisible,,1,1,,0,0,
40020383,Invisible,,1,1,,0,0,
40020384,Invisible,,1,1,,0,0,
40020385,Invisible,,1,1,,0,0,
40020386,Invisible,,1,1,,0,0,
40020387,Invisible,,1,1,,0,0,
40020397,Stun,,1,1,,0,0,
40020401,MoveSpeedMul,"-100000, -100000",1,1,,0,0,
40020402,DefensePowerPhyMul,"-1500, -1500",1,1,,0,0,
40020402,DefensePowerMagMul,"-1500, -1500",1,1,,0,0,
40020402,Stun,,1,1,,0,0,
40020403,DefensePowerPhyMul,"6000, 6000",1,1,,0,0,
40020403,DefensePowerMagMul,"6000, 6000",1,1,,0,0,
40020405,MoveSpeedMul,"-2000, -2000",1,1,,0,0,
40020406,DotDamageMaxHpMul,"2000, 2000",1,1,,0,0,
40020406,MoveSpeedMul,"-7500, -7500",1,1,,0,0,
40020408,DotDamageMaxHpMul,"3000, 3000",1,1,,0,0,
40020414,DotHealMaxHpMul,"1500, 1500",1,1,,0,0,
40020415,MoveSpeedMul,"-5000, -5000",1,1,,0,0,
40020416,MoveSpeedMul,"3500, 3000",1,1,,0,0,
40020416,AttackSpeedMul,"2500, 2500",1,1,,0,0,
40020417,Invisible,,1,1,,0,0,
40020417,Invincible,,1,1,,0,0,
40020418,MoveSpeedMul,"5500, 5500",1,1,,0,0,
40020420,AttackPowerPhyMul,"4500, 4500",1,1,,0,0,
40020420,AttackPowerMagMul,"4500, 4500",1,1,,0,0,
40020420,TimerFire,40020467,1,1,,0,0,
40020421,TargetHasBuffIncreaseDamageMul,"40020424, 30000",1,1,,0,0,
40020421,TargetHasBuffDecreaseDamageMul,"40020424, 7000",1,1,,0,0,
40020422,DefensePowerPhyMul,"50000, 50000",1,1,,0,0,
40020422,DefensePowerMagMul,"50000, 50000",1,1,,0,0,
40020422,AggroMul,"100000, 100000",1,1,,0,0,
40020423,TargetHasBuffIncreaseDamageMul,"40020425, 50000",1,1,,0,0,
40020423,TargetHasBuffDecreaseDamageMul,"40020425, 7000",1,1,,0,0,
40020423,MoveSpeedMul,"3000, 3000",1,1,,0,0,
40020423,AttackSpeedMul,"3000, 3000",1,1,,0,0,
40020423,TimerFire,40020467,1,1,,0,0,
40020424,TargetHasBuffDecreaseDamageMul,"40020420, 5000",1,1,,0,0,
40020424,TargetHasBuffDecreaseDamageMul,"40020423, 5000",1,1,,0,0,
40020425,None,,1,1,,0,0,
40020428,TargetHasBuffDecreaseDamageMul,"40020449, 10000",1,1,,0,0,
40020428,TargetHasBuffDecreaseDamageMul,"40020460, 10000",1,1,,0,0,
40020429,TargetHasBuffDecreaseDamageMul,"40020446, 10000",1,1,,0,0,
40020429,TargetHasBuffDecreaseDamageMul,"40020457, 10000",1,1,,0,0,
40020430,TargetHasBuffDecreaseDamageMul,"40020447, 10000",1,1,,0,0,
40020430,TargetHasBuffDecreaseDamageMul,"40020458, 10000",1,1,,0,0,
40020431,TargetHasBuffDecreaseDamageMul,"40020448, 10000",1,1,,0,0,
40020431,TargetHasBuffDecreaseDamageMul,"40020459, 10000",1,1,,0,0,
40020432,DotHealMaxHpMul,"5000, 5000",1,1,,0,0,
40020433,None,,1,1,,0,0,
40020434,None,,1,1,,0,0,
40020436,MoveSpeedMul,"-100000, -100000",1,1,,0,0,
40020437,None,,1,1,,0,0,
40020446,None,,1,1,,0,0,
40020447,None,,1,1,,0,0,
40020448,None,,1,1,,0,0,
40020449,None,,1,1,,0,0,
40020450,MoveSpeedMul,"-7500, -7500",1,1,,0,0,
40020457,None,,1,1,,0,0,
40020458,None,,1,1,,0,0,
40020459,None,,1,1,,0,0,
40020460,None,,1,1,,0,0,
40020465,AttackPowerPhyMul,"2000, 2000",1,1,,0,0,
40020465,AttackPowerMagMul,"2000, 2000",1,1,,0,0,
40020465,AttackSpeedMul,"1500, 1500",1,1,,0,0,
40020466,AttackPowerPhyMul,"2500, 2500",1,1,,0,0,
40020466,AttackPowerMagMul,"2500, 2500",1,1,,0,0,
40020467,AttackPowerPhyMul,"5000, 5000",1,1,,0,0,
40020467,AttackPowerMagMul,"5000, 5000",1,1,,0,0,
40020474,None,,1,1,,0,0,
