Key,ValueType,Value
RestReward.ShowBadgeValue,UxUInt8,50
RestReward.TownMagnification,UxUInt32,15000
RestReward.UpdateDuration,UxUInt32,60
RestReward.UseAdenaRewardExpRatio,UxUInt8,2
RestReward.UseAdenaRewardRuneRatio,UxUInt8,2
RestReward.UseDiamondRewardExpRatio,UxUInt8,2
RestReward.UseDiamondRewardRuneRatio,UxUInt8,2
RevivalHpMpRecoveryRate,UxUInt32,4000
RevivedDelayMaxStep,UxUInt32,7
RevivedDelayStep1,UxUInt32,5
RevivedDelayStep2,UxUInt32,10
RevivedDelayStep3,UxUInt32,15
RevivedDelayStep4,UxUInt32,30
RevivedDelayStep5,UxUInt32,60
RevivedDelayStep6,UxUInt32,90
RevivedDelayStep7,UxUInt32,120
RevivedPenaltyTime,UxUInt32,300
ReviveNowCost,UxUInt32,40
Reward.FirstAttackItemBonus,UxUInt32,0
Reward.NoneFirstAttackPointPenalty,UxUInt32,0
Reward.PartyCoreBonusMul2,UxUInt32,12000
Reward.PartyCoreBonusMul3,UxUInt32,30000
Reward.PartyCoreBonusMul4,UxUInt32,54000
Reward.PartyCoreBonusMul5,UxUInt32,84000
Reward.ValidDistance,UxUInt32,3000
Rune.AutoCarveTime,UxUInt32,2000
Rune.DefenseColor,EColorType,RuneDefense
Rune.FirstGroupNumber,UxUInt32,1
Rune.FirstRuneNumber,UxUInt32,1
Rune.MaxGroupNumber,UxUInt32,4
Rune.MaxLevel,UxUInt32,7
Rune.MaxRuneNumber,UxUInt32,4
Rune.MinLevel,UxUInt32,1
Rune.OffenseColor,EColorType,RuneOffense
Rune.RunePageBonusGroup,UxUInt32,0
Rune.SteminaColor,EColorType,RuneStemina
Rune.UtilColor,EColorType,RuneUtility
Save.LimitExcessAdena,UxUInt32,10000
Save.LimitExcessExp,UxUInt32,5000
Save.LimitTimeSave,UxInt32,100
Server.IdleLimitTime,UxUInt64,3600000
Server.MaxConnection,UxUInt16,3000
Server.MaxWaitingCount,UxUInt16,500
SetItem.MaxItemCount,UxUInt32,5
SetItem.MinItemCount,UxUInt32,2
Shop.Adena2FlatRateBonusCount,UxUInt32,10
Shop.Adena2FlatRateBonusItem,PktRewardType,FreeDiamond
Shop.Adena2FlatRateBonusItemValue,UxUInt32,200
Shop.Adena2FlatRateRetention1,UxUInt32,50
Shop.Adena2FlatRateRetention2,UxUInt32,40
Shop.Adena2FlatRateRetention3,UxUInt32,30
Shop.Adena2FlatRateRetention4,UxUInt32,20
Shop.Adena2FlatRateRetention5,UxUInt32,10
Shop.Adena2FlatRateRetention6,UxUInt32,10
Shop.Adena2FlatRateRetention7,UxUInt32,10
Shop.AdenaFlatRateBonusCount,UxUInt32,10
Shop.AdenaFlatRateBonusItem,PktRewardType,FreeDiamond
Shop.AdenaFlatRateBonusItemType,EProductType,FreeDiamond
Shop.AdenaFlatRateBonusItemValue,UxUInt32,10
Shop.AdenaFlatRateRetention1,UxUInt32,50
Shop.AdenaFlatRateRetention2,UxUInt32,40
Shop.AdenaFlatRateRetention3,UxUInt32,30
Shop.AdenaFlatRateRetention4,UxUInt32,20
Shop.AdenaFlatRateRetention5,UxUInt32,10
Shop.AdenaFlatRateRetention6,UxUInt32,10
Shop.AdenaFlatRateRetention7,UxUInt32,10
Shop.PayDiaFlatRateBonusCountShopID,UxUInt32,10007001
Shop.PayDiaFlatRateBonusCount,UxUInt32,8
Shop.PayDiaFlatRateBonusItem,PktRewardType,PaidDiamond
Shop.PayDiaFlatRateBonusItemType,EProductType,PayDiamond
Shop.PayDiaFlatRateBonusItemValue,UxUInt32,40
Shop.AutoCloseTime,UxUInt32,2
Shop.Beginner,UxUInt32,15
Shop.DailyAdenaInfoId,UxUInt32,11001
Shop.DaysOfMonth,UxUInt8,30
Shop.FlatRateBonusCountShopID,UxUInt32,7001
Shop.FlatRateBonusCount,UxUInt32,8
Shop.FlatRateBonusItem,UxUInt32,1
Shop.FlatRateBonusItemType,EProductType,Topaz
Shop.FlatRateBonusItemValue,UxUInt32,10
Shop.flatRateRetention1,UxUInt32,50
Shop.flatRateRetention2,UxUInt32,40
Shop.flatRateRetention3,UxUInt32,30
Shop.flatRateRetention4,UxUInt32,20
Shop.flatRateRetention5,UxUInt32,10
Shop.flatRateRetention6,UxUInt32,10
Shop.flatRateRetention7,UxUInt32,10
Shop.FlatRateRewardBuff,UxUInt32,510001
Shop.GachaCardTextureDefault,UxString,gacha_card_dn
Shop.GachaCardTextureGold,UxString,gacha_card_gold_dn
Shop.MonthlyResetDay,UxInt32,1
Shop.MonthlyResetHours,UxInt32,0
Shop.MonthlyResetMinutes,UxInt32,0
Shop.MonthlyResetSeconds,UxInt32,0
Shop.Returner,UxUInt32,15
Shop.WeeklyResetDayOfWeek,ETheDayOfWeek,Monday
Shop.WeeklyResetHours,UxInt32,0
Shop.WeeklyResetMinutes,UxInt32,0
Shop.WeeklyResetSeconds,UxInt32,0
Shop.HideDiamondShop,UxBool,1
Shop.HidePackageShop,UxBool,1
Shop.HideBundleShop,UxBool,1
Shop.RemainTime,UxUInt32,3
Shop.SaleFinishTime,UxUInt32,20
Shop.TobeSoldoutTexture,UxString,UI_Icon_Shop_TobeSoldOut_1001
Shop.SoldoutTexture,UxString,UI_Icon_Shop_SoldOut_1001
Shop.PromotionBannerTexture,UxString,UI_BG_EquipmentEnhancementLoginEvent
Shop.ConsumeCountExcludeShopIdString,UxString,"12000, 12001, 12002"
Shop.FlatRateRenewalTerm,UxInt32,3
Shop.TimeShopClosedImage,UxString,Ui_GoodsShop_Item_Close
Skill.AutoTargetDistance,UxSingle,1000
Skill.BookTutorialInfoId,UxUInt32,28
Skill.BuffIconDurationInStatusBar,UxSingle,0.8
Skill.DashCooltime,UxSingle,6
Skill.DashCooltimeForTutorial,UxSingle,2
Skill.DashRange,UxSingle,500
Skill.DashSpeedMul,UxSingle,2.5
Skill.SkillDeckExpandPrice_1,UxUInt32,100000
Skill.SkillDeckExpandPrice_2,UxUInt32,250000
SoulCrystal.TextureSlot0,UxString,UI_Icon_rankC_re
SoulCrystal.TextureSlot1,UxString,UI_Icon_rankB_re
SoulCrystal.TextureSlot2,UxString,UI_Icon_rankA_re
SoulCrystal.TextureSlot3,UxString,UI_Icon_rankS_re
SoulCrystal.TextureSlot4,UxString,UI_Icon_rankR_re
SoulCrystal.TextureSlot5,UxString,UI_Icon_rankSR_re
SoulShotBuffId,UxUInt32,11
SoulShotCoolTime,UxSingle,0.5
SoulShotHitFxName,UxString,Common/SoulShotStrike
SoulShotHitSoundName,UxString,PC/Common/PC_Hit_SoulShot
SoulStoneCraft.RequiredCrystalCount,UxUInt32,1
StartWorldInfoId,UxUInt32,1
StatusRiseTime,UxSingle,0.5
SubCharStatRate,UxInt32,1
SubCharStatRateMax,UxInt32,500
Summon.SummonActionSocialId,UxUInt32,1001
Summon.SummoningDuration,UxSingle,5
Title.BtnAchievable,UxString,UI_Btn_NewGreen
Title.BtnEquip,UxString,UI_Btn_NewBlue
Title.BtnNormal,UxString,UI_Btn_NewBlue
Toast.AGIT_CREATE_POTION,UxInt32,84
Toast.AGIT_CRYSTAL_LEVEL_UP,UxInt32,80
Toast.AGIT_DINNER,UxInt32,82
Toast.AGIT_FIREPLACE1,UxInt32,85
Toast.AGIT_FIREPLACE2,UxInt32,86
Toast.AGIT_FIREPLACE3,UxInt32,87
Toast.AGIT_GUILD_QUEST_SUCCESS,UxInt32,81
Toast.AGIT_LEVEL_UP,UxInt32,79
Toast.AGIT_RELIC,UxInt32,83
Toast.BATTLE_FIELD_DISBAND,UxInt32,26
Toast.BATTLE_FIELD_JOIN,UxInt32,24
Toast.BATTLE_FIELD_MEMBER_JOIN,UxInt32,25
Toast.BATTLE_FIELD_MEMBER_WITHDRAW,UxInt32,28
Toast.BATTLE_FIELD_PARTY_CREATE,UxInt32,23
Toast.BATTLE_FIELD_WITHDRAW,UxInt32,27
Toast.BATTLEFIELD_INVITE_REQUEST,UxInt32,29
Toast.BATTLEFIELD_JOIN_SECOND,UxInt32,30
Toast.CASTLE_SIEGE_ENTER_TIME,UxInt32,76
Toast.FORTRESS_SIEGE_ENTER_TIME,UxInt32,75
Toast.FRIEND_COMPLETE,UxInt32,32
Toast.FRIEND_CONNECT,UxInt32,35
Toast.FRIEND_INVITED,UxInt32,31
Toast.GUILD_ALLIANCE,UxInt32,57
Toast.GUILD_ALLIANCE_BREAK,UxInt32,58
Toast.GUILD_ATTACK_SUCCESS,UxInt32,68
Toast.GUILD_BIDDING_EXTEND1,UxInt32,73
Toast.GUILD_BIDDING_EXTEND2,UxInt32,74
Toast.GUILD_BIDDING_REFRESH1,UxInt32,71
Toast.GUILD_BIDDING_REFRESH2,UxInt32,72
Toast.GUILD_BUFF_LEVEL_UP,UxInt32,66
Toast.GUILD_CASTLE_TYPE,UxInt32,78
Toast.GUILD_DUNGEON_INVITE,UxInt32,69
Toast.GUILD_DUNGEON_RESET,UxInt32,70
Toast.GUILD_EMBLEM_CHANGE,UxInt32,33
Toast.GUILD_GIVEUP,UxInt32,77
Toast.GUILD_INVITE_NOTIFY,UxInt32,40
Toast.GUILD_INVITE_REFUSE_NOTIFY,UxInt32,41
Toast.GUILD_JOIN_ACCEPT_NOTIFY,UxInt32,43
Toast.GUILD_JOIN_REFUSE_NOTIFY,UxInt32,44
Toast.GUILD_JOIN_REQUEST_NOTIFY,UxInt32,42
Toast.GUILD_KICKOUT,UxInt32,45
Toast.GUILD_KICKOUT2,UxInt32,88
Toast.GUILD_LEVEL_UP,UxInt32,65
Toast.GUILD_MASTER_ENTRUST_SUCCESS,UxInt32,47
Toast.GUILD_MASTER_ENTRUST_SUCCESS_TIME,UxInt32,48
Toast.GUILD_MEMBER_DONATE,UxInt32,36
Toast.GUILD_MEMBER_EXPELLED,UxInt32,39
Toast.GUILD_MEMBER_JOIN,UxInt32,37
Toast.GUILD_MEMBER_OUT,UxInt32,38
Toast.GUILD_NICKNAME_CHANGE,UxInt32,34
Toast.GUILD_PRESENT_GET,UxInt32,52
Toast.GUILD_REQUEST_REVENGE1,UxInt32,53
Toast.GUILD_REQUEST_REVENGE2,UxInt32,54
Toast.GUILD_REQUEST_REVENGE3,UxInt32,55
Toast.GUILD_REQUEST_REVENGE4,UxInt32,56
Toast.GUILD_SHOP_BUY,UxInt32,67
Toast.GUILD_WAR,UxInt32,59
Toast.GUILD_WAR_END,UxInt32,62
Toast.GUILD_WAR_END_REFUSE,UxInt32,60
Toast.GUILD_WAR_END_REFUSE2,UxInt32,61
Toast.GUILD_WAR_LOSE,UxInt32,64
Toast.GUILD_WAR_WIN,UxInt32,63
Toast.MOBIRUM_CHANGE_MEMBER_GRADE,UxInt32,46
Toast.MOBIRUM_TITLE_PRIZE,UxInt32,49
Toast.MOBIRUM_TITLE_PRIZE_ALL,UxInt32,50
Toast.MOBIRUM_TITLE_PRIZE2,UxInt32,51
Toast.NETWORK_RECONNECTED,UxInt32,2
Toast.PARTY_APPOINTED_MASTER,UxInt32,10
Toast.PARTY_AutoEnter_START_ENTER,UxInt32,18
Toast.PARTY_AUTOJION_CANCEL,UxInt32,16
Toast.PARTY_BREAKUP_NOTICE,UxInt32,12
Toast.PARTY_CALL_MOVE1,UxInt32,19
Toast.PARTY_CALL_MOVE2,UxInt32,20
Toast.PARTY_CREATED,UxInt32,3
Toast.PARTY_EXPELLED,UxInt32,8
Toast.PARTY_EXPELLED_NOTICE_TO_PARTY,UxInt32,9
Toast.PARTY_INVITED,UxInt32,13
Toast.PARTY_JOIN_NOTICE,UxInt32,4
Toast.PARTY_JOIN_REQUEST,UxInt32,15
Toast.PARTY_MANDATE_NOTICE,UxInt32,11
Toast.PARTY_MEMBER_JOINED,UxInt32,5
Toast.PARTY_OUT_NOTICE,UxInt32,6
Toast.PARTY_OUT_NOTICE_TO_PARTY,UxInt32,7
Toast.PARTY_READY_DUNGEON_ENTER,UxInt32,17
Toast.PARTY_REFUSED_AND_NEW_PARTY,UxInt32,14
Toast.PARTY_SPOT_MOVE_ASK1,UxInt32,21
Toast.PARTY_SPOT_MOVE_ASK2,UxInt32,22
Toast.FREE_FORTRESS_PARTY_CREATE,UxInt32,94
Toast.FREE_FORTRESS_JOIN,UxInt32,95
Toast.FREE_FORTRESS_MEMBER_JOIN,UxInt32,96
Toast.FREE_FORTRESS_DISBAND,UxInt32,97
Toast.FREE_FORTRESS_WITHDRAW,UxInt32,98
Toast.FREE_FORTRESS_MEMBER_WITHDRAW,UxInt32,99
Toast.FREE_FORTRESS_INVITE_REQUEST,UxInt32,100
Toast.FREE_FORTRESS_JOIN_SECOND,UxInt32,101
Toast.ToastSwipeHideSpeed,UxDouble,0.3
Toast.AGIT_REQUEST_JOIN,UxInt32,102
Toast.DELETE_PERIOD_ITEM,UxInt32,93
Toast.PARTY_CALL_MOVE3,UxInt32,91
Toast.PARTYDUNGEON_KICKOUT,UxInt32,92
Tutorial.AutoBattleTutorialInfoId,UxUInt32,13
Tutorial.CharacterPresetInfoId,UxUInt32,1
Tutorial.FirstTutorialInfoId,UxUInt32,3
Tutorial.GachaInfoId,UxUInt32,15
Tutorial.GuildArchievementTutorialInfoId,UxUInt32,116
Tutorial.GuildDonateTutorialInfoId,UxUInt32,114
Tutorial.PlayerName,UxString,발디르
Tutorial.SkillBookTutorialInfoId,UxUInt32,28
Tutorial.SoulshotTutorialInfoId,UxUInt32,12
Tutorial.SystemTutorialFirstInfoId,UxUInt32,1
Tutorial.SystemTutorialLastInfoId,UxUInt32,2
Tutorial.SystemTutorialPlayerSlotIndex,UxInt8,-1
Tutorial.TutorialWorldInitRotateY,UxSingle,0
UniqSkillSlotStartIndex,UxUInt8,4
WarehouseExtension,UxUInt32,2
WarehouseExtensionCost,UxUInt32,2
WarehouseNotEnoughCount,UxUInt32 ,3
ChangeServerNameMarkTerm,UxUInt32,30
GuildWarehouseNotEnoughCount,UxUInt32,3
Socialaction,,
Sociallines.MinimumHangeulLength,UxUInt32,2
Sociallines.MinimumNumberLength,UxUInt32,2
Sociallines.MinimumEnglishLength,UxUInt32,2
Sociallines.MinimumSpecialNoteLength,UxUInt32,2
Sociallines.MinimumMixedLength,UxUInt32,2
Sociallines.MaximumHangeulLength,UxUInt32,10
Sociallines.MaximumNumberLength,UxUInt32,10
Sociallines.MaximumEnglishLength,UxUInt32,10
Sociallines.MaximumSpecialNoteLength,UxUInt32,10
Sociallines.MaximumMixedLength,UxUInt32,10
Town.TeleportDuration,UxSingle,4.5
Town.TeleportActionSocialId,UxUInt32,1002
Town.UnUsed,UxBool,1
Cape.DefaultPatternColor,UxInt32,1001
Cape.DefaultBackgroundColor,UxInt32,2001
Cape.CapeOptionLockMaterialId,UxInt32,1304001
Cape.CapeOptionLockMaterialCount,UxInt32,1
Cape.EffectConditionKillMonsterNeedDamageRate,UxInt32,3000
ItemAutoSellCoolTime,UxUInt32,30
WidgetVisibility.CharacterSelect_ImageRecommandServer,UxBool,1
Mastery.OpenCharacterLevel,UxUInt32,180
Mastery.ExpToNextCountValue,UxUInt32,2400000
Mastery.RewardCoinValue,UxUInt32,10
Mastery.NormalLevelUpReward,UxUInt32,490033
Mastery.MasteryLevelUpReward,UxUInt32,30001000
FreeFortress.InfoId,UxUInt32,10001
FreeFortress.TeamMaxMember,UxUInt32,30
FreeFortress.TeamMinMember,UxUInt32,10
FreeFortress.RedTeamID,UxUInt32,1
FreeFortress.BlueTeamID,UxUInt32,2
FreeFortress.Level,UxUInt32,10
FreeFortress.EnterCount,UxUInt32,1
FreeFortress.CharacterTransformCoolTime,UxUInt32,300
FreeFortress.ReviveNowCost,UxUInt32,30
FreeFortress.ReviveNowCostAdd,UxUInt32,30
FreeFortress.ReviveNowCostMax,UxUInt32,150
FreeFortress.ReviveCoolTimeBase,UxUInt32,5
FreeFortress.ReviveCoolTimeTickTime,UxUInt32,180
FreeFortress.ReviveCoolTimeAddPerTick,UxUInt32,2
FreeFortress.InGameWaitTime,UxUInt32,3
FreeFortress.RecruitRemain30 ,UxUInt32,0
FreeFortress.RecruitRemain15,UxUInt32,10
FreeFortress.RecruitRemain5,UxUInt32,15
FreeFortress.Start,UxUInt32,20
FreeFortress.Enroute1,UxUInt32,30
FreeFortress.Enroute2,UxUInt32,40
FreeFortress.End,UxUInt32,50
FreeFortress.KickOutTime,UxUInt32,300
EventDrop.SummonAttendMax,UxUInt32,8
EventDrop.EquipAttendMax,UxUInt32,8
ServerTransfer.NicknameChangeItemInfoId,UxInt32,490094
BossTrophy.NoGuildName,UxUInt64,111000010001
BossTrophy.BroadCastDelayTime,UxInt32,60
DiscountShop.MaxDistance,UxSingle,2000
PublicTown.StartPointX,UxSingle,5820
PublicTown.StartPointY,UxSingle,11970
Zaken.BerserkBuffId,UxInt32,731261
