ShopId,ShopServerType,NewServer,ProductType,ProductValue,ItemType,Grade,ItemInfoId,ProductItemType,BuffInfoId,ProductItemTypeValue,InstantMail,ByMail,ItemNotBind,RateRevisionGrade,RateRevisionValue,FirstGachaId,GachaId,EventItemPeriodId
10156004,All,All,Item,1,BlessedAccessoryEnchantMaterial,,410013,Base,,,,1,0,,,,,
10156005,All,All,Item,1,BlessedAccessoryEnchantMaterial,,410013,Base,,,,1,0,,,,,
10156006,All,All,Item,1,BlessedAccessoryEnchantMaterial,,410013,Base,,,,1,0,,,,,
10156007,All,All,Item,1,FreeDiamond,,10490014,Base,,,,1,0,,,,,
10156008,All,All,Item,1,SupriseBox,,10911202,Base,,,,1,0,,,,,
10156009,All,All,Item,3,SkillPoint,,490030,Base,,,,1,0,,,,,
10156010,All,All,CastleSiegeFestivalCoupon,50,FestivalTicket,,490059,Base,,,,1,0,,,,,
10157001,All,All,Item,1,ProtectionJewel,,400000,Base,,,,1,0,,,,,
10157002,All,All,Item,1,ProtectionJewel,,400000,Base,,,,1,0,,,,,
10157003,All,All,Item,1,ProtectionJewel,,400000,Base,,,,1,0,,,,,
10157004,All,All,Item,1,BlessedArmorEnchantMaterial,R,410012,Base,,,,1,0,,,,,
10157005,All,All,Item,1,BlessedArmorEnchantMaterial,R,410012,Base,,,,1,0,,,,,
10157006,All,All,Item,1,BlessedArmorEnchantMaterial,R,410012,Base,,,,1,0,,,,,
10157007,All,All,Item,1,FreeDiamond,,10490014,Base,,,,1,0,,,,,
10157008,All,All,Item,1,VehicleEnchantMaterial,,410004,Base,,,,1,0,,,,,
10157009,All,All,Item,1,VehicleEnchantMaterial,,410004,Base,,,,1,0,,,,,
10157010,All,All,Item,1,VehicleEnchantMaterial,,410004,Base,,,,1,0,,,,,
10010037,All,All,FreeDiamond,1200,,,,Base,,,,1,0,,,,,
10010037,All,All,Adena,100000,,,,Bonus,,,,1,0,,,,,
10010037,All,All,Item,100,HPPotion,Max,440002,Bonus,,,,1,0,,,,,
10010037,All,All,Item,100,MPPotion,Max,440012,Bonus,,,,1,0,,,,,
10010038,All,All,FreeDiamond,1200,,,,Base,,,,1,0,,,,,
10010038,All,All,Adena,100000,,,,Bonus,,,,1,0,,,,,
10010038,All,All,Item,100,HPPotion,Max,440002,Bonus,,,,1,0,,,,,
10010038,All,All,Item,100,MPPotion,Max,440012,Bonus,,,,1,0,,,,,
10010039,All,All,PayDiamond,800,,,,Base,,,,1,0,,,,,
10010039,All,All,FreeDiamond,800,,,,Bonus,,,,1,0,,,,,
10010039,All,All,Item,100,HPPotion,Max,440002,Bonus,,,,1,0,,,,,
10010039,All,All,Item,100,MPPotion,Max,440012,Bonus,,,,1,0,,,,,
10010040,All,All,Adena,1000000,,,,Base,,,,1,0,,,,,
10010041,All,All,Item,6,,,400000,Base,,,,1,0,,,,,
10010041,All,All,PayDiamond,1000,,,,Base,,,,1,0,,,,,
10010042,All,All,Adena,1000000,,,,Base,,,,1,0,,,,,
10010043,All,All,Item,6,,,400000,Base,,,,1,0,,,,,
10010044,All,All,PayDiamond,1000,,,,Base,,,,1,0,,,,,
10010046,All,All,FreeDiamond,2000,,,,Base,,,,1,0,,,,,
10010046,All,All,Item,30,VehicleEnchantMaterial,,410004,Bonus,,,,1,0,,,,,
10010046,All,All,Adena,100000,,,,Bonus,,,,1,0,,,,,
10010053,All,All,FreeDiamond,4000,,,,Base,,,Base,1,0,,,,,
10010054,All,All,FreeDiamond,2000,,,,Base,,,Base,1,0,,,,,
10010054,All,All,Item,10,,,910237,Bonus,,,Base,1,0,,,,,
10010054,All,All,Item,10,,,910220,Bonus,,,Base,1,0,,,,,
10010055,All,All,FreeDiamond,300,,,,Base,,,Base,1,0,,,,,
10010055,All,All,Item,1,,,490031,Bonus,,,Base,1,0,,,,,
10010056,All,All,Item,1,ProtectionJewel,,400000,Base,,,,1,0,,,,,
10010057,All,All,Item,1,ProtectionJewel,,400000,Base,,,,1,0,,,,,
10010058,All,All,Item,1,ProtectionJewel,,400000,Base,,,,1,0,,,,,
10010059,All,All,Item,1,ProtectionJewel,,400000,Base,,,,1,0,,,,,
10010060,All,All,Item,1,ProtectionJewel,,400000,Base,,,,1,0,,,,,
10010061,All,All,Item,1,ProtectionJewel,,400000,Base,,,,1,0,,,,,
10010062,All,All,Item,1,ProtectionJewel,,400000,Base,,,,1,0,,,,,
10010063,All,All,Item,1,ProtectionJewel,,400000,Base,,,,1,0,,,,,
10010064,All,All,Item,1,,,490026,Base,,,,1,0,,,,,
10010064,All,All,Item,1,,,510011,Bonus,,,,1,0,,,,,
10010064,All,All,Item,30,,,510102,Bonus,,,,1,0,,,,,
10010064,All,All,Adena,200000,,,,Bonus,,,,1,0,,,,,
10010064,All,All,Item,2,,,510102,HongbaoGuild,,,,1,0,,,,,
10010064,All,All,Adena,5000,,,,HongbaoGuild,,,,1,0,,,,,
10010065,All,All,Item,1,,,490038,Base,,,,1,0,,,,,
10010065,All,All,Item,1,,,510007,Bonus,,,,1,0,,,,,
10010065,All,All,Item,1,,,490037,Bonus,,,,1,0,,,,,
10010065,All,All,Adena,200000,,,,Bonus,,,,1,0,,,,,
10010065,All,All,Item,5,,,510101,HongbaoGuild,,,,1,0,,,,,
10010065,All,All,Adena,5000,,,,HongbaoGuild,,,,1,0,,,,,
10010066,All,All,Item,1,PetItem,,10471001,Base,,,,1,0,,,,,
10010066,All,All,Item,1,PetSoulStone,,10470001,Base,,,,1,0,,,,,
10010066,All,All,Item,200,PetItem,,470001,Bonus,,,,1,0,,,,,
10010066,All,All,Item,3,SupriseBox,,915001,Bonus,,,,1,0,,,,,
10010067,All,All,Item,1,,,110300506,Base,,,,1,0,,,,,
10010067,All,All,Adena,200000,,,,Bonus,,,,1,0,,,,,
10010068,All,All,FreeDiamond,300,,,,Base,,,,1,0,,,,,
10010068,All,All,Item,100,,,10000401,Base,,,,1,0,,,,,
10034,All,All,Item,20,EtcPotion,,510114,Base,,,,1,0,,,,,
10035,All,All,Item,20,EtcPotion,,510115,Base,,,,1,0,,,,,
10010069,All,All,Item,100,,,10000401,Base,,,,1,0,,,,,
10010070,All,All,Item,100,,,10000401,Base,,,,1,0,,,,,
10010071,All,All,Item,100,,,10000401,Base,,,,1,0,,,,,
10010072,All,All,Item,100,,,10000401,Base,,,,1,0,,,,,
10010073,All,All,Item,4,,,910237,Base,,,,1,0,,,,,
10010073,All,All,Item,3,,,110300001,Base,,,,1,0,,,,,
10010073,All,All,Adena,30000,,,,Base,,,,1,0,,,,,
10010074,All,All,Item,7,,,910237,Base,,,,1,0,,,,,
10010074,All,All,Item,5,,,110300001,Base,,,,1,0,,,,,
10010074,All,All,Adena,50000,,,,Base,,,,1,0,,,,,
10010075,All,All,Item,15,,,910237,Base,,,,1,0,,,,,
10010075,All,All,Item,10,,,110300001,Base,,,,1,0,,,,,
10010075,All,All,Adena,100000,,,,Base,,,,1,0,,,,,
10010076,All,All,Item,1,,,1300004,Base,,,,1,0,,,,,
10010076,All,All,Item,1000,,,1301001,Base,,,,1,0,,,,,
10010076,All,All,Item,20,,,1304001,Base,,,,1,0,,,,,
10010076,All,All,Item,20,,,1303001,Base,,,,1,0,,,,,
10010076,All,All,FreeDiamond,1000,,,,Base,,,,1,0,,,,,
10010077,All,All,FreeDiamond,2300,,,,Base,,,Base,0,0,,,,,
10010077,All,All,Adena,150000,,,,Base,,,Base,0,0,,,,,
10010078,All,All,FreeDiamond,1000,,,,Base,,,Base,0,0,,,,,
10010078,All,All,Item,1,,,910259,Base,,,Base,0,0,,,,,
10010078,All,All,BagSlot,120,,,,Base,,,,1,0,,,,,
10010079,All,All,Item,7,,,919016,Base,,,,1,0,,,,,
10010079,All,All,Item,1,,,490077,Base,,,,1,0,,,,,
10010079,All,All,Item,20,,,1304001,Base,,,,1,0,,,,,
10010079,All,All,Item,5,,,1303001,Base,,,,1,0,,,,,
10010079,All,All,FreeDiamond,2000,,,,Base,,,,1,0,,,,,
10010080,All,All,Item,10,,,505017,Base,,,,1,0,,,,,
10010080,All,All,Item,10,,,917001,Base,,,,1,0,,,,,
10010080,All,All,Item,10,,,400000,Base,,,,1,0,,,,,
10010080,All,All,Item,5,,,490096,Base,,,,1,0,,,,,
10010080,All,All,Item,20,,,919240,Base,,,,1,0,,,,,
10010081,All,All,Item,1,,,490096,Base,,,,1,0,,,,,
10010081,All,All,Item,300,,,490033,Base,,,,1,0,,,,,
10010081,All,All,FreeDiamond,200,,,,Base,,,,1,0,,,,,
10010081,All,All,Item,20,,,440002,Base,,,,1,0,,,,,
10010082,All,All,Item,10,,,110900032,Base,,,,1,0,,,,,
10010082,All,All,Item,12,,,110910001,Base,,,,1,0,,,,,
10010082,All,All,FreeDiamond,1000,,,,Base,,,,1,0,,,,,
10010082,All,All,Item,1,,,110990010,HongbaoGuild,,,,1,0,,,,,
10010083,All,All,Item,1,,,110900010,Base,,,,1,0,,,,,
10010083,All,All,Item,2,,,110990008,Base,,,,1,0,,,,,
10010083,All,All,BagSlot,300,,,,Base,,,,1,0,,,,,
8022,All,All,FreeDiamond,3000,,,,Base,,,,1,0,,,,,
8022,All,All,FreeDiamond,1000,,,,Level,,270,,1,0,,,,,
8022,All,All,Item,3,,,911013,Level,,270,,1,0,,,,,
8022,All,All,Item,10,,,400000,Level,,280,,1,0,,,,,
8022,All,All,FreeDiamond,2000,,,,Level,,290,,1,0,,,,,
8022,All,All,Item,1,,,490096,Level,,290,,1,0,,,,,
8022,All,All,FreeDiamond,1000,,,,Level,,300,,1,0,,,,,
8022,All,All,Item,3,,,911013,Level,,300,,1,0,,,,,
8022,All,All,FreeDiamond,2000,,,,Level,,310,,1,0,,,,,
8022,All,All,Item,2,,,490096,Level,,310,,1,0,,,,,
8022,All,All,FreeDiamond,1000,,,,Level,,320,,1,0,,,,,
8022,All,All,Item,3,,,911013,Level,,320,,1,0,,,,,
10010084,"en,zh_TW,th_TH",All,JumppingCharacter,80,,,110910002,Base,,,,1,0,,,,,
10010084,"en,zh_TW,th_TH",All,Adena,300000,,,,Bonus,,,,1,0,,,,,
10010084,"en,zh_TW,th_TH",All,FreeDiamond,1000,,,,Base,,,,1,0,,,,,
10010084,"en,zh_TW,th_TH",All,Item,1,,,110900004,Base,,,,1,0,,,,,
10010084,"en,zh_TW,th_TH",All,Item,1,,,110900005,Base,,,,1,0,,,,,
10010084,"en,zh_TW,th_TH",All,Item,200,,,440001,Base,,,,1,0,,,,,
10010084,"en,zh_TW,th_TH",All,Item,200,,,440011,Base,,,,1,0,,,,,
10010085,All,All,Item,5,,,110900011,Base,,,,1,0,,,,,
10010085,All,All,Item,300,,,1301001,Base,,,,1,0,,,,,
10010085,All,All,FreeDiamond,500,,,,Base,,,,1,0,,,,,
10010085,All,All,PayDiamond,1000,,,,Base,,,,1,0,,,,,
10010085,All,All,Adena,150000,,,,Base,,,,1,0,,,,,
10010085,All,All,Item,10,,,1301001,HongbaoGuild,,,,1,0,,,,,
10010086,All,All,PayDiamond,1000,,,,Base,,,,1,0,,,,,
10010086,All,All,FreeDiamond,1000,,,,Base,,,,1,0,,,,,
10010086,All,All,Topaz,100,,,,Base,,,,1,0,,,,,
10010087,All,All,Item,1,SupriseBox,,911034,Base,,,,1,0,,,,,
10090001,All,All,FreeDiamond,20,,,,Base,,,UserMail,1,0,,,,,
10090001,All,All,Adena,5500,,,,Base,,,UserMail,1,0,,,,,
10090002,All,All,FreeDiamond,50,,,,Base,,,UserMail,1,0,,,,,
10090002,All,All,Adena,13500,,,,Base,,,UserMail,1,0,,,,,
10090003,All,All,FreeDiamond,100,,,,Base,,,UserMail,1,0,,,,,
10090003,All,All,Adena,26000,,,,Base,,,UserMail,1,0,,,,,
10090004,All,All,FreeDiamond,150,,,,Base,,,UserMail,1,0,,,,,
10090004,All,All,Adena,40000,,,,Base,,,UserMail,1,0,,,,,
10090005,All,All,FreeDiamond,300,,,,Base,,,UserMail,1,0,,,,,
10090005,All,All,Adena,80000,,,,Base,,,UserMail,1,0,,,,,
10090006,All,All,FreeDiamond,550,,,,Base,,,UserMail,1,0,,,,,
10090006,All,All,Adena,120000,,,,Base,,,UserMail,1,0,,,,,
10010088,All,All,Adena,500000,,,,Base,,,,1,0,,,,,
10010089,All,All,Item,6,,,400000,Base,,,,1,0,,,,,
10010089,All,All,PayDiamond,1000,,,400000,Base,,,,1,0,,,,,
10010090,All,All,Adena,1000000,,,,Base,,,,1,0,,,,,
10010091,All,All,Item,3,Etc,,110910001,Base,,,,1,0,,,,,
10010091,All,All,FreeDiamond,250,,,,Base,,,,1,0,,,,,
10010092,All,All,Item,10,Etc,,110910001,Base,,,,1,0,,,,,
10010092,All,All,FreeDiamond,750,,,,Base,,,,1,0,,,,,
10010093,All,All,Item,10,Etc,,110910001,Base,,,,1,0,,,,,
10010093,All,All,FreeDiamond,1500,,,,Base,,,,1,0,,,,,
