Id,RequiredId,Type,GroupType,Param1,NameKey,DescKey,TaskType,TaskCondition,CompleteNotifyType,AchievementGroupId,TaskCount,RewardPoint,RewardGem,RewardAdena,RewardItemInfoId,RewardCount,RewardCountDesc,RewardIcon,AchievementIcon
31716,31715,Hero,Item,16,821000031701,822000031701,Count_ItemLimitBreak,,WaitShowForgeResultUI,317,280,4690,,36000,,,,,Icon_HeroicAchievement_04
31717,31716,Hero,Item,17,821000031701,822000031701,Count_ItemLimitBreak,,WaitShowForgeResultUI,317,300,5030,,38500,,,,,Icon_HeroicAchievement_04
31718,31717,Hero,Item,18,821000031701,822000031701,Count_ItemLimitBreak,,WaitShowForgeResultUI,317,330,5530,,42500,,,,,Icon_HeroicAchievement_04
31719,31718,Hero,Item,19,821000031701,822000031701,Count_ItemLimitBreak,,WaitShowForgeResultUI,317,360,6030,,,490011,1,,Icon_Box_Adena_02,Icon_HeroicAchievement_04
31720,31719,Hero,Item,20,821000031701,822000031701,Count_ItemLimitBreak,,WaitShowForgeResultUI,317,400,6690,,51000,,,,,Icon_HeroicAchievement_04
31801,,Hero,Item,1,821000031801,822000031801,Count_ItemAbilityUpgrade,,WaitShowForgeResultUI,318,1,40,,,490005,10,,Icon_Box_Rune_01,Icon_HeroicAchievement_04
31802,31801,Hero,Item,2,821000031801,822000031801,Count_ItemAbilityUpgrade,,WaitShowForgeResultUI,318,5,80,,1500,,,,,Icon_HeroicAchievement_04
31803,31802,Hero,Item,3,821000031801,822000031801,Count_ItemAbilityUpgrade,,WaitShowForgeResultUI,318,10,130,,2000,,,,,Icon_HeroicAchievement_04
31804,31803,Hero,Item,4,821000031801,822000031801,Count_ItemAbilityUpgrade,,WaitShowForgeResultUI,318,30,330,,,490005,10,,Icon_Box_Rune_01,Icon_HeroicAchievement_04
31805,31804,Hero,Item,5,821000031801,822000031801,Count_ItemAbilityUpgrade,,WaitShowForgeResultUI,318,50,530,,5000,,,,,Icon_HeroicAchievement_04
31806,31805,Hero,Item,6,821000031801,822000031801,Count_ItemAbilityUpgrade,,WaitShowForgeResultUI,318,80,830,,7000,,,,,Icon_HeroicAchievement_04
31807,31806,Hero,Item,7,821000031801,822000031801,Count_ItemAbilityUpgrade,,WaitShowForgeResultUI,318,100,1030,,,490005,10,,Icon_Box_Rune_01,Icon_HeroicAchievement_04
31808,31807,Hero,Item,8,821000031801,822000031801,Count_ItemAbilityUpgrade,,WaitShowForgeResultUI,318,120,1230,,10000,,,,,Icon_HeroicAchievement_04
31809,31808,Hero,Item,9,821000031801,822000031801,Count_ItemAbilityUpgrade,,WaitShowForgeResultUI,318,140,1430,,,490005,10,,Icon_Box_Rune_01,Icon_HeroicAchievement_04
31810,31809,Hero,Item,10,821000031801,822000031801,Count_ItemAbilityUpgrade,,WaitShowForgeResultUI,318,160,1630,,,490005,30,,Icon_Box_Rune_01,Icon_HeroicAchievement_04
31811,31810,Hero,Item,11,821000031801,822000031801,Count_ItemAbilityUpgrade,,WaitShowForgeResultUI,318,180,1230,,,490005,30,,Icon_Box_Rune_01,Icon_HeroicAchievement_04
31812,31811,Hero,Item,12,821000031801,822000031801,Count_ItemAbilityUpgrade,,WaitShowForgeResultUI,318,200,2030,,16000,,,,,Icon_HeroicAchievement_04
31813,31812,Hero,Item,13,821000031801,822000031801,Count_ItemAbilityUpgrade,,WaitShowForgeResultUI,318,220,2230,,,490005,40,,Icon_Box_Rune_01,Icon_HeroicAchievement_04
31814,31813,Hero,Item,14,821000031801,822000031801,Count_ItemAbilityUpgrade,,WaitShowForgeResultUI,318,240,2430,,19000,,,,,Icon_HeroicAchievement_04
31815,31814,Hero,Item,15,821000031801,822000031801,Count_ItemAbilityUpgrade,,WaitShowForgeResultUI,318,260,2630,,20500,,,,,Icon_HeroicAchievement_04
31816,31815,Hero,Item,16,821000031801,822000031801,Count_ItemAbilityUpgrade,,WaitShowForgeResultUI,318,280,2830,,,490005,50,,Icon_Box_Rune_01,Icon_HeroicAchievement_04
31817,31816,Hero,Item,17,821000031801,822000031801,Count_ItemAbilityUpgrade,,WaitShowForgeResultUI,318,300,3030,,23500,,,,,Icon_HeroicAchievement_04
31818,31817,Hero,Item,18,821000031801,822000031801,Count_ItemAbilityUpgrade,,WaitShowForgeResultUI,318,330,3330,,,490005,70,,Icon_Box_Rune_01,Icon_HeroicAchievement_04
31819,31818,Hero,Item,19,821000031801,822000031801,Count_ItemAbilityUpgrade,,WaitShowForgeResultUI,318,360,3630,,28000,,,,,Icon_HeroicAchievement_04
31820,31819,Hero,Item,20,821000031801,822000031801,Count_ItemAbilityUpgrade,,WaitShowForgeResultUI,318,400,4030,,,490005,100,,Icon_Box_Rune_01,Icon_HeroicAchievement_04
31901,,Hero,Item,1,821000031901,822000031901,Count_SoulCrystalLevelUp,,Immediately,319,10,30,,1000,,,,,Icon_HeroicAchievement_04
31902,31901,Hero,Item,2,821000031901,822000031901,Count_SoulCrystalLevelUp,,Immediately,319,30,30,,1000,,,,,Icon_HeroicAchievement_04
31903,31902,Hero,Item,3,821000031901,822000031901,Count_SoulCrystalLevelUp,,Immediately,319,80,30,,1000,,,,,Icon_HeroicAchievement_04
31904,31903,Hero,Item,4,821000031901,822000031901,Count_SoulCrystalLevelUp,,Immediately,319,210,50,,1000,,,,,Icon_HeroicAchievement_04
31905,31904,Hero,Item,5,821000031901,822000031901,Count_SoulCrystalLevelUp,,Immediately,319,580,80,,1500,,,,,Icon_HeroicAchievement_04
31906,31905,Hero,Item,6,821000031901,822000031901,Count_SoulCrystalLevelUp,,Immediately,319,900,110,,1500,,,,,Icon_HeroicAchievement_04
31907,31906,Hero,Item,7,821000031901,822000031901,Count_SoulCrystalLevelUp,,Immediately,319,1200,140,,2000,,,,,Icon_HeroicAchievement_04
31908,31907,Hero,Item,8,821000031901,822000031901,Count_SoulCrystalLevelUp,,Immediately,319,1980,220,,2500,,,,,Icon_HeroicAchievement_04
31909,31908,Hero,Item,9,821000031901,822000031901,Count_SoulCrystalLevelUp,,Immediately,319,4050,430,,4000,,,,,Icon_HeroicAchievement_04
31910,31909,Hero,Item,10,821000031901,822000031901,Count_SoulCrystalLevelUp,,Immediately,319,6120,640,,5500,,,,,Icon_HeroicAchievement_04
31911,31910,Hero,Item,11,821000031901,822000031901,Count_SoulCrystalLevelUp,,Immediately,319,8550,880,,7500,,,,,Icon_HeroicAchievement_04
31912,31911,Hero,Item,12,821000031901,822000031901,Count_SoulCrystalLevelUp,,Immediately,319,10800,1110,,9000,,,,,Icon_HeroicAchievement_04
31913,31912,Hero,Item,13,821000031901,822000031901,Count_SoulCrystalLevelUp,,Immediately,319,16200,1650,,13000,,,,,Icon_HeroicAchievement_04
31914,31913,Hero,Item,14,821000031901,822000031901,Count_SoulCrystalLevelUp,,Immediately,319,21600,2190,,17000,,,,,Icon_HeroicAchievement_04
31915,31914,Hero,Item,15,821000031901,822000031901,Count_SoulCrystalLevelUp,,Immediately,319,27900,2820,,22000,,,,,Icon_HeroicAchievement_04
31916,31915,Hero,Item,16,821000031901,822000031901,Count_SoulCrystalLevelUp,,Immediately,319,34200,3450,,26500,,,,,Icon_HeroicAchievement_04
31917,31916,Hero,Item,17,821000031901,822000031901,Count_SoulCrystalLevelUp,,Immediately,319,40500,4080,,31500,,,,,Icon_HeroicAchievement_04
31918,31917,Hero,Item,18,821000031901,822000031901,Count_SoulCrystalLevelUp,,Immediately,319,46800,4710,,36000,,,,,Icon_HeroicAchievement_04
31919,31918,Hero,Item,19,821000031901,822000031901,Count_SoulCrystalLevelUp,,Immediately,319,54000,5430,,41500,,,,,Icon_HeroicAchievement_04
31920,31919,Hero,Item,20,821000031901,822000031901,Count_SoulCrystalLevelUp,,Immediately,319,61650,6190,,47000,,,,,Icon_HeroicAchievement_04
40101,,Hero,Assets,1,821000040101,822000040101,Count_AcquiredAdena,,Immediately,401,24000,30,,1000,,,,,Icon_HeroicAchievement_05
40102,40101,Hero,Assets,2,821000040101,822000040101,Count_AcquiredAdena,,Immediately,401,130000,30,,1000,,,,,Icon_HeroicAchievement_05
40103,40102,Hero,Assets,3,821000040101,822000040101,Count_AcquiredAdena,,Immediately,401,420000,40,,1000,,,,,Icon_HeroicAchievement_05
40104,40103,Hero,Assets,4,821000040101,822000040101,Count_AcquiredAdena,,Immediately,401,1100000,60,,,490013,1,,Icon_Box_Dia_04,Icon_HeroicAchievement_05
40105,40104,Hero,Assets,5,821000040101,822000040101,Count_AcquiredAdena,,Immediately,401,2800000,130,,2000,,,,,Icon_HeroicAchievement_05
40106,40105,Hero,Assets,6,821000040101,822000040101,Count_AcquiredAdena,,Immediately,401,6000000,270,,3000,,,,,Icon_HeroicAchievement_05
40107,40106,Hero,Assets,7,821000040101,822000040101,Count_AcquiredAdena,,Immediately,401,12000000,500,,4500,,,,,Icon_HeroicAchievement_05
40108,40107,Hero,Assets,8,821000040101,822000040101,Count_AcquiredAdena,,Immediately,401,23000000,880,,,490013,1,,Icon_Box_Dia_04,Icon_HeroicAchievement_05
40109,40108,Hero,Assets,9,821000040101,822000040101,Count_AcquiredAdena,,Immediately,401,41000000,1470,,12000,,,,,Icon_HeroicAchievement_05
40110,40109,Hero,Assets,10,821000040101,822000040101,Count_AcquiredAdena,,Immediately,401,70000000,2330,,18500,,,,,Icon_HeroicAchievement_05
40111,40110,Hero,Assets,11,821000040101,822000040101,Count_AcquiredAdena,,Immediately,401,77000000,2560,,20000,,,,,Icon_HeroicAchievement_05
40112,40111,Hero,Assets,12,821000040101,822000040101,Count_AcquiredAdena,,Immediately,401,85000000,2810,,,490013,1,,Icon_Box_Dia_04,Icon_HeroicAchievement_05
40113,40112,Hero,Assets,13,821000040101,822000040101,Count_AcquiredAdena,,Immediately,401,94000000,3090,,24000,,,,,Icon_HeroicAchievement_05
40114,40113,Hero,Assets,14,821000040101,822000040101,Count_AcquiredAdena,,Immediately,401,100000000,3390,,26500,,,,,Icon_HeroicAchievement_05
40115,40114,Hero,Assets,15,821000040101,822000040101,Count_AcquiredAdena,,Immediately,401,110000000,3730,,29000,,,,,Icon_HeroicAchievement_05
40116,40115,Hero,Assets,16,821000040101,822000040101,Count_AcquiredAdena,,Immediately,401,120000000,4100,,31500,,,,,Icon_HeroicAchievement_05
40117,40116,Hero,Assets,17,821000040101,822000040101,Count_AcquiredAdena,,Immediately,401,140000000,4510,,,490013,1,,Icon_Box_Dia_04,Icon_HeroicAchievement_05
40118,40117,Hero,Assets,18,821000040101,822000040101,Count_AcquiredAdena,,Immediately,401,150000000,4960,,38000,,,,,Icon_HeroicAchievement_05
40119,40118,Hero,Assets,19,821000040101,822000040101,Count_AcquiredAdena,,Immediately,401,170000000,5450,,41500,,,,,Icon_HeroicAchievement_05
40120,40119,Hero,Assets,20,821000040101,822000040101,Count_AcquiredAdena,,Immediately,401,180000000,5990,,46000,,,,,Icon_HeroicAchievement_05
40201,,Hero,Assets,1,821000040201,822000040201,Count_AcquiredItem,WeaponUpgradeMaterial,Immediately,402,10,50,,1000,,,,,Icon_HeroicAchievement_05
40202,40201,Hero,Assets,2,821000040201,822000040201,Count_AcquiredItem,WeaponUpgradeMaterial,Immediately,402,20,130,,2000,,,,,Icon_HeroicAchievement_05
40203,40202,Hero,Assets,3,821000040201,822000040201,Count_AcquiredItem,WeaponUpgradeMaterial,Immediately,402,40,250,,,900012,1,,Icon_GachaItem_Soulcrystal,Icon_HeroicAchievement_05
40204,40203,Hero,Assets,4,821000040201,822000040201,Count_AcquiredItem,WeaponUpgradeMaterial,Immediately,402,110,430,,4000,,,,,Icon_HeroicAchievement_05
40205,40204,Hero,Assets,5,821000040201,822000040201,Count_AcquiredItem,WeaponUpgradeMaterial,Immediately,402,330,650,,,910205,1,,Icon_GachaItem_Soulcrystal,Icon_HeroicAchievement_05
40206,40205,Hero,Assets,6,821000040201,822000040201,Count_AcquiredItem,WeaponUpgradeMaterial,Immediately,402,790,930,,8000,,,,,Icon_HeroicAchievement_05
40207,40206,Hero,Assets,7,821000040201,822000040201,Count_AcquiredItem,WeaponUpgradeMaterial,Immediately,402,1260,1250,,,910205,1,,Icon_GachaItem_Soulcrystal,Icon_HeroicAchievement_05
40208,40207,Hero,Assets,8,821000040201,822000040201,Count_AcquiredItem,WeaponUpgradeMaterial,Immediately,402,1730,1610,,13000,,,,,Icon_HeroicAchievement_05
40209,40208,Hero,Assets,9,821000040201,822000040201,Count_AcquiredItem,WeaponUpgradeMaterial,Immediately,402,2190,2050,,16000,,,,,Icon_HeroicAchievement_05
40210,40209,Hero,Assets,10,821000040201,822000040201,Count_AcquiredItem,WeaponUpgradeMaterial,Immediately,402,2660,2280,,18000,,,,,Icon_HeroicAchievement_05
40211,40210,Hero,Assets,11,821000040201,822000040201,Count_AcquiredItem,WeaponUpgradeMaterial,Immediately,402,3120,2530,,,910205,1,,Icon_GachaItem_Soulcrystal,Icon_HeroicAchievement_05
40212,40211,Hero,Assets,12,821000040201,822000040201,Count_AcquiredItem,WeaponUpgradeMaterial,Immediately,402,3590,2780,,21500,,,,,Icon_HeroicAchievement_05
40213,40212,Hero,Assets,13,821000040201,822000040201,Count_AcquiredItem,WeaponUpgradeMaterial,Immediately,402,4060,3040,,23500,,,,,Icon_HeroicAchievement_05
40214,40213,Hero,Assets,14,821000040201,822000040201,Count_AcquiredItem,WeaponUpgradeMaterial,Immediately,402,4520,3400,,,910205,1,,Icon_GachaItem_Soulcrystal,Icon_HeroicAchievement_05
40215,40214,Hero,Assets,15,821000040201,822000040201,Count_AcquiredItem,WeaponUpgradeMaterial,Immediately,402,4990,3780,,29000,,,,,Icon_HeroicAchievement_05
40216,40215,Hero,Assets,16,821000040201,822000040201,Count_AcquiredItem,WeaponUpgradeMaterial,Immediately,402,5450,4400,,34000,,,,,Icon_HeroicAchievement_05
40217,40216,Hero,Assets,17,821000040201,822000040201,Count_AcquiredItem,WeaponUpgradeMaterial,Immediately,402,5920,4530,,35000,,,,,Icon_HeroicAchievement_05
40218,40217,Hero,Assets,18,821000040201,822000040201,Count_AcquiredItem,WeaponUpgradeMaterial,Immediately,402,6390,5030,,,910205,1,,Icon_GachaItem_Soulcrystal,Icon_HeroicAchievement_05
40219,40218,Hero,Assets,19,821000040201,822000040201,Count_AcquiredItem,WeaponUpgradeMaterial,Immediately,402,6850,5530,,42500,,,,,Icon_HeroicAchievement_05
40220,40219,Hero,Assets,20,821000040201,822000040201,Count_AcquiredItem,WeaponUpgradeMaterial,Immediately,402,7300,6280,,48000,,,,,Icon_HeroicAchievement_05
40301,,Hero,Assets,1,821000040301,822000040301,Count_AcquiredItem,ArmorUpgradeMaterial,Immediately,403,10,50,,,910204,1,,Icon_GachaItem_Soulcrystal,Icon_HeroicAchievement_05
40302,40301,Hero,Assets,2,821000040301,822000040301,Count_AcquiredItem,ArmorUpgradeMaterial,Immediately,403,20,110,,1500,,,,,Icon_HeroicAchievement_05
40303,40302,Hero,Assets,3,821000040301,822000040301,Count_AcquiredItem,ArmorUpgradeMaterial,Immediately,403,40,220,,2500,,,,,Icon_HeroicAchievement_05
40304,40303,Hero,Assets,4,821000040301,822000040301,Count_AcquiredItem,ArmorUpgradeMaterial,Immediately,403,110,380,,3500,,,,,Icon_HeroicAchievement_05
40305,40304,Hero,Assets,5,821000040301,822000040301,Count_AcquiredItem,ArmorUpgradeMaterial,Immediately,403,330,580,,,910205,1,,Icon_GachaItem_Soulcrystal,Icon_HeroicAchievement_05
40306,40305,Hero,Assets,6,821000040301,822000040301,Count_AcquiredItem,ArmorUpgradeMaterial,Immediately,403,790,820,,,910205,1,,Icon_GachaItem_Soulcrystal,Icon_HeroicAchievement_05
40307,40306,Hero,Assets,7,821000040301,822000040301,Count_AcquiredItem,ArmorUpgradeMaterial,Immediately,403,1260,1100,,9000,,,,,Icon_HeroicAchievement_05
40308,40307,Hero,Assets,8,821000040301,822000040301,Count_AcquiredItem,ArmorUpgradeMaterial,Immediately,403,1730,1430,,11500,,,,,Icon_HeroicAchievement_05
40309,40308,Hero,Assets,9,821000040301,822000040301,Count_AcquiredItem,ArmorUpgradeMaterial,Immediately,403,2190,1810,,,910205,1,,Icon_GachaItem_Soulcrystal,Icon_HeroicAchievement_05
40310,40309,Hero,Assets,10,821000040301,822000040301,Count_AcquiredItem,ArmorUpgradeMaterial,Immediately,403,2660,2010,,,910205,1,,Icon_GachaItem_Soulcrystal,Icon_HeroicAchievement_05
40311,40310,Hero,Assets,11,821000040301,822000040301,Count_AcquiredItem,ArmorUpgradeMaterial,Immediately,403,3120,2230,,17500,,,,,Icon_HeroicAchievement_05
40312,40311,Hero,Assets,12,821000040301,822000040301,Count_AcquiredItem,ArmorUpgradeMaterial,Immediately,403,3590,2450,,19000,,,,,Icon_HeroicAchievement_05
40313,40312,Hero,Assets,13,821000040301,822000040301,Count_AcquiredItem,ArmorUpgradeMaterial,Immediately,403,4060,2670,,21000,,,,,Icon_HeroicAchievement_05
40314,40313,Hero,Assets,14,821000040301,822000040301,Count_AcquiredItem,ArmorUpgradeMaterial,Immediately,403,4520,3000,,,910205,1,,Icon_GachaItem_Soulcrystal,Icon_HeroicAchievement_05
40315,40314,Hero,Assets,15,821000040301,822000040301,Count_AcquiredItem,ArmorUpgradeMaterial,Immediately,403,4990,3340,,,910205,1,,Icon_GachaItem_Soulcrystal,Icon_HeroicAchievement_05
40316,40315,Hero,Assets,16,821000040301,822000040301,Count_AcquiredItem,ArmorUpgradeMaterial,Immediately,403,5450,3880,,30000,,,,,Icon_HeroicAchievement_05
40317,40316,Hero,Assets,17,821000040301,822000040301,Count_AcquiredItem,ArmorUpgradeMaterial,Immediately,403,5920,3990,,30500,,,,,Icon_HeroicAchievement_05
40318,40317,Hero,Assets,18,821000040301,822000040301,Count_AcquiredItem,ArmorUpgradeMaterial,Immediately,403,6390,4450,,,910205,1,,Icon_GachaItem_Soulcrystal,Icon_HeroicAchievement_05
40319,40318,Hero,Assets,19,821000040301,822000040301,Count_AcquiredItem,ArmorUpgradeMaterial,Immediately,403,6850,4870,,,910205,1,,Icon_GachaItem_Soulcrystal,Icon_HeroicAchievement_05
40320,40319,Hero,Assets,20,821000040301,822000040301,Count_AcquiredItem,ArmorUpgradeMaterial,Immediately,403,7300,5530,,,910204,1,,Icon_GachaItem_Soulcrystal,Icon_HeroicAchievement_05
40401,,Hero,Assets,1,821000040401,822000040401,Count_AcquiredItem,AccessoryUpgradeMaterial,Immediately,404,10,50,,1000,,,,,Icon_HeroicAchievement_05
40402,40401,Hero,Assets,2,821000040401,822000040401,Count_AcquiredItem,AccessoryUpgradeMaterial,Immediately,404,20,130,,2000,,,,,Icon_HeroicAchievement_05
40403,40402,Hero,Assets,3,821000040401,822000040401,Count_AcquiredItem,AccessoryUpgradeMaterial,Immediately,404,40,260,,,910205,1,,Icon_GachaItem_Soulcrystal,Icon_HeroicAchievement_05
40404,40403,Hero,Assets,4,821000040401,822000040401,Count_AcquiredItem,AccessoryUpgradeMaterial,Immediately,404,110,440,,,910205,1,,Icon_GachaItem_Soulcrystal,Icon_HeroicAchievement_05
40405,40404,Hero,Assets,5,821000040401,822000040401,Count_AcquiredItem,AccessoryUpgradeMaterial,Immediately,404,330,680,,6000,,,,,Icon_HeroicAchievement_05
40406,40405,Hero,Assets,6,821000040401,822000040401,Count_AcquiredItem,AccessoryUpgradeMaterial,Immediately,404,790,960,,8000,,,,,Icon_HeroicAchievement_05
40407,40406,Hero,Assets,7,821000040401,822000040401,Count_AcquiredItem,AccessoryUpgradeMaterial,Immediately,404,1260,1300,,,910205,1,,Icon_GachaItem_Soulcrystal,Icon_HeroicAchievement_05
40408,40407,Hero,Assets,8,821000040401,822000040401,Count_AcquiredItem,AccessoryUpgradeMaterial,Immediately,404,1730,1690,,,910205,1,,Icon_GachaItem_Soulcrystal,Icon_HeroicAchievement_05
40409,40408,Hero,Assets,9,821000040401,822000040401,Count_AcquiredItem,AccessoryUpgradeMaterial,Immediately,404,2190,2130,,17000,,,,,Icon_HeroicAchievement_05
40410,40409,Hero,Assets,10,821000040401,822000040401,Count_AcquiredItem,AccessoryUpgradeMaterial,Immediately,404,2660,2370,,18500,,,,,Icon_HeroicAchievement_05
40411,40410,Hero,Assets,11,821000040401,822000040401,Count_AcquiredItem,AccessoryUpgradeMaterial,Immediately,404,3120,2630,,20500,,,,,Icon_HeroicAchievement_05
40412,40411,Hero,Assets,12,821000040401,822000040401,Count_AcquiredItem,AccessoryUpgradeMaterial,Immediately,404,3590,2890,,,910205,1,,Icon_GachaItem_Soulcrystal,Icon_HeroicAchievement_05
40413,40412,Hero,Assets,13,821000040401,822000040401,Count_AcquiredItem,AccessoryUpgradeMaterial,Immediately,404,4060,3150,,,910205,1,,Icon_GachaItem_Soulcrystal,Icon_HeroicAchievement_05
40414,40413,Hero,Assets,14,821000040401,822000040401,Count_AcquiredItem,AccessoryUpgradeMaterial,Immediately,404,4520,3540,,27500,,,,,Icon_HeroicAchievement_05
40415,40414,Hero,Assets,15,821000040401,822000040401,Count_AcquiredItem,AccessoryUpgradeMaterial,Immediately,404,4990,3930,,30500,,,,,Icon_HeroicAchievement_05
40416,40415,Hero,Assets,16,821000040401,822000040401,Count_AcquiredItem,AccessoryUpgradeMaterial,Immediately,404,5450,4580,,,910205,1,,Icon_GachaItem_Soulcrystal,Icon_HeroicAchievement_05
40417,40416,Hero,Assets,17,821000040401,822000040401,Count_AcquiredItem,AccessoryUpgradeMaterial,Immediately,404,5920,4710,,,910205,1,,Icon_GachaItem_Soulcrystal,Icon_HeroicAchievement_05
40418,40417,Hero,Assets,18,821000040401,822000040401,Count_AcquiredItem,AccessoryUpgradeMaterial,Immediately,404,6390,5230,,40000,,,,,Icon_HeroicAchievement_05
40419,40418,Hero,Assets,19,821000040401,822000040401,Count_AcquiredItem,AccessoryUpgradeMaterial,Immediately,404,6850,5750,,44000,,,,,Icon_HeroicAchievement_05
40420,40419,Hero,Assets,20,821000040401,822000040401,Count_AcquiredItem,AccessoryUpgradeMaterial,Immediately,404,7300,6530,,,910205,1,,Icon_GachaItem_Soulcrystal,Icon_HeroicAchievement_05
40501,,Hero,Assets,1,821000040501,822000040501,Count_AcquiredItem,WeaponEnchantMaterial,Immediately,405,10,50,,,480001,1,,Icon_WeaponLevelMaterial_01,Icon_HeroicAchievement_05
40502,40501,Hero,Assets,2,821000040501,822000040501,Count_AcquiredItem,WeaponEnchantMaterial,Immediately,405,20,90,,,480001,1,,Icon_WeaponLevelMaterial_01,Icon_HeroicAchievement_05
40503,40502,Hero,Assets,3,821000040501,822000040501,Count_AcquiredItem,WeaponEnchantMaterial,Immediately,405,40,200,,2500,,,,,Icon_HeroicAchievement_05
40504,40503,Hero,Assets,4,821000040501,822000040501,Count_AcquiredItem,WeaponEnchantMaterial,Immediately,405,110,270,,,480004,1,,Icon_WeaponLevelMaterial_01,Icon_HeroicAchievement_05
40505,40504,Hero,Assets,5,821000040501,822000040501,Count_AcquiredItem,WeaponEnchantMaterial,Immediately,405,330,400,,,480004,1,,Icon_WeaponLevelMaterial_01,Icon_HeroicAchievement_05
40506,40505,Hero,Assets,6,821000040501,822000040501,Count_AcquiredItem,WeaponEnchantMaterial,Immediately,405,790,540,,5000,,,,,Icon_HeroicAchievement_05
40507,40506,Hero,Assets,7,821000040501,822000040501,Count_AcquiredItem,WeaponEnchantMaterial,Immediately,405,1260,750,,,480007,1,,Icon_WeaponLevelMaterial_01,Icon_HeroicAchievement_05
40508,40507,Hero,Assets,8,821000040501,822000040501,Count_AcquiredItem,WeaponEnchantMaterial,Immediately,405,1730,1010,,,480007,1,,Icon_WeaponLevelMaterial_01,Icon_HeroicAchievement_05
40509,40508,Hero,Assets,9,821000040501,822000040501,Count_AcquiredItem,WeaponEnchantMaterial,Immediately,405,2190,1310,,10500,,,,,Icon_HeroicAchievement_05
40510,40509,Hero,Assets,10,821000040501,822000040501,Count_AcquiredItem,WeaponEnchantMaterial,Immediately,405,2660,1650,,,480010,1,,Icon_WeaponLevelMaterial_01,Icon_HeroicAchievement_05
40511,40510,Hero,Assets,11,821000040501,822000040501,Count_AcquiredItem,WeaponEnchantMaterial,Immediately,405,3120,2020,,,480010,1,,Icon_WeaponLevelMaterial_01,Icon_HeroicAchievement_05
40512,40511,Hero,Assets,12,821000040501,822000040501,Count_AcquiredItem,WeaponEnchantMaterial,Immediately,405,3590,2590,,20000,,,,,Icon_HeroicAchievement_05
40513,40512,Hero,Assets,13,821000040501,822000040501,Count_AcquiredItem,WeaponEnchantMaterial,Immediately,405,4060,3140,,,480013,1,,Icon_WeaponLevelMaterial_01,Icon_HeroicAchievement_05
40514,40513,Hero,Assets,14,821000040501,822000040501,Count_AcquiredItem,WeaponEnchantMaterial,Immediately,405,4520,3820,,,480013,1,,Icon_WeaponLevelMaterial_01,Icon_HeroicAchievement_05
40515,40514,Hero,Assets,15,821000040501,822000040501,Count_AcquiredItem,WeaponEnchantMaterial,Immediately,405,4990,4140,,32000,,,,,Icon_HeroicAchievement_05
40516,40515,Hero,Assets,16,821000040501,822000040501,Count_AcquiredItem,WeaponEnchantMaterial,Immediately,405,5450,4730,,36500,,,,,Icon_HeroicAchievement_05
40517,40516,Hero,Assets,17,821000040501,822000040501,Count_AcquiredItem,WeaponEnchantMaterial,Immediately,405,5920,5580,,,480016,1,,Icon_WeaponLevelMaterial_01,Icon_HeroicAchievement_05
40518,40517,Hero,Assets,18,821000040501,822000040501,Count_AcquiredItem,WeaponEnchantMaterial,Immediately,405,6390,6050,,,480016,1,,Icon_WeaponLevelMaterial_01,Icon_HeroicAchievement_05
40519,40518,Hero,Assets,19,821000040501,822000040501,Count_AcquiredItem,WeaponEnchantMaterial,Immediately,405,6850,6740,,51500,,,,,Icon_HeroicAchievement_05
40520,40519,Hero,Assets,20,821000040501,822000040501,Count_AcquiredItem,WeaponEnchantMaterial,Immediately,405,7300,7160,,54500,,,,,Icon_HeroicAchievement_05
40601,,Hero,Assets,1,821000040601,822000040601,Count_AcquiredItem,ArmorEnchantMaterial,Immediately,406,10,40,,1000,,,,,Icon_HeroicAchievement_05
40602,40601,Hero,Assets,2,821000040601,822000040601,Count_AcquiredItem,ArmorEnchantMaterial,Immediately,406,20,80,,,480002,1,,Icon_ArmorLevelMaterial_01,Icon_HeroicAchievement_05
40603,40602,Hero,Assets,3,821000040601,822000040601,Count_AcquiredItem,ArmorEnchantMaterial,Immediately,406,40,180,,,480002,1,,Icon_ArmorLevelMaterial_01,Icon_HeroicAchievement_05
40604,40603,Hero,Assets,4,821000040601,822000040601,Count_AcquiredItem,ArmorEnchantMaterial,Immediately,406,110,240,,2500,,,,,Icon_HeroicAchievement_05
40605,40604,Hero,Assets,5,821000040601,822000040601,Count_AcquiredItem,ArmorEnchantMaterial,Immediately,406,330,360,,,480005,1,,Icon_ArmorLevelMaterial_01,Icon_HeroicAchievement_05
40606,40605,Hero,Assets,6,821000040601,822000040601,Count_AcquiredItem,ArmorEnchantMaterial,Immediately,406,790,490,,,480005,1,,Icon_ArmorLevelMaterial_01,Icon_HeroicAchievement_05
40607,40606,Hero,Assets,7,821000040601,822000040601,Count_AcquiredItem,ArmorEnchantMaterial,Immediately,406,1260,670,,6000,,,,,Icon_HeroicAchievement_05
40608,40607,Hero,Assets,8,821000040601,822000040601,Count_AcquiredItem,ArmorEnchantMaterial,Immediately,406,1730,910,,,480008,1,,Icon_ArmorLevelMaterial_01,Icon_HeroicAchievement_05
40609,40608,Hero,Assets,9,821000040601,822000040601,Count_AcquiredItem,ArmorEnchantMaterial,Immediately,406,2190,1180,,,480008,1,,Icon_ArmorLevelMaterial_01,Icon_HeroicAchievement_05
40610,40609,Hero,Assets,10,821000040601,822000040601,Count_AcquiredItem,ArmorEnchantMaterial,Immediately,406,2660,1480,,12000,,,,,Icon_HeroicAchievement_05
