ItemType,ItemGrade,EquipmentType,Level,TotalExpForNextLevel,ProvidingExp,RequiredAdena,EffectIncreaseRate
Equipment,SR,Boots,21,82950,73230,549200,4000
Equipment,SR,Boots,22,86900,76281,572100,4200
Equipment,SR,Boots,23,90850,79333,595000,4400
Equipment,SR,Boots,24,94800,82384,617900,4600
Equipment,SR,Boots,25,98750,85435,640800,4800
Equipment,SR,Boots,26,102700,88486,663600,5000
Equipment,SR,Boots,27,106650,91538,686500,5200
Equipment,SR,Boots,28,110600,94589,709400,5400
Equipment,SR,Boots,29,114550,97640,732300,5600
Equipment,SR,Boots,30,118500,100691,755200,5800
Equipment,SR,Boots,31,122450,103743,778100,6300
Equipment,SR,Boots,32,126400,106794,801000,6800
Equipment,SR,Boots,33,130350,109845,823800,7300
Equipment,SR,Boots,34,134300,112896,846700,7800
Equipment,SR,Boots,35,138250,115948,869600,8300
Equipment,SR,Boots,36,142200,118999,892500,8800
Equipment,SR,Boots,37,146150,122050,915400,9300
Equipment,SR,Boots,38,150100,125101,938300,9800
Equipment,SR,Boots,39,154050,128153,961100,10300
Equipment,SR,Boots,40,158000,131204,984000,10800
Equipment,UR,Boots,1,6720,21436,150100,0
Equipment,UR,Boots,2,13440,26795,187600,100
Equipment,UR,Boots,3,20160,32154,225100,200
Equipment,UR,Boots,4,26880,37513,262600,300
Equipment,UR,Boots,5,33600,42872,300100,400
Equipment,UR,Boots,6,40320,48231,337600,500
Equipment,UR,Boots,7,47040,53590,375100,600
Equipment,UR,Boots,8,53760,58949,412600,700
Equipment,UR,Boots,9,60480,64308,450200,800
Equipment,UR,Boots,10,67200,69667,487700,900
Equipment,UR,Boots,11,73920,75026,525200,1000
Equipment,UR,Boots,12,80640,80385,562700,1100
Equipment,UR,Boots,13,87360,85744,600200,1200
Equipment,UR,Boots,14,94080,91103,637700,1300
Equipment,UR,Boots,15,100800,96462,675200,1400
Equipment,UR,Boots,16,107520,101821,712700,1500
Equipment,UR,Boots,17,114240,107180,750300,1600
Equipment,UR,Boots,18,120960,112539,787800,1700
Equipment,UR,Boots,19,127680,117898,825300,1800
Equipment,UR,Boots,20,134400,123257,862800,1900
Equipment,UR,Boots,21,141120,128616,900300,2000
Equipment,UR,Boots,22,147840,133975,937800,2100
Equipment,UR,Boots,23,154560,139334,975300,2200
Equipment,UR,Boots,24,161280,144693,1012900,2300
Equipment,UR,Boots,25,168000,150052,1050400,2400
Equipment,UR,Boots,26,174720,155411,1087900,2500
Equipment,UR,Boots,27,181440,160770,1125400,2600
Equipment,UR,Boots,28,188160,166129,1162900,2700
Equipment,UR,Boots,29,194880,171488,1200400,2800
Equipment,UR,Boots,30,201600,176847,1237900,2900
Equipment,UR,Boots,31,208320,182206,1275400,3150
Equipment,UR,Boots,32,215040,187565,1313000,3400
Equipment,UR,Boots,33,221760,192924,1350500,3650
Equipment,UR,Boots,34,228480,198283,1388000,3900
Equipment,UR,Boots,35,235200,203642,1425500,4150
Equipment,UR,Boots,36,241920,209001,1463000,4400
Equipment,UR,Boots,37,248640,214360,1500500,4650
Equipment,UR,Boots,38,255360,219719,1538000,4900
Equipment,UR,Boots,39,262080,225078,1575500,5150
Equipment,UR,Boots,40,268800,230437,1613100,5400
Equipment,C,Cape,1,40,70,700,0
Equipment,C,Cape,2,80,88,900,500
Equipment,C,Cape,3,120,105,1100,1000
Equipment,C,Cape,4,160,123,1200,1500
Equipment,C,Cape,5,200,140,1400,2000
Equipment,C,Cape,6,240,158,1600,2500
Equipment,C,Cape,7,280,175,1800,3000
Equipment,C,Cape,8,320,193,1900,3500
Equipment,C,Cape,9,360,210,2100,4000
Equipment,C,Cape,10,400,228,2300,4500
Equipment,C,Cape,11,440,245,2500,5000
Equipment,C,Cape,12,480,263,2600,5500
Equipment,C,Cape,13,520,280,2800,6000
Equipment,C,Cape,14,560,298,3000,6500
Equipment,C,Cape,15,600,315,3200,7000
Equipment,C,Cape,16,640,333,3300,7500
Equipment,C,Cape,17,680,350,3500,8000
Equipment,C,Cape,18,720,368,3700,8500
Equipment,C,Cape,19,760,385,3900,9000
Equipment,C,Cape,20,800,403,4000,9500
Equipment,C,Cape,21,840,420,4200,10000
Equipment,C,Cape,22,880,438,4400,10500
Equipment,C,Cape,23,920,455,4600,11000
Equipment,C,Cape,24,960,473,4700,11500
Equipment,C,Cape,25,1000,490,4900,12000
Equipment,C,Cape,26,1040,508,5100,12500
Equipment,C,Cape,27,1080,525,5300,13000
Equipment,C,Cape,28,1120,543,5400,13500
Equipment,C,Cape,29,1160,560,5600,14000
Equipment,C,Cape,30,1200,578,5800,14500
Equipment,B,Cape,1,100,212,2000,0
Equipment,B,Cape,2,200,265,2500,400
Equipment,B,Cape,3,300,318,3000,800
Equipment,B,Cape,4,400,371,3500,1200
Equipment,B,Cape,5,500,424,4000,1600
Equipment,B,Cape,6,600,477,4500,2000
Equipment,B,Cape,7,700,530,5000,2400
Equipment,B,Cape,8,800,583,5500,2800
Equipment,B,Cape,9,900,636,6000,3200
Equipment,B,Cape,10,1000,689,6500,3600
Equipment,B,Cape,11,1100,742,7000,4000
Equipment,B,Cape,12,1200,795,7600,4400
Equipment,B,Cape,13,1300,848,8100,4800
Equipment,B,Cape,14,1400,901,8600,5200
Equipment,B,Cape,15,1500,954,9100,5600
Equipment,B,Cape,16,1600,1007,9600,6000
Equipment,B,Cape,17,1700,1060,10100,6400
Equipment,B,Cape,18,1800,1113,10600,6800
Equipment,B,Cape,19,1900,1166,11100,7200
Equipment,B,Cape,20,2000,1219,11600,7600
Equipment,B,Cape,21,2100,1272,12100,8000
Equipment,B,Cape,22,2200,1325,12600,8400
Equipment,B,Cape,23,2300,1378,13100,8800
Equipment,B,Cape,24,2400,1431,13600,9200
Equipment,B,Cape,25,2500,1484,14100,9600
Equipment,B,Cape,26,2600,1537,14600,10000
Equipment,B,Cape,27,2700,1590,15100,10400
Equipment,B,Cape,28,2800,1643,15600,10800
Equipment,B,Cape,29,2900,1696,16100,11200
Equipment,B,Cape,30,3000,1749,16600,11600
Equipment,A,Cape,1,250,655,5900,0
Equipment,A,Cape,2,500,819,7400,350
Equipment,A,Cape,3,750,983,8800,700
Equipment,A,Cape,4,1000,1146,10300,1050
Equipment,A,Cape,5,1250,1310,11800,1400
Equipment,A,Cape,6,1500,1474,13300,1750
Equipment,A,Cape,7,1750,1638,14700,2100
Equipment,A,Cape,8,2000,1801,16200,2450
Equipment,A,Cape,9,2250,1965,17700,2800
Equipment,A,Cape,10,2500,2129,19200,3150
Equipment,A,Cape,11,2750,2293,20600,3500
Equipment,A,Cape,12,3000,2456,22100,3850
Equipment,A,Cape,13,3250,2620,23600,4200
Equipment,A,Cape,14,3500,2784,25100,4550
Equipment,A,Cape,15,3750,2948,26500,4900
Equipment,A,Cape,16,4000,3111,28000,5250
Equipment,A,Cape,17,4250,3275,29500,5600
Equipment,A,Cape,18,4500,3439,31000,5950
Equipment,A,Cape,19,4750,3603,32400,6300
Equipment,A,Cape,20,5000,3766,33900,6650
Equipment,A,Cape,21,5250,3930,35400,7000
Equipment,A,Cape,22,5500,4094,36800,7350
Equipment,A,Cape,23,5750,4258,38300,7700
Equipment,A,Cape,24,6000,4421,39800,8050
Equipment,A,Cape,25,6250,4585,41300,8400
Equipment,A,Cape,26,6500,4749,42700,8750
Equipment,A,Cape,27,6750,4913,44200,9100
Equipment,A,Cape,28,7000,5076,45700,9450
Equipment,A,Cape,29,7250,5240,47200,9800
Equipment,A,Cape,30,7500,5404,48600,10150
Equipment,S,Cape,1,630,1820,15500,0
Equipment,S,Cape,2,1260,2275,19300,300
Equipment,S,Cape,3,1890,2730,23200,600
Equipment,S,Cape,4,2520,3185,27100,900
Equipment,S,Cape,5,3150,3640,30900,1200
Equipment,S,Cape,6,3780,4095,34800,1500
Equipment,S,Cape,7,4410,4550,38700,1800
Equipment,S,Cape,8,5040,5005,42500,2100
Equipment,S,Cape,9,5670,5460,46400,2400
Equipment,S,Cape,10,6300,5915,50300,2700
Equipment,S,Cape,11,6930,6370,54100,3000
Equipment,S,Cape,12,7560,6825,58000,3300
Equipment,S,Cape,13,8190,7280,61900,3600
Equipment,S,Cape,14,8820,7735,65700,3900
Equipment,S,Cape,15,9450,8190,69600,4200
Equipment,S,Cape,16,10080,8645,73500,4500
Equipment,S,Cape,17,10710,9100,77400,4800
Equipment,S,Cape,18,11340,9555,81200,5100
Equipment,S,Cape,19,11970,10010,85100,5400
Equipment,S,Cape,20,12600,10465,89000,5700
Equipment,S,Cape,21,13230,10920,92800,6000
Equipment,S,Cape,22,13860,11375,96700,6300
Equipment,S,Cape,23,14490,11830,100600,6600
Equipment,S,Cape,24,15120,12285,104400,6900
Equipment,S,Cape,25,15750,12740,108300,7200
Equipment,S,Cape,26,16380,13195,112200,7500
Equipment,S,Cape,27,17010,13650,116000,7800
Equipment,S,Cape,28,17640,14105,119900,8100
Equipment,S,Cape,29,18270,14560,123800,8400
Equipment,S,Cape,30,18900,15015,127600,8700
Equipment,R,Cape,1,1580,4724,37800,0
Equipment,R,Cape,2,3160,5905,47200,250
Equipment,R,Cape,3,4740,7086,56700,500
Equipment,R,Cape,4,6320,8267,66100,750
Equipment,R,Cape,5,7900,9448,75600,1000
Equipment,R,Cape,6,9480,10629,85000,1250
Equipment,R,Cape,7,11060,11810,94500,1500
Equipment,R,Cape,8,12640,12991,103900,1750
Equipment,R,Cape,9,14220,14172,113400,2000
Equipment,R,Cape,10,15800,15353,122800,2250
Equipment,R,Cape,11,17380,16534,132300,2500
Equipment,R,Cape,12,18960,17715,141700,2750
Equipment,R,Cape,13,20540,18896,151200,3000
Equipment,R,Cape,14,22120,20077,160600,3250
Equipment,R,Cape,15,23700,21258,170100,3500
Equipment,R,Cape,16,25280,22439,179500,3750
Equipment,R,Cape,17,26860,23620,189000,4000
Equipment,R,Cape,18,28440,24801,198400,4250
Equipment,R,Cape,19,30020,25982,207900,4500
Equipment,R,Cape,20,31600,27163,217300,4750
Equipment,R,Cape,21,33180,28344,226800,5000
Equipment,R,Cape,22,34760,29525,236200,5250
Equipment,R,Cape,23,36340,30706,245600,5500
Equipment,R,Cape,24,37920,31887,255100,5750
Equipment,R,Cape,25,39500,33068,264500,6000
Equipment,R,Cape,26,41080,34249,274000,6250
Equipment,R,Cape,27,42660,35430,283400,6500
Equipment,R,Cape,28,44240,36611,292900,6750
Equipment,R,Cape,29,45820,37792,302300,7000
Equipment,R,Cape,30,47400,38973,311800,7250
Equipment,SR,Cape,1,3950,12205,91500,0
Equipment,SR,Cape,2,7900,15256,114400,200
Equipment,SR,Cape,3,11850,18308,137300,400
Equipment,SR,Cape,4,15800,21359,160200,600
Equipment,SR,Cape,5,19750,24410,183100,800
Equipment,SR,Cape,6,23700,27461,206000,1000
Equipment,SR,Cape,7,27650,30513,228800,1200
Equipment,SR,Cape,8,31600,33564,251700,1400
Equipment,SR,Cape,9,35550,36615,274600,1600
Equipment,SR,Cape,10,39500,39666,297500,1800
Equipment,SR,Cape,11,43450,42718,320400,2000
Equipment,SR,Cape,12,47400,45769,343300,2200
Equipment,SR,Cape,13,51350,48820,366200,2400
Equipment,SR,Cape,14,55300,51871,389000,2600
Equipment,SR,Cape,15,59250,54923,411900,2800
Equipment,SR,Cape,16,63200,57974,434800,3000
Equipment,SR,Cape,17,67150,61025,457700,3200
Equipment,SR,Cape,18,71100,64076,480600,3400
Equipment,SR,Cape,19,75050,67128,503500,3600
Equipment,SR,Cape,20,79000,70179,526300,3800
Equipment,SR,Cape,21,82950,73230,549200,4000
Equipment,SR,Cape,22,86900,76281,572100,4200
Equipment,SR,Cape,23,90850,79333,595000,4400
Equipment,SR,Cape,24,94800,82384,617900,4600
Equipment,SR,Cape,25,98750,85435,640800,4800
Equipment,SR,Cape,26,102700,88486,663600,5000
Equipment,SR,Cape,27,106650,91538,686500,5200
Equipment,SR,Cape,28,110600,94589,709400,5400
Equipment,SR,Cape,29,114550,97640,732300,5600
Equipment,SR,Cape,30,118500,100691,755200,5800
Equipment,SR,Cape,31,122450,103743,778100,6300
Equipment,SR,Cape,32,126400,106794,801000,6800
Equipment,SR,Cape,33,130350,109845,823800,7300
Equipment,SR,Cape,34,134300,112896,846700,7800
Equipment,SR,Cape,35,138250,115948,869600,8300
Equipment,SR,Cape,36,142200,118999,892500,8800
Equipment,SR,Cape,37,146150,122050,915400,9300
Equipment,SR,Cape,38,150100,125101,938300,9800
Equipment,SR,Cape,39,154050,128153,961100,10300
Equipment,SR,Cape,40,158000,131204,984000,10800
Equipment,UR,Cape,1,6720,21436,150100,0
Equipment,UR,Cape,2,13440,26795,187600,100
Equipment,UR,Cape,3,20160,32154,225100,200
Equipment,UR,Cape,4,26880,37513,262600,300
Equipment,UR,Cape,5,33600,42872,300100,400
Equipment,UR,Cape,6,40320,48231,337600,500
Equipment,UR,Cape,7,47040,53590,375100,600
Equipment,UR,Cape,8,53760,58949,412600,700
Equipment,UR,Cape,9,60480,64308,450200,800
Equipment,UR,Cape,10,67200,69667,487700,900
Equipment,UR,Cape,11,73920,75026,525200,1000
Equipment,UR,Cape,12,80640,80385,562700,1100
Equipment,UR,Cape,13,87360,85744,600200,1200
Equipment,UR,Cape,14,94080,91103,637700,1300
Equipment,UR,Cape,15,100800,96462,675200,1400
Equipment,UR,Cape,16,107520,101821,712700,1500
Equipment,UR,Cape,17,114240,107180,750300,1600
Equipment,UR,Cape,18,120960,112539,787800,1700
Equipment,UR,Cape,19,127680,117898,825300,1800
Equipment,UR,Cape,20,134400,123257,862800,1900
Equipment,UR,Cape,21,141120,128616,900300,2000
Equipment,UR,Cape,22,147840,133975,937800,2100
Equipment,UR,Cape,23,154560,139334,975300,2200
Equipment,UR,Cape,24,161280,144693,1012900,2300
Equipment,UR,Cape,25,168000,150052,1050400,2400
Equipment,UR,Cape,26,174720,155411,1087900,2500
Equipment,UR,Cape,27,181440,160770,1125400,2600
Equipment,UR,Cape,28,188160,166129,1162900,2700
Equipment,UR,Cape,29,194880,171488,1200400,2800
Equipment,UR,Cape,30,201600,176847,1237900,2900
Equipment,UR,Cape,31,208320,182206,1275400,3150
Equipment,UR,Cape,32,215040,187565,1313000,3400
Equipment,UR,Cape,33,221760,192924,1350500,3650
Equipment,UR,Cape,34,228480,198283,1388000,3900
Equipment,UR,Cape,35,235200,203642,1425500,4150
Equipment,UR,Cape,36,241920,209001,1463000,4400
Equipment,UR,Cape,37,248640,214360,1500500,4650
Equipment,UR,Cape,38,255360,219719,1538000,4900
Equipment,UR,Cape,39,262080,225078,1575500,5150
Equipment,UR,Cape,40,268800,230437,1613100,5400
Equipment,C,Earring1,1,40,70,700,0
Equipment,C,Earring1,2,80,88,900,500
Equipment,C,Earring1,3,120,105,1100,1000
Equipment,C,Earring1,4,160,123,1200,1500
Equipment,C,Earring1,5,200,140,1400,2000
Equipment,C,Earring1,6,240,158,1600,2500
Equipment,C,Earring1,7,280,175,1800,3000
Equipment,C,Earring1,8,320,193,1900,3500
Equipment,C,Earring1,9,360,210,2100,4000
Equipment,C,Earring1,10,400,228,2300,4500
Equipment,C,Earring1,11,440,245,2500,5000
Equipment,C,Earring1,12,480,263,2600,5500
Equipment,C,Earring1,13,520,280,2800,6000
Equipment,C,Earring1,14,560,298,3000,6500
Equipment,C,Earring1,15,600,315,3200,7000
Equipment,C,Earring1,16,640,333,3300,7500
Equipment,C,Earring1,17,680,350,3500,8000
Equipment,C,Earring1,18,720,368,3700,8500
Equipment,C,Earring1,19,760,385,3900,9000
Equipment,C,Earring1,20,800,403,4000,9500
Equipment,C,Earring1,21,840,420,4200,10000
Equipment,C,Earring1,22,880,438,4400,10500
Equipment,C,Earring1,23,920,455,4600,11000
Equipment,C,Earring1,24,960,473,4700,11500
Equipment,C,Earring1,25,1000,490,4900,12000
Equipment,C,Earring1,26,1040,508,5100,12500
Equipment,C,Earring1,27,1080,525,5300,13000
Equipment,C,Earring1,28,1120,543,5400,13500
Equipment,C,Earring1,29,1160,560,5600,14000
Equipment,C,Earring1,30,1200,578,5800,14500
Equipment,B,Earring1,1,100,212,2000,0
Equipment,B,Earring1,2,200,265,2500,400
Equipment,B,Earring1,3,300,318,3000,800
Equipment,B,Earring1,4,400,371,3500,1200
Equipment,B,Earring1,5,500,424,4000,1600
Equipment,B,Earring1,6,600,477,4500,2000
Equipment,B,Earring1,7,700,530,5000,2400
Equipment,B,Earring1,8,800,583,5500,2800
Equipment,B,Earring1,9,900,636,6000,3200
Equipment,B,Earring1,10,1000,689,6500,3600
Equipment,B,Earring1,11,1100,742,7000,4000
Equipment,B,Earring1,12,1200,795,7600,4400
Equipment,B,Earring1,13,1300,848,8100,4800
Equipment,B,Earring1,14,1400,901,8600,5200
Equipment,B,Earring1,15,1500,954,9100,5600
Equipment,B,Earring1,16,1600,1007,9600,6000
Equipment,B,Earring1,17,1700,1060,10100,6400
Equipment,B,Earring1,18,1800,1113,10600,6800
Equipment,B,Earring1,19,1900,1166,11100,7200
Equipment,B,Earring1,20,2000,1219,11600,7600
Equipment,B,Earring1,21,2100,1272,12100,8000
Equipment,B,Earring1,22,2200,1325,12600,8400
Equipment,B,Earring1,23,2300,1378,13100,8800
Equipment,B,Earring1,24,2400,1431,13600,9200
Equipment,B,Earring1,25,2500,1484,14100,9600
Equipment,B,Earring1,26,2600,1537,14600,10000
Equipment,B,Earring1,27,2700,1590,15100,10400
Equipment,B,Earring1,28,2800,1643,15600,10800
Equipment,B,Earring1,29,2900,1696,16100,11200
Equipment,B,Earring1,30,3000,1749,16600,11600
Equipment,A,Earring1,1,250,655,5900,0
Equipment,A,Earring1,2,500,819,7400,350
Equipment,A,Earring1,3,750,983,8800,700
Equipment,A,Earring1,4,1000,1146,10300,1050
Equipment,A,Earring1,5,1250,1310,11800,1400
Equipment,A,Earring1,6,1500,1474,13300,1750
Equipment,A,Earring1,7,1750,1638,14700,2100
Equipment,A,Earring1,8,2000,1801,16200,2450
Equipment,A,Earring1,9,2250,1965,17700,2800
Equipment,A,Earring1,10,2500,2129,19200,3150
Equipment,A,Earring1,11,2750,2293,20600,3500
Equipment,A,Earring1,12,3000,2456,22100,3850
Equipment,A,Earring1,13,3250,2620,23600,4200
Equipment,A,Earring1,14,3500,2784,25100,4550
Equipment,A,Earring1,15,3750,2948,26500,4900
Equipment,A,Earring1,16,4000,3111,28000,5250
Equipment,A,Earring1,17,4250,3275,29500,5600
Equipment,A,Earring1,18,4500,3439,31000,5950
Equipment,A,Earring1,19,4750,3603,32400,6300
Equipment,A,Earring1,20,5000,3766,33900,6650
Equipment,A,Earring1,21,5250,3930,35400,7000
Equipment,A,Earring1,22,5500,4094,36800,7350
Equipment,A,Earring1,23,5750,4258,38300,7700
Equipment,A,Earring1,24,6000,4421,39800,8050
Equipment,A,Earring1,25,6250,4585,41300,8400
Equipment,A,Earring1,26,6500,4749,42700,8750
Equipment,A,Earring1,27,6750,4913,44200,9100
Equipment,A,Earring1,28,7000,5076,45700,9450
Equipment,A,Earring1,29,7250,5240,47200,9800
Equipment,A,Earring1,30,7500,5404,48600,10150
Equipment,S,Earring1,1,630,1820,15500,0
Equipment,S,Earring1,2,1260,2275,19300,300
Equipment,S,Earring1,3,1890,2730,23200,600
Equipment,S,Earring1,4,2520,3185,27100,900
Equipment,S,Earring1,5,3150,3640,30900,1200
Equipment,S,Earring1,6,3780,4095,34800,1500
Equipment,S,Earring1,7,4410,4550,38700,1800
Equipment,S,Earring1,8,5040,5005,42500,2100
Equipment,S,Earring1,9,5670,5460,46400,2400
Equipment,S,Earring1,10,6300,5915,50300,2700
Equipment,S,Earring1,11,6930,6370,54100,3000
Equipment,S,Earring1,12,7560,6825,58000,3300
Equipment,S,Earring1,13,8190,7280,61900,3600
Equipment,S,Earring1,14,8820,7735,65700,3900
Equipment,S,Earring1,15,9450,8190,69600,4200
Equipment,S,Earring1,16,10080,8645,73500,4500
Equipment,S,Earring1,17,10710,9100,77400,4800
Equipment,S,Earring1,18,11340,9555,81200,5100
Equipment,S,Earring1,19,11970,10010,85100,5400
Equipment,S,Earring1,20,12600,10465,89000,5700
Equipment,S,Earring1,21,13230,10920,92800,6000
Equipment,S,Earring1,22,13860,11375,96700,6300
Equipment,S,Earring1,23,14490,11830,100600,6600
Equipment,S,Earring1,24,15120,12285,104400,6900
Equipment,S,Earring1,25,15750,12740,108300,7200
Equipment,S,Earring1,26,16380,13195,112200,7500
Equipment,S,Earring1,27,17010,13650,116000,7800
Equipment,S,Earring1,28,17640,14105,119900,8100
Equipment,S,Earring1,29,18270,14560,123800,8400
Equipment,S,Earring1,30,18900,15015,127600,8700
Equipment,R,Earring1,1,1580,4724,37800,0
Equipment,R,Earring1,2,3160,5905,47200,250
Equipment,R,Earring1,3,4740,7086,56700,500
Equipment,R,Earring1,4,6320,8267,66100,750
Equipment,R,Earring1,5,7900,9448,75600,1000
Equipment,R,Earring1,6,9480,10629,85000,1250
Equipment,R,Earring1,7,11060,11810,94500,1500
Equipment,R,Earring1,8,12640,12991,103900,1750
Equipment,R,Earring1,9,14220,14172,113400,2000
Equipment,R,Earring1,10,15800,15353,122800,2250
Equipment,R,Earring1,11,17380,16534,132300,2500
Equipment,R,Earring1,12,18960,17715,141700,2750
Equipment,R,Earring1,13,20540,18896,151200,3000
Equipment,R,Earring1,14,22120,20077,160600,3250
Equipment,R,Earring1,15,23700,21258,170100,3500
Equipment,R,Earring1,16,25280,22439,179500,3750
Equipment,R,Earring1,17,26860,23620,189000,4000
Equipment,R,Earring1,18,28440,24801,198400,4250
Equipment,R,Earring1,19,30020,25982,207900,4500
Equipment,R,Earring1,20,31600,27163,217300,4750
Equipment,R,Earring1,21,33180,28344,226800,5000
Equipment,R,Earring1,22,34760,29525,236200,5250
Equipment,R,Earring1,23,36340,30706,245600,5500
Equipment,R,Earring1,24,37920,31887,255100,5750
Equipment,R,Earring1,25,39500,33068,264500,6000
Equipment,R,Earring1,26,41080,34249,274000,6250
Equipment,R,Earring1,27,42660,35430,283400,6500
Equipment,R,Earring1,28,44240,36611,292900,6750
Equipment,R,Earring1,29,45820,37792,302300,7000
Equipment,R,Earring1,30,47400,38973,311800,7250
Equipment,SR,Earring1,1,3950,12205,91500,0
Equipment,SR,Earring1,2,7900,15256,114400,200
Equipment,SR,Earring1,3,11850,18308,137300,400
Equipment,SR,Earring1,4,15800,21359,160200,600
Equipment,SR,Earring1,5,19750,24410,183100,800
Equipment,SR,Earring1,6,23700,27461,206000,1000
Equipment,SR,Earring1,7,27650,30513,228800,1200
Equipment,SR,Earring1,8,31600,33564,251700,1400
Equipment,SR,Earring1,9,35550,36615,274600,1600
Equipment,SR,Earring1,10,39500,39666,297500,1800
Equipment,SR,Earring1,11,43450,42718,320400,2000
Equipment,SR,Earring1,12,47400,45769,343300,2200
Equipment,SR,Earring1,13,51350,48820,366200,2400
Equipment,SR,Earring1,14,55300,51871,389000,2600
Equipment,SR,Earring1,15,59250,54923,411900,2800
Equipment,SR,Earring1,16,63200,57974,434800,3000
Equipment,SR,Earring1,17,67150,61025,457700,3200
Equipment,SR,Earring1,18,71100,64076,480600,3400
Equipment,SR,Earring1,19,75050,67128,503500,3600
Equipment,SR,Earring1,20,79000,70179,526300,3800
Equipment,SR,Earring1,21,82950,73230,549200,4000
Equipment,SR,Earring1,22,86900,76281,572100,4200
Equipment,SR,Earring1,23,90850,79333,595000,4400
Equipment,SR,Earring1,24,94800,82384,617900,4600
Equipment,SR,Earring1,25,98750,85435,640800,4800
Equipment,SR,Earring1,26,102700,88486,663600,5000
Equipment,SR,Earring1,27,106650,91538,686500,5200
Equipment,SR,Earring1,28,110600,94589,709400,5400
Equipment,SR,Earring1,29,114550,97640,732300,5600
Equipment,SR,Earring1,30,118500,100691,755200,5800
Equipment,SR,Earring1,31,122450,103743,778100,6300
Equipment,SR,Earring1,32,126400,106794,801000,6800
Equipment,SR,Earring1,33,130350,109845,823800,7300
Equipment,SR,Earring1,34,134300,112896,846700,7800
Equipment,SR,Earring1,35,138250,115948,869600,8300
Equipment,SR,Earring1,36,142200,118999,892500,8800
Equipment,SR,Earring1,37,146150,122050,915400,9300
Equipment,SR,Earring1,38,150100,125101,938300,9800
Equipment,SR,Earring1,39,154050,128153,961100,10300
Equipment,SR,Earring1,40,158000,131204,984000,10800
Equipment,UR,Earring1,1,6720,21436,150100,0
Equipment,UR,Earring1,2,13440,26795,187600,100
Equipment,UR,Earring1,3,20160,32154,225100,200
Equipment,UR,Earring1,4,26880,37513,262600,300
Equipment,UR,Earring1,5,33600,42872,300100,400
Equipment,UR,Earring1,6,40320,48231,337600,500
Equipment,UR,Earring1,7,47040,53590,375100,600
Equipment,UR,Earring1,8,53760,58949,412600,700
Equipment,UR,Earring1,9,60480,64308,450200,800
Equipment,UR,Earring1,10,67200,69667,487700,900
Equipment,UR,Earring1,11,73920,75026,525200,1000
Equipment,UR,Earring1,12,80640,80385,562700,1100
Equipment,UR,Earring1,13,87360,85744,600200,1200
Equipment,UR,Earring1,14,94080,91103,637700,1300
Equipment,UR,Earring1,15,100800,96462,675200,1400
Equipment,UR,Earring1,16,107520,101821,712700,1500
Equipment,UR,Earring1,17,114240,107180,750300,1600
Equipment,UR,Earring1,18,120960,112539,787800,1700
Equipment,UR,Earring1,19,127680,117898,825300,1800
Equipment,UR,Earring1,20,134400,123257,862800,1900
Equipment,UR,Earring1,21,141120,128616,900300,2000
Equipment,UR,Earring1,22,147840,133975,937800,2100
Equipment,UR,Earring1,23,154560,139334,975300,2200
Equipment,UR,Earring1,24,161280,144693,1012900,2300
Equipment,UR,Earring1,25,168000,150052,1050400,2400
Equipment,UR,Earring1,26,174720,155411,1087900,2500
Equipment,UR,Earring1,27,181440,160770,1125400,2600
Equipment,UR,Earring1,28,188160,166129,1162900,2700
Equipment,UR,Earring1,29,194880,171488,1200400,2800
Equipment,UR,Earring1,30,201600,176847,1237900,2900
Equipment,UR,Earring1,31,208320,182206,1275400,3150
Equipment,UR,Earring1,32,215040,187565,1313000,3400
Equipment,UR,Earring1,33,221760,192924,1350500,3650
Equipment,UR,Earring1,34,228480,198283,1388000,3900
Equipment,UR,Earring1,35,235200,203642,1425500,4150
Equipment,UR,Earring1,36,241920,209001,1463000,4400
Equipment,UR,Earring1,37,248640,214360,1500500,4650
Equipment,UR,Earring1,38,255360,219719,1538000,4900
Equipment,UR,Earring1,39,262080,225078,1575500,5150
Equipment,UR,Earring1,40,268800,230437,1613100,5400
Equipment,C,Ring1,1,40,70,700,0
Equipment,C,Ring1,2,80,88,900,500
Equipment,C,Ring1,3,120,105,1100,1000
Equipment,C,Ring1,4,160,123,1200,1500
Equipment,C,Ring1,5,200,140,1400,2000
Equipment,C,Ring1,6,240,158,1600,2500
Equipment,C,Ring1,7,280,175,1800,3000
Equipment,C,Ring1,8,320,193,1900,3500
Equipment,C,Ring1,9,360,210,2100,4000
Equipment,C,Ring1,10,400,228,2300,4500
Equipment,C,Ring1,11,440,245,2500,5000
Equipment,C,Ring1,12,480,263,2600,5500
Equipment,C,Ring1,13,520,280,2800,6000
Equipment,C,Ring1,14,560,298,3000,6500
Equipment,C,Ring1,15,600,315,3200,7000
Equipment,C,Ring1,16,640,333,3300,7500
Equipment,C,Ring1,17,680,350,3500,8000
Equipment,C,Ring1,18,720,368,3700,8500
Equipment,C,Ring1,19,760,385,3900,9000
Equipment,C,Ring1,20,800,403,4000,9500
Equipment,C,Ring1,21,840,420,4200,10000
Equipment,C,Ring1,22,880,438,4400,10500
Equipment,C,Ring1,23,920,455,4600,11000
Equipment,C,Ring1,24,960,473,4700,11500
Equipment,C,Ring1,25,1000,490,4900,12000
Equipment,C,Ring1,26,1040,508,5100,12500
Equipment,C,Ring1,27,1080,525,5300,13000
Equipment,C,Ring1,28,1120,543,5400,13500
