Id,GroupId,RequiredId,NameKey,DescKey,TaskType,TaskCount,RewardBloodCrystal,RewardAdena,RewardItemInfoId,RewardCount,RewardCountDesc,RewardIcon,AchievementIcon,AchievementGroupType,PlayerRewardType1,PlayerRewardInfold1,PlayerRewardCount1,PlayerRewardType2,PlayerRewardInfold2,PlayerRewardCount2,GuildRewardType1,GuildRewardInfold1,GuildRewardCount1,GuildRewardType2,GuildRewardInfold2,GuildRewardCount2
126015,61,126014,801000126011,802000126011,Count_KillMonster_Region,16000,75,6000,911191,7,,Icon_SoulShot_01,,Oren,Adena,,6000,Item,490022,3,Item,919139,2,Item,1302001,15
126016,61,126015,801000126011,802000126011,Count_KillMonster_Region,24000,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,,Oren,Adena,,8000,Item,490022,3,Item,919221,6,Item,1302001,20
126017,61,126016,801000126011,802000126011,Count_KillMonster_Region,33600,110,10000,911191,10,,Icon_SoulShot_01,,Oren,Adena,,10000,Item,490022,5,Item,919139,3,Item,1302001,25
126018,61,126017,801000126011,802000126011,Count_KillMonster_Region,51200,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,,Oren,Adena,,12000,Item,490022,5,Item,919221,10,Item,1302001,30
126019,61,126018,801000126011,802000126011,Count_KillMonster_Region,72000,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,,Oren,Adena,,15000,Item,490022,5,Item,919139,5,Item,1302001,35
128011,62,,801000128011,802000128011,Count_KillMonster_Region,750,15,1000,911191,3,,Icon_SoulShot_01,,Advento,Adena,,1000,Item,490022,1,Item,911191,10,Item,1302001,2
128012,62,128011,801000128011,802000128011,Count_KillMonster_Region,3500,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,,Advento,Adena,,2000,Item,490022,1,Item,919220,10,Item,1302001,5
128013,62,128012,801000128011,802000128011,Count_KillMonster_Region,7500,50,3000,911191,5,,Icon_SoulShot_01,,Advento,Adena,,3000,Item,490022,1,Item,900018,3,Item,1302001,8
128014,62,128013,801000128011,802000128011,Count_KillMonster_Region,15000,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,,Advento,Adena,,4000,Item,490022,3,Item,919221,4,Item,1302001,10
128015,62,128014,801000128011,802000128011,Count_KillMonster_Region,25000,75,6000,911191,7,,Icon_SoulShot_01,,Advento,Adena,,6000,Item,490022,3,Item,919139,2,Item,1302001,15
128016,62,128015,801000128011,802000128011,Count_KillMonster_Region,37500,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,,Advento,Adena,,8000,Item,490022,3,Item,919221,6,Item,1302001,20
128017,62,128016,801000128011,802000128011,Count_KillMonster_Region,52500,110,10000,911191,10,,Icon_SoulShot_01,,Advento,Adena,,10000,Item,490022,5,Item,919139,3,Item,1302001,25
128018,62,128017,801000128011,802000128011,Count_KillMonster_Region,80000,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,,Advento,Adena,,12000,Item,490022,5,Item,919221,10,Item,1302001,30
128019,62,128018,801000128011,802000128011,Count_KillMonster_Region,112500,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,,Advento,Adena,,15000,Item,490022,5,Item,919139,5,Item,1302001,35
113081,70,,801000113081,802000113081,Count_KillMonster_Region,600,15,1000,911191,3,,Icon_SoulShot_01,,Giran,Adena,,1000,Item,490022,1,Item,900018,2,Item,1302001,2
113082,70,113081,801000113081,802000113081,Count_KillMonster_Region,2800,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,,Giran,Adena,,2000,Item,490022,1,Item,911191,3,Item,1302001,5
113083,70,113082,801000113081,802000113081,Count_KillMonster_Region,6000,50,3000,911191,5,,Icon_SoulShot_01,,Giran,Adena,,3000,Item,490022,1,Item,919220,3,Item,1302001,8
113084,70,113083,801000113081,802000113081,Count_KillMonster_Region,12000,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,,Giran,Adena,,4000,Item,490022,3,Item,900018,3,Item,1302001,10
113085,70,113084,801000113081,802000113081,Count_KillMonster_Region,20000,75,6000,911191,7,,Icon_SoulShot_01,,Giran,Adena,,6000,Item,490022,3,Item,911191,5,Item,1302001,15
113086,70,113085,801000113081,802000113081,Count_KillMonster_Region,31250,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,,Giran,Adena,,8000,Item,490022,3,Item,919220,5,Item,1302001,20
113087,70,113086,801000113081,802000113081,Count_KillMonster_Region,45000,110,10000,911191,10,,Icon_SoulShot_01,,Giran,Adena,,10000,Item,490022,5,Item,900018,3,Item,1302001,25
113088,70,113087,801000113081,802000113081,Count_KillMonster_Region,61250,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,,Giran,Adena,,12000,Item,490022,5,Item,911191,7,Item,1302001,30
113089,70,113088,801000113081,802000113081,Count_KillMonster_Region,80000,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,,Giran,Adena,,15000,Item,490022,5,Item,919220,7,Item,1302001,35
113091,71,,671000000150,802000113091,Count_KillMonster_Region,600,15,1000,911191,3,,Icon_SoulShot_01,,Giran,Adena,,1000,Item,490022,1,Item,900018,2,Item,1302001,2
113092,71,113091,671000000150,802000113091,Count_KillMonster_Region,2800,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,,Giran,Adena,,2000,Item,490022,1,Item,911191,3,Item,1302001,5
113093,71,113092,671000000150,802000113091,Count_KillMonster_Region,6000,50,3000,911191,5,,Icon_SoulShot_01,,Giran,Adena,,3000,Item,490022,1,Item,919220,3,Item,1302001,8
113094,71,113093,671000000150,802000113091,Count_KillMonster_Region,12000,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,,Giran,Adena,,4000,Item,490022,3,Item,900018,3,Item,1302001,10
113095,71,113094,671000000150,802000113091,Count_KillMonster_Region,20000,75,6000,911191,7,,Icon_SoulShot_01,,Giran,Adena,,6000,Item,490022,3,Item,911191,5,Item,1302001,15
113096,71,113095,671000000150,802000113091,Count_KillMonster_Region,31250,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,,Giran,Adena,,8000,Item,490022,3,Item,919220,5,Item,1302001,20
113097,71,113096,671000000150,802000113091,Count_KillMonster_Region,45000,110,10000,911191,10,,Icon_SoulShot_01,,Giran,Adena,,10000,Item,490022,5,Item,900018,3,Item,1302001,25
113098,71,113097,671000000150,802000113091,Count_KillMonster_Region,61250,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,,Giran,Adena,,12000,Item,490022,5,Item,911191,7,Item,1302001,30
113099,71,113098,671000000150,802000113091,Count_KillMonster_Region,80000,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,,Giran,Adena,,15000,Item,490022,5,Item,919220,7,Item,1302001,35
113101,72,,671000000195,802000113101,Count_KillMonster_Region,600,15,1000,911191,3,,Icon_SoulShot_01,,Oren,Adena,,1000,Item,490022,1,Item,911191,10,Item,1302001,2
113102,72,113101,671000000195,802000113101,Count_KillMonster_Region,2800,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,,Oren,Adena,,2000,Item,490022,1,Item,919220,10,Item,1302001,5
113103,72,113102,671000000195,802000113101,Count_KillMonster_Region,6000,50,3000,911191,5,,Icon_SoulShot_01,,Oren,Adena,,3000,Item,490022,1,Item,900018,3,Item,1302001,8
113104,72,113103,671000000195,802000113101,Count_KillMonster_Region,12000,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,,Oren,Adena,,4000,Item,490022,3,Item,919221,4,Item,1302001,10
113105,72,113104,671000000195,802000113101,Count_KillMonster_Region,20000,75,6000,911191,7,,Icon_SoulShot_01,,Oren,Adena,,6000,Item,490022,3,Item,919139,2,Item,1302001,15
113106,72,113105,671000000195,802000113101,Count_KillMonster_Region,31250,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,,Oren,Adena,,8000,Item,490022,3,Item,919221,6,Item,1302001,20
113107,72,113106,671000000195,802000113101,Count_KillMonster_Region,45000,110,10000,911191,10,,Icon_SoulShot_01,,Oren,Adena,,10000,Item,490022,5,Item,919139,3,Item,1302001,25
113108,72,113107,671000000195,802000113101,Count_KillMonster_Region,61250,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,,Oren,Adena,,12000,Item,490022,5,Item,919221,10,Item,1302001,30
113109,72,113108,671000000195,802000113101,Count_KillMonster_Region,80000,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,,Oren,Adena,,15000,Item,490022,5,Item,919139,5,Item,1302001,35
113111,73,,671000000211,802000113111,Count_KillMonster_Region,600,15,1000,911191,3,,Icon_SoulShot_01,,Oren,Adena,,1000,Item,490022,1,Item,911191,10,Item,1302001,2
113112,73,113111,671000000211,802000113111,Count_KillMonster_Region,2800,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,,Oren,Adena,,2000,Item,490022,1,Item,919220,10,Item,1302001,5
113113,73,113112,671000000211,802000113111,Count_KillMonster_Region,6000,50,3000,911191,5,,Icon_SoulShot_01,,Oren,Adena,,3000,Item,490022,1,Item,900018,3,Item,1302001,8
113114,73,113113,671000000211,802000113111,Count_KillMonster_Region,12000,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,,Oren,Adena,,4000,Item,490022,3,Item,919221,4,Item,1302001,10
113115,73,113114,671000000211,802000113111,Count_KillMonster_Region,20000,75,6000,911191,7,,Icon_SoulShot_01,,Oren,Adena,,6000,Item,490022,3,Item,919139,2,Item,1302001,15
113116,73,113115,671000000211,802000113111,Count_KillMonster_Region,31250,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,,Oren,Adena,,8000,Item,490022,3,Item,919221,6,Item,1302001,20
113117,73,113116,671000000211,802000113111,Count_KillMonster_Region,45000,110,10000,911191,10,,Icon_SoulShot_01,,Oren,Adena,,10000,Item,490022,5,Item,919139,3,Item,1302001,25
113118,73,113117,671000000211,802000113111,Count_KillMonster_Region,61250,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,,Oren,Adena,,12000,Item,490022,5,Item,919221,10,Item,1302001,30
113119,73,113118,671000000211,802000113111,Count_KillMonster_Region,80000,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,,Oren,Adena,,15000,Item,490022,5,Item,919139,5,Item,1302001,35
113121,74,,671000000227,802000113121,Count_KillMonster_Region,600,15,1000,911191,3,,Icon_SoulShot_01,,Oren,Adena,,1000,Item,490022,1,Item,911191,10,Item,1302001,2
113122,74,113121,671000000227,802000113121,Count_KillMonster_Region,2800,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,,Oren,Adena,,2000,Item,490022,1,Item,919220,10,Item,1302001,5
113123,74,113122,671000000227,802000113121,Count_KillMonster_Region,6000,50,3000,911191,5,,Icon_SoulShot_01,,Oren,Adena,,3000,Item,490022,1,Item,900018,3,Item,1302001,8
113124,74,113123,671000000227,802000113121,Count_KillMonster_Region,12000,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,,Oren,Adena,,4000,Item,490022,3,Item,919221,4,Item,1302001,10
113125,74,113124,671000000227,802000113121,Count_KillMonster_Region,20000,75,6000,911191,7,,Icon_SoulShot_01,,Oren,Adena,,6000,Item,490022,3,Item,919139,2,Item,1302001,15
113126,74,113125,671000000227,802000113121,Count_KillMonster_Region,31250,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,,Oren,Adena,,8000,Item,490022,3,Item,919221,6,Item,1302001,20
113127,74,113126,671000000227,802000113121,Count_KillMonster_Region,45000,110,10000,911191,10,,Icon_SoulShot_01,,Oren,Adena,,10000,Item,490022,5,Item,919139,3,Item,1302001,25
113128,74,113127,671000000227,802000113121,Count_KillMonster_Region,61250,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,,Oren,Adena,,12000,Item,490022,5,Item,919221,10,Item,1302001,30
113129,74,113128,671000000227,802000113121,Count_KillMonster_Region,80000,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,,Oren,Adena,,15000,Item,490022,5,Item,919139,5,Item,1302001,35
1181,1181,,801000001181,802000001181,Count_KillMonster_Region,750,15,1000,911191,3,,Icon_SoulShot_01,,Advento,Adena,,1000,Item,490022,1,Item,911191,10,Item,1302001,2
1182,1181,1181,801000001181,802000001181,Count_KillMonster_Region,3500,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,,Advento,Adena,,2000,Item,490022,1,Item,919220,10,Item,1302001,5
1183,1181,1182,801000001181,802000001181,Count_KillMonster_Region,7500,50,3000,911191,5,,Icon_SoulShot_01,,Advento,Adena,,3000,Item,490022,1,Item,900018,3,Item,1302001,8
1184,1181,1183,801000001181,802000001181,Count_KillMonster_Region,15000,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,,Advento,Adena,,4000,Item,490022,3,Item,919221,4,Item,1302001,10
1185,1181,1184,801000001181,802000001181,Count_KillMonster_Region,25000,75,6000,911191,7,,Icon_SoulShot_01,,Advento,Adena,,6000,Item,490022,3,Item,919139,2,Item,1302001,15
1186,1181,1185,801000001181,802000001181,Count_KillMonster_Region,37500,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,,Advento,Adena,,8000,Item,490022,3,Item,919221,6,Item,1302001,20
1187,1181,1186,801000001181,802000001181,Count_KillMonster_Region,52500,110,10000,911191,10,,Icon_SoulShot_01,,Advento,Adena,,10000,Item,490022,5,Item,919139,3,Item,1302001,25
1188,1181,1187,801000001181,802000001181,Count_KillMonster_Region,80000,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,,Advento,Adena,,12000,Item,490022,5,Item,919221,10,Item,1302001,30
1189,1181,1188,801000001181,802000001181,Count_KillMonster_Region,112500,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,,Advento,Adena,,15000,Item,490022,5,Item,919139,5,Item,1302001,35
1191,1191,,801000001191,802000001191,Count_KillMonster_Region,750,15,1000,911191,3,,Icon_SoulShot_01,,Advento,Adena,,1000,Item,490022,1,Item,911191,10,Item,1302001,2
1192,1191,1191,801000001191,802000001191,Count_KillMonster_Region,3500,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,,Advento,Adena,,2000,Item,490022,1,Item,919220,10,Item,1302001,5
1193,1191,1192,801000001191,802000001191,Count_KillMonster_Region,7500,50,3000,911191,5,,Icon_SoulShot_01,,Advento,Adena,,3000,Item,490022,1,Item,900018,3,Item,1302001,8
1194,1191,1193,801000001191,802000001191,Count_KillMonster_Region,15000,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,,Advento,Adena,,4000,Item,490022,3,Item,919221,4,Item,1302001,10
1195,1191,1194,801000001191,802000001191,Count_KillMonster_Region,25000,75,6000,911191,7,,Icon_SoulShot_01,,Advento,Adena,,6000,Item,490022,3,Item,919139,2,Item,1302001,15
1196,1191,1195,801000001191,802000001191,Count_KillMonster_Region,37500,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,,Advento,Adena,,8000,Item,490022,3,Item,919221,6,Item,1302001,20
1197,1191,1196,801000001191,802000001191,Count_KillMonster_Region,52500,110,10000,911191,10,,Icon_SoulShot_01,,Advento,Adena,,10000,Item,490022,5,Item,919139,3,Item,1302001,25
1198,1191,1197,801000001191,802000001191,Count_KillMonster_Region,80000,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,,Advento,Adena,,12000,Item,490022,5,Item,919221,10,Item,1302001,30
1199,1191,1198,801000001191,802000001191,Count_KillMonster_Region,112500,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,,Advento,Adena,,15000,Item,490022,5,Item,919139,5,Item,1302001,35
10131,10131,,801000010131,802000010131,Count_KillMonster_Region,750,15,1000,911191,3,,Icon_SoulShot_01,,Advento,Adena,,1000,Item,490022,1,Item,911191,10,Item,1302001,2
10132,10131,10131,801000010131,802000010131,Count_KillMonster_Region,3500,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,,Advento,Adena,,2000,Item,490022,1,Item,919220,10,Item,1302001,5
10133,10131,10132,801000010131,802000010131,Count_KillMonster_Region,7500,50,3000,911191,5,,Icon_SoulShot_01,,Advento,Adena,,3000,Item,490022,1,Item,900018,3,Item,1302001,8
10134,10131,10133,801000010131,802000010131,Count_KillMonster_Region,15000,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,,Advento,Adena,,4000,Item,490022,3,Item,919221,4,Item,1302001,10
10135,10131,10134,801000010131,802000010131,Count_KillMonster_Region,25000,75,6000,911191,7,,Icon_SoulShot_01,,Advento,Adena,,6000,Item,490022,3,Item,919139,2,Item,1302001,15
10136,10131,10135,801000010131,802000010131,Count_KillMonster_Region,37500,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,,Advento,Adena,,8000,Item,490022,3,Item,919221,6,Item,1302001,20
10137,10131,10136,801000010131,802000010131,Count_KillMonster_Region,52500,110,10000,911191,10,,Icon_SoulShot_01,,Advento,Adena,,10000,Item,490022,5,Item,919139,3,Item,1302001,25
10138,10131,10137,801000010131,802000010131,Count_KillMonster_Region,80000,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,,Advento,Adena,,12000,Item,490022,5,Item,919221,10,Item,1302001,30
10139,10131,10138,801000010131,802000010131,Count_KillMonster_Region,112500,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,,Advento,Adena,,15000,Item,490022,5,Item,919139,5,Item,1302001,35
10141,10141,,801000010141,802000010141,Count_KillMonster_Region,750,15,1000,911191,3,,Icon_SoulShot_01,,Advento,Adena,,1000,Item,490022,1,Item,911191,10,Item,1302001,2
10142,10141,10141,801000010141,802000010141,Count_KillMonster_Region,3500,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,,Advento,Adena,,2000,Item,490022,1,Item,919220,10,Item,1302001,5
10143,10141,10142,801000010141,802000010141,Count_KillMonster_Region,7500,50,3000,911191,5,,Icon_SoulShot_01,,Advento,Adena,,3000,Item,490022,1,Item,900018,3,Item,1302001,8
10144,10141,10143,801000010141,802000010141,Count_KillMonster_Region,15000,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,,Advento,Adena,,4000,Item,490022,3,Item,919221,4,Item,1302001,10
10145,10141,10144,801000010141,802000010141,Count_KillMonster_Region,25000,75,6000,911191,7,,Icon_SoulShot_01,,Advento,Adena,,6000,Item,490022,3,Item,919139,2,Item,1302001,15
10146,10141,10145,801000010141,802000010141,Count_KillMonster_Region,37500,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,,Advento,Adena,,8000,Item,490022,3,Item,919221,6,Item,1302001,20
10147,10141,10146,801000010141,802000010141,Count_KillMonster_Region,52500,110,10000,911191,10,,Icon_SoulShot_01,,Advento,Adena,,10000,Item,490022,5,Item,919139,3,Item,1302001,25
10148,10141,10147,801000010141,802000010141,Count_KillMonster_Region,80000,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,,Advento,Adena,,12000,Item,490022,5,Item,919221,10,Item,1302001,30
10149,10141,10148,801000010141,802000010141,Count_KillMonster_Region,112500,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,,Advento,Adena,,15000,Item,490022,5,Item,919139,5,Item,1302001,35
